Level,Status,Mode,Gender,Licence,Work,Car_Avail,Family,Cars,Children,Adults,Income,Time.Auto,Time.Transit,Time.Active
UG,FT,Active,Male,0,Other,0,Roommates,0,0,2,Unknown,1.0131620000000001,14.595429999999999,10.5528
UG,FT,Transit,Female,0,PT,0,Roommates,0,0,2,Unknown,0.927408,14.892823000000002,9.274079999999998
UG,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,48.04452,132.296419,346.59014999999994
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,32.98349,81.142279,186.12165000000002
UG,FT,Active,Female,0,Other,0,Family,2,0,4,Unknown,54.42678000000001,135.237541,367.7838
UG,FT,Transit,Female,1,Other,0,Other,1,0,2,Unknown,81.12224,166.43678,648.4176
UG,FT,Active,Female,0,Other,0,Family,0,1,2,Low,5.062243,38.03634099999999,42.39163500000001
UG,FT,Transit,Female,0,PT,0,Roommates,0,0,3,Unknown,17.93246,47.740973,87.315855
UG,FT,Transit,Male,0,Other,0,Roommates,0,0,3,Low,7.307153,43.246753999999996,58.568475
UG,FT,Transit,Male,0,Other,0,Family,1,0,3,Unknown,47.18055,113.739934,291.20145
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Unknown,117.1361,209.91145,1117.6299000000001
UG,FT,Transit,Female,1,Other,1,Family,0,0,4,Unknown,31.76365,100.110033,244.0764
UG,FT,Transit,Female,0,Other,0,Family,0,0,2,Unknown,34.00626,72.890929,212.23620000000003
UG,PT,Transit,Female,0,Other,0,Family,1,0,3,Unknown,37.13742,67.50057,230.59395
UG,FT,Transit,Female,0,Other,0,Family,1,2,3,Low,60.75923,176.492144,479.7369
UG,FT,Active,Female,1,Other,1,Roommates,0,0,5,Unknown,6.799322999999999,26.272219,38.106075000000004
UG,FT,Transit,Female,1,Other,0,Family,2,1,3,Low,64.22084,87.910611,462.9003
UG,FT,Transit,Female,1,Other,0,Roommates,0,0,2,Low,30.359340000000003,70.6029,185.49645
Grad,PT,Active,Female,1,Other,1,Other,2,0,2,High,1.9890299999999999,20.442982,19.108695
UG,FT,Transit,Male,0,PT,0,Roommates,0,0,3,Unknown,40.63264,90.487216,290.92605
UG,FT,Active,Female,0,Other,0,Family,0,1,1,Unknown,4.202902,26.458696999999997,33.999224999999996
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Low,62.98477,105.51217,507.63870000000003
UG,FT,Transit,Female,1,Other,1,Family,2,0,3,High,94.78231,124.50476,711.00645
UG,FT,Transit,Female,0,Other,0,Other,0,0,2,Low,21.647920000000003,76.51717500000002,160.55895
UG,FT,Active,Female,1,Other,0,Roommates,0,0,4,Unknown,4.165943,22.258662,32.52969
Grad,FT,Active,Male,0,PT,0,Roommates,0,0,2,Unknown,4.123587000000001,23.024245,34.75378499999999
UG,FT,Active,Female,1,Other,1,Roommates,0,0,1,Low,9.268267,40.867362,49.014375
UG,FT,Active,Male,1,PT,1,Roommates,0,0,13,Unknown,1.0131620000000001,14.595429999999999,10.5528
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,68.21043,101.3962,444.40515
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,High,66.42751,102.1282,518.37435
UG,FT,Transit,Female,0,Other,0,Other,0,0,1,Low,4.783278,32.995290000000004,39.26134499999999
UG,FT,Transit,Male,0,Other,0,Family,2,0,4,Unknown,41.6056,123.25126100000001,287.72939999999994
UG,FT,Transit,Female,1,PT,0,Roommates,1,0,3,Unknown,9.268267,40.867362,49.014375
UG,FT,Transit,Other,0,Other,0,Family,1,0,3,Unknown,10.34258,42.866046000000004,66.54297
UG,FT,Transit,Female,0,PT,0,Other,0,0,1,Low,76.20203000000001,106.09094099999999,587.8641000000001
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,High,70.17560999999999,105.00185900000001,520.9848
UG,FT,Transit,Male,1,Other,1,Family,2,1,4,High,40.815220000000004,103.45702599999998,294.29145
UG,FT,Transit,Female,0,Other,0,Roommates,0,0,2,Unknown,4.099569,32.323840000000004,35.877495
UG,FT,Transit,Male,0,Other,0,Roommates,1,0,2,Unknown,2.765052,18.262603,24.20217
UG,FT,Transit,Other,0,Other,0,Roommates,1,0,3,Unknown,12.17884,39.613871,80.23503
UG,FT,Active,Female,1,Other,1,Roommates,0,0,3,Unknown,3.248167,27.281326,22.838939999999997
UG,FT,Transit,Female,1,PT,0,Family,1,0,2,Unknown,45.62172,107.521654,329.67179999999996
UG,FT,Active,Female,0,Other,0,Roommates,0,0,5,Low,7.0691630000000005,40.992771999999995,43.892160000000004
UG,FT,Active,Other,0,Other,0,Roommates,0,0,4,Unknown,1.0131620000000001,14.595429999999999,10.5528
Grad,FT,Transit,Male,1,Other,0,Family,2,0,5,Unknown,27.638479999999998,71.967561,174.82229999999998
UG,FT,Transit,Female,1,Other,0,Family,2,0,3,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,40.63264,90.487216,290.92605
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Unknown,50.60115,155.146388,406.521
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,68.26488,82.27793399999999,509.47799999999995
UG,FT,Active,Male,1,Other,0,Roommates,0,0,2,Low,12.09417,44.424332,66.79961999999999
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Low,51.075590000000005,142.61440499999995,402.3609
Grad,PT,Transit,Male,1,Other,0,Other,1,0,1,High,28.507559999999998,62.73094200000001,159.95969999999997
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Unknown,31.258709999999997,57.4514,207.73094999999998
UG,FT,Active,Female,1,Other,0,Roommates,0,0,4,Unknown,1.0131620000000001,14.595429999999999,10.5528
UG,FT,Transit,Female,0,Other,0,Family,2,3,4,Low,17.54721,61.667820000000006,121.89589500000001
UG,FT,Transit,Female,0,PT,0,Family,1,1,2,Unknown,67.22948000000001,206.07887,543.9091500000001
UG,FT,Transit,Male,1,Other,0,Other,1,0,2,Low,13.737979999999999,47.676981,79.478715
UG,PT,Transit,Female,1,Other,1,Family,1,3,2,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,1,Other,0,Family,2,1,3,High,46.35842,129.2336,330.4347
UG,FT,Transit,Female,0,Other,0,Family,1,1,2,Unknown,62.22948,120.83701,502.17645
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,27.3578,66.04829000000001,172.1277
UG,FT,Transit,Female,0,Other,0,Family,1,2,3,Unknown,13.07387,43.245272,86.357415
UG,PT,Active,Male,0,FT,0,Other,0,0,1,High,3.4576540000000002,23.195972,30.45645
UG,FT,Active,Female,0,Other,0,Roommates,0,0,2,Low,4.848444000000001,34.340731,37.545795
UG,FT,Transit,Female,1,Other,0,Family,2,0,5,Unknown,56.1408,123.69135400000002,396.0003
UG,FT,Active,Female,1,Other,0,Roommates,0,0,3,Unknown,0.0,0.0,0.0
Grad,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,4.013851,30.824515,28.09104
UG,FT,Transit,Male,0,Other,0,Family,1,0,4,Unknown,84.06728000000001,155.55785400000005,613.70925
Grad,FT,Transit,Female,0,Other,0,Other,0,0,2,Unknown,28.226490000000002,76.739576,149.46204
UG,FT,Active,Female,0,Other,0,Family,0,0,2,Unknown,2.765052,18.262603,24.20217
UG,FT,Transit,Male,0,Other,0,Family,2,2,3,High,35.97903,104.11813599999999,264.22290000000004
Grad,FT,Transit,Female,1,Other,1,Other,0,0,1,Low,10.36843,58.081879,63.568995
UG,FT,Active,Female,0,Other,0,Family,0,0,2,Low,2.102967,16.977868,19.3254
UG,FT,Transit,Female,0,PT,0,Family,2,0,4,High,32.889179999999996,68.049595,206.57129999999998
UG,FT,Active,Female,0,Other,0,Roommates,0,0,3,Unknown,3.9469730000000003,19.914612,26.165715
UG,PT,Transit,Female,1,Other,0,Family,2,0,3,Unknown,124.2014,248.80975,1146.5493
UG,FT,Transit,Male,1,Other,0,Other,0,0,1,Low,18.5222,67.941027,126.23646000000002
UG,FT,Transit,Female,0,Other,0,Family,0,0,3,Unknown,48.96564,139.947494,378.01965
UG,FT,Auto,Male,1,Other,0,Other,1,0,1,Low,1.400111,15.778564999999999,12.15915
UG,FT,Transit,Female,0,Other,0,Family,1,0,5,High,18.59212,63.692305000000005,125.86561499999999
UG,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,PT,0,Family,1,0,3,Low,31.258709999999997,57.4514,207.73094999999998
Grad,PT,Transit,Female,1,Other,0,Other,2,0,2,High,0.0,0.0,0.0
UG,FT,Transit,Female,1,Other,0,Family,2,0,5,Unknown,0.0,0.0,0.0
UG,FT,Transit,Male,1,Other,1,Family,2,2,4,Low,58.528769999999994,86.133341,391.05764999999997
UG,FT,Active,Male,1,Other,0,Roommates,0,0,2,Low,3.9469730000000003,19.914612,26.165715
UG,FT,Transit,Male,0,Other,0,Family,1,0,2,Unknown,31.73742,78.31429999999997,174.99405000000002
UG,FT,Transit,Female,1,Other,1,Family,1,1,2,Unknown,23.21305,80.93179800000001,178.55535
UG,FT,Active,Female,0,Other,0,Roommates,0,0,2,Unknown,1.0131620000000001,14.595429999999999,10.5528
UG,FT,Transit,Female,1,Other,0,Family,2,0,4,Unknown,52.52621,147.71103300000001,347.04225
UG,FT,Transit,Female,0,Other,0,Roommates,0,0,2,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,Other,0,Family,2,3,2,Unknown,32.349540000000005,63.120241,225.67260000000002
UG,FT,Active,Female,1,Other,0,Roommates,0,0,3,Unknown,5.304323,33.216826,35.984775
UG,FT,Active,Female,1,Other,0,Roommates,0,1,1,Unknown,2.765052,18.262603,24.20217
UG,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,2.102967,16.977868,19.3254
Grad,FT,Transit,Female,1,Other,1,Family,2,0,6,Low,49.51465,128.52890399999998,330.69554999999997
UG,FT,Active,Male,0,Other,0,Roommates,0,0,3,Unknown,0.0,0.0,0.0
Grad,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,45.62172,107.521654,329.67179999999996
UG,FT,Active,Female,1,Other,0,Roommates,0,0,2,Unknown,2.545012,22.597288,22.993515
UG,PT,Transit,Female,1,Other,0,Other,2,1,2,Low,101.5588,172.48138,857.9223000000001
UG,FT,Transit,Female,1,Other,1,Family,2,2,3,Unknown,50.96518,154.93462,377.7885
UG,FT,Transit,Female,0,Other,0,Other,0,0,2,Low,5.681895,37.59617300000001,45.45283500000001
Grad,FT,Transit,Male,0,Other,0,Other,0,0,1,Unknown,4.783278,32.995290000000004,39.26134499999999
UG,FT,Active,Female,1,PT,1,Other,1,0,1,Low,3.248167,27.281326,22.838939999999997
Grad,PT,Active,Female,1,Other,0,Family,1,2,2,Unknown,16.45731,54.39314,89.88498
UG,FT,Transit,Female,1,Other,0,Family,2,0,4,High,54.588330000000006,173.32591599999998,431.10465000000005
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,32.52405,104.665965,244.4949
UG,FT,Transit,Female,0,Other,0,Other,0,0,1,Low,8.196867,39.199429,64.0497
UG,FT,Active,Female,0,Other,0,Roommates,0,0,2,Unknown,3.3923589999999995,26.824316000000003,30.73725
UG,FT,Transit,Female,1,Other,1,Roommates,0,0,3,Low,12.41108,46.368451,82.61388
UG,FT,Active,Female,0,PT,0,Roommates,0,0,2,Unknown,0.0,0.0,0.0
Grad,FT,Transit,Female,0,Other,0,Roommates,0,0,5,Unknown,9.880374,38.20591500000001,65.352945
UG,PT,Transit,Female,1,Other,0,Other,1,0,1,Low,9.130139,41.110958,63.09075
UG,FT,Transit,Female,1,Other,1,Family,2,0,5,Unknown,63.75857,184.22924,498.79529999999994
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Unknown,64.83709,107.18177,488.08065
Grad,PT,Active,Female,0,Other,0,Other,0,0,2,Unknown,1.6223020000000001,19.355537,14.381055
UG,FT,Transit,Female,0,PT,0,Family,0,1,3,Low,32.775890000000004,66.94427900000001,201.04185
Grad,FT,Active,Female,1,Other,0,Roommates,1,0,2,Unknown,10.34258,42.866046000000004,66.54297
UG,FT,Active,Female,1,Other,1,Roommates,0,1,3,Unknown,6.373144,27.090805,44.771325000000004
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Low,39.53042,98.213044,246.61514999999997
UG,FT,Transit,Female,1,Other,1,Other,1,0,2,Unknown,109.5852,162.1225,966.8380500000001
UG,FT,Auto,Male,1,Other,0,Family,2,0,4,Unknown,59.883,96.364178,472.88745
UG,FT,Transit,Female,0,Other,0,Family,1,0,6,Unknown,43.11573,105.545134,307.968
Grad,FT,Auto,Female,1,Other,0,Other,2,1,3,Unknown,86.08028,109.54508,720.73935
UG,FT,Transit,Female,0,Other,0,Family,1,2,3,Unknown,34.69508,68.72216999999999,235.86209999999997
UG,FT,Transit,Female,1,Other,0,Family,2,0,3,Unknown,53.46405,162.442397,405.6147
Grad,PT,Transit,Female,1,FT,0,Other,2,2,2,High,113.9373,213.46777999999998,1072.8061500000001
Grad,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,2.102967,16.977868,19.3254
Other,Other,Active,Male,0,Other,0,Roommates,0,0,2,Unknown,0.0,0.0,0.0
UG,FT,Auto,Female,1,Other,1,Family,2,0,4,Unknown,69.4649,104.14893000000001,515.28945
UG,FT,Transit,Female,1,PT,0,Other,1,0,2,Low,47.017109999999995,137.738762,337.28025
UG,FT,Transit,Male,1,Other,1,Family,1,1,3,Unknown,50.207440000000005,115.325755,339.75509999999997
Grad,PT,Transit,Male,1,Other,1,Other,0,0,2,Low,12.09417,44.424332,66.79961999999999
UG,FT,Transit,Male,1,Other,1,Family,1,0,2,Unknown,16.25694,54.509857,106.48818
Grad,FT,Transit,Male,0,Other,0,Roommates,0,0,3,Unknown,13.932620000000002,50.60231999999999,93.86477999999998
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Unknown,34.526109999999996,70.52492000000002,238.34265
Grad,FT,Active,Female,1,FT,1,Other,0,0,1,High,1.9890299999999999,20.442982,19.108695
UG,FT,Active,Female,1,Other,0,Roommates,0,0,1,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,66.34734,102.586101,548.10675
UG,FT,Auto,Female,1,Other,0,Family,2,0,3,High,51.4788,134.115709,327.00165000000004
UG,FT,Active,Male,1,Other,0,Roommates,0,0,2,Unknown,2.765052,18.262603,24.20217
UG,FT,Transit,Female,1,PT,1,Family,2,0,3,Unknown,76.05734,326.28216000000003,517.3017
UG,FT,Transit,Other,0,Other,0,Family,1,0,4,Unknown,63.55689,89.877571,459.7452
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,4.848444000000001,34.340731,37.545795
UG,FT,Active,Female,1,Other,1,Roommates,0,0,2,Unknown,3.9469730000000003,19.914612,26.165715
UG,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,2.102967,16.977868,19.3254
UG,FT,Transit,Female,0,Other,0,Family,1,0,2,Low,49.645379999999996,141.775793,394.54139999999995
UG,FT,Transit,Female,1,Other,0,Roommates,0,0,2,Unknown,2.102967,16.977868,19.3254
UG,FT,Transit,Female,0,PT,0,Family,1,3,3,Unknown,62.22948,120.83701,502.17645
UG,FT,Transit,Female,1,Other,0,Other,0,0,1,Unknown,22.308139999999998,61.37436000000001,152.22315
Grad,FT,Active,Female,0,Other,0,Other,0,0,2,Unknown,1.6601110000000001,19.374608,14.982525
UG,FT,Transit,Other,0,Other,0,Family,2,1,3,Unknown,46.17118,139.523952,306.35564999999997
UG,FT,Transit,Female,1,Other,1,Family,2,0,3,Unknown,52.33381,134.872209,377.3298
UG,FT,Transit,Female,0,Other,0,Family,2,0,5,Unknown,46.35327,118.58951599999999,306.49725
UG,FT,Active,Female,0,Other,0,Roommates,0,0,3,Unknown,16.99974,58.587231,106.86277500000001
UG,FT,Transit,Male,0,PT,0,Roommates,1,0,4,Unknown,13.07387,43.245272,86.357415
UG,FT,Active,Female,0,Other,0,Roommates,0,0,3,Unknown,0.0,0.0,0.0
UG,PT,Transit,Male,1,Other,1,Family,2,0,4,Unknown,108.2999,170.16697,1019.66925
Grad,FT,Active,Female,1,Other,1,Roommates,1,0,3,Unknown,16.45731,54.39314,89.88498
UG,FT,Transit,Male,1,Other,1,Family,2,0,5,High,79.72578,200.218167,549.7937999999999
UG,FT,Transit,Male,1,Other,0,Family,1,0,2,Unknown,63.75857,184.22924,498.79529999999994
UG,FT,Active,Female,1,Other,0,Other,1,0,2,Unknown,0.0,0.0,0.0
UG,FT,Transit,Male,0,Other,0,Roommates,0,0,3,Unknown,16.25694,54.509857,106.48818
UG,FT,Transit,Female,0,Other,0,Family,2,1,5,Unknown,64.15744000000001,123.627831,522.9179999999999
Grad,FT,Transit,Female,1,Other,0,Roommates,1,0,3,Unknown,25.26099,54.94720600000001,153.18765
UG,FT,Transit,Female,0,Other,0,Family,1,2,1,Unknown,33.97817,78.903279,229.45290000000003
UG,FT,Transit,Male,0,Other,0,Other,0,0,1,Low,11.31179,59.057444999999994,60.068160000000006
UG,PT,Transit,Female,1,FT,0,Other,1,0,2,High,20.410729999999997,66.582809,119.68407
UG,FT,Active,Female,0,Other,0,Roommates,0,2,1,Unknown,1.6223020000000001,19.355537,14.381055
UG,PT,Active,Female,1,Other,0,Other,0,0,1,Unknown,1.6223020000000001,19.355537,14.381055
UG,FT,Transit,Female,1,Other,1,Roommates,0,2,2,High,8.486444,36.33831,61.10191499999999
UG,FT,Active,Female,0,Other,0,Family,0,0,3,Unknown,1.892842,18.809461,18.746085
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,69.45705,96.474791,565.9425
UG,FT,Active,Male,1,PT,0,Other,0,0,1,Low,4.165943,22.258662,32.52969
Grad,PT,Transit,Male,1,Other,1,Other,2,0,2,Unknown,32.8387,67.462949,201.40845
UG,FT,Transit,Female,0,Other,0,Other,0,0,1,Unknown,11.0894,47.19782100000001,78.87008999999999
UG,FT,Active,Male,0,Other,0,Other,0,0,1,Unknown,2.491079,16.935169000000002,23.487299999999998
UG,FT,Transit,Female,1,Other,1,Family,1,0,2,Unknown,2.056084,15.524926,19.532355
UG,FT,Transit,Female,1,Other,0,Family,2,0,5,Unknown,67.7618,139.673109,512.2475999999999
UG,FT,Transit,Male,0,Other,0,Other,0,0,1,Unknown,22.44715,67.807889,116.95823999999999
UG,FT,Active,Female,0,Other,0,Roommates,0,0,3,Unknown,2.545012,22.597288,22.993515
UG,FT,Transit,Female,0,Other,0,Family,2,1,4,High,31.208170000000003,106.10193500000001,231.17055000000002
UG,PT,Transit,Female,1,Other,0,Other,0,0,1,Low,5.377222,38.477587,47.871885
UG,FT,Active,Female,0,Other,0,Roommates,0,0,2,Unknown,2.765052,18.262603,24.20217
UG,FT,Transit,Male,0,Other,0,Roommates,0,0,2,Unknown,5.599552,27.772322999999997,44.684055
UG,FT,Transit,Female,0,Other,0,Family,1,0,2,Unknown,42.96135,137.52938600000002,344.2884
UG,FT,Transit,Female,1,Other,1,Other,0,0,1,Unknown,36.86868,77.20356000000002,250.85145
UG,FT,Transit,Male,0,PT,0,Family,2,1,3,Unknown,59.44262,146.41525,448.24814999999995
UG,PT,Active,Female,0,Other,0,Family,2,0,4,Unknown,82.93338,165.214393,591.0846
UG,FT,Transit,Female,0,Other,0,Family,1,1,2,Unknown,76.60632,105.71763,563.8872000000001
UG,FT,Transit,Female,0,PT,0,Family,1,2,3,Unknown,73.37454,106.08299699999999,590.8114499999999
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Low,111.4696,179.91245999999995,999.4678500000001
UG,FT,Transit,Female,1,Other,1,Family,1,0,3,Unknown,83.38627,97.881987,710.3426999999999
Grad,PT,Transit,Female,1,Other,0,Other,2,0,3,Unknown,17.57844,67.146402,122.906115
Grad,FT,Auto,Male,0,PT,0,Other,0,0,1,Low,14.9514,46.977169,72.61083
Grad,PT,Active,Female,0,Other,1,Other,0,0,1,Low,4.2388010000000005,25.290925,35.054265
Grad,FT,Active,Female,0,Other,0,Other,2,0,2,Unknown,2.491079,16.935169000000002,23.487299999999998
UG,PT,Transit,Female,0,Other,0,Roommates,0,0,2,Unknown,4.597027,33.80829,38.37875999999999
UG,FT,Active,Male,1,Other,0,Other,1,0,1,Low,2.491079,16.935169000000002,23.487299999999998
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,High,21.46035,79.91337899999998,135.26386499999998
UG,FT,Auto,Female,1,PT,0,Family,2,1,6,Unknown,66.25538,227.49341,541.2252
UG,PT,Active,Male,1,Other,1,Other,2,0,6,Unknown,46.77468,106.525793,344.89635
Other,Other,Transit,Female,0,Other,0,Family,1,1,2,Unknown,31.208170000000003,106.10193500000001,231.17055000000002
UG,FT,Active,Other,0,Other,0,Roommates,0,0,2,Low,7.0691630000000005,40.992771999999995,43.892160000000004
UG,PT,Transit,Female,0,Other,0,Family,2,0,4,Unknown,38.09855,121.217211,284.20635
UG,FT,Active,Female,1,Other,0,Roommates,0,0,2,Low,1.0131620000000001,14.595429999999999,10.5528
Grad,FT,Transit,Female,1,Other,0,Roommates,0,1,2,Low,3.27903,26.423986,28.386885
UG,FT,Transit,Male,1,Other,1,Family,2,1,4,Low,0.0,0.0,0.0
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,25.8038,50.195107,140.813445
UG,FT,Transit,Male,1,Other,0,Family,1,1,2,Unknown,29.22646,75.360598,179.60954999999998
UG,FT,Transit,Female,1,Other,0,Other,1,0,2,Unknown,20.24051,55.64994400000001,130.394595
UG,FT,Transit,Male,1,Other,1,Family,2,0,4,Unknown,78.33768,95.368103,598.71
UG,PT,Transit,Female,1,Other,0,Other,1,0,2,High,5.748302,31.74921,40.12759499999999
UG,FT,Active,Female,0,Other,0,Family,2,1,3,Unknown,63.64638000000001,156.3677,463.16429999999997
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Low,16.31079,68.08022199999999,114.275895
UG,FT,Transit,Female,1,Other,1,Family,2,1,4,Low,78.8534,104.691076,603.8673
UG,FT,Transit,Male,1,Other,0,Family,2,1,3,Unknown,49.8713,135.897633,377.4444
Other,Other,Transit,Female,1,Other,1,Family,2,0,4,High,64.00653,209.70513,506.01225
UG,FT,Transit,Female,1,Other,1,Family,2,1,4,Low,85.99455,102.758465,633.69825
UG,FT,Transit,Female,1,Other,1,Family,2,0,4,High,109.103,359.69964,1060.77855
UG,FT,Transit,Female,0,Other,0,Family,2,1,4,Unknown,86.38412,145.268351,668.98515
UG,FT,Transit,Female,1,Other,1,Family,1,1,2,Unknown,66.80881,119.88050600000001,542.08575
UG,FT,Active,Female,1,Other,1,Roommates,2,0,3,Low,11.28899,52.604075,73.90253999999999
UG,FT,Active,Male,1,Other,1,Roommates,0,0,2,Unknown,0.0,0.0,0.0
UG,FT,Transit,Male,1,Other,1,Family,2,0,4,Unknown,98.39093000000001,172.33255,981.2769000000001
UG,FT,Active,Female,1,Other,1,Roommates,0,0,4,Unknown,5.562316,31.404259999999997,42.28386000000001
UG,FT,Transit,Female,0,Other,0,Family,1,0,5,Low,31.697490000000002,70.837347,203.1687
UG,FT,Active,Female,1,Other,1,Other,0,0,1,Unknown,3.7520599999999997,22.197995000000002,33.63918
UG,PT,Transit,Male,1,Other,0,Other,0,2,2,High,12.029580000000001,44.663225,73.901835
UG,FT,Transit,Male,1,Other,1,Family,2,1,3,Low,25.483420000000002,85.839465,177.14084999999997
UG,FT,Transit,Female,1,Other,1,Family,2,0,3,Unknown,54.09359,153.747826,405.61245
UG,FT,Auto,Female,1,Other,0,Other,1,0,1,Low,0.0,0.0,0.0
UG,FT,Active,Male,1,Other,1,Roommates,2,0,2,Unknown,1.360328,16.237123999999998,11.563034999999998
UG,FT,Transit,Male,0,Other,0,Family,2,0,6,Low,42.80853,107.031053,285.56745
Grad,FT,Transit,Female,1,Other,1,Family,1,2,2,Unknown,31.15673,62.398617,200.27325
UG,FT,Transit,Male,1,Other,1,Family,2,0,5,Unknown,55.92118000000001,158.283455,443.92395
UG,FT,Transit,Female,1,Other,1,Family,2,1,2,Unknown,49.70422,148.11971,358.43175
Other,Other,Active,Female,1,Other,1,Roommates,0,0,2,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,47.28217,118.948482,295.04220000000004
UG,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,92.0519,151.90685,765.1985999999999
UG,FT,Active,Male,1,Other,1,Roommates,0,0,4,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,High,82.09076999999999,184.103807,563.0764499999999
UG,FT,Transit,Female,1,Other,0,Family,2,0,3,High,49.66847,138.584427,356.448
UG,FT,Transit,Female,1,Other,1,Roommates,1,0,2,Low,11.97034,56.492251,83.396355
UG,PT,Active,Female,1,Other,1,Other,0,0,1,Low,2.5647919999999997,22.41667,20.430345
UG,FT,Active,Female,0,Other,0,Other,0,0,1,Low,0.8042355,15.527982000000002,8.042354999999999
UG,PT,Transit,Male,0,Other,0,Family,0,0,2,Low,33.52151,76.404787,208.21515
UG,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,1,Other,0,Family,2,1,4,Low,68.81675,96.309475,562.2105
UG,PT,Transit,Female,1,Other,0,Other,1,0,2,High,49.273590000000006,107.36068300000001,341.3772
UG,FT,Active,Female,1,Other,0,Roommates,0,0,3,Unknown,2.2499919999999998,17.489981,20.610945
UG,PT,Auto,Female,1,Other,0,Family,1,2,2,Low,90.98464,122.292389,702.25815
UG,FT,Transit,Female,0,Other,0,Roommates,0,0,2,Low,13.6853,45.053975,83.29971
UG,FT,Transit,Female,0,Other,0,Family,1,0,5,Unknown,20.14604,72.23938100000002,135.64248
Grad,FT,Active,Female,1,Other,1,Family,1,0,3,Low,26.816159999999996,69.756151,162.88485
UG,FT,Transit,Female,1,Other,1,Family,2,2,3,Unknown,55.3526,102.089414,387.369
Other,Other,Transit,Male,1,Other,1,Family,1,0,4,Unknown,39.89763,89.988738,279.53085
Grad,FT,Transit,Female,1,Other,0,Family,1,0,4,Unknown,13.47214,59.651813,96.10725
UG,FT,Transit,Female,1,Other,1,Family,1,0,2,Low,17.77143,60.580144,101.06761499999999
UG,FT,Transit,Male,0,Other,0,Family,2,2,3,Unknown,15.45265,56.09855500000001,96.92945999999999
UG,FT,Transit,Female,0,Other,0,Family,2,1,2,Low,15.67101,55.943404,103.33484999999999
UG,FT,Auto,Female,0,Other,0,Family,2,0,5,Unknown,49.41043,147.745522,381.6045
UG,FT,Transit,Female,1,Other,1,Family,1,0,4,Low,66.08421,219.81117,479.37735000000004
UG,FT,Transit,Female,1,Other,0,Family,2,1,4,Unknown,70.78072,94.88718,561.8416500000001
UG,FT,Transit,Female,1,Other,0,Family,2,0,4,Low,93.82418,105.18356999999999,823.1987999999999
UG,FT,Transit,Female,0,Other,0,Family,1,1,2,Low,59.37647,129.744259,441.1356
Other,Other,Auto,Female,1,Other,0,Family,1,2,1,Unknown,23.88523,64.83301,142.43319
UG,FT,Transit,Female,0,Other,0,Family,2,0,5,Unknown,41.97025,96.131099,271.34639999999996
UG,FT,Transit,Female,0,Other,0,Family,1,0,5,Low,37.94307,81.13133300000001,233.31315
UG,FT,Transit,Male,1,Other,1,Family,2,0,4,Low,76.91963,88.057702,546.8435999999999
Other,Other,Transit,Female,1,Other,0,Other,1,1,2,Unknown,23.88523,64.83301,142.43319
UG,FT,Active,Female,1,Other,1,Roommates,0,0,2,Unknown,0.8042355,15.527982000000002,8.042354999999999
UG,FT,Transit,Female,1,Other,0,Roommates,0,0,2,High,28.472459999999998,61.276736,180.40875
