Level,Status,Mode,Gender,Licence,Work,Car_Avail,Family,Cars,Children,Adults,Income,Time.Auto,Time.Transit,Time.Active
Grad,FT,Active,Female,1,PT,0,Roommates,2,0,3,Unknown,4.124194,32.019829,36.336405
UG,FT,Auto,Female,1,Other,1,Family,2,0,4,Unknown,25.26455,103.52582,225.0144
UG,FT,Active,Female,0,Other,0,Family,0,0,2,Low,3.235257,24.180734,34.47531
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,High,66.80712,164.085354,392.89830000000006
UG,PT,Active,Male,0,PT,0,Roommates,0,0,3,High,4.911077,31.749745,33.225285
UG,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,6.421951,29.986675,40.614885
UG,FT,Auto,Female,0,Other,0,Family,2,1,3,High,17.55098,73.59447800000002,182.18985
UG,FT,Transit,Female,0,Other,0,Family,2,2,3,Low,51.82956,139.83899,590.3394000000001
UG,FT,Active,Female,1,Other,1,Roommates,1,0,3,Unknown,2.924953,24.128386,16.985265000000002
UG,FT,Transit,Female,1,Other,0,Family,1,1,3,Low,67.55769000000001,106.076507,537.5387999999999
Grad,FT,Active,Female,1,Other,0,Roommates,0,0,3,Unknown,2.141326,19.940688,19.27866
UG,FT,Auto,Female,0,PT,0,Family,2,1,3,Unknown,54.19216,158.46284000000003,404.32965
UG,FT,Transit,Female,1,Other,1,Family,1,0,4,Unknown,72.09249,137.25748000000002,504.60779999999994
UG,PT,Auto,Male,1,Other,0,Family,1,0,3,Low,17.063570000000002,50.644287,91.32579
UG,FT,Active,Female,1,Other,0,Roommates,2,0,4,Low,7.717772999999999,37.877319,75.9915
UG,FT,Active,Male,1,Other,0,Roommates,0,0,2,Unknown,2.924953,24.128386,16.985265000000002
Grad,FT,Active,Male,1,Other,0,Other,1,0,2,High,5.704483,36.318000000000005,56.28550500000001
UG,FT,Transit,Female,0,Other,0,Family,1,2,3,Low,47.57712,132.03705,418.09785
UG,FT,Transit,Female,1,Other,1,Family,1,0,3,Unknown,41.50496,118.62666100000001,300.9969
UG,FT,Transit,Female,0,Other,0,Family,0,0,4,Unknown,37.75333,85.681658,264.77729999999997
UG,FT,Transit,Female,1,Other,1,Family,1,0,6,High,16.95755,62.36549,116.842875
UG,FT,Transit,Female,0,PT,0,Family,2,0,3,Unknown,65.86938,85.39017,478.0446
UG,FT,Active,Female,1,Other,1,Roommates,0,0,4,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,Other,0,Roommates,0,0,3,Unknown,14.19457,61.712149,215.53125
Grad,FT,Active,Male,1,Other,1,Roommates,0,0,6,Unknown,1.117177,20.195869,11.101709999999999
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Unknown,69.54733,147.990376,533.0697000000001
UG,FT,Transit,Female,0,Other,0,Family,1,1,2,Low,45.75331,131.462671,309.357
Grad,FT,Active,Female,1,PT,1,Other,0,0,1,Unknown,2.845125,24.990155,27.043575
UG,FT,Auto,Female,1,Other,0,Family,2,2,3,Unknown,8.287362,38.917733,91.42998
UG,FT,Auto,Male,1,Other,1,Family,1,2,4,Unknown,10.57137,51.113878,105.77124
UG,FT,Active,Male,1,Other,1,Other,0,0,1,Low,2.924953,24.128386,16.985265000000002
Grad,FT,Auto,Male,1,Other,0,Family,2,0,5,Unknown,71.18488,311.02452999999997,602.607
UG,FT,Transit,Male,1,Other,1,Family,1,2,3,Unknown,35.022870000000005,66.209338,219.42225
UG,FT,Transit,Female,1,PT,0,Other,1,0,1,Unknown,35.98662,127.959015,398.54310000000004
Grad,FT,Active,Female,1,Other,0,Other,1,0,2,Low,2.924953,24.128386,16.985265000000002
UG,FT,Active,Male,0,Other,0,Roommates,0,0,3,Unknown,11.34923,39.849031,65.27565
Grad,PT,Auto,Female,1,Other,0,Other,2,0,2,High,0.0,0.0,0.0
UG,FT,Transit,Female,1,PT,1,Family,2,0,5,Unknown,9.779487,42.05254,150.3852
UG,FT,Transit,Female,0,Other,0,Roommates,0,0,2,Unknown,10.52242,43.067991000000006,68.26956
UG,FT,Transit,Male,0,Other,0,Family,0,1,2,Unknown,17.88877,71.55026699999998,225.87225
Grad,FT,Active,Male,1,Other,0,Other,1,0,2,High,2.776623,26.813798,23.593725
UG,FT,Transit,Female,1,Other,1,Family,2,1,4,Unknown,56.19446,126.74985,368.2065
UG,FT,Transit,Female,1,Other,1,Family,2,1,3,Low,35.04476,93.38803399999999,228.08745000000002
UG,FT,Transit,Male,1,Other,0,Family,2,0,2,Unknown,89.21842,135.52373,758.01315
UG,FT,Transit,Female,0,Other,0,Family,2,2,3,Unknown,32.35637,122.36548,312.01815
UG,FT,Active,Female,0,Other,0,Roommates,0,0,6,Unknown,1.117177,20.195869,11.101709999999999
UG,FT,Active,Male,0,Other,0,Roommates,0,0,1,Low,2.649222,20.927781,23.086634999999998
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,29.35805,114.96808500000002,372.58275
UG,FT,Transit,Female,1,PT,0,Family,1,3,3,Unknown,4.58473,33.84206399999999,49.847955
UG,FT,Transit,Male,0,Other,0,Family,1,0,4,Unknown,29.58898,83.82668199999999,203.3343
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Unknown,50.20523,128.1818,363.2346
Grad,FT,Active,Female,1,Other,1,Roommates,1,0,3,Low,4.911077,31.749745,33.225285
UG,FT,Active,Male,0,Other,0,Roommates,0,2,0,Unknown,2.845125,24.990155,27.043575
UG,FT,Transit,Male,0,Other,0,Family,1,0,3,High,56.50225,124.626229,372.69405
UG,FT,Transit,Male,0,Other,0,Family,1,0,4,Unknown,22.45485,85.64363700000001,317.28959999999995
UG,FT,Transit,Female,1,Other,0,Family,1,0,5,High,11.20156,63.245267000000005,110.45350499999999
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,25.43486,55.96229399999999,155.41545000000002
UG,FT,Active,Male,0,Other,0,Other,0,0,1,Unknown,0.0,0.0,0.0
UG,PT,Active,Female,1,FT,0,Other,1,0,2,Low,15.07195,60.45844500000001,103.451175
Grad,FT,Active,Female,1,Other,1,Other,0,0,2,Low,3.068723,25.742024,23.927640000000004
UG,FT,Transit,Female,1,PT,0,Family,2,0,3,Unknown,58.51306999999999,156.08578899999998,431.42310000000003
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Unknown,42.761959999999995,93.689049,272.89320000000004
Grad,FT,Transit,Female,1,Other,1,Family,1,0,3,Low,0.0,0.0,0.0
Grad,FT,Active,Male,1,Other,0,Roommates,0,0,2,Low,4.911077,31.749745,33.225285
UG,FT,Transit,Female,1,Other,1,Family,2,1,3,Unknown,35.55621,140.7826,371.2434
Grad,FT,Transit,Male,1,Other,1,Family,1,0,2,Low,11.34923,39.849031,65.27565
UG,FT,Active,Male,1,Other,0,Other,0,0,1,High,2.845125,24.990155,27.043575
UG,FT,Transit,Male,1,Other,1,Family,2,3,4,Unknown,4.458424,41.395728999999996,47.800875
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,42.42263,110.16078,265.49834999999996
UG,FT,Transit,Female,0,PT,0,Roommates,0,0,3,Low,6.993628,41.961507,63.52813499999999
Grad,FT,Active,Female,0,Other,0,Roommates,0,0,2,Low,2.168042,23.855995999999998,19.46616
UG,FT,Transit,Female,1,Other,1,Family,2,1,5,Low,22.31565,94.731283,205.39905000000002
Grad,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,3.4422599999999997,30.10613,27.606600000000004
Other,Other,Transit,Female,1,Other,1,Family,2,0,3,High,18.765,48.600686,113.02405499999999
UG,FT,Active,Male,0,Other,0,Roommates,0,0,2,Unknown,2.014925,20.126511999999998,15.20709
UG,FT,Transit,Male,1,Other,1,Family,2,1,4,Low,16.34346,58.225728,172.3128
UG,FT,Active,Female,0,PT,0,Roommates,0,0,3,Low,2.523888,24.493026999999998,28.469009999999997
UG,FT,Transit,Female,1,Other,1,Family,2,0,3,High,65.03103,193.27209,733.6985999999999
UG,FT,Transit,Male,1,Other,1,Family,2,1,3,Unknown,1.070916,19.683979,10.70916
UG,FT,Active,Female,0,Other,0,Other,0,0,1,Unknown,0.0,0.0,0.0
UG,PT,Transit,Female,0,Other,0,Family,1,0,2,Unknown,27.57978,71.844505,157.296
Grad,FT,Active,Female,1,Other,0,Other,1,0,2,Low,2.0714900000000003,24.722109,19.031309999999998
UG,FT,Active,Female,0,Other,0,Roommates,0,0,2,Unknown,3.068723,25.742024,23.927640000000004
Grad,FT,Transit,Other,1,Other,0,Other,0,0,1,Low,11.27827,44.993718,74.18136
UG,FT,Auto,Male,1,Other,1,Family,2,0,4,Unknown,63.612559999999995,155.29644,514.26
Grad,FT,Transit,Male,1,Other,0,Other,0,0,1,Low,5.704483,36.318000000000005,56.28550500000001
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Low,77.24351999999999,341.527159,506.52285000000006
Grad,FT,Transit,Male,0,Other,0,Roommates,1,0,2,Unknown,28.746740000000003,58.22035,160.44959999999998
UG,FT,Active,Male,1,Other,0,Roommates,0,0,3,Unknown,1.464106,25.325449,14.598600000000001
Grad,PT,Auto,Female,1,Other,0,Family,2,0,3,High,82.66986,110.709398,598.1598
Grad,FT,Active,Female,1,Other,0,Other,1,0,1,Low,2.014925,20.126511999999998,15.20709
UG,FT,Auto,Male,1,Other,0,Family,2,0,3,Unknown,6.488389,37.788565000000006,57.41200500000001
Other,Other,Active,Male,1,Other,0,Roommates,0,0,2,Unknown,11.39402,44.736421,71.05376999999999
Grad,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,15.891110000000001,45.144366,87.02386499999999
UG,FT,Active,Female,1,PT,1,Other,1,0,2,Unknown,15.891110000000001,45.144366,87.02386499999999
UG,FT,Transit,Female,0,Other,0,Family,1,1,2,Low,31.373890000000003,72.71069200000001,199.884
UG,FT,Active,Female,0,Other,0,Roommates,1,0,2,Unknown,1.117177,20.195869,11.101709999999999
UG,FT,Transit,Male,1,Other,1,Family,1,1,3,Unknown,0.0,0.0,0.0
Grad,FT,Transit,Male,1,Other,1,Family,2,0,3,Low,40.63349,104.205554,253.60425
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Low,49.247,110.824386,324.02639999999997
UG,FT,Auto,Female,1,PT,0,Roommates,1,0,3,Low,65.9108,109.298795,505.35255
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Low,53.6249,127.044329,366.55080000000004
Grad,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,17.063570000000002,50.644287,91.32579
UG,FT,Active,Female,1,Other,0,Roommates,1,0,3,Unknown,4.289724,29.3483,30.6678
Other,Other,Auto,Male,1,Other,0,Family,2,0,4,Low,67.73965,110.953276,542.6027999999999
UG,FT,Active,Female,1,Other,0,Roommates,0,0,6,High,2.924953,24.128386,16.985265000000002
UG,FT,Transit,Female,1,Other,1,Family,2,0,8,Unknown,84.95065,106.249153,728.7026999999999
Grad,FT,Transit,Female,1,PT,0,Other,2,0,3,Low,28.05695,68.035251,157.33530000000002
UG,FT,Transit,Female,1,Other,1,Family,2,1,3,Unknown,43.47446,136.60148999999998,417.09405
UG,FT,Transit,Male,0,Other,0,Family,2,1,5,Unknown,8.014766999999999,48.419393,77.87364
UG,FT,Transit,Male,0,Other,0,Family,1,0,3,Unknown,11.34923,39.849031,65.27565
UG,FT,Transit,Female,0,Other,0,Family,2,1,4,Unknown,46.99037,146.437145,312.34365
UG,FT,Transit,Female,0,Other,0,Family,1,1,4,Unknown,33.04224,68.08604700000001,193.965
Grad,FT,Auto,Female,1,PT,0,Other,1,0,2,High,80.99866,83.76142899999998,693.8706
Grad,PT,Transit,Male,1,Other,1,Roommates,0,0,1,Unknown,29.070829999999997,57.75046700000001,176.15535
Other,Other,Auto,Female,1,Other,0,Other,1,0,1,High,26.70723,67.81303199999999,165.76815
UG,FT,Active,Female,1,Other,1,Roommates,0,0,3,Unknown,2.595157,27.40234,23.805030000000002
Grad,FT,Active,Female,1,PT,0,Roommates,0,0,3,Low,11.34923,39.849031,65.27565
Grad,FT,Active,Female,1,Other,0,Other,0,0,2,Unknown,3.320328,31.447038,28.74147
UG,FT,Transit,Female,0,Other,0,Family,1,0,2,Low,6.804342999999999,40.848542,88.014375
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Unknown,56.82108,88.755325,411.42975
UG,PT,Auto,Male,1,Other,0,Family,1,0,2,Low,107.5723,168.40553,877.10295
UG,FT,Transit,Female,0,Other,0,Roommates,0,0,1,Low,21.21702,47.152092,115.8954
Grad,PT,Transit,Female,1,Other,1,Family,1,0,4,Unknown,32.266729999999995,64.12449699999999,201.13604999999998
UG,FT,Transit,Female,1,Other,1,Family,2,1,3,Low,38.80603,183.72878,397.82625
Grad,PT,Active,Male,1,Other,0,Roommates,0,0,2,Unknown,3.320328,31.447038,28.74147
UG,FT,Auto,Female,1,PT,1,Other,2,0,3,High,46.49458,125.45069999999998,561.0462000000001
Grad,FT,Active,Female,1,Other,0,Other,0,0,1,Unknown,21.731370000000002,54.169909,122.763945
UG,FT,Active,Male,0,Other,0,Family,1,0,2,Unknown,2.595157,27.40234,23.805030000000002
UG,FT,Active,Male,1,Other,1,Roommates,0,0,2,Unknown,2.845125,24.990155,27.043575
Grad,FT,Transit,Female,1,PT,0,Other,1,0,2,Low,3.553124,21.142841,37.516515
UG,FT,Transit,Female,1,Other,0,Roommates,0,0,2,Unknown,7.019825999999999,31.444467,96.208185
UG,FT,Active,Female,1,Other,0,Roommates,0,0,2,Unknown,4.289724,29.3483,30.6678
UG,FT,Active,Female,1,Other,0,Family,1,0,3,High,3.235257,24.180734,34.47531
UG,FT,Transit,Male,0,PT,0,Family,0,1,4,Low,17.88877,71.55026699999998,225.87225
Grad,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,26.35662,53.54924200000001,149.523795
Grad,FT,Transit,Male,1,Other,1,Family,1,0,5,Unknown,20.04374,46.728209,121.15327500000001
Other,Other,Transit,Female,1,Other,0,Other,1,0,2,Unknown,9.51093,33.826613,60.55161000000001
UG,FT,Transit,Female,1,Other,0,Other,1,0,2,High,83.54911,114.730827,712.5762000000001
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,28.375840000000004,119.52723999999999,316.71705000000003
UG,FT,Transit,Male,1,Other,0,Family,2,0,6,Low,10.66795,47.679045,110.51138999999999
UG,PT,Active,Female,1,PT,1,Other,1,0,1,High,2.845125,24.990155,27.043575
UG,FT,Transit,Female,1,Other,0,Other,1,0,1,Unknown,3.4422599999999997,30.10613,27.606600000000004
UG,FT,Transit,Male,0,Other,0,Family,0,0,1,Unknown,2.49745,26.741172,26.414505000000002
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Low,14.064329999999998,46.565209,78.51631499999999
UG,FT,Transit,Female,1,Other,1,Family,1,0,3,Unknown,48.446290000000005,100.523109,303.44084999999995
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,30.38813,57.663367,183.95625
Grad,FT,Transit,Female,1,Other,0,Other,0,0,2,Low,10.911489999999999,42.701539000000004,73.300215
UG,FT,Transit,Male,0,Other,0,Roommates,1,0,2,Low,7.019825999999999,31.444467,96.208185
UG,FT,Transit,Female,0,Other,0,Family,1,2,3,Unknown,85.12505999999999,155.035394,646.2370500000001
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,8.014766999999999,48.419393,77.87364
UG,FT,Transit,Female,1,Other,0,Family,2,0,3,Unknown,39.04104,108.685469,254.82360000000003
UG,FT,Transit,Female,0,PT,0,Family,1,0,3,Unknown,15.449729999999999,40.761038,90.11724
Grad,FT,Transit,Female,1,Other,0,Other,2,0,2,Unknown,90.66404,142.27033,683.6868000000001
UG,FT,Transit,Male,1,Other,0,Family,1,0,4,High,16.23431,64.393991,209.04584999999997
UG,FT,Transit,Male,1,Other,0,Family,2,0,4,High,33.47683,71.627554,213.23594999999997
UG,FT,Transit,Female,0,PT,0,Family,1,0,4,Unknown,19.3224,73.359381,236.61540000000002
UG,FT,Active,Female,1,Other,1,Other,0,0,1,Unknown,3.6553769999999997,29.778864,31.674599999999998
UG,FT,Transit,Female,0,PT,0,Family,1,1,3,Unknown,7.606971000000001,32.917701,51.41064
UG,PT,Transit,Female,1,Other,0,Other,2,0,2,Low,0.0,0.0,0.0
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Unknown,16.95755,62.36549,116.842875
UG,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,35.729409999999994,83.034467,219.6612
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,High,3.8054660000000005,29.997358,41.69588999999999
UG,FT,Active,Female,0,Other,0,Roommates,1,1,1,Low,2.168042,23.855995999999998,19.46616
UG,FT,Transit,Female,0,PT,0,Family,1,0,3,Unknown,42.725570000000005,113.692423,299.08815
Grad,FT,Transit,Female,1,Other,0,Other,2,0,2,Low,104.5249,368.89263,1014.4852500000001
UG,FT,Auto,Female,1,Other,0,Family,2,1,3,Unknown,54.03226,120.68021999999999,583.0166999999999
Grad,PT,Active,Female,0,Other,0,Other,0,1,3,High,7.961721000000001,35.038115999999995,50.06562
UG,FT,Transit,Female,0,Other,0,Family,1,0,2,Unknown,24.49155,72.806517,163.77030000000002
UG,FT,Transit,Female,0,PT,0,Family,2,0,5,Unknown,28.881420000000002,124.18495,317.96025
UG,FT,Transit,Male,1,Other,0,Family,2,2,4,Unknown,80.31863,196.84946,517.1945999999999
Grad,FT,Transit,Female,1,Other,0,Family,2,0,3,High,36.813829999999996,84.62962900000001,236.31705
UG,FT,Transit,Female,1,Other,0,Roommates,2,0,3,Low,117.5061,213.24740000000003,1012.07955
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Unknown,21.53976,99.999714,196.7325
UG,FT,Transit,Female,0,Other,0,Other,0,0,1,Unknown,1.710853,20.776487,15.946485
UG,FT,Transit,Male,0,Other,0,Family,2,1,4,Unknown,72.04015,82.94213599999998,507.1407
UG,FT,Transit,Female,0,Other,0,Family,0,0,2,Unknown,18.467979999999997,99.265354,215.9334
UG,FT,Transit,Female,0,Other,0,Roommates,0,0,3,Low,28.00275,96.577332,250.38615
Grad,FT,Active,Male,1,Other,0,Other,1,0,2,Low,2.0714900000000003,24.722109,19.031309999999998
Grad,FT,Transit,Male,0,Other,0,Other,0,0,1,Low,32.46472,84.32052,202.0245
UG,FT,Transit,Male,0,Other,0,Family,1,0,3,Low,5.793533999999999,26.869722000000003,74.87325
UG,FT,Transit,Female,0,Other,0,Family,0,0,3,Unknown,16.92415,79.940172,259.80764999999997
UG,FT,Active,Female,0,Other,0,Roommates,0,0,2,Unknown,2.845125,24.990155,27.043575
UG,FT,Transit,Female,0,Other,0,Family,0,0,2,Unknown,57.924659999999996,145.44320000000005,663.8931
UG,FT,Active,Male,0,Other,0,Other,0,0,1,Low,2.845125,24.990155,27.043575
UG,FT,Active,Male,0,Other,0,Roommates,0,0,2,Unknown,2.168042,23.855995999999998,19.46616
Grad,FT,Transit,Male,0,Other,0,Roommates,1,0,5,Unknown,17.36111,37.486876,89.375625
Grad,FT,Active,Male,1,Other,1,Other,1,0,2,Unknown,2.776623,26.813798,23.593725
UG,PT,Transit,Female,1,Other,0,Other,0,0,1,Low,28.569909999999997,89.085871,323.15189999999996
UG,FT,Transit,Female,1,Other,0,Roommates,0,0,4,Unknown,17.32677,50.267222,94.28902500000001
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Unknown,40.818020000000004,113.97034,270.6438
UG,FT,Auto,Male,1,Other,0,Other,1,0,1,Unknown,6.41246,36.009248,56.021294999999995
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,35.76352,104.554086,338.0775
Other,Other,Active,Male,1,Other,1,Other,0,1,0,Low,1.15247,17.169234,11.262285
Grad,FT,Active,Female,1,Other,0,Roommates,0,0,3,Unknown,6.703013,35.563364,40.687425
UG,FT,Transit,Male,0,Other,0,Family,1,0,3,Unknown,9.296627,54.166463,87.31473
Grad,FT,Transit,Female,1,Other,1,Family,2,0,5,Unknown,59.398419999999994,133.50385599999998,405.13875
Grad,FT,Active,Male,1,Other,0,Roommates,0,0,3,Low,5.576192,29.470396,31.67763
UG,FT,Transit,Female,0,Other,0,Family,2,1,5,Low,26.7832,100.209411,242.9046
UG,FT,Active,Female,1,Other,0,Family,1,0,3,Unknown,27.26407,60.950132,157.5249
Grad,FT,Transit,Male,0,Other,0,Family,1,0,4,Unknown,35.95337,84.69884400000002,237.7227
UG,FT,Transit,Female,1,Other,0,Family,1,1,4,Low,11.20127,53.13383500000001,130.252965
UG,FT,Active,Female,0,Other,0,Roommates,0,0,6,High,1.117177,20.195869,11.101709999999999
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,3.156252,24.272578,32.93961
UG,FT,Transit,Male,0,Other,0,Family,1,0,3,Unknown,10.83836,52.537251,163.0029
UG,FT,Transit,Female,0,Other,0,Family,2,2,2,Unknown,119.4161,165.41929,1101.0163499999999
UG,FT,Auto,Female,0,Other,0,Family,2,0,5,Unknown,28.46603,102.52342,340.1757
UG,PT,Transit,Female,1,Other,0,Family,2,0,3,Unknown,32.04898,67.73028000000001,189.6813
UG,FT,Active,Male,1,Other,0,Other,2,0,4,High,1.9089990000000001,17.573247000000002,19.08999
Grad,FT,Active,Male,1,Other,0,Roommates,1,0,3,Unknown,4.911077,31.749745,33.225285
Grad,FT,Transit,Female,0,Other,0,Roommates,0,0,2,Unknown,30.450940000000003,58.182047,184.32285000000002
UG,PT,Active,Female,0,Other,0,Family,0,1,1,Low,2.168042,23.855995999999998,19.46616
UG,FT,Transit,Female,0,Other,0,Family,1,1,2,High,49.98917,141.995128,354.97215
Grad,FT,Transit,Male,0,PT,0,Other,0,1,2,Low,22.66934,53.54643000000001,140.526
Grad,PT,Auto,Female,1,Other,0,Other,1,0,1,Unknown,126.92399999999999,263.38505,1153.878
UG,FT,Transit,Female,0,Other,0,Family,2,2,3,Unknown,66.42065,171.39808,556.9902
UG,FT,Active,Female,1,PT,1,Other,1,0,2,High,6.41246,36.009248,56.021294999999995
UG,FT,Auto,Female,1,Other,1,Family,2,1,4,Unknown,0.0,0.0,0.0
UG,FT,Transit,Male,1,Other,1,Family,1,2,4,Low,35.729659999999996,138.666201,445.75125
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Unknown,10.83578,48.352633000000004,138.72144
UG,FT,Active,Male,0,Other,0,Roommates,0,0,2,High,0.0,0.0,0.0
UG,FT,Transit,Female,1,Other,1,Other,1,0,2,Low,4.108721,21.501513000000006,41.46901499999999
UG,FT,Active,Female,1,Other,0,Roommates,1,0,3,Low,1.9141869999999999,23.859148,17.990325000000002
Grad,FT,Transit,Female,0,Other,0,Roommates,2,0,6,High,111.6153,232.13107999999997,915.93705
UG,FT,Transit,Female,1,Other,0,Family,1,1,3,Unknown,6.699872999999999,40.744312,74.513145
UG,FT,Transit,Female,1,PT,0,Roommates,0,0,3,Unknown,9.51093,33.826613,60.55161000000001
Grad,FT,Active,Female,1,Other,0,Other,1,0,1,Low,3.892384,28.438384000000003,39.42108
Grad,FT,Active,Female,1,Other,0,Other,1,0,2,Low,7.961721000000001,35.038115999999995,50.06562
UG,PT,Active,Female,0,Other,0,Other,0,0,1,Low,4.372437000000001,25.162232,31.4544
UG,FT,Auto,Male,1,Other,0,Other,1,0,1,High,21.07367,76.94431,194.92004999999997
UG,FT,Active,Female,0,Other,0,Roommates,0,0,4,Unknown,2.141326,19.940688,19.27866
UG,FT,Transit,Female,1,Other,0,Family,1,1,3,Unknown,78.52419,157.688699,621.8416500000001
UG,FT,Auto,Female,1,Other,0,Family,2,1,3,High,89.21842,135.52373,758.01315
UG,FT,Transit,Male,0,Other,0,Family,2,1,4,Low,13.762260000000001,61.156502,129.45839999999998
Grad,FT,Transit,Female,1,Other,1,Roommates,0,0,2,Unknown,22.215729999999997,64.565371,212.2908
UG,FT,Transit,Female,0,Other,0,Family,1,2,3,Unknown,8.287362,38.917733,91.42998
Grad,FT,Transit,Female,1,Other,0,Family,2,0,2,Unknown,55.922509999999996,103.93626,388.9065
UG,FT,Transit,Female,0,Other,0,Roommates,1,0,2,Unknown,6.3433,35.064785,89.66037
UG,FT,Active,Female,1,Other,1,Other,0,0,1,High,1.710853,20.776487,15.946485
UG,FT,Transit,Female,0,Other,0,Family,1,0,6,Unknown,19.19235,51.81050000000001,120.050385
UG,FT,Active,Male,1,Other,0,Other,1,0,1,Unknown,2.595157,27.40234,23.805030000000002
UG,FT,Transit,Male,0,Other,0,Family,2,0,3,Unknown,68.95711999999999,233.62688,489.5088
UG,FT,Active,Male,1,Other,0,Roommates,0,0,2,Unknown,2.595157,27.40234,23.805030000000002
UG,FT,Active,Female,0,Other,0,Roommates,0,0,2,Unknown,0.0,0.0,0.0
UG,PT,Transit,Female,1,Other,0,Other,2,1,2,Unknown,29.964170000000003,73.846985,195.58275
Grad,FT,Active,Female,1,Other,0,Other,0,0,1,Low,2.014925,20.126511999999998,15.20709
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,1.885362,20.435959,19.86384
UG,FT,Active,Female,1,Other,1,Other,0,0,1,Unknown,0.0,0.0,0.0
Grad,FT,Active,Male,1,Other,0,Other,0,0,2,Low,2.168042,23.855995999999998,19.46616
UG,FT,Transit,Female,1,Other,1,Family,2,0,5,Low,80.10746999999999,138.590443,543.82575
UG,PT,Active,Female,0,Other,0,Roommates,0,0,3,Unknown,1.049121,16.675728,10.491209999999999
Grad,FT,Transit,Male,1,Other,1,Family,2,0,5,Low,66.44991,212.79339,516.1437
Grad,FT,Active,Female,1,PT,1,Roommates,0,0,3,Unknown,3.6181620000000003,29.895442,34.55601
Grad,FT,Transit,Male,1,Other,1,Roommates,1,1,4,Unknown,27.25277,69.72644199999999,155.29815
UG,PT,Transit,Female,1,FT,0,Family,2,0,3,Unknown,51.384209999999996,88.737064,345.75840000000005
UG,FT,Transit,Female,1,Other,1,Family,2,3,4,Unknown,6.79443,39.439299,61.570800000000006
UG,FT,Transit,Female,0,Other,0,Family,2,1,0,Unknown,42.1131,118.39803300000001,281.15745000000004
UG,FT,Active,Male,0,PT,0,Roommates,0,0,3,Low,3.068723,25.742024,23.927640000000004
UG,FT,Transit,Female,1,Other,0,Roommates,0,0,2,Low,19.96354,81.21654899999999,294.6582
Grad,FT,Transit,Female,0,Other,0,Family,0,0,2,Unknown,17.27627,40.339529,90.411075
UG,FT,Active,Female,1,Other,1,Roommates,0,0,2,Unknown,2.924953,24.128386,16.985265000000002
UG,FT,Transit,Male,0,Other,0,Family,1,1,2,Low,7.296508,43.80532,92.62223999999999
UG,FT,Transit,Male,0,Other,0,Family,1,1,4,Low,45.59433,142.786217,543.3273
UG,FT,Transit,Male,1,Other,1,Family,1,0,2,Unknown,50.20523,128.1818,363.2346
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,54.36714,161.9363,545.79945
UG,FT,Active,Male,0,Other,0,Roommates,0,0,3,Unknown,5.704483,36.318000000000005,56.28550500000001
UG,FT,Active,Female,0,Other,0,Family,1,0,2,Unknown,2.141326,19.940688,19.27866
UG,FT,Active,Male,1,Other,0,Other,0,0,1,Unknown,5.848496,35.80122,44.581845
UG,FT,Active,Female,0,Other,0,Other,1,0,1,Low,1.710853,20.776487,15.946485
UG,FT,Transit,Female,0,Other,0,Other,0,0,1,Unknown,13.89458,45.228945,89.40257999999999
UG,FT,Transit,Female,0,Other,0,Family,2,0,5,Unknown,51.242329999999995,181.477159,563.0674500000001
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,10.83578,48.352633000000004,138.72144
Grad,FT,Active,Male,1,Other,0,Other,1,0,2,Unknown,2.168042,23.855995999999998,19.46616
UG,FT,Transit,Male,1,PT,1,Family,2,0,4,Unknown,69.54733,147.990376,533.0697000000001
