Mode,Time.Auto,Time.Transit,Time.Active
Active,0,0,0
Active,3.792585,18.826039,22.92405
Active,2.523888,24.493027,28.46901
Transit,64.14252,148.34108,473.7933
Transit,22.66934,53.54643,140.526
Transit,49.96219,137.554065,346.7331
Transit,30.59831,158.86254,311.86875
Transit,3.068723,25.742024,23.92764
Active,2.07149,24.722109,19.03131
Active,0,0,0
Transit,34.78548,90.034323,376.46145
Active,1.464106,25.325449,14.5986
Active,2.776623,26.813798,23.593725
Transit,30.60761,56.359607,176.5335
Transit,5.576192,29.470396,31.67763
Active,1.117177,20.195869,11.10171
Transit,51.39027,126.968261,551.35665
Active,4.124194,32.019829,36.336405
Transit,58.69579,162.30302,635.1771
Active,1.710853,20.776487,15.946485
Transit,19.30037,44.767979,104.03547
Transit,7.019826,31.444467,96.208185
Active,0,0,0
Transit,48.36213,119.247992,313.60995
Auto,48.59529,127.259456,300.28035
Active,6.157438,36.869382,48.46698
Transit,18.8372,53.83989,118.222185
Transit,13.76226,61.156502,129.4584
Transit,47.96684,127.490498,334.04475
Auto,32.47937,95.746207,216.3855
Transit,20.92996,85.51218,178.161
Transit,15.75918,42.637287,93.900495
Transit,13.62841,56.153863,189.64605
Transit,63.62179,130.33914,496.6725
Auto,7.46774,29.520691,68.542395
Active,2.845125,24.990155,27.043575
Active,2.595157,27.40234,23.80503
Transit,6.632627,33.425859,41.7591
Active,7.717773,37.877319,75.9915
Transit,19.47576,78.25538,204.81195
Transit,12.56505,41.092905,74.442345
Active,9.638221,34.536596,55.197585
Transit,38.41887,101.217169,266.6985
Active,1.013162,14.59543,10.5528
Transit,4.013851,30.824515,28.09104
Active,3.248167,27.281326,22.83894
Transit,52.94637,122.700831,367.9809
Active,4.202902,26.458697,33.999225
Transit,67.81477,146.40362,520.14885
Transit,62.31035,129.86653,472.63695
Transit,33.70374,80.617971,213.522
Active,4.597027,33.80829,38.37876
Transit,19.60219,58.085513,99.792945
Active,9.268267,40.867362,49.014375
Transit,79.71515,121.87654,577.93245
Transit,79.8465,80.942653,591.22095
Transit,119.525,158.30843,1102.47825
Auto,31.20817,106.101935,231.17055
Transit,16.45731,54.39314,89.88498
Active,4.783278,32.99529,39.261345
Transit,53.49448,141.193422,396.63435
Transit,46.52522,138.624458,331.4808
Transit,33.7103,81.075989,254.6472
Transit,79.145,101.52928,595.54485
Transit,88.93786,128.125,811.8216
Transit,13.18411,52.701577,93.959205
Transit,12.17884,39.613871,80.23503
Transit,64.83709,107.18177,488.08065
Transit,32.34954,63.120241,225.6726
Active,5.735528,31.328706,43.61106
Transit,67.23875,118.71313,505.66635
Transit,5.681895,37.596173,45.452835
Active,1.622302,19.355537,14.381055
Active,2.765052,18.262603,24.20217
Transit,53.26981,157.437778,424.75635
Transit,48.72094,146.732427,355.29225
Transit,98.87389,157.53738,918.0738
Transit,67.92682,202.63625,532.0989
Transit,91.09529,128.54511,725.12415
Transit,38.09855,121.217211,284.20635
Transit,59.02392,128.51394,437.5818
Transit,32.8387,67.462949,201.40845
Active,2.78736,25.495431,27.18762
Transit,11.0894,47.197821,78.87009
Active,4.165943,22.258662,32.52969
Transit,71.35389,117.10916,537.6681
Active,3.258073,19.897948,23.11914
Transit,48.72094,146.732427,355.29225
Transit,22.69371,61.403793,143.436255
Transit,26.48825,66.064204,141.47886
Transit,24.85251,81.59716,150.3249
Active,3.531301,26.057965,29.67366
Transit,30.82711,72.7139,200.1165
Transit,27.05534,74.418306,156.19365
Transit,62.25735,136.55537,483.42105
Active,15.28154,52.676835,94.022655
Transit,80.15795,116.34025,558.73575
Auto,17.57844,67.146402,122.906115
Transit,5.599552,27.772323,44.684055
Transit,116.1193,325.38272,1193.3586
Transit,0,0,0
Transit,69.74177,229.85701,529.90935
Transit,35.5633,75.167327,232.83015
Transit,10.07575,56.101276,80.83701
Transit,72.15538,106.55525,549.06975
Transit,85.47318,158.703659,678.3645
Transit,48.32957,107.767118,325.9698
Active,2.765052,18.262603,24.20217
Transit,13.73903,51.851017,84.926835
Active,0.927408,14.892823,9.27408
Transit,92.10496,147.36833,884.15865
Transit,6.799323,26.272219,38.106075
Active,1.013162,14.59543,10.5528
Transit,42.68662,49.32859,317.37585
Transit,27.11556,75.863172,169.03245
Active,4.597027,33.80829,38.37876
Active,2.765052,18.262603,24.20217
Transit,66.14233,142.915764,498.195
Transit,39.85218,86.351923,270.9513
Transit,68.21043,101.3962,444.40515
Transit,91.36449,118.68,680.5974
Transit,32.8387,67.462949,201.40845
Active,1.013162,14.59543,10.5528
Transit,72.87268,195.850625,458.07165
Transit,36.78148,94.748638,279.56235
Active,22.57648,46.085381,120.887175
Transit,15.24117,58.85163,109.03332
Transit,4.141173,35.791314,37.810005
Transit,43.01342,122.961989,326.5023
Transit,87.80513,96.443576,781.0023
Transit,20.75429,58.1388,108.30726
Transit,80.37643,139.85088,519.15675
Transit,68.21043,101.3962,444.40515
Transit,5.735528,31.328706,43.61106
Transit,34.02693,103.801969,253.5489
Transit,46.4344,107.508258,278.9406
Transit,21.46035,79.913379,135.263865
Auto,56.1408,123.691354,396.0003
Auto,80.37643,139.85088,519.15675
Transit,49.93944,115.516648,332.48595
Transit,15.92471,58.394581,106.363095
Active,1.013162,14.59543,10.5528
Active,3.248167,27.281326,22.83894
Transit,59.22232,123.49475,456.7602
Active,0,0,0
Transit,47.21353,108.351049,314.21985
Transit,52.79805,151.544985,420.8328
Active,4.165943,22.258662,32.52969
Active,3.27903,26.423986,28.386885
Active,5.304323,33.216826,35.984775
Active,4.116243,31.78093,34.251195
Transit,36.79738,70.900137,246.13725
Active,1.647376,19.645284,15.511305
Active,3.258073,19.897948,23.11914
Transit,4.848444,34.340731,37.545795
Transit,33.51884,76.561763,224.079
Transit,37.41063,75.49024,236.50785
Transit,13.26991,51.982431,90.385815
Auto,0,0,0
Transit,10.67136,42.364528,59.706255
Transit,66.93631,90.056415,487.96095
Transit,12.78859,46.293062,88.08147
Active,0,0,0
Transit,67.7497,227.04675,500.28765
Transit,66.34734,102.586101,548.10675
Active,3.457654,23.195972,30.45645
Transit,90.4567,122.92385,689.11425
Transit,32.78521,65.398286,179.70015
Transit,20.75429,58.1388,108.30726
Transit,45.16076,127.61337,317.025
Transit,10.65363,42.715057,72.665805
Transit,70.17561,105.001859,520.9848
Active,1.647376,19.645284,15.511305
Transit,8.196867,39.199429,64.0497
Transit,42.03201,113.486466,270.68985
Auto,74.68468,85.109088,541.2441
Transit,30.83716,83.127888,210.5418
Active,13.07387,43.245272,86.357415
Auto,29.87993,69.561707,198.24435
Active,5.304323,33.216826,35.984775
Active,7.411815,49.342172,52.089015
Transit,37.41063,75.49024,236.50785
Active,0,0,0
Active,1.013162,14.59543,10.5528
Active,0,0,0
Transit,24.85277,73.927238,154.62105
Transit,17.43838,73.125706,125.752065
Transit,69.47337,103.436384,524.27235
Transit,27.3578,66.04829,172.1277
Active,11.47815,46.564867,70.716585
Transit,44.3367,107.434125,321.2202
Transit,9.009337,41.25379,59.685855
Transit,34.69508,68.72217,235.8621
Active,4.013851,30.824515,28.09104
Transit,77.99297,114.44176,561.03675
Transit,79.72578,200.218167,549.7938
Transit,48.51125,133.481185,352.2369
Transit,20.75429,58.1388,108.30726
Transit,29.6832,96.172349,192.8028
Transit,39.53042,98.213044,246.61515
Transit,19.69954,56.377647,111.00921
Transit,14.76544,50.204383,86.93112
Transit,40.07225,90.07699,244.96125
Active,1.622302,19.355537,14.381055
Active,0,0,0
Transit,106.2297,122.7407,961.7151
Active,1.013162,14.59543,10.5528
Transit,74.00328,283.91968,593.1636
Transit,47.77581,175.078802,388.36245
Transit,8.486444,36.33831,61.101915
Active,11.31179,59.057445,60.06816
Transit,62.22948,120.83701,502.17645
Transit,36.55475,82.128696,257.11995
Transit,45.06741,123.918214,338.9823
Transit,100.9044,297.60594,927.30195
Active,5.681895,37.596173,45.452835
Transit,32.78521,65.398286,179.70015
Active,4.165943,22.258662,32.52969
Transit,86.49422,117.4931,656.92935
Active,4.783278,32.99529,39.261345
Transit,67.9918,102.886951,534.6666
Transit,22.34862,122.883978,121.482975
Transit,32.8387,67.462949,201.40845
Transit,54.93429,132.331423,378.98535
Transit,40.63264,90.487216,290.92605
Active,2.765052,18.262603,24.20217
Transit,31.61768,67.843484,205.3956
Transit,51.07559,142.614405,402.3609
Transit,12.09417,44.424332,66.79962
Transit,41.56598,96.757956,283.62165
Active,3.946973,19.914612,26.165715
Transit,51.07559,142.614405,402.3609
Transit,47.05285,147.274034,332.9046
Active,10.36843,58.081879,63.568995
Transit,22.61763,49.203274,131.023725
Transit,0,0,0
Active,7.26987,31.363378,55.04841
Active,10.67136,42.364528,59.706255
Transit,29.17287,76.64189,159.67815
Active,3.248167,27.281326,22.83894
Active,2.765052,18.262603,24.20217
Transit,4.783278,32.99529,39.261345
Transit,87.80513,96.443576,781.0023
Transit,117.8518,157.05209,1082.65635
Transit,34.65449,73.40541,218.22165
Active,6.183582,38.679412,49.89615
Auto,0,0,0
Active,0,0,0
Active,7.411815,49.342172,52.089015
Transit,52.10675,157.542476,415.85295
Transit,21.64792,76.517175,160.55895
Transit,13.73903,51.851017,84.926835
Active,7.069163,40.992772,43.89216
Transit,7.069163,40.992772,43.89216
Active,4.848444,34.340731,37.545795
Active,1.622302,19.355537,14.381055
Transit,56.1408,123.691354,396.0003
Transit,33.97817,78.903279,229.4529
Active,8.523914,32.148059,65.161755
Active,1.013162,14.59543,10.5528
Active,2.102967,16.977868,19.3254
Transit,21.41144,52.595919,109.53939
Active,6.799323,26.272219,38.106075
Transit,67.65652,144.82111,518.56635
Transit,60.97081,156.97717,446.0916
Active,1.622302,19.355537,14.381055
Transit,22.30814,61.37436,152.22315
Active,1.013162,14.59543,10.5528
Active,0,0,0
Transit,15.0629,63.301573,107.571465
Transit,60.56593,144.847068,419.5743
Transit,4.123587,23.024245,34.753785
Active,1.563409,15.469944,15.15315
Transit,67.7497,227.04675,500.28765
Active,2.765052,18.262603,24.20217
Transit,70.25884,273.55937,586.27335
Transit,81.82518,110.726209,701.38815
Active,5.424749,30.517883,43.68411
Active,4.783278,32.99529,39.261345
Transit,5.735528,31.328706,43.61106
Transit,11.31179,59.057445,60.06816
Transit,54.58833,173.325916,431.10465
Transit,38.09855,121.217211,284.20635
Transit,61.53839,106.286918,495.88905
Active,9.009337,41.25379,59.685855
Active,19.38705,48.16746,95.914995
Active,1.013162,14.59543,10.5528
Transit,34.65449,73.40541,218.22165
Transit,33.7103,81.075989,254.6472
Transit,44.41035,109.743184,320.6361
Active,4.238801,25.290925,35.054265
Transit,52.10675,157.542476,415.85295
Transit,40.60624,92.395378,257.30535
Transit,2.765052,18.262603,24.20217
Transit,13.18411,52.701577,93.959205
Transit,60.65337,188.176681,470.3349
Active,2.765052,18.262603,24.20217
Transit,57.19055,93.687328,408.27945
Transit,2.491079,16.935169,23.4873
Transit,82.69316,89.74483,592.1646
Transit,35.29657,74.915583,219.8136
Active,1.013162,14.59543,10.5528
Transit,0.927408,14.892823,9.27408
Transit,48.04452,132.296419,346.59015
Transit,32.98349,81.142279,186.12165
Active,54.42678,135.237541,367.7838
Transit,81.12224,166.43678,648.4176
Active,5.062243,38.036341,42.391635
Transit,17.93246,47.740973,87.315855
Transit,7.307153,43.246754,58.568475
Transit,47.18055,113.739934,291.20145
Transit,117.1361,209.91145,1117.6299
Transit,31.76365,100.110033,244.0764
Transit,34.00626,72.890929,212.2362
Transit,37.13742,67.50057,230.59395
Transit,60.75923,176.492144,479.7369
Active,6.799323,26.272219,38.106075
Transit,64.22084,87.910611,462.9003
Transit,30.35934,70.6029,185.49645
Active,1.98903,20.442982,19.108695
Transit,40.63264,90.487216,290.92605
Active,4.202902,26.458697,33.999225
Transit,62.98477,105.51217,507.6387
Transit,94.78231,124.50476,711.00645
Transit,21.64792,76.517175,160.55895
Active,4.165943,22.258662,32.52969
Active,4.123587,23.024245,34.753785
Active,9.268267,40.867362,49.014375
Active,1.013162,14.59543,10.5528
Transit,68.21043,101.3962,444.40515
Transit,66.42751,102.1282,518.37435
Transit,4.783278,32.99529,39.261345
Transit,41.6056,123.251261,287.7294
Transit,9.268267,40.867362,49.014375
Transit,10.34258,42.866046,66.54297
Transit,76.20203,106.090941,587.8641
Transit,70.17561,105.001859,520.9848
Transit,40.81522,103.457026,294.29145
Transit,4.099569,32.32384,35.877495
Transit,2.765052,18.262603,24.20217
Transit,12.17884,39.613871,80.23503
Active,3.248167,27.281326,22.83894
Transit,45.62172,107.521654,329.6718
Active,7.069163,40.992772,43.89216
Active,1.013162,14.59543,10.5528
Transit,27.63848,71.967561,174.8223
Transit,0,0,0
Transit,40.63264,90.487216,290.92605
Transit,50.60115,155.146388,406.521
Transit,68.26488,82.277934,509.478
Active,12.09417,44.424332,66.79962
Transit,51.07559,142.614405,402.3609
Transit,28.50756,62.730942,159.9597
Transit,31.25871,57.4514,207.73095
Active,1.013162,14.59543,10.5528
Transit,17.54721,61.66782,121.895895
Transit,67.22948,206.07887,543.90915
Transit,13.73798,47.676981,79.478715
Transit,0,0,0
Transit,46.35842,129.2336,330.4347
Transit,62.22948,120.83701,502.17645
Transit,27.3578,66.04829,172.1277
Transit,13.07387,43.245272,86.357415
Active,3.457654,23.195972,30.45645
Active,4.848444,34.340731,37.545795
Transit,56.1408,123.691354,396.0003
Active,0,0,0
Active,4.013851,30.824515,28.09104
Transit,84.06728,155.557854,613.70925
Transit,28.22649,76.739576,149.46204
Active,2.765052,18.262603,24.20217
Transit,35.97903,104.118136,264.2229
Transit,10.36843,58.081879,63.568995
Active,2.102967,16.977868,19.3254
Transit,32.88918,68.049595,206.5713
Active,3.946973,19.914612,26.165715
Transit,124.2014,248.80975,1146.5493
Transit,18.5222,67.941027,126.23646
Transit,48.96564,139.947494,378.01965
Auto,1.400111,15.778565,12.15915
Transit,18.59212,63.692305,125.865615
Active,0,0,0
Transit,31.25871,57.4514,207.73095
Transit,0,0,0
Transit,0,0,0
Transit,58.52877,86.133341,391.05765
Active,3.946973,19.914612,26.165715
Transit,31.73742,78.3143,174.99405
Transit,23.21305,80.931798,178.55535
Active,1.013162,14.59543,10.5528
Transit,52.52621,147.711033,347.04225
Transit,0,0,0
Transit,32.34954,63.120241,225.6726
Active,5.304323,33.216826,35.984775
Active,2.765052,18.262603,24.20217
Active,2.102967,16.977868,19.3254
Transit,49.51465,128.528904,330.69555
Active,0,0,0
Transit,45.62172,107.521654,329.6718
Active,2.545012,22.597288,22.993515
Transit,101.5588,172.48138,857.9223
Transit,50.96518,154.93462,377.7885
Transit,5.681895,37.596173,45.452835
Transit,4.783278,32.99529,39.261345
Active,3.248167,27.281326,22.83894
Active,16.45731,54.39314,89.88498
Transit,54.58833,173.325916,431.10465
Transit,32.52405,104.665965,244.4949
Transit,8.196867,39.199429,64.0497
Active,3.392359,26.824316,30.73725
Transit,12.41108,46.368451,82.61388
Active,0,0,0
Transit,9.880374,38.205915,65.352945
Transit,9.130139,41.110958,63.09075
Transit,63.75857,184.22924,498.7953
Transit,64.83709,107.18177,488.08065
Active,1.622302,19.355537,14.381055
Transit,32.77589,66.944279,201.04185
Active,10.34258,42.866046,66.54297
Active,6.373144,27.090805,44.771325
Transit,39.53042,98.213044,246.61515
Transit,109.5852,162.1225,966.83805
Auto,59.883,96.364178,472.88745
Transit,43.11573,105.545134,307.968
Auto,86.08028,109.54508,720.73935
Transit,34.69508,68.72217,235.8621
Transit,53.46405,162.442397,405.6147
Transit,113.9373,213.46778,1072.80615
Active,2.102967,16.977868,19.3254
Active,0,0,0
Auto,69.4649,104.14893,515.28945
Transit,47.01711,137.738762,337.28025
Transit,50.20744,115.325755,339.7551
Transit,12.09417,44.424332,66.79962
Transit,16.25694,54.509857,106.48818
Transit,13.93262,50.60232,93.86478
Transit,34.52611,70.52492,238.34265
Active,1.98903,20.442982,19.108695
Active,0,0,0
Transit,66.34734,102.586101,548.10675
Auto,51.4788,134.115709,327.00165
Active,2.765052,18.262603,24.20217
Transit,76.05734,326.28216,517.3017
Transit,63.55689,89.877571,459.7452
Transit,4.848444,34.340731,37.545795
Active,3.946973,19.914612,26.165715
Active,2.102967,16.977868,19.3254
Transit,49.64538,141.775793,394.5414
Transit,2.102967,16.977868,19.3254
Transit,62.22948,120.83701,502.17645
Transit,22.30814,61.37436,152.22315
Active,1.660111,19.374608,14.982525
Transit,46.17118,139.523952,306.35565
Transit,52.33381,134.872209,377.3298
Transit,46.35327,118.589516,306.49725
Active,16.99974,58.587231,106.862775
Transit,13.07387,43.245272,86.357415
Active,0,0,0
Transit,108.2999,170.16697,1019.66925
Active,16.45731,54.39314,89.88498
Transit,79.72578,200.218167,549.7938
Transit,63.75857,184.22924,498.7953
Active,0,0,0
Transit,16.25694,54.509857,106.48818
Transit,64.15744,123.627831,522.918
Transit,25.26099,54.947206,153.18765
Transit,33.97817,78.903279,229.4529
Transit,11.31179,59.057445,60.06816
Transit,20.41073,66.582809,119.68407
Active,1.622302,19.355537,14.381055
Active,1.622302,19.355537,14.381055
Transit,8.486444,36.33831,61.101915
Active,1.892842,18.809461,18.746085
Transit,69.45705,96.474791,565.9425
Active,4.165943,22.258662,32.52969
Transit,32.8387,67.462949,201.40845
Transit,11.0894,47.197821,78.87009
Active,2.491079,16.935169,23.4873
Transit,2.056084,15.524926,19.532355
Transit,67.7618,139.673109,512.2476
Transit,22.44715,67.807889,116.95824
Active,2.545012,22.597288,22.993515
Transit,31.20817,106.101935,231.17055
Transit,5.377222,38.477587,47.871885
Active,2.765052,18.262603,24.20217
Transit,5.599552,27.772323,44.684055
Transit,42.96135,137.529386,344.2884
Transit,36.86868,77.20356,250.85145
Transit,59.44262,146.41525,448.24815
Active,82.93338,165.214393,591.0846
Transit,76.60632,105.71763,563.8872
Transit,73.37454,106.082997,590.81145
Transit,111.4696,179.91246,999.46785
Transit,83.38627,97.881987,710.3427
Transit,17.57844,67.146402,122.906115
Auto,14.9514,46.977169,72.61083
Active,4.238801,25.290925,35.054265
Active,2.491079,16.935169,23.4873
Transit,4.597027,33.80829,38.37876
Active,2.491079,16.935169,23.4873
Transit,21.46035,79.913379,135.263865
Auto,66.25538,227.49341,541.2252
Active,46.77468,106.525793,344.89635
Transit,31.20817,106.101935,231.17055
Active,7.069163,40.992772,43.89216
Transit,38.09855,121.217211,284.20635
Active,1.013162,14.59543,10.5528
Transit,3.27903,26.423986,28.386885
Transit,0,0,0
Transit,25.8038,50.195107,140.813445
Transit,29.22646,75.360598,179.60955
Transit,20.24051,55.649944,130.394595
Transit,78.33768,95.368103,598.71
Transit,5.748302,31.74921,40.127595
Active,63.64638,156.3677,463.1643
Transit,16.31079,68.080222,114.275895
Transit,78.8534,104.691076,603.8673
Transit,49.8713,135.897633,377.4444
Transit,64.00653,209.70513,506.01225
Transit,85.99455,102.758465,633.69825
Transit,109.103,359.69964,1060.77855
Transit,86.38412,145.268351,668.98515
Transit,66.80881,119.880506,542.08575
Active,11.28899,52.604075,73.90254
Active,0,0,0
Transit,98.39093,172.33255,981.2769
Active,5.562316,31.40426,42.28386
Transit,31.69749,70.837347,203.1687
Active,3.75206,22.197995,33.63918
Transit,12.02958,44.663225,73.901835
Transit,25.48342,85.839465,177.14085
Transit,54.09359,153.747826,405.61245
Auto,0,0,0
Active,1.360328,16.237124,11.563035
Transit,42.80853,107.031053,285.56745
Transit,31.15673,62.398617,200.27325
Transit,55.92118,158.283455,443.92395
Transit,49.70422,148.11971,358.43175
Active,0,0,0
Transit,47.28217,118.948482,295.0422
Transit,92.0519,151.90685,765.1986
Active,0,0,0
Transit,82.09077,184.103807,563.07645
Transit,49.66847,138.584427,356.448
Transit,11.97034,56.492251,83.396355
Active,2.564792,22.41667,20.430345
Active,0.8042355,15.527982,8.042355
Transit,33.52151,76.404787,208.21515
Active,0,0,0
Transit,68.81675,96.309475,562.2105
Transit,49.27359,107.360683,341.3772
Active,2.249992,17.489981,20.610945
Auto,90.98464,122.292389,702.25815
Transit,13.6853,45.053975,83.29971
Transit,20.14604,72.239381,135.64248
Active,26.81616,69.756151,162.88485
Transit,55.3526,102.089414,387.369
Transit,39.89763,89.988738,279.53085
Transit,13.47214,59.651813,96.10725
Transit,17.77143,60.580144,101.067615
Transit,15.45265,56.098555,96.92946
Transit,15.67101,55.943404,103.33485
Auto,49.41043,147.745522,381.6045
Transit,66.08421,219.81117,479.37735
Transit,70.78072,94.88718,561.84165
Transit,93.82418,105.18357,823.1988
Transit,59.37647,129.744259,441.1356
Auto,23.88523,64.83301,142.43319
Transit,41.97025,96.131099,271.3464
Transit,37.94307,81.131333,233.31315
Transit,76.91963,88.057702,546.8436
Transit,23.88523,64.83301,142.43319
Active,0.8042355,15.527982,8.042355
Transit,28.47246,61.276736,180.40875
Active,0,0,0
Transit,64.47426,118.377569,493.6917
Transit,16.65383,60.603775,110.384355
Transit,76.84669,193.523299,527.65905
Auto,55.29556,154.222898,429.00135
Active,0,0,0
Transit,20.14604,72.239381,135.64248
Transit,74.73142,116.47852,570.4245
Transit,20.14604,72.239381,135.64248
Active,1.80267,17.925469,16.677585
Transit,36.40439,77.796198,214.52745
Transit,79.29135,141.97805,506.10465
Transit,11.97034,56.492251,83.396355
Transit,50.36019,126.477132,362.3346
Transit,93.56157,189.14649,741.0786
Transit,61.8036,125.17251,453.58485
Transit,49.23251,131.429281,328.8027
Transit,5.748302,31.74921,40.127595
Transit,31.29929,61.530852,185.4867
Transit,63.15402,85.845389,391.3314
Transit,90.84171,139.88868,762.1482
Transit,40.78708,129.935346,300.11535
Transit,33.75429,80.336201,226.64925
Active,0,0,0
Transit,52.90282,131.38899,401.8935
Transit,33.47417,81.111523,222.86325
Transit,19.20767,50.397001,125.48784
Transit,7.031232,50.526021,62.99391
Active,1.31604,18.911142,12.88956
Transit,36.76247,83.12649,249.14865
Transit,90.98464,122.292389,702.25815
Transit,31.15673,62.398617,200.27325
Transit,86.23008,109.27236,726.4626
Transit,65.33819,121.83268,500.8248
Active,7.075347,35.062168,50.541555
Transit,46.58968,113.960894,295.62075
Transit,68.81667,113.95266,511.23645
Active,1.31604,18.911142,12.88956
Transit,68.67126,69.150001,519.40065
Transit,10.34395,40.975651,72.4374
Active,1.21066,19.928102,11.835765
Transit,12.70703,52.360713,71.135955
Transit,10.5257,44.089351,71.00097
Transit,39.29732,94.797984,245.8866
Transit,4.52948,19.105128,30.12846
Transit,48.3829,110.858734,340.9992
Active,0,0,0
Active,4.249206,22.282265,28.91922
Transit,24.91453,73.414497,144.481785
Transit,100.1983,155.41616,790.3197
Active,1.902549,19.662431,17.454375
Active,4.76811,21.273948,34.71012
Active,8.84384,45.218854,63.86808
Active,4.703774,34.885675,40.339695
Transit,64.88086,117.325933,521.34405
Auto,55.71808,156.192455,441.8931
Transit,29.75019,73.013095,187.91535
Auto,75.72646,196.494808,492.3432
Transit,41.54195,98.023494,285.93765
Transit,50.53774,129.420413,356.4195
Transit,67.2494,105.723715,487.0119
Transit,74.4134,334.44692,496.3914
Transit,46.60617,121.932553,321.83625
Transit,1.31604,18.911142,12.88956
Transit,54.09359,153.747826,405.61245
Auto,34.29037,88.317158,238.04745
Transit,18.66589,55.709598,104.836695
Transit,54.04813,116.972147,333.7857
Transit,22.96672,53.838052,128.17536
Transit,34.64718,75.845684,219.5556
Transit,43.45999,94.448846,318.38295
Transit,55.29556,154.222898,429.00135
Auto,38.19147,90.732939,254.0217
Transit,40.12743,101.780039,286.43805
Transit,39.52822,88.971016,257.02605
Transit,77.60388,128.146122,631.85115
Transit,34.48887,67.022681,201.20505
Active,0.8042355,15.527982,8.042355
Auto,80.04599,116.934025,656.89335
Transit,69.55347,149.245956,408.7812
Active,17.77143,60.580144,101.067615
Transit,41.68728,84.829825,296.15205
Transit,49.8713,135.897633,377.4444
Transit,27.41095,73.822795,181.227
Transit,9.152098,34.85521,53.72391
Active,0,0,0
Transit,52.65778,144.868581,381.70695
Transit,36.62513,107.928943,261.7323
Transit,57.41534,132.35332,426.5943
Transit,44.05928,147.284149,336.51615
Active,13.93058,51.912428,85.67856
Transit,80.16211,120.18565,557.0109
Transit,48.09714,102.833306,349.55625
Transit,50.79473,138.846615,370.35165
Transit,74.4134,334.44692,496.3914
Transit,36.48332,77.143514,239.74245
Active,13.25877,69.462287,88.98762
Transit,21.17325,51.002669,115.0827
Transit,95.42299,144.74111,858.60435
Transit,38.07648,84.54393,261.34725
Transit,46.54543,76.374082,349.6902
Active,1.31604,18.911142,12.88956
Transit,68.55106,224.05425,507.4353
Transit,8.044621,33.439492,49.50084
Transit,45.61042,96.788444,294.8697
Transit,28.43119,84.297369,170.37825
Transit,38.22948,116.007433,279.4365
Transit,72.13372,115.65848,542.5755
Transit,76.02592,104.683141,616.33845
Transit,24.08917,51.525071,125.18466
Transit,37.22122,83.097351,262.3461
Transit,59.94598,92.58513,412.88745
Active,13.25877,69.462287,88.98762
Active,3.474612,30.724875,28.74147
Transit,20.24051,55.649944,130.394595
Transit,24.06234,55.120048,136.928835
Transit,66.87221,86.510744,488.42745
Transit,43.97083,103.163403,299.7849
Transit,87.19798,106.36501,664.32075
Transit,70.59515,144.58142,536.1522
Transit,19.20767,50.397001,125.48784
Transit,93.58221,165.32393,820.20135
Transit,62.3152,142.73171,451.12965
Transit,11.28899,52.604075,73.90254
Transit,20.14604,72.239381,135.64248
Transit,5.681436,25.723522,43.276395
Transit,83.29754,151.871406,591.4221
Transit,76.57369,146.972616,603.8967
Transit,46.47925,114.122413,336.46905
Active,0,0,0
Transit,51.58213,139.861206,375.9357
Transit,82.01254,85.220945,609.2364
Active,0,0,0
Transit,66.77528,187.397929,541.0119
Transit,95.5953,130.17562,788.2395
Transit,69.55347,149.245956,408.7812
Auto,55.29556,154.222898,429.00135
Transit,79.62568,113.08622,621.0342
Transit,47.55237,114.873197,351.89505
Transit,80.34515,184.52436,531.22185
Transit,26.46936,70.858134,161.49705
Transit,46.75727,113.800042,282.9378
Transit,32.56539,82.018016,210.1284
Transit,40.1268,118.401232,279.4953
Transit,4.251239,22.583321,29.09775
Transit,32.93085,64.800504,213.42615
Transit,0,0,0
Active,24.40044,64.589759,138.45387
Transit,74.82394,102.076329,535.707
Active,0,0,0
Transit,82.91162,127.67808,600.8559
Transit,70.5233,94.87689,547.31115
Transit,7.604681,31.171448,53.40084
Transit,23.88523,64.83301,142.43319
Transit,78.33768,95.368103,598.71
Transit,41.5248,98.713558,288.84
Transit,86.54607,114.542785,629.3229
Transit,42.72642,111.027395,302.8569
Active,1.21066,19.928102,11.835765
Transit,74.73142,116.47852,570.4245
Auto,39.66034,95.792573,262.7619
Transit,34.61444,54.266311,202.12485
Transit,13.39018,41.754044,77.06286
Active,6.187638,37.129547,44.9364
Active,0,0,0
Transit,49.41043,147.745522,381.6045
Transit,61.39289,80.9605,485.44575
Transit,52.93834,110.734157,327.54765
Active,0,0,0
Transit,89.94696,157.72644,844.6473
Active,15.24843,50.512313,93.718695
Transit,71.83033,138.50178,576.8295
Active,1.80267,17.925469,16.677585
Transit,31.01342,67.896487,206.97885
Transit,21.17325,51.002669,115.0827
Transit,13.39018,41.754044,77.06286
Transit,94.07891,282.723485,865.75665
Transit,55.02235,145.170546,400.7865
Active,0,0,0
Active,0.621459,15.787367,6.21459
Transit,4.249206,22.282265,28.91922
Active,2.249992,17.489981,20.610945
Transit,68.81675,96.309475,562.2105
Active,10.34395,40.975651,72.4374
Transit,37.41405,76.911155,237.10785
Transit,18.80904,58.642771,113.24619
Transit,53.25065,148.163927,327.9663
Transit,49.8713,135.897633,377.4444
Transit,48.10149,109.792241,311.57565
Active,1.31604,18.911142,12.88956
Transit,24.91453,73.414497,144.481785
Transit,80.07574,129.288975,671.03445
Transit,80.94903,101.58602,600.9408
Transit,71.64561,62.558872,519.4419
