Mode,Time.Auto,Time.Transit,Time.Active
Transit,33.04224,68.086047,193.965
Auto,80.99866,83.761429,693.8706
Transit,29.07083,57.750467,176.15535
Auto,26.70723,67.813032,165.76815
Active,2.595157,27.40234,23.80503
Active,11.34923,39.849031,65.27565
Active,3.320328,31.447038,28.74147
Transit,6.804343,40.848542,88.014375
Transit,56.82108,88.755325,411.42975
Auto,107.5723,168.40553,877.10295
Transit,21.21702,47.152092,115.8954
Transit,32.26673,64.124497,201.13605
Transit,38.80603,183.72878,397.82625
Active,3.320328,31.447038,28.74147
Auto,46.49458,125.4507,561.0462
Active,21.73137,54.169909,122.763945
Active,2.595157,27.40234,23.80503
Active,2.845125,24.990155,27.043575
Transit,3.553124,21.142841,37.516515
Transit,7.019826,31.444467,96.208185
Active,4.289724,29.3483,30.6678
Active,3.235257,24.180734,34.47531
Transit,17.88877,71.550267,225.87225
Transit,26.35662,53.549242,149.523795
Transit,20.04374,46.728209,121.153275
Transit,9.51093,33.826613,60.55161
Transit,83.54911,114.730827,712.5762
Transit,28.37584,119.52724,316.71705
Transit,10.66795,47.679045,110.51139
Active,2.845125,24.990155,27.043575
Transit,3.44226,30.10613,27.6066
Transit,2.49745,26.741172,26.414505
Transit,14.06433,46.565209,78.516315
Transit,48.44629,100.523109,303.44085
Transit,30.38813,57.663367,183.95625
Transit,10.91149,42.701539,73.300215
Transit,7.019826,31.444467,96.208185
Transit,85.12506,155.035394,646.23705
Transit,8.014767,48.419393,77.87364
Transit,39.04104,108.685469,254.8236
Transit,15.44973,40.761038,90.11724
Transit,90.66404,142.27033,683.6868
Transit,16.23431,64.393991,209.04585
Transit,33.47683,71.627554,213.23595
Transit,19.3224,73.359381,236.6154
Active,3.655377,29.778864,31.6746
Transit,7.606971,32.917701,51.41064
Transit,0,0,0
Transit,16.95755,62.36549,116.842875
Transit,35.72941,83.034467,219.6612
Transit,3.805466,29.997358,41.69589
Active,2.168042,23.855996,19.46616
Transit,42.72557,113.692423,299.08815
Transit,104.5249,368.89263,1014.48525
Auto,54.03226,120.68022,583.0167
Active,7.961721,35.038116,50.06562
Transit,24.49155,72.806517,163.7703
Transit,28.88142,124.18495,317.96025
Transit,80.31863,196.84946,517.1946
Transit,36.81383,84.629629,236.31705
Transit,117.5061,213.2474,1012.07955
Transit,29.55287,44.653517,167.8521
Transit,21.53976,99.999714,196.7325
Transit,1.710853,20.776487,15.946485
Transit,72.04015,82.942136,507.1407
Transit,18.46798,99.265354,215.9334
Transit,28.00275,96.577332,250.38615
Active,2.07149,24.722109,19.03131
Transit,32.46472,84.32052,202.0245
Transit,5.793534,26.869722,74.87325
Transit,16.92415,79.940172,259.80765
Active,2.845125,24.990155,27.043575
Transit,57.92466,145.4432,663.8931
Active,2.845125,24.990155,27.043575
Active,2.168042,23.855996,19.46616
Transit,17.36111,37.486876,89.375625
Active,2.776623,26.813798,23.593725
Transit,28.56991,89.085871,323.1519
Transit,17.32677,50.267222,94.289025
Transit,40.81802,113.97034,270.6438
Auto,6.41246,36.009248,56.021295
Transit,35.76352,104.554086,338.0775
Active,1.15247,17.169234,11.262285
Active,6.703013,35.563364,40.687425
Transit,9.296627,54.166463,87.31473
Transit,59.39842,133.503856,405.13875
Active,5.576192,29.470396,31.67763
Transit,26.7832,100.209411,242.9046
Active,27.26407,60.950132,157.5249
Transit,35.95337,84.698844,237.7227
Transit,11.20127,53.133835,130.252965
Active,1.117177,20.195869,11.10171
Transit,3.156252,24.272578,32.93961
Transit,10.83836,52.537251,163.0029
Transit,119.4161,165.41929,1101.01635
Auto,28.46603,102.52342,340.1757
Transit,32.04898,67.73028,189.6813
Active,1.908999,17.573247,19.08999
Active,4.911077,31.749745,33.225285
Transit,30.45094,58.182047,184.32285
Active,2.168042,23.855996,19.46616
Transit,49.98917,141.995128,354.97215
Transit,22.66934,53.54643,140.526
Auto,126.924,263.38505,1153.878
Transit,66.42065,171.39808,556.9902
Active,6.41246,36.009248,56.021295
Auto,0,0,0
Transit,35.72966,138.666201,445.75125
Transit,10.83578,48.352633,138.72144
Active,0,0,0
Transit,4.108721,21.501513,41.469015
Active,1.914187,23.859148,17.990325
Transit,111.6153,232.13108,915.93705
Transit,6.699873,40.744312,74.513145
Transit,9.51093,33.826613,60.55161
Active,3.892384,28.438384,39.42108
Active,7.961721,35.038116,50.06562
Active,4.372437,25.162232,31.4544
Auto,21.07367,76.94431,194.92005
Active,2.141326,19.940688,19.27866
Transit,78.52419,157.688699,621.84165
Auto,89.21842,135.52373,758.01315
Transit,13.76226,61.156502,129.4584
Transit,22.21573,64.565371,212.2908
Transit,8.287362,38.917733,91.42998
Transit,55.92251,103.93626,388.9065
Transit,6.3433,35.064785,89.66037
Active,1.710853,20.776487,15.946485
Transit,19.19235,51.8105,120.050385
Active,2.595157,27.40234,23.80503
Transit,68.95712,233.62688,489.5088
Active,2.595157,27.40234,23.80503
Active,0,0,0
Transit,29.96417,73.846985,195.58275
Active,2.014925,20.126512,15.20709
Transit,1.885362,20.435959,19.86384
Active,0,0,0
Active,2.168042,23.855996,19.46616
Transit,80.10747,138.590443,543.82575
Active,1.049121,16.675728,10.49121
Transit,66.44991,212.79339,516.1437
Active,3.618162,29.895442,34.55601
Transit,27.25277,69.726442,155.29815
Transit,51.38421,88.737064,345.7584
Transit,6.79443,39.439299,61.5708
Transit,42.1131,118.398033,281.15745
Active,3.068723,25.742024,23.92764
Transit,19.96354,81.216549,294.6582
Transit,17.27627,40.339529,90.411075
Active,2.924953,24.128386,16.985265
Transit,7.296508,43.80532,92.62224
Transit,45.59433,142.786217,543.3273
Transit,50.20523,128.1818,363.2346
Transit,54.36714,161.9363,545.79945
Active,5.704483,36.318,56.285505
Active,2.141326,19.940688,19.27866
Active,5.848496,35.80122,44.581845
Active,1.710853,20.776487,15.946485
Transit,13.89458,45.228945,89.40258
Transit,51.24233,181.477159,563.06745
Transit,10.83578,48.352633,138.72144
Active,2.168042,23.855996,19.46616
Transit,69.54733,147.990376,533.0697
Transit,31.6185,63.610027,195.1506
Transit,4.168203,19.521272,54.910905
Active,2.776623,26.813798,23.593725
Transit,27.95714,83.972556,187.2723
Transit,5.769032,30.167623,51.040995
Active,3.792585,18.826039,22.92405
Active,1.914187,23.859148,17.990325
Active,1.464106,25.325449,14.5986
Active,1.464106,25.325449,14.5986
Transit,47.04602,101.05987,309.91635
Active,3.44226,30.10613,27.6066
Transit,80.65812,200.710192,532.7082
Active,2.523888,24.493027,28.46901
Transit,15.6506,39.913033,81.811935
Active,1.710853,20.776487,15.946485
Transit,36.7079,146.897144,429.69405
Transit,12.37859,46.387816,71.57874
Active,25.65204,62.004341,144.696315
Active,15.89111,45.144366,87.023865
Active,3.26011,24.446958,27.48036
Active,1.464106,25.325449,14.5986
Transit,31.02974,82.21681,200.97825
Transit,27.3389,67.817136,149.98437
Transit,5.769032,30.167623,51.040995
Active,3.655377,29.778864,31.6746
Active,12.90346,47.048412,74.51466
Transit,5.704483,36.318,56.285505
Transit,62.75181,175.810038,518.26395
Active,2.168042,23.855996,19.46616
Transit,39.64245,95.776695,245.6355
Transit,13.0839,43.443395,85.07454
Active,2.924953,24.128386,16.985265
Transit,28.90426,82.310819,327.43485
Active,0,0,0
Transit,53.51793,144.04261,599.9775
Active,1.914187,23.859148,17.990325
Transit,68.03411,224.678666,481.91175
Active,0,0,0
Active,1.117177,20.195869,11.10171
Active,1.710853,20.776487,15.946485
Transit,23.7902,98.9388,204.6681
Transit,0,0,0
Active,1.117177,20.195869,11.10171
Transit,18.47246,77.165739,283.26015
Active,2.014925,20.126512,15.20709
Active,2.07149,24.722109,19.03131
Active,1.710853,20.776487,15.946485
Transit,35.02287,66.209338,219.42225
Transit,86.00294,169.5834,608.30745
Active,3.235257,24.180734,34.47531
Transit,80.65812,200.710192,532.7082
Active,2.924953,24.128386,16.985265
Transit,42.38941,90.175975,288.0975
Transit,35.03011,72.481783,239.9913
Transit,5.722836,35.40617,74.54616
Transit,40.00968,96.542967,277.2057
Transit,33.20372,78.71752,230.8803
Transit,39.94034,119.516938,277.43055
Transit,45.38048,97.942463,336.33315
Transit,28.74674,58.22035,160.4496
Transit,52.65373,164.249733,379.91775
Transit,53.38863,136.14194,556.51665
Transit,44.92523,118.853559,330.73515
Transit,72.61434,128.33955,522.88305
Active,5.995709,26.360793,46.053975
Active,2.634566,19.362205,21.82227
Active,1.914187,23.859148,17.990325
Active,16.0968,53.408636,91.57806
Transit,69.17574,182.056427,408.5622
Transit,20.39484,82.011565,180.4146
Transit,31.23724,50.903516,187.5885
Transit,62.0708,147.663858,458.80425
Active,2.168042,23.855996,19.46616
Active,1.464106,25.325449,14.5986
Transit,49.96219,137.554065,346.7331
Transit,15.47036,76.005199,159.5079
Transit,32.62277,68.7837,209.5965
Transit,3.145816,20.714456,33.342495
Auto,9.900759,45.887638,110.07012
Transit,30.60761,56.359607,176.5335
Transit,19.9148,40.306127,101.203755
Active,1.117177,20.195869,11.10171
Active,4.911077,31.749745,33.225285
Transit,75.16487,112.530072,533.0919
Active,1.710853,20.776487,15.946485
Transit,16.11125,57.86549,106.8039
Active,6.389748,42.449869,57.007065
Transit,58.45073,129.344132,397.50045
Transit,32.17274,110.024981,272.87475
Transit,75.81623,97.824736,524.0955
Transit,33.12872,72.856184,204.84825
Active,2.924953,24.128386,16.985265
Transit,34.59683,68.733822,213.30015
Transit,65.86938,85.39017,478.0446
Transit,83.38956,119.093387,719.74815
Active,2.924953,24.128386,16.985265
Transit,39.35329,107.928502,270.8379
Transit,30.31007,84.172964,349.84095
Transit,35.36173,84.665019,217.99815
Transit,52.15059,121.930535,377.7876
Auto,5.499556,35.577191,46.45101
Active,5.844977,40.805218,51.2364
Transit,36.32675,74.721306,228.24825
Transit,18.59695,89.885018,207.67245
Transit,42.72557,113.692423,299.08815
Active,3.26011,24.446958,27.48036
Transit,16.0968,53.408636,91.57806
Transit,24.42668,84.728938,313.84635
Active,2.924953,24.128386,16.985265
Transit,28.47531,74.262186,181.46775
Auto,42.25453,146.6895,346.51485
Transit,69.54733,147.990376,533.0697
Auto,23.29514,110.827739,298.1988
Transit,31.31597,71.337069,196.4364
Auto,62.2486,155.2242,429.006
Active,3.320328,31.447038,28.74147
Transit,46.72514,129.876339,334.8648
Transit,35.89163,103.575658,312.52605
Transit,25.16722,54.063669,142.8657
Auto,27.06694,103.528291,236.007
Transit,16.34346,58.225728,172.3128
Transit,33.29875,69.472457,207.5892
Active,2.924953,24.128386,16.985265
Active,3.520931,24.122092,29.256285
Transit,61.27097,162.93847,453.5148
Transit,17.06357,50.644287,91.32579
Active,31.14818,104.333294,304.41615
Transit,20.04374,46.728209,121.153275
Transit,16.63026,74.404197,204.2199
Transit,4.168203,19.521272,54.910905
Active,2.776623,26.813798,23.593725
Transit,62.62584,168.90482,490.9734
Active,9.638221,34.536596,55.197585
Transit,32.11626,62.785047,199.4961
Active,1.710853,20.776487,15.946485
Active,3.320328,31.447038,28.74147
Active,2.424763,17.100996,26.824515
Active,3.156252,24.272578,32.93961
Active,2.07149,24.722109,19.03131
Active,10.91149,42.701539,73.300215
Transit,4.289724,29.3483,30.6678
Active,11.05736,37.31815,63.98427
Active,3.792585,18.826039,22.92405
Transit,85.28256,107.98156,606.6633
Transit,31.6185,63.610027,195.1506
Transit,28.05695,68.035251,157.3353
Auto,25.26455,103.52582,225.0144
Transit,12.86316,69.282847,126.177315
Active,1.117177,20.195869,11.10171
Active,3.792585,18.826039,22.92405
Transit,27.34455,68.969802,163.2111
Transit,46.48872,111.408811,288.59085
Transit,5.499556,35.577191,46.45101
Transit,25.3056,57.812435,154.12965
Transit,45.13859,99.652433,286.6914
Auto,36.17486,136.16069,373.07205
Transit,39.9832,100.459592,261.1947
Transit,69.02234,118.051917,542.1165
Active,2.776623,26.813798,23.593725
Transit,32.94658,70.909582,198.54585
Transit,15.47036,76.005199,159.5079
Active,3.068723,25.742024,23.92764
Transit,66.44991,212.79339,516.1437
Transit,50.94216,131.16038,370.60335
Transit,7.019826,31.444467,96.208185
Transit,21.00498,71.224941,260.23665
Active,2.595157,27.40234,23.80503
Transit,42.72557,113.692423,299.08815
Transit,28.89634,82.791315,241.0782
Transit,45.03045,94.027575,281.47785
Auto,6.993628,41.961507,63.528135
Transit,30.60761,56.359607,176.5335
Active,2.595157,27.40234,23.80503
Transit,1.885362,20.435959,19.86384
Transit,7.717773,37.877319,75.9915
Active,1.049121,16.675728,10.49121
Active,3.320328,31.447038,28.74147
Transit,29.68266,56.56095,205.98915
Transit,13.53396,48.425969,81.982455
Active,3.792585,18.826039,22.92405
Transit,36.86589,89.723727,226.9317
Transit,13.92199,41.453521,83.277195
Active,2.924953,24.128386,16.985265
Active,2.634566,19.362205,21.82227
Transit,31.26612,61.163022,183.7833
Active,2.776623,26.813798,23.593725
Transit,111.5933,135.02018,1004.9976
Auto,10.10178,57.471728,98.449605
Transit,7.536639,42.556251,70.706595
Auto,35.84438,110.087666,356.65215
Transit,22.71402,49.173029,133.50423
Transit,73.77692,167.70801,454.281
Active,1.15247,17.169234,11.262285
Transit,3.44226,30.10613,27.6066
Transit,25.65204,62.004341,144.696315
Transit,25.43486,55.962294,155.41545
Active,2.845125,24.990155,27.043575
Active,2.595157,27.40234,23.80503
Auto,5.269597,30.536956,53.99523
Transit,65.85242,110.39502,424.7217
Transit,42.60804,109.880137,288.16425
Transit,50.92317,142.447829,379.75635
Active,2.924953,24.128386,16.985265
Transit,31.97659,75.758626,201.74415
Transit,29.26424,58.554794,168.21135
Transit,45.85244,117.242738,316.2645
Auto,55.52228,145.249696,391.83825
Active,2.649222,20.927781,23.086635
Auto,25.72439,80.094034,190.2531
Transit,62.94679,175.18123,825.3027
Active,0,0,0
Active,1.117177,20.195869,11.10171
Transit,28.74674,58.22035,160.4496
Active,2.510406,26.944984,21.925545
Transit,78.98685,330.7138,665.6025
Transit,2.510406,26.944984,21.925545
Auto,5.226,32.9326,55.901955
Transit,13.44938,72.013536,241.6659
Transit,36.44315,100.473908,308.1507
Transit,15.61147,80.462867,143.55696
Transit,23.67318,62.43955,149.462775
Transit,22.31565,94.731283,205.39905
Transit,36.52668,108.64554,378.5994
Active,1.464106,25.325449,14.5986
Auto,66.32047,152.421856,412.84095
Auto,18.20356,76.82068,195.2892
Transit,48.44629,100.523109,303.44085
Active,6.734169,33.249521,44.98389
Active,2.014925,20.126512,15.20709
Transit,19.28823,78.948985,245.643
Transit,42.99007,103.331714,339.79545
Auto,17.15022,75.799235,262.30035
Transit,50.20523,128.1818,363.2346
Active,4.911077,31.749745,33.225285
Active,9.51093,33.826613,60.55161
Active,2.776623,26.813798,23.593725
Active,28.98506,79.944403,308.9415
Transit,15.83976,76.38124,181.97295
Active,2.523888,24.493027,28.46901
Auto,69.23696,94.482175,567.42525
Transit,54.46388,162.458723,601.8591
Active,2.07149,24.722109,19.03131
Auto,8.098762,55.962021,89.03286
Transit,55.32665,143.081202,392.2422
Transit,78.77708,189.501515,495.0561
Transit,13.2597,67.713571,207.17055
Transit,63.4985,162.50848,739.2981
Transit,34.01865,66.904765,230.0409
Active,4.372437,25.162232,31.4544
Active,5.913635,33.967256,43.78344
Transit,7.238408,33.868265,48.907455
Active,1.117177,20.195869,11.10171
Transit,14.20018,62.123302,202.1364
Transit,13.89458,45.228945,89.40258
Auto,70.75963,113.807007,513.4935
Transit,77.24352,341.527159,506.52285
Active,2.924953,24.128386,16.985265
Active,1.15247,17.169234,11.262285
Transit,3.44226,30.10613,27.6066
Transit,47.43105,124.128164,441.5928
Active,4.372437,25.162232,31.4544
Active,5.477094,31.562409,49.51233
Active,2.014925,20.126512,15.20709
Transit,12.40626,54.70485,123.498555
Transit,61.27097,162.93847,453.5148
Auto,24.70606,97.257683,214.53495
Transit,7.594738,37.915189,55.391565
Active,2.634566,19.362205,21.82227
Transit,69.16525,168.900443,405.9294
Transit,27.33893,112.92883,252.7752
Transit,2.776623,26.813798,23.593725
Transit,95.6294,127.724875,876.10575
Active,2.924953,24.128386,16.985265
Transit,21.51464,78.4374,254.43585
Transit,63.99556,139.219581,465.9939
Transit,6.390018,38.625988,78.21375
Active,2.07149,24.722109,19.03131
Auto,12.26158,53.655888,145.186065
Transit,15.11191,52.614765,81.26736
Transit,32.11626,62.785047,199.4961
Transit,31.23724,50.903516,187.5885
Transit,29.70739,68.75461,171.6285
Transit,69.65229,155.6485,522.25515
Transit,27.12525,78.012017,176.2374
Transit,65.54975,154.84435,517.41405
Active,12.01931,52.160221,82.95414
Transit,61.13019,162.72435,686.63145
Transit,46.48872,111.408811,288.59085
Auto,17.54941,74.586208,220.2876
Auto,46.32949,112.127768,324.19725
Auto,82.29416,132.26653,658.12785
Transit,11.53985,54.196439,147.48345
Active,2.014925,20.126512,15.20709
Transit,32.72629,90.057381,229.29135
Active,2.168042,23.855996,19.46616
Transit,3.892384,28.438384,39.42108
Active,1.128541,11.129462,9.58797
Auto,21.53976,99.999714,196.7325
Active,2.924953,24.128386,16.985265
Transit,12.26158,53.655888,145.186065
Transit,17.88877,71.550267,225.87225
Transit,27.15697,108.14417,247.71105
Transit,19.64047,68.513737,244.3257
Auto,6.677093,35.985554,73.28868
Active,5.704483,36.318,56.285505
Transit,13.17478,38.465121,73.296435
Active,1.117177,20.195869,11.10171
Transit,92.6743,114.686614,835.5519
Transit,34.67294,71.795076,239.8623
Active,1.710853,20.776487,15.946485
Active,3.618162,29.895442,34.55601
Transit,19.19235,51.8105,120.050385
Auto,1.15247,17.169234,11.262285
Transit,28.59932,68.381482,169.3308
Transit,16.63026,74.404197,204.2199
Active,4.603065,25.568201,35.36499
Active,1.710853,20.776487,15.946485
Transit,31.22921,77.724175,185.11065
Transit,91.13892,130.90729,670.51905
Transit,84.95065,106.249153,728.7027
Transit,11.05736,37.31815,63.98427
Active,1.464106,25.325449,14.5986
Transit,71.09237,105.341691,568.5429
Transit,30.45094,58.182047,184.32285
Active,2.924953,24.128386,16.985265
Transit,9.756631,40.781066,62.93046
Auto,65.61662,98.591443,493.8921
Transit,56.19446,126.74985,368.2065
Transit,62.46598,147.14468,465.89205
Transit,9.093621,38.736936,54.477795
Transit,36.86589,89.723727,226.9317
Auto,16.23431,64.393991,209.04585
Auto,67.06697,191.84999,802.0452
Auto,6.3433,35.064785,89.66037
Transit,25.4311,93.208403,318.8895
Active,3.618162,29.895442,34.55601
Active,2.141326,19.940688,19.27866
Transit,9.51093,33.826613,60.55161
Transit,32.53289,102.89261,306.73545
Active,0,0,0
Transit,0,0,0
Transit,5.995709,26.360793,46.053975
Transit,15.28662,51.499579,91.904235
Transit,60.28949,93.21704,461.43465
Transit,78.04726,157.80147,499.4733
Transit,24.70085,197.618433,165.3153
Transit,9.197639,47.47654,119.92362
Active,3.068723,25.742024,23.92764
Active,4.603065,25.568201,35.36499
Transit,0,0,0
Transit,67.26546,94.500917,543.31995
Active,1.117177,20.195869,11.10171
Active,2.141326,19.940688,19.27866
Transit,31.2008,103.81015,265.1553
Active,2.776623,26.813798,23.593725
Active,0,0,0
Auto,91.43023,171.594333,668.47725
Transit,67.3942,156.00582,435.28125
Transit,18.30487,64.38888,223.7364
Auto,52.80321,128.95527,559.4454
Active,0,0,0
Transit,7.686677,32.897317,54.263655
Transit,121.0894,166.67563,1120.8381
Active,2.523888,24.493027,28.46901
Active,1.908999,17.573247,19.08999
Transit,32.04417,64.88597,189.33765
Active,21.64188,38.979246,116.83254
Auto,5.693951,38.521256,68.2008
Active,2.523888,24.493027,28.46901
Transit,23.56165,108.222362,220.21485
Transit,57.64091,131.823943,341.45295
Active,5.576192,29.470396,31.67763
Active,2.924953,24.128386,16.985265
Active,0,0,0
Active,2.845125,24.990155,27.043575
Active,0,0,0
Active,2.776623,26.813798,23.593725
Auto,69.19837,216.68807,845.54145
Transit,9.51093,33.826613,60.55161
Transit,71.01646,131.89885,526.87335
Transit,29.57148,78.824317,174.38145
Active,2.924953,24.128386,16.985265
Transit,77.40046,161.42795,823.6167
Transit,18.20356,76.82068,195.2892
Transit,35.36173,84.665019,217.99815
Active,4.289724,29.3483,30.6678
Transit,63.39531,160.491967,474.73455
Auto,0,0,0
Transit,0,0,0
Transit,7.594738,37.915189,55.391565
Transit,4.307919,28.60028,39.941415
Transit,15.07195,60.458445,103.451175
Transit,16.75793,69.159411,114.046395
Transit,31.37389,72.710692,199.884
Active,2.168042,23.855996,19.46616
Transit,32.90234,68.344045,213.1467
Auto,33.10413,104.383208,285.35805
Transit,5.848496,35.80122,44.581845
Transit,8.411788,40.810186,104.002785
Active,2.845125,24.990155,27.043575
Auto,25.4311,93.208403,318.8895
Transit,78.08353,309.693194,631.93365
Active,3.44226,30.10613,27.6066
Transit,42.25453,146.6895,346.51485
Transit,61.855,163.01364,452.19165
Active,16.56267,51.0237,101.611635
Auto,40.84594,140.96898,416.6529
Transit,98.40382,191.70077,811.3719
Transit,3.26011,24.446958,27.48036
Transit,86.60612,115.416641,753.3549
Transit,16.63026,74.404197,204.2199
Transit,43.75533,91.050936,303.2667
Active,11.07215,46.064018,65.243415
Active,8.975986,48.053511,70.448985
Active,1.464106,25.325449,14.5986
Transit,53.39059,138.369345,376.0968
Transit,13.09236,46.74061,99.652545
Transit,42.15467,121.086447,296.78295
Transit,4.458424,41.395729,47.800875
Active,13.89458,45.228945,89.40258
Active,3.582849,26.620447,34.36824
Transit,71.01646,131.89885,526.87335
Transit,49.61335,143.799837,345.67995
Active,0,0,0
Transit,92.86774,131.88918,686.8902
Active,1.710853,20.776487,15.946485
Active,2.168042,23.855996,19.46616
Active,2.014925,20.126512,15.20709
Transit,44.94684,109.308615,289.4118
Transit,17.36541,58.415311,101.76636
Transit,12.96096,38.944914,78.28422
Active,0,0,0
Active,2.014925,20.126512,15.20709
Auto,11.41791,64.482758,98.165115
Transit,56.01065,109.557953,371.3742
Active,8.640418,48.859157,66.051975
Transit,18.59695,89.885018,207.67245
Active,4.307919,28.60028,39.941415
Transit,12.18077,33.250977,63.06081
Active,1.117177,20.195869,11.10171
Active,6.421951,29.986675,40.614885
Active,6.389748,42.449869,57.007065
Transit,9.349833,37.81105,52.35888
Transit,42.27133,96.601526,303.9486
Active,2.924953,24.128386,16.985265
Transit,34.67294,71.795076,239.8623
Active,1.710853,20.776487,15.946485
Transit,12.58549,56.867036,125.529495
Transit,28.74674,58.22035,160.4496
Transit,24.42668,84.728938,313.84635
Transit,32.26673,64.124497,201.13605
Transit,37.93375,117.92518,339.21555
Transit,32.8087,107.15484,279.6837
Active,3.792585,18.826039,22.92405
Active,1.049121,16.675728,10.49121
Active,1.710853,20.776487,15.946485
Active,4.124194,32.019829,36.336405
Transit,2.141326,19.940688,19.27866
Transit,69.83469,119.72922,497.1432
Transit,19.9148,40.306127,101.203755
Transit,67.35246,151.608893,498.92145
Transit,19.30037,44.767979,104.03547
Transit,11.05858,49.500135,180.5466
Active,2.510406,26.944984,21.925545
Active,3.520931,24.122092,29.256285
Active,2.014925,20.126512,15.20709
Active,2.776623,26.813798,23.593725
Active,2.595157,27.40234,23.80503
Auto,27.3567,97.331728,332.1084
Transit,9.093621,38.736936,54.477795
Transit,7.961721,35.038116,50.06562
Transit,5.499556,35.577191,46.45101
Transit,36.82186,154.280399,465.93015
Transit,12.40626,54.70485,123.498555
Active,1.464106,25.325449,14.5986
Transit,27.26407,60.950132,157.5249
Transit,7.019826,31.444467,96.208185
Active,3.068723,25.742024,23.92764
Transit,13.89458,45.228945,89.40258
Active,12.90346,47.048412,74.51466
Transit,7.019826,31.444467,96.208185
Transit,46.44254,93.78153,330.936
Transit,14.06433,46.565209,78.516315
Active,1.049121,16.675728,10.49121
Transit,7.396661,47.590355,66.518745
Active,1.117177,20.195869,11.10171
Auto,7.019826,31.444467,96.208185
Active,5.848496,35.80122,44.581845
Auto,31.2008,103.81015,265.1553
Active,4.911077,31.749745,33.225285
Transit,77.24352,341.527159,506.52285
Transit,34.13601,64.076845,226.4538
Transit,62.75181,175.810038,518.26395
Active,11.93133,55.85667,81.928965
Active,4.911077,31.749745,33.225285
Transit,32.36266,73.067319,196.41555
Auto,88.53589,125.59295,626.6409
Transit,62.91275,143.169793,458.57175
Transit,67.55769,106.076507,537.5388
Transit,45.77453,125.386562,327.50235
Active,3.068723,25.742024,23.92764
Active,2.924953,24.128386,16.985265
Transit,7.175169,35.198069,80.321865
Active,4.911077,31.749745,33.225285
Transit,0,0,0
Active,0,0,0
Auto,64.05714,98.34414,467.34945
Active,2.924953,24.128386,16.985265
Auto,1.885362,20.435959,19.86384
Transit,19.30037,44.767979,104.03547
Auto,35.55063,117.831853,323.89425
Transit,25.96226,69.103514,143.95812
Transit,28.74674,58.22035,160.4496
Active,3.068723,25.742024,23.92764
Active,6.703013,35.563364,40.687425
Active,2.595157,27.40234,23.80503
Active,3.26011,24.446958,27.48036
Active,4.289724,29.3483,30.6678
Transit,33.04224,68.086047,193.965
Transit,4.938513,35.602738,52.55676
Auto,36.45348,97.29093,392.187
Active,2.924953,24.128386,16.985265
Active,11.93133,55.85667,81.928965
Active,4.911077,31.749745,33.225285
Transit,11.05736,37.31815,63.98427
Transit,40.71482,103.146931,298.38915
Transit,46.32949,112.127768,324.19725
Active,2.924953,24.128386,16.985265
Transit,71.66352,126.937317,565.3368
Transit,21.73137,54.169909,122.763945
Transit,72.36506,134.94089,582.6234
Active,11.34923,39.849031,65.27565
Active,12.01931,52.160221,82.95414
Auto,13.70146,74.095347,151.62495
Transit,13.89458,45.228945,89.40258
Transit,62.03702,175.64164,462.6513
Auto,13.4649,60.420671,143.431095
Transit,50.20523,128.1818,363.2346
Transit,52.80562,153.063493,328.8291
Active,18.14633,60.368651,109.764795
Active,0,0,0
Transit,30.23001,61.917712,186.888
Transit,40.69231,94.130736,284.50935
Transit,74.67646,175.51509,897.5802
Active,5.530063,33.411738,44.36628
Transit,34.58809,84.641678,217.785
Transit,29.96417,73.846985,195.58275
Transit,36.98357,73.25803,230.84145
Transit,24.84088,81.504151,285.25965
Active,2.924953,24.128386,16.985265
Active,6.421951,29.986675,40.614885
Active,2.424763,17.100996,26.824515
Active,3.792585,18.826039,22.92405
Active,2.07149,24.722109,19.03131
Transit,13.97776,75.222658,131.41251
Transit,14.23485,62.174552,181.78725
Active,0,0,0
Transit,20.04374,46.728209,121.153275
Active,4.603065,25.568201,35.36499
Transit,42.60804,109.880137,288.16425
Active,2.168042,23.855996,19.46616
Transit,27.02756,110.61356,236.1978
Auto,29.96417,73.846985,195.58275
Transit,57.4967,126.324415,402.26355
Transit,13.92926,42.383943,74.723205
Auto,5.68035,37.632846,70.839195
Auto,26.65705,97.065167,247.56315
Auto,28.94005,96.981188,282.43485
Active,0,0,0
Transit,22.2053,92.739863,328.6308
Transit,18.36953,60.718074,187.5843
Auto,61.8658,141.706401,402.4887
Transit,42.38941,90.175975,288.0975
Transit,53.01465,154.760943,386.4927
Transit,51.06853,100.729792,359.68755
Transit,94.98806,114.683005,863.59725
Active,8.535839,50.967411,60.979035
Transit,60.1153,163.15721,359.4531
Transit,6.081243,33.845601,42.576225
Auto,23.54754,72.77518,185.8359
Active,3.580567,30.890022,32.660715
Transit,49.67802,85.109091,298.2465
Active,3.068723,25.742024,23.92764
Active,9.756631,40.781066,62.93046
Active,1.049121,16.675728,10.49121
Transit,17.88877,71.550267,225.87225
Auto,35.90486,125.1981,308.7492
Transit,15.28662,51.499579,91.904235
Transit,35.02287,66.209338,219.42225
Transit,9.779487,42.05254,150.3852
Transit,16.11125,57.86549,106.8039
Transit,50.88123,129.99539,508.00335
Transit,28.92944,112.53192,247.47645
Transit,33.29875,69.472457,207.5892
Active,2.595157,27.40234,23.80503
Transit,6.41246,36.009248,56.021295
Transit,31.05137,79.432052,185.7303
Active,3.520931,24.122092,29.256285
