Origin,Sample_TopSchool,SC_Sample_Prob,SG_Sample_Prob,MI_Sample_Prob,OC_Sample_Prob,RY_Sample_Prob,YK_Sample_Prob,YG_Sample_Prob,SC_Family_Prob,SG_Family_Prob,MI_Family_Prob,OC_Family_Prob,RY_Family_Prob,YK_Family_Prob,YG_Family_Prob,SC_NonFam_Prob,SG_NonFam_Prob,MI_NonFam_Prob,OC_NonFam_Prob,RY_NonFam_Prob,YK_NonFam_Prob,YG_NonFam_Prob,Grav_Pred,SG_Norm_Grav,MI_Norm_Grav,OC_Norm_Grav,RY_Norm_Grav,SC_Norm_Grav,YG_Norm_Grav,YK_Norm_Grav,HZ_Pred,MI_Norm_HZ,OC_Norm_HZ,RY_Norm_HZ,SC_Norm_HZ,SG_Norm_HZ,YG_Norm_HZ,YK_Norm_HZ,Dist_Pred,MI_Norm_Dist,OC_Norm_Dist,RY_Norm_Dist,SC_Norm_Dist,SG_Norm_Dist,YG_Norm_Dist,YK_Norm_Dist,Zone,Resid_SG,Resid_MI,Resid_OC,Resid_RY,Resid_SC,Resid_YG,Resid_YK
3867,RY,0,0.411571444,2.626510306,0,2.145303611,1.183696348,0,0,0.612277868,1.131343284,0,1.973958333,1.116895874,0,0,0,24.04477612,0,0,0,0,SG,0.945894868,4.324334916,1.017520519,0.820245508,0.153476843,0.432217654,0.620078953,SG,2.296381663,0,0.226031846,0,1.975542934,0,0.04915329,RY,3.905871854,1.977296406,1.45011312,0.074848005,0.377358278,2.78640716,0.897267649,3867,0.106859315,0.152782339,0.030740068,-0.235762925,0.018194786,0.010289611,-0.083103195
3868,MI,0,0,10.50604122,5.379184862,0.858121444,0,0,0,0,7.466865672,7.219047619,0.868541667,0,0,0,0,24.04477612,0,0,0,0,SG,0.881997258,4.961853973,0.959148209,0.773189604,0.143108959,0.403020257,0.609526835,SG,0.675013149,0,0.227831243,0,2.123297082,0,0.251338191,MI,6.524034267,1.487502826,0.736343267,0.051278908,0.639511583,0,0.635358491,3868,0.269137124,-0.327484612,-0.136260053,0.010985094,0.016746629,0.009611184,0.157264633
3869,,,,,,,,,,,,,,,,,,,,,,,SG,0.971948378,3.927951394,1.145194687,0.923165603,0.152448571,0.403706441,0.57917546,SG,1.444205452,0,0.555878813,0,1.70837427,0,0.514118781,SG,1.372567668,0,0.652567925,0.354137716,1.705139604,0.100763463,0.319785902,,,,,,,,
3870,SG,0,1.097523852,5.253020611,0,0.572080963,0.526087266,0,0,1.262823102,4.666791045,0,0.542838542,0.511910609,0,0,1.835897436,0,0,0,0,0,SG,0.945641949,4.098587017,1.114199221,0.898179513,0.151597027,0.421243969,0.604335077,MI,4.223178428,0,1.321057532,0,0.630684242,0,1.041840675,MI,3.980476368,0,1.283994858,0.051278908,0.602364207,0,1.185387343,3870,-0.042239482,-0.092654825,0.025402307,0.05013175,0.014276528,0.008106863,0.036976859
3871,RY,0,0,0,0,5.148728666,0,0,,,,,,,,0,0,0,0,6.776025237,0,0,SG,0.955359694,4.144401762,1.049869022,0.846321554,0.155012571,0.436542523,0.626283596,MI,4.223178428,0,1.321057532,0,0.630684242,0,1.041840675,MI,5.678481166,0.476882771,1.32624975,0.312348127,0.179290154,1.571599985,1.1230905,3871,0.596510018,0.228752342,0.011901452,-0.904931656,0.000792511,0.001650252,0.06532508
3872,,,,,,,,,,,,,,,,,,,,,,,SG,0.9598088,4.16370261,1.029926652,0.830246378,0.155734469,0.438575909,0.629200195,MI,4.223178428,0,1.321057532,0,0.630684242,0,1.041840675,MI,7.078442379,0,1.216417612,0.678612414,0.01080375,2.983462948,0.922237634,,,,,,,,
3873,,,,,,,,,,,,,,,,,,,,,,,SG,0.983784977,3.767224281,1.091798004,0.880121392,0.159624733,0.449531593,0.644917718,MI,4.223178428,0,1.321057532,0,0.630684242,0,1.041840675,MI,5.606995498,0.11031811,1.431749523,0,0.340244714,0.497706699,1.013005255,,,,,,,,
3874,,,,,,,,,,,,,,,,,,,,,,,SG,0.998384135,3.684125078,1.075907063,0.867311371,0.161993381,0.456202129,0.654487548,MI,4.223178428,0,1.321057532,0,0.630684242,0,1.041840675,MI,5.132709794,0.405088236,1.187258465,0.058604467,0.507793527,1.182128116,0.924084401,,,,,,,,
3875,,,,,,,,,,,,,,,,,,,,,,,SG,1.047822803,3.183750138,1.234593447,0.995232755,0.1724573,0.398378437,0.571531168,MI,4.223178428,0,1.321057532,0,0.630684242,0,1.041840675,RY,2.201004801,0.516401747,3.06678937,0.012431251,0.075791227,0.467176055,0.979106135,,,,,,,,
3876,MI,0,0,15.75906183,0,0,0,0,0,0,12.44477612,0,0,0,0,,,,,,,,SG,1.044761672,3.220490736,1.230986703,0.992324341,0.171953482,0.397214604,0.569861483,RY,3.798511157,0,1.406335315,0,0.585518422,0,1.177608767,RY,2.724199271,0.59708952,2.561828319,0.012431251,0.234425601,0.082442833,1.010454449,3876,0.256612967,-0.671605556,0.027200732,0.161148768,0.019914528,0.011746418,0.194982143
3877,RY,0,0.246942867,3.151812367,0,2.574364333,0.946957079,0,0,0.481075467,1.77782516,0,1.861160714,1.170081392,0,0,0,8.014925373,0,4.517350158,0,0,SG,1.042871624,3.24317578,1.228759753,0.990529159,0.171642403,0.396495636,0.568830039,RY,3.365136957,0,1.501586795,0,0.596630851,0,1.198915302,YK,2.279507833,0.480838837,0.826631106,0,0.561134615,0.170578148,2.12548984,3877,0.169480245,0.199553836,0.023934397,-0.358417323,0.01372239,0.008124257,-0.0563978
3878,YK,0,0,7.879530917,0,0,2.367392697,0,0,0,0,0,0,4.095284872,0,0,0,24.04477612,0,0,0,0,SG,1.046931853,3.19444802,1.233542569,0.994385603,0.17231067,0.398039312,0.571044673,RY,3.365136957,0,1.501586795,0,0.596630851,0,1.198915302,YK,3.487874278,0.109839522,0.77582257,0.06457344,0.5223239,0.318833802,1.900162157,3878,0.211059851,-0.001153604,0.022419089,0.127557403,0.010650677,0.006842774,-0.37737619
3879,MI,0,1.234714333,7.879530917,0,0,0,0,,,,,,,,0,0.917948718,12.02238806,0,0,0,0,SG,1.0469317,3.194447547,1.233543505,0.994385454,0.172310643,0.398039267,0.571045118,RY,3.365136957,0,1.501586795,0,0.596630851,0,1.198915302,YK,0.282248838,0,0,0,0.830245888,0,3.058103364,3879,-0.092661202,-0.112664675,0.018935688,0.116423569,0.002221632,0.002498583,0.065246404
4001,SG,0,1.763877619,0,0,0,1.352795827,0,0,2.245018848,0,0,0,1.365094957,0,0,1.835897436,0,0,0,0,0,SG,1.02141295,3.500704632,1.203476143,0.970148406,0.168110599,0.388337514,0.557126009,RY,3.365136957,0,1.501586795,0,0.596630851,0,1.198915302,YK,3.878417682,0,1.229994502,0,0.634055208,0,1.222701962,4001,-0.377768584,0.292904538,0.029061285,0.175078208,0.016289798,0.008204026,-0.143769271
4002,SG,0,1.646285778,0,0,0,1.578261798,0,0,3.367528271,0,0,0,0,0,0,0,0,0,0,5.933701657,0,SG,1.021413494,3.500703245,1.203475659,0.970148025,0.168110695,0.388337333,0.557125787,RY,3.365136957,0,1.501586795,0,0.596630851,0,1.198915302,RY,0.297375543,0.092214598,2.338666976,0,0.954671145,0,0.650817774,4002,-0.157058352,0.249205938,0.016521275,0.116985006,0.003735696,0.003597845,-0.232987408
4003,SG,0,2.469428667,0,0,0,0,0,0,3.367528271,0,0,0,0,0,,,,,,,,SG,1.020642081,3.507681011,1.202567857,0.96941533,0.169960359,0.38804405,0.556705541,RY,0,0,2.463666667,0,0.553210817,0,1.408485922,RY,0.078795309,0,2.547701274,0,0.611967541,0,1.194875703,4003,-0.334901174,0.092724593,0.012240924,0.109392567,0.003863789,0.003575865,0.113103437
4004,SG,0,1.4816572,0,0,1.029745733,0.946957079,0,0,1.683764136,0,0,1.085677083,1.023821218,0,0,1.835897436,0,0,0,0,0,SG,1.021413457,3.500703135,1.203476756,0.970147994,0.168110681,0.388337333,0.557125768,SG,0,0,0.776599907,0,1.856069623,0,0.461867042,SG,0.141831557,0.053791849,1.19407599,0,1.691147065,0,0.343666507,4004,-0.241088898,0.267396712,0.028952704,-0.023459264,0.017284829,0.008407136,-0.057493219
4005,MI,0,0,15.75906183,0,0,0,0,0,0,12.44477612,0,0,0,0,,,,,,,,SG,1.021413503,3.500703293,1.203475691,0.970148035,0.168110544,0.388337378,0.557125791,SG,0,0,0.776599907,0,1.856069623,0,0.461867042,SG,0.462164794,0.462609898,1.210644335,0,1.555269693,0.113358896,0.420901609,4005,0.296452566,-0.720474501,0.033154494,0.196421401,0.021398157,0.010124684,0.162923199
4006,MI,0,1.234714333,7.879530917,0,0,0,0,0,1.683764136,6.22238806,0,0,0,0,,,,,,,,SG,1.021413345,3.500702757,1.203476627,0.970147886,0.168110668,0.388337287,0.557126222,SG,4.973109656,0,0,0,1.640758961,0,0.094695708,SG,5.263026365,0.112962882,0.361514306,0,1.411984034,0,0.097213411,4006,-0.013390976,-0.325421145,0.02311955,0.155543053,0.012888266,0.006978495,0.140282756
4007,RY,0,0,0,0,5.148728666,0,0,0,0,0,0,4.342708333,0,0,,,,,,,,SG,1.02141295,3.500704632,1.203476143,0.970148406,0.168110599,0.388337514,0.557126009,SG,4.973109656,0,0,0,1.591370388,0,0.189391416,SG,5.176351525,0,0.05516495,0,1.596368041,0,0.068015568,4007,0.300737396,0.269111842,0.033633698,-0.800739451,0.021707454,0.010271023,0.165278039
4008,,,,,,,,,,,,,,,,,,,,,,,SG,1.020789637,3.508188122,1.202741723,0.969555484,0.168008014,0.388100186,0.556786023,YK,1.921855112,0,0,0,0.661924475,0,2.88821909,YK,2.112839933,0.815843037,0.230773374,0,0.14816082,0,3.484003525,,,,,,,,
4009,,,,,,,,,,,,,,,,,,,,,,,SG,1.02141295,3.500704632,1.203476143,0.970148406,0.168110599,0.388337514,0.557126009,MI,10.48502914,0,0,0,0.777046887,0,0.094695708,MI,9.857293177,0,0.022883239,0.045581252,0.902850559,0,0.005260873,,,,,,,,
4010,RY,0,1.234714333,0,0,2.574364333,0,0,0,1.683764136,0,0,2.171354167,0,0,,,,,,,,SG,1.021413494,3.500703245,1.203475659,0.970148025,0.168110695,0.388337333,0.557125787,MI,10.71015859,0,0,0.039069645,0.734713824,0,0.094695708,MI,9.946079808,0.644349501,0.337750943,0,0.369745308,0,0.632442889,4010,-0.012441252,0.172694841,0.023188608,-0.344025878,0.012930423,0.006999487,0.140653772
4011,YK,0,0,7.879530917,0,0,2.367392697,0,0,0,0,0,0,4.095284872,0,0,0,24.04477612,0,0,0,0,SG,1.021413345,3.500702757,1.203476627,0.970147886,0.168110668,0.388337287,0.557126222,MI,11.98203768,0,0,0.642503264,0.475827368,0,0,MI,12.179364,0.182892285,0.139279711,0,0.317490434,0,0.311858461,4011,0.27320615,-0.126321741,0.031692815,0.178530978,0.013036424,0.007137803,-0.377282428
4012,YK,0,1.234714333,0,0,0,2.367392697,0,0,1.683764136,0,0,0,2.047642436,0,,,,,,,,SG,1.021413338,3.500702725,1.203476595,0.970147881,0.168110668,0.38833765,0.557126217,SG,5.336746203,0,0,1.850567333,1.298975739,0,0,SG,5.17364586,0,0,2.257310564,1.251080432,0,0,4012,-0.196180197,0.261620606,0.033978427,0.201302869,0.021929944,0.010376296,-0.333027945
4013,,,,,,,,,,,,,,,,,,,,,,,SG,1.021943206,3.494340839,1.204100924,0.970652049,0.168197883,0.388539111,0.557415233,MI,9.385419707,0,0.555648814,0,0.230371336,0,0.96226962,MI,9.167581531,0,0.548525171,0,0.240261655,0,1.015306371,,,,,,,,
4014,,,,,,,,,,,,,,,,,,,,,,,SG,1.020789637,3.508188122,1.202741723,0.969555484,0.168008014,0.388100186,0.556786023,MI,15.04189945,0,0.047727897,0,0.038285944,0,0.098171642,MI,14.62301085,0,0.024417456,0.136743756,0.064616717,0,0.147628969,,,,,,,,
4015,,,,,,,,,,,,,,,,,,,,,,,SG,1.030025752,3.397344554,1.213623017,0.978328026,0.169528003,0.391611682,0.561823309,MI,15.04189945,0,0.047727897,0,0.038285944,0,0.098171642,MI,11.18577482,0.017930616,0.431917454,0.144340631,0.24269706,0.447137866,0.412207628,,,,,,,,
4016,MI,0,0,15.75906183,0,0,0,0,0,0,12.44477612,0,0,0,0,,,,,,,,SG,1.022680938,3.485489778,1.204970158,0.971351854,0.168319297,0.388819607,0.557817629,MI,13.39520256,0,0,0,0.1599837,0,0.403471355,MI,8.897818456,0,0.557203899,0.078139289,0.280161369,0,0.984817222,4016,0.304288255,-0.739517884,0.034030818,0.201613254,0.021963758,0.010392295,0.167229506
4017,SG,0,1.4816572,6.303624733,0,0,0,0,0,2.020516963,4.977910448,0,0,0,0,,,,,,,,SG,1.039778736,3.280292925,1.225115571,0.987591506,0.171133361,0.395319742,0.56714356,SG,0,0,0,0,1.234831925,0,2.367167231,MI,7.45762036,0.409202277,0.589392476,0.136743756,0.533048428,0.170038344,0.804968376,4017,-0.222285825,-0.174899563,0.029705405,0.183426592,0.018357719,0.00903867,0.156657002
4018,SG,0,1.8520715,0,0,1.287182166,0,0,0,2.525646204,0,0,1.085677083,0,0,,,,,,,,SG,1.039778536,3.280295336,1.225115345,0.987591315,0.171133334,0.395319651,0.567143447,SG,0,0,0,0,1.234831925,0,2.367167231,YK,0,0,0.051487287,0,1.176721957,0,2.431237144,4018,-0.355441288,0.219859591,0.028482361,-0.07197575,0.017123742,0.008657066,0.153294279
4019,,,,,,,,,,,,,,,,,,,,,,,SG,1.039778536,3.280295336,1.225115345,0.987591315,0.171133334,0.395319651,0.567143447,YK,0,0,0,0,0.500676662,0,3.774807655,YK,0.37521412,0.129100437,0.07685875,0.102557817,0.361775133,0.780916837,3.72172641,,,,,,,,
4020,SG,0,1.234714333,3.939765458,0,1.287182166,0,0,0,1.683764136,3.11119403,0,1.085677083,0,0,,,,,,,,SG,1.039778536,3.280295336,1.225115345,0.987591315,0.171133334,0.395319651,0.567143447,YK,0,0,0,0,0.805680501,13.64409261,1.765285821,YK,0.101308255,0.285865253,0,0,0.76158356,13.80369474,1.76079529,4020,-0.012334213,-0.077517699,0.023196399,-0.093977137,0.012935179,0.007001855,0.140695617
4021,,,,,,,,,,,,,,,,,,,,,,,SG,1.040462163,3.272090853,1.225920802,0.988240632,0.171245846,0.39557956,0.56751633,SG,0.206368667,0.146006446,0,0,0.870140428,13.64409261,1.558270482,MI,4.790759608,1.324432158,1.004905789,0,0.600110363,0.226717791,1.002697759,,,,,,,,
4022,,,,,,,,,,,,,,,,,,,,,,,SG,1.007918952,3.620580979,1.187575778,0.957330785,0.165889675,0.39142015,0.561549037,SG,2.615441441,4.915550357,0,0,1.301173322,0,0.733046239,SG,2.750223489,4.867172623,0,0,1.226883786,0,0.842088073,,,,,,,,
4023,SG,0,1.329692359,2.424471051,2.482700705,0.396056051,0.728428522,0,0,1.813284454,1.914580941,2.776556777,0.334054487,0.630043827,0,,,,,,,,SG,0.990935538,3.731969857,1.167565178,0.941199782,0.161075776,0.403462402,0.57882482,RY,5.037066887,0,1.748108541,0,0.407665079,0,0.832200024,MI,5.421059545,0,1.64127435,0,0.395794539,0,0.837835162,4023,-0.206484834,0.094331828,-0.044614314,0.117347144,0.020539321,0.009853834,0.009027022
4024,,,,,,,,,,,,,,,,,,,,,,,SG,0.946533154,4.261143269,1.036978117,0.835929936,0.153580276,0.432509304,0.620496803,SG,1.490919814,0,0.59829453,0,1.80061527,0,0.284218645,SG,2.583049187,0.502709276,0.342983774,0.045581252,1.665277246,0.414474416,0.317556377,,,,,,,,
4025,RY,0,1.234714333,0,0,2.574364333,0,0,0,0,0,0,4.342708333,0,0,0,1.835897436,0,0,0,0,0,SG,0.965903081,3.984809207,1.138071828,0.91742372,0.151500376,0.404461547,0.580258281,SG,0.105060412,0.107583697,2.123850575,0,1.426095055,0,0,SG,0.739261631,0.171306349,2.208366107,0,1.138142034,0.438321063,0.228726556,4025,-0.229453761,0.379725096,0.031376427,-0.323190068,0.012747422,0.007083389,0.121711494
4026,YK,0,0.493885733,3.151812367,0,1.029745733,1.893914158,0,0,0.673505654,2.488955224,0,0.868541667,1.638113949,0,,,,,,,,SG,0.936845247,4.174187665,1.103834554,0.889824321,0.150446355,0.423683226,0.607835116,MI,8.356270963,5.511766632,0.751108871,0,0,0,0.724854308,MI,7.82713278,5.587796207,0.891751489,0,0,0,0.743344095,4026,0.177080678,0.026536947,0.029643598,-0.01694505,0.018318414,0.009019813,-0.2436544
4027,MI,0,0,15.75906183,0,0,0,0,0,0,12.44477612,0,0,0,0,0,0,24.04477612,0,0,0,0,SG,0.965748551,3.984175377,1.137889764,0.917276945,0.153660736,0.404396479,0.580165451,SG,0.157590618,0.161375546,0.879108272,0,1.659364307,0,0.673733316,SG,0,0,0.917478887,0,1.567347695,0,0.885898402,4027,0.270230412,-0.619580757,0.031338898,0.17660567,0.012737781,0.007076863,0.121591132
4028,YK,0,0,0,0,0,4.734785394,0,0,0,0,0,0,4.095284872,0,,,,,,,,SG,0.965903081,3.984809207,1.138071828,0.91742372,0.151500376,0.404461547,0.580258281,MI,8.352302772,0,0.3715703,0,0.794731097,0,0.359865895,MI,11.78740304,0,0.663593485,0,0.047036737,0.314885821,0.45996937,4028,0.301425459,0.267744086,0.033710627,0.199716305,0.021452939,0.010294515,-0.834343931
4029,RY,0,0.274380963,0,0,2.860404814,1.578261798,0,0,0,0,0,3.25703125,1.023821218,0,0,0.367179487,0,0,2.710410095,2.373480663,0,SG,0.965902574,3.984810814,1.138071247,0.917424091,0.151500445,0.404461366,0.580258513,MI,8.352302772,0,0.3715703,0,0.794731097,0,0.359865895,SG,0.577752676,0.016137555,0.979352786,0.006837188,1.451572292,0,0.872662525,4029,0.205230232,0.379573359,0.021749157,-0.36914972,0.009177053,0.006380451,-0.252960532
4030,SG,0,0.823142889,5.253020611,0,0,1.578261798,0,0,0.673505654,4.977910448,0,0,1.638113949,0,0,1.835897436,0,0,0,0,0,SG,0.993745672,3.794975138,1.170877282,0.943868873,0.16355695,0.385193256,0.552615103,MI,8.352302772,0,1.107760488,0,0,0,1.206649468,MI,8.678489463,0,0.650643153,0,0.277181616,0,0.997556452,4030,0.056655258,-0.050315154,0.022236469,0.140946859,0.011697332,0.00752846,-0.188749223
4031,SG,0,0.823142889,2.626510306,5.379184862,0.858121444,0.789130899,0,0,1.122509424,2.074129353,6.015873016,0.723784722,0.682547479,0,,,,,,,,SG,0.965662242,3.983819317,1.137788065,0.917195817,0.15486672,0.404360703,0.5801136,YK,0.157590618,0,2.386116263,0,0,0,2.493158299,MI,7.356844433,0.322751092,0.878525403,0.148139069,0.461596425,0.532443298,0.677252542,4031,-0.034772798,0.108037185,-0.133276423,0.031151418,0.021249038,0.01019667,-0.00258509
4032,SG,0,1.646285778,5.253020611,0,0,0,0,0,2.245018848,4.148258706,0,0,0,0,,,,,,,,SG,0.944100547,4.128354829,1.112383068,0.896715472,0.148794313,0.419031566,0.601161047,YK,0.157590618,0,2.386116263,0,0,0,2.493158299,RY,0.157590618,0,2.840872336,0,0,0,2.074963332,4032,-0.374053027,-0.050740456,0.032725158,0.193877833,0.020825787,0.010377252,0.166987452
4033,RY,0,0.352775524,6.753883643,0,2.206598,0,0,0,0.481075467,5.33347548,0,1.861160714,0,0,,,,,,,,SG,0.946532897,4.261142102,1.036977827,0.835930482,0.153580235,0.432509168,0.62049721,MI,7.47504833,0,0.301445805,0,0,0,2.211708444,YK,7.515509096,0.273313821,0.079989177,0,0.026987328,0,2.311364403,4033,0.19245595,-0.162582159,0.028822058,-0.252667825,0.017786061,0.009801416,0.166384498
4034,SG,0,1.4816572,0,0,0,0.946957079,9.068711656,0,2.020516963,0,0,0,0.819056974,7.940952381,,,,,,,,SG,0.946532897,4.261142102,1.036977827,0.835930482,0.153580235,0.432509168,0.62049721,MI,5.517791536,0,1.060521509,0,0.56375408,4.612272795,0.539180473,MI,5.057713812,0,1.101534322,0,0.608035135,5.369619253,0.475709549,4034,-0.243777463,0.261308166,0.02623874,0.162285334,0.016663097,-0.190355693,-0.032362182
4035,YK,0,1.234714333,0,0,0,2.367392697,0,,,,,,,,0,0.917948718,0,0,0,2.966850829,0,SG,0.946533011,4.261142622,1.036977956,0.835930585,0.153580249,0.432509259,0.620496713,YK,1.626118842,0,1.18284983,0,0.510540397,0,2.179578426,YK,1.54483331,0,1.057138736,0,0.508797398,0,2.322946771,4035,-0.121463525,0.422560056,0.016299185,0.100793063,0.001902331,0.002919993,-0.423011103
4036,SG,0,0.92603575,3.939765458,0,1.287182166,0.591848174,0,0,1.262823102,3.11119403,0,1.085677083,0.511910609,0,,,,,,,,SG,0.934920789,4.208870114,1.089667427,0.8784039,0.151696248,0.427203518,0.61288492,MI,5.162485597,0,0.826876165,0,0.791867913,0,0.905030657,MI,5.621323303,0,0.926886319,0,0.757058947,0,0.741945312,4036,0.060380459,-0.042256883,0.025372437,-0.08584622,0.014653034,0.007710439,0.019986735
4037,MI,0,0.246942867,4.72771855,6.455021834,1.029745733,0.946957079,0,0,0.374169808,4.148258706,8.021164021,0.482523148,0.910063305,0,0,0,0,0,6.776025237,0,0,SG,0.946533154,4.261143269,1.036978117,0.835929936,0.153580276,0.432509304,0.620496803,MI,8.96753021,0,0.338440097,0,0.21076046,0,1.325170733,MI,8.323618305,0,0.497892833,0,0.241352916,0,1.313343097,4037,0.187619967,0.005056084,-0.167628088,-0.009879478,0.019277047,0.009600442,-0.044045974
4038,,,,,,,,,,,,,,,,,,,,,,,SG,0.938665149,4.162692674,1.105977815,0.891552878,0.150031912,0.422516491,0.606160682,RY,2.704992387,0,2.149279593,0,0.444950755,0,1.092460029,RY,2.534551524,0,2.23375944,0,0.398095525,0,1.155819188,,,,,,,,
4039,RY,0,0.92603575,1.969882729,0,1.93077325,0.591848174,0,0,1.262823102,1.555597015,0,1.628515625,0.511910609,0,,,,,,,,SG,0.948924228,4.097019211,1.118065521,0.901297047,0.148837278,0.415850579,0.596597481,MI,11.145258,4.982626267,0.712540984,0,0,0,0,MI,10.08307904,5.981505786,0.900223688,0,0,0,0,4039,-0.046707842,0.15201764,0.027601423,-0.20720687,0.017857587,0.010160693,0.046277369
4040,MI,0,0.617357167,7.879530917,0,1.287182166,0,0,0,0.962150935,5.33347548,0,1.24077381,0,0,0,0,24.04477612,0,0,0,0,SG,1.020789239,3.508189997,1.202741271,0.969556004,0.168007946,0.388100367,0.556785805,MI,11.145258,4.982626267,0.712540984,0,0,0,0,MI,9.946079808,0.644349501,0.337750943,0,0.369745308,0,0.632442889,4040,0.020779181,-0.16181509,0.028776145,-0.081148239,0.017781118,0.010157777,0.165469108
4041,RY,0,0.493885733,0,0,3.0892372,0.946957079,0,0,0.841882068,0,0,2.171354167,1.023821218,0,0,0,0,0,6.776025237,0,0,SG,0.962469994,4.004939139,1.134026821,0.914162943,0.154336045,0.406504773,0.583189554,SG,4.854412031,0,0.583851914,0,1.116872027,0,0.597926558,SG,4.81279435,0,0.622367722,0,1.161524068,0,0.489397212,4041,0.288620936,0.186587548,0.016730781,-0.376974964,0.007075897,0.005094786,-0.127134985
4042,YK,0,0.493885733,3.151812367,0,1.029745733,1.893914158,0,0,0.673505654,2.488955224,0,0.868541667,1.638113949,0,,,,,,,,SG,0.977741161,3.90083662,1.152020033,0.928668497,0.160922828,0.39593791,0.568030395,RY,1.83762486,0,3.60924765,0,0.347466074,0,0.197381793,RY,0.814218195,0,3.76114629,0,0.411159873,0,0.243052317,4042,0.229089312,0.022023383,0.022596539,-0.052392823,0.01338828,0.008216436,-0.242921126
4043,,,,,,,,,,,,,,,,,,,,,,,SG,0.985538666,3.849261576,1.161206336,0.936073785,0.162206031,0.390702997,0.560520164,RY,1.83762486,0,3.60924765,0,0.347466074,0,0.197381793,SG,0.301947666,0.516401747,1.404579781,0,1.475836404,0.113358896,0.435105965,,,,,,,,
4044,,,,,,,,,,,,,,,,,,,,,,,SG,1.01029009,3.634198747,1.190370673,0.959582916,0.166279928,0.384108275,0.551058576,RY,1.83762486,0,3.60924765,0,0.347466074,0,0.197381793,RY,2.536395988,0.349647016,1.632153417,0.015193751,0.680707647,0,1.110079869,,,,,,,,
4045,SG,0,1.234714333,7.879530917,0,0,0,0,0,1.683764136,6.22238806,0,0,0,0,,,,,,,,SG,0.936251409,4.214860354,1.083629722,0.873536765,0.151912139,0.427811575,0.613757205,MI,11.29946905,0,1.331136744,0,0.024064012,0,0.069621159,SG,1.263250437,0.78536099,1.822913985,0,1.105833675,0.113358896,0.431554876,4045,-0.232720924,-0.170167418,0.028331329,0.167846911,0.018823835,0.010675789,0.177210477
4046,,,,,,,,,,,,,,,,,,,,,,,SG,0.881381923,4.888202075,0.965601423,0.778392404,0.143009122,0.418047838,0.625569425,MI,11.84319949,0,0.810635173,0,0.078558346,0,0.280427622,RY,4.120881624,0.107583697,2.22369049,0,0.552784547,0,0.37609097,,,,,,,,
4047,,,,,,,,,,,,,,,,,,,,,,,SG,0.846172284,4.887842296,0.927028246,0.747297013,0.156625026,0.478739782,0.716389223,MI,11.84319949,0,0.810635173,0,0.078558346,0,0.280427622,MI,10.21778172,0.462609898,0.373926419,0,0.473351258,0,0.345554784,,,,,,,,
4048,,,,,,,,,,,,,,,,,,,,,,,SG,0.882187108,4.962922012,0.95820697,0.772430851,0.143139767,0.403106999,0.609658036,RY,3.202841414,0,2.46060833,0,0.239273702,0,1.050940378,RY,3.017623316,0,2.764149526,0,0.226337667,0,0.85225457,,,,,,,,
4049,,,,,,,,,,,,,,,,,,,,,,,SG,0.882186614,4.962923824,0.958206421,0.772431134,0.143139822,0.403106772,0.609658259,MI,7.710741551,0,0.328405906,0,0.018803388,0,2.080049324,MI,7.327874103,0.741263496,0.185602839,0,0.053241762,0.291494303,2.121190689,,,,,,,,
4050,,,,,,,,,,,,,,,,,,,,,,,SG,0.986378371,3.902538504,1.162196762,0.936871339,0.165476313,0.377950076,0.542223769,MI,8.375768188,0,0.027723924,0,1.012248661,0,0.251958223,SG,6.740938699,0,0.302058748,0,1.219691976,0,0.093117446,,,,,,,,
4051,,,,,,,,,,,,,,,,,,,,,,,SG,0.990763501,3.864917432,1.167363555,0.941036377,0.166211967,0.376684355,0.540408377,SG,0,0,0,0,1.666138036,0,1.54019786,SG,0,0,0,0,1.753942342,0,1.371845336,,,,,,,,
4052,SG,0,2.469428667,0,0,0,0,0,,,,,,,,0,1.835897436,0,0,0,0,0,SG,0.976645362,3.967966788,1.1507289,0.927626837,0.163843332,0.384286974,0.551314969,SG,0,0,0,0,1.593134266,0,1.680172417,SG,0,0,0.066504412,0,1.633870039,0,1.540909602,4052,-0.527023613,0.33367457,0.008743181,0.069840194,0.000809955,0.002309703,0.11164601
4053,RY,0,0,0,0,5.148728666,0,0,,,,,,,,0,0,0,0,6.776025237,0,0,SG,0.996072219,3.801187975,1.173618504,0.94607865,0.167102401,0.378702688,0.543303494,SG,0,0,0.060068501,0,2.143875654,0,0.568963378,SG,2.994221748,0,0.25138872,0,1.781859372,0,0.187531321,4053,,,,,,,
4054,,,,,,,,,,,,,,,,,,,,,,,SG,0.996071878,3.801190213,1.173618116,0.946078326,0.16710251,0.378702552,0.543303812,SG,0.157590618,0,0.895561172,0,1.596910567,0,0.802023453,SG,0.157590618,0,1.051553534,0,1.387540076,0,1.060011183,,,,,,,,
4055,SG,0,2.469428667,0,0,0,0,0,0,3.367528271,0,0,0,0,0,0,1.835897436,0,0,0,0,0,SG,0.996072105,3.801187549,1.173618375,0.946078542,0.167102387,0.378703005,0.543303935,MI,10.24339019,0,0.313175322,0,0.571269183,0,0.273848919,MI,10.2959204,0,0.207624527,0,0.701690116,0,0.105067143,4055,-0.581678227,0.243391515,0.01378782,0.096909142,0.009090374,0.007062863,0.211436513
