Origin,Sample_TopSchool,SC_Sample_Prob,SG_Sample_Prob,MI_Sample_Prob,OC_Sample_Prob,RY_Sample_Prob,YK_Sample_Prob,YG_Sample_Prob,SC_Family_Prob,SG_Family_Prob,MI_Family_Prob,OC_Family_Prob,RY_Family_Prob,YK_Family_Prob,YG_Family_Prob,SC_NonFam_Prob,SG_NonFam_Prob,MI_NonFam_Prob,OC_NonFam_Prob,RY_NonFam_Prob,YK_NonFam_Prob,YG_NonFam_Prob,Grav_Pred,SG_Norm_Grav,MI_Norm_Grav,OC_Norm_Grav,RY_Norm_Grav,SC_Norm_Grav,YG_Norm_Grav,YK_Norm_Grav,HZ_Pred,MI_Norm_HZ,OC_Norm_HZ,RY_Norm_HZ,SC_Norm_HZ,SG_Norm_HZ,YG_Norm_HZ,YK_Norm_HZ,Dist_Pred,MI_Norm_Dist,OC_Norm_Dist,RY_Norm_Dist,SC_Norm_Dist,SG_Norm_Dist,YG_Norm_Dist,YK_Norm_Dist
608,SC,5.944161260426321,0.0,0.0,0.0,1.9215309332401258,0.5897972320566462,2.86328125,4.013968377146183,0.0,0.0,0.0,1.996702722264667,0.6281355546279079,0.0,14.881118881118882,0.0,0.0,0.0,0.0,0.0,19.345454545454544,YK,0.6361537307169304,0.15544433705027932,0.6242959071052632,0.6696942871862985,3.6927545456904545,1.7336853694999999,1.2877103598648214,SC,0.0,0.0,1.944872709539035,5.9063372155236005,0.0,3.098322207162187,0.5572314825126989,SC,0.0,0.0,2.0314282932957406,5.7729698702081125,0.0,3.170886903721449,0.5163712113728578
609,RY,0.0,0.0,0.0,0.0,5.124082488640335,0.0,0.0,0.0,0.0,0.0,0.0,4.326189231573445,0.0,0.0,,,,,,,,SC,0.6093106415853248,0.14478027631284915,0.5979531730701755,0.64143592534079,4.146829825987025,1.6147494308749997,1.2265638207145155,RY,0.0,0.0,3.9232141670629885,2.1836611855384667,0.0,1.093548529713232,0.23481761162811252,RY,0.0,0.5498695346958865,3.729589007781907,1.9233037236082742,0.16816955834694056,0.48847260605924075,0.16352940891690773
610,,,,,,,,,,,,,,,,,,,,,,,SC,0.6379849403803434,0.14371451888268155,0.6260935574561404,0.6716226690178259,4.308320418683967,1.6734515068125,1.0779773600450597,RY,0.0,0.0,3.9232141670629885,2.1836611855384667,0.0,1.093548529713232,0.23481761162811252,SC,0.0,0.43014321707747083,1.0751532588543797,3.784206328180627,0.6582843723076462,0.743461063752424,1.0155292277665224
611,,,,,,,,,,,,,,,,,,,,,,,SC,0.6763198313025918,0.14962914911731842,0.6637133035964913,0.7119781082768263,4.038858301000928,1.7504555390624998,1.045926278010943,SC,0.0,0.023814165042235217,1.335413164450214,6.79904217603013,0.5804308536309546,0.0,0.013980378833935318,SC,0.06756703910614525,0.7559258402524721,0.7741150844802407,4.802235353705968,0.6335645233441582,0.4080663930320662,0.953733012557744
612,SC,6.793327154772938,0.616795691686301,0.0,0.0,1.2810206221600837,0.0,0.0,5.218158890290038,0.8438009787928222,0.0,0.0,1.0815473078933613,0.0,0.0,,,,,,,,SC,0.6950173068192529,0.15196765662569833,0.6820628976754385,0.7316620661936386,4.394020618405932,1.7778126566874999,0.8625175329063405,SC,0.0,0.023814165042235217,1.335413164450214,6.79904217603013,0.5804308536309546,0.0,0.013980378833935318,SC,0.02500088209350191,0.0,1.2705598181321613,6.417629009014064,0.6687942519392146,0.0,0.03345845674322967
613,RY,1.6983317886932345,0.5139964097385842,0.0,1.3395467836257309,1.708027496213445,1.376193541465508,0.0,1.4909025400828677,0.8036199798026877,0.0,1.7209399043460178,1.2360540661638413,1.166537458594686,0.0,0.0,0.0,0.0,0.0,4.489451476793248,1.9703703703703703,0.0,SC,0.6614269366509593,0.1310063955083799,0.6490980230263158,0.6962999992030758,5.10737870476367,1.5325962568749998,0.7477164506726746,RY,0.0,1.2696307616979,1.6470478448204777,1.7478029727529105,0.5180882275004062,0.0,1.4176005256603037,RY,0.0,1.2272576296202333,1.5958427139646072,1.8332789394279903,0.5626021343437777,0.0,1.356155345454425
614,SG,6.793327154772938,1.233591383372602,0.0,0.0,0.0,0.0,0.0,5.218158890290038,1.6876019575856445,0.0,0.0,0.0,0.0,0.0,,,,,,,,SC,0.6429052577751599,0.1326585037988827,0.6309221628070175,0.6768024092904579,4.770276977479147,1.55192226,0.9183622148760863,SC,0.0,0.20917602887447673,0.2663305404839794,6.253517365079147,1.0711867636360273,0.0,0.22211363632536255,SC,0.0,0.012365047233468285,0.1846297099731214,6.260114314168996,1.1194108550486874,0.19006733630952374,0.2121376713620035
615,SG,0.0,1.233591383372602,0.0,0.0,1.2810206221600837,1.1795944641132925,0.0,0.0,1.1250679717237628,0.0,0.0,1.4420630771911482,1.360960368360467,0.0,0.0,1.8292263610315187,0.0,0.0,0.0,0.0,0.0,SC,0.6173913880309662,0.12793392158659217,0.605883300745614,0.649942722125131,4.895992428433734,1.4903338133125001,0.9596098966269713,SG,0.0,0.0,1.2987109069422942,0.13586654309545876,1.1595759003702455,0.0,1.2576723834046009,SG,0.0,0.0,1.2215723924217452,0.04528884769848625,1.129700025936142,0.030541666666666665,1.4141499295683393
616,SC,9.05776953969725,0.8223942555817345,0.0,0.0,0.0,0.0,0.0,6.957545187053383,1.1250679717237628,0.0,0.0,0.0,0.0,0.0,,,,,,,,SC,0.6057803670346685,0.13331132424581005,0.5944886871491227,0.6377195205452639,4.542903787729379,1.4868351126875001,1.116175285239781,SC,0.0,0.0,0.03294053028411644,8.73735094223046,0.8453331810677825,0.0,0.03707296887213205,SC,0.0,0.0,0.1583807314670649,8.751069934081979,0.7827644648630847,0.0,0.036460192527138134
617,SC,8.73427777042235,0.17622734048180025,0.0,0.0,0.3660058920457382,1.011080969239965,0.0,6.7090614303729055,0.24108599394080632,0.0,0.0,0.3090135165409603,0.8749030939460145,0.0,,,,,,,,SC,0.5724347685358465,0.1259731179217877,0.5617651881140351,0.6026163683187696,5.15507260313253,1.4049912646875,1.0150227809655616,SC,0.0,0.0,0.31758812733854197,9.054424176717298,0.1511301711131047,0.0,0.9924818809953017,SC,0.0,0.0,0.33431354787440537,9.21788174571107,0.16989287947190945,0.0,0.8844322645918877
