HomeZone,Dist.SG,Dist.SC,Dist.MI,Dist.YK,Dist.YG,Dist.RY,Dist.OC
1,8.233101000000001,17.76699,27.435869999999998,24.330119999999997,11.45088,6.40715,7.1722280000000005
2,7.629588000000001,18.886470000000003,26.702720000000003,23.72661,11.6074,5.773918000000001,6.420753
3,6.983658,18.75429,26.05679,23.08068,10.7994,5.127988,5.7748230000000005
4,6.3033980000000005,19.600279999999998,25.34593,22.45217,11.284690000000001,4.417128,5.063962999999999
5,5.788057,20.27234,24.83059,21.93682,11.30364,3.901787,4.548622
6,6.541063,20.540509999999998,25.583599999999997,22.68983,11.5718,4.654793,5.301628000000001
7,7.402354,21.28565,26.44188,23.551119999999997,12.43309,5.516084,6.162919
8,7.723674,20.480580000000003,26.7632,23.872439999999997,12.16499,5.837404,6.4842390000000005
9,6.27425,22.89256,25.0224,22.42302,14.04,4.38798,5.034815
10,5.522103,21.884880000000003,24.27025,21.67087,13.032309999999999,3.635833,4.282667999999999
11,5.665893,22.336209999999998,24.41404,21.81466,13.46799,3.779623,4.426457999999999
12,5.534464,22.20478,24.282610000000002,21.68323,13.33657,3.6481940000000006,4.295029
13,4.57988,22.240209999999998,23.29217,20.728650000000002,12.95336,2.69361,3.3404450000000003
14,4.707007000000001,21.789830000000002,23.66225,20.85578,12.35491,2.8207370000000003,3.467572
15,4.434583,21.99531,23.33415,20.58711,12.56039,2.5483130000000003,3.1914590000000005
16,4.1230329999999995,21.50882,23.19424,20.23522,12.0739,2.236763,2.9122740000000005
17,3.7713759999999996,21.35868,22.96857,19.868389999999998,11.71433,1.9398499999999999,2.9789369999999997
18,3.4273759999999998,20.92309,22.95667,19.52439,11.27873,1.9279479999999998,2.9847550000000003
19,2.998926,21.124599999999997,22.795099999999998,18.93908,11.16379,1.7748770000000003,3.029925
20,2.9448090000000002,20.51185,22.21411,18.3581,10.18933,2.0357179999999997,3.793837
21,2.04452,21.09628,21.65202,17.796,10.020719999999999,1.38954,3.0301890000000005
22,2.09696,21.67088,21.93591,18.180130000000002,10.55742,0.859304,2.6174229999999996
23,2.6140079999999997,21.96523,22.14056,18.82589,11.06083,1.111839,2.1686460000000003
24,3.231132,22.05921,22.38614,19.443009999999997,11.677950000000001,1.35742,2.316919
25,3.41576,22.388060000000003,22.45262,19.67251,12.042309999999999,1.52949,2.1706479999999995
26,3.8004709999999995,22.40952,22.70866,20.05722,12.331299999999999,1.914201,2.561036
27,4.300751,22.59976,23.00846,20.5575,12.83158,2.4144810000000003,3.057627
28,4.003179,22.92112,22.70816,20.25993,12.85671,2.116909,2.758067
29,4.251977,22.725849999999998,22.95696,20.50873,12.83426,2.3657070000000004,3.006865
30,3.793629,23.39128,22.3311,20.351869999999998,13.42442,2.470145,2.5866260000000003
31,3.868599,23.04466,22.52672,20.125349999999997,12.90571,1.982329,2.623487
32,3.850784,23.89925,22.38826,20.34552,13.81101,2.378514,2.643781
33,3.591285,23.595650000000003,22.15121,20.13324,13.456700000000001,2.2902489999999998,2.320893
34,3.300822,23.18669,22.13946,19.71801,12.87608,1.617559,2.03043
35,3.0251409999999996,23.00173,21.86529,19.42413,12.66406,1.3645720000000001,1.7513470000000002
36,2.714894,23.09118,21.72307,19.11268,12.524049999999999,1.14567,1.4410999999999998
37,2.4224270000000003,22.88932,21.564880000000002,18.79774,12.09938,0.5361569999999999,1.56582
38,1.9160979999999999,22.64731,21.56691,18.29141,11.45362,0.0,1.6134779999999997
39,1.7455710000000002,21.96705,21.65692,17.828740000000003,10.75292,0.7890510000000001,2.391833
40,1.461703,22.33173,21.367639999999998,17.72337,11.1176,0.7708689999999999,2.04915
41,1.84044,21.59161,21.03763,17.18162,10.1878,1.5546710000000001,2.826109
42,1.572915,21.988049999999998,20.848869999999998,16.96979,10.69892,1.362023,2.5585839999999997
43,1.8320239999999999,21.57939,20.714,17.00462,10.29026,1.7738450000000001,2.970406
44,2.11164,22.425900000000002,20.344990000000003,16.10238,9.983844000000001,2.337701,3.3264099999999996
45,1.454818,22.050939999999997,20.33679,16.462889999999998,10.64086,1.7823470000000001,2.602305
46,1.297744,22.150380000000002,20.5961,17.012150000000002,10.86125,1.368845,2.283413
47,1.063099,22.18921,20.301779999999997,16.82319,10.900079999999999,1.620739,2.336951
48,1.199355,22.58058,21.110709999999997,17.55784,11.36645,0.8076460000000001,1.8125079999999998
49,0.881096,22.795080000000002,20.792450000000002,17.34601,11.580950000000001,1.0210160000000001,1.5806689999999999
50,1.5870020000000002,22.96194,21.23781,18.043509999999998,11.74781,0.414306,1.28836
51,1.268754,23.297130000000003,20.91956,17.826990000000002,12.083,1.163211,1.016395
52,2.177381,22.95132,21.30861,18.65052,12.16138,0.542853,1.302157
53,1.802905,23.59148,20.93413,18.36114,12.71289,1.163625,0.551616
54,2.600901,23.28761,21.609080000000002,19.07404,12.70926,1.153981,1.3271070000000003
55,2.291216,23.559900000000003,21.291619999999998,18.84946,12.96056,1.405284,1.01021
56,2.784157,23.37338,21.615509999999997,19.2573,13.06277,1.5416320000000001,1.5064870000000001
57,2.530745,23.546680000000002,21.358759999999997,19.08898,13.209010000000001,1.6600720000000002,1.249739
58,2.881105,23.49419,21.709130000000002,19.439349999999997,13.18557,1.753079,1.600099
59,3.157046,23.751669999999997,21.76302,19.71529,13.44106,2.008564,1.87604
60,3.376403,23.74839,21.94065,19.91836,13.559709999999999,2.1272159999999998,2.106011
61,3.434776,23.895310000000002,21.82757,19.99302,13.73812,2.305632,2.15377
62,3.4027329999999996,24.48507,21.23552,19.746560000000002,14.31758,2.885093,1.978244
63,2.662761,23.98372,21.2465,19.221,13.6751,2.2426120000000003,1.238272
64,2.764601,24.955509999999997,20.76123,18.87705,14.646889999999999,3.211828,1.532901
65,2.628072,24.13691,20.756439999999998,18.84612,13.75758,2.247083,1.034087
66,2.298354,24.25261,20.5194,18.4108,13.56956,2.059065,0.6182719999999999
67,1.897934,24.041330000000002,20.289060000000003,18.01038,13.09427,1.6134779999999997,0.0
68,0.97324,23.69382,20.39912,17.70016,12.47969,1.3740629999999998,0.70352
