,SG,MI,OC,RY,SC,YG,YK,SGNorm,MINorm,OCNorm,RYNorm,SCNorm,YGNorm,YKNorm,Origin
604,0.298221104,0.010398563,0.022459443,0.151160564,0.277697121,0.043494619,0.196568587,0.735765967,0.170327302,0.722051378,0.774559197,3.772974788,1.99259722,0.927484869,604
605,0.285460857,0.009946096,0.021498451,0.144692591,0.269146398,0.04160206,0.227653547,0.704284108,0.162915938,0.691156337,0.741416772,3.656799069,1.905894372,1.074155454,605
606,0.280590583,0.009350344,0.021131664,0.142223977,0.267274042,0.039110141,0.24031925,0.69226825,0.153157589,0.679364453,0.72876739,3.63136001,1.791733328,1.133917028,606
607,0.265946063,0.009482609,0.020028783,0.134801181,0.283342992,0.039479065,0.246919307,0.656137544,0.155324073,0.643907815,0.690732368,3.849683284,1.80863468,1.165058589,607
608,0.257846212,0.009489951,0.019418754,0.130695454,0.27179278,0.037843064,0.272913785,0.63615373,0.155444344,0.624295901,0.669694289,3.692754544,1.733685375,1.287710359,608
609,0.246966155,0.008838905,0.018599362,0.12518064,0.305213464,0.035246918,0.259954556,0.609310642,0.14478027,0.597953165,0.641435926,4.146829831,1.614749441,1.22656382,609
610,0.258588439,0.00877384,0.01947467,0.131071791,0.317099436,0.036528273,0.228463551,0.63798494,0.143714518,0.626093557,0.671622669,4.308320423,1.673451499,1.07797736,610
611,0.27412636,0.009134931,0.020644834,0.138947433,0.297266583,0.038209125,0.221670733,0.676319832,0.149629157,0.663713312,0.711978107,4.038858306,1.750455525,1.045926278,611
612,0.281704832,0.009277698,0.021215599,0.142788893,0.323407111,0.038806279,0.182799589,0.695017306,0.151967648,0.682062899,0.731662064,4.394020618,1.777812662,0.862517533,612
613,0.268089963,0.007998003,0.020190225,0.135887742,0.375911434,0.03345367,0.158468964,0.661426936,0.131006398,0.649098017,0.696299998,5.1073787,1.532596251,0.747716451,613
614,0.260582745,0.008098865,0.019624864,0.132082653,0.351100195,0.03387552,0.194635157,0.642905257,0.13265851,0.630922165,0.67680241,4.770276983,1.551922281,0.918362214,614
615,0.250241448,0.007810427,0.018846029,0.1268408,0.360353058,0.032531161,0.203377077,0.617391388,0.127933924,0.605883287,0.649942721,4.895992429,1.490333825,0.959609897,615
616,0.245535262,0.00813872,0.018491599,0.124455358,0.334365156,0.032454791,0.236559114,0.605780366,0.133311326,0.594488693,0.63771952,4.542903793,1.486835121,1.116175284,616
617,0.232019604,0.007690719,0.017473733,0.117604736,0.379421783,0.030668295,0.215121131,0.572434769,0.125973113,0.561765173,0.602616368,5.155072599,1.404991258,1.015022783,617
618,0.23254575,0.007236687,0.017513341,0.117871317,0.406164821,0.030230737,0.188437348,0.573732868,0.118536119,0.563038556,0.60398235,5.518421012,1.384945621,0.889118609,618
619,0.244710455,0.007605557,0.018429499,0.1240374,0.387927993,0.031812137,0.185476958,0.603745417,0.124578181,0.592492224,0.635577869,5.270643545,1.457393535,0.875150371,619
620,0.239729481,0.007097133,0.018054375,0.121512673,0.433633476,0.029685525,0.150287337,0.591456444,0.116250246,0.580432304,0.62264096,5.891628135,1.359968133,0.709112445,620
621,0.237320552,0.007375874,0.017872938,0.120291538,0.422545668,0.030851457,0.163741974,0.585513176,0.120815988,0.574599281,0.616383763,5.740981919,1.413382352,0.772596503,621
622,0.230756731,0.006553295,0.017378624,0.116964618,0.438283037,0.027410789,0.162652905,0.569319031,0.107342245,0.55870751,0.599336353,5.954800113,1.255756767,0.767457866,622
623,0.239586088,0.006641687,0.018043575,0.121439991,0.455052851,0.027268446,0.131967361,0.591102668,0.108790091,0.580085122,0.622268531,6.182645783,1.249235682,0.622671875,623
624,0.237419684,0.006581631,0.01788042,0.120341897,0.465512995,0.027021877,0.125241495,0.585757754,0.10780638,0.574839832,0.616641807,6.324764137,1.237939747,0.590936698,624
625,0.230381821,0.006542642,0.017350389,0.116774586,0.437570877,0.027366255,0.16401343,0.568394058,0.107167747,0.557799778,0.598362611,5.945124246,1.253716538,0.773877338,625
626,0.217674955,0.006949687,0.016393416,0.110333804,0.388921338,0.027691225,0.232035574,0.537043898,0.113835096,0.527033952,0.565359515,5.284139774,1.268604267,1.094831514,1001
627,0.225389319,0.006248131,0.016974396,0.114244016,0.402705018,0.024712611,0.209726509,0.556076644,0.10234369,0.545711947,0.585395762,5.471413872,1.132146478,0.989568914,1002
628,0.238885971,0.006622273,0.017990849,0.121085008,0.426819206,0.025639933,0.162956761,0.589375351,0.108472084,0.578390001,0.620449567,5.799045007,1.174629438,0.768891572,1003
629,0.21929538,0.006928573,0.016515453,0.111155156,0.391816925,0.027607095,0.226681419,0.541041782,0.113489247,0.53095732,0.569568187,5.323481113,1.264750051,1.069568586,1004
630,0.234151957,0.006491039,0.017634307,0.11868557,0.41836091,0.025131825,0.179544392,0.577695672,0.106322488,0.566927495,0.608154652,5.684125065,1.151351752,0.847158283,1005
631,0.240358261,0.006663093,0.018101729,0.121831385,0.429450154,0.025797956,0.157797422,0.593007759,0.109140715,0.581954704,0.624274068,5.834790786,1.181868854,0.744547863,1006
632,0.240446984,0.006665552,0.018108411,0.121876357,0.429608677,0.025807503,0.157486516,0.593226656,0.109181002,0.582169522,0.624504507,5.836944585,1.182306212,0.743080889,1007
633,0.213669566,0.007300503,0.016091765,0.108303576,0.386695697,0.029089063,0.238849831,0.52716187,0.119581427,0.517336115,0.554956457,5.253900752,1.332642693,1.126983754,1008
634,0.213669566,0.007300503,0.016091765,0.108303576,0.386695697,0.029089063,0.238849831,0.52716187,0.119581427,0.517336115,0.554956457,5.253900752,1.332642693,1.126983754,1009
635,0.21929538,0.006928573,0.016515453,0.111155156,0.391816925,0.027607095,0.226681419,0.541041782,0.113489247,0.53095732,0.569568187,5.323481113,1.264750051,1.069568586,1010
636,0.228490148,0.006334085,0.017207908,0.115815639,0.408244917,0.024524136,0.199383167,0.563726955,0.103751604,0.553219152,0.593448886,5.546682567,1.123511995,0.940765119,1011
637,0.227190625,0.006298066,0.017110055,0.115156945,0.405923052,0.024787913,0.203533344,0.560520796,0.103161619,0.550073265,0.590073685,5.515136182,1.135596249,0.960347223,1012
638,0.224142959,0.006495411,0.016880515,0.113612268,0.400477765,0.025881174,0.212509908,0.553001645,0.106394107,0.542693761,0.582158633,5.441152946,1.185681292,1.002702045,1013
639,0.228270606,0.006327999,0.017191374,0.115704359,0.407852661,0.02450055,0.200152451,0.563185306,0.103651915,0.552687599,0.592878678,5.54135311,1.122431444,0.944394895,1014
640,0.228583552,0.006336674,0.017214943,0.115862983,0.408411803,0.024534161,0.199055885,0.5639574,0.103794016,0.553445302,0.59369148,5.548949981,1.123971272,0.939220878,1015
641,0.232780677,0.006453031,0.01753105,0.117990504,0.415911221,0.024984667,0.184348849,0.574312475,0.105699923,0.563607882,0.604593076,5.650841983,1.144610075,0.869827529,1016
642,0.241612891,0.006697873,0.018196217,0.122467325,0.431691812,0.025932641,0.153401242,0.59610316,0.109710411,0.584992411,0.627532674,5.865247418,1.188039111,0.723805022,1017
643,0.243977419,0.006763421,0.018374293,0.123665843,0.435916535,0.026186405,0.145116083,0.601936885,0.110784085,0.5907174,0.633673981,5.922647275,1.199664667,0.684712513,1018
644,0.244031014,0.006764907,0.018378329,0.123693009,0.436012294,0.026192157,0.14492829,0.602069113,0.110808421,0.590847164,0.633813181,5.923948309,1.199928198,0.683826434,1019
645,0.228592655,0.006336932,0.017215644,0.115867704,0.408428446,0.024535161,0.199023457,0.563979859,0.103798246,0.553467855,0.593715674,5.549176107,1.124017075,0.939067872,1020
646,0.228592861,0.006336932,0.017215644,0.115867701,0.408428435,0.024535161,0.199023267,0.563980366,0.103798243,0.55346784,0.593715657,5.549175955,1.124017045,0.939066977,1021
647,0.231874644,0.006427914,0.017462815,0.117531259,0.414292404,0.024887399,0.187523564,0.572077126,0.105288515,0.561414197,0.602239869,5.628847675,1.140153948,0.884807033,1022
648,0.232780817,0.006453029,0.017531044,0.117990575,0.415911086,0.024984659,0.184348789,0.574312821,0.105699888,0.563607699,0.60459344,5.650840148,1.144609703,0.869827246,1023
649,0.235476697,0.006527768,0.017734091,0.119357047,0.420728222,0.025274035,0.17490214,0.580964048,0.106924118,0.570135476,0.611595353,5.716288909,1.157866721,0.825254385,1024
650,0.237808968,0.006592423,0.017909738,0.120539215,0.424895311,0.025524337,0.166730009,0.586718187,0.107983144,0.575782364,0.617652879,5.772905705,1.169333691,0.786695183,1025
651,0.230718034,0.006395845,0.017375693,0.116944896,0.412225498,0.024763258,0.191576775,0.569223559,0.104763231,0.5586133,0.599235292,5.600765336,1.134466766,0.903931614,1026
652,0.228592702,0.006336934,0.017215648,0.115867728,0.408428531,0.024535144,0.199023314,0.563979976,0.103798267,0.55346797,0.593715797,5.549177255,1.124016268,0.939067197,1027
653,0.243893637,0.006761092,0.018367966,0.123623261,0.435766437,0.026177412,0.145410194,0.601730177,0.110745939,0.590513999,0.633455789,5.920607937,1.199252698,0.686100241,1028
654,0.248350218,0.006884635,0.018703597,0.125882185,0.44372904,0.026655743,0.129794582,0.612725377,0.11276956,0.60130425,0.645030699,6.02879308,1.221166212,0.61241988,1029
655,0.249476906,0.006915875,0.018788467,0.126453391,0.445742515,0.026776696,0.125846149,0.615505123,0.113281265,0.604032741,0.647957605,6.056149464,1.226707403,0.593789684,1030
656,0.249172897,0.006907448,0.018765572,0.126299296,0.445199339,0.026744042,0.126911407,0.614755076,0.113143222,0.603296674,0.647168012,6.048769518,1.225211418,0.598815971,1031
657,0.253778716,0.007035121,0.019112425,0.128633748,0.453428177,0.02723839,0.110773422,0.626118475,0.115234504,0.614447702,0.659129935,6.160571889,1.247858757,0.522670862,1032
658,0.25436796,0.007051463,0.01915682,0.128932539,0.454481402,0.02730166,0.108708157,0.627572246,0.115502171,0.615874945,0.660660967,6.174881704,1.250757291,0.512926159,1033
659,0.251649103,0.006976085,0.018952041,0.127554303,0.449623224,0.027009816,0.118235427,0.620864331,0.1142675,0.609291495,0.653598772,6.108875315,1.237387208,0.557879418,1034
660,0.252951911,0.007012201,0.019050157,0.128214662,0.451951001,0.027149648,0.11367042,0.624078594,0.114859072,0.612445845,0.656982504,6.14050201,1.243793259,0.536339994,1035
661,0.254620584,0.007058466,0.019175845,0.129060588,0.454932515,0.027328749,0.107823254,0.628195516,0.115616881,0.616486598,0.661317098,6.181010817,1.251998314,0.508750852,1036
662,0.25293199,0.007011655,0.019048675,0.128204684,0.451915702,0.02714751,0.113739783,0.624029448,0.114850133,0.612398181,0.656931374,6.140022423,1.24369531,0.536667275,1037
663,0.255969129,0.00709585,0.019277406,0.12974413,0.457342098,0.02747349,0.103097897,0.631522623,0.116229222,0.619751691,0.664819627,6.213748985,1.258629263,0.486454836,1038
664,0.255447751,0.007081396,0.01923814,0.129479858,0.456410675,0.02741753,0.104924651,0.630236289,0.115992478,0.618489333,0.663465471,6.201094059,1.256065589,0.495074149,1039
665,0.256425022,0.007108481,0.019311722,0.129975211,0.458156519,0.027522422,0.101500622,0.632647396,0.116436124,0.620854925,0.666003703,6.224814248,1.260870944,0.478918289,1040
666,0.256425005,0.007108487,0.019311739,0.129975202,0.458156531,0.02752242,0.101500616,0.632647354,0.116436224,0.620855458,0.666003659,6.224814408,1.260870859,0.478918257,1041
667,0.25642506,0.007108489,0.019311743,0.12997523,0.458156416,0.027522426,0.101500637,0.632647488,0.116436249,0.62085559,0.6660038,6.224812847,1.260871127,0.478918359,1042
668,0.256425097,0.007108483,0.019311728,0.129975128,0.458156483,0.02752243,0.101500652,0.632647579,0.116436158,0.620855105,0.66600328,6.224813748,1.260871309,0.478918428,1043
669,0.256425097,0.007108483,0.019311728,0.129975128,0.458156483,0.02752243,0.101500652,0.632647579,0.116436158,0.620855105,0.66600328,6.224813748,1.260871309,0.478918428,1044
670,0.255581167,0.007085095,0.019248188,0.129547483,0.456648627,0.02743185,0.104457591,0.63056545,0.116053058,0.618812359,0.663811987,6.204327041,1.256721611,0.492870384,1045
671,0.256417971,0.007108292,0.019311209,0.129971637,0.458144048,0.027521665,0.101525179,0.632629999,0.11643303,0.620838427,0.665985389,6.2246448,1.260836271,0.479034155,1046
672,0.258188551,0.007157375,0.019444554,0.130869098,0.461307686,0.027711729,0.095321006,0.636998344,0.117237007,0.625125351,0.670584055,6.267628062,1.269543592,0.449760523,1047
673,0.256201155,0.007102282,0.01929488,0.129861739,0.457756618,0.027498394,0.102284933,0.632095074,0.11633458,0.620313472,0.66542226,6.219380932,1.259770162,0.482618961,1048
674,0.257247003,0.007131268,0.019373627,0.130391731,0.459624989,0.027610646,0.098620736,0.634675374,0.116809365,0.622845101,0.668137988,6.244765839,1.264912719,0.465329896,1049
675,0.257490931,0.00713803,0.019391997,0.130515372,0.460060816,0.027636827,0.097766027,0.635277188,0.116920127,0.623435697,0.668771531,6.25068727,1.266112138,0.461297058,1050
676,0.25707762,0.007126579,0.019360888,0.130305996,0.45932235,0.027592466,0.099214101,0.634257474,0.116732561,0.622435567,0.667698672,6.240653991,1.264079841,0.468129618,1051
677,0.2574909,0.007138029,0.019391995,0.130515477,0.460060761,0.027636824,0.097766015,0.635277111,0.116920113,0.623435622,0.66877207,6.250686515,1.266111985,0.461297002,1052
678,0.257360259,0.007134414,0.019382174,0.130449258,0.459827769,0.027622802,0.098223325,0.634954795,0.1168609,0.623119891,0.66843276,6.247520934,1.265469607,0.463454762,1053
679,0.257360282,0.007134414,0.019382176,0.13044927,0.45982781,0.027622804,0.098223243,0.634954853,0.11686091,0.623119948,0.668432821,6.247521502,1.265469722,0.463454375,1054
680,0.257360282,0.007134414,0.019382176,0.13044927,0.45982781,0.027622804,0.098223243,0.634954853,0.11686091,0.623119948,0.668432821,6.247521502,1.265469722,0.463454375,1055
681,0.257360392,0.007134417,0.019382184,0.130449326,0.45982758,0.027622816,0.098223285,0.634955123,0.11686096,0.623120213,0.668433105,6.247518378,1.265470261,0.463454572,1056
682,0.238484468,0.006611148,0.017960611,0.120881608,0.426102232,0.025596839,0.164363094,0.588384769,0.108289872,0.577417882,0.619407331,5.789303726,1.1726552,0.775527182,1057
683,0.245339971,0.006801193,0.018476909,0.124356485,0.438351018,0.026332649,0.140341776,0.605298548,0.111402786,0.594016405,0.637212888,5.955723741,1.206364486,0.662185526,1058
684,0.245340076,0.00680119,0.018476899,0.124356539,0.4383508,0.02633266,0.140341836,0.605298807,0.11140273,0.594016111,0.637213162,5.955720784,1.206365004,0.662185811,1059
685,0.251208226,0.006963864,0.018918838,0.127330952,0.448835464,0.026962496,0.119780159,0.619776607,0.114067309,0.608224045,0.652454302,6.098172295,1.235219365,0.565168052,1060
686,0.25392483,0.007039178,0.019123429,0.128707928,0.453689659,0.027254073,0.110260903,0.626478964,0.115300957,0.614801472,0.659510041,6.164124556,1.248577214,0.520252602,1061
687,0.245340104,0.006801191,0.018476902,0.124356438,0.43835085,0.026332663,0.140341852,0.605298877,0.111402743,0.594016179,0.637212645,5.95572147,1.206365143,0.662185887,1062
688,0.247842055,0.006870548,0.018665327,0.125624727,0.442821103,0.026601201,0.131575038,0.611471648,0.112538816,0.60007389,0.643711464,6.016457253,1.21866752,0.620820745,1063
689,0.252107009,0.006988786,0.018986544,0.127786522,0.450441743,0.027058964,0.116630433,0.621994068,0.11447553,0.610400738,0.654788679,6.119996243,1.239638782,0.550306452,1064
690,0.25571043,0.007088678,0.019257923,0.129613003,0.456879582,0.027445724,0.104004661,0.630884366,0.116111754,0.61912533,0.664147717,6.207464946,1.257357211,0.490733288,1065
691,0.250712823,0.006950137,0.018881546,0.127079845,0.447950739,0.026909324,0.121515586,0.618554356,0.113842464,0.60702514,0.651167609,6.086151833,1.232783411,0.573356452,1066
692,0.251541916,0.006973121,0.018943986,0.127500091,0.449432087,0.026998337,0.118610462,0.620599881,0.114218935,0.609032538,0.653320984,6.106278401,1.236861303,0.559648978,1067
693,0.256084918,0.007099059,0.019286126,0.129802821,0.457549106,0.027485918,0.102692052,0.631808296,0.116281799,0.620032039,0.665120361,6.216561531,1.25919861,0.484539906,1068
694,0.258132186,0.007155806,0.019440291,0.130840528,0.46120655,0.027705654,0.095518985,0.63685928,0.117211304,0.6249883,0.670437659,6.266253966,1.26926526,0.450694663,1069
695,0.258132069,0.007155809,0.0194403,0.130840469,0.461206769,0.027705641,0.095518942,0.636858993,0.11721136,0.624988596,0.670437356,6.266256937,1.269264687,0.45069446,1070
696,0.25813204,0.007155809,0.019440298,0.130840454,0.461206716,0.027705664,0.095519019,0.63685892,0.117211346,0.624988525,0.67043728,6.266256222,1.269265718,0.450694826,1071
697,0.258132217,0.007155807,0.019440293,0.130840423,0.461206606,0.027705657,0.095518996,0.636859358,0.117211318,0.624988376,0.67043712,6.266254725,1.269265414,0.450694718,1072
698,0.258132046,0.007155809,0.019440298,0.130840457,0.461206728,0.027705639,0.095519022,0.636858936,0.117211349,0.624988541,0.670437297,6.266256383,1.269264575,0.450694837,1073
699,0.255581059,0.007085092,0.01924818,0.129547428,0.456648857,0.027431838,0.104457547,0.630565184,0.116053009,0.618812098,0.663811707,6.204330162,1.25672108,0.492870175,1074
700,0.258132179,0.007155813,0.019440308,0.130840525,0.461206539,0.027705653,0.095518983,0.636859265,0.11721141,0.624988863,0.670437643,6.266253811,1.269265229,0.450694652,1075
701,0.25813204,0.007155809,0.019440298,0.130840454,0.461206716,0.027705664,0.095519019,0.63685892,0.117211346,0.624988525,0.67043728,6.266256222,1.269265718,0.450694826,1076
702,0.258132217,0.007155807,0.019440293,0.130840423,0.461206606,0.027705657,0.095518996,0.636859358,0.117211318,0.624988376,0.67043712,6.266254725,1.269265414,0.450694718,1077
703,0.258132217,0.007155807,0.019440293,0.130840423,0.461206606,0.027705657,0.095518996,0.636859358,0.117211318,0.624988376,0.67043712,6.266254725,1.269265414,0.450694718,1078
704,0.258132217,0.007155807,0.019440293,0.130840423,0.461206606,0.027705657,0.095518996,0.636859358,0.117211318,0.624988376,0.67043712,6.266254725,1.269265414,0.450694718,1079
705,0.256984838,0.007124007,0.0193539,0.130258967,0.459157001,0.027582507,0.099538779,0.634028564,0.116690431,0.622210924,0.667457693,6.238407452,1.263623621,0.46966157,1080
706,0.258132217,0.007155807,0.019440293,0.130840423,0.461206606,0.027705657,0.095518996,0.636859358,0.117211318,0.624988376,0.67043712,6.266254725,1.269265414,0.450694718,1081
707,0.25813204,0.007155809,0.019440298,0.130840454,0.461206716,0.027705664,0.095519019,0.63685892,0.117211346,0.624988525,0.67043728,6.266256222,1.269265718,0.450694826,1082
708,0.258132179,0.007155813,0.019440308,0.130840525,0.461206539,0.027705653,0.095518983,0.636859265,0.11721141,0.624988863,0.670437643,6.266253811,1.269265229,0.450694652,1083
709,0.258132069,0.007155809,0.0194403,0.130840469,0.461206769,0.027705641,0.095518942,0.636858993,0.11721136,0.624988596,0.670437356,6.266256937,1.269264687,0.45069446,1084
710,0.258132186,0.007155806,0.019440291,0.130840528,0.46120655,0.027705654,0.095518985,0.63685928,0.117211304,0.6249883,0.670437659,6.266253966,1.26926526,0.450694663,1085
711,0.258132217,0.007155807,0.019440293,0.130840423,0.461206606,0.027705657,0.095518996,0.636859358,0.117211318,0.624988376,0.67043712,6.266254725,1.269265414,0.450694718,1086
712,0.25813204,0.007155809,0.019440298,0.130840454,0.461206716,0.027705664,0.095519019,0.63685892,0.117211346,0.624988525,0.67043728,6.266256222,1.269265718,0.450694826,1087
713,0.25813204,0.007155809,0.019440298,0.130840454,0.461206716,0.027705664,0.095519019,0.63685892,0.117211346,0.624988525,0.67043728,6.266256222,1.269265718,0.450694826,1088
714,0.258132179,0.007155813,0.019440308,0.130840525,0.461206539,0.027705653,0.095518983,0.636859265,0.11721141,0.624988863,0.670437643,6.266253811,1.269265229,0.450694652,1089
715,0.258132179,0.007155813,0.019440308,0.130840525,0.461206539,0.027705653,0.095518983,0.636859265,0.11721141,0.624988863,0.670437643,6.266253811,1.269265229,0.450694652,1090
716,0.258132184,0.007155813,0.019440291,0.130840527,0.461206547,0.027705654,0.095518984,0.636859276,0.117211412,0.624988296,0.670437655,6.266253924,1.269265252,0.45069466,1091
717,0.258132069,0.007155809,0.0194403,0.130840469,0.461206769,0.027705641,0.095518942,0.636858993,0.11721136,0.624988596,0.670437356,6.266256937,1.269264687,0.45069446,1092
718,0.258132217,0.007155807,0.019440293,0.130840423,0.461206606,0.027705657,0.095518996,0.636859358,0.117211318,0.624988376,0.67043712,6.266254725,1.269265414,0.450694718,1093
719,0.25813204,0.007155809,0.019440298,0.130840454,0.461206716,0.027705664,0.095519019,0.63685892,0.117211346,0.624988525,0.67043728,6.266256222,1.269265718,0.450694826,1094
720,0.258132179,0.007155813,0.019440308,0.130840525,0.461206539,0.027705653,0.095518983,0.636859265,0.11721141,0.624988863,0.670437643,6.266253811,1.269265229,0.450694652,1095
721,0.258132211,0.007155813,0.019440311,0.13084042,0.461206595,0.027705656,0.095518994,0.636859342,0.117211424,0.624988939,0.670437103,6.26625457,1.269265383,0.450694707,1096
722,0.25813204,0.007155809,0.019440298,0.130840454,0.461206716,0.027705664,0.095519019,0.63685892,0.117211346,0.624988525,0.67043728,6.266256222,1.269265718,0.450694826,1097
723,0.25813204,0.007155809,0.019440298,0.130840454,0.461206716,0.027705664,0.095519019,0.63685892,0.117211346,0.624988525,0.67043728,6.266256222,1.269265718,0.450694826,1098
724,0.236268207,0.00654971,0.017793701,0.119758243,0.422142419,0.025358965,0.172128755,0.582916848,0.107283523,0.572051877,0.613651114,5.73550312,1.161757593,0.812168507,1099
725,0.236251574,0.006549243,0.017792432,0.119749701,0.422112311,0.02535718,0.172187559,0.582875812,0.107275871,0.572011077,0.613607346,5.735094045,1.161675808,0.812445968,1100
726,0.240166283,0.006657771,0.018087271,0.121734077,0.429107146,0.025777351,0.158470101,0.592534115,0.109053543,0.581489889,0.623775452,5.830130457,1.180924878,0.747721817,1101
727,0.235906204,0.006539675,0.017766438,0.119574753,0.421495627,0.025320111,0.173397192,0.582023722,0.107119147,0.571175398,0.612710898,5.726715371,1.159977586,0.818153472,1102
728,0.235998408,0.006542225,0.017773366,0.119621489,0.421659977,0.025330007,0.173074528,0.582251205,0.107160915,0.571398113,0.612950375,5.72894835,1.160430962,0.81663102,1103
729,0.240166283,0.006657771,0.018087271,0.121734077,0.429107146,0.025777351,0.158470101,0.592534115,0.109053543,0.581489889,0.623775452,5.830130457,1.180924878,0.747721817,1104
730,0.236244929,0.006549065,0.017791948,0.119746444,0.422100829,0.02535649,0.172210295,0.582859417,0.107272953,0.571995517,0.613590656,5.734938046,1.161644209,0.812553244,1105
731,0.24288705,0.006733188,0.018292176,0.123113163,0.433968363,0.026069374,0.148936686,0.599246744,0.110288873,0.588077401,0.630842003,5.89617813,1.194303196,0.702739561,1106
732,0.24288715,0.006733197,0.018292166,0.123113214,0.43396814,0.026069385,0.148936747,0.599246991,0.110289021,0.588077099,0.630842263,5.896175103,1.194303689,0.702739851,1107
733,0.245640674,0.006809523,0.018499538,0.124508904,0.43888788,0.026364924,0.139288559,0.606040436,0.111539224,0.594743916,0.637993893,5.9630179,1.207843076,0.657216051,1108
734,0.245640708,0.006809524,0.01849954,0.124508806,0.438887941,0.026364903,0.139288578,0.606040521,0.11153924,0.594743999,0.637993391,5.963018733,1.207842127,0.657216142,1109
735,0.242887048,0.006733195,0.018292176,0.123113162,0.43396836,0.026069374,0.148936685,0.59924674,0.110288975,0.588077397,0.630841999,5.896178093,1.194303189,0.702739557,1110
736,0.245640536,0.006809525,0.018499545,0.124508834,0.438888041,0.026364909,0.13928861,0.606040098,0.111539265,0.594744134,0.637993537,5.963020089,1.207842402,0.657216292,1111
737,0.242887152,0.006733191,0.018292166,0.123113215,0.433968143,0.026069385,0.148936748,0.599246995,0.110288919,0.588077103,0.630842267,5.89617514,1.194303697,0.702739856,1112
738,0.246255133,0.006826563,0.018545831,0.124820357,0.439986146,0.026430875,0.137135096,0.60755642,0.111818338,0.596232193,0.639589807,5.977939661,1.210864443,0.6470552,1113
739,0.245640702,0.006809524,0.01849954,0.124508803,0.43888793,0.026364927,0.139288575,0.606040506,0.111539237,0.594743984,0.637993376,5.963018587,1.207843216,0.657216126,1114
740,0.245640674,0.006809523,0.018499538,0.124508904,0.43888788,0.026364924,0.139288559,0.606040436,0.111539224,0.594743916,0.637993893,5.9630179,1.207843076,0.657216051,1115
741,0.245640674,0.006809523,0.018499538,0.124508904,0.43888788,0.026364924,0.139288559,0.606040436,0.111539224,0.594743916,0.637993893,5.9630179,1.207843076,0.657216051,1116
742,0.24564053,0.006809525,0.018499544,0.124508831,0.43888803,0.026364933,0.139288606,0.606040083,0.111539262,0.594744119,0.637993521,5.963019943,1.20784349,0.657216276,1117
743,0.246255297,0.006826567,0.018545826,0.124820325,0.439986032,0.026430892,0.137135061,0.607556825,0.111818413,0.596232039,0.639589641,5.977938114,1.21086525,0.647055033,1118
744,0.250370243,0.00694064,0.018855746,0.1269062,0.447338649,0.026872555,0.122715967,0.61770915,0.113686908,0.606195687,0.650277839,6.077835579,1.231098909,0.579020302,1119
745,0.247853901,0.006870883,0.018666236,0.125630732,0.442842679,0.026602472,0.131533097,0.611500874,0.112544299,0.600103127,0.643742231,6.016750387,1.218725768,0.620622851,1120
746,0.252273132,0.006993391,0.018999055,0.127870725,0.450738555,0.027076794,0.116048348,0.622403923,0.114550962,0.610802954,0.655220143,6.124028933,1.240455626,0.547559956,1121
747,0.251339907,0.006967521,0.018928773,0.127397698,0.449071156,0.02697663,0.119318316,0.620101488,0.114127208,0.608543434,0.652796313,6.101374553,1.235866857,0.5629889,1122
748,0.251455929,0.00697073,0.018937493,0.127456388,0.449278036,0.026989083,0.118912341,0.620387734,0.114179785,0.608823781,0.653097046,6.104185364,1.236437346,0.561073359,1123
749,0.251708646,0.006977743,0.018956543,0.127584602,0.449729984,0.027016207,0.118026275,0.621011234,0.114294643,0.609436223,0.653754025,6.110325828,1.237679987,0.556892563,1124
750,0.251648417,0.006976073,0.018952007,0.127554073,0.449621956,0.027009743,0.118237731,0.620862638,0.114267294,0.609290397,0.653597594,6.108858087,1.237383833,0.557890292,1125
751,0.258132217,0.007155807,0.019440293,0.130840423,0.461206606,0.027705657,0.095518996,0.636859358,0.117211318,0.624988376,0.67043712,6.266254725,1.269265414,0.450694718,1126
752,0.258132069,0.007155809,0.0194403,0.130840469,0.461206769,0.027705641,0.095518942,0.636858993,0.11721136,0.624988596,0.670437356,6.266256937,1.269264687,0.45069446,1127
753,0.255710467,0.007088672,0.019257908,0.129612901,0.456879648,0.027445728,0.104004676,0.630884457,0.116111663,0.619124846,0.664147198,6.207465842,1.257357393,0.490733359,1128
754,0.258132179,0.007155813,0.019440308,0.130840525,0.461206539,0.027705653,0.095518983,0.636859265,0.11721141,0.624988863,0.670437643,6.266253811,1.269265229,0.450694652,1129
755,0.256725826,0.007116826,0.019334394,0.130127681,0.458694223,0.027554733,0.100446316,0.633389535,0.11657282,0.621583806,0.666784971,6.232119844,1.262351201,0.473943674,1130
756,0.258132069,0.007155809,0.0194403,0.130840469,0.461206769,0.027705641,0.095518942,0.636858993,0.11721136,0.624988596,0.670437356,6.266256937,1.269264687,0.45069446,1131
757,0.257163698,0.007128965,0.019367371,0.130349627,0.459476572,0.027601705,0.098912064,0.634469844,0.116771646,0.622643979,0.667922239,6.242749344,1.264503095,0.46670449,1132
758,0.258132069,0.007155809,0.0194403,0.130840469,0.461206769,0.027705641,0.095518942,0.636858993,0.11721136,0.624988596,0.670437356,6.266256937,1.269264687,0.45069446,1133
759,0.256034702,0.007097667,0.019282344,0.129777368,0.457459386,0.027480528,0.102868004,0.631684405,0.116258998,0.619910458,0.664989939,6.215342537,1.258951697,0.485370111,1134
