Level,Status,Mode,Gender,Licence,Work,Car_Avail,Family,Cars,Children,Adults,Income,Time.Auto,Time.Transit,Time.Walk,Time.Bike
UG,FT,Transit,Male,0,Other,0,Family,1,0,4,Unknown,22.45485,85.64363700000001,317.28959999999995,84.61055999999999
UG,FT,Transit,Female,1,Other,0,Family,1,0,5,High,11.20156,63.245267000000005,110.45350499999999,29.454267999999995
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,25.43486,55.96229399999999,155.41545000000002,41.444120000000005
UG,FT,Walk,Male,0,Other,0,Other,0,0,1,Unknown,0.0,0.0,0.0,0.0
UG,PT,Bike,Female,1,FT,0,Other,1,0,2,Low,15.07195,60.45844500000001,103.451175,27.58698
Grad,FT,Bike,Female,1,Other,1,Other,0,0,2,Low,3.068723,25.742024,23.927640000000004,6.380704000000001
UG,FT,Transit,Female,1,PT,0,Family,2,0,3,Unknown,58.51306999999999,156.08578899999998,431.42310000000003,115.04616
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Unknown,42.761959999999995,93.689049,272.89320000000004,72.77152000000001
Grad,FT,Walk,Male,1,Other,0,Other,0,0,2,Low,4.911077,31.749745,33.225285,8.860076
UG,FT,Transit,Female,1,Other,1,Family,2,1,3,Unknown,35.55621,140.7826,371.2434,98.99824000000001
Grad,FT,Transit,Male,1,Other,1,Family,1,0,2,Low,11.34923,39.849031,65.27565,17.40684
UG,FT,Walk,Male,1,Other,0,Other,0,0,1,High,2.845125,24.990155,27.043575,7.21162
UG,FT,Transit,Male,1,Other,1,Family,2,3,4,Unknown,4.458424,41.395728999999996,47.800875,12.7469
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,42.42263,110.16078,265.49834999999996,70.79956
UG,FT,Transit,Female,0,PT,0,Other,0,0,3,Low,6.993628,41.961507,63.52813499999999,16.940836
Grad,FT,Bike,Female,0,Other,0,Other,0,0,2,Low,2.168042,23.855995999999998,19.46616,5.190976
UG,FT,Transit,Female,1,Other,1,Family,2,1,5,Low,22.31565,94.731283,205.39905000000002,54.77308
Grad,FT,Bike,Female,0,Other,0,Other,0,0,1,Unknown,3.4422599999999997,30.10613,27.606600000000004,7.36176
Other,Other,Transit,Female,1,Other,1,Family,2,0,3,High,18.765,48.600686,113.02405499999999,30.139748
UG,FT,Bike,Male,0,Other,0,Other,0,0,2,Unknown,2.014925,20.126511999999998,15.20709,4.055224
UG,FT,Transit,Male,1,Other,1,Family,2,1,4,Low,16.34346,58.225728,172.3128,45.95008
UG,FT,Walk,Female,0,PT,0,Other,0,0,3,Low,2.523888,24.493026999999998,28.469009999999997,7.591736
UG,FT,Transit,Female,1,Other,1,Family,2,0,3,High,65.03103,193.27209,733.6985999999999,195.65295999999998
UG,FT,Transit,Male,1,Other,1,Family,2,1,3,Unknown,1.070916,19.683979,10.70916,2.8557759999999996
UG,FT,Walk,Female,0,Other,0,Other,0,0,1,Unknown,0.0,0.0,0.0,0.0
UG,PT,Transit,Female,0,Other,0,Family,1,0,2,Unknown,27.57978,71.844505,157.296,41.9456
Grad,FT,Walk,Female,1,Other,0,Other,1,0,2,Low,2.0714900000000003,24.722109,19.031309999999998,5.075016
UG,FT,Bike,Female,0,Other,0,Other,0,0,2,Unknown,3.068723,25.742024,23.927640000000004,6.380704000000001
Grad,FT,Transit,Other,1,Other,0,Other,0,0,1,Low,11.27827,44.993718,74.18136,19.781696
UG,FT,Auto,Male,1,Other,1,Family,2,0,4,Unknown,63.612559999999995,155.29644,514.26,137.136
Grad,FT,Transit,Male,1,Other,0,Other,0,0,1,Low,5.704483,36.318000000000005,56.28550500000001,15.009468
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Low,77.24351999999999,341.527159,506.52285000000006,135.07276000000002
Grad,FT,Transit,Male,0,Other,0,Other,1,0,2,Unknown,28.746740000000003,58.22035,160.44959999999998,42.786559999999994
UG,FT,Walk,Male,1,Other,0,Other,0,0,3,Unknown,1.464106,25.325449,14.598600000000001,3.89296
Grad,PT,Auto,Female,1,Other,0,Family,2,0,3,High,82.66986,110.709398,598.1598,159.50928
Grad,FT,Walk,Female,1,Other,0,Other,1,0,1,Low,2.014925,20.126511999999998,15.20709,4.055224
UG,FT,Auto,Male,1,Other,0,Family,2,0,3,Unknown,6.488389,37.788565000000006,57.41200500000001,15.309868
Other,Other,Bike,Male,1,Other,0,Other,0,0,2,Unknown,11.39402,44.736421,71.05376999999999,18.947671999999997
Grad,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,15.891110000000001,45.144366,87.02386499999999,23.206363999999997
UG,FT,Bike,Female,1,PT,1,Other,1,0,2,Unknown,15.891110000000001,45.144366,87.02386499999999,23.206363999999997
UG,FT,Transit,Female,0,Other,0,Family,1,1,2,Low,31.373890000000003,72.71069200000001,199.884,53.3024
UG,FT,Walk,Female,0,Other,0,Other,1,0,2,Unknown,1.117177,20.195869,11.101709999999999,2.9604559999999998
Grad,FT,Transit,Male,1,Other,1,Family,2,0,3,Low,40.63349,104.205554,253.60425,67.62780000000001
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Low,49.247,110.824386,324.02639999999997,86.40704
UG,FT,Auto,Female,1,PT,0,Other,1,0,3,Low,65.9108,109.298795,505.35255,134.76067999999998
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Low,53.6249,127.044329,366.55080000000004,97.74688
Grad,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,17.063570000000002,50.644287,91.32579,24.353544
UG,FT,Bike,Female,1,Other,0,Other,1,0,3,Unknown,4.289724,29.3483,30.6678,8.17808
Other,Other,Auto,Male,1,Other,0,Family,2,0,4,Low,67.73965,110.953276,542.6027999999999,144.69407999999999
UG,FT,Walk,Female,1,Other,0,Other,0,0,6,High,2.924953,24.128386,16.985265000000002,4.529404
UG,FT,Transit,Female,1,Other,1,Family,2,0,8,Unknown,84.95065,106.249153,728.7026999999999,194.32072
Grad,FT,Transit,Female,1,PT,0,Other,2,0,3,Low,28.05695,68.035251,157.33530000000002,41.95608
UG,FT,Transit,Female,1,Other,1,Family,2,1,3,Unknown,43.47446,136.60148999999998,417.09405,111.22508
UG,FT,Transit,Male,0,Other,0,Family,2,1,5,Unknown,8.014766999999999,48.419393,77.87364,20.766304
UG,FT,Transit,Male,0,Other,0,Family,1,0,3,Unknown,11.34923,39.849031,65.27565,17.40684
UG,FT,Transit,Female,0,Other,0,Family,2,1,4,Unknown,46.99037,146.437145,312.34365,83.29164
UG,FT,Transit,Female,0,Other,0,Family,1,1,4,Unknown,33.04224,68.08604700000001,193.965,51.724
Grad,FT,Auto,Female,1,PT,0,Other,1,0,2,High,80.99866,83.76142899999998,693.8706,185.03216
Grad,PT,Transit,Male,1,Other,1,Other,0,0,1,Unknown,29.070829999999997,57.75046700000001,176.15535,46.97476
Other,Other,Auto,Female,1,Other,0,Other,1,0,1,High,26.70723,67.81303199999999,165.76815,44.20484
UG,FT,Walk,Female,1,Other,1,Other,0,0,3,Unknown,2.595157,27.40234,23.805030000000002,6.348008000000001
Grad,FT,Bike,Female,1,PT,0,Other,0,0,3,Low,11.34923,39.849031,65.27565,17.40684
Grad,FT,Walk,Female,1,Other,0,Other,0,0,2,Unknown,3.320328,31.447038,28.74147,7.664391999999999
UG,FT,Transit,Female,0,Other,0,Family,1,0,2,Low,6.804342999999999,40.848542,88.014375,23.4705
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Unknown,56.82108,88.755325,411.42975,109.7146
UG,PT,Auto,Male,1,Other,0,Family,1,0,2,Low,107.5723,168.40553,877.10295,233.89412
UG,FT,Transit,Female,0,Other,0,Other,0,0,1,Low,21.21702,47.152092,115.8954,30.90544
Grad,PT,Transit,Female,1,Other,1,Family,1,0,4,Unknown,32.266729999999995,64.12449699999999,201.13604999999998,53.63628
UG,FT,Transit,Female,1,Other,1,Family,2,1,3,Low,38.80603,183.72878,397.82625,106.087
Grad,PT,Bike,Male,1,Other,0,Other,0,0,2,Unknown,3.320328,31.447038,28.74147,7.664391999999999
UG,FT,Auto,Female,1,PT,1,Other,2,0,3,High,46.49458,125.45069999999998,561.0462000000001,149.61232
Grad,FT,Bike,Female,1,Other,0,Other,0,0,1,Unknown,21.731370000000002,54.169909,122.763945,32.737052000000006
UG,FT,Walk,Male,0,Other,0,Family,1,0,2,Unknown,2.595157,27.40234,23.805030000000002,6.348008000000001
UG,FT,Walk,Male,1,Other,1,Other,0,0,2,Unknown,2.845125,24.990155,27.043575,7.21162
Grad,FT,Transit,Female,1,PT,0,Other,1,0,2,Low,3.553124,21.142841,37.516515,10.004404000000001
UG,FT,Transit,Female,1,Other,0,Other,0,0,2,Unknown,7.019825999999999,31.444467,96.208185,25.655516
UG,FT,Walk,Female,1,Other,0,Other,0,0,2,Unknown,4.289724,29.3483,30.6678,8.17808
UG,FT,Walk,Female,1,Other,0,Family,1,0,3,High,3.235257,24.180734,34.47531,9.193416
UG,FT,Transit,Male,0,PT,0,Family,0,1,4,Low,17.88877,71.55026699999998,225.87225,60.2326
Grad,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,26.35662,53.54924200000001,149.523795,39.873012
Grad,FT,Transit,Male,1,Other,1,Family,1,0,5,Unknown,20.04374,46.728209,121.15327500000001,32.30754
Other,Other,Transit,Female,1,Other,0,Other,1,0,2,Unknown,9.51093,33.826613,60.55161000000001,16.147096
UG,FT,Transit,Female,1,Other,0,Other,1,0,2,High,83.54911,114.730827,712.5762000000001,190.02032
UG,FT,Transit,Female,0,Other,0,Family,2,1,3,Unknown,28.375840000000004,119.52723999999999,316.71705000000003,84.45788
UG,FT,Transit,Male,1,Other,0,Family,2,0,6,Low,10.66795,47.679045,110.51138999999999,29.469703999999997
UG,PT,Walk,Female,1,PT,1,Other,1,0,1,High,2.845125,24.990155,27.043575,7.21162
UG,FT,Transit,Female,1,Other,0,Other,1,0,1,Unknown,3.4422599999999997,30.10613,27.606600000000004,7.36176
UG,FT,Transit,Male,0,Other,0,Family,0,0,1,Unknown,2.49745,26.741172,26.414505000000002,7.043868000000001
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Low,14.064329999999998,46.565209,78.51631499999999,20.937683999999997
UG,FT,Transit,Female,1,Other,1,Family,1,0,3,Unknown,48.446290000000005,100.523109,303.44084999999995,80.91756
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,30.38813,57.663367,183.95625,49.055
Grad,FT,Transit,Female,1,Other,0,Other,0,0,2,Low,10.911489999999999,42.701539000000004,73.300215,19.546723999999998
UG,FT,Transit,Male,0,Other,0,Other,1,0,2,Low,7.019825999999999,31.444467,96.208185,25.655516
UG,FT,Transit,Female,0,Other,0,Family,1,2,3,Unknown,85.12505999999999,155.035394,646.2370500000001,172.32988
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,8.014766999999999,48.419393,77.87364,20.766304
UG,FT,Transit,Female,1,Other,0,Family,2,0,3,Unknown,39.04104,108.685469,254.82360000000003,67.95296
UG,FT,Transit,Female,0,PT,0,Family,1,0,3,Unknown,15.449729999999999,40.761038,90.11724,24.031264
Grad,FT,Transit,Female,1,Other,0,Other,2,0,2,Unknown,90.66404,142.27033,683.6868000000001,182.31648
UG,FT,Transit,Male,1,Other,0,Family,1,0,4,High,16.23431,64.393991,209.04584999999997,55.74556
UG,FT,Transit,Male,1,Other,0,Family,2,0,4,High,33.47683,71.627554,213.23594999999997,56.862919999999995
UG,FT,Transit,Female,0,PT,0,Family,1,0,4,Unknown,19.3224,73.359381,236.61540000000002,63.09744
UG,FT,Bike,Female,1,Other,1,Other,0,0,1,Unknown,3.6553769999999997,29.778864,31.674599999999998,8.44656
UG,FT,Transit,Female,0,PT,0,Family,1,1,3,Unknown,7.606971000000001,32.917701,51.41064,13.709503999999999
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,Unknown,16.95755,62.36549,116.842875,31.158099999999997
UG,FT,Transit,Female,1,Other,1,Family,2,0,4,Unknown,35.729409999999994,83.034467,219.6612,58.57632
UG,FT,Transit,Female,0,Other,0,Family,2,0,4,High,3.8054660000000005,29.997358,41.69588999999999,11.118903999999999
UG,FT,Bike,Female,0,Other,0,Other,1,1,1,Low,2.168042,23.855995999999998,19.46616,5.190976
UG,FT,Transit,Female,0,PT,0,Family,1,0,3,Unknown,42.725570000000005,113.692423,299.08815,79.75684
Grad,FT,Transit,Female,1,Other,0,Other,2,0,2,Low,104.5249,368.89263,1014.4852500000001,270.5294
UG,FT,Auto,Female,1,Other,0,Family,2,1,3,Unknown,54.03226,120.68021999999999,583.0166999999999,155.47111999999998
Grad,PT,Bike,Female,0,Other,0,Other,0,1,3,High,7.961721000000001,35.038115999999995,50.06562,13.350832
UG,FT,Transit,Female,0,Other,0,Family,1,0,2,Unknown,24.49155,72.806517,163.77030000000002,43.67208
UG,FT,Transit,Female,0,PT,0,Family,2,0,5,Unknown,28.881420000000002,124.18495,317.96025,84.7894
UG,FT,Transit,Male,1,Other,0,Family,2,2,4,Unknown,80.31863,196.84946,517.1945999999999,137.91855999999999
Grad,FT,Transit,Female,1,Other,0,Family,2,0,3,High,36.813829999999996,84.62962900000001,236.31705,63.01788
UG,FT,Transit,Female,1,Other,0,Other,2,0,3,Low,117.5061,213.24740000000003,1012.07955,269.88788
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Unknown,21.53976,99.999714,196.7325,52.462
UG,FT,Transit,Female,0,Other,0,Other,0,0,1,Unknown,1.710853,20.776487,15.946485,4.252396
UG,FT,Transit,Male,0,Other,0,Family,2,1,4,Unknown,72.04015,82.94213599999998,507.1407,135.23752
UG,FT,Transit,Female,0,Other,0,Family,0,0,2,Unknown,18.467979999999997,99.265354,215.9334,57.58224
UG,FT,Transit,Female,0,Other,0,Other,0,0,3,Low,28.00275,96.577332,250.38615,66.76964
Grad,FT,Walk,Male,1,Other,0,Other,1,0,2,Low,2.0714900000000003,24.722109,19.031309999999998,5.075016
Grad,FT,Transit,Male,0,Other,0,Other,0,0,1,Low,32.46472,84.32052,202.0245,53.8732
UG,FT,Transit,Male,0,Other,0,Family,1,0,3,Low,5.793533999999999,26.869722000000003,74.87325,19.9662
UG,FT,Transit,Female,0,Other,0,Family,0,0,3,Unknown,16.92415,79.940172,259.80764999999997,69.28204
UG,FT,Walk,Female,0,Other,0,Other,0,0,2,Unknown,2.845125,24.990155,27.043575,7.21162
UG,FT,Transit,Female,0,Other,0,Family,0,0,2,Unknown,57.924659999999996,145.44320000000005,663.8931,177.03816
UG,FT,Bike,Male,0,Other,0,Other,0,0,1,Low,2.845125,24.990155,27.043575,7.21162
UG,FT,Walk,Male,0,Other,0,Other,0,0,2,Unknown,2.168042,23.855995999999998,19.46616,5.190976
Grad,FT,Transit,Male,0,Other,0,Other,1,0,5,Unknown,17.36111,37.486876,89.375625,23.8335
Grad,FT,Bike,Male,1,Other,1,Other,1,0,2,Unknown,2.776623,26.813798,23.593725,6.29166
UG,PT,Transit,Female,1,Other,0,Other,0,0,1,Low,28.569909999999997,89.085871,323.15189999999996,86.17384
UG,FT,Transit,Female,1,Other,0,Other,0,0,4,Unknown,17.32677,50.267222,94.28902500000001,25.14374
UG,FT,Transit,Female,0,Other,0,Family,2,0,3,Unknown,40.818020000000004,113.97034,270.6438,72.17168
UG,FT,Auto,Male,1,Other,0,Other,1,0,1,Unknown,6.41246,36.009248,56.021294999999995,14.939011999999998
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,35.76352,104.554086,338.0775,90.154
Other,Other,Walk,Male,1,Other,1,Other,0,1,0,Low,1.15247,17.169234,11.262285,3.003276
Grad,FT,Bike,Female,1,Other,0,Other,0,0,3,Unknown,6.703013,35.563364,40.687425,10.84998
UG,FT,Transit,Male,0,Other,0,Family,1,0,3,Unknown,9.296627,54.166463,87.31473,23.283928
Grad,FT,Transit,Female,1,Other,1,Family,2,0,5,Unknown,59.398419999999994,133.50385599999998,405.13875,108.037
Grad,FT,Bike,Male,1,Other,0,Other,0,0,3,Low,5.576192,29.470396,31.67763,8.447368
UG,FT,Transit,Female,0,Other,0,Family,2,1,5,Low,26.7832,100.209411,242.9046,64.77456
UG,FT,Bike,Female,1,Other,0,Family,1,0,3,Unknown,27.26407,60.950132,157.5249,42.00664
Grad,FT,Transit,Male,0,Other,0,Family,1,0,4,Unknown,35.95337,84.69884400000002,237.7227,63.392720000000004
UG,FT,Transit,Female,1,Other,0,Family,1,1,4,Low,11.20127,53.13383500000001,130.252965,34.734123999999994
UG,FT,Walk,Female,0,Other,0,Other,0,0,6,High,1.117177,20.195869,11.101709999999999,2.9604559999999998
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,3.156252,24.272578,32.93961,8.783896
UG,FT,Transit,Male,0,Other,0,Family,1,0,3,Unknown,10.83836,52.537251,163.0029,43.46744
UG,FT,Transit,Female,0,Other,0,Family,2,2,2,Unknown,119.4161,165.41929,1101.0163499999999,293.60436
UG,FT,Auto,Female,0,Other,0,Family,2,0,5,Unknown,28.46603,102.52342,340.1757,90.71352
UG,PT,Transit,Female,1,Other,0,Family,2,0,3,Unknown,32.04898,67.73028000000001,189.6813,50.58168
UG,FT,Walk,Male,1,Other,0,Other,2,0,4,High,1.9089990000000001,17.573247000000002,19.08999,5.090664
Grad,FT,Bike,Male,1,Other,0,Other,1,0,3,Unknown,4.911077,31.749745,33.225285,8.860076
Grad,FT,Transit,Female,0,Other,0,Other,0,0,2,Unknown,30.450940000000003,58.182047,184.32285000000002,49.15276
UG,PT,Walk,Female,0,Other,0,Family,0,1,1,Low,2.168042,23.855995999999998,19.46616,5.190976
UG,FT,Transit,Female,0,Other,0,Family,1,1,2,High,49.98917,141.995128,354.97215,94.65924000000001
Grad,FT,Transit,Male,0,PT,0,Other,0,1,2,Low,22.66934,53.54643000000001,140.526,37.4736
Grad,PT,Auto,Female,1,Other,0,Other,1,0,1,Unknown,126.92399999999999,263.38505,1153.878,307.7008
UG,FT,Transit,Female,0,Other,0,Family,2,2,3,Unknown,66.42065,171.39808,556.9902,148.53072
UG,FT,Bike,Female,1,PT,1,Other,1,0,2,High,6.41246,36.009248,56.021294999999995,14.939011999999998
UG,FT,Transit,Male,1,Other,1,Family,1,2,4,Low,35.729659999999996,138.666201,445.75125,118.867
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Unknown,10.83578,48.352633000000004,138.72144,36.992384
UG,FT,Walk,Male,0,Other,0,Other,0,0,2,High,0.0,0.0,0.0,0.0
UG,FT,Transit,Female,1,Other,1,Other,1,0,2,Low,4.108721,21.501513000000006,41.46901499999999,11.058404
UG,FT,Walk,Female,1,Other,0,Other,1,0,3,Low,1.9141869999999999,23.859148,17.990325000000002,4.79742
Grad,FT,Transit,Female,0,Other,0,Other,2,0,6,High,111.6153,232.13107999999997,915.93705,244.24988000000002
UG,FT,Transit,Female,1,Other,0,Family,1,1,3,Unknown,6.699872999999999,40.744312,74.513145,19.870172
UG,FT,Transit,Female,1,PT,0,Other,0,0,3,Unknown,9.51093,33.826613,60.55161000000001,16.147096
Grad,FT,Walk,Female,1,Other,0,Other,1,0,1,Low,3.892384,28.438384000000003,39.42108,10.512288
Grad,FT,Bike,Female,1,Other,0,Other,1,0,2,Low,7.961721000000001,35.038115999999995,50.06562,13.350832
UG,PT,Walk,Female,0,Other,0,Other,0,0,1,Low,4.372437000000001,25.162232,31.4544,8.38784
UG,FT,Auto,Male,1,Other,0,Other,1,0,1,High,21.07367,76.94431,194.92004999999997,51.97868
UG,FT,Walk,Female,0,Other,0,Other,0,0,4,Unknown,2.141326,19.940688,19.27866,5.140975999999999
UG,FT,Transit,Female,1,Other,0,Family,1,1,3,Unknown,78.52419,157.688699,621.8416500000001,165.82444
UG,FT,Auto,Female,1,Other,0,Family,2,1,3,High,89.21842,135.52373,758.01315,202.13684
UG,FT,Transit,Male,0,Other,0,Family,2,1,4,Low,13.762260000000001,61.156502,129.45839999999998,34.52224
Grad,FT,Transit,Female,1,Other,1,Other,0,0,2,Unknown,22.215729999999997,64.565371,212.2908,56.610879999999995
UG,FT,Transit,Female,0,Other,0,Family,1,2,3,Unknown,8.287362,38.917733,91.42998,24.381327999999996
Grad,FT,Transit,Female,1,Other,0,Family,2,0,2,Unknown,55.922509999999996,103.93626,388.9065,103.7084
UG,FT,Transit,Female,0,Other,0,Other,1,0,2,Unknown,6.3433,35.064785,89.66037,23.909432000000002
UG,FT,Walk,Female,1,Other,1,Other,0,0,1,High,1.710853,20.776487,15.946485,4.252396
UG,FT,Transit,Female,0,Other,0,Family,1,0,6,Unknown,19.19235,51.81050000000001,120.050385,32.013436
UG,FT,Walk,Male,1,Other,0,Other,1,0,1,Unknown,2.595157,27.40234,23.805030000000002,6.348008000000001
UG,FT,Transit,Male,0,Other,0,Family,2,0,3,Unknown,68.95711999999999,233.62688,489.5088,130.53567999999999
UG,FT,Walk,Male,1,Other,0,Other,0,0,2,Unknown,2.595157,27.40234,23.805030000000002,6.348008000000001
UG,FT,Walk,Female,0,Other,0,Other,0,0,2,Unknown,0.0,0.0,0.0,0.0
UG,PT,Transit,Female,1,Other,0,Other,2,1,2,Unknown,29.964170000000003,73.846985,195.58275,52.1554
Grad,FT,Walk,Female,1,Other,0,Other,0,0,1,Low,2.014925,20.126511999999998,15.20709,4.055224
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,1.885362,20.435959,19.86384,5.297024
UG,FT,Walk,Female,1,Other,1,Other,0,0,1,Unknown,0.0,0.0,0.0,0.0
Grad,FT,Walk,Male,1,Other,0,Other,0,0,2,Low,2.168042,23.855995999999998,19.46616,5.190976
UG,FT,Transit,Female,1,Other,1,Family,2,0,5,Low,80.10746999999999,138.590443,543.82575,145.02020000000002
UG,PT,Walk,Female,0,Other,0,Other,0,0,3,Unknown,1.049121,16.675728,10.491209999999999,2.797656
Grad,FT,Transit,Male,1,Other,1,Family,2,0,5,Low,66.44991,212.79339,516.1437,137.63832
Grad,FT,Walk,Female,1,PT,1,Other,0,0,3,Unknown,3.6181620000000003,29.895442,34.55601,9.214936
Grad,FT,Transit,Male,1,Other,1,Other,1,1,4,Unknown,27.25277,69.72644199999999,155.29815,41.412839999999996
UG,PT,Transit,Female,1,FT,0,Family,2,0,3,Unknown,51.384209999999996,88.737064,345.75840000000005,92.20224
UG,FT,Transit,Female,1,Other,1,Family,2,3,4,Unknown,6.79443,39.439299,61.570800000000006,16.41888
UG,FT,Transit,Female,0,Other,0,Family,2,1,0,Unknown,42.1131,118.39803300000001,281.15745000000004,74.97532000000001
UG,FT,Bike,Male,0,PT,0,Other,0,0,3,Low,3.068723,25.742024,23.927640000000004,6.380704000000001
UG,FT,Transit,Female,1,Other,0,Other,0,0,2,Low,19.96354,81.21654899999999,294.6582,78.57552
Grad,FT,Transit,Female,0,Other,0,Family,0,0,2,Unknown,17.27627,40.339529,90.411075,24.10962
UG,FT,Walk,Female,1,Other,1,Other,0,0,2,Unknown,2.924953,24.128386,16.985265000000002,4.529404
UG,FT,Transit,Male,0,Other,0,Family,1,1,2,Low,7.296508,43.80532,92.62223999999999,24.699264
UG,FT,Transit,Male,0,Other,0,Family,1,1,4,Low,45.59433,142.786217,543.3273,144.88728
UG,FT,Transit,Male,1,Other,1,Family,1,0,2,Unknown,50.20523,128.1818,363.2346,96.86256
UG,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,54.36714,161.9363,545.79945,145.54652
UG,FT,Walk,Male,0,Other,0,Other,0,0,3,Unknown,5.704483,36.318000000000005,56.28550500000001,15.009468
UG,FT,Bike,Female,0,Other,0,Family,1,0,2,Unknown,2.141326,19.940688,19.27866,5.140975999999999
UG,FT,Bike,Male,1,Other,0,Other,0,0,1,Unknown,5.848496,35.80122,44.581845,11.888492
UG,FT,Walk,Female,0,Other,0,Other,1,0,1,Low,1.710853,20.776487,15.946485,4.252396
UG,FT,Transit,Female,0,Other,0,Other,0,0,1,Unknown,13.89458,45.228945,89.40257999999999,23.840687999999997
UG,FT,Transit,Female,0,Other,0,Family,2,0,5,Unknown,51.242329999999995,181.477159,563.0674500000001,150.15132
UG,FT,Transit,Female,0,Other,0,Family,1,1,3,Unknown,10.83578,48.352633000000004,138.72144,36.992384
Grad,FT,Walk,Male,1,Other,0,Other,1,0,2,Unknown,2.168042,23.855995999999998,19.46616,5.190976
UG,FT,Transit,Male,1,PT,1,Family,2,0,4,Unknown,69.54733,147.990376,533.0697000000001,142.15192000000002
UG,FT,Transit,Female,0,Other,0,Other,0,0,1,Unknown,31.6185,63.610027,195.1506,52.04016
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Low,4.168203,19.521272,54.91090500000001,14.642908000000002
UG,FT,Walk,Male,1,Other,0,Other,0,0,2,High,2.776623,26.813798,23.593725,6.29166
Grad,FT,Transit,Female,0,Other,0,Family,0,0,2,Low,27.957140000000003,83.97255600000001,187.2723,49.93928
UG,FT,Transit,Female,1,Other,1,Other,1,0,2,Low,5.769032,30.167623,51.040994999999995,13.610931999999998
UG,FT,Walk,Female,1,Other,1,Other,1,0,2,Low,3.792585,18.826039,22.924049999999998,6.11308
UG,FT,Walk,Female,1,Other,1,Other,0,0,2,Unknown,1.9141869999999999,23.859148,17.990325000000002,4.79742
UG,PT,Bike,Female,1,Other,1,Other,0,0,4,Low,1.464106,25.325449,14.598600000000001,3.89296
UG,FT,Walk,Female,1,Other,1,Other,0,0,3,Unknown,1.464106,25.325449,14.598600000000001,3.89296
UG,FT,Transit,Female,1,PT,0,Family,2,4,5,Unknown,47.04602,101.05987,309.91634999999997,82.64436
UG,FT,Walk,Male,0,Other,0,Other,0,0,2,Low,3.4422599999999997,30.10613,27.606600000000004,7.36176
UG,FT,Transit,Male,0,Other,0,Other,0,0,2,Unknown,80.65812,200.710192,532.7081999999999,142.05552
Grad,FT,Bike,Female,1,Other,0,Other,0,0,2,Low,2.523888,24.493026999999998,28.469009999999997,7.591736
Grad,FT,Transit,Female,0,Other,0,Family,1,0,4,Unknown,15.6506,39.913033,81.81193499999999,21.816516
UG,FT,Walk,Male,1,Other,1,Other,0,0,1,Unknown,1.710853,20.776487,15.946485,4.252396
UG,FT,Transit,Male,0,Other,0,Family,1,1,2,Unknown,36.7079,146.897144,429.69405,114.58508
UG,FT,Transit,Female,1,Other,1,Other,2,0,4,Unknown,12.378589999999999,46.387816,71.57874000000001,19.087664
Grad,FT,Bike,Female,1,Other,0,Other,1,0,2,High,25.65204,62.004341,144.696315,38.585684
UG,FT,Bike,Female,1,Other,1,Other,0,0,2,Low,15.891110000000001,45.144366,87.02386499999999,23.206363999999997
UG,FT,Walk,Female,0,Other,0,Other,0,0,2,Unknown,3.26011,24.446958,27.480359999999997,7.3280959999999995
Grad,FT,Walk,Female,0,Other,0,Other,0,0,3,Unknown,1.464106,25.325449,14.598600000000001,3.89296
UG,FT,Transit,Female,0,Other,0,Family,1,0,3,Unknown,31.029740000000004,82.21681,200.97825,53.594199999999994
UG,FT,Transit,Female,0,Other,0,Family,1,1,4,Unknown,27.3389,67.817136,149.98436999999998,39.995832
Grad,FT,Transit,Male,1,Other,0,Other,0,1,2,High,5.769032,30.167623,51.040994999999995,13.610931999999998
UG,PT,Walk,Female,1,Other,0,Other,1,0,2,Unknown,3.6553769999999997,29.778864,31.674599999999998,8.44656
UG,PT,Bike,Female,0,FT,0,Other,0,0,1,Unknown,12.90346,47.048412,74.51466,19.870576
Grad,FT,Transit,Male,1,Other,0,Other,0,0,1,Unknown,5.704483,36.318000000000005,56.28550500000001,15.009468
Grad,FT,Transit,Male,1,Other,1,Family,2,1,4,Unknown,62.75181,175.81003800000005,518.26395,138.20372
Grad,FT,Walk,Female,1,Other,0,Other,1,0,2,Low,2.168042,23.855995999999998,19.46616,5.190976
