Mode,Time.1,Time.2,Time.3
3,2.014925,20.126512,15.20709
2,19.28823,78.948985,245.643
2,42.99007,103.331714,339.79545
1,17.15022,75.799235,262.30035
2,50.20523,128.1818,363.2346
3,4.911077,31.749745,33.225285
3,9.51093,33.826613,60.55161
3,2.776623,26.813798,23.593725
3,28.98506,79.944403,308.9415
2,15.83976,76.38124,181.97295
3,2.523888,24.493027,28.46901
1,69.23696,94.482175,567.42525
2,54.46388,162.458723,601.8591
3,2.07149,24.722109,19.03131
1,8.098762,55.962021,89.03286
2,55.32665,143.081202,392.2422
2,78.77708,189.501515,495.0561
2,13.2597,67.713571,207.17055
2,63.4985,162.50848,739.2981
2,34.01865,66.904765,230.0409
3,4.372437,25.162232,31.4544
3,5.913635,33.967256,43.78344
2,7.238408,33.868265,48.907455
3,1.117177,20.195869,11.10171
2,14.20018,62.123302,202.1364
2,13.89458,45.228945,89.40258
1,70.75963,113.807007,513.4935
2,77.24352,341.527159,506.52285
3,2.924953,24.128386,16.985265
3,1.15247,17.169234,11.262285
2,3.44226,30.10613,27.6066
2,47.43105,124.128164,441.5928
3,4.372437,25.162232,31.4544
3,5.477094,31.562409,49.51233
3,2.014925,20.126512,15.20709
2,12.40626,54.70485,123.498555
2,61.27097,162.93847,453.5148
1,24.70606,97.257683,214.53495
2,7.594738,37.915189,55.391565
3,2.634566,19.362205,21.82227
2,69.16525,168.900443,405.9294
2,27.33893,112.92883,252.7752
2,2.776623,26.813798,23.593725
2,95.6294,127.724875,876.10575
3,2.924953,24.128386,16.985265
2,21.51464,78.4374,254.43585
2,63.99556,139.219581,465.9939
2,6.390018,38.625988,78.21375
3,2.07149,24.722109,19.03131
1,12.26158,53.655888,145.186065
2,15.11191,52.614765,81.26736
2,32.11626,62.785047,199.4961
2,31.23724,50.903516,187.5885
2,29.70739,68.75461,171.6285
2,69.65229,155.6485,522.25515
2,27.12525,78.012017,176.2374
2,65.54975,154.84435,517.41405
3,12.01931,52.160221,82.95414
2,61.13019,162.72435,686.63145
2,46.48872,111.408811,288.59085
1,17.54941,74.586208,220.2876
1,46.32949,112.127768,324.19725
1,82.29416,132.26653,658.12785
2,11.53985,54.196439,147.48345
3,2.014925,20.126512,15.20709
2,32.72629,90.057381,229.29135
3,2.168042,23.855996,19.46616
2,3.892384,28.438384,39.42108
3,1.128541,11.129462,9.58797
1,21.53976,99.999714,196.7325
3,2.924953,24.128386,16.985265
2,12.26158,53.655888,145.186065
2,17.88877,71.550267,225.87225
2,27.15697,108.14417,247.71105
2,19.64047,68.513737,244.3257
1,6.677093,35.985554,73.28868
3,5.704483,36.318,56.285505
2,13.17478,38.465121,73.296435
3,1.117177,20.195869,11.10171
2,92.6743,114.686614,835.5519
2,34.67294,71.795076,239.8623
3,1.710853,20.776487,15.946485
3,3.618162,29.895442,34.55601
2,19.19235,51.8105,120.050385
1,1.15247,17.169234,11.262285
2,28.59932,68.381482,169.3308
2,16.63026,74.404197,204.2199
3,4.603065,25.568201,35.36499
3,1.710853,20.776487,15.946485
2,31.22921,77.724175,185.11065
2,91.13892,130.90729,670.51905
2,84.95065,106.249153,728.7027
2,11.05736,37.31815,63.98427
3,1.464106,25.325449,14.5986
2,71.09237,105.341691,568.5429
2,30.45094,58.182047,184.32285
3,2.924953,24.128386,16.985265
2,9.756631,40.781066,62.93046
1,65.61662,98.591443,493.8921
2,56.19446,126.74985,368.2065
2,62.46598,147.14468,465.89205
2,9.093621,38.736936,54.477795
2,36.86589,89.723727,226.9317
1,16.23431,64.393991,209.04585
1,67.06697,191.84999,802.0452
1,6.3433,35.064785,89.66037
2,25.4311,93.208403,318.8895
3,3.618162,29.895442,34.55601
3,2.141326,19.940688,19.27866
2,9.51093,33.826613,60.55161
2,32.53289,102.89261,306.73545
2,5.995709,26.360793,46.053975
2,15.28662,51.499579,91.904235
2,60.28949,93.21704,461.43465
2,78.04726,157.80147,499.4733
2,24.70085,197.618433,165.3153
2,9.197639,47.47654,119.92362
3,3.068723,25.742024,23.92764
3,4.603065,25.568201,35.36499
2,67.26546,94.500917,543.31995
3,1.117177,20.195869,11.10171
3,2.141326,19.940688,19.27866
2,31.2008,103.81015,265.1553
3,2.776623,26.813798,23.593725
1,91.43023,171.594333,668.47725
2,67.3942,156.00582,435.28125
2,18.30487,64.38888,223.7364
1,52.80321,128.95527,559.4454
2,7.686677,32.897317,54.263655
2,121.0894,166.67563,1120.8381
3,2.523888,24.493027,28.46901
3,1.908999,17.573247,19.08999
2,32.04417,64.88597,189.33765
3,21.64188,38.979246,116.83254
1,5.693951,38.521256,68.2008
3,2.523888,24.493027,28.46901
2,23.56165,108.222362,220.21485
2,57.64091,131.823943,341.45295
3,5.576192,29.470396,31.67763
3,2.924953,24.128386,16.985265
3,2.845125,24.990155,27.043575
3,2.776623,26.813798,23.593725
1,69.19837,216.68807,845.54145
2,9.51093,33.826613,60.55161
2,71.01646,131.89885,526.87335
2,29.57148,78.824317,174.38145
3,2.924953,24.128386,16.985265
2,77.40046,161.42795,823.6167
2,18.20356,76.82068,195.2892
2,35.36173,84.665019,217.99815
3,4.289724,29.3483,30.6678
2,63.39531,160.491967,474.73455
2,7.594738,37.915189,55.391565
2,4.307919,28.60028,39.941415
2,15.07195,60.458445,103.451175
2,16.75793,69.159411,114.046395
2,31.37389,72.710692,199.884
3,2.168042,23.855996,19.46616
2,32.90234,68.344045,213.1467
1,33.10413,104.383208,285.35805
2,5.848496,35.80122,44.581845
2,8.411788,40.810186,104.002785
3,2.845125,24.990155,27.043575
1,25.4311,93.208403,318.8895
2,78.08353,309.693194,631.93365
3,3.44226,30.10613,27.6066
2,42.25453,146.6895,346.51485
2,61.855,163.01364,452.19165
3,16.56267,51.0237,101.611635
1,40.84594,140.96898,416.6529
2,98.40382,191.70077,811.3719
2,3.26011,24.446958,27.48036
2,86.60612,115.416641,753.3549
2,16.63026,74.404197,204.2199
2,43.75533,91.050936,303.2667
3,11.07215,46.064018,65.243415
3,8.975986,48.053511,70.448985
3,1.464106,25.325449,14.5986
2,53.39059,138.369345,376.0968
2,13.09236,46.74061,99.652545
2,42.15467,121.086447,296.78295
2,4.458424,41.395729,47.800875
3,13.89458,45.228945,89.40258
3,3.582849,26.620447,34.36824
2,71.01646,131.89885,526.87335
2,49.61335,143.799837,345.67995
2,92.86774,131.88918,686.8902
3,1.710853,20.776487,15.946485
3,2.168042,23.855996,19.46616
3,2.014925,20.126512,15.20709
2,44.94684,109.308615,289.4118
2,17.36541,58.415311,101.76636
2,12.96096,38.944914,78.28422
3,2.014925,20.126512,15.20709
1,11.41791,64.482758,98.165115
2,56.01065,109.557953,371.3742
3,8.640418,48.859157,66.051975
2,18.59695,89.885018,207.67245
3,4.307919,28.60028,39.941415
2,12.18077,33.250977,63.06081
3,1.117177,20.195869,11.10171
3,6.421951,29.986675,40.614885
3,6.389748,42.449869,57.007065
2,9.349833,37.81105,52.35888
2,42.27133,96.601526,303.9486
3,2.924953,24.128386,16.985265
2,34.67294,71.795076,239.8623
3,1.710853,20.776487,15.946485
2,12.58549,56.867036,125.529495
2,28.74674,58.22035,160.4496
2,24.42668,84.728938,313.84635
2,32.26673,64.124497,201.13605
2,37.93375,117.92518,339.21555
2,32.8087,107.15484,279.6837
3,3.792585,18.826039,22.92405
3,1.049121,16.675728,10.49121
3,1.710853,20.776487,15.946485
3,4.124194,32.019829,36.336405
2,2.141326,19.940688,19.27866
2,69.83469,119.72922,497.1432
2,19.9148,40.306127,101.203755
2,67.35246,151.608893,498.92145
2,19.30037,44.767979,104.03547
2,11.05858,49.500135,180.5466
3,2.510406,26.944984,21.925545
3,3.520931,24.122092,29.256285
3,2.014925,20.126512,15.20709
3,2.776623,26.813798,23.593725
3,2.595157,27.40234,23.80503
1,27.3567,97.331728,332.1084
2,9.093621,38.736936,54.477795
2,7.961721,35.038116,50.06562
2,5.499556,35.577191,46.45101
2,36.82186,154.280399,465.93015
2,12.40626,54.70485,123.498555
3,1.464106,25.325449,14.5986
2,27.26407,60.950132,157.5249
2,7.019826,31.444467,96.208185
3,3.068723,25.742024,23.92764
2,13.89458,45.228945,89.40258
3,12.90346,47.048412,74.51466
2,7.019826,31.444467,96.208185
2,46.44254,93.78153,330.936
2,14.06433,46.565209,78.516315
3,1.049121,16.675728,10.49121
2,7.396661,47.590355,66.518745
3,1.117177,20.195869,11.10171
1,7.019826,31.444467,96.208185
3,5.848496,35.80122,44.581845
1,31.2008,103.81015,265.1553
3,4.911077,31.749745,33.225285
2,77.24352,341.527159,506.52285
2,34.13601,64.076845,226.4538
2,62.75181,175.810038,518.26395
3,11.93133,55.85667,81.928965
3,4.911077,31.749745,33.225285
2,32.36266,73.067319,196.41555
1,88.53589,125.59295,626.6409
2,62.91275,143.169793,458.57175
2,67.55769,106.076507,537.5388
2,45.77453,125.386562,327.50235
3,3.068723,25.742024,23.92764
3,2.924953,24.128386,16.985265
2,7.175169,35.198069,80.321865
3,4.911077,31.749745,33.225285
1,64.05714,98.34414,467.34945
3,2.924953,24.128386,16.985265
1,1.885362,20.435959,19.86384
2,19.30037,44.767979,104.03547
1,35.55063,117.831853,323.89425
2,25.96226,69.103514,143.95812
2,28.74674,58.22035,160.4496
3,3.068723,25.742024,23.92764
3,6.703013,35.563364,40.687425
3,2.595157,27.40234,23.80503
3,3.26011,24.446958,27.48036
3,4.289724,29.3483,30.6678
2,33.04224,68.086047,193.965
2,4.938513,35.602738,52.55676
1,36.45348,97.29093,392.187
3,2.924953,24.128386,16.985265
3,11.93133,55.85667,81.928965
3,4.911077,31.749745,33.225285
2,11.05736,37.31815,63.98427
2,40.71482,103.146931,298.38915
2,46.32949,112.127768,324.19725
3,2.924953,24.128386,16.985265
2,71.66352,126.937317,565.3368
2,21.73137,54.169909,122.763945
2,72.36506,134.94089,582.6234
3,11.34923,39.849031,65.27565
3,12.01931,52.160221,82.95414
1,13.70146,74.095347,151.62495
2,13.89458,45.228945,89.40258
2,62.03702,175.64164,462.6513
1,13.4649,60.420671,143.431095
2,50.20523,128.1818,363.2346
2,52.80562,153.063493,328.8291
3,18.14633,60.368651,109.764795
2,30.23001,61.917712,186.888
2,40.69231,94.130736,284.50935
2,74.67646,175.51509,897.5802
3,5.530063,33.411738,44.36628
2,34.58809,84.641678,217.785
2,29.96417,73.846985,195.58275
2,36.98357,73.25803,230.84145
2,24.84088,81.504151,285.25965
3,2.924953,24.128386,16.985265
3,6.421951,29.986675,40.614885
3,2.424763,17.100996,26.824515
3,3.792585,18.826039,22.92405
3,2.07149,24.722109,19.03131
2,13.97776,75.222658,131.41251
2,14.23485,62.174552,181.78725
2,20.04374,46.728209,121.153275
3,4.603065,25.568201,35.36499
2,42.60804,109.880137,288.16425
3,2.168042,23.855996,19.46616
2,27.02756,110.61356,236.1978
1,29.96417,73.846985,195.58275
2,57.4967,126.324415,402.26355
2,13.92926,42.383943,74.723205
1,5.68035,37.632846,70.839195
1,26.65705,97.065167,247.56315
1,28.94005,96.981188,282.43485
2,22.2053,92.739863,328.6308
2,18.36953,60.718074,187.5843
1,61.8658,141.706401,402.4887
2,42.38941,90.175975,288.0975
2,53.01465,154.760943,386.4927
2,51.06853,100.729792,359.68755
2,94.98806,114.683005,863.59725
3,8.535839,50.967411,60.979035
2,60.1153,163.15721,359.4531
2,6.081243,33.845601,42.576225
1,23.54754,72.77518,185.8359
3,3.580567,30.890022,32.660715
2,49.67802,85.109091,298.2465
3,3.068723,25.742024,23.92764
3,9.756631,40.781066,62.93046
3,1.049121,16.675728,10.49121
2,17.88877,71.550267,225.87225
1,35.90486,125.1981,308.7492
2,15.28662,51.499579,91.904235
2,35.02287,66.209338,219.42225
2,9.779487,42.05254,150.3852
2,16.11125,57.86549,106.8039
2,50.88123,129.99539,508.00335
2,28.92944,112.53192,247.47645
2,33.29875,69.472457,207.5892
3,2.595157,27.40234,23.80503
2,6.41246,36.009248,56.021295
2,31.05137,79.432052,185.7303
3,3.520931,24.122092,29.256285
2,5.690294,31.963675,52.79823
3,7.238408,33.868265,48.907455
2,3.892384,28.438384,39.42108
2,32.44122,67.174276,203.71185
3,2.924953,24.128386,16.985265
3,1.464106,25.325449,14.5986
2,45.13859,99.652433,286.6914
2,43.5607,111.494973,264.85605
3,2.168042,23.855996,19.46616
1,64.87278,191.68959,732.1161
2,40.20146,129.935349,435.90945
3,1.117177,20.195869,11.10171
2,81.03277,171.77924,815.2245
2,3.235257,24.180734,34.47531
3,4.289724,29.3483,30.6678
2,24.70085,197.618433,165.3153
3,2.168042,23.855996,19.46616
2,86.00294,169.5834,608.30745
2,65.03635,180.46927,484.01025
2,40.71482,103.146931,298.38915
1,86.10595,146.58533,650.58585
2,10.29044,38.604215,105.431925
2,33.62622,107.62008,354.05025
2,33.62622,107.62008,354.05025
2,3.26011,24.446958,27.48036
3,3.781171,19.475882,36.429465
3,2.649222,20.927781,23.086635
3,15.89111,45.144366,87.023865
3,2.845125,24.990155,27.043575
2,18.83463,42.622323,108.503655
2,27.95714,83.972556,187.2723
3,2.845125,24.990155,27.043575
3,1.331152,20.977919,13.21644
2,7.396661,47.590355,66.518745
3,2.168042,23.855996,19.46616
1,27.48662,127.99267,306.85425
2,92.41546,165.59301,846.89505
2,8.975986,48.053511,70.448985
1,6.79443,39.439299,61.5708
2,40.63349,104.205554,253.60425
3,7.717773,37.877319,75.9915
1,72.04488,256.60933,891.2532
2,22.66934,53.54643,140.526
2,46.72514,129.876339,334.8648
3,6.703013,35.563364,40.687425
3,2.924953,24.128386,16.985265
3,2.523888,24.493027,28.46901
2,51.41586,126.76337,566.7429
3,1.464106,25.325449,14.5986
1,36.87585,164.62494,371.54805
2,63.4326,165.81234,439.78875
3,4.289724,29.3483,30.6678
2,56.93959,134.28945,613.743
3,1.908999,17.573247,19.08999
3,2.924953,24.128386,16.985265
2,9.779487,42.05254,150.3852
2,53.24603,140.541906,381.64365
3,5.499556,35.577191,46.45101
2,27.31692,72.508976,369.39405
2,12.54225,76.822809,120.215955
3,1.15247,17.169234,11.262285
3,1.117177,20.195869,11.10171
2,43.86256,91.764381,261.34395
2,8.535839,50.967411,60.979035
3,15.85454,47.839853,92.782125
2,54.23635,114.87291,357.20205
2,12.90346,47.048412,74.51466
2,36.26291,118.76188,301.3206
3,2.845125,24.990155,27.043575
2,40.69231,94.130736,284.50935
2,11.3502,54.700772,180.19515
3,3.792585,18.826039,22.92405
2,18.83463,42.622323,108.503655
2,19.30037,44.767979,104.03547
3,2.634566,19.362205,21.82227
2,89.90096,182.526664,650.43165
3,2.168042,23.855996,19.46616
2,16.58764,80.625381,190.24185
2,28.47044,55.641892,162.1428
3,9.51093,33.826613,60.55161
1,16.27966,82.554887,199.2666
3,7.606971,32.917701,51.41064
2,31.24758,70.436807,211.1628
3,4.124194,32.019829,36.336405
3,1.914187,23.859148,17.990325
2,17.48661,72.012992,247.53885
2,24.70085,197.618433,165.3153
3,7.717773,37.877319,75.9915
3,2.014925,20.126512,15.20709
1,2.649222,20.927781,23.086635
2,37.55476,74.791961,228.54495
1,73.39857,103.474171,546.8292
2,9.900759,45.887638,110.07012
3,1.464106,25.325449,14.5986
3,2.776623,26.813798,23.593725
3,2.924953,24.128386,16.985265
3,11.93133,55.85667,81.928965
3,2.595157,27.40234,23.80503
3,2.168042,23.855996,19.46616
1,77.24352,341.527159,506.52285
3,1.049121,16.675728,10.49121
1,58.20105,124.815219,398.6718
3,2.523888,24.493027,28.46901
1,50.94216,131.16038,370.60335
2,21.33316,95.87956,245.28405
3,4.289724,29.3483,30.6678
3,8.561196,40.36859,59.40549
1,3.068723,25.742024,23.92764
3,35.5638,63.514133,248.26335
2,26.94887,50.599212,150.8478
3,6.421951,29.986675,40.614885
2,22.19835,69.385063,275.7645
3,18.14633,60.368651,109.764795
2,11.34923,39.849031,65.27565
2,27.15697,108.14417,247.71105
3,1.464106,25.325449,14.5986
2,17.27627,40.339529,90.411075
2,55.32665,143.081202,392.2422
2,24.22402,58.236273,135.97494
1,2.634566,19.362205,21.82227
2,14.54272,53.745301,172.4934
2,69.16525,168.900443,405.9294
1,81.28743,187.94598,811.3914
1,39.63931,84.299994,256.28625
2,13.25632,61.139554,150.2139
3,2.924953,24.128386,16.985265
2,11.47538,44.796434,73.8006
2,32.83419,66.496816,214.6677
2,18.41652,65.783878,122.527155
2,20.98273,62.342161,121.733685
2,7.606971,32.917701,51.41064
2,10.58917,43.54007,62.32194
2,29.58246,62.974813,181.27155
1,83.79409,172.722,827.97105
2,2.07149,24.722109,19.03131
3,1.117177,20.195869,11.10171
2,119.4161,165.41929,1101.01635
3,2.595157,27.40234,23.80503
2,34.59683,68.733822,213.30015
2,22.60608,67.353645,145.773885
2,23.37091,68.343713,290.3757
2,11.04921,58.839214,143.93748
2,8.014767,48.419393,77.87364
3,2.845125,24.990155,27.043575
2,94.22441,196.74683,827.75175
3,3.320328,31.447038,28.74147
3,5.704483,36.318,56.285505
2,11.93133,55.85667,81.928965
2,66.66022,152.68465,389.10945
2,30.23739,74.810446,191.7687
1,17.11004,71.255199,187.04325
2,32.13887,64.417486,208.03875
2,22.2053,92.739863,328.6308
2,29.16088,117.34191,285.39165
2,23.7902,98.9388,204.6681
1,13.53559,50.490273,88.175655
3,1.117177,20.195869,11.10171
2,27.83304,107.850755,343.4955
3,3.792585,18.826039,22.92405
2,16.23431,64.393991,209.04585
2,6.476771,40.164532,87.33078
2,85.76742,159.334203,592.2849
2,30.45094,58.182047,184.32285
2,41.05666,136.33316,325.2714
2,7.629183,42.100063,98.670435
2,12.96096,38.944914,78.28422
3,6.734169,33.249521,44.98389
2,39.63931,84.299994,256.28625
3,1.464106,25.325449,14.5986
3,1.464106,25.325449,14.5986
2,24.4703,80.686951,320.3802
3,1.464106,25.325449,14.5986
2,86.00294,169.5834,608.30745
3,4.372437,25.162232,31.4544
2,50.17188,155.55117,349.78845
2,13.92926,42.383943,74.723205
2,47.1861,148.035928,348.03165
2,93.10757,116.708233,841.2567
2,28.74674,58.22035,160.4496
3,1.710853,20.776487,15.946485
3,1.710853,20.776487,15.946485
2,20.98273,62.342161,121.733685
2,35.5638,63.514133,248.26335
2,24.49155,72.806517,163.7703
2,42.42263,110.16078,265.49835
3,4.603065,25.568201,35.36499
2,29.26424,58.554794,168.21135
1,28.98966,85.718316,324.7803
2,29.06466,107.183925,388.7298
3,2.649222,20.927781,23.086635
3,3.792585,18.826039,22.92405
1,5.704483,36.318,56.285505
3,2.168042,23.855996,19.46616
3,2.168042,23.855996,19.46616
3,2.634566,19.362205,21.82227
2,38.69975,135.966998,446.01075
3,1.049121,16.675728,10.49121
3,2.924953,24.128386,16.985265
2,50.17188,155.55117,349.78845
3,4.372437,25.162232,31.4544
3,3.068723,25.742024,23.92764
2,42.1342,123.297179,302.6016
3,5.704483,36.318,56.285505
2,57.40098,128.976736,385.22145
1,66.08321,129.253366,737.9904
2,27.15697,108.14417,247.71105
2,61.64617,136.1788,443.24655
2,88.46714,214.75264,984.19695
3,12.56505,41.092905,74.442345
3,1.117177,20.195869,11.10171
2,30.38813,57.663367,183.95625
2,55.12078,110.487261,402.81795
3,3.068723,25.742024,23.92764
3,1.464106,25.325449,14.5986
3,2.014925,20.126512,15.20709
1,12.22962,59.122396,198.459
2,13.89458,45.228945,89.40258
2,32.26673,64.124497,201.13605
2,31.23724,50.903516,187.5885
2,73.53023,310.71333,595.4145
3,1.117177,20.195869,11.10171
3,11.05736,37.31815,63.98427
2,72.09249,137.25748,504.6078
2,6.223887,34.824194,55.63593
3,6.421951,29.986675,40.614885
3,2.845125,24.990155,27.043575
2,7.019826,31.444467,96.208185
3,2.924953,24.128386,16.985265
2,65.48768,162.39424,496.6329
2,21.25297,48.14644,132.227955
1,13.76226,61.156502,129.4584
3,2.924953,24.128386,16.985265
2,87.8365,98.018707,642.4722
3,7.855628,33.435869,51.153735
2,22.60608,67.353645,145.773885
2,9.51093,33.826613,60.55161
3,3.235257,24.180734,34.47531
1,3.599665,21.350601,28.402245
2,10.66795,47.679045,110.51139
2,23.92766,84.648068,139.842945
2,12.22962,59.122396,198.459
3,1.914187,23.859148,17.990325
3,2.924953,24.128386,16.985265
2,42.68979,102.990178,272.87265
3,3.44226,30.10613,27.6066
1,51.82956,139.83899,590.3394
3,2.168042,23.855996,19.46616
3,3.145816,20.714456,33.342495
3,2.924953,24.128386,16.985265
2,39.64245,95.776695,245.6355
3,1.464106,25.325449,14.5986
3,2.07149,24.722109,19.03131
2,5.499556,35.577191,46.45101
3,1.710853,20.776487,15.946485
3,1.710853,20.776487,15.946485
1,20.36312,106.04346,234.08355
2,9.638221,34.536596,55.197585
2,45.85244,117.242738,316.2645
3,2.595157,27.40234,23.80503
2,46.72514,129.876339,334.8648
2,5.036556,31.668754,51.91833
2,7.606971,32.917701,51.41064
3,4.911077,31.749745,33.225285
1,27.32717,73.276483,153.8409
3,11.34923,39.849031,65.27565
2,86.60612,115.416641,753.3549
3,1.464106,25.325449,14.5986
2,63.39531,160.491967,474.73455
3,1.049121,16.675728,10.49121
3,2.776623,26.813798,23.593725
2,39.9832,100.459592,261.1947
2,5.769032,30.167623,51.040995
2,14.94475,65.686662,191.9748
3,5.769032,30.167623,51.040995
2,84.3307,167.461042,573.999
2,5.704483,36.318,56.285505
1,28.80443,113.75012,322.27605
2,60.1153,163.15721,359.4531
2,36.34063,74.627976,251.31855
1,10.83836,52.537251,163.0029
2,15.89111,45.144366,87.023865
2,7.855628,33.435869,51.153735
3,13.89458,45.228945,89.40258
1,16.69734,75.830556,268.94055
3,1.908999,17.573247,19.08999
3,2.845125,24.990155,27.043575
2,46.44254,93.78153,330.936
2,59.61699,134.61937,432.2148
3,3.520931,24.122092,29.256285
3,2.168042,23.855996,19.46616
2,43.5607,111.494973,264.85605
3,2.595157,27.40234,23.80503
2,94.10014,128.6115,691.1805
2,4.289724,29.3483,30.6678
3,4.603065,25.568201,35.36499
2,12.96096,38.944914,78.28422
2,9.51093,33.826613,60.55161
3,1.128541,11.129462,9.58797
2,68.57395,185.38279,781.25505
3,1.117177,20.195869,11.10171
2,63.54221,147.0855,473.90625
3,1.710853,20.776487,15.946485
2,14.29901,66.750709,242.5788
3,2.014925,20.126512,15.20709
2,32.44122,67.174276,203.71185
2,14.94475,65.686662,191.9748
2,16.63026,74.404197,204.2199
3,2.924953,24.128386,16.985265
2,26.6271,131.14362,283.29405
3,1.914187,23.859148,17.990325
2,11.34923,39.849031,65.27565
3,2.168042,23.855996,19.46616
1,31.24632,67.159274,367.90905
2,30.38813,57.663367,183.95625
2,12.37859,46.387816,71.57874
2,46.32949,112.127768,324.19725
2,19.30037,44.767979,104.03547
3,3.068723,25.742024,23.92764
2,42.72557,113.692423,299.08815
3,2.845125,24.990155,27.043575
1,9.644531,45.354856,60.67656
3,19.19235,51.8105,120.050385
3,2.014925,20.126512,15.20709
2,33.62622,107.62008,354.05025
2,12.18077,33.250977,63.06081
3,11.34923,39.849031,65.27565
2,5.769032,30.167623,51.040995
2,28.00275,96.577332,250.38615
2,13.34294,57.560306,189.66975
2,35.76352,104.554086,338.0775
2,20.92996,85.51218,178.161
2,61.33421,122.55323,437.74785
1,15.94739,70.883344,154.95435
3,13.17478,38.465121,73.296435
2,53.38454,156.342325,398.7672
2,50.94216,131.16038,370.60335
2,7.717773,37.877319,75.9915
2,31.37389,72.710692,199.884
3,1.464106,25.325449,14.5986
3,1.710853,20.776487,15.946485
3,2.924953,24.128386,16.985265
2,5.704483,36.318,56.285505
2,39.94034,119.516938,277.43055
3,7.961721,35.038116,50.06562
3,2.07149,24.722109,19.03131
2,12.58549,56.867036,125.529495
1,8.008673,40.336426,76.861935
1,15.47036,76.005199,159.5079
3,1.914187,23.859148,17.990325
2,40.63349,104.205554,253.60425
3,2.595157,27.40234,23.80503
1,123.8523,204.76526,1163.15445
2,32.26673,64.124497,201.13605
3,2.845125,24.990155,27.043575
3,9.638221,34.536596,55.197585
3,1.710853,20.776487,15.946485
2,30.92544,72.020754,206.3886
2,25.72439,80.094034,190.2531
1,6.804343,40.848542,88.014375
2,3.892384,28.438384,39.42108
3,11.27827,44.993718,74.18136
2,35.12128,94.497599,238.76385
2,79.04218,156.739669,608.8215
1,55.67029,156.26138,673.3161
3,2.07149,24.722109,19.03131
2,20.63836,81.655819,301.68975
3,1.117177,20.195869,11.10171
3,14.42905,42.452635,84.984615
2,47.13723,158.181103,355.0854
2,30.59831,158.86254,311.86875
2,13.0839,43.443395,85.07454
3,2.014925,20.126512,15.20709
2,46.34623,148.23452,537.43215
3,2.845125,24.990155,27.043575
2,58.51811,143.401004,342.07035
3,1.710853,20.776487,15.946485
2,86.86549,167.070856,671.6196
2,67.71508,124.64318,495.53445
2,31.02974,82.21681,200.97825
1,87.67603,113.10173,779.8929
2,9.51093,33.826613,60.55161
3,2.014925,20.126512,15.20709
2,7.594738,37.915189,55.391565
2,18.206,67.200422,126.93099
2,87.32376,151.60588,728.0019
1,56.10112,140.03308,641.2683
1,45.7094,133.08044,542.2314
2,20.04374,46.728209,121.153275
3,3.892384,28.438384,39.42108
3,2.168042,23.855996,19.46616
3,28.71313,89.401431,360.61995
1,14.00681,58.218129,93.221055
3,24.49155,72.806517,163.7703
2,36.75952,127.760311,461.57925
3,2.776623,26.813798,23.593725
1,27.36938,115.789321,256.0374
3,1.914187,23.859148,17.990325
2,45.90606,94.67742,328.5144
2,6.081243,33.845601,42.576225
2,77.5156,150.38864,490.44315
3,1.710853,20.776487,15.946485
1,29.02599,108.38193,284.65215
1,78.5731,241.07242,931.5696
3,1.464106,25.325449,14.5986
2,7.961721,35.038116,50.06562
3,2.510406,26.944984,21.925545
3,2.924953,24.128386,16.985265
2,9.387586,42.672806,106.812615
2,9.900759,45.887638,110.07012
3,1.15247,17.169234,11.262285
1,12.66278,53.928935,176.7888
3,4.788604,29.702709,45.377115
3,1.049121,16.675728,10.49121
2,29.58246,62.974813,181.27155
2,14.10223,59.499474,181.92795
2,38.02369,69.37563,238.95075
2,41.5664,111.124566,272.93745
2,3.324765,34.477044,37.67112
1,43.23441,121.088206,401.39715
2,54.81778,157.731687,419.2524
2,93.10757,116.708233,841.2567
3,3.324765,34.477044,37.67112
3,5.409577,28.036397,39.21012
2,27.34455,68.969802,163.2111
2,32.99067,146.37672,353.37975
2,52.30806,115.741767,387.57585
2,34.41501,79.54017,228.60075
3,7.606971,32.917701,51.41064
3,1.117177,20.195869,11.10171
2,10.91149,42.701539,73.300215
3,2.595157,27.40234,23.80503
2,10.93455,47.782436,149.608725
2,65.48768,162.39424,496.6329
2,59.61699,134.61937,432.2148
2,5.269597,30.536956,53.99523
1,7.717773,37.877319,75.9915
2,3.068723,25.742024,23.92764
2,8.015355,48.790449,75.198105
3,3.236922,21.681383,26.183565
2,26.90039,68.803197,154.17435
2,56.137,282.68294,638.01795
2,4.614781,24.989461,59.37669
3,9.638221,34.536596,55.197585
2,32.36266,73.067319,196.41555
2,65.9072,148.212134,517.38915
2,93.38274,175.21282,867.07305
2,71.41673,117.60752,510.2058
3,1.049121,16.675728,10.49121
3,2.924953,24.128386,16.985265
3,2.168042,23.855996,19.46616
2,43.01445,95.384663,296.04135
2,28.59184,50.628108,188.0475
2,40.37207,122.75043,382.932
3,1.710853,20.776487,15.946485
2,30.86674,83.58204,284.12175
3,3.068723,25.742024,23.92764
1,7.019826,31.444467,96.208185
3,32.46472,84.32052,202.0245
2,77.92619,113.472872,545.83845
1,7.284984,42.439563,67.7613
2,3.145816,20.714456,33.342495
2,53.44184,131.323287,379.70475
1,71.41673,117.60752,510.2058
2,9.51093,33.826613,60.55161
3,18.12525,54.445133,105.140415
3,6.157438,36.869382,48.46698
2,31.05137,79.432052,185.7303
3,1.464106,25.325449,14.5986
3,5.576192,29.470396,31.67763
