Mode,Time.1,Time.2,Time.3
2,19.30037,44.767979,104.03547
3,2.924953,24.128386,16.985265
2,5.769032,30.167623,51.040995
3,7.717773,37.877319,75.9915
3,2.014925,20.126512,15.20709
3,2.845125,24.990155,27.043575
2,13.53559,50.490273,88.175655
1,32.17274,110.024981,272.87475
2,26.74129,79.651417,184.09215
2,32.01751,83.156993,356.68215
2,68.87486,99.884775,526.4025
3,2.523888,24.493027,28.46901
2,4.289724,29.3483,30.6678
3,1.914187,23.859148,17.990325
3,2.168042,23.855996,19.46616
3,7.961721,35.038116,50.06562
2,11.05736,37.31815,63.98427
3,15.89111,45.144366,87.023865
3,1.15247,17.169234,11.262285
2,65.64657,96.277786,472.7253
2,86.34888,151.986856,687.40515
3,4.603065,25.568201,35.36499
2,23.7902,98.9388,204.6681
2,3.145816,20.714456,33.342495
3,7.717773,37.877319,75.9915
1,19.18929,52.600751,114.68679
3,2.141326,19.940688,19.27866
2,88.53589,125.59295,626.6409
2,54.67905,133.365501,385.8555
2,9.638221,34.536596,55.197585
3,1.117177,20.195869,11.10171
2,56.19446,126.74985,368.2065
2,26.9185,39.01859,180.0861
2,43.24969,130.642229,310.2468
2,32.57174,69.622366,212.3673
3,78.52228,122.85326,598.2861
3,1.464106,25.325449,14.5986
2,31.37389,72.710692,199.884
2,2.168042,23.855996,19.46616
2,7.019826,31.444467,96.208185
3,2.168042,23.855996,19.46616
2,3.236922,21.681383,26.183565
2,5.704483,36.318,56.285505
2,38.02369,69.37563,238.95075
3,2.924953,24.128386,16.985265
3,1.710853,20.776487,15.946485
1,59.26398,176.516181,657.8274
1,9.900759,45.887638,110.07012
2,16.34346,58.225728,172.3128
3,35.95232,71.095504,240.5175
2,58.12973,160.45126,426.17025
1,11.41791,64.482758,98.165115
3,1.117177,20.195869,11.10171
2,75.81084,138.06521,771.7503
3,1.464106,25.325449,14.5986
2,56.21034,142.680108,406.2063
2,17.88877,71.550267,225.87225
2,24.70085,197.618433,165.3153
3,2.168042,23.855996,19.46616
2,4.58473,33.842064,49.847955
2,33.99152,70.74282,219.79785
3,1.908999,17.573247,19.08999
3,1.710853,20.776487,15.946485
3,2.49745,26.741172,26.414505
1,3.952706,25.654187,40.859745
3,1.914187,23.859148,17.990325
3,2.168042,23.855996,19.46616
3,4.603065,25.568201,35.36499
2,15.91009,71.09103,207.3231
3,5.499556,35.577191,46.45101
2,32.13887,64.417486,208.03875
2,13.09236,46.74061,99.652545
2,57.64091,131.823943,341.45295
3,3.320328,31.447038,28.74147
2,9.183631,45.941966,124.7355
3,2.924953,24.128386,16.985265
3,3.792585,18.826039,22.92405
2,46.32949,112.127768,324.19725
2,11.14976,53.005176,80.790705
2,23.98561,93.776616,342.98775
2,44.54497,95.91998,296.0691
3,2.168042,23.855996,19.46616
2,35.7557,79.914492,222.8856
1,31.2859,109.024324,275.50905
3,3.792585,18.826039,22.92405
3,2.595157,27.40234,23.80503
2,99.49899,180.556,1002.5307
2,37.96576,83.663925,271.24275
2,53.94389,88.37609,402.10215
2,48.36213,119.247992,313.60995
2,18.206,67.200422,126.93099
2,10.91149,42.701539,73.300215
2,44.27959,156.278632,436.88745
1,35.76352,104.554086,338.0775
2,16.10213,35.075044,93.86652
1,79.51396,142.466712,533.96415
2,86.00294,169.5834,608.30745
2,5.530063,33.411738,44.36628
2,32.88884,63.186389,204.1701
2,4.289724,29.3483,30.6678
2,38.61682,99.631286,246.88935
2,6.632627,33.425859,41.7591
2,4.58473,33.842064,49.847955
3,2.924953,24.128386,16.985265
3,2.649222,20.927781,23.086635
2,92.96398,122.503764,827.3922
2,13.0839,43.443395,85.07454
3,1.710853,20.776487,15.946485
2,15.91009,71.09103,207.3231
2,57.6342,118.236507,376.74375
3,2.523888,24.493027,28.46901
2,19.19235,51.8105,120.050385
3,11.27827,44.993718,74.18136
3,1.117177,20.195869,11.10171
3,11.34923,39.849031,65.27565
3,2.776623,26.813798,23.593725
2,6.472022,36.362017,69.710355
3,2.523888,24.493027,28.46901
2,89.91993,113.40996,792.99075
2,50.17188,155.55117,349.78845
2,37.88233,107.074827,410.0736
2,13.00131,35.417331,71.57238
