Model,Acc,Prec,Rec,F1,MCC,APO
Coord,0.45952878365831007,0.33687768528576545,0.30088470921011623,0.3035939018583313,0.2407321824328109,0.38692822191859977
CoordCW,0.4590761374187557,0.35920498681981744,0.3147104999286725,0.3103997921995635,0.2532124642550988,0.38445308838214654
CoordSW,0.4641597028783659,0.3645089411352193,0.3112440144969485,0.30836568545629295,0.25202323773816127,0.39047815118768214
Seven,0.4584377901578459,0.34037872818258874,0.29857996826320576,0.30195125740401024,0.23875687733208428,0.38641244681123116
SevenCW,0.45761374187558035,0.35668997181554996,0.3161783734768665,0.3098249186086486,0.2535490395833084,0.3842807946460696
SevenSW,0.4619777158774373,0.3591646482643118,0.3091997198807071,0.30730354804740745,0.24971020963719895,0.3896129493024719
Three,0.4600510677808728,0.33535960836746675,0.3011889394082489,0.30543556730358157,0.2410683795526633,0.3874071840298662
ThreeCW,0.4562441968430825,0.340628616692548,0.3134269738233546,0.3067666090937555,0.2505503518621236,0.3837923879415745
ThreeSW,0.46519266480965654,0.37131458668011297,0.3134633326825274,0.31093767226591906,0.25315324693926355,0.39286669877835817
