Zone#,PD,X,Y
298,7,617886,4829292
299,8,618026,4830526
300,8,619238,4831018
301,8,620566,4831492
302,8,621753,4832115
303,8,622372,4832028
304,8,621810,4832761
305,8,621001,4833092
306,8,619893,4832644
307,8,618993,4832460
308,8,617862,4831414
309,8,616145,4829798
310,8,616163,4831157
311,8,616946,4831761
312,8,617938,4832724
313,8,618848,4833564
314,8,619474,4834181
315,8,620165,4833614
316,8,620158,4834350
317,8,620767,4834678
318,8,619664,4835622
319,8,619106,4835238
320,8,618338,4834788
321,8,618384,4833821
322,8,617469,4833890
323,8,616937,4832249
324,8,615502,4831810
325,8,614557,4832496
326,8,615360,4832844
327,8,615767,4832990
328,8,616222,4833244
329,8,616626,4833179
330,8,616367,4834122
331,8,615907,4834076
332,8,615515,4833925
333,8,615110,4833794
334,8,614274,4833296
335,8,613915,4834618
336,8,614574,4835144
337,8,615634,4835543
338,8,616945,4835406
339,8,617935,4835724
340,8,618541,4836548
341,8,619640,4837508
342,8,619248,4838018
343,8,618228,4838254
344,8,617565,4836909
345,8,616360,4836514
346,8,615361,4837306
347,8,616228,4837400
348,8,617113,4837568
349,8,618816,4839249
350,8,617321,4839560
351,8,616647,4838743
352,8,615881,4838262
353,8,616418,4839252
354,9,616085,4840818
355,9,615180,4839618
356,9,614485,4839258
357,9,613903,4837565
358,9,613302,4838385
359,9,612966,4839638
360,9,611758,4841640
361,9,613984,4840836
362,9,615134,4840710
363,9,615682,4841475
364,9,616688,4841268
365,9,616790,4842194
366,9,615349,4842617
367,9,614856,4841283
368,9,614018,4842094
369,9,612791,4841645
370,9,611195,4842380
371,9,612252,4842874
372,9,613092,4843054
373,9,613818,4843509
374,9,614906,4843938
375,9,615893,4843760
376,9,613631,4844296
377,9,612992,4843984
378,9,611681,4844006
379,9,611428,4845014
380,9,612479,4845404
381,9,612822,4844448
382,9,613326,4845433
383,9,613958,4845260
384,10,614797,4845799
385,10,615496,4845530
386,10,616405,4845704
387,10,616581,4846864
388,10,617647,4846522
389,10,618882,4846796
390,10,619558,4846708
391,10,621129,4847940
392,10,621463,4847920
393,10,622935,4848296
394,10,623056,4846515
395,10,621749,4846214
396,10,621277,4846014
397,10,621201,4846800
398,10,620567,4846714
399,10,620680,4845774
400,10,619835,4845167
401,10,619000,4845514
402,10,617707,4844311
403,10,616849,4845032
404,10,617924,4842143
405,10,618487,4842264
406,10,619218,4844309
407,10,619637,4842702
408,10,619902,4841866
409,10,620673,4842030
410,10,620955,4842396
411,10,620350,4843536
412,10,621485,4844918
413,10,621635,4844044
414,10,622222,4842872
415,10,622073,4842508
416,10,622011,4844462
417,10,621898,4844868
418,10,622476,4845030
419,10,623119,4845494
420,10,623752,4845264
421,10,623698,4843610
422,10,623655,4843212
423,11,625083,4843394
424,11,625530,4844141
425,11,625252,4845016
426,11,624995,4845520
427,11,624753,4845716
428,11,624160,4846704
429,11,624645,4847845
430,11,623406,4849252
431,11,624786,4849257
432,11,625206,4849642
433,11,626006,4850063
434,11,626282,4849436
435,11,626040,4848482
436,11,625123,4847524
437,11,625940,4847556
438,11,626917,4847784
439,11,626389,4846292
440,11,626159,4844628
441,11,627481,4846248
442,11,627795,4846956
443,11,627587,4847950
444,11,627422,4848844
445,11,627089,4849631
446,11,626927,4850442
447,11,627275,4850233
448,11,627485,4848962
449,11,627817,4849200
450,11,627683,4848080
451,11,628045,4848286
452,11,627981,4846894
453,11,628260,4847420
454,11,628076,4846404
455,11,629056,4846822
456,11,629266,4847294
457,11,628986,4848526
458,11,628658,4849518
459,11,628519,4850587
460,11,629756,4851102
461,11,629593,4849802
462,11,630017,4848662
463,11,630181,4847650
464,11,630085,4847260
465,11,631411,4847620
466,12,632435,4847814
467,12,632279,4848562
468,12,631286,4848975
469,12,630943,4850662
470,12,631483,4851184
471,12,631882,4851761
472,12,632310,4852150
473,12,633333,4851814
474,12,632709,4851096
475,12,631693,4850048
476,12,632596,4850290
477,12,633827,4850614
478,12,631997,4849764
479,12,632732,4849986
480,12,633982,4849860
481,12,633118,4848659
482,12,634324,4848578
483,12,633258,4847945
484,12,634519,4847985
485,13,636051,4846857
486,13,637063,4847122
487,13,638195,4847705
488,13,639148,4847979
489,13,639718,4848188
490,13,640042,4848203
491,13,640877,4848656
492,13,641917,4848764
493,13,642305,4849491
494,13,642551,4848828
495,13,643738,4848406
496,13,642683,4848178
497,13,641699,4847900
498,13,640435,4847452
499,13,639642,4847354
500,13,639443,4846332
501,13,638380,4846725
502,13,638454,4845684
503,13,637268,4846025
504,13,635929,4846232
505,13,636563,4845128
506,13,636438,4844081
507,13,637169,4844432
508,13,637939,4844991
509,13,638828,4845272
510,13,639915,4846070
511,13,641011,4846211
512,13,642185,4846893
513,13,643121,4847064
514,13,643991,4847529
515,13,643486,4846642
516,13,642438,4846526
517,13,642684,4845467
518,13,642081,4844739
519,13,641660,4844162
520,13,641357,4844412
521,13,641038,4845708
522,13,640130,4845322
523,13,640227,4844236
524,13,639192,4843906
525,13,638269,4843368
526,13,637721,4843214
527,13,636852,4842797
528,13,637329,4842084
529,13,637836,4842730
530,13,638344,4842938
531,13,639452,4843287
532,13,640627,4843382
533,13,640068,4842312
534,13,638909,4841705
535,13,639805,4841158
536,13,639134,4840953
537,13,637945,4840410
538,13,638447,4839504
539,14,638483,4838306
540,14,638687,4837592
541,14,639796,4838830
542,14,639813,4839365
543,14,641051,4840772
544,14,640374,4840680
545,14,641652,4842482
546,14,641866,4841552
547,14,642699,4842806
548,14,642520,4843678
549,14,643219,4844654
550,14,643432,4844074
551,14,643914,4844386
552,14,643664,4844946
553,14,644242,4845727
554,14,644707,4845026
555,14,645558,4845780
556,15,647612,4847341
557,15,645820,4846723
558,15,645117,4847114
559,15,646185,4847452
560,15,645738,4848051
561,15,644538,4849288
562,15,644771,4849752
563,15,644003,4850041
564,15,645499,4849943
565,15,646494,4850554
566,15,646009,4849598
567,15,646728,4849610
568,15,647393,4848188
569,15,648398,4849216
570,15,649437,4849452
571,15,650058,4850008
572,15,648198,4851472
573,15,647440,4849958
574,15,647468,4850660
575,15,646840,4851684
576,16,645017,4851374
577,16,644401,4851106
578,16,642247,4850296
579,16,640898,4849904
580,16,639940,4849552
581,16,639037,4849268
582,16,638131,4849059
583,16,637464,4848900
584,16,636578,4848494
585,16,635600,4848264
586,16,635324,4848616
587,16,635030,4849944
588,16,634959,4850750
589,16,633772,4851958
590,16,634419,4852330
591,16,635610,4852824
592,16,636027,4851179
593,16,635914,4850348
594,16,636502,4849168
595,16,637269,4849198
596,16,636963,4850711
597,16,637925,4850046
598,16,637391,4851582
599,16,636663,4853410
600,16,637934,4853536
601,16,638600,4852148
602,16,638315,4851260
603,16,638666,4850061
604,16,639667,4849892
605,16,639350,4850794
606,16,639499,4851564
607,16,639590,4852458
608,16,639098,4853834
609,16,640029,4854192
610,16,640540,4852724
611,16,640594,4851866
612,16,640919,4850517
613,16,642610,4851338
614,16,641665,4852064
615,16,641916,4853058
616,16,640871,4854451
617,16,642278,4854848
618,16,642813,4853862
619,16,642499,4852434
620,16,643869,4851768
621,16,643603,4852679
622,16,644397,4853347
623,16,644861,4851716
624,16,646327,4852247
625,16,645256,4853970
1001,20,646865,4868174
1002,20,649997,4870441
1003,20,654020,4870108
1004,20,646205,4863095
1005,20,654448,4866226
1006,20,656586,4866318
1007,20,658700,4867146
1008,20,645911,4862064
1009,20,647496,4863037
1010,20,649771,4863542
1011,20,651967,4864495
1012,20,647597,4860594
1013,20,648185,4861758
1014,20,649927,4862681
1015,20,652136,4863913
1016,20,652704,4863045
1017,20,655157,4865094
1018,20,656610,4864708
1019,20,659099,4866972
1020,20,648662,4860554
1021,20,650696,4860958
1022,20,653209,4861146
1023,20,653683,4861142
1024,20,648572,4856592
1025,20,650671,4857708
1026,20,650891,4859263
1027,20,653344,4860834
1028,20,653676,4859742
1029,20,654118,4859163
1030,20,651550,4856287
1031,20,652844,4856893
1032,20,653880,4857862
1033,20,654647,4857678
1034,20,649124,4853894
1035,20,650544,4855029
1036,20,650676,4854098
1037,20,651666,4855528
1038,20,652076,4854798
1039,20,653666,4856168
1040,20,653230,4855409
1041,20,653390,4855045
1042,20,653773,4855639
1043,20,654294,4855792
1044,20,654803,4856246
1045,20,655149,4856642
1046,20,650717,4853206
1047,20,651104,4852072
1048,20,651705,4853724
1049,20,652286,4852901
1050,20,653771,4854083
1051,20,654491,4854926
1052,20,654359,4854033
1053,20,655372,4854418
1054,20,655585,4855382
1055,20,655985,4854444
1056,20,655724,4852919
1057,21,655494,4861932
1058,21,657317,4862415
1059,21,658616,4863429
1060,21,656441,4860243
1061,21,657941,4860734
1062,21,657892,4862082
1063,21,659538,4862368
1064,21,659062,4861219
1065,21,659873,4861176
1066,21,660618,4862419
1067,21,655579,4858860
1068,21,656792,4859394
1069,21,657985,4859658
1070,21,658774,4859888
1071,21,659712,4859831
1072,21,660340,4860060
1073,21,661265,4859960
1074,21,655796,4858048
1075,21,656799,4858490
1076,21,658144,4858598
1077,21,658972,4858576
1078,21,659663,4858732
1079,21,660650,4859427
1080,21,656275,4857330
1081,21,656958,4857504
1082,21,658153,4857784
1083,21,658970,4858369
1084,21,659122,4857914
1085,21,659840,4858456
1086,21,661001,4859080
1087,21,661590,4859298
1088,21,658536,4856602
1089,21,659412,4856942
1090,21,660534,4856942
1091,21,662091,4857626
1092,21,658109,4855534
1093,21,658406,4854312
1094,21,659177,4855703
1095,21,659737,4855998
1096,21,659674,4854450
1097,21,661116,4855648
1098,21,662540,4856368
1099,22,659880,4873450
1100,22,661822,4874747
1101,22,663296,4875638
1102,22,660157,4870686
1103,22,662424,4871100
1104,22,664636,4872122
1105,22,661805,4869427
1106,22,663824,4869562
1107,22,665239,4869736
1108,22,659249,4867322
1109,22,661141,4866387
1110,22,664128,4868690
1111,22,664133,4867526
1112,22,665146,4869119
1113,22,665724,4867802
1114,22,660343,4864380
1115,22,661766,4864082
1116,22,663667,4864666
1117,22,665017,4865098
1118,22,666407,4865538
1119,22,661005,4862355
1120,22,661386,4863228
1121,22,663003,4863006
1122,22,664010,4863600
1123,22,664769,4863678
1124,22,665705,4864006
1125,22,667177,4864478
1126,22,662123,4859621
1127,22,662495,4860672
1128,22,663250,4861689
1129,22,663656,4860493
1130,22,664527,4861786
1131,22,665018,4860682
1132,22,665151,4862196
1133,22,665631,4860955
1134,22,666300,4862700
1135,22,666698,4861568
1136,22,667705,4863110
1137,22,667954,4861820
1138,22,662076,4859284
1139,22,663081,4859332
1140,22,664130,4859714
1141,22,665141,4860316
1142,22,665128,4859692
1143,22,665595,4860406
1144,22,666100,4859680
1145,22,667164,4860800
1146,22,667493,4859656
1147,22,668181,4861110
1148,22,668566,4859740
1149,22,662429,4857800
1150,22,663061,4856758
1151,22,665090,4858434
1152,22,665807,4858958
1153,22,665113,4857932
1154,22,667696,4858550
1155,22,668966,4858960
1156,23,666088,4876098
1157,23,666667,4875936
1158,23,665741,4871551
1159,23,667214,4872598
1160,23,667524,4872156
1161,23,670264,4874278
1162,23,665847,4871350
1163,23,667469,4871983
1164,23,668088,4872061
1165,23,666516,4870271
1166,23,667852,4870800
1167,23,668415,4871355
1168,23,670818,4872309
1169,23,671765,4872597
1170,23,666961,4868456
1171,23,668385,4869334
1172,23,668889,4870919
1173,23,669825,4868772
1174,23,670409,4871236
1175,23,670417,4868840
1176,23,671730,4871638
1177,23,672445,4870164
1178,23,668439,4866202
1179,23,669209,4867663
1180,23,670394,4867461
1181,23,671497,4867518
1182,23,672733,4867694
1183,23,668132,4864490
1184,23,668627,4865774
1185,23,669328,4864323
1186,23,670277,4865845
1187,23,670887,4865977
1188,23,671923,4866272
1189,23,673411,4866653
1190,23,669041,4863432
1191,23,669323,4862289
1192,23,669921,4863516
1193,23,670539,4862592
1194,23,670870,4863921
1195,23,671152,4863197
1196,23,671391,4862813
1197,23,671346,4863904
1198,23,671581,4863332
1199,23,671857,4862976
1200,23,672699,4864680
1201,23,672981,4863536
1202,23,674274,4864988
1203,23,674378,4864128
1204,23,669574,4861584
1205,23,670274,4861937
1206,23,670964,4862336
1207,23,670794,4861610
1208,23,671753,4862650
1209,23,671905,4861980
1210,23,673391,4862725
1211,23,674892,4863199
1212,23,670141,4860286
1213,23,671100,4860984
1214,23,672287,4861361
1215,23,673637,4861832
1216,23,675721,4861980
1217,23,670976,4860249
1218,23,671626,4859094
1219,23,672325,4860053
1220,23,672450,4858786
1221,23,672967,4860753
1222,23,673319,4859150
1223,23,674032,4861150
1224,23,673858,4860211
1225,23,675890,4861069
1226,24,677098,4878236
1227,24,681093,4877829
1228,24,677963,4873109
1229,24,682824,4875074
1230,24,677215,4869602
1231,24,680919,4870752
1232,24,683711,4871654
1233,24,675919,4867686
1234,24,681886,4868058
1235,24,684611,4869905
1236,24,675915,4865686
1237,24,675933,4864244
1238,24,677469,4864904
1239,24,679259,4866256
1240,24,678448,4864902
1241,24,676732,4863208
1242,24,678403,4863565
1243,24,676825,4861596
1244,24,678793,4861666
1245,24,678623,4864150
1246,24,679108,4862710
1247,24,680170,4861252
1248,24,680324,4860740
1249,24,681508,4865142
1250,24,681470,4863860
1251,24,681346,4861914
1252,24,682828,4860728
1253,24,684036,4864533
1254,24,684392,4863732
1255,24,685379,4862526
1256,24,684314,4867862
1257,24,685788,4868195
1258,24,685030,4866096
1259,24,685843,4867073
1260,24,685668,4864974
1261,24,686501,4865439
1262,24,685237,4863890
1263,24,685985,4864337
1264,24,686666,4864382
1265,24,687433,4863873
1266,24,686518,4861822
1267,24,687536,4863105
1268,24,687572,4868124
1269,24,688033,4864753
1270,24,689475,4866638
1271,24,688210,4864608
1272,24,689237,4863362
1273,24,689799,4864374
1274,24,690458,4863208
1275,24,688845,4878540
1276,24,688445,4875190
1277,24,693912,4878391
1278,24,690231,4873536
1279,24,691160,4872208
1280,24,694645,4870126
1281,24,700748,4872118
1282,24,692131,4868492
1283,24,691634,4866272
1284,24,692950,4866783
1285,24,691474,4864629
1286,24,693031,4865011
1287,24,693854,4865539
1288,24,691746,4863608
1289,24,693893,4863882
1290,24,696300,4866753
1291,24,695559,4864299
1292,24,703998,4865678
1293,19,655452,4891134
1294,19,661612,4891356
1295,19,657092,4883695
1296,19,662209,4885733
1297,19,661965,4883244
1298,19,663553,4886518
1299,19,663897,4885326
1300,19,664190,4884228
1301,19,664197,4887712
1302,19,664666,4885498
1303,19,664833,4884924
1304,19,668652,4892226
1305,19,674596,4891676
1306,19,658832,4878292
1307,19,663817,4880758
1308,19,666521,4881278
1309,19,673917,4885033
1310,19,677592,4886776
1311,18,641604,4897794
1312,18,640918,4890194
1313,18,647565,4891604
1314,18,643267,4879810
1315,18,647486,4882854
1316,18,650225,4887672
1317,18,649780,4885808
1318,18,650198,4884856
1319,18,651826,4882938
1320,18,645164,4874304
1321,18,652683,4876409
1322,17,645109,4917352
1323,17,648074,4922762
1324,17,649887,4924948
1325,17,646823,4921372
1326,17,645409,4913851
1327,17,652479,4920042
1328,17,649356,4907110
1329,17,654293,4912685
1330,17,656293,4912577
1331,17,656362,4909128
1332,17,654318,4902832
1333,17,651717,4898021
1334,17,656960,4901280
2001,33,609172,4846372
2002,33,611244,4845855
2003,33,610857,4847300
2004,33,608505,4847573
2005,33,610624,4848234
2006,33,607497,4849896
2007,33,608854,4850155
2008,33,610346,4849761
2009,33,607312,4850994
2010,33,608821,4852216
2011,33,609982,4852718
2012,33,607377,4853567
2013,33,607682,4855058
2014,33,609146,4854976
2015,33,604980,4856048
2016,33,609080,4856078
2017,33,605533,4858256
2018,33,610448,4858452
2019,33,609937,4855962
2020,33,610556,4854544
2021,33,610802,4854953
2022,33,611280,4852902
2023,33,610888,4850440
2024,33,611767,4851555
2025,33,612714,4851858
2026,33,613543,4850426
2027,33,612288,4849259
2028,33,611145,4849110
2029,33,611561,4847933
2030,33,612668,4848395
2031,33,611520,4847448
2032,33,611938,4845864
2033,33,612870,4846129
2034,33,612094,4847099
2035,33,612082,4847873
2036,33,613015,4848060
2037,33,613276,4847418
2038,33,614645,4846709
2039,33,614914,4846892
2040,33,614737,4848381
2041,33,614006,4848516
2042,33,614238,4849222
2043,33,614138,4850484
2044,33,612738,4852392
2045,33,612567,4852588
2046,33,613461,4855088
2047,33,612611,4856301
2048,33,612767,4857500
2049,33,614544,4861142
2050,33,615186,4861201
2051,33,613664,4858759
2052,33,613750,4857163
2053,33,614894,4855756
2054,33,614817,4853412
2055,33,615485,4854202
2056,33,614636,4852432
2057,33,615814,4852538
2058,33,615171,4850348
2059,33,615410,4849240
2060,33,616062,4850712
2061,33,616478,4849534
2062,33,615581,4848715
2063,33,616688,4849239
2064,33,616826,4848148
2065,33,616305,4847302
2066,33,617140,4847491
2067,33,617154,4848246
2068,33,617045,4849434
2069,33,616929,4849666
2070,33,616793,4850990
2071,33,616466,4852073
2072,33,616306,4854694
2073,33,615853,4856021
2074,33,615534,4857908
2075,33,616149,4861364
2076,33,618294,4862786
2077,33,616563,4859096
2078,33,617020,4857138
2079,33,617651,4855560
2080,33,617468,4854224
2081,33,617652,4853734
2082,33,617839,4852332
2083,33,617987,4851298
2084,33,618293,4850160
2085,33,618476,4849694
2086,33,618622,4848868
2087,33,618742,4848008
2088,33,620347,4848530
2089,33,619125,4849035
2090,33,620815,4849568
2091,33,619054,4849927
2092,33,620659,4850563
2093,33,619029,4850253
2094,33,618676,4851658
2095,33,620545,4851398
2096,33,618386,4853036
2097,33,619868,4853952
2098,33,618316,4855398
2099,33,619441,4855674
2100,33,617759,4857032
2101,33,618803,4857514
2102,33,618694,4859705
2103,33,619046,4862885
2104,33,619780,4860828
2105,33,619594,4857305
2106,33,619927,4858314
2107,33,620035,4855857
2108,33,621645,4856481
2109,33,620430,4854110
2110,33,621594,4854959
2111,33,621587,4853823
2112,33,620794,4852206
2113,33,620930,4851110
2114,33,621993,4852877
2115,33,621890,4851712
2116,33,620941,4850656
2117,33,621288,4849666
2118,33,621310,4848836
2119,33,622863,4849353
2120,33,622409,4850242
2121,33,624160,4849873
2122,33,623918,4850594
2123,33,623566,4851252
2124,33,624498,4851607
2125,33,624405,4852160
2126,33,623477,4851889
2127,33,623864,4852700
2128,33,622774,4853780
2129,33,622727,4855259
2130,33,623743,4854498
2131,33,623672,4855487
2132,33,621882,4856230
2133,33,623688,4856862
2134,33,621583,4857641
2135,33,623065,4858417
2136,33,623044,4859929
2137,33,622380,4860694
2138,33,621903,4863490
2139,33,625456,4850242
2140,33,626865,4850777
2141,33,625285,4851407
2142,33,626369,4851668
2143,33,625027,4852504
2144,33,624809,4853253
2145,33,626352,4853777
2201,29,624220,4854657
2202,29,624151,4855932
2203,29,625391,4855342
2204,29,625904,4854772
2205,29,625958,4856065
2206,29,624540,4856720
2207,29,625774,4857280
2208,29,624231,4857840
2209,29,625263,4858192
2210,29,624166,4858663
2211,29,625089,4858842
2212,29,623852,4859662
2213,29,625098,4860062
2214,29,623577,4860966
2215,29,624691,4860992
2216,29,623506,4861804
2217,29,624771,4862180
2218,29,623538,4863151
2219,29,624229,4863458
2220,29,622351,4864262
2221,29,624116,4864950
2222,29,622521,4866200
2223,29,623661,4866504
2224,29,622365,4866762
2225,29,623753,4867094
2226,29,622126,4867900
2227,29,623225,4868216
2228,29,624196,4868430
2229,29,625315,4868634
2230,29,624175,4867390
2231,29,625109,4867687
2232,29,624854,4866488
2233,29,625039,4865491
2234,29,624725,4864722
2235,29,625247,4863390
2236,29,625442,4862510
2237,29,625407,4861373
2238,29,626506,4862313
2239,29,626188,4861298
2240,29,625343,4860592
2241,29,625670,4859338
2242,29,626502,4860653
2243,29,626768,4859542
2244,29,626000,4857780
2245,29,626984,4858175
2246,29,626072,4856484
2247,29,627477,4856909
2248,29,627046,4855827
2249,29,626267,4855198
2250,29,627222,4855503
2251,29,628667,4855843
2252,29,628395,4857061
2253,29,629881,4855904
2254,29,629524,4856981
2255,29,628200,4858348
2256,29,629052,4859016
2257,29,627972,4859854
2258,29,628421,4861114
2259,29,628118,4861932
2260,29,627785,4863633
2261,29,626765,4865272
2262,29,626954,4866754
2263,29,627983,4866256
2264,29,626292,4868862
2265,29,627848,4869434
2266,29,628792,4866960
2267,29,628086,4865938
2268,29,628880,4862212
2269,29,629251,4860940
2270,29,629746,4858446
2271,29,630074,4857398
2272,29,630206,4856062
2351,31,627239,4851010
2352,31,628404,4851433
2353,31,627043,4852016
2354,31,628038,4852228
2355,31,628323,4852986
2356,31,626950,4853370
2357,31,626763,4853707
2358,31,627544,4853944
2359,31,626449,4854434
2360,31,628021,4854251
2361,31,627543,4854917
2362,31,628779,4853959
2363,31,628998,4853126
2364,31,629189,4851927
2365,31,630219,4852653
2366,31,631540,4852747
2367,31,630593,4854284
2368,31,628916,4855334
2369,31,629969,4855610
2370,31,630236,4855650
2371,31,632496,4853202
2372,31,632159,4854510
2373,31,631843,4856184
2374,31,631586,4856640
2375,31,631357,4857470
2376,31,631025,4859466
2377,31,630771,4861369
2378,31,630673,4862547
2379,31,631375,4863480
2380,31,631399,4861092
2381,31,632996,4861362
2382,31,632263,4860636
2383,31,632176,4859324
2384,31,632088,4858120
2385,31,632131,4856890
2386,31,633270,4858102
2387,31,633253,4857530
2388,31,633474,4857188
2389,31,632340,4856524
2390,31,633751,4856844
2391,31,632518,4854663
2392,31,633260,4854750
2393,31,632878,4853770
2394,31,633118,4852934
2395,31,634157,4854649
2396,31,634412,4853348
2397,31,634921,4853716
2398,31,635786,4854099
2399,31,636261,4853943
2400,31,634624,4855010
2401,31,635193,4855356
2402,31,636216,4855384
2403,31,634441,4856249
2404,31,635034,4856561
2405,31,633969,4856972
2406,31,634937,4857455
2407,31,636100,4857566
2408,31,634165,4857876
2409,31,635634,4858507
2410,31,634577,4859145
2411,31,633635,4860042
2412,31,634992,4860875
2413,31,634509,4861830
2414,31,633034,4864714
2415,31,635276,4865502
2416,31,635966,4862546
2417,31,636006,4861666
2418,31,636607,4860920
2419,31,636955,4859598
2420,31,636953,4858642
2421,31,637300,4858414
2422,31,637012,4858040
2423,31,637273,4857452
2424,31,637284,4856381
2425,31,637000,4854794
2426,31,637960,4855305
2427,31,638904,4855838
2428,31,639983,4855879
2429,31,638727,4856792
2430,31,638709,4858728
2431,31,637979,4859106
2432,31,639307,4859407
2433,31,638465,4860346
2434,31,638237,4861389
2435,31,638240,4862370
2436,31,637103,4863310
2437,31,637004,4865647
2438,31,638503,4866670
2439,31,639614,4865539
2440,31,639993,4862776
2441,31,640066,4861824
2442,31,640420,4861270
2443,31,640655,4860538
2444,31,640511,4859923
2445,31,641014,4859454
2446,31,640178,4858581
2447,31,641712,4858236
2448,31,640859,4857455
2449,31,640779,4855816
2450,31,643763,4857524
2451,31,642625,4858042
2452,31,645193,4858300
2453,31,642383,4859870
2454,31,642010,4861044
2455,31,643305,4860746
2456,31,645273,4861266
2457,31,641492,4862220
2458,31,643026,4863815
2459,31,641007,4864511
2460,31,642069,4867968
2551,28,623021,4868882
2552,28,621977,4869945
2553,28,621729,4871330
2554,28,622643,4871994
2555,28,621603,4873110
2556,28,621187,4874062
2557,28,622575,4873560
2558,28,622867,4873912
2559,28,623604,4873844
2560,28,624128,4874603
2561,28,623181,4872221
2562,28,623991,4872222
2563,28,624605,4872729
2564,28,624267,4870946
2565,28,624122,4869262
2566,28,625780,4869799
2567,28,627025,4872462
2568,28,625545,4873617
2569,28,624894,4874662
2570,28,625338,4875895
2571,28,627058,4874621
2572,28,626838,4874231
2573,28,627288,4872484
2574,28,627691,4871357
2601,27,621116,4876408
2602,27,621874,4876593
2603,27,620870,4877134
2604,27,621827,4877398
2605,27,620613,4878017
2606,27,621674,4878614
2607,27,620662,4879240
2608,27,620998,4880140
2609,27,621573,4879566
2610,27,622321,4880533
2611,27,622283,4879598
2612,27,621931,4878902
2613,27,623101,4879028
2614,27,622214,4877602
2615,27,623034,4877917
2616,27,622522,4876544
2617,27,623939,4877162
2618,27,624937,4877127
2619,27,624893,4878782
2620,27,624152,4879649
2621,27,624249,4880145
2622,27,624878,4880905
2623,27,625726,4881010
2624,27,625939,4879759
2625,27,626079,4878325
2651,32,604885,4863700
2652,32,603981,4868617
2653,32,605494,4872770
2654,32,606193,4873422
2655,32,607780,4867402
2656,32,607524,4862344
2657,32,607897,4861331
2658,32,609208,4861897
2659,32,608373,4862319
2660,32,613964,4863523
2661,32,612975,4869232
2662,32,610811,4872838
2663,32,611023,4876131
2664,32,616179,4880584
2665,32,618109,4885597
2666,32,617382,4873730
2667,32,618965,4868448
2668,32,616005,4863870
2669,32,617512,4865582
2670,32,617700,4864186
2671,32,618595,4865681
2672,32,618984,4864938
2673,32,621828,4866140
2674,32,620454,4866595
2701,30,630153,4867600
2702,30,629272,4873278
2703,30,628396,4878615
2704,30,633642,4879956
2705,30,632509,4873932
2706,30,633873,4868674
2707,30,636301,4868551
2708,30,638968,4869840
2709,30,638824,4869396
2710,30,641029,4869984
2711,30,640033,4870597
2712,30,641022,4870662
2713,30,642169,4870524
2714,30,641924,4871245
2715,30,639158,4873090
2716,30,637577,4873872
2717,30,637279,4876962
2718,30,637034,4878147
2751,26,619360,4880364
2752,26,621279,4880960
2753,26,620902,4881468
2754,26,620456,4883328
2755,26,619482,4885518
2756,26,619255,4887312
2757,26,622003,4893208
2758,26,620080,4887888
2759,26,620647,4886184
2760,26,621449,4883990
2761,26,621075,4883017
2762,26,621488,4881100
2763,26,624603,4883144
2764,26,624312,4884786
2765,26,623577,4887431
2766,26,623777,4888746
2767,26,623258,4892748
2768,26,623935,4889680
2769,26,625749,4889162
2770,26,624176,4887640
2771,26,625812,4888838
2772,26,625058,4884816
2773,26,626631,4885090
2774,26,625294,4884056
2775,26,627005,4883488
2776,26,625280,4882336
2777,26,627382,4881045
2778,26,627821,4881202
2779,26,628662,4883474
2780,26,627326,4890885
2781,26,632486,4891712
2782,26,634492,4885766
2783,26,635013,4888378
2851,25,619054,4893432
2852,25,622131,4895552
2853,25,622432,4897210
2854,25,621815,4899968
2855,25,620994,4901224
2856,25,622338,4901688
2857,25,619679,4903214
2858,25,621887,4905230
2859,25,623143,4899802
2860,25,623521,4898886
2861,25,623224,4897649
2862,25,624045,4898294
2863,25,622902,4895143
2864,25,623710,4896584
2865,25,624443,4896737
2866,25,624837,4900827
2867,25,625461,4907192
2868,25,630140,4907893
2869,25,631945,4907577
2870,25,630470,4901824
2871,25,633564,4903605
2872,25,636134,4902959
2873,25,637689,4909715
2874,25,640890,4905032
2875,25,644926,4902368
2876,25,643007,4908157
2877,25,642989,4911297
3001,34,596381,4856312
3002,34,598878,4859823
3003,34,600485,4861746
3004,34,591472,4839740
3005,34,592534,4844139
3006,34,593574,4843905
3007,34,594186,4844238
3008,34,594024,4845545
3009,34,595113,4846254
3010,34,595743,4845647
3011,34,595809,4844642
3012,34,596576,4846722
3013,34,597185,4846408
3014,34,598638,4848524
3015,34,598982,4852212
3016,34,599798,4855663
3017,34,602357,4854863
3100,34,589756,4866111
3101,34,589689,4860299
3102,34,580033,4849412
3103,34,580892,4857223
3104,34,580239,4862858
3105,34,574724,4856575
3106,34,575613,4860956
3107,34,572640,4856490
3108,34,585002,4850761
3146,34,593115,4845197
3151,34,592320,4850274
3152,34,584606,4856984
3153,34,599788,4858367
3188,34,591042,4838573
3189,34,595282,4860456
3190,34,603333,4858016
3191,34,603072,4856968
3192,34,602443,4858860
3193,34,601199,4860436
3194,34,601396,4858751
3195,34,597968,4865184
3196,34,586804,4844550
3197,34,591375,4858209
3198,34,593575,4861924
3199,34,595149,4867522
3323,35,599726,4831418
3324,35,601454,4833586
3325,35,602077,4834680
3326,35,602669,4836051
3327,35,603435,4836786
3328,35,604682,4838042
3329,35,606124,4840561
3330,35,608763,4843563
3331,35,604979,4843512
3332,35,606170,4843697
