,Campus,Mode,HomeZone,Income,Time.Auto,Time.Transit,Time.Active
4238,69,Transit,219,"$ 240,000 +",18.94065,63.31730500000001,126.643125
4239,69,Transit,64,Unknown,4.108721,21.501513000000006,41.46901499999999
4240,69,Transit,3632,Unknown,41.12407,116.126551,265.4394
4241,69,Active,70,"Less than $ 30,000",1.117177,20.195869,11.101709999999999
4242,69,Transit,67,I donâ€™t know,2.523888,24.493026999999998,28.469009999999997
4243,3631,Transit,3496,I donâ€™t know,12.36481,45.699812,130.316655
4244,69,Transit,2428,"Less than $ 30,000",68.61745,208.03931,533.1301500000001
4245,566,Active,574,Unknown,3.781171,19.475882000000002,36.42946499999999
4246,69,Transit,588,"$ 30,000 - 59,999",43.24969,130.64222900000001,310.2468
4247,69,Transit,113,"$ 180,000 - 209,999",15.759179999999999,42.637287,93.900495
4248,566,Transit,41,"$ 30,000 - 59,999",26.944509999999998,77.23729300000001,323.87415000000004
4249,566,Transit,2354,Unknown,35.480509999999995,122.749895,360.63615000000004
4250,566,Auto,570,Unknown,6.854227000000001,30.943489000000003,61.511714999999995
4251,69,Active,68,Unknown,1.464106,25.325449,14.598600000000001
4252,69,Transit,301,I donâ€™t know,29.26424,58.554793999999994,168.21135
4253,69,Active,72,Unknown,3.068723,25.742024,23.927640000000004
4254,69,Transit,188,"$ 240,000 +",5.995709,26.360793,46.053975
4255,3631,Auto,4033,Unknown,46.3043,126.65231000000001,534.0819
4256,69,Active,69,Unknown,0.0,0.0,0.0
4257,69,Transit,139,Unknown,29.3859,72.444464,164.77694999999997
4258,566,Auto,568,"$ 90,000 - 119,999",5.269597,30.536956,53.99523000000001
4259,3631,Transit,4040,Unknown,46.49458,125.45069999999998,561.0462000000001
4260,69,Transit,46,Unknown,2.168042,23.855995999999998,19.46616
4261,69,Active,102,Unknown,6.703013,35.563364,40.687425
4262,69,Transit,118,Unknown,18.64913,50.314017,102.80333999999999
4263,69,Transit,237,Unknown,26.741290000000003,79.65141700000002,184.09215
4264,69,Active,18,Unknown,7.606971000000001,32.917701,51.41064
4265,69,Transit,1182,Unknown,98.23161,136.246,746.2356
4267,3631,Auto,3356,Unknown,40.25282,138.0609,363.65385
4268,3631,Transit,3811,Unknown,4.3501,30.203819,47.27064
4269,69,Transit,195,Unknown,23.8248,61.71417099999999,151.02944999999997
4270,69,Transit,2216,Unknown,64.82115,147.448779,404.47889999999995
4271,3631,Auto,3151,Unknown,22.79673,86.66553,229.8234
4272,69,Transit,3516,"Less than $ 30,000",52.07764,84.69626,378.40095
4273,69,Active,272,"$ 60,000 - 89,999",11.39402,44.736421,71.05376999999999
4274,69,Active,49,I donâ€™t know,1.3311520000000001,20.977919,13.21644
4275,566,Auto,3375,Unknown,82.82840999999999,133.15101,834.1431
4276,69,Active,38,Unknown,3.320328,31.447038,28.74147
4277,3631,Transit,3688,"$ 60,000 - 89,999",23.22107,81.50922,206.84475
4278,69,Active,38,"Less than $ 30,000",3.320328,31.447038,28.74147
4279,69,Active,38,I donâ€™t know,3.320328,31.447038,28.74147
4280,69,Transit,78,Unknown,3.553124,21.142841,37.516515
4281,566,Transit,485,I donâ€™t know,11.16778,46.32066,157.27995
4282,69,Active,46,"Less than $ 30,000",2.168042,23.855995999999998,19.46616
4283,69,Transit,212,"Less than $ 30,000",16.11125,57.86549,106.80390000000001
4284,69,Transit,147,Unknown,15.85454,47.83985300000001,92.782125
4285,69,Transit,2128,I donâ€™t know,62.313390000000005,159.558423,362.5299
4286,69,Transit,174,Unknown,12.96096,38.944914000000004,78.28422
4287,69,Transit,2120,"$ 60,000 - 89,999",50.00861,114.925799,307.8759
4288,69,Transit,285,"$ 30,000 - 59,999",23.92766,84.64806800000001,139.84294500000001
4289,566,Auto,2417,Unknown,25.26455,103.52582,225.0144
4290,69,Active,71,Unknown,2.924953,24.128386,16.985265000000002
4291,3631,Transit,3662,I donâ€™t know,19.2651,65.687483,204.56069999999997
4292,69,Transit,1032,"$ 90,000 - 119,999",66.97091,105.44236000000001,460.76189999999997
4293,69,Active,95,Unknown,6.632627,33.425859,41.7591
4294,3631,Auto,400,"Less than $ 30,000",27.46749,119.470909,302.00595
4295,69,Active,70,Unknown,1.117177,20.195869,11.101709999999999
4296,3631,Transit,452,Unknown,35.3461,113.75176100000002,408.72495000000004
4297,69,Active,53,Unknown,2.845125,24.990155,27.043575
4298,69,Active,68,Unknown,1.464106,25.325449,14.598600000000001
4299,3631,Transit,3417,I donâ€™t know,31.29751,135.634256,324.31725
4300,69,Transit,16,I donâ€™t know,7.445859,43.481594,61.84549499999999
4301,69,Transit,500,"$ 90,000 - 119,999",40.99736,82.440407,271.4787
4302,566,Active,565,I donâ€™t know,2.649222,20.927781,23.086634999999998
4303,69,Transit,120,Unknown,19.30037,44.767979,104.03547
4304,69,Transit,185,"$ 90,000 - 119,999",11.07215,46.064018,65.243415
4305,69,Active,70,"Less than $ 30,000",1.117177,20.195869,11.101709999999999
4306,69,Active,53,"Less than $ 30,000",2.845125,24.990155,27.043575
4307,69,Active,53,I donâ€™t know,2.845125,24.990155,27.043575
4308,566,Transit,245,"$ 30,000 - 59,999",14.6219,58.62054499999999,188.38305000000003
4309,69,Transit,3682,"$ 90,000 - 119,999",51.66085,107.55228999999999,376.22325
4310,69,Auto,139,"Less than $ 30,000",29.3859,72.444464,164.77694999999997
4311,566,Active,567,Unknown,1.15247,17.169234,11.262285
4312,69,Transit,554,"Less than $ 30,000",45.03045,94.027575,281.47785
4313,69,Auto,1317,Unknown,124.6113,246.3447,1268.7613499999998
4314,566,Active,562,Unknown,1.9089990000000001,17.573247000000002,19.08999
4315,566,Auto,538,"$ 90,000 - 119,999",14.94475,65.686662,191.9748
4316,566,Transit,490,"Less than $ 30,000",7.019825999999999,31.444467,96.208185
4317,566,Transit,2128,Unknown,42.15164,95.2664,429.7991999999999
4318,69,Transit,2119,"$ 90,000 - 119,999",48.4183,113.106196,288.90014999999994
4319,69,Active,105,I donâ€™t know,11.34923,39.849031,65.27565
4320,566,Active,566,Unknown,0.0,0.0,0.0
4321,69,Transit,3380,Unknown,77.75001,114.45811799999998,581.1192
4322,566,Transit,139,Unknown,33.74974,139.801242,423.53115
4323,566,Auto,587,"$ 120,000 - 149,999",13.45041,64.176452,197.5872
4324,566,Transit,2213,Unknown,44.41747,108.461321,453.57360000000006
4325,69,Active,75,Unknown,2.141326,19.940688,19.27866
4326,69,Active,68,Unknown,1.464106,25.325449,14.598600000000001
4327,69,Active,46,Unknown,2.168042,23.855995999999998,19.46616
4328,69,Active,70,"$ 30,000 - 59,999",1.117177,20.195869,11.101709999999999
4329,69,Active,40,Unknown,2.510406,26.944984,21.925545
4330,69,Transit,209,"Less than $ 30,000",10.911489999999999,42.701539000000004,73.300215
4331,69,Transit,3685,Unknown,67.55769000000001,106.076507,537.5387999999999
4332,69,Active,68,"$ 30,000 - 59,999",1.464106,25.325449,14.598600000000001
4333,69,Transit,290,"$ 120,000 - 149,999",31.24758,70.436807,211.1628
4334,69,Transit,521,"Less than $ 30,000",40.903009999999995,83.83718499999999,269.18264999999997
4335,69,Active,71,I donâ€™t know,2.924953,24.128386,16.985265000000002
4336,69,Transit,428,Unknown,29.68266,56.56095,205.98915000000002
4337,69,Transit,2433,Unknown,78.98685,330.7138,665.6025
4338,69,Active,40,"Less than $ 30,000",2.510406,26.944984,21.925545
4339,69,Transit,258,"$ 90,000 - 119,999",18.8372,53.839890000000004,118.222185
4340,69,Active,48,Unknown,1.9141869999999999,23.859148,17.990325000000002
4341,3631,Auto,3418,"$ 90,000 - 119,999",33.148920000000004,147.95922000000004,354.96225
4342,566,Transit,1190,"$ 150,000 - 179,999",42.367329999999995,128.131978,397.71105
4343,69,Transit,322,Unknown,32.36266,73.067319,196.41555000000002
4344,69,Transit,528,Unknown,30.13079,61.733786,183.4593
4345,566,Transit,467,"$ 30,000 - 59,999",15.599839999999999,72.015924,231.97245
4346,69,Active,47,I donâ€™t know,1.710853,20.776487,15.946485
4347,69,Active,46,Unknown,2.168042,23.855995999999998,19.46616
4348,69,Active,70,"Less than $ 30,000",1.117177,20.195869,11.101709999999999
4349,69,Transit,456,Unknown,32.44122,67.17427599999999,203.71185
4350,69,Transit,3370,"$ 30,000 - 59,999",70.91372,134.68829,573.1218
4351,3631,Transit,3810,Unknown,4.58473,33.84206399999999,49.847955
4352,69,Transit,251,I donâ€™t know,21.25297,48.146440000000005,132.227955
4353,69,Transit,532,"$ 60,000 - 89,999",36.98357,73.25803,230.84145
4354,69,Active,46,I donâ€™t know,2.168042,23.855995999999998,19.46616
4355,69,Active,74,I donâ€™t know,1.049121,16.675728,10.491209999999999
4356,69,Active,67,"$ 180,000 - 209,999",2.523888,24.493026999999998,28.469009999999997
4357,69,Active,73,"$ 30,000 - 59,999",2.014925,20.126511999999998,15.20709
4358,566,Transit,2428,"$ 60,000 - 89,999",23.56165,108.22236200000002,220.21485
4359,69,Active,170,Unknown,9.756631,40.781066,62.930460000000004
4360,566,Transit,591,I donâ€™t know,16.23431,64.393991,209.04584999999997
4361,69,Transit,2142,I donâ€™t know,78.49124,190.57783500000002,489.24735000000004
4362,566,Transit,514,Unknown,5.051858,39.873267,64.55426999999999
4363,69,Transit,285,"$ 90,000 - 119,999",23.92766,84.64806800000001,139.84294500000001
4364,69,Active,71,Unknown,2.924953,24.128386,16.985265000000002
4365,69,Auto,230,Unknown,29.964170000000003,73.846985,195.58275
4366,3631,Transit,3484,Unknown,26.7832,100.209411,242.9046
4367,69,Transit,259,Unknown,19.28081,58.38172,117.23385
4368,69,Auto,239,"$ 90,000 - 119,999",32.47937,95.746207,216.3855
4369,69,Transit,469,Unknown,40.009679999999996,96.542967,277.20570000000004
4370,69,Transit,588,"$ 30,000 - 59,999",43.24969,130.64222900000001,310.2468
4371,3631,Transit,3643,"Less than $ 30,000",8.203051,59.663915,81.35937000000001
4372,69,Transit,3604,"$ 210,000 - 239,999",39.94034,119.516938,277.43055
4373,69,Active,169,"$ 60,000 - 89,999",7.855628,33.435869,51.153735
4374,69,Active,46,Unknown,2.168042,23.855995999999998,19.46616
4375,69,Active,70,Unknown,1.117177,20.195869,11.101709999999999
4376,3631,Transit,3719,I donâ€™t know,6.223887,34.82419400000001,55.63593
4377,69,Active,21,Unknown,4.289724,29.3483,30.6678
4378,69,Active,115,"$ 60,000 - 89,999",15.891110000000001,45.144366,87.02386499999999
4379,69,Active,45,Unknown,2.634566,19.362205,21.82227
4380,69,Transit,1097,Unknown,88.58440999999999,156.62637,655.12455
4381,69,Active,46,"$ 30,000 - 59,999",2.168042,23.855995999999998,19.46616
4382,69,Active,73,"Less than $ 30,000",2.014925,20.126511999999998,15.20709
4383,566,Transit,1038,Unknown,18.20356,76.82068000000001,195.28920000000002
4384,566,Active,562,Unknown,1.9089990000000001,17.573247000000002,19.08999
4385,69,Transit,3877,Unknown,72.93523,132.284663,560.8245
4386,69,Active,48,"Less than $ 30,000",1.9141869999999999,23.859148,17.990325000000002
4388,69,Transit,199,I donâ€™t know,14.471770000000001,50.289832,87.50988
4389,69,Active,72,"$ 90,000 - 119,999",3.068723,25.742024,23.927640000000004
4390,69,Transit,105,"$ 30,000 - 59,999",11.34923,39.849031,65.27565
4391,566,Auto,2424,"$ 60,000 - 89,999",18.4424,83.311533,158.9916
4392,69,Active,53,Unknown,2.845125,24.990155,27.043575
4393,566,Transit,1075,I donâ€™t know,21.96026,79.53768000000001,201.78825
4394,69,Active,70,I donâ€™t know,1.117177,20.195869,11.101709999999999
4395,69,Transit,2141,Unknown,77.5156,150.38863999999998,490.44314999999995
4396,69,Active,37,I donâ€™t know,4.124194,32.019829,36.336405
4397,566,Auto,2388,I donâ€™t know,36.87585,164.62493999999995,371.54805
4398,69,Transit,4030,Unknown,87.499,137.751015,726.7185
4399,69,Transit,287,"$ 30,000 - 59,999",28.61972,65.781362,174.55365
4400,69,Active,41,"Less than $ 30,000",3.4422599999999997,30.10613,27.606600000000004
4401,69,Active,97,Unknown,6.421951,29.986675,40.614885
4402,69,Transit,209,"$ 90,000 - 119,999",10.911489999999999,42.701539000000004,73.300215
4403,69,Transit,2100,I donâ€™t know,45.84554,107.089234,284.15955
4404,69,Transit,3606,Unknown,48.61723,150.336063,351.2646
4405,566,Transit,560,Unknown,2.49745,26.741172,26.414505000000002
4406,69,Active,20,"$ 120,000 - 149,999",6.764482000000001,30.980590000000003,44.172135000000004
4407,69,Active,69,Unknown,0.0,0.0,0.0
4408,69,Transit,507,"$ 60,000 - 89,999",33.47683,71.627554,213.23594999999997
4409,69,Auto,3690,Unknown,54.61469,155.730367,417.22139999999996
4410,69,Active,69,"$ 150,000 - 179,999",0.0,0.0,0.0
4411,69,Transit,4039,I donâ€™t know,92.49776,124.02791,785.42685
4412,69,Transit,264,"$ 90,000 - 119,999",16.56267,51.0237,101.611635
4413,566,Auto,1061,Unknown,26.844929999999998,77.52272099999998,220.36725
4414,69,Auto,3694,"$ 150,000 - 179,999",54.817780000000006,157.73168700000002,419.2524
4415,69,Transit,2248,Unknown,42.42263,110.16078,265.49834999999996
4416,69,Transit,1132,"$ 150,000 - 179,999",82.63101,130.67396000000002,599.8827
4417,69,Active,69,"$ 90,000 - 119,999",0.0,0.0,0.0
4418,69,Transit,234,Unknown,33.79525,91.20557,229.70985000000002
4419,69,Active,73,Unknown,2.014925,20.126511999999998,15.20709
4420,566,Auto,497,"Less than $ 30,000",5.793533999999999,26.869722000000003,74.87325
4421,566,Auto,567,"$ 90,000 - 119,999",1.15247,17.169234,11.262285
4422,3631,Transit,3657,"Less than $ 30,000",16.34346,58.225728,172.3128
4423,69,Transit,279,Unknown,12.180769999999999,33.250977,63.06081
4424,69,Active,71,Unknown,2.924953,24.128386,16.985265000000002
4425,69,Transit,4018,"$ 150,000 - 179,999",86.46431,109.78246,759.4816500000001
4426,69,Active,50,Unknown,2.595157,27.40234,23.805030000000002
4427,69,Transit,448,"Less than $ 30,000",35.022870000000005,66.209338,219.42225
4428,566,Transit,601,Unknown,12.26158,53.655888,145.186065
4429,69,Transit,277,Unknown,13.174779999999998,38.465121,73.296435
4430,69,Transit,301,Unknown,29.26424,58.554793999999994,168.21135
4431,69,Auto,8073,Unknown,0.0,0.0,0.0
4432,69,Active,71,Unknown,2.924953,24.128386,16.985265000000002
4433,69,Active,46,"Less than $ 30,000",2.168042,23.855995999999998,19.46616
4434,566,Auto,2055,"$ 90,000 - 119,999",47.71291,109.71173200000001,535.3371
4435,3631,Transit,3688,"$ 60,000 - 89,999",23.22107,81.50922,206.84475
4436,3631,Transit,3436,"$ 120,000 - 149,999",32.172740000000005,110.024981,272.87475
4437,69,Transit,2108,I donâ€™t know,58.9828,95.612422,367.35060000000004
4438,69,Transit,3368,I donâ€™t know,64.14251999999999,148.34108,473.79330000000004
4439,69,Transit,372,I donâ€™t know,44.59636,94.478444,318.2511
4440,69,Transit,1089,"$ 120,000 - 149,999",95.13707,162.50771,775.3300499999999
4441,69,Active,68,"Less than $ 30,000",1.464106,25.325449,14.598600000000001
4442,69,Transit,264,"$ 30,000 - 59,999",16.56267,51.0237,101.611635
4443,3631,Transit,4120,Unknown,56.572230000000005,173.72668000000002,644.88075
4444,69,Active,73,I donâ€™t know,2.014925,20.126511999999998,15.20709
4445,69,Transit,2216,Unknown,64.82115,147.448779,404.47889999999995
4446,69,Active,68,Unknown,1.464106,25.325449,14.598600000000001
4447,566,Transit,19,Unknown,25.04573,86.91554000000001,316.869
4448,69,Active,98,"Less than $ 30,000",7.238408,33.868265,48.907455
4449,3631,Transit,3691,"$ 60,000 - 89,999",10.57137,51.113878,105.77124
4450,566,Transit,2428,I donâ€™t know,23.56165,108.22236200000002,220.21485
4451,3631,Transit,3631,I donâ€™t know,0.0,0.0,0.0
4452,69,Transit,454,"Less than $ 30,000",29.070829999999997,57.75046700000001,176.15535
4453,69,Transit,467,Unknown,37.11399,83.27644599999998,254.36895
4454,69,Active,69,Unknown,0.0,0.0,0.0
4455,69,Transit,1031,Unknown,66.12179,117.968371,446.0127
4456,69,Transit,196,"$ 240,000 +",20.58353,53.999261,126.996135
4457,69,Transit,286,I donâ€™t know,27.34455,68.96980199999999,163.21110000000002
4458,69,Transit,624,"Less than $ 30,000",57.4967,126.32441499999999,402.26355
4459,69,Transit,571,"$ 90,000 - 119,999",58.45073000000001,129.344132,397.50044999999994
4460,69,Transit,95,"$ 30,000 - 59,999",6.632627,33.425859,41.7591
4461,69,Active,46,"$ 120,000 - 149,999",2.168042,23.855995999999998,19.46616
4462,69,Active,1304,I donâ€™t know,96.30285,309.55806,838.8795
4463,69,Active,53,Unknown,2.845125,24.990155,27.043575
4464,3631,Active,68,Unknown,26.226440000000004,84.640528,305.9868
4465,69,Active,51,Unknown,2.0714900000000003,24.722109,19.031309999999998
4466,69,Active,114,"$ 30,000 - 59,999",13.929260000000001,42.383943,74.72320500000001
4467,69,Active,163,Unknown,18.12525,54.445133,105.14041499999999
4468,69,Active,46,Unknown,2.168042,23.855995999999998,19.46616
4469,69,Transit,7043,Unknown,0.0,0.0,0.0
4470,3631,Auto,3378,"$ 60,000 - 89,999",37.049479999999996,127.96085,337.57919999999996
4471,69,Active,50,Unknown,2.595157,27.40234,23.805030000000002
4472,69,Active,48,Unknown,1.9141869999999999,23.859148,17.990325000000002
4473,69,Transit,196,"$ 30,000 - 59,999",20.58353,53.999261,126.996135
4474,3631,Transit,83,"$ 90,000 - 119,999",22.01868,92.220754,293.02545
4475,69,Transit,257,"Less than $ 30,000",16.95755,62.36549,116.842875
4476,566,Transit,531,Unknown,10.83578,48.352633000000004,138.72144
4477,69,Transit,454,Unknown,29.070829999999997,57.75046700000001,176.15535
4478,69,Transit,383,Unknown,45.85244,117.24273799999999,316.2645
4479,69,Active,68,"$ 30,000 - 59,999",1.464106,25.325449,14.598600000000001
4480,69,Active,93,"$ 30,000 - 59,999",3.792585,18.826039,22.924049999999998
4481,69,Transit,600,Unknown,52.30806,115.741767,387.57585
4482,3631,Transit,3674,Unknown,7.464469,48.093509000000005,68.508945
4483,69,Auto,3436,Unknown,75.81623,97.824736,524.0954999999999
4484,69,Active,47,Unknown,1.710853,20.776487,15.946485
4485,69,Active,68,Unknown,1.464106,25.325449,14.598600000000001
4486,69,Transit,270,"Less than $ 30,000",12.01931,52.160221,82.95414
4487,566,Transit,2449,Unknown,51.82956,139.83899,590.3394000000001
4488,69,Transit,133,Unknown,32.3888,80.910474,194.59395
4489,69,Auto,197,"$ 120,000 - 149,999",18.14633,60.368651,109.76479499999999
4490,69,Transit,249,Unknown,28.05695,68.035251,157.33530000000002
4491,69,Transit,2440,Unknown,86.00294,169.58339999999995,608.30745
4492,69,Active,69,"$ 60,000 - 89,999",0.0,0.0,0.0
4493,69,Transit,105,Unknown,11.34923,39.849031,65.27565
4494,69,Transit,420,"$ 30,000 - 59,999",26.9185,39.01859,180.08610000000002
4495,69,Transit,452,"Less than $ 30,000",30.38813,57.663367,183.95625
4496,566,Transit,1082,"Less than $ 30,000",42.860240000000005,188.84327,496.4481
4497,69,Transit,2430,Unknown,71.46906,277.32484,575.4945
4498,69,Transit,484,Unknown,38.36207,80.368615,271.15245
4499,69,Active,67,I donâ€™t know,2.523888,24.493026999999998,28.469009999999997
4500,69,Transit,546,"$ 60,000 - 89,999",35.7557,79.91449200000002,222.8856
4501,566,Transit,538,Unknown,14.94475,65.686662,191.9748
4502,3631,Transit,3688,Unknown,23.22107,81.50922,206.84475
4503,69,Transit,534,"Less than $ 30,000",31.905620000000003,59.61425,193.83569999999997
4504,69,Transit,202,"$ 30,000 - 59,999",7.594738,37.915189,55.39156499999999
4505,3631,Transit,3655,Unknown,9.900758999999999,45.887638,110.07012
4506,3631,Transit,3649,Unknown,2.589752,29.554871000000002,31.180934999999998
4507,69,Transit,3367,"$ 30,000 - 59,999",69.65229000000001,155.64849999999996,522.2551500000001
4508,69,Auto,2257,Unknown,49.78134,115.17184099999999,320.1726
4509,69,Transit,15,"$ 30,000 - 59,999",7.396661,47.590354999999995,66.518745
4510,69,Active,71,Unknown,2.924953,24.128386,16.985265000000002
4511,69,Active,99,"Less than $ 30,000",9.644531,45.354856,60.67656
4512,3631,Active,3631,I donâ€™t know,0.0,0.0,0.0
4513,69,Transit,64,"$ 90,000 - 119,999",4.108721,21.501513000000006,41.46901499999999
4514,69,Transit,474,Unknown,40.57328,100.383492,290.39655
4515,69,Transit,84,I donâ€™t know,6.41246,36.009248,56.021294999999995
4516,69,Transit,3657,Unknown,51.29005,85.69118399999998,372.85544999999996
4517,69,Active,72,"Less than $ 30,000",3.068723,25.742024,23.927640000000004
4518,69,Transit,3614,Unknown,53.01465,154.760943,386.4927
4519,69,Active,39,I donâ€™t know,3.2369220000000003,21.681383,26.183565
4520,69,Transit,78,I donâ€™t know,3.553124,21.142841,37.516515
4521,69,Active,69,I donâ€™t know,0.0,0.0,0.0
4522,69,Active,48,Unknown,1.9141869999999999,23.859148,17.990325000000002
4524,69,Transit,538,"Less than $ 30,000",28.746740000000003,58.22035,160.44959999999998
4526,3631,Transit,5059,Unknown,72.92554,195.9287,822.4009500000001
4527,69,Transit,258,"$ 60,000 - 89,999",18.8372,53.839890000000004,118.222185
4528,69,Transit,248,"$ 60,000 - 89,999",27.853379999999998,64.13962099999999,160.03725
4529,69,Transit,210,"$ 30,000 - 59,999",13.0839,43.443395,85.07454
4531,69,Active,22,I donâ€™t know,4.372437000000001,25.162232,31.4544
4532,566,Transit,583,"Less than $ 30,000",9.218005,45.254911,150.7788
4533,69,Auto,2027,I donâ€™t know,56.19429,102.306738,446.89215
4534,69,Active,211,"Less than $ 30,000",13.89458,45.228945,89.40257999999999
4535,69,Transit,3669,Unknown,69.38410999999999,114.507167,540.2139
4536,566,Transit,510,I donâ€™t know,9.07656,44.284079,124.20957000000001
4537,69,Transit,178,Unknown,21.64188,38.979246,116.83254
4538,69,Transit,2248,Unknown,42.42263,110.16078,265.49834999999996
4539,69,Transit,591,"$ 60,000 - 89,999",48.7416,106.430771,354.25995
4540,69,Transit,3856,Unknown,67.26546,94.500917,543.3199500000001
4541,69,Active,73,Unknown,2.014925,20.126511999999998,15.20709
4542,69,Transit,585,Unknown,39.67192,87.69144200000001,272.47740000000005
4543,3631,Auto,3686,"Less than $ 30,000",27.219340000000003,100.099258,242.20334999999997
4544,69,Transit,182,"$ 120,000 - 149,999",19.93025,43.890155,117.25713
4545,69,Active,15,Unknown,7.396661,47.590354999999995,66.518745
4546,566,Transit,549,"Less than $ 30,000",7.685006,40.442318,99.89307000000001
4547,69,Active,95,"Less than $ 30,000",6.632627,33.425859,41.7591
4548,69,Transit,139,Unknown,29.3859,72.444464,164.77694999999997
4549,69,Transit,124,Unknown,21.21702,47.152092,115.8954
4550,69,Transit,301,Unknown,29.26424,58.554793999999994,168.21135
4551,69,Active,50,"Less than $ 30,000",2.595157,27.40234,23.805030000000002
4552,69,Active,22,Unknown,4.372437000000001,25.162232,31.4544
4554,566,Auto,2434,Unknown,30.598309999999998,158.86254,311.86875
4555,69,Active,68,"$ 120,000 - 149,999",1.464106,25.325449,14.598600000000001
4556,69,Transit,79,Unknown,5.704483,36.318000000000005,56.28550500000001
4557,566,Transit,71,I donâ€™t know,30.58207,78.020223,345.588
4558,69,Active,59,Unknown,5.383849,29.218756,47.355689999999996
4559,69,Active,79,Unknown,5.704483,36.318000000000005,56.28550500000001
4560,566,Transit,2036,Unknown,43.611990000000006,116.23726,550.6332
4561,69,Active,97,"$ 60,000 - 89,999",6.421951,29.986675,40.614885
4563,69,Transit,253,I donâ€™t know,23.33226,71.93216600000001,151.1769
4564,69,Transit,3650,Unknown,46.3576,104.210142,327.22335
4565,69,Active,17,"Less than $ 30,000",7.6280600000000005,40.215032,56.57064
4566,3631,Active,3631,I donâ€™t know,0.0,0.0,0.0
4567,69,Transit,178,Unknown,21.64188,38.979246,116.83254
4568,69,Active,48,Unknown,1.9141869999999999,23.859148,17.990325000000002
4569,69,Transit,545,Unknown,36.500440000000005,71.47173199999999,230.3664
4570,3631,Auto,4027,Unknown,46.6305,127.75354000000002,495.89654999999993
4571,69,Transit,3810,Unknown,39.9832,100.459592,261.19469999999995
4572,69,Transit,38,"Less than $ 30,000",3.320328,31.447038,28.74147
4573,566,Transit,482,"Less than $ 30,000",12.229619999999999,59.122395999999995,198.459
4574,69,Active,25,"Less than $ 30,000",5.844977,40.805218,51.2364
4575,69,Transit,222,Unknown,19.19235,51.81050000000001,120.050385
4576,69,Transit,1140,Unknown,102.6042,184.81586000000001,909.3921
4577,69,Transit,304,I donâ€™t know,26.943409999999997,60.799189,156.207
4578,69,Active,56,"$ 120,000 - 149,999",4.297866,27.892296999999996,41.76235500000001
4579,69,Active,69,"$ 30,000 - 59,999",0.0,0.0,0.0
4580,69,Transit,2435,I donâ€™t know,80.65812,200.710192,532.7081999999999
4581,69,Active,71,Unknown,2.924953,24.128386,16.985265000000002
4582,566,Transit,496,Unknown,4.614781,24.989461,59.37669
4583,69,Transit,171,"$ 30,000 - 59,999",13.53396,48.425969,81.98245499999999
4584,69,Active,167,Unknown,8.047787,42.190183000000005,54.68511000000001
4585,3631,Transit,3664,"Less than $ 30,000",23.7902,98.9388,204.6681
4586,69,Auto,1197,Unknown,95.68607,127.92563,741.1836
4587,69,Active,93,"$ 30,000 - 59,999",3.792585,18.826039,22.924049999999998
4588,69,Transit,427,I donâ€™t know,28.59184,50.628108000000005,188.0475
4589,69,Active,17,I donâ€™t know,7.6280600000000005,40.215032,56.57064
4590,69,Transit,504,"$ 180,000 - 209,999",35.95337,84.69884400000002,237.7227
4591,69,Active,45,Unknown,2.634566,19.362205,21.82227
4592,3631,Transit,3417,Unknown,31.29751,135.634256,324.31725
4593,69,Active,50,Unknown,2.595157,27.40234,23.805030000000002
4594,69,Active,100,Unknown,9.349833,37.81105,52.358880000000006
4595,69,Transit,3375,Unknown,80.75463,94.987998,586.4883000000001
4596,566,Transit,3714,I donâ€™t know,59.36622,124.359872,684.4906500000001
4597,69,Transit,109,Unknown,12.56505,41.092905,74.442345
4598,3631,Auto,77,Unknown,24.5476,85.431692,298.95314999999994
4599,69,Transit,122,Unknown,21.731370000000002,54.169909,122.763945
4600,69,Transit,4032,Unknown,87.84044,116.279,769.2220500000001
4601,566,Auto,536,Unknown,13.511170000000002,57.150968000000006,170.62305
4602,69,Transit,125,"$ 180,000 - 209,999",19.43146,50.120877,105.2535
4603,69,Transit,3722,"$ 90,000 - 119,999",43.00962,109.31589199999999,285.39209999999997
4604,69,Transit,2123,Unknown,52.80562,153.063493,328.8291
4605,69,Transit,293,"$ 90,000 - 119,999",31.754859999999997,62.831523,218.29035000000002
4606,69,Active,277,"Less than $ 30,000",13.174779999999998,38.465121,73.296435
4607,69,Transit,1032,Unknown,66.97091,105.44236000000001,460.76189999999997
4608,3631,Transit,3716,Unknown,6.8252369999999996,33.632253999999996,64.70595
4609,69,Transit,443,I donâ€™t know,32.11626,62.785047,199.4961
4610,69,Transit,5166,Unknown,104.7851,219.714052,903.92835
4611,69,Auto,148,Unknown,17.992379999999997,59.748109,103.958175
4612,69,Transit,497,"$ 120,000 - 149,999",45.5605,101.915254,309.8571
4613,69,Transit,3417,"$ 60,000 - 89,999",67.35246,151.608893,498.92145
4614,69,Active,69,Unknown,0.0,0.0,0.0
4615,566,Transit,544,"Less than $ 30,000",12.52121,61.948902,162.68535
4616,3631,Transit,3851,Unknown,29.41062,125.97323999999999,285.54225
4617,69,Transit,351,"$ 30,000 - 59,999",36.42569,92.51832399999999,237.76004999999998
4618,69,Active,114,Unknown,13.929260000000001,42.383943,74.72320500000001
4619,3631,Transit,3487,I donâ€™t know,30.44864,103.01207,270.61080000000004
4620,69,Transit,3698,"$ 30,000 - 59,999",52.23872,119.72742300000002,368.87715000000003
