Home Zone,Age,Gender,License,Employment,Status,Cars,Income,Adults,Children,Mode,Distance,Family
324,32,2,1,2,1,1,2,4,2,1,7.707387,1
3468,19,2,1,1,2,3,0,4,0,3,29.24149,1
3468,32,2,1,3,1,2,0,2,0,0,0,0
1188,34,2,1,1,1,1,2,2,1,0,3.5922,0
522,23,2,1,2,2,1,0,4,0,1,30.5949,1
301,17,1,0,2,2,1,0,3,1,0,4.134437,1
242,29,1,1,1,1,1,2,2,1,0,0,0
1106,50,2,1,3,1,2,2,4,0,0,7.349117,1
1187,22,1,1,1,2,1,2,2,0,1,2.770866,0
229,27,2,1,3,1,2,2,1,0,3,50.76825,0
1190,18,1,0,2,2,2,2,3,1,1,5.830086,1
503,21,2,1,2,2,2,1,4,0,0,43.22526,1
3346,18,2,1,2,2,3,2,4,1,3,3.066112,1
2217,30,2,1,2,2,3,0,4,0,3,13.51213,1
1123,22,2,1,1,2,3,1,3,0,3,7.708921,1
1202,23,2,0,1,2,3,2,5,0,1,6.715766,1
1181,21,1,1,2,2,2,2,3,2,1,2.862317,1
1117,19,2,1,1,2,3,2,4,0,1,6.003203,1
322,27,1,1,2,2,3,2,3,0,3,6.585205,1
1261,61,1,1,3,1,2,2,2,1,3,21.10811,0
1222,26,1,1,2,2,2,1,4,2,3,10.12554,1
143,28,2,1,3,1,4,2,4,0,0,5.832536,1
192,37,1,1,2,1,3,2,4,0,0,5.66146,1
51,29,1,1,3,1,0,2,1,0,0,3.582026,0
1173,34,1,1,3,1,2,2,2,2,0,0,0
271,17,1,0,1,2,1,2,3,1,10,0,0
531,18,2,0,1,2,1,0,4,2,1,14.94393,1
3606,26,2,1,1,2,2,2,3,0,1,7.763865,1
3842,19,1,0,2,2,0,1,2,0,1,5.730005,1
36,25,1,1,1,2,2,2,3,0,1,4.843144,0
38,51,2,1,3,1,0,1,1,0,0,4.021873,0
3375,24,1,1,1,2,2,0,3,0,0,21.6887,1
452,26,2,0,1,2,1,0,2,0,1,10.65635,0
153,29,2,1,1,2,2,2,2,0,1,8.484873,0
64,32,1,1,3,1,1,1,2,0,0,4.59846,0
3656,26,1,1,1,2,3,2,4,0,1,5.870874,1
3373,24,1,1,3,1,2,0,4,1,0,26.56279,1
3685,30,1,1,3,1,1,2,2,0,8,4.336323,0
186,69,1,1,1,1,1,2,2,0,1,1.901533,0
3811,37,1,1,1,1,1,2,2,0,8,6.702856,0
3431,18,1,1,1,2,2,2,3,3,1,19.04812,1
99,24,1,1,3,1,0,2,1,0,0,5.172799,0
4183,20,2,1,2,2,2,2,5,1,3,12.23541,1
2129,20,1,1,2,2,1,2,3,0,10,42.13293,1
399,27,1,1,1,2,1,1,5,2,1,31.48203,1
3657,18,1,0,1,2,0,2,3,1,1,6.874922,1
127,24,2,1,1,2,3,2,4,1,1,9.215912,1
1200,54,1,1,1,1,2,0,3,1,0,5.488453,1
287,23,1,1,1,2,2,2,4,0,2,2.681309,1
63,29,2,0,1,2,1,0,3,0,1,13.44,0
3500,30,2,1,1,2,2,1,4,1,0,0,0
3664,18,1,0,2,2,0,2,2,1,1,15.54682,1
510,22,1,1,2,2,1,2,2,0,8,31.52315,0
1189,42,1,1,2,1,3,0,4,2,3,5.177034,1
3430,18,1,1,1,2,3,2,4,0,0,84.77391,1
1110,20,1,0,1,1,1,2,3,1,0,6.550898,1
3616,19,2,1,2,2,3,2,4,1,3,28.01501,1
3671,30,1,1,2,2,1,2,3,0,5,14.95663,1
390,18,2,0,1,2,2,2,5,0,0,57.01498,1
290,26,1,1,2,2,4,2,3,0,10,0,0
575,19,2,1,2,2,2,0,3,0,1,12.45465,1
1074,49,1,1,2,1,3,2,4,1,0,19.64126,1
1067,20,1,1,2,2,2,2,4,1,1,18.93519,1
1222,27,2,1,2,2,2,2,4,0,0,10.12554,1
1241,21,2,1,2,1,3,2,5,0,3,10.86215,1
249,27,2,0,1,2,0,2,3,1,0,15.60781,1
257,21,1,1,2,2,1,2,3,1,1,19.92946,1
1134,22,1,1,2,2,2,0,3,0,8,7.81379,1
1194,20,1,1,2,2,2,2,3,0,1,4.515653,1
326,17,1,0,1,2,2,2,3,1,1,8.441836,1
3604,23,1,1,2,2,3,0,5,0,3,20.19611,1
3467,30,2,1,1,2,4,2,5,1,3,29.74367,1
3467,20,1,1,1,2,4,2,5,1,3,29.74367,1
21,25,2,1,1,2,0,1,2,0,1,15.98275,0
1258,21,2,1,1,2,3,2,4,0,3,19.38499,1
588,20,2,0,1,2,2,0,3,0,0,41.55,1
3856,19,1,0,2,2,1,1,4,1,1,10.93862,1
66,24,1,0,1,2,0,1,2,0,1,4.075789,0
442,33,2,1,3,1,1,2,1,0,0,10.68079,0
2055,18,2,1,1,2,2,2,4,2,0,37.99149,1
336,18,2,0,2,2,1,2,4,0,1,16.55144,1
454,43,2,1,2,1,0,2,2,0,0,0,0
3431,20,1,1,1,2,3,2,3,1,3,19.04812,1
409,20,2,0,2,2,2,2,3,0,0,11.97157,1
431,28,2,1,2,1,2,2,4,0,1,13.2553,1
301,18,2,1,2,2,2,2,3,1,0,18.02775,1
119,27,2,1,1,1,1,1,1,0,1,5.837315,0
3620,20,1,0,2,2,3,2,4,1,8,12.90776,1
385,18,2,0,2,2,1,1,4,2,0,27.78216,1
271,35,2,1,1,1,0,1,1,0,0,3.848108,0
4163,23,1,1,3,1,2,0,2,3,0,26.30498,1
2435,20,2,0,1,1,2,2,4,0,0,33.79336,1
3375,19,1,1,1,2,3,0,3,0,0,21.6887,1
4083,21,1,1,2,2,2,2,4,1,5,25.86676,1
222,66,2,1,3,1,1,2,1,0,0,6.947029,0
3718,44,1,1,3,1,2,2,2,2,0,0,0
3863,25,1,1,1,2,1,2,4,1,1,6.912115,1
3337,19,1,1,2,2,1,2,2,1,1,32.87944,1
3619,21,2,1,1,2,4,2,4,0,3,12.2796,1
372,24,1,1,2,1,2,2,5,0,0,25.12258,1
147,25,2,1,2,1,0,1,1,0,1,4.18395,0
61,32,1,1,3,1,1,2,2,0,0,14.00848,0
313,33,1,1,2,1,0,2,1,0,0,0,0
3664,18,1,1,1,2,1,1,4,1,0,4.087808,1
510,42,1,0,3,1,1,2,2,0,0,18.50671,0
90,30,2,1,3,1,1,2,1,0,2,3.343206,0
3386,17,1,1,1,2,5,2,4,2,0,31.60415,1
3637,18,2,1,2,2,2,2,3,0,1,9.396771,1
2257,67,1,0,1,2,1,2,3,0,1,3.436423,1
3812,20,2,1,1,2,2,1,3,1,0,5.088816,1
3669,20,2,1,1,2,2,2,3,2,0,10.39211,1
154,26,2,0,1,2,0,2,2,0,1,9.352966,0
4183,19,1,1,1,2,2,2,3,0,8,12.23541,1
3646,25,1,1,3,1,4,2,3,0,0,7.87187,1
3615,21,1,1,2,2,2,0,5,0,0,10.8173,1
3618,20,1,1,2,2,3,1,5,0,1,10.46727,1
297,20,1,1,1,2,3,0,4,1,3,15.11241,1
4041,17,1,1,2,2,3,2,2,3,3,15.79009,1
3614,19,2,0,1,2,1,2,2,1,1,6.319879,1
3637,25,1,1,2,1,3,2,4,0,0,9.396771,1
2236,25,2,1,2,2,3,1,4,0,3,26.68957,1
593,18,2,0,1,2,2,2,5,0,0,19.79989,1
3649,20,2,1,1,2,2,2,5,0,0,19.26566,1
51,34,1,1,3,1,0,2,2,1,0,1.268754,0
178,28,2,1,2,1,2,2,4,0,0,7.788836,1
514,49,1,1,3,1,1,1,2,2,0,20.80593,1
223,59,1,0,1,1,1,1,2,0,1,5.974692,0
3868,24,2,1,2,2,1,1,2,0,0,26.20001,1
3650,19,2,1,1,2,2,2,3,0,1,27.77347,1
3459,21,2,0,3,1,2,0,4,0,0,40.19449,1
3494,31,2,1,3,1,4,2,9,0,1,33.87416,1
71,29,1,1,1,2,0,2,2,0,0,1.132351,0
48,21,1,1,1,2,1,1,1,0,10,1.199355,0
496,29,1,1,3,1,2,2,3,0,1,20.66109,1
3488,20,1,1,2,2,2,2,3,1,0,16.83209,1
129,19,2,1,1,2,1,1,3,0,1,9.064996,1
3346,47,1,1,3,1,2,2,2,1,0,18.54921,1
84,58,2,1,3,2,1,2,1,0,0,3.734753,0
509,21,1,1,1,2,2,0,3,0,0,16.15566,1
390,18,2,1,1,2,1,1,3,0,1,9.406616,1
3151,19,2,9,2,2,2,0,3,0,0,36.34271,1
40,23,1,1,3,2,1,0,2,0,10,1.461703,0
337,22,1,1,3,1,2,2,5,1,0,16.12024,1
1121,43,2,1,3,1,2,0,2,3,0,10.67074,0
37,29,2,1,2,2,0,2,1,0,0,2.422427,0
176,24,2,1,2,2,1,2,3,0,1,16.44715,1
3387,19,2,1,1,2,4,2,4,0,0,34.12143,1
341,19,2,0,1,2,0,2,4,1,1,11.54708,1
104,19,1,1,2,2,0,2,3,0,1,3.631853,0
538,21,1,0,1,2,1,2,3,1,0,10.69664,1
2215,22,1,1,1,2,3,2,3,0,3,27.10607,1
46,40,1,1,2,1,1,2,2,0,0,1.297744,0
352,29,1,0,2,1,1,1,3,1,1,7.003801,1
2110,28,2,1,1,2,2,2,4,0,1,22.16323,1
3371,43,1,1,3,1,2,2,2,2,3,18.7991,1
3829,18,1,1,1,2,1,0,3,2,1,4.081054,1
139,24,1,1,1,2,1,2,4,0,0,10.98513,1
38,23,2,1,3,2,0,1,2,0,0,1.916098,0
3690,20,2,1,2,1,3,2,3,1,0,17.66575,1
72,30,1,0,1,2,0,1,2,0,0,1.595176,0
21,32,1,1,3,1,1,2,2,0,0,2.04452,0
2601,22,1,0,1,2,2,1,3,0,5,43.4532,1
73,23,1,1,2,2,1,2,4,0,0,1.013806,0
1258,21,1,1,1,2,1,1,2,1,1,19.38499,1
1222,20,2,1,2,2,4,2,3,0,3,10.12554,1
351,23,1,1,2,2,3,2,4,0,0,11.56734,1
134,21,1,1,2,2,2,2,3,2,3,14.33742,1
1,22,2,1,2,2,2,0,5,0,8,19.6477,1
1181,52,1,1,1,1,1,2,2,0,8,2.862317,0
1136,30,1,1,3,1,2,2,2,1,0,6.365921,0
1085,19,1,0,1,2,2,2,3,0,0,16.93027,1
2449,22,1,1,1,2,3,2,4,2,1,32.76963,1
1179,28,2,9,1,1,2,2,3,0,0,0,1
619,20,2,1,1,2,2,2,5,1,0,35.28226,1
1133,19,2,1,2,2,4,2,3,0,1,10.61689,1
470,25,1,1,1,2,3,0,4,0,0,32.13359,1
48,19,1,0,2,2,1,2,3,0,1,14.75436,1
314,50,1,1,1,1,2,0,2,1,3,7.027731,1
2419,23,2,1,1,2,2,2,3,1,3,37.3862,1
2028,19,2,1,2,2,2,2,2,1,3,23.82862,1
3351,33,2,1,1,1,1,1,2,0,3,78.55719,0
1314,21,2,1,1,2,2,2,3,3,3,39.85418,1
1179,37,2,1,1,2,1,2,1,0,10,0,0
232,54,1,1,1,1,1,2,2,0,0,1.487176,0
1060,20,2,1,1,2,3,0,3,1,1,16.88732,1
370,21,2,1,2,2,2,1,3,0,0,18.47551,1
3468,48,2,1,3,1,2,2,3,1,0,0,0
294,17,2,0,1,2,2,2,3,2,10,1.43085,1
1067,21,2,1,2,2,2,2,4,1,0,18.93519,1
1065,21,2,1,2,2,4,2,5,1,3,13.64279,1
1065,18,2,1,2,2,4,2,5,1,3,13.64279,1
1082,18,2,1,1,2,2,2,3,0,1,18.6322,1
1181,49,2,1,3,1,4,2,4,0,0,2.862317,1
1202,21,1,1,2,2,3,1,4,1,0,6.715766,1
1187,48,1,1,1,1,2,0,2,1,0,2.770866,1
3448,35,2,1,3,1,2,2,3,1,3,29.5847,1
3604,19,1,1,1,2,2,2,3,1,1,6.463059,1
93,19,1,0,1,2,1,2,3,2,1,2.543591,1
3380,21,1,1,1,2,2,0,4,0,3,29.16945,1
3614,26,2,1,1,2,3,2,3,0,3,6.319879,1
3684,26,1,0,1,1,3,2,4,1,0,3.400237,1
232,34,1,1,2,1,1,1,1,0,1,14.23399,0
3369,32,1,1,1,1,3,2,6,0,0,34.93793,1
3654,22,1,0,2,2,2,2,3,2,1,11.29324,1
3607,18,1,0,2,2,2,2,4,0,1,7.754017,1
5239,25,2,1,3,1,4,2,4,1,0,45.49231,1
2426,21,1,1,1,1,2,2,4,0,3,52.24829,1
454,30,1,1,1,1,1,2,2,1,0,0,0
3663,22,1,1,2,2,3,2,4,0,0,1.681538,1
454,31,2,1,3,1,1,2,2,0,0,0,0
3419,22,2,1,1,2,5,2,3,2,3,29.28312,1
569,31,2,1,3,1,3,2,3,0,0,25.08045,1
4127,20,2,1,2,2,2,2,3,1,3,25.86325,1
3718,25,1,1,2,2,4,2,4,0,0,0,0
154,23,2,1,1,2,2,0,4,0,8,9.352966,1
286,23,2,1,2,2,1,0,2,1,3,19.8323,1
42,24,2,1,2,2,0,2,2,0,1,2.700254,0
1173,37,2,1,3,1,1,2,4,0,0,55.61713,1
3684,20,1,1,1,2,2,2,4,0,1,3.400237,1
3684,18,2,1,1,2,2,2,4,0,1,3.400237,1
600,24,1,1,1,2,1,2,4,0,1,1.7295,1
1277,20,2,1,1,1,3,0,3,0,0,28.35505,1
1100,21,2,1,2,2,3,2,3,0,3,13.1321,1
552,33,1,0,2,1,0,2,2,0,0,12.76509,0
1182,18,2,1,2,2,3,0,3,1,3,4.205792,1
1192,19,2,1,1,2,1,2,3,0,1,5.478355,1
1039,26,1,0,2,1,1,1,3,0,0,23.3987,1
294,22,2,1,1,2,2,2,3,0,0,1.43085,1
3491,17,1,0,2,2,2,1,3,2,8,2.094973,1
517,17,2,1,1,2,2,2,3,1,1,38.98763,1
1038,19,2,1,1,2,2,2,4,0,8,25.47655,1
1242,24,1,1,2,2,2,2,3,0,0,12.72721,1
4007,23,1,1,2,2,3,2,4,0,3,27.15434,1
253,36,1,0,3,1,1,0,3,0,0,21.49306,0
98,34,2,1,3,1,0,2,1,0,0,10.49489,0
4039,18,2,1,2,2,1,2,2,2,8,27.30391,1
353,19,2,1,2,2,2,2,3,0,1,12.18571,1
1241,23,1,1,2,2,3,2,4,0,8,10.86215,1
1163,33,2,1,3,1,3,1,3,0,0,39.06121,1
2098,18,1,1,1,2,3,0,3,1,3,29.70828,1
1072,50,1,1,1,2,2,1,2,3,0,14.66614,1
4040,51,1,1,1,1,2,2,2,0,0,29.67773,0
267,29,1,1,1,2,2,2,2,0,1,7.940865,0
3863,20,1,1,2,2,1,2,2,0,1,6.912115,1
177,36,2,1,1,2,0,1,1,0,0,4.950856,0
3676,19,2,1,2,2,2,0,3,1,8,3.397603,1
2651,19,2,1,2,2,3,2,3,0,1,41.82532,1
3631,29,1,1,1,2,0,1,1,1,0,0,0
2022,23,2,1,3,1,2,2,4,1,0,0,0
3619,18,1,1,2,2,3,2,6,1,0,12.2796,1
301,20,1,1,2,2,1,0,3,0,0,18.02775,1
185,58,1,1,3,1,1,2,1,0,0,3.293342,0
223,21,1,0,2,2,0,2,3,1,1,8.884196,1
366,20,1,0,1,2,2,2,4,0,0,25.07838,1
353,21,1,0,2,2,1,2,4,0,1,21.72252,1
3337,22,2,1,1,2,2,2,5,1,1,27.7072,1
3354,20,1,1,1,2,2,2,3,1,0,17.68868,1
2244,51,2,1,2,1,2,2,2,2,0,0,0
2386,32,2,1,1,1,2,0,4,0,0,0,0
3323,19,2,1,2,2,4,0,4,0,0,12.50897,1
239,28,2,0,2,2,1,1,4,0,1,13.37359,1
5049,79,1,1,1,1,2,1,2,0,0,14.42829,0
3617,25,1,1,3,1,5,2,7,0,0,12.99335,1
3419,18,1,1,1,2,1,2,3,1,1,29.28312,1
504,22,2,1,3,1,2,0,4,0,0,15.27866,1
281,50,2,1,3,1,1,0,2,0,0,6.930158,0
3714,22,1,0,1,2,1,1,4,2,1,6.943656,1
2108,49,2,1,3,1,2,2,3,0,0,43.05707,1
370,21,1,1,2,2,3,2,4,2,3,25.35243,1
3664,20,1,1,1,2,1,1,4,0,1,4.087808,1
79,25,2,1,2,2,1,2,2,0,3,27.8443,0
452,29,2,1,3,1,1,2,2,0,0,0.992679,0
483,32,1,1,1,1,1,2,2,1,0,14.93871,0
50,36,2,0,3,1,0,1,1,0,0,3.773974,0
4054,23,2,1,1,2,2,2,3,0,3,32.48481,1
1125,17,1,9,2,1,2,0,2,2,0,0,0
3691,20,2,1,1,2,2,2,3,1,1,6.985564,1
124,20,2,1,1,2,3,2,4,0,1,7.281609,1
326,23,1,0,1,2,0,2,2,0,1,14.31651,1
494,20,1,0,1,2,0,2,4,0,1,9.455451,1
1180,20,1,1,1,2,3,2,4,0,1,1.216822,1
3691,22,1,9,2,2,3,2,3,1,0,20.18738,1
293,21,1,0,2,2,0,1,2,0,0,0.591516,0
2447,22,1,1,2,2,2,2,3,0,8,31.57849,1
1200,19,1,1,2,2,3,2,3,0,1,5.488453,1
3500,24,1,0,3,1,2,1,6,1,0,0,0
384,23,2,1,2,2,4,0,4,0,3,18.86257,1
400,25,2,1,2,2,2,0,3,0,1,15.63076,1
3380,27,1,1,3,2,3,2,4,0,0,9.36874,1
150,20,1,1,1,2,2,0,4,0,1,13.29503,1
298,24,1,1,2,2,2,2,5,0,8,3.223201,1
2405,23,1,1,1,1,2,2,4,0,3,40.10205,1
1034,20,2,1,2,2,3,2,3,0,3,28.87254,1
276,17,2,0,2,2,1,2,1,1,1,5.573341,1
1286,19,1,0,2,2,3,2,4,0,1,29.19026,1
571,19,1,1,2,2,1,2,3,0,5,31.45179,1
4190,23,1,1,1,2,2,2,2,0,3,36.0747,0
1060,20,1,0,2,2,2,2,4,0,0,16.88732,1
1060,19,2,1,2,1,2,2,4,1,0,16.88732,1
2026,20,1,1,2,2,2,2,5,0,3,24.04017,1
2418,37,2,1,3,1,2,2,2,2,0,8.990841,1
1182,21,2,1,2,2,3,2,4,0,1,4.205792,1
1190,21,2,1,2,2,2,2,2,0,0,5.830086,1
1123,21,1,1,2,1,2,0,3,2,0,7.708921,1
120,22,1,0,2,2,2,2,4,0,1,7.511771,1
1226,17,2,1,1,2,3,0,1,1,3,17.76618,1
1211,21,1,1,1,2,1,2,2,0,8,8.967257,0
1093,19,2,1,1,2,3,2,3,3,3,22.65245,1
1050,19,2,0,1,2,2,2,3,0,8,24.91877,1
1069,21,2,1,1,2,2,0,4,1,1,16.5,1
222,21,2,1,2,2,1,2,3,0,0,21.81256,1
1125,23,2,1,2,2,4,2,4,0,8,5.098755,1
1332,21,1,1,2,2,3,2,4,0,3,40.29916,1
3602,18,2,1,2,2,4,2,4,0,3,5.590608,1
147,46,2,1,3,1,1,0,2,1,0,4.18395,0
4105,23,2,1,1,2,2,2,4,0,0,23.27108,1
324,17,2,1,1,2,1,2,1,2,0,13.94573,1
115,22,1,0,2,2,0,2,3,1,1,23.61513,1
3842,19,1,0,1,2,0,1,2,0,8,5.730005,0
1063,33,2,1,1,2,2,2,2,0,3,41.64413,0
3668,20,2,0,1,2,2,2,3,0,1,8.574525,1
3375,18,1,0,1,2,2,0,4,1,0,21.6887,1
4062,22,2,0,2,1,2,2,4,1,0,28.77813,1
3685,21,1,1,2,2,2,1,4,0,0,4.336323,1
3628,21,2,1,1,2,4,2,4,0,0,22.98331,1
2435,24,2,0,1,1,0,0,4,1,0,33.79336,1
122,18,1,0,1,2,2,2,3,2,1,21.54724,1
5187,59,1,1,1,2,1,2,2,0,10,0.686777,0
3676,30,2,1,1,2,1,1,2,0,0,3.397603,0
1254,25,2,1,3,1,4,2,4,0,0,18.67856,1
253,17,2,0,2,2,2,2,2,2,0,47.96691,1
1061,21,2,1,1,2,2,2,4,0,8,15.8535,1
2226,21,2,1,1,2,2,2,4,1,8,29.74914,1
348,52,1,1,2,1,2,2,4,0,3,10.36893,1
119,24,2,1,1,2,0,0,2,0,1,9.393091,0
570,66,1,1,1,1,2,2,2,0,0,39.1158,0
1181,18,2,1,2,2,2,2,4,1,0,2.862317,1
1185,21,1,1,2,2,3,2,4,0,1,5.268618,1
3482,22,2,1,1,1,1,2,4,0,0,31.70518,1
1173,21,2,1,1,2,2,1,3,0,10,1.913429,1
404,20,2,0,2,2,2,2,5,0,1,62.5582,1
3645,23,1,1,1,2,3,2,3,0,3,13.5253,1
1182,20,2,1,1,2,2,0,5,1,1,4.205792,1
4120,37,2,1,3,1,1,0,2,3,0,46.21272,0
1186,23,1,0,2,2,1,1,3,2,1,2.294776,1
1136,20,1,1,1,2,2,2,3,0,0,6.365921,1
2366,19,2,1,2,1,1,2,2,0,0,6.901231,1
1240,19,2,1,2,2,4,0,3,1,0,12.31411,1
342,37,2,1,2,1,1,2,2,0,1,11.18149,0
1187,44,1,1,1,2,2,1,2,0,0,2.770866,0
346,23,2,1,2,2,1,2,5,1,1,11.39823,1
3324,35,2,1,3,1,1,2,2,3,3,5.191686,0
1193,31,1,1,1,2,4,1,3,1,3,6.290983,1
250,54,1,1,1,2,1,2,2,0,1,22.86399,0
370,24,2,0,2,2,1,2,2,1,0,18.47551,1
1117,20,1,1,2,1,3,2,3,1,0,6.003203,1
440,24,2,1,1,2,3,2,3,0,3,22.2367,1
1097,48,1,0,1,2,1,2,5,0,1,19.81211,1
1190,19,1,1,2,2,2,1,3,0,0,5.830086,1
1241,17,1,0,1,2,2,1,2,3,1,10.86215,1
3657,18,2,1,2,2,3,2,4,1,3,11.40486,1
1243,19,2,0,1,2,2,1,2,1,0,11.81025,1
1238,25,1,1,1,2,4,2,5,0,1,11.47721,1
1129,22,2,1,2,2,2,2,4,0,1,12.22944,1
1135,19,2,1,2,2,3,0,4,1,1,8.993219,1
1259,19,1,0,1,2,1,2,4,0,1,20.22853,1
17,22,2,0,1,2,1,1,3,0,1,23.22382,1
1032,19,1,1,1,2,6,2,5,0,1,21.71295,1
1124,24,2,1,2,2,4,2,4,0,8,6.560541,1
4001,20,1,1,1,2,3,0,4,0,0,31.52409,1
1258,22,1,1,3,1,2,2,3,0,0,19.38499,1
3366,21,1,0,2,2,2,2,3,0,8,1.964874,1
290,50,2,1,3,1,2,2,2,0,0,0,0
1123,19,1,1,1,2,4,2,3,1,3,7.708921,1
1204,19,2,0,1,2,2,0,3,2,1,7.742281,1
1099,22,1,1,2,1,4,2,4,1,0,14.642,1
1047,20,2,1,2,2,4,2,4,1,3,28.40419,1
434,32,1,0,1,2,1,2,4,4,1,27.92131,1
1093,20,2,1,2,2,3,0,3,0,8,50.26928,1
1063,19,2,1,1,2,2,0,3,0,1,12.29799,1
3370,21,2,1,2,2,2,2,5,0,1,26.32558,1
1153,18,2,0,1,2,2,2,3,2,5,43.13957,1
366,21,1,1,2,2,4,1,4,0,3,25.07838,1
3811,19,1,1,2,2,3,2,5,0,0,6.702856,1
3663,20,2,0,1,2,2,1,3,0,10,1.681538,0
3607,24,1,9,2,2,2,2,4,0,1,7.754017,1
3602,21,1,1,2,2,2,2,3,1,1,5.590608,1
3681,20,1,0,1,2,2,2,3,2,1,10.27749,1
3496,22,1,1,2,1,4,2,4,0,0,22.61405,1
4034,20,2,0,1,2,2,2,3,1,8,9.202749,1
3323,21,1,1,2,2,4,0,5,0,3,22.48669,1
480,31,1,1,1,2,1,2,3,1,3,10.71493,1
20,73,2,1,1,1,1,2,2,0,0,14.22453,0
4076,28,2,0,1,1,2,2,3,0,0,14.03504,1
4164,20,2,1,1,2,2,2,3,0,8,29.73329,1
294,19,1,0,1,2,1,1,4,0,0,21.57009,1
3868,22,2,1,2,2,1,2,3,0,1,10.48385,1
5170,18,2,1,1,2,2,1,5,0,1,4.30697,1
444,21,1,0,1,2,1,0,3,0,0,27.47647,1
213,17,1,0,1,2,2,2,3,1,8,2.709957,1
2441,19,1,1,1,2,2,2,4,1,0,33.52781,1
1095,21,1,1,1,2,3,0,4,0,1,20.01633,1
1130,18,1,1,1,2,2,2,3,1,1,9.672884,1
574,20,1,1,2,2,2,0,2,0,0,31.73415,1
1181,24,2,1,1,2,2,2,3,0,0,2.862317,1
344,24,2,1,1,2,2,0,3,0,1,9.555972,1
1034,19,2,1,1,2,3,2,3,0,3,28.87254,1
3361,22,2,1,2,2,3,2,4,0,0,26.88719,1
1173,21,1,1,2,1,2,2,3,0,0,1.913429,1
1173,21,2,1,2,2,2,1,3,2,0,1.913429,1
3657,20,1,1,2,2,0,2,2,2,1,11.40486,0
287,18,1,0,2,2,1,2,3,1,1,2.681309,1
65,26,1,1,3,2,1,2,1,0,0,0,0
1179,18,1,1,1,2,1,1,2,0,0,0,0
1136,28,1,1,3,1,1,2,2,0,3,6.365921,0
2248,19,2,1,2,2,1,1,3,1,1,48.20856,1
294,17,2,1,2,2,2,2,2,2,0,1.43085,1
1263,19,2,0,1,2,3,2,3,0,1,20.1036,1
411,18,1,1,1,2,2,1,4,0,0,59.35489,1
3641,18,2,1,2,2,2,2,3,1,3,9.867098,1
1187,18,1,1,1,2,2,1,2,0,0,2.770866,1
216,44,1,1,3,2,1,2,2,0,0,0,0
1181,21,2,1,2,2,2,2,3,1,1,2.862317,1
3644,19,1,1,2,2,1,0,4,0,8,15.49436,1
3355,21,2,1,1,2,1,1,2,0,3,23.73205,1
428,68,1,1,3,1,1,0,1,0,0,5.213549,0
571,21,2,1,1,2,2,1,4,0,1,16.79781,1
3672,23,2,1,2,2,3,1,4,0,3,13.47015,1
2028,22,1,1,1,2,3,0,5,0,3,23.82862,1
1032,22,2,1,2,2,2,2,8,3,0,21.71295,1
2619,22,1,1,1,2,2,0,3,0,3,60.13743,1
518,24,2,1,1,2,2,1,5,0,0,12.29942,1
1121,18,2,1,2,2,2,2,3,1,1,9.169067,1
4105,19,1,0,1,2,2,1,4,0,0,38.86344,1
1178,26,1,1,1,2,2,1,3,1,10,2.422414,1
233,56,2,1,1,2,1,2,3,2,1,4.802012,1
3650,20,2,0,1,2,1,1,3,2,8,17.19976,1
1118,21,2,1,2,2,4,2,4,1,3,4.540023,1
2428,21,1,0,1,2,6,0,5,0,1,33.82757,1
1116,22,2,1,1,2,1,0,3,1,1,7.583113,1
1060,19,2,1,2,2,2,2,4,1,1,16.88732,1
1202,18,1,1,1,2,4,2,4,0,3,6.715766,1
1278,21,2,1,1,2,2,2,3,0,8,23.28588,1
1097,26,2,1,3,1,2,1,2,1,0,19.81211,1
4084,20,2,1,2,2,3,2,3,0,3,38.4369,1
1075,18,2,0,1,2,2,2,4,1,1,18.67335,1
3604,26,1,1,3,1,3,0,5,1,0,47.55932,1
255,28,1,0,1,2,1,0,2,0,8,15.47318,0
3674,23,2,1,3,1,2,2,2,0,0,39.88979,0
2455,20,2,1,1,2,1,2,2,0,8,13.6525,1
507,29,1,1,3,1,3,0,3,0,3,9.329762,1
5069,28,1,1,1,2,3,2,3,0,0,4.178282,1
3683,24,1,0,1,2,1,1,2,0,0,11.71447,0
5036,18,2,1,2,1,3,2,4,1,0,14.68478,1
5219,24,1,1,1,2,4,2,4,0,0,28.49701,1
3615,20,1,1,2,2,2,2,3,1,0,14.88665,1
287,34,2,1,3,1,2,2,2,0,0,0,0
4126,21,1,1,2,2,2,2,2,0,3,39.47027,1
5058,26,2,1,3,2,2,2,2,0,0,4.376014,0
5041,24,1,1,3,1,2,1,2,0,0,12.37577,0
2124,24,1,1,3,1,2,2,2,0,0,19.78979,1
5126,24,2,9,2,2,2,1,5,2,1,11.51416,1
4079,36,1,1,3,1,1,2,1,0,0,14.30786,0
5075,23,2,1,1,2,2,2,3,0,0,3.323198,1
4027,56,2,1,3,1,1,0,2,2,0,1.475494,0
613,26,1,0,2,2,1,0,2,0,1,2.357431,0
5051,18,1,1,1,2,2,2,3,3,1,5.146631,1
4023,39,2,1,1,1,2,2,2,1,0,5.811121,0
524,19,1,0,2,2,1,0,4,1,1,8.132922,1
3419,18,2,9,2,2,2,0,3,1,8,70.50174,1
2353,25,1,0,1,2,1,2,4,0,0,15.72703,1
621,20,2,1,1,2,2,2,3,1,8,4.364144,1
2610,23,2,1,3,1,2,2,3,0,0,76.07391,1
