HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Distance
3810,3851,9309,25,M,Y,O,O,S,3,5,6,2,47.05,D,1500,11683.84
3651,69,9103,17,M,N,O,O,S,1,6,2,1,20.29,J,750,28192.53
3431,371,9261,21,F,Y,O,O,S,4,5,4,0,28.46,D,900,21437.59
187,69,9103,29,F,Y,P,F,P,1,4,2,0,50,C,1100,2357.666
3870,3870,9998,44,M,Y,G,F,P,1,3,2,2,39.64,9,-1,0
551,278,9108,20,M,N,O,O,S,2,6,4,0,12.55,B,1000,14452.6
427,69,9103,30,F,N,P,F,S,0,3,2,0,31.99,9,-1,12536.5
3718,371,384,23,M,Y,G,F,P,1,3,5,0,22.17,B,1000,20921.82
1181,1199,E0297,20,F,Y,S,P,S,2,6,4,1,44.71,B,1005,5211.246
586,69,9103,22,M,Y,G,P,S,3,2,3,1,18.32,B,910,18297.73
2362,69,9103,21,F,N,O,O,S,1,1,2,0,26.67,B,1010,20907.33
137,69,9103,18,F,Y,O,O,S,2,6,4,0,39.04,B,1100,12382.02
3649,69,9103,21,F,N,G,P,P,2,6,4,1,61.59,P,600,19265.66
222,278,9108,21,F,N,O,O,S,1,1,4,3,44.36,B,1000,4242.146
1243,1199,1556,18,M,Y,S,P,S,2,4,3,0,49.62,B,655,6416.97
188,69,9103,28,M,Y,O,O,S,0,5,2,1,31.18,B,1100,3070.265
3648,69,9103,38,M,Y,P,F,P,2,6,2,4,25.54,9,-1,21878.21
71,69,9103,18,F,Y,O,O,S,0,7,1,0,4.49,W,1120,1132.351
232,278,9108,36,F,Y,O,O,P,1,2,2,2,54.28,B,715,11542.52
46,69,9103,20,F,Y,O,O,S,0,7,2,0,22.65,W,1200,1297.744
3491,371,9261,25,F,Y,P,F,P,4,4,5,0,13.72,9,-1,17236.7
3491,3851,9309,20,F,Y,O,O,S,4,4,5,0,13.72,P,800,16204.68
214,69,9103,32,F,Y,P,F,P,1,6,2,0,17.56,9,-1,8423.377
363,278,C026,20,M,N,O,O,S,1,2,2,2,51.52,P,730,20205.84
341,371,9261,19,M,N,O,O,S,1,3,3,0,20.82,9,-1,11547.08
210,69,9103,29,F,Y,P,P,S,0,3,2,0,22.83,9,-1,5671.636
110,69,9103,18,M,N,O,O,S,0,2,2,0,100.63,B,1030,5461.931
454,69,9103,35,F,N,P,F,P,0,6,2,0,8.43,9,-1,11743.69
94,69,9103,22,F,Y,P,F,S,0,1,1,0,153.89,9,-1,2215.019
130,69,9103,33,F,N,P,F,P,1,6,2,0,19.66,B,830,10278.29
119,69,9103,20,M,Y,O,O,S,2,6,3,2,21.16,B,810,6027.405
79,69,9103,26,M,Y,P,P,S,1,7,1,0,22.03,9,-1,3752.367
3519,371,9261,22,M,Y,S,P,S,2,4,3,0,33.86,D,1030,6685.555
51,69,9103,23,M,Y,O,O,S,2,7,2,0,29.02,W,950,1268.754
450,69,9103,32,F,N,S,P,S,2,4,2,0,19.33,B,1415,13409.07
376,371,9261,21,M,N,S,P,S,1,3,3,0,40.91,9,-1,2630.71
46,69,9103,27,M,Y,O,O,S,0,4,2,0,17.57,C,845,1297.744
82,69,9103,36,M,9,P,F,P,0,4,1,0,18.22,9,-1,3891.374
117,69,9103,33,F,Y,P,F,P,1,6,2,0,14.47,9,-1,6285.935
172,69,9103,21,F,N,O,O,S,2,6,4,0,34.51,B,715,4945.424
482,69,9103,19,F,Y,S,P,S,4,6,4,0,20.03,P,750,17651.82
343,371,9261,27,F,Y,P,F,P,2,7,3,0,18.34,9,-1,9426.452
53,69,9103,25,F,Y,O,O,S,0,1,1,0,21,9,-1,1802.905
108,69,9103,34,M,Y,P,F,P,1,6,2,0,15.57,9,-1,4154.796
105,371,9261,28,F,Y,O,O,S,0,4,2,0,74.12,B,745,17810.42
3379,38,9031,21,F,Y,O,O,S,3,4,4,0,22.52,9,-1,37909.07
3417,38,9031,24,F,Y,S,F,P,1,2,4,0,21.61,9,-1,37112.28
237,25,9244,23,M,N,O,O,S,3,7,3,1,26.61,B,900,12330.72
3459,38,9031,18,F,Y,S,P,S,2,4,3,0,9.52,9,-1,41711.03
4036,38,9031,21,M,Y,O,O,S,2,2,3,1,25.48,D,630,37456.11
3668,3668,9998,20,F,9,O,O,S,1,3,2,0,105.86,9,-1,0
3714,5198,9011,21,M,Y,O,O,S,4,5,4,1,29.18,9,-1,43020.18
20,38,9031,25,F,Y,G,F,P,2,7,3,0,5.48,9,-1,2035.718
591,465,550,25,F,Y,P,P,S,1,6,4,2,21.11,B,1000,8890.799
512,38,9031,22,M,Y,O,O,S,0,2,3,0,46.46,9,-1,19062.51
5191,5198,9011,24,M,Y,S,P,S,2,3,2,0,17.49,D,610,2612.993
5171,5198,9011,35,M,Y,O,O,S,0,7,2,3,99.95,B,835,4395.624
1065,25,9244,18,F,Y,S,P,S,3,6,4,0,31.28,G,1100,38591.57
277,25,9244,53,M,9,O,O,P,0,5,3,0,44,9,-1,4639.445
2440,38,9031,41,M,Y,P,F,P,2,7,2,2,14.69,9,-1,35497.68
467,38,9031,19,M,N,O,O,S,2,7,6,0,20.72,B,730,16598.7
2252,5198,9011,21,M,Y,O,O,S,2,7,4,1,45.75,9,-1,88680.55
2455,38,9031,18,M,N,S,P,S,2,5,3,2,26.2,P,900,34687.66
431,25,9244,21,F,N,S,P,S,0,2,4,0,27.03,B,630,17821.33
239,25,9244,20,M,N,S,P,S,0,3,2,0,36.42,9,-1,14236.49
67,5198,9011,26,F,Y,P,F,P,0,4,1,0,24.68,9,-1,65867.88
4001,5198,9011,21,F,Y,O,O,S,2,7,4,0,28.31,9,-1,25295.87
1107,38,9031,18,M,Y,S,P,S,2,6,3,1,25.78,G,1125,52173.65
18,22,2201,17,F,N,O,O,S,1,2,3,1,43.94,P,830,1238.364
173,38,9031,28,F,Y,S,P,S,0,7,1,0,30.18,C,1000,5553.314
2607,2667,9290,19,F,Y,S,P,S,2,6,5,0,112.18,9,-1,13925.07
2620,2667,9290,20,F,N,S,P,S,4,4,4,1,18.83,P,740,16879.53
2040,38,9031,22,M,Y,S,P,S,3,6,3,1,24.63,B,545,24950.11
3517,25,9244,22,M,N,O,O,S,3,4,5,1,36.05,B,940,31533.13
2133,25,9244,34,F,Y,S,J,P,2,3,2,1,32.98,D,1655,25456.09
265,38,9031,18,M,N,O,O,S,1,3,6,0,33.17,B,800,5351.092
18,38,9031,51,M,N,O,O,S,0,1,2,3,33.91,B,1800,1927.948
2442,2667,9290,18,M,N,G,P,S,1,7,3,1,45.13,B,630,31530.1
523,38,9031,20,M,Y,P,P,S,3,5,3,1,13.55,B,1100,15258.18
465,231,9022,26,F,Y,O,O,P,1,1,2,0,14.69,9,-1,3269.149
5105,5198,7290,17,M,Y,O,O,S,2,4,1,1,28.43,D,805,7044.573
62,22,817,38,F,Y,P,P,P,0,5,2,0,14.55,9,-1,3723.266
3682,5198,9011,23,M,Y,S,P,S,2,2,3,2,36.06,9,-1,53814.74
3617,38,9031,24,M,Y,S,F,P,3,6,4,0,46.42,9,-1,39007.34
3643,38,9031,26,M,N,S,F,P,1,2,2,0,25.5,9,-1,18700.79
258,5198,7290,31,F,Y,O,O,S,2,7,2,0,7.61,D,1445,73902.35
2207,5198,9011,29,F,Y,O,O,P,1,2,2,1,20.73,9,-1,87222.13
250,25,9244,28,F,Y,G,F,P,0,4,2,0,11.78,9,-1,8494.94
586,38,9031,26,F,Y,O,O,S,1,4,3,0,35.85,B,1400,17622.3
48,25,9244,63,F,Y,P,F,P,1,6,2,0,15.11,W,1745,2307.308
1082,1207,3260,19,F,Y,S,P,S,2,7,3,0,34.44,9,-1,14514.05
389,131,1111,20,M,N,O,O,S,2,4,4,0,18.73,P,830,9007.778
431,38,9031,49,M,Y,P,P,P,2,4,3,1,22.8,9,-1,16440.23
194,25,9244,29,F,N,P,F,P,0,4,2,0,3.73,9,-1,11291.91
2036,25,9244,18,F,Y,O,O,S,2,6,3,1,13.37,9,-1,26923
5175,5198,9011,22,F,Y,P,P,S,1,4,2,0,21.31,W,1000,731.925
106,38,9031,27,M,Y,P,F,P,1,4,3,0,17.27,9,-1,7130.624
450,5198,9011,23,M,Y,O,O,S,1,1,3,1,90.87,D,910,78296.89
4119,5119,9270,25,M,Y,P,P,S,3,5,4,0,39.82,D,730,43196.73
3494,25,9244,25,F,Y,O,O,S,2,5,5,0,21.9,J,500,36522.6
452,38,9031,24,M,Y,S,F,S,0,3,2,0,15.91,9,-1,12206.23
2258,25,9243,30,M,Y,G,F,P,2,4,3,0,7.76,9,-1,28942.45
3691,38,9031,31,F,Y,G,F,P,3,4,4,0,41.92,9,-1,31228.74
17,25,9244,56,M,Y,P,J,S,0,2,1,0,26.57,B,1430,1255.547
385,25,9244,27,F,Y,9,P,S,3,3,5,1,15.41,9,-1,23122.45
282,69,9103,27,F,Y,O,O,S,1,5,2,0,32.99,B,900,5417.824
452,69,9103,21,F,Y,P,P,S,1,4,3,0,65.39,9,-1,12263.75
2427,69,9103,21,F,Y,O,O,S,1,4,3,1,17.63,J,700,28516.29
280,69,9103,25,F,N,O,O,S,0,6,3,0,17.68,B,1200,4771.492
483,484,A279,23,M,Y,S,P,S,0,7,3,0,72.47,B,1200,1872.206
250,69,9103,25,F,Y,O,O,S,0,1,1,0,5.59,B,820,9368.4
1060,371,9261,26,F,Y,P,F,P,1,7,2,0,23.39,9,-1,51957.94
234,484,C094,25,F,N,O,O,P,1,2,2,0,32.09,B,930,2979.463
148,69,9103,26,M,Y,O,O,S,1,5,2,0,12.91,B,900,6930.545
25,37,S497,37,F,9,O,O,S,1,1,1,3,40.38,W,955,1040.211
101,69,9103,25,F,Y,O,O,S,0,3,2,0,30.23,C,1645,3679.839
454,69,9103,33,M,Y,P,F,P,1,6,2,0,22.18,9,-1,11743.69
450,69,9103,35,M,Y,P,F,P,1,4,1,0,7.64,9,-1,13409.07
3324,3368,5485,18,M,N,O,O,S,2,2,3,1,46.22,9,-1,3599.065
104,69,9103,22,M,N,O,O,S,1,6,2,0,19.21,9,-1,3631.853
522,69,9103,21,M,Y,S,P,P,3,5,5,0,22.73,9,-1,17085.75
456,69,9103,22,M,Y,O,O,S,2,6,4,0,18.74,B,1105,13580.79
124,69,9103,38,F,Y,P,P,S,1,7,2,2,14.27,B,945,7726.36
40,69,9103,34,M,Y,9,F,P,0,5,2,0,12.9,9,-1,1461.703
2057,371,9261,21,M,Y,O,O,S,4,7,6,0,28.39,D,730,13734.06
457,69,9103,20,M,Y,O,O,S,3,7,4,0,13.04,D,1205,14810.24
66,69,9103,21,F,Y,O,O,S,0,1,2,0,17.29,W,1100,2298.354
3716,371,9261,18,M,N,O,O,S,1,5,3,0,14.93,B,1000,24451.33
48,69,9103,23,F,Y,O,O,S,0,7,1,0,36.75,W,1145,1199.355
3657,371,9261,20,M,Y,O,O,S,2,4,4,0,76.4,B,900,20641.66
48,69,9103,23,F,Y,O,O,S,0,2,1,0,36.75,W,845,1199.355
410,69,9103,21,M,Y,O,O,S,1,2,4,0,35.28,B,1020,13810.12
3354,69,9103,20,F,9,P,P,S,2,7,5,1,46.69,9,-1,36373.72
178,69,9103,23,F,Y,O,O,S,1,3,2,0,26.75,B,1215,7788.836
93,69,9103,26,F,9,O,O,S,0,4,3,0,5.62,W,900,1528.27
2053,69,9103,19,F,Y,S,P,S,2,4,3,0,30.07,9,-1,29792.81
1121,1199,E0297,21,F,Y,G,P,S,2,6,3,0,31.67,P,800,10670.74
3685,371,9261,18,F,Y,O,O,S,1,5,4,0,33.98,B,900,21148.93
63,69,9103,21,M,N,O,O,S,0,7,1,0,74.21,B,850,2662.761
266,69,9103,30,M,Y,S,F,P,0,3,2,0,10.23,9,-1,6896.745
2352,69,9103,22,F,Y,O,O,S,2,5,3,0,16.71,B,855,17699.89
3354,69,9103,19,F,Y,G,P,S,1,4,3,0,6.84,J,400,36373.72
74,69,9103,21,F,Y,P,F,P,0,4,5,0,163.11,9,-1,699.414
420,69,9103,26,F,Y,P,P,S,1,5,2,0,12.82,B,1700,12005.74
3867,3867,9998,48,M,Y,P,F,P,1,4,1,0,4.6,9,-1,0
110,371,9261,26,M,Y,O,O,S,1,2,3,0,73.97,D,930,20194.27
49,69,9103,18,F,Y,O,O,P,0,7,3,0,36.95,W,1015,881.096
3013,371,9261,19,M,Y,M,P,S,3,3,4,0,42.19,D,1700,19349.66
370,371,384,18,M,Y,S,P,S,2,6,4,1,56.87,D,845,2023.298
1181,371,9261,32,F,Y,P,P,S,2,7,3,0,28.63,D,900,66907.91
211,69,9103,31,F,Y,P,F,S,1,3,1,0,34.8,9,-1,5960.172
3720,371,369,23,F,Y,S,P,S,3,4,3,1,32.22,D,900,22650.47
114,69,9103,47,M,Y,P,F,P,1,7,2,2,19.49,9,-1,4981.547
127,69,9103,21,F,Y,S,P,S,2,4,3,1,30.16,B,1000,8649.006
2022,69,9103,19,M,Y,O,O,S,3,6,4,0,14.44,9,-1,29593.79
46,69,9103,19,F,N,O,O,S,0,1,2,0,13.99,W,945,1297.744
4166,371,9261,27,F,Y,G,F,P,3,4,2,1,3.81,9,-1,31177.96
3637,3851,9309,38,F,Y,G,P,P,1,4,2,1,12.33,9,-1,12281.72
3429,3680,S444,46,M,Y,M,F,P,2,2,2,2,18.44,9,-1,17453.58
42,69,9103,29,M,Y,P,F,P,1,5,2,0,18.58,W,730,1572.915
4103,3851,9309,24,M,Y,M,F,P,2,3,4,0,16.05,D,930,27724.79
191,371,9261,33,M,Y,P,P,P,1,4,3,1,25.79,9,-1,17995.73
202,69,9103,50,F,Y,P,F,P,0,6,1,0,12.26,9,-1,3692.771
407,371,9261,18,M,Y,O,O,S,2,7,3,1,4.6,B,730,10429.34
47,69,9103,21,M,Y,O,O,S,0,7,1,0,58.23,W,1040,1063.099
3358,371,9261,37,F,Y,O,O,S,1,4,2,2,9.51,9,-1,10711.41
2027,69,9103,30,F,Y,O,O,S,2,4,2,0,40.3,9,-1,25793.38
118,371,9261,27,F,N,S,P,S,1,3,2,0,33.54,B,715,15848.22
2131,69,9103,25,M,Y,P,P,S,3,6,4,0,25.1,9,-1,21491.36
452,69,9103,23,F,Y,O,O,P,1,4,3,0,65.39,B,1220,12263.75
318,69,9103,22,F,Y,S,P,S,1,2,2,0,59.87,B,800,11613.08
280,69,9103,25,F,Y,P,P,S,0,6,3,0,17.68,B,830,4771.492
21,69,9103,24,F,Y,P,J,S,0,1,2,0,36.35,C,1630,2044.52
570,69,9103,64,F,Y,O,O,P,2,3,1,0,12.1,9,-1,25681.43
3336,3336,9998,26,F,Y,O,O,S,3,3,4,0,32.88,9,-1,0
126,69,9103,20,F,N,O,O,S,3,6,4,0,17.21,9,-1,7585.483
2352,69,9103,28,F,N,P,F,P,1,4,4,0,27.37,9,-1,17699.89
1181,1199,1556,46,F,N,O,O,S,1,3,2,1,18.3,9,-1,5211.246
595,69,9103,20,M,Y,O,O,S,1,2,3,1,29.32,B,1105,20217.78
46,69,9103,26,F,Y,P,F,P,0,7,2,0,17.3,9,-1,1297.744
49,69,9103,20,M,Y,O,O,S,1,1,2,0,28.06,9,-1,881.096
3622,484,C094,48,F,Y,O,O,P,2,6,3,2,13.88,9,-1,33061.14
211,69,9103,23,M,N,O,O,S,0,2,2,0,51.7,B,845,5960.172
2248,371,9261,20,F,Y,O,O,S,3,2,4,0,23.11,D,900,23425.54
72,69,9103,24,F,Y,O,O,S,0,1,1,0,29.4,C,1200,1595.176
47,69,9103,25,M,Y,O,O,S,0,2,1,0,28.94,W,1100,1063.099
3653,3680,S444,47,M,Y,O,O,P,1,7,2,1,26.18,9,-1,5687.42
2120,371,9261,19,F,Y,S,P,S,2,7,3,0,8.02,B,900,15783.16
119,69,9103,35,M,Y,O,O,S,0,2,1,0,19.59,B,755,6027.405
101,371,9261,26,F,9,O,O,S,1,3,5,0,31.59,B,800,19021.52
42,69,9103,27,F,Y,O,O,S,0,2,2,0,18.58,9,-1,1572.915
68,69,9103,20,F,Y,O,O,S,0,2,2,0,42.82,W,950,973.24
390,371,9261,21,M,Y,O,O,S,0,7,2,1,28.48,B,1600,9406.616
90,69,9103,21,F,N,P,F,P,0,4,3,0,9,9,-1,3096.734
188,69,9103,36,M,Y,P,F,P,0,4,2,1,46.18,9,-1,3070.265
590,69,9103,20,M,Y,O,O,S,0,7,2,1,55,B,630,22049.01
618,69,9103,18,F,Y,O,O,S,2,4,4,1,12.51,B,700,27937.01
348,69,9103,25,M,N,P,P,S,2,6,4,0,16.7,B,1000,14644.08
461,69,9103,20,M,Y,O,O,S,3,7,3,1,13.44,B,900,16252.93
46,69,9103,20,M,Y,S,P,S,0,1,2,0,35.89,W,955,1297.744
3337,69,9103,23,M,Y,S,P,S,2,4,4,0,18.59,B,800,29708.72
3636,69,9103,22,F,Y,O,O,S,3,3,4,1,56.79,B,700,33096.57
265,69,9103,34,F,Y,P,F,P,1,4,2,1,105.91,D,1025,6776.886
3193,371,9261,24,M,Y,M,F,P,5,5,4,1,42.9,D,730,22220.68
68,69,9103,19,M,Y,O,O,S,0,7,2,0,18.13,W,845,973.24
301,371,9261,34,F,Y,P,F,P,1,4,1,0,57.47,9,-1,16446.97
291,291,9998,25,F,Y,O,O,S,2,5,5,0,6.73,9,-1,0
5206,69,895,42,M,Y,P,F,P,2,5,2,1,18.23,9,-1,66999.84
2128,69,9103,18,F,Y,O,O,S,1,2,2,0,14.79,B,1200,20759.7
3468,371,384,17,M,Y,O,O,S,6,4,2,2,13.25,P,825,12878.34
3637,371,9261,18,M,Y,O,O,S,2,5,4,0,35.39,B,615,25218.46
1096,69,9103,21,F,Y,S,P,S,3,6,3,0,14.29,J,800,37952.46
304,69,9103,53,M,Y,P,F,P,1,2,1,0,41.79,9,-1,10413.8
50,69,9103,28,M,Y,P,F,P,1,6,2,0,19.86,9,-1,1587.002
405,69,9103,22,M,Y,O,O,S,1,5,3,1,18.4,B,830,15807.85
2366,69,9103,24,F,Y,P,P,S,2,5,3,0,52.36,P,1430,20649.4
450,182,1239,34,F,N,O,O,P,2,2,3,0,3.77,B,900,7662.369
46,69,9103,33,F,Y,G,P,S,0,5,2,1,4.83,B,1000,1297.744
3833,371,384,21,F,Y,O,O,S,1,4,3,0,33.36,B,1300,17555.1
2377,236,E0404,23,M,Y,O,O,S,2,2,2,0,29.48,9,-1,17100.57
3506,371,9261,42,F,Y,O,O,S,1,7,2,2,13.74,D,715,9196.673
3630,371,9261,20,F,N,S,P,P,3,4,3,0,9.14,P,910,3161.919
65,69,9103,26,M,Y,O,O,S,1,5,3,0,15.43,B,800,2628.072
153,69,9103,29,F,N,P,P,S,2,5,4,1,10.34,B,1000,10486.4
460,69,9103,20,F,Y,S,P,S,4,6,4,1,18.81,9,-1,17732.59
77,69,9103,26,F,Y,O,O,S,1,6,2,0,18.29,W,830,2222.833
385,69,9103,21,F,Y,O,O,S,2,4,4,0,28.07,B,730,20403.64
411,371,9261,29,F,N,O,O,S,2,7,7,1,19.26,B,1000,11242.13
3648,371,369,19,M,Y,S,F,S,3,6,3,1,22.6,9,-1,20916.87
385,371,9261,25,M,Y,O,O,S,1,3,3,0,22.13,B,730,5017.493
1179,1199,E0297,37,F,Y,9,F,P,1,6,2,2,21.87,9,-1,5772.612
450,69,9103,27,F,Y,P,P,S,1,3,2,0,17.88,B,730,13409.07
2224,69,9103,19,F,Y,S,P,S,5,7,5,0,38.89,P,720,33298.22
48,69,9103,21,M,N,P,P,S,0,3,2,0,35.89,W,1015,1199.355
2433,69,9103,24,F,Y,O,O,S,2,3,3,0,9.6,G,515,32702.41
1046,69,9103,22,M,Y,O,O,S,3,5,4,0,28.07,9,-1,28730.41
202,69,895,33,F,Y,G,F,P,0,4,2,0,40.72,C,915,3692.771
450,69,9103,25,M,Y,P,P,S,0,2,2,0,32,B,1000,13409.07
267,371,9261,23,M,Y,O,O,S,3,5,4,0,9.59,D,1300,27443.4
124,69,9103,22,M,Y,O,O,S,1,6,3,0,77.36,C,1230,7726.36
3629,371,9261,22,M,Y,O,O,P,0,3,3,0,40.44,B,1700,3256.571
46,69,9103,21,F,Y,O,O,S,0,1,2,0,22.65,W,1240,1297.744
248,69,9103,37,F,Y,P,F,P,2,5,2,2,11.55,D,1210,10669.15
382,371,9261,20,M,Y,O,O,S,0,7,4,0,53.53,W,1300,3758.079
3655,371,9261,26,F,Y,S,P,S,1,4,3,0,19.05,9,-1,23500.17
426,69,9103,27,F,Y,G,F,P,0,3,1,0,46.07,9,-1,13266.82
48,69,9103,24,M,Y,P,P,S,1,2,2,0,28.93,W,1340,1199.355
222,371,9261,41,F,Y,O,O,S,2,2,2,2,21.4,D,710,24724.53
40,69,9103,26,F,Y,G,P,S,0,2,1,0,30.05,W,1245,1461.703
3380,371,384,19,F,Y,O,O,S,2,5,5,0,31.79,9,-1,16682.37
532,69,9103,20,M,N,G,P,S,2,3,3,0,28.69,W,940,15389.43
66,69,9103,26,M,Y,P,F,P,0,6,2,0,17.81,9,-1,2298.354
441,69,9103,19,M,Y,O,O,S,4,4,5,0,13.17,9,-1,12084.77
540,69,9103,18,M,Y,O,O,S,2,6,3,1,63.56,B,800,11051.21
119,371,9261,25,M,Y,S,P,S,2,3,3,0,61.68,D,850,16692.24
3449,371,9261,46,F,Y,S,P,P,3,7,2,1,16.2,D,800,9918.931
3378,371,9261,19,F,Y,O,O,S,2,7,3,0,19.66,B,700,18780.2
72,69,9103,74,M,Y,O,O,P,0,4,1,0,24.69,9,-1,1595.176
67,69,9103,25,F,Y,P,F,S,0,2,2,0,29.94,W,1130,1897.934
301,371,9261,21,M,N,O,O,S,2,6,3,0,23.6,9,-1,16446.97
571,69,9103,52,F,Y,P,F,P,2,4,3,1,41.25,9,-1,26500.03
3856,371,9261,35,M,Y,G,F,P,1,3,1,0,14.57,9,-1,14935.33
41,69,9103,22,M,Y,O,O,S,0,3,2,0,26.84,W,830,1840.44
2442,69,9103,42,M,Y,O,O,P,1,2,2,1,15.22,9,-1,35381.8
59,69,9103,19,F,Y,O,O,S,1,2,3,0,11.63,B,900,3157.046
3810,371,9261,22,F,Y,O,O,S,2,4,4,0,28.43,9,-1,27748.76
203,69,9103,24,M,Y,P,P,S,0,2,2,0,24.14,9,-1,2972.123
522,69,9103,18,F,Y,O,O,S,1,3,4,2,37.72,B,815,17085.75
480,69,9103,20,F,Y,S,P,S,3,6,5,0,36.15,9,-1,19304.53
454,69,9103,26,M,Y,O,O,S,1,2,2,0,18.95,B,800,11743.69
99,69,9103,25,F,Y,O,O,S,2,6,3,0,7.6,B,1110,4045.104
50,69,9103,20,F,Y,O,O,S,0,7,3,0,34.86,B,1400,1587.002
68,371,9261,20,F,Y,P,P,S,0,7,2,0,23.97,B,845,22567.59
454,69,9103,41,F,Y,P,F,S,0,6,2,0,8.43,9,-1,11743.69
506,278,9108,18,M,N,S,P,S,0,3,3,1,21.23,B,805,9688.394
443,69,9103,21,M,N,O,O,S,0,2,2,0,13.39,B,1600,13299.74
3362,371,9261,22,F,Y,S,P,S,2,3,4,0,21.92,9,-1,14126.02
21,278,9108,31,F,N,S,P,S,0,4,2,1,31.18,B,805,2030.561
46,69,9103,33,M,N,P,P,S,0,2,2,0,17.57,9,-1,1297.744
2255,69,9103,21,F,Y,P,P,S,2,4,4,0,37.38,P,830,25095.27
46,69,9103,22,M,Y,O,O,S,1,2,3,0,44.79,W,955,1297.744
3337,371,9261,52,F,Y,P,P,P,2,4,2,0,23.34,D,805,9106.768
93,69,9103,20,F,Y,O,O,S,0,1,2,0,73.96,W,1300,1528.27
457,69,9103,23,F,Y,O,O,S,2,4,4,0,11.3,B,1500,14810.24
154,182,1239,56,M,Y,S,F,P,1,4,5,1,17.87,9,-1,4516.793
2418,69,9103,21,F,Y,S,P,S,3,4,4,0,59.54,B,1130,32545.29
279,69,9103,18,M,N,O,O,S,1,6,4,0,21.38,B,1500,4204.054
50,69,9103,18,F,Y,O,O,S,0,2,1,0,78.87,W,915,1587.002
385,69,9103,21,M,Y,O,O,S,1,3,5,1,19.65,B,800,20403.64
3512,69,9103,19,F,Y,O,O,S,3,4,5,1,9.62,J,700,32397.99
3715,69,9103,24,M,Y,O,O,S,3,7,3,0,57.31,9,-1,31515.02
1033,371,9261,26,M,Y,O,O,S,4,6,4,0,23.37,D,715,48554.03
3604,69,9103,22,F,Y,S,P,S,5,7,5,0,45.6,9,-1,30037.6
241,69,9103,20,M,Y,P,F,P,1,5,3,0,9.92,B,1610,11749.16
3653,3851,845,56,M,Y,O,O,S,1,1,2,0,12.17,D,1245,4931.834
66,69,9103,21,F,Y,O,O,S,0,1,1,0,26.36,W,1000,2298.354
48,69,9103,27,F,Y,G,F,P,0,6,3,0,28.49,9,-1,1199.355
46,69,9103,22,M,Y,O,O,S,0,1,2,0,35.89,W,855,1297.744
46,69,9103,22,M,Y,O,O,S,0,1,2,0,35.89,W,855,1297.744
4174,69,9103,23,F,Y,S,P,S,3,5,3,0,13.17,G,700,52263.31
3379,371,9261,31,F,Y,S,P,P,2,4,5,2,15.71,9,-1,17490.25
3380,3851,9309,19,M,N,O,O,S,2,7,4,0,18,9,-1,23244.53
2222,69,9103,34,M,Y,G,P,S,2,7,5,0,40.12,9,-1,32696.21
46,69,9103,28,M,N,P,P,S,0,4,2,0,26.72,9,-1,1297.744
46,69,9103,22,M,N,O,O,S,0,4,2,0,26.72,U,1200,1297.744
458,69,9103,18,M,Y,O,O,S,2,6,4,0,28.51,B,800,15639.62
5186,69,9103,37,F,Y,P,F,P,1,4,2,0,8.33,9,-1,66101.41
532,371,9261,24,F,Y,O,O,P,0,3,2,0,21.23,9,-1,32331.39
317,371,9261,27,F,Y,P,F,P,3,6,3,0,15.39,9,-1,14814.21
1061,69,9103,19,F,Y,S,P,S,3,6,3,1,11.64,J,815,37809.49
1125,1199,1556,36,F,Y,S,P,P,1,1,1,0,39.48,9,-1,6531.729
2023,371,384,19,M,Y,S,P,S,2,4,4,1,24.92,D,800,8583.172
291,69,9103,28,F,N,P,F,P,1,3,2,0,46.43,B,800,13759.24
42,69,9103,26,M,Y,O,O,S,0,2,1,0,37.35,W,1350,1572.915
287,69,9103,45,M,Y,P,F,P,1,7,2,2,10.33,9,-1,11636.91
3680,371,9261,19,M,N,P,P,S,3,4,5,0,68.41,B,700,17920
97,69,9103,55,M,Y,P,P,S,2,4,2,0,4.8,C,1545,2707.659
94,69,9103,30,F,Y,P,P,S,0,3,2,0,5.6,C,1000,2215.019
3683,3851,9309,25,F,9,O,O,S,3,4,4,0,16.96,B,800,8571.286
1121,69,9103,20,F,Y,P,P,S,2,6,5,1,31.21,J,715,43524.72
38,69,9103,25,F,Y,O,O,S,0,4,2,0,25.07,W,1200,1916.098
2443,69,9103,19,F,Y,O,O,S,2,7,2,0,44.26,9,-1,34013.72
70,69,9103,23,F,N,S,P,S,0,2,2,0,35.93,C,1000,740.114
70,69,9103,23,M,N,S,P,P,0,2,2,0,35.93,9,-1,740.114
542,69,9103,19,M,N,O,O,S,1,4,3,0,9.02,B,1300,11824.9
619,1199,1556,23,M,Y,O,O,S,2,7,3,1,52.69,B,630,33408.37
3680,371,384,21,F,Y,S,P,S,3,5,5,0,15.51,B,900,17920
424,69,9103,23,F,Y,P,P,P,2,6,5,0,17.98,9,-1,10361.03
171,69,9103,22,M,Y,G,P,S,1,5,4,1,22.9,B,600,5465.497
123,69,9103,73,F,Y,P,J,P,1,4,1,0,18.39,9,-1,8452.846
266,69,9103,29,F,Y,S,P,S,0,3,3,0,15.05,B,1000,6896.745
3482,3851,9309,25,F,Y,P,F,P,4,4,4,0,23.3,9,-1,18175.26
