HHKey_,PsKey_,psage,psuniversityinvolvednumyears,personstatusgrad,personstatustime,hhlivingsituation,First-year,psmainmodefalltypicalaggr,HomeToMainCampusKM,Segment,hhsize,hhnumyoungerthan18,hhnumolderorequalto18,hhcarnumber,psdrivinglicenseownerflag,hhincomelevelshortname
22088,207377,21,3,UG,FT,Live with family/parents,FALSE,Solo Driver,23.25,5,4,0,4,3,1,household_income_level__60000_89999
22089,207564,20,2,UG,FT,Live alone,FALSE,Walk,1,6,1,0,1,0,0,household_income_level__i_dont_know
22090,206788,19,1,UG,FT,Live with roommates,FALSE,Walk,0.75,6,5,0,5,0,0,household_income_level__0_29999
22091,206926,23,1,Grad,FT,Live with partner,FALSE,Walk,1,10,2,0,2,0,0,household_income_level__0_29999
22092,207421,19,1,UG,FT,Live alone,FALSE,Local Transit,12.5,6,2,0,2,0,1,household_income_level__i_dont_know
22093,207131,20,1,UG,FT,Live with family/parents,FALSE,Local Transit,12.25,5,4,0,4,1,1,unknown
22094,207573,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,41.25,1,4,0,4,3,1,household_income_level__120000_149999
22095,207399,21,0,UG,FT,Live with roommates,TRUE,Local Transit,2.25,2,6,0,6,0,0,unknown
22096,206939,46,1,Other,Other,Live with family/parents,FALSE,Local Transit,11.5,0,4,2,2,1,1,household_income_level__120000_149999
22097,207434,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,36.5,1,4,1,3,2,1,unknown
22098,206829,26,1,Other,Other,Live with roommates,FALSE,Local Transit,3.5,0,2,0,2,1,1,unknown
22099,207155,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,12.25,5,5,0,5,2,0,unknown
22100,207442,21,3,UG,FT,Live with family/parents,FALSE,Bike,8.5,5,3,0,3,2,0,household_income_level__60000_89999
22101,207581,21,2,UG,FT,Live with family/parents,FALSE,Local Transit,4.5,5,5,0,5,1,0,household_income_level__i_dont_know
22102,207433,20,0,UG,FT,Live with roommates,TRUE,Solo Driver,15.5,2,2,0,2,3,1,household_income_level__120000_149999
22103,206965,42,9,UG,PT,Live with partner,FALSE,Solo Driver,10.75,8,3,1,2,2,1,unknown
22104,206842,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,6.5,5,5,1,4,2,1,household_income_level__150000_179999
22105,207182,25,4,Other,Other,Live with family/parents,FALSE,Regional Transit,35,0,3,0,3,1,1,household_income_level__60000_89999
22106,207477,19,1,UG,FT,Live with family/parents,FALSE,Regional Transit,25.5,5,4,1,3,1,0,household_income_level__30000_59999
22107,207629,24,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,0,1,0,1,household_income_level__0_29999
22108,206972,28,0,Other,Other,Live with roommates,TRUE,Local Transit,4.75,0,3,0,3,1,1,household_income_level__i_dont_know
22109,207441,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,15.5,5,3,0,3,1,1,unknown
22110,206870,24,3,UG,FT,Live with family/parents,FALSE,Local Transit,13.5,5,4,1,3,1,1,household_income_level__60000_89999
22111,207200,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,26.75,1,4,1,3,2,1,unknown
22112,207499,27,1,Grad,FT,Live with partner,FALSE,Local Transit,18.25,10,2,0,2,2,1,household_income_level__90000_119999
22113,207636,40,0,Other,Other,Live with family/parents,TRUE,Local Transit,14.75,0,5,3,2,1,0,household_income_level__0_29999
22114,207225,23,4,UG,FT,Live with family/parents,FALSE,Local Transit,8,5,4,0,4,1,1,unknown
22115,207001,20,2,UG,FT,Live with family/parents,FALSE,Regional Transit,30.25,5,4,1,3,2,0,unknown
22116,207465,26,3,UG,FT,Live with family/parents,FALSE,Local Transit,11.75,5,5,1,4,4,0,household_income_level__210000_239999
22117,206897,19,1,UG,FT,Live with roommates,FALSE,Walk,0.25,6,3,0,3,0,1,household_income_level__0_29999
22118,207513,23,1,UG,FT,Live with roommates,FALSE,Walk,1.5,6,2,0,2,0,0,unknown
22119,207666,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,13.75,5,4,1,3,2,1,unknown
22120,207025,46,0,Grad,FT,Live with family/parents,TRUE,Local Transit,5,9,3,0,3,1,1,household_income_level__120000_149999
22121,206904,21,1,UG,PT,Live with roommates,FALSE,Walk,0.25,8,5,0,5,1,1,unknown
22122,207233,23,4,UG,FT,Live with family/parents,FALSE,Local Transit,12.25,5,3,0,3,1,1,unknown
22123,207494,28,0,Other,Other,Live with roommates,TRUE,Local Transit,8.5,0,2,0,2,0,1,household_income_level__120000_149999
22124,206943,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,18.75,1,4,1,3,2,0,household_income_level__150000_179999
22125,207045,30,2,Grad,FT,Live with roommates,FALSE,Walk,1.25,10,3,0,3,0,1,household_income_level__i_dont_know
22126,207266,23,0,Other,Other,Live with family/parents,TRUE,Solo Driver,33.25,0,3,0,3,2,1,household_income_level__0_29999
22127,207506,22,1,UG,FT,Live with family/parents,FALSE,Local Transit,23.25,5,4,0,4,2,0,household_income_level__i_dont_know
22128,207526,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,14.5,5,4,0,4,2,0,household_income_level__150000_179999
22129,207678,23,1,Grad,FT,Live with family/parents,FALSE,Regional Transit,33.5,9,3,0,3,2,1,unknown
22130,207063,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,17.75,1,4,1,3,2,0,unknown
22131,206952,28,1,UG,FT,Live with partner,FALSE,Local Transit,4.25,6,2,0,2,0,1,household_income_level__0_29999
22132,207531,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,11.5,5,4,0,4,3,0,household_income_level__i_dont_know
22133,207547,21,3,Other,Other,Live with partner,FALSE,Local Transit,12.75,0,5,0,5,1,1,unknown
22134,207284,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,10,1,4,0,4,0,0,household_income_level__0_29999
22135,207707,29,0,Grad,FT,Live with partner,TRUE,Regional Transit,52,10,2,0,2,1,1,household_income_level__0_29999
22136,207086,38,0,Other,Other,Live with partner,TRUE,Rideshare,9.25,0,5,3,2,2,1,household_income_level__60000_89999
22137,207290,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,13.25,5,4,0,4,1,0,household_income_level__60000_89999
22138,207552,22,1,UG,FT,Live with family/parents,FALSE,Regional Transit,23.25,5,5,1,4,1,0,unknown
22139,207556,46,3,UG,FT,Live alone,FALSE,Bike,2.25,6,1,0,1,1,1,unknown
22140,207720,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,18.25,5,4,1,3,1,1,household_income_level__0_29999
22141,206981,36,0,Grad,FT,Live with family/parents,TRUE,Local Transit,8.25,9,3,1,2,0,0,unknown
22142,207584,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,8.25,1,4,1,3,3,1,unknown
22143,207115,22,3,UG,FT,Live with family/parents,FALSE,Local Transit,9.75,5,4,0,4,4,0,household_income_level__60000_89999
22144,207329,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,27.25,1,4,0,4,2,0,unknown
22145,207559,46,2,Other,Other,Live with family/parents,FALSE,Local Transit,23,0,3,0,3,1,1,household_income_level__i_dont_know
22146,206988,22,1,UG,FT,Live with roommates,FALSE,Local Transit,1.75,6,4,0,4,0,0,unknown
22147,207744,20,2,Other,Other,Live with family/parents,FALSE,Solo Driver,36.5,0,3,0,3,3,1,household_income_level__i_dont_know
22148,207609,20,2,UG,FT,,FALSE,Regional Transit,25,6,4,0,4,3,1,unknown
22149,207600,19,0,UG,FT,Live with family/parents,TRUE,Regional Transit,35.75,1,6,2,4,2,1,household_income_level__i_dont_know
22150,207354,20,2,UG,FT,Live with family/parents,FALSE,Regional Transit,15,5,4,1,3,3,0,unknown
22151,207005,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,38.25,5,4,0,4,2,0,unknown
22152,207141,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,18.25,1,3,0,3,2,1,unknown
22153,207764,24,4,UG,PT,Live with roommates,FALSE,Local Transit,5.75,8,2,0,2,0,1,unknown
22154,207632,21,1,UG,FT,Live with family/parents,FALSE,Local Transit,11.25,5,2,0,2,1,1,unknown
22155,207635,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,33.5,1,5,2,3,2,1,unknown
22156,207378,19,,UG,FT,Live with family/parents,TRUE,Local Transit,4.75,1,4,0,4,1,0,household_income_level__i_dont_know
22157,207159,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,23,5,4,0,4,3,1,unknown
22158,207770,20,3,UG,FT,Live with family/parents,FALSE,Regional Transit,47.25,5,4,0,4,3,1,unknown
22159,207657,29,0,Grad,FT,Live with roommates,TRUE,Bike,3.25,10,3,0,3,0,1,household_income_level__0_29999
22160,207012,19,1,UG,FT,Live with roommates,FALSE,Walk,0.25,6,4,0,4,0,1,household_income_level__0_29999
22161,207401,20,4,UG,FT,Live with family/parents,FALSE,Local Transit,24.25,5,8,0,8,1,0,household_income_level__i_dont_know
22162,207799,30,0,UG,FT,Live with partner,TRUE,Local Transit,12,2,2,0,2,1,0,unknown
22163,207665,41,1,UG,FT,Live alone,FALSE,Local Transit,6,6,1,0,1,0,1,household_income_level__0_29999
22164,207054,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,18.75,5,4,0,4,3,1,household_income_level__150000_179999
22165,207675,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,30,1,7,1,6,2,1,household_income_level__30000_59999
22166,207446,19,1,UG,FT,Live with family/parents,FALSE,Regional Transit,39,5,6,3,3,1,0,household_income_level__60000_89999
22167,207810,20,1,UG,FT,Live with family/parents,FALSE,Rideshare,7.5,5,2,0,2,1,0,unknown
22168,207183,22,4,UG,FT,Live with family/parents,FALSE,Regional Transit,20.5,5,2,0,2,1,0,household_income_level__0_29999
22169,207672,52,0,Other,Other,Live alone,TRUE,Local Transit,3.5,0,1,0,1,0,1,household_income_level__30000_59999
22170,207479,26,2,UG,FT,Live with family/parents,FALSE,Local Transit,25.25,5,2,1,1,0,0,unknown
22171,207823,28,3,UG,PT,Live with roommates,FALSE,Local Transit,2.75,8,4,0,4,0,0,unknown
22172,207680,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,21,5,5,0,5,2,1,household_income_level__90000_119999
22173,207190,22,3,UG,FT,Live with family/parents,FALSE,Solo Driver,23.75,5,5,1,4,4,1,household_income_level__i_dont_know
22174,207681,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,38.75,5,3,0,3,1,0,household_income_level__0_29999
22175,207062,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,23.5,5,4,1,3,1,1,unknown
22176,207488,27,0,Grad,PT,Live with family/parents,TRUE,Solo Driver,2.25,11,3,1,2,1,1,household_income_level__90000_119999
22177,207688,21,0,UG,FT,Live with family/parents,TRUE,Local Transit,17.75,1,4,0,4,0,0,household_income_level__60000_89999
22178,207864,28,0,Other,Other,Live with roommates,TRUE,Local Transit,24.5,0,1,0,1,0,0,unknown
22179,207710,18,1,UG,FT,Live with family/parents,FALSE,Regional Transit,32.75,5,4,1,3,2,1,unknown
22180,207226,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,11,1,4,0,4,1,0,household_income_level__120000_149999
22181,207103,18,0,UG,FT,Live with roommates,TRUE,Walk,0.25,2,2,1,1,1,0,unknown
22182,207870,20,2,UG,FT,Live with family/parents,FALSE,Walk,0.5,5,2,0,2,0,1,household_income_level__i_dont_know
22183,207110,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,34,5,4,0,4,2,1,unknown
22184,207756,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,21.75,1,3,0,3,2,1,unknown
22185,207496,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,24.25,5,5,1,4,2,1,unknown
22186,207732,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,21.75,5,5,1,4,3,1,household_income_level__0_29999
22187,207248,38,0,Grad,FT,Live with partner,TRUE,Walk,1.25,10,2,0,2,0,1,household_income_level__0_29999
22188,207122,24,2,UG,FT,Live with roommates,FALSE,Local Transit,5.75,6,2,0,2,0,1,unknown
22189,207883,23,0,UG,FT,Live with partner,TRUE,Local Transit,5.75,2,2,0,2,2,1,unknown
22190,207540,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,31.25,1,5,1,4,3,1,household_income_level__0_29999
22191,207260,20,1,UG,FT,,FALSE,Walk,0.5,6,2,0,2,0,1,unknown
22192,207546,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,7,5,5,2,3,1,0,unknown
22193,207163,21,2,UG,FT,Live with roommates,FALSE,Walk,0.75,6,3,0,3,0,1,household_income_level__0_29999
22194,207763,19,1,UG,FT,Live with family/parents,FALSE,Regional Transit,24.75,5,4,1,3,2,1,household_income_level__i_dont_know
22195,207774,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,33,5,5,1,4,1,1,household_income_level__0_29999
22196,207275,21,2,UG,FT,Live with family/parents,FALSE,Regional Transit,27.25,5,4,1,3,2,1,household_income_level__30000_59999
22197,207554,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,12.5,5,4,0,4,2,1,unknown
22198,207171,36,2,Other,Other,Live with roommates,FALSE,Walk,1.25,0,2,0,2,0,1,household_income_level__i_dont_know
22199,207787,18,0,UG,FT,Live with family/parents,TRUE,Bike,4.5,1,4,0,4,1,0,unknown
22200,207782,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,45,1,4,1,3,1,1,unknown
22201,207604,24,2,UG,FT,Live with family/parents,FALSE,Bike,9.5,5,4,0,4,2,1,household_income_level__60000_89999
22202,207299,20,1,UG,FT,Live with family/parents,FALSE,Local Transit,14.5,5,4,0,4,0,0,unknown
22203,207806,28,0,UG,FT,Live with partner,TRUE,Walk,1.5,2,2,0,2,1,1,unknown
22204,207811,19,0,UG,FT,Live with family/parents,TRUE,Regional Transit,29.5,1,5,2,3,2,0,household_income_level__i_dont_know
22205,207897,20,2,UG,FT,Live with family/parents,FALSE,Regional Transit,24.5,5,4,1,3,2,1,household_income_level__30000_59999
22206,207646,22,1,UG,FT,Live with family/parents,FALSE,Solo Driver,25.25,5,6,0,6,3,1,household_income_level__240000_plus
22207,207179,18,0,UG,FT,Live with roommates,TRUE,Walk,0.25,2,4,1,3,0,0,household_income_level__0_29999
22209,207841,42,2,Other,Other,Live with partner,FALSE,Walk,0.25,0,2,0,2,1,1,household_income_level__90000_119999
22210,207905,23,2,UG,FT,Live with family/parents,FALSE,Local Transit,11.75,5,3,0,3,1,1,household_income_level__60000_89999
22211,207224,26,1,UG,FT,Live with roommates,FALSE,Walk,1.5,6,3,0,3,0,0,household_income_level__0_29999
22212,207331,24,4,UG,FT,Live alone,FALSE,Local Transit,10.25,6,1,0,1,1,1,household_income_level__i_dont_know
22213,207842,19,1,UG,FT,Live with roommates,FALSE,Walk,0.75,6,4,0,4,0,1,unknown
22214,207853,21,2,UG,FT,Live with partner,FALSE,Bike,2.5,6,2,0,2,0,1,unknown
22215,207912,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,39.25,1,2,0,2,2,1,household_income_level__60000_89999
22216,207653,22,0,UG,FT,Live with family/parents,TRUE,Local Transit,19,1,4,0,4,1,0,unknown
22217,207241,28,3,UG,FT,Live with family/parents,FALSE,Regional Transit,28,5,6,0,6,2,1,unknown
22218,207868,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,21.25,5,6,2,4,3,0,unknown
22219,207865,25,9,Grad,FT,Live with family/parents,FALSE,Local Transit,10.5,9,3,0,3,1,0,unknown
22220,207705,67,1,Other,Other,Live with partner,FALSE,Solo Driver,92.5,0,2,0,2,2,1,household_income_level__240000_plus
22221,207952,27,9,Grad,FT,Live alone,FALSE,Bike,3,10,1,0,1,0,1,unknown
22222,207338,26,1,UG,FT,Live with partner,FALSE,Solo Driver,27,6,4,0,4,3,1,unknown
22223,207277,24,2,UG,FT,Live alone,FALSE,Bike,2.75,6,1,0,1,0,1,household_income_level__0_29999
22224,207881,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,17,5,5,2,3,2,1,household_income_level__90000_119999
22225,207361,24,6,UG,FT,Live with family/parents,FALSE,Local Transit,16,5,2,0,2,1,1,household_income_level__0_29999
22226,207958,29,9,Other,Other,Live with partner,FALSE,No Travel,6,0,2,0,2,1,1,household_income_level__60000_89999
22227,207716,35,2,Other,Other,Live with partner,FALSE,Regional Transit,8.5,0,2,0,2,2,1,household_income_level__90000_119999
22228,207901,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,7.25,1,5,2,3,2,1,unknown
22229,207283,36,3,UG,PT,Live with partner,FALSE,Solo Driver,42,8,4,2,2,1,1,unknown
22230,207375,19,1,UG,FT,,FALSE,Local Transit,19.25,6,3,0,3,2,0,unknown
22231,207964,28,1,Other,Other,Live with partner,FALSE,Local Transit,2.25,0,2,0,2,0,0,household_income_level__90000_119999
22232,207724,23,5,UG,FT,Live with family/parents,FALSE,Local Transit,22.5,5,5,0,5,3,1,unknown
22233,207910,22,1,UG,FT,Live with roommates,FALSE,Local Transit,3,6,4,0,4,0,0,unknown
22234,207305,23,3,UG,FT,Live alone,FALSE,Local Transit,1.75,6,1,0,1,0,0,household_income_level__0_29999
22235,207908,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,22.75,5,7,0,7,3,1,household_income_level__60000_89999
22236,207382,21,3,UG,FT,Live with roommates,FALSE,Walk,1,6,2,0,2,0,1,household_income_level__0_29999
22237,207935,22,3,UG,FT,Live with family/parents,FALSE,Local Transit,15,5,3,0,3,1,0,household_income_level__0_29999
22238,207730,20,1,UG,FT,Live with roommates,FALSE,Bike,4.25,6,3,0,3,0,1,household_income_level__0_29999
22239,207312,19,1,UG,FT,Live with family/parents,FALSE,Regional Transit,40,5,3,0,3,2,1,unknown
22240,207949,26,1,Other,Other,Live alone,FALSE,Walk,0.5,0,1,0,1,0,1,unknown
22241,207985,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,21.25,5,5,0,5,4,1,unknown
22242,207389,24,3,UG,FT,Live alone,FALSE,Local Transit,5.75,6,1,0,1,0,0,unknown
22243,207953,40,0,Grad,FT,Live alone,TRUE,Local Transit,13.5,10,1,0,1,0,1,household_income_level__60000_89999
22244,207956,27,0,UG,FT,Live with family/parents,TRUE,Local Transit,13.75,1,4,1,3,0,1,unknown
22245,207332,18,0,UG,FT,,TRUE,Local Transit,18.25,2,4,0,4,2,1,unknown
22246,207776,25,0,Grad,FT,Live with partner,TRUE,Rideshare,3.75,10,2,0,2,1,1,unknown
22247,207991,28,3,UG,PT,Live with family/parents,FALSE,Regional Transit,44.25,7,4,0,4,4,1,household_income_level__240000_plus
22248,207413,26,0,Grad,FT,Live with family/parents,TRUE,Regional Transit,28.5,9,4,0,4,1,1,household_income_level__0_29999
22249,207959,24,6,UG,FT,Live with family/parents,FALSE,Local Transit,22.25,5,8,1,7,3,0,unknown
22250,207355,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,3.75,1,5,2,3,2,1,unknown
22251,207790,22,2,UG,FT,Live with roommates,FALSE,Local Transit,2.25,6,2,0,2,0,1,household_income_level__0_29999
22252,207980,22,3,UG,FT,Live with family/parents,FALSE,Local Transit,19.5,5,4,1,3,2,1,household_income_level__0_29999
22253,207438,47,0,Other,Other,Live with roommates,TRUE,Bike,3.75,0,1,0,1,0,1,unknown
22254,208039,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,21.25,5,4,1,3,2,0,unknown
22255,207444,25,0,Grad,FT,Live with roommates,TRUE,Local Transit,6.25,10,2,0,2,2,1,household_income_level__90000_119999
22256,208005,27,9,Other,Other,Live with partner,FALSE,Bike,4.5,0,2,0,2,0,1,household_income_level__90000_119999
22257,207362,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,24.75,5,4,1,3,3,1,unknown
22258,208044,25,0,Grad,FT,Live with family/parents,TRUE,Regional Transit,33.75,9,8,2,6,3,1,household_income_level__60000_89999
22259,207796,30,1,Grad,PT,Live with partner,FALSE,Walk,2,12,2,0,2,1,1,household_income_level__150000_179999
22260,207456,30,3,UG,FT,Live with family/parents,FALSE,Local Transit,6.5,5,3,0,3,2,0,unknown
22261,208018,23,5,UG,PT,Live with family/parents,FALSE,Local Transit,20.75,7,3,0,3,2,1,unknown
22262,207986,24,3,UG,FT,Live with family/parents,FALSE,Regional Transit,29,5,3,0,3,2,1,unknown
22263,208022,20,2,UG,FT,Live with family/parents,FALSE,Regional Transit,30,5,6,0,6,2,1,household_income_level__60000_89999
22264,207407,48,9,UG,FT,Live alone,FALSE,Walk,2.25,6,1,0,1,0,0,household_income_level__0_29999
22265,207474,29,2,UG,FT,Live with family/parents,FALSE,Local Transit,10.25,5,3,1,2,0,0,unknown
22266,207804,21,0,Other,Other,Live with family/parents,TRUE,Local Transit,15.5,0,5,1,4,2,1,unknown
22267,208036,26,6,UG,PT,Live with family/parents,FALSE,Local Transit,23,7,4,0,4,1,0,unknown
22268,208109,25,0,Other,Other,Live with partner,TRUE,Local Transit,2.75,0,2,0,2,0,0,household_income_level__120000_149999
22269,207415,28,3,UG,FT,Live with partner,FALSE,Local Transit,18.25,6,2,0,2,1,1,household_income_level__30000_59999
22270,207492,22,1,UG,FT,Live with family/parents,FALSE,Local Transit,15.5,5,5,0,5,2,0,household_income_level__90000_119999
22271,208057,25,0,Grad,FT,Live with family/parents,TRUE,Regional Transit,31.5,9,6,1,5,1,1,household_income_level__0_29999
22272,207846,21,0,UG,FT,Live with roommates,TRUE,Local Transit,6.5,2,2,0,2,0,1,unknown
22273,208060,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,19,1,6,0,6,1,0,household_income_level__30000_59999
22274,208115,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,8.25,5,4,1,3,1,0,household_income_level__240000_plus
22275,207522,28,1,UG,FT,Live alone,FALSE,Local Transit,5.25,6,1,0,1,0,1,household_income_level__0_29999
22276,207854,26,1,UG,FT,Live with roommates,FALSE,Walk,1.25,6,2,0,2,0,0,household_income_level__30000_59999
22277,208091,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,23.75,5,5,1,4,2,1,household_income_level__i_dont_know
22278,207429,33,0,Grad,FT,Live with partner,TRUE,Local Transit,4.5,10,2,0,2,0,1,unknown
22279,208128,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,16.75,5,3,0,3,1,1,household_income_level__60000_89999
22280,207530,45,0,Other,Other,Live with family/parents,TRUE,Regional Transit,63.75,0,5,1,4,1,1,unknown
22281,208096,23,0,Other,Other,Live with roommates,TRUE,Local Transit,4,0,2,0,2,0,1,household_income_level__30000_59999
22282,208121,2,4,UG,FT,Live with family/parents,FALSE,Local Transit,20,5,6,1,5,2,1,unknown
22283,207443,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,16.5,1,4,1,3,0,0,household_income_level__i_dont_know
22284,207872,21,1,UG,FT,Live with roommates,FALSE,Local Transit,16,6,4,0,4,1,0,household_income_level__0_29999
22285,208164,24,6,Other,Other,Live with family/parents,FALSE,Local Transit,16.25,0,4,0,4,3,1,household_income_level__i_dont_know
22286,208110,23,3,UG,FT,Live with family/parents,FALSE,Local Transit,13,5,3,0,3,1,1,household_income_level__60000_89999
22287,207896,31,0,Other,Other,Live alone,TRUE,Local Transit,14.5,0,1,0,1,1,1,household_income_level__60000_89999
22288,208157,26,3,UG,FT,Live with family/parents,FALSE,Local Transit,8.75,5,7,0,7,1,0,household_income_level__0_29999
22289,207558,21,2,UG,FT,Live with family/parents,FALSE,Regional Transit,28.25,5,3,0,3,2,1,household_income_level__90000_119999
22290,207467,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,10,5,2,0,2,0,1,household_income_level__0_29999
22291,208189,28,3,Other,Other,Live with partner,FALSE,No Travel,6,0,2,0,2,1,1,household_income_level__0_29999
22292,208127,21,3,UG,FT,Live with family/parents,FALSE,Solo Driver,11.25,5,5,1,4,4,1,unknown
22293,208201,24,0,Grad,FT,Live with roommates,TRUE,Walk,2.75,10,3,0,3,0,1,household_income_level__0_29999
22294,207903,24,6,UG,FT,Live with family/parents,FALSE,Local Transit,27.25,5,5,1,4,1,1,household_income_level__0_29999
22295,208197,20,5,UG,FT,Live with partner,FALSE,Solo Driver,26.25,6,5,0,5,4,1,household_income_level__120000_149999
22296,207578,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,20,5,3,0,3,1,0,unknown
22297,207473,18,0,UG,FT,Live with family/parents,TRUE,Rideshare,38,1,3,0,3,2,1,household_income_level__90000_119999
22298,208158,22,3,UG,FT,Live with family/parents,FALSE,Local Transit,15,5,5,0,5,2,0,unknown
22299,208219,23,0,Grad,FT,Live alone,TRUE,Bike,2.25,10,1,0,1,0,1,unknown
22300,207931,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,27.75,5,4,0,4,3,1,household_income_level__i_dont_know
22301,207596,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,11.75,5,2,0,2,1,0,household_income_level__30000_59999
22302,208225,18,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,0,1,0,0,unknown
22303,207497,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,18.75,5,4,0,4,1,0,unknown
22304,207608,27,0,UG,FT,Live with family/parents,TRUE,Regional Transit,30.25,1,10,2,8,6,1,unknown
22305,207955,37,1,Grad,PT,Live alone,FALSE,Local Transit,12.5,12,1,0,1,1,1,unknown
22306,208188,19,0,UG,FT,Live with family/parents,TRUE,Local Transit,13.5,1,10,3,7,3,0,unknown
22307,208229,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,25.25,5,4,0,4,3,1,household_income_level__180000_209999
22308,208232,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,7.25,5,4,1,3,2,1,household_income_level__i_dont_know
22309,207521,38,2,Grad,FT,Live with family/parents,FALSE,Bike,1.5,9,4,2,2,0,1,household_income_level__0_29999
22310,207984,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,13,5,4,0,4,1,1,unknown
22311,207668,19,2,UG,FT,Live with family/parents,FALSE,Regional Transit,32.25,5,2,0,2,1,1,unknown
22312,208235,33,0,UG,PT,Live with family/parents,TRUE,Local Transit,9.25,3,2,1,1,0,1,household_income_level__30000_59999
22313,208257,31,1,UG,FT,Live with roommates,FALSE,Local Transit,4.5,6,4,1,3,1,1,household_income_level__0_29999
22314,207990,23,3,UG,FT,Live with family/parents,FALSE,Regional Transit,40,5,5,0,5,3,1,household_income_level__i_dont_know
22315,207545,22,3,UG,FT,Live alone,FALSE,Walk,0.5,6,1,0,1,0,1,unknown
22316,208195,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,36,5,5,1,4,2,1,unknown
22317,207679,20,1,UG,FT,Live alone,FALSE,Walk,1,6,1,0,1,0,0,unknown
22318,208259,26,1,UG,PT,Live with family/parents,FALSE,Local Transit,7,7,3,0,3,1,1,household_income_level__60000_89999
22319,208283,19,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,0,1,0,1,unknown
22320,208053,19,1,UG,FT,Live with roommates,FALSE,Walk,0.5,6,3,0,3,0,1,household_income_level__0_29999
22321,207551,17,0,UG,FT,Live with family/parents,TRUE,Regional Transit,35.5,1,5,3,2,2,1,unknown
22322,208274,34,2,UG,FT,Live with family/parents,FALSE,Bike,17.5,5,4,1,3,2,1,household_income_level__60000_89999
22323,207709,26,1,UG,FT,Live with partner,FALSE,Walk,0.5,6,2,0,2,0,0,household_income_level__30000_59999
22324,208072,20,2,UG,FT,Live with family/parents,FALSE,Regional Transit,23,5,5,0,5,5,1,household_income_level__i_dont_know
22325,208284,19,1,UG,FT,Live with family/parents,FALSE,Regional Transit,28,5,6,1,5,3,1,household_income_level__60000_89999
22326,207715,36,1,Grad,FT,Live with partner,FALSE,Regional Transit,42.5,10,5,3,2,2,1,unknown
