,HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Dist,PD,SchoolName
17984,2136,391,9092,20,M,Y,O,O,S,2,7,2,0,61.03,B,830,14.10469,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
17985,483,391,9092,22,M,N,O,O,S,2,3,4,1,48.11,9,-1,14.90143,12,YORK UNIVERSITY - YORK (KEELE & STEELES)
17986,2455,391,9092,37,F,Y,O,O,S,2,4,2,2,8.47,D,1700,28.64078,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
17987,391,391,S118,30,M,N,O,O,S,0,7,2,0,16.15,9,-1,0.0,10,SCHULICH SCHOOL OF BUSINESS
17988,3830,391,C405,22,M,Y,S,P,S,0,2,2,0,144.01,9,-1,15.193879999999998,36,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
17989,543,391,C405,22,F,Y,P,P,S,1,2,2,0,43.83,B,600,28.335690000000003,14,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
17990,3324,391,9092,26,M,Y,O,O,S,1,4,3,0,20.43,B,1025,26.91545,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17992,3418,391,9092,18,M,Y,S,P,S,2,4,4,1,18.67,9,-1,25.57921,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17993,2214,391,9092,22,M,Y,O,O,S,4,5,5,0,31.79,D,1500,15.401539999999999,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
17994,541,391,9092,55,M,Y,P,F,P,1,6,2,0,11.1,9,-1,27.21204,14,YORK UNIVERSITY - YORK (KEELE & STEELES)
17995,443,391,9092,23,F,N,O,O,S,0,1,4,0,40.0,B,1030,7.787525,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
17996,3620,391,9092,19,F,Y,O,O,S,1,3,4,1,29.84,9,-1,26.19271,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
17998,3380,391,9092,20,M,Y,O,O,S,1,6,3,0,16.54,9,-1,25.93112,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
17999,3716,391,9092,20,M,Y,O,O,S,3,4,4,1,24.68,D,1300,35.324659999999994,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
18000,110,391,9092,21,M,Y,O,O,S,1,6,3,1,83.93,B,730,17.500709999999998,2,YORK UNIVERSITY - YORK (KEELE & STEELES)
18001,2397,391,9092,20,M,Y,S,P,S,2,6,4,0,21.09,B,1015,15.70284,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
18002,137,391,9092,20,M,Y,S,P,S,1,2,4,0,18.76,B,1030,8.220953999999999,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
18003,2057,391,9092,22,M,Y,O,O,S,3,5,4,2,25.17,D,930,9.520301,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
18004,3419,391,9092,18,F,N,O,O,S,2,7,4,0,27.05,B,600,23.405900000000006,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
18005,3199,391,9092,30,M,N,O,O,S,3,3,3,0,4.44,9,-1,39.07461,34,YORK UNIVERSITY - YORK (KEELE & STEELES)
18006,448,391,9092,36,M,N,O,O,S,0,7,2,0,19.27,9,-1,8.135732,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
18007,606,391,9092,31,F,N,P,P,S,2,6,4,0,13.24,B,705,20.13371,16,YORK UNIVERSITY - YORK (KEELE & STEELES)
18008,251,391,9092,34,F,Y,G,P,P,0,4,2,0,22.97,9,-1,23.8134,6,YORK UNIVERSITY - YORK (KEELE & STEELES)
18009,2397,391,9092,19,M,Y,S,P,S,2,6,4,0,21.09,B,900,15.70284,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
18010,3670,391,S118,25,M,Y,P,F,P,3,6,3,0,17.9,9,-1,23.062070000000002,36,SCHULICH SCHOOL OF BUSINESS
18011,389,391,9092,18,F,Y,O,O,S,2,5,5,0,34.38,W,900,3.4273740000000004,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
18012,596,391,9092,20,F,N,O,O,S,3,4,4,1,12.56,B,800,17.506700000000002,16,YORK UNIVERSITY - YORK (KEELE & STEELES)
18013,3628,391,9092,23,M,Y,S,P,S,1,3,5,0,56.88,B,1300,16.34328,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
18016,2428,391,9092,28,F,Y,P,P,S,2,7,5,0,35.44,D,1300,21.47549,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
18017,2132,391,E0471,18,F,Y,S,P,S,2,5,3,0,21.34,B,1010,9.243935,33,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
18018,4023,391,9092,43,F,Y,P,P,S,2,5,2,0,6.22,9,-1,38.92079,39,YORK UNIVERSITY - YORK (KEELE & STEELES)
18020,4042,391,E0471,22,F,Y,O,O,S,5,7,4,0,30.09,D,930,49.702490000000004,39,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
18022,3380,391,9092,23,M,N,O,O,S,2,4,5,1,34.27,B,800,25.93112,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
18023,593,391,9092,22,M,N,O,O,S,2,2,5,0,98.39,B,800,16.6328,16,YORK UNIVERSITY - YORK (KEELE & STEELES)
18024,391,391,9092,60,F,Y,O,O,S,0,1,1,0,6.39,9,-1,0.0,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
18026,61,391,9092,29,F,Y,O,O,S,1,5,2,0,21.51,9,-1,19.99302,1,YORK UNIVERSITY - YORK (KEELE & STEELES)
18031,117,2374,503,28,F,N,O,O,S,0,4,4,0,37.69,9,-1,28.78824,2,SENECA COLLEGE - MARKHAM CAMPUS
18034,2607,2374,503,26,F,N,O,O,S,4,6,5,4,34.65,9,-1,30.84143,27,SENECA COLLEGE - MARKHAM CAMPUS
18044,228,2374,503,23,F,N,S,P,P,1,4,3,2,37.21,B,730,16.03116,5,SENECA COLLEGE - MARKHAM CAMPUS
18047,176,2374,503,23,F,N,O,O,S,1,7,3,0,30.87,B,525,24.37913,3,SENECA COLLEGE - MARKHAM CAMPUS
18051,2619,25,9244,24,F,Y,S,P,S,3,4,5,0,27.7,9,-1,47.104659999999996,27,GEORGE BROWN COLLEGE - ST JAMES
18052,202,38,9031,18,M,N,O,O,S,1,6,3,0,38.25,B,1815,4.250575,4,RYERSON POLYTECHNIC UNIVERSITY
18053,2055,25,9244,30,F,Y,P,F,P,3,3,3,0,8.2,9,-1,30.836679999999998,33,GEORGE BROWN COLLEGE - ST JAMES
18054,4018,5198,9011,25,F,Y,O,O,S,2,6,3,0,19.99,9,-1,35.15028,39,MCMASTER UNIVERSITY
18055,2098,38,9031,18,M,Y,M,P,S,3,6,4,1,22.2,9,-1,27.525830000000006,33,RYERSON POLYTECHNIC UNIVERSITY
18056,3682,5198,9011,21,F,Y,O,O,S,2,6,3,1,22.08,9,-1,53.81474,36,MCMASTER UNIVERSITY
18057,5238,5198,9011,23,M,Y,O,O,S,3,7,4,0,49.78,B,730,20.519820000000003,45,MCMASTER UNIVERSITY
18058,4075,5198,9011,18,F,Y,O,O,S,3,6,4,0,15.09,D,830,23.781760000000002,40,MCMASTER UNIVERSITY
18060,241,25,9244,19,M,N,O,O,S,2,5,3,1,29.75,B,700,11.55995,5,GEORGE BROWN COLLEGE - ST JAMES
18061,64,5198,9011,37,F,Y,O,O,P,1,6,2,1,17.93,9,-1,65.44800000000001,1,MCMASTER UNIVERSITY
18062,256,38,9031,21,M,Y,O,O,S,1,7,2,2,28.08,B,1130,7.358956999999998,6,RYERSON POLYTECHNIC UNIVERSITY
18063,495,38,9031,19,F,Y,S,P,S,1,4,4,1,10.04,B,1715,20.92633,13,RYERSON POLYTECHNIC UNIVERSITY
18064,436,25,9244,26,F,Y,S,P,S,1,7,4,0,48.97,B,700,16.01815,11,GEORGE BROWN COLLEGE - ST JAMES
18065,5094,5198,9011,22,M,Y,S,P,S,4,6,4,0,57.67,D,930,8.975591999999997,43,MCMASTER UNIVERSITY
18066,2454,5198,9011,21,F,Y,O,O,S,1,4,3,0,24.83,9,-1,101.3378,31,MCMASTER UNIVERSITY
18067,592,38,9031,18,M,Y,O,O,S,1,2,3,0,18.42,B,600,21.158070000000002,16,RYERSON POLYTECHNIC UNIVERSITY
18068,5071,5198,9011,22,F,Y,M,P,S,4,7,5,0,46.8,D,1000,18.6673,45,MCMASTER UNIVERSITY
18069,413,25,9244,19,M,Y,S,P,S,1,5,4,1,13.63,B,1030,17.189610000000002,10,GEORGE BROWN COLLEGE - ST JAMES
18070,503,25,9244,62,M,Y,P,P,P,2,5,4,0,18.3,D,1800,16.06571,13,GEORGE BROWN COLLEGE - ST JAMES
18071,2028,391,9092,31,M,Y,G,P,S,3,7,3,0,38.29,B,730,12.21049,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
18072,495,391,9092,20,F,Y,S,P,S,2,7,3,0,18.27,B,705,26.976,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
18073,3354,391,9092,29,M,Y,S,F,P,4,6,5,1,35.75,9,-1,28.74285,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
18074,3811,391,9092,49,F,Y,S,F,P,2,6,3,1,31.42,9,-1,36.27329,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
18075,3619,391,9092,25,F,Y,O,O,S,2,4,5,0,31.48,B,1000,27.60845,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
18076,563,391,9092,18,M,Y,O,O,S,2,4,3,1,19.86,B,1130,26.444830000000003,15,YORK UNIVERSITY - YORK (KEELE & STEELES)
18077,2040,391,9092,19,M,Y,O,O,S,2,4,3,0,12.78,B,830,7.953760000000001,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
18078,3682,391,9092,36,F,Y,S,P,S,3,6,3,2,14.25,D,900,22.57961,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
18079,332,391,9092,21,M,Y,O,O,S,3,7,5,0,20.0,P,1100,19.66984,8,YORK UNIVERSITY - YORK (KEELE & STEELES)
18080,2257,391,9092,20,M,N,S,P,S,2,7,4,0,30.25,9,-1,16.81264,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
18081,4104,391,9092,22,M,Y,S,F,P,2,3,4,1,26.11,9,-1,49.61427,38,YORK UNIVERSITY - YORK (KEELE & STEELES)
18082,391,391,E0471,26,M,Y,P,P,S,1,2,2,0,27.71,W,1000,0.0,10,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
18083,3630,391,9092,20,F,Y,S,P,S,2,7,4,1,52.94,D,1345,14.39471,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
18084,398,391,9092,22,F,N,O,O,S,0,2,8,0,22.91,W,730,1.7730339999999998,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
18085,2116,391,9092,28,F,Y,O,O,S,2,7,2,1,21.63,9,-1,2.787949,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
18086,4103,391,9092,48,F,Y,O,O,S,2,6,3,1,18.47,9,-1,48.03154,38,YORK UNIVERSITY - YORK (KEELE & STEELES)
18087,401,391,9092,22,M,Y,S,P,S,1,3,3,0,63.43,P,800,4.081137,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
18088,336,391,9092,29,F,Y,S,P,S,2,7,4,0,21.66,B,1415,19.47958,8,YORK UNIVERSITY - YORK (KEELE & STEELES)
18089,2128,391,C405,21,M,Y,O,O,S,3,4,4,0,17.21,9,-1,6.966191,33,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
18090,3429,391,9092,20,F,Y,P,P,S,2,3,3,2,27.08,B,1000,28.69237,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
18092,2419,391,E0471,23,F,Y,P,P,P,3,7,5,0,31.51,9,-1,23.05136,31,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
18093,2100,391,9092,18,M,Y,O,O,S,3,2,4,0,30.62,9,-1,11.406410000000001,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
18094,353,391,9092,25,F,Y,P,P,P,3,3,4,1,92.84,D,1000,12.71025,8,YORK UNIVERSITY - YORK (KEELE & STEELES)
18096,2101,391,9092,19,F,N,O,O,S,2,5,4,1,35.84,B,945,10.40348,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
18098,2022,391,9092,23,F,9,S,P,S,3,7,4,1,36.66,B,1100,14.538839999999999,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
18099,3419,391,9092,18,M,Y,S,P,S,1,3,4,1,24.82,B,1030,23.405900000000006,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
18100,2028,391,9092,20,F,Y,S,P,S,3,4,3,0,14.02,D,930,12.21049,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
18101,3449,391,S118,18,M,Y,O,O,S,2,7,3,1,14.73,9,-1,18.87,35,SCHULICH SCHOOL OF BUSINESS
18103,2226,391,9092,17,F,Y,S,P,S,2,6,3,1,33.29,B,1015,22.640580000000003,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
18104,2053,391,9092,20,M,Y,S,P,S,2,5,3,1,21.33,P,830,13.12715,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
18106,2376,391,9092,21,F,Y,O,O,S,2,3,4,0,24.67,B,1200,19.27979,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
18107,2225,2374,503,18,F,N,O,O,S,1,2,2,1,14.83,B,1400,17.72247,29,SENECA COLLEGE - MARKHAM CAMPUS
18114,2625,2374,503,22,F,Y,O,O,S,3,4,4,0,36.15,D,1030,24.49671,27,SENECA COLLEGE - MARKHAM CAMPUS
18120,431,2374,503,22,M,Y,O,O,S,1,4,2,0,69.81,B,645,13.25175,11,SENECA COLLEGE - MARKHAM CAMPUS
18122,5073,2374,503,22,M,Y,M,F,P,4,4,4,1,75.22,9,-1,98.28296,43,SENECA COLLEGE - MARKHAM CAMPUS
18125,3641,5198,9011,22,F,Y,S,P,P,2,6,3,0,17.27,9,-1,43.270579999999995,36,MCMASTER UNIVERSITY
18127,40,38,9031,38,M,Y,S,F,P,0,3,2,0,10.63,9,-1,0.7708689999999999,1,RYERSON POLYTECHNIC UNIVERSITY
18128,5232,5119,9270,19,M,Y,O,O,S,3,5,3,0,28.63,D,700,23.53903,41,MOHAWK COLLEGE - STONEY CREEK
18129,4110,25,9244,22,F,Y,S,P,S,1,4,4,0,13.99,J,705,46.71672,38,GEORGE BROWN COLLEGE - ST JAMES
18131,389,38,9031,25,F,Y,O,O,S,2,5,5,0,34.38,B,1000,20.19046,10,RYERSON POLYTECHNIC UNIVERSITY
18132,2128,25,9244,19,F,Y,O,O,S,2,4,3,1,16.51,9,-1,23.739539999999998,33,GEORGE BROWN COLLEGE - ST JAMES
18133,574,38,9031,23,F,Y,O,O,S,1,4,4,0,19.4,B,1020,24.44083,15,RYERSON POLYTECHNIC UNIVERSITY
18134,17,38,9031,19,F,Y,O,O,S,2,7,3,2,31.45,B,1320,1.93985,1,RYERSON POLYTECHNIC UNIVERSITY
18135,2123,5198,9011,20,F,N,O,O,S,2,5,4,0,25.31,9,-1,79.68163,33,MCMASTER UNIVERSITY
18136,3672,5198,9011,20,M,Y,S,P,S,3,4,4,0,22.59,B,1020,48.06488,36,MCMASTER UNIVERSITY
18137,3337,38,9031,20,F,Y,O,O,S,2,2,4,1,37.86,G,630,31.22526,35,RYERSON POLYTECHNIC UNIVERSITY
18138,2245,2667,9290,23,F,N,O,O,S,2,2,4,1,22.86,9,-1,17.045759999999998,29,SENECA COLLEGE - KING
18147,2129,1129,S161,18,F,Y,O,O,S,2,7,3,1,12.88,9,-1,48.580740000000006,33,YORK UNIVERSITY FACULTY OF EDUCATION
18150,1069,1129,S161,24,F,Y,S,P,S,4,6,5,0,34.0,D,730,7.1532969999999985,21,YORK UNIVERSITY FACULTY OF EDUCATION
18154,138,70,2450,25,M,Y,O,O,S,2,2,4,0,27.67,9,-1,11.55307,3,UNIVERSITY OF TORONTO SCHOOLS
18161,106,70,2450,41,F,Y,P,F,P,1,6,2,1,5.69,9,-1,4.728758999999999,2,UNIVERSITY OF TORONTO SCHOOLS
18162,3468,70,2450,22,F,Y,S,P,S,1,2,3,1,5.27,B,800,32.75577,35,UNIVERSITY OF TORONTO SCHOOLS
18163,2028,70,2450,21,F,Y,S,P,S,2,6,3,2,22.28,9,-1,25.95543,33,UNIVERSITY OF TORONTO SCHOOLS
18165,4189,70,2450,33,F,Y,P,F,P,2,6,2,0,15.82,9,-1,46.53379,40,UNIVERSITY OF TORONTO SCHOOLS
18167,450,70,2450,24,F,Y,G,P,P,1,1,2,0,56.29,B,1000,12.95578,11,UNIVERSITY OF TORONTO SCHOOLS
18175,5199,476,9291,44,F,Y,S,P,P,0,5,2,1,114.47,9,-1,82.46685000000002,46,SENECA COLLEGE - NEWNHAM
18177,600,476,9291,22,M,Y,M,P,S,2,2,5,1,49.05,B,1600,7.652438,16,SENECA COLLEGE - NEWNHAM
18178,606,408,9278,45,M,Y,O,O,P,1,7,3,0,12.07,9,-1,24.19644,16,SENECA COLLEGE - JANE
18179,454,476,9291,37,M,Y,O,O,S,1,4,2,2,5.19,D,1100,7.328841000000001,11,SENECA COLLEGE - NEWNHAM
18180,281,71,9028,52,F,Y,G,F,P,1,4,1,0,23.62,9,-1,5.8592900000000006,6,ONTARIO INSTITUTE FOR STUDIES IN EDUCATION
18181,579,476,9291,29,F,Y,S,P,S,1,2,3,0,13.25,D,730,9.860681,16,SENECA COLLEGE - NEWNHAM
18185,601,476,9291,24,F,Y,G,F,P,2,3,4,0,16.14,9,-1,6.568892999999999,16,SENECA COLLEGE - NEWNHAM
18187,2454,476,9291,22,F,Y,S,P,S,2,3,3,0,22.41,9,-1,17.79968,31,SENECA COLLEGE - NEWNHAM
18188,3432,476,9291,21,M,Y,O,O,S,3,5,3,1,21.33,D,630,46.72155,35,SENECA COLLEGE - NEWNHAM
18189,461,476,9291,23,F,Y,S,P,S,3,4,5,0,29.67,D,915,3.269542,11,SENECA COLLEGE - NEWNHAM
18190,3614,476,9291,26,F,Y,G,P,P,2,3,4,1,61.86,9,-1,46.47582,36,SENECA COLLEGE - NEWNHAM
18191,2455,476,9291,20,F,N,S,P,S,2,6,3,1,37.32,B,710,18.27881,31,SENECA COLLEGE - NEWNHAM
18192,2217,476,9291,18,M,Y,P,P,S,3,4,4,0,16.9,B,1145,16.404989999999998,29,SENECA COLLEGE - NEWNHAM
18193,2386,476,9291,20,F,Y,S,P,S,3,7,4,0,21.57,B,1200,9.32493,31,SENECA COLLEGE - NEWNHAM
18195,3363,408,9278,56,M,Y,S,H,P,3,6,3,0,11.38,9,-1,21.01437,35,SENECA COLLEGE - JANE
18196,2072,476,9291,41,F,Y,G,F,P,2,5,3,3,23.66,D,1715,21.860429999999997,33,SENECA COLLEGE - NEWNHAM
18198,222,476,9291,20,F,Y,O,O,S,0,2,4,2,102.96,B,815,10.91714,4,SENECA COLLEGE - NEWNHAM
18200,622,476,9291,20,M,Y,S,P,S,1,7,6,0,43.55,9,-1,12.80674,16,SENECA COLLEGE - NEWNHAM
18203,613,476,9291,45,F,Y,P,F,P,2,4,4,0,49.6,9,-1,11.75024,16,SENECA COLLEGE - NEWNHAM
18204,505,476,9291,30,F,Y,O,O,P,1,2,2,3,21.17,D,1830,7.784019,13,SENECA COLLEGE - NEWNHAM
18205,484,476,9291,27,F,N,O,O,S,0,2,2,0,36.88,B,720,4.1498550000000005,12,SENECA COLLEGE - NEWNHAM
18206,294,476,9291,27,F,Y,O,O,P,1,2,4,0,9.11,9,-1,33.13795,7,SENECA COLLEGE - NEWNHAM
18209,2569,476,9291,21,F,Y,G,P,S,5,6,3,0,8.97,D,1200,28.09088,28,SENECA COLLEGE - NEWNHAM
18210,2448,476,9291,56,M,Y,G,F,P,2,6,3,1,14.33,9,-1,13.37091,31,SENECA COLLEGE - NEWNHAM
18211,452,476,9291,37,F,Y,O,O,P,1,1,3,1,15.69,D,1830,7.151610000000001,11,SENECA COLLEGE - NEWNHAM
18218,19,476,9291,26,M,N,O,O,S,1,7,3,0,5.88,9,-1,16.796290000000006,1,SENECA COLLEGE - NEWNHAM
18221,2120,476,9291,22,F,Y,S,P,S,4,4,5,0,56.78,9,-1,12.60242,33,SENECA COLLEGE - NEWNHAM
18222,2554,476,9291,24,F,Y,O,O,P,1,2,2,2,49.48,9,-1,26.740270000000002,28,SENECA COLLEGE - NEWNHAM
18223,487,476,9291,19,F,Y,S,P,S,0,3,3,0,5.53,B,900,8.256354,13,SENECA COLLEGE - NEWNHAM
18224,2255,476,9291,37,F,Y,P,F,P,3,5,5,0,21.78,9,-1,10.41087,29,SENECA COLLEGE - NEWNHAM
18225,475,476,9291,27,M,Y,S,F,P,1,3,2,0,5.37,9,-1,1.070867,12,SENECA COLLEGE - NEWNHAM
18226,2449,476,9291,20,M,Y,O,O,S,1,7,3,1,31.9,9,-1,11.63452,31,SENECA COLLEGE - NEWNHAM
18227,483,476,9291,23,M,N,S,P,S,1,4,3,0,37.05,9,-1,2.715611,12,SENECA COLLEGE - NEWNHAM
18228,464,71,9028,34,F,Y,P,F,P,1,4,1,0,23.41,9,-1,12.86382,11,ONTARIO INSTITUTE FOR STUDIES IN EDUCATION
18229,613,476,9291,18,M,Y,O,O,S,2,7,4,3,54.72,9,-1,11.75024,16,SENECA COLLEGE - NEWNHAM
18230,2760,476,9291,54,F,Y,P,F,P,4,7,4,0,27.96,9,-1,38.91558,26,SENECA COLLEGE - NEWNHAM
18231,1125,476,9291,18,M,Y,O,O,S,2,2,3,0,39.05,9,-1,40.475570000000005,22,SENECA COLLEGE - NEWNHAM
18232,424,476,9291,18,F,N,O,O,S,2,6,3,1,12.98,P,905,11.59108,11,SENECA COLLEGE - NEWNHAM
18233,4035,4069,E0328,31,F,Y,O,O,S,2,4,2,0,15.82,D,745,16.19555,39,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
18244,5167,67,9021,26,F,N,P,P,P,0,2,2,0,29.42,9,-1,64.87235,46,ONTARIO COLLEGE OF ART & DESIGN
18245,253,67,9021,43,F,Y,P,J,P,1,6,2,0,15.14,9,-1,9.017591,6,ONTARIO COLLEGE OF ART & DESIGN
18246,3387,4069,E0328,18,M,Y,O,O,S,4,6,4,0,14.14,9,-1,57.15776999999999,35,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
18250,211,67,9021,28,F,Y,G,F,P,1,4,2,0,26.68,9,-1,7.099212,4,ONTARIO COLLEGE OF ART & DESIGN
18252,2099,67,9021,19,M,N,O,O,S,2,7,3,1,22.97,B,900,26.070510000000002,33,ONTARIO COLLEGE OF ART & DESIGN
18255,174,67,9021,33,M,N,O,O,S,0,2,1,0,19.32,9,-1,6.5311759999999985,3,ONTARIO COLLEGE OF ART & DESIGN
18259,404,67,9021,20,M,Y,O,O,S,2,5,5,0,8.28,9,-1,16.33075,10,ONTARIO COLLEGE OF ART & DESIGN
18264,4010,4069,E0328,19,F,Y,S,P,S,1,2,2,1,31.88,9,-1,11.5558,39,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
18265,3486,67,9021,19,M,Y,O,O,S,3,3,4,1,71.02,B,630,36.50833,35,ONTARIO COLLEGE OF ART & DESIGN
18266,104,391,9092,34,F,N,P,P,S,0,2,1,0,26.77,9,-1,15.17776,2,YORK UNIVERSITY - YORK (KEELE & STEELES)
18269,2560,391,9092,25,M,Y,O,O,S,2,6,4,0,26.83,9,-1,30.64687,28,YORK UNIVERSITY - YORK (KEELE & STEELES)
18270,2131,391,9092,18,M,Y,O,O,S,3,6,3,4,31.71,D,930,9.655421,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
18271,313,391,E0471,18,M,Y,S,P,S,1,3,3,0,32.67,9,-1,17.49922,8,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
18272,1145,391,9092,32,M,Y,M,F,P,1,4,2,0,90.82,9,-1,49.92081,22,YORK UNIVERSITY - YORK (KEELE & STEELES)
18273,2354,391,9092,21,M,Y,O,O,S,1,3,3,0,81.49,9,-1,9.218964999999999,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
18274,2781,391,9092,24,M,Y,S,P,S,3,5,5,1,14.75,B,900,53.505109999999995,26,YORK UNIVERSITY - YORK (KEELE & STEELES)
18275,533,391,9092,18,M,N,O,O,S,2,2,5,2,11.89,B,1125,26.171960000000002,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
18276,4011,391,9092,21,F,Y,O,O,S,2,7,3,0,21.35,B,735,46.506159999999994,39,YORK UNIVERSITY - YORK (KEELE & STEELES)
18278,5071,391,9092,27,M,Y,G,P,S,3,6,4,0,17.5,B,900,79.29522,45,YORK UNIVERSITY - YORK (KEELE & STEELES)
18279,3104,391,E0471,25,F,Y,O,O,S,3,7,3,0,8.58,9,-1,59.76011999999999,34,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
18280,478,391,9092,39,F,Y,O,O,S,1,2,1,1,16.41,D,840,12.19897,12,YORK UNIVERSITY - YORK (KEELE & STEELES)
18281,2203,391,9092,27,M,Y,S,P,P,4,7,6,0,33.16,9,-1,10.52553,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
18282,398,391,9092,23,F,9,O,O,S,0,1,2,0,11.33,W,1300,1.7730339999999998,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
18283,3683,391,E0471,25,F,Y,O,O,S,2,4,3,0,6.27,9,-1,34.774390000000004,36,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
18285,191,476,9291,23,M,Y,S,P,S,3,7,4,1,76.66,D,730,14.50724,4,SENECA COLLEGE - NEWNHAM
18286,2362,476,9291,34,F,Y,P,P,P,2,4,3,0,22.08,9,-1,6.624567999999999,31,SENECA COLLEGE - NEWNHAM
18287,263,476,9291,49,F,Y,O,O,S,1,3,1,0,13.38,D,530,12.7016,6,SENECA COLLEGE - NEWNHAM
18289,491,67,9021,28,F,Y,P,F,P,1,2,2,0,25.61,9,-1,21.69719,13,ONTARIO COLLEGE OF ART & DESIGN
18291,3811,4069,E0328,20,F,Y,S,P,S,3,4,5,0,37.31,9,-1,24.74198,36,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
18293,2423,67,9021,20,F,N,O,O,S,4,4,6,2,11.55,B,800,30.16886,31,ONTARIO COLLEGE OF ART & DESIGN
18296,345,67,9021,19,F,Y,S,P,S,2,6,3,2,28.08,9,-1,16.20164,8,ONTARIO COLLEGE OF ART & DESIGN
18301,586,67,9021,18,M,N,M,P,S,2,4,4,0,25.31,9,-1,19.2834,16,ONTARIO COLLEGE OF ART & DESIGN
18302,2126,67,9021,21,F,N,9,P,S,2,7,3,0,26.78,B,700,20.2562,33,ONTARIO COLLEGE OF ART & DESIGN
18303,89,67,9021,33,M,N,G,P,S,0,2,2,0,23.45,C,1105,3.472601,1,ONTARIO COLLEGE OF ART & DESIGN
18307,4103,4069,E0328,34,M,Y,S,F,P,2,6,2,0,31.03,9,-1,18.543650000000003,38,MCMASTER UNIVERSITY - DEGROOTE SCHOOL OF BUSINESS
18308,2100,67,9021,22,F,Y,S,P,S,2,4,4,2,46.06,B,600,29.392390000000002,33,ONTARIO COLLEGE OF ART & DESIGN
18314,2236,67,9021,17,M,N,O,O,S,2,4,2,2,21.03,9,-1,29.436009999999996,29,ONTARIO COLLEGE OF ART & DESIGN
18315,2243,67,9021,22,F,Y,P,P,S,2,5,3,0,29.81,9,-1,27.100659999999998,29,ONTARIO COLLEGE OF ART & DESIGN
