Code,Name
8481,ABERFOYLE PUBLIC SCHOOL  --
8482,KING GEORGE PUBLIC SCHOOL  --
8483,VICTORY PUBLIC SCHOOL  --
8484,GATEWAY DRIVE PUBLIC SCHOOL  --
8485,OTTAWA CRESCENT PUBLIC SCHOOL  --
8486,UNIVERSITY VILLAGE PUBLIC SCHOOL  --
8487,ST JOSEPH CATHOLIC SCHOOL  --
8488,WILLOW ROAD PUBLIC SCHOOL  --
8489,ST JOHN CATHOLIC SCHOOL  --
849,DURHAM COLLEGE - BEAVERTON  --
8490,SIR ISAAC BROCK PUBLIC SCHOOL  --
8492,BANTING MEMORIAL HIGH SCHOOL  --
8493,ERNEST CUMBERLAND ELEMENTARY SCHOOL  --
8494,HOLY FAMILY SCHOOL  --
8495,ST PAULS SEPARATE SCHOOL  --
8496,ALLISTON LEARNING CENTRE  --
8497,ANGUS MORRISON PUBLIC SCHOOL  --
8498,OUR LADY OF GRACE SEPARATE SCHOOL  --
8499,PINE RIVER PUBLIC SCHOOL  --
85,CHIMO YOUTH SERVICES - OSHAWA  --
8502,ALLANDALE HEIGHTS PUBLIC SCHOOL  --
8503,ANDREW HUNTER ELEMENTARY SCHOOL  --
8504,ASSIKINACK PUBLIC SCHOOL  --
8505,BARRIE CENTRAL COLLEGIATE INSTITUTE  --
8506,BARRIE NORTH COLLEGIATE INSTITUTE  --
8507,HERITAGE CHRISTIAN SCHOOL  --
8509,TRILLIUM WOODS ELEMENTARY PUBLIC SCHOOL  --
851,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE (ESRI)  --
8510,CODRINGTON PUBLIC SCHOOL  --
8511,CREATIVE CAREER SYSTEMS INC - BARRIE  --
8512,CUNDLES HEIGHTS PUBLIC SCHOOL  --
8513,EASTVIEW SECONDARY SCHOOL  --
8514,ECOLE FRERE-ANDRE  --
8515,ECOLE LA SOURCE  --
8516,ECOLE SECONDAIRE CATHOLIQUE NOUVELLE ALLIANCE  --
8517,EMMA KING ELEMENTARY SCHOOL  --
8518,FERNDALE WOODS ELEMENTARY SCHOOL  --
8519,FUTURE GATEWAYS  --
852,ESL/LINC AT 336 DUNDAS  --
8520,HILLCREST PUBLIC SCHOOL  --
8521,INNISDALE SECONDARY SCHOOL  --
8522,JOHNSON STREET PUBLIC SCHOOL  --
8524,ST BERNADETTE ELEMENTARY SCHOOL  --
8525,SISTER CATHERINE DONNELLY CATHOLIC SCHOOL  --
8526,MAPLE GROVE PUBLIC SCHOOL  --
8527,MONSIGNOR CLAIR SEPARATE SCHOOL  --
8528,GEORGIAN OAKS ACADEMY  --
8529,OAKLEY PARK PUBLIC SCHOOL  --
853,REGENCY DENTAL HYGIENE ACADEMY  --
8530,ONTARIO INSTITUTE OF PRIVATE INVESTIGATION  --
8531,POPE JOHN PAUL II SEPARATE SCHOOL  --
8532,PORTAGE VIEW PUBLIC SCHOOL  --
8533,PRINCE OF WALES SCHOOL  --
8534,ST JOHN VIANNEY SEPARATE SCHOOL  --
8535,ST JOSEPHS SEPARATE SCHOOL  --
8536,ST MARGUERITE DYOUVILLE ELEMENTARY SCHOOL  --
8537,ST MARYS SEPARATE SCHOOL  --
8538,ST MICHAEL THE ARCHANGEL CATHOLIC ELEMENTARY SCHOO  --
8539,ST MONICAS SEPARATE SCHOOL  --
854,SHIATSU KOKORO DOJO  --
8540,ST PETERS SECONDARY SCHOOL  --
8541,ST NICHOLAS SCHOOL  --
8542,STEELE STREET PUBLIC SCHOOL  --
8543,THE GOOD SHEPHERD CATHOLIC SCHOOL
8545,TORONTO SCHOOL OF BUSINESS - BARRIE  --
8546,WARNICA PUBLIC SCHOOL  --
8547,WEST BAYFIELD ELEMENTARY SCHOOL  --
8548,WILLOW LANDING ELEMENTARY SCHOOL  --
8549,HOLLY MEADOWS PUBLIC SCHOOL  --
855,ST PATRICK CHURCH  --
8550,BARRIE ADULT LEARNING CENTRE  --
8552,ST CATHERINE OF SIENA SCHOOL  --
8554,KEMPENFELT BAY SCHOOL  --
8555,ALGONQUIN RIDGE PUBLIC SCHOOL  --
8558,TERRY FOX ELEMENTARY SCHOOL  --
8559,PRO IMAGE HAIR ACADEMY INC  --
856,DELPHI SECONDARY ALTERNATIVE SCHOOL  --
857,H & R BLOCK  --
858,ROYAL CONSERVATORY OF MUSIC
86,CHRIS HADFIELD PUBLIC SCHOOL  --
860,ABACUS BRAIN STUDY  --
8603,FREDERICK-CAMPBELL ELEMENTARY SCHOOL  --
8604,PRINCE OF PEACE SCHOOL
863,MONTESSORI MELODIES SCHOOL  --
8631,BRADFORD DISTRICT HIGH SCHOOL  --
8633,FIELDCREST ELEMENTARY SCHOOL  --
8634,FRED C COOK ELEMENTARY SCHOOL  --
8635,HOLY TRINITY HIGH SCHOOL  --
8636,HONOURABLE EARL ROWE PUBLIC SCHOOL  --
8637,MARIE OF THE INCARNATION SEPARATE SCHOOL  --
8638,MOTHER TERESA CATHOLIC SCHOOL  --
864,OAKVILLE COLLEGE CAREERS & ACADEMICS  --
8640,SIR WILLIAM OSLER PUBLIC SCHOOL  --
8641,ST CHARLES SEPARATE SCHOOL  --
8642,ST JEAN DE BREBEUF SEPARATE SCHOOL  --
8643,W H DAY ELEMENTARY SCHOOL  --
8644,BRADFORD LEARNING CENTRE  --
865,PEEL MONTESSORI SCHOOL  --
8651,BRECHIN PUBLIC SCHOOL  --
8661,TECUMSETH BEETON PUBLIC SCHOOL  --
8662,MONSIGNOR RONAN ELEMENTARY SCHOOL  --
867,UNIONVILLE MEADOWS PUBLIC SCHOOL  --
868,JOHN MCCRAE PUBLIC SCHOOL  --
8681,ST JAMES SEPARATE SCHOOL  --
87,CHRIST THE KING CATHOLIC SECONDARY - GEORGETOWN  --
870,RYERSON SCHOOL OF BUSINESS MANAGEMENT  --
8700,ADULT LEARNING CENTRE - COLLINGWOOD  --
8702,CAMERON STREET PUBLIC SCHOOL  --
8703,COLLINGWOOD COLLEGIATE INSTITUTE  --
8704,CONNAUGHT PUBLIC SCHOOL  --
8705,JEAN VANIER HIGH SCHOOL  --
8706,MOUNTAIN VIEW PUBLIC SCHOOL  --
8707,NOTTAWA CENTRAL PUBLIC SCHOOL  --
8708,LITTLE HOUSE MONTESSORI SCHOOL  --
8709,ST MARYS SEPARATE SCHOOL  --
8710,MARVEL SCHOOL OF SKIN CARE - COLLINGWOOD  --
8711,COOKSTOWN CENTRAL SCHOOL  --
872,MOUNT SINAI HOSPITAL  --
8721,NOTTAWASAGA & CREEMORE PUBLIC SCHOOL AND ANNEX  --
8722,ARDTREA/CUMBERLAND BEACH PUBLIC SCHOOL  --
8724,BAXTER CENTRAL SCHOOL  --
8725,ELMVALE DISTRICT HIGH SCHOOL
8726,HURONIA CENTENNIAL ELEMENTARY SCHOOL  --
8727,OUR LADY OF LOURDES SEPARATE SCHOOL  --
8729,EAST ORO PUBLIC SCHOOL  --
873,CANADIAN INSTITUTE OF TELECOMMUNICATION  --
8730,HILLSDALE ELEMENTARY SCHOOL  --
8732,KILLARNEY BEACH PUBLIC SCHOOL
8733,ADJALA CENTRAL PUBLIC SCHOOL  --
8734,ADULT LEARNING CENTRE - MIDHURST  --
8735,FOREST HILL PUBLIC SCHOOL
874,CHET - COMMERCIAL HEAVY EQUIPMENT TRAINING  --
8740,JAMES KEATING ELEMENTARY SCHOOL  --
8743,PENETANGUISHENE SECONDARY SCHOOL  --
8744,ECOLE SECONDAIRE LE CARON  --
8745,ECOLE ELEMENTAIRE SAINT JOSEPH  --
8747,BURKEVALE PROTESTANT SEPARATE SCHOOL  --
8748,ST ANNS CATHOLIC SCHOOL  --
875,COLLEGE OF NURSES OF ONTARIO  --
8751,CANADIAN MARTYRS CATHOLIC SCHOOL - PENETANGUISHENE  --
876,DARUL ULOOM  --
8761,MINESING CENTRAL PUBLIC SCHOOL  --
8762,MOONSTONE ELEMENTARY SCHOOL  --
8764,NEW LOWELL CENTRAL PUBLIC SCHOOL  --
8765,OUR LADY OF THE ASSUMPTION SEPARATE SCHOOL  --
877,DURHAM SECONDARY ACADEMY  --
8772,DOUGLAS HOUSE  --
8774,COUCHICHING HEIGHTS PUBLIC SCHOOL  --
8775,DAVID H CHURCH PUBLIC SCHOOL  --
8776,SAMUEL-DE-CHAMPLAIN CATHOLIQUE ELEMENTAIRE ECOLE  --
878,EAGLE PLAINS JUNIOR PUBLIC SCHOOL  --
8781,GUARDIAN ANGELS SEPARATE SCHOOL
8782,HARRIETT TODD PUBLIC SCHOOL  --
8784,MARCHMONT PUBLIC SCHOOL  --
8785,MARVEL SCHOOL OF SKIN CARE & COSMETICS-ORILLIA  --
8786,MONSIGNOR LEE SEPARATE SCHOOL  --
8787,MOUNT SLAVEN PUBLIC SCHOOL  --
8788,NOTRE DAME CATHOLIC SCHOOL  --
8789,ORCHARD PARK ELEMENTARY SCHOOL  --
8792,PATRICK FOGARTY SECONDARY SCHOOL  --
8794,REGENT PARK PUBLIC SCHOOL  --
8795,ST BERNARDS SEPARATE SCHOOL  --
8796,TWIN LAKES SECONDARY SCHOOL  --
8799,ORILLIA CHRISTIAN SCHOOL  --
88,CHURCHILL MEADOWS PUBLIC SCHOOL  --
8801,GUTHRIE PUBLIC SCHOOL
8803,PORT MCNICOLL PUBLIC SCHOOL
8804,SHANTY BAY PUBLIC SCHOOL  --
881,GREENSBOROUGH PUBLIC SCHOOL
8813,HOLY CROSS CATHOLIC SCHOOL  --
8814,BYNG PUBLIC SCHOOL  --
8816,ALCONA GLEN ELEMENTARY SCHOOL  --
8817,GOODFELLOW PUBLIC SCHOOL  --
8819,ST FRANCIS OF ASSISI ELEMENTARY SCHOOL  --
882,HALTON INDUSTRY EDUCATION COUNCIL - CAREER CENTRE  --
8820,SUNNY VIEW JUNIOR AND SENIOR PUBLIC SCHOOL  --
8821,FATHER F X OREILLY SCHOOL  --
8822,ST THOMAS AQUINAS CATHOLIC SECONDARY SCHOOL  --
8823,TECUMSETH SOUTH CENTRAL PUBLIC SCHOOL  --
8824,TOTTENHAM PUBLIC SCHOOL  --
8825,ST ANTOINE DANIEL CATHOLIC SCHOOL  --
8826,TAY SHORES PUBLIC SCHOOL
8827,WARMINSTER ELEMENTARY SCHOOL
8828,BIRCHVIEW DUNES ELEMENTARY SCHOOL  --
8829,WORSLEY ELEMENTARY SCHOOL
883,ICDL - INTERNATIONAL COMPUTER DRIVING LICENCE  --
8830,RAMA CENTRAL PUBLIC SCHOOL  --
8831,WAUBAUSHENE ELEMENTARY SCHOOL  --
8832,WYEVALE CENTRAL
884,JEWISH VOCATIONAL SERVICES  --
885,KRTS SCHOOL FOR HEAVY EQUIPMENT  --
8859,HERITAGE CHRISTIAN SCHOOL  --
886,LINC - MORNINGSIDE & SHEPPARD  --
8861,GRANDVIEW PUBLIC SCHOOL
8862,ROLLING HILLS PUBLIC SCHOOL  --
8863,BOBCAYGEON PUBLIC SCHOOL  --
8864,FENELON TOWNSHIP PUBLIC SCHOOL  --
8865,RIDGEWOOD PUBLIC SCHOOL  --
8866,DUNSFORD DISTRICT ELEMENTARY SCHOOL  --
8867,FENELON FALLS SECONDARY SCHOOL  --
8868,LANGTON PUBLIC SCHOOL  --
8869,LADY MACKENZIE PUBLIC SCHOOL  --
8870,ST JOHNS ELEMENTARY SCHOOL
8872,ALEXANDRA PUBLIC SCHOOL  --
8873,CENTRAL SENIOR PUBLIC SCHOOL  --
8874,I E WELDON SECONDARY SCHOOL  --
8875,JACK CALLAGHAN PUBLIC SCHOOL  --
8876,KING ALBERT PUBLIC SCHOOL  --
8877,LESLIE FROST PUBLIC SCHOOL  --
8878,LINDSAY COLLEGIATE & VOCATIONAL INSTITUTE  --
8879,PARKVIEW PUBLIC SCHOOL  --
888,QUEENS MONTESSORI ACADEMY  --
8880,POPE JOHN PAUL II ELEMENTARY SCHOOL  --
8882,ST DOMINIC SCHOOL  --
8884,ST MARYS SCHOOL  --
8886,CONESTOGA COLLEGE - STRATFORD  --
8887,MARIPOSA ELEMENTARY SCHOOL  --
8888,WOODVILLE ELEMENTARY SCHOOL  --
8899,CAREER ESSENTIALS  --
89,CLAIREVILLE PUBLIC SCHOOL - BRAMPTON  --
890,TAMIL EELAM SOCIETY OF CANADA - SCARBOROUGH  --
8900,DR GEORGE HALL PUBLIC SCHOOL  --
8901,SOUTH MONAGHAN PUBLIC SCHOOL  --
8902,CHEMONG PUBLIC SCHOOL  --
8903,ACHIEVEMENT SOLUTIONS (GUELPH)  --
8904,NORTH HOPE CENTRAL PUBLIC SCHOOL  --
8905,WATERLOO ADULT RECREATION CENTRE  --
8906,NORTH CAVAN PUBLIC SCHOOL  --
8907,ST JOSEPHS SEPARATE SCHOOL  --
8908,YONGS POINT PUBLIC SCHOOL  --
891,TORONTO COLLEGE OF TECHNOLOGY  --
8910,ST MARTINS SEPARATE SCHOOL  --
8911,LAKEFIELD COLLEGE SCHOOL  --
8912,NORTH SHORE PUBLIC SCHOOL  --
8913,LAKEFIELD DISTRICT SECONDARY SCHOOL  --
8914,LAKEFIELD INTERMEDIATE SCHOOL  --
8915,RIDPATH PUBLIC SCHOOL  --
8917,VIRGINIA MILITARY INSTITUTE
8918,MILLBROOK/SOUTH CAVAN PUBLIC SCHOOL  --
892,TRUCK TRAINING ACADEMY OF STONEY CREEK  --
8920,ST PAULS ELEMENTARY SCHOOL  --
8922,SCOTT YOUNG PUBLIC SCHOOL  --
8923,KIRBY CENTENNIAL PUBLIC SCHOOL
8924,ORONO PUBLIC SCHOOL  --
8925,KAWARTHA HEIGHTS PUBLIC SCHOOL  --
8926,ADAM SCOTT COLLEGIATE & VOCATIONAL INSTITUTE  --
8927,ADAM SCOTT INTERMEDIATE SCHOOL  --
8928,ARMOUR HEIGHTS PUBLIC SCHOOL - PETERBOROUGH  --
893,UFCW LOCAL 175  --
8930,TROCAIRE COLLEGE  --
8931,CONFEDERATION PUBLIC SCHOOL  --
8932,CRESTWOOD SECONDARY SCHOOL
8933,STELLA NIAGARA PRIVATE SCHOOL  --
8934,ECOLE ELEMENTAIRE MONSEIGNEUR-JAMOT  --
8937,GROVE PUBLIC SCHOOL  --
8938,HIGHLAND HEIGHTS PUBLIC SCHOOL  --
8939,HOLY CROSS CATHOLIC SECONDARY SCHOOL  --
8940,IMMACULATE CONCEPTION ELEMENTARY SCHOOL  --
8941,JAMES STRATH PUBLIC SCHOOL  --
8944,KEITH WIGHTMAN PUBLIC SCHOOL  --
8945,KENNER COLLEGIATE & VOCATIONAL INSTITUTE  --
8946,ROCHESTER INSTITUTE OF TECHNOLOGY  --
8947,KING EDWARD PUBLIC SCHOOL
8948,KING GEORGE PUBLIC SCHOOL  --
8949,RIVERSIDE GLEN LONG TERM CARE FACILITY  --
895,WYCLIFFE COLLEGE  --
8950,MONSIGNOR ODONAHUE ELEMENTARY SCHOOL  --
8953,OTONABEE VALLEY PUBLIC SCHOOL  --
8954,PETERBOROUGH COLLEGIATE AND VOCATIONAL SCHOOL  --
8955,PRINCE OF WALES PUBLIC SCHOOL  --
8956,QUEEN ELIZABETH PUBLIC SCHOOL  --
8957,QUEEN MARY PUBLIC SCHOOL  --
8958,R F DOWNEY PUBLIC SCHOOL  --
8959,PEEL ADVENTIST ELEMENTARY  --
896,YOUNG MINDS MONTESSORI PRESCHOOL  --
8960,ST ALPHONSUS SEPARATE SCHOOL  --
8961,ST ANNES ELEMENTARY SCHOOL  --
8962,ST CATHERINE ELEMENTARY SCHOOL  --
8963,ST JOHNS SEPARATE SCHOOL  --
8964,ST PATRICKS ELEMENTARY SCHOOL  --
8965,ST PAULS ELEMENTARY SCHOOL  --
8966,ST PETERS CATHOLIC SCHOOL  --
8968,ST TERESAS SEPARATE SCHOOL  --
8971,THOMAS A STEWART SECONDARY SCHOOL  --
8972,TORONTO SCHOOL OF BUSINESS - PETERBOROUGH  --
8973,TRAFALGAR SCHOOL FOR THE TRAINABLE RETARDED  --
8974,ONTARIO CONSERVATORY OF MUSIC  --
8975,WESTMOUNT PUBLIC SCHOOL  --
8976,WAYSIDE ACADEMY  --
8978,GRACE CHRISTIAN ACADEMY  --
8979,NIAGARA COUNTY COMMUNITY COLLEGE  --
898,CORNERSTONE ACADEMIC COLLEGE ESL  --
8980,WARSAW PUBLIC SCHOOL  --
8981,ST LUKES SCHOOL  --
8983,NEW LIFE CHRISTIAN ACADEMY  --
8992,NEW YORK STATE UNIVERSITY  --
8993,GLENDALE HIGH SCHOOL
8999,MARVEL BEAUTY SCHOOL
9,DALE ROAD SENIOR PUBLIC SCHOOL  --
90,CLARINGTON CENTRAL SECONDARY  --
9000,MODERN BEAUTY FIGURE CENTRE  --
9001,BROCK UNIVERSITY  --
9002,ST JOHN ADULT LEARNING CENTRE  --
9004,ST ANN ADULT LEARNING CENTRE
9006,J & R CASINO TRAINING CENTRE  --
9008,WORD OF LIFE CHURCH - ST CATHARINES  --
9009,WORD OF LIFE CHURCH SCHOOL - GUELPH  --
901,UNIVERSITY OF TORONTO PHYSICAL THRERAPY  --
9011,MCMASTER UNIVERSITY  --
9012,LINC - ELLESMERE LANGUAGE CENTRE  --
9013,LINC - KENNEDY LANGUAGE CENTRE  --
9017,GOODWILL INDUSTRIES OF TORONTO  --
9018,CANADIAN COLLEGE OF MASSAGE  --
9019,FLEMINGDON COMMUNITY CENTRE  --
902,APTAC LEARNING CENTRE  --
9020,INSTITUTE OF HOLISTIC NUTRITION - TORONTO  --
9021,ONTARIO COLLEGE OF ART & DESIGN  --
9022,ONTARIO REAL ESTATE ASSOCIATION - NORTH YORK  --
9024,CANADIAN INSTITUTE OF TRAFFIC & TRANSPORT  --
9026,INSTITUTE OF CANADIAN BANKERS  --
9028,ONTARIO INSTITUTE FOR STUDIES IN EDUCATION  --
9029,BROCK UNIVERSITY FACULTY OF EDUCATION  --
903,ARMENIAN GENERAL BENEVOLENT UNION DAY SCHOOL  --
9030,MONTESSORI TEACHER EDUCATION  --
9031,RYERSON POLYTECHNIC UNIVERSITY  --
9032,BRUNOS SCHOOL OF HAIR DESIGN - TORONTO  --
9033,CANADIAN MOTHERCRAFT SOCIETY  --
9034,ONTARIO HOSPITAL ASSOCIATION  --
9035,ST JOSEPHS HOSPITAL  --
9036,INSTITUTE FOR ENTERPRISE EDUCATION  --
9037,KAPLAN EDUCATION CENTRE  --
9038,SIDNEY LEDSON INSTITUTE  --
9039,LINC - ETOBICOKE  --
904,BEACON HOUSE INTERNATIONAL COLLEGE  --
9040,BICKFORD CENTRE  --
9041,TRENT UNIVERSITY - MAIN/SYMONS  --
9042,H&R BLOCK  --
9043,3000 DANFORTH ESL  --
9044,LINC - VICTORIA ST  --
9045,REAL ESTATE - DELTA TORONTO EAST  --
9047,TRENT UNIVERSITY - OSHAWA  --
9048,HOMEOPATHIC COLLEGE OF CANADA  --
9049,TRENT UNIVERSITY - TRAIL COLLEGE  --
905,ESL CLASS GOLDEN SQUARE CENTRE  --
9050,LAURENTIAN UNIVERSITY AT GEORGIAN COLLEGE  --
9051,UNIVERSITY OF GUELPH  --
9052,WELLINGTON COUNTY CONTINUING EDUCATION  --
9053,NAYLOR MCLEOD GROUP (ESL)  --
906,IVY YIN-YUK LEUNG ART STUDIO  --
9078,LEARNING POTENTIALS  --
9079,DALHOUSIE UNIVERSITY  --
908,SIR SANDFORD FLEMING  --
9080,TRADITIONAL CHINESE MEDICINE (SHEPPARD&WARDEN)  --
9081,WELLINGTON HALL ACADEMY
9082,ERAMOSA PUBLIC SCHOOL  --
9083,ALL SAINTS CHINESE CHURCH  --
9085,ROCKWOOD CENTENNIAL PUBLIC SCHOOL  --
9089,HURON COLLEGE
909,SKILWELD  --
9091,YORK UNIVERSITY - GLENDON CAMPUS  --
9092,YORK UNIVERSITY - YORK (KEELE & STEELES)  --
9093,YORK UNIVERSITY - MILES NADAL CENTRE  --
9098,WARDEN WOODS COMMUNITY CENTRE  --
91,CLEARVIEWS MEADOWS ELEMENTARY SCHOOL  --
9100,PARTICIPATION HOUSE  --
9101,UNIVERSITY OF TORONTO -  MISSISSAUGA CAMPUS  --
9102,UNIVERSITY OF TORONTO -  SCARBOROUGH CAMPUS  --
9103,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS  --
9104,SCARBOROUGH ACADEMY FOR TECHNOLOGY ENVIRONMENT &  --
9105,ASPECT INTERNATIONAL LANGUAGE SCHOOL  --
9107,CERTIFIED GENERAL ACCOUNTANTS ASSOCIATION OF ONTARIO  --
9108,CITY ADULT LEARNING CENTRE  --
9109,MICROCOMM COMPUTER TRAINING CENTRE  --
911,WHITBY MONTESSORI SCHOOL  --
9112,BURNHAMTHORPE COLLEGIATE INSTITUTE  --
9113,ARTHUR ANDERSON ACCOUNTANTS  --
9116,ITALIAN CULTURAL INSTITUTE  --
9117,SKILLS FOR CHANGE  --
9118,DIVINE INFANT CATHOLIC SCHOOL  --
912,NETCOM COLLEGE  --
9120,RICHMOND HILL ADULT SCHOOL  --
914,GLEN ABBEY MONTESSORI  --
915,GROVE SCHOOL - WHITBY MENTAL HEALTH  --
916,ALGONQUIN CAREERS ACADEMY  --
917,ERIN MILLS CO-OPERATIVE NURSERY SCHOOL  --
9189,GEORGIAN COLLEGE - BRACEBRIDGE  --
919,H&R BLOCK - BLOOR & SPADINA  --
9190,THE TORONTO SCHOOL ALEXANDER TECHNIQUE  --
9191,TRINITY SQUARE ENTERPRISES
9192,PROTEGE ESTHETIC SCHOOL  --
9194,BUTTONVILLE FLIGHT SCHOOL  --
9197,THORNCLIFFE NEIGHBOURHOOD OFFICE  --
9198,ISLAND AIR FLIGHT SCHOOL  --
92,ST THOMAS OF VILLANOVA COLLEGE SCHOOL  --
920,H&R BLOCK  --
9200,LIVING EARTH SCHOOL  --
9201,CENTENNIAL COLLEGE - BELL CENTRE  --
9202,CENTENNIAL COLLEGE - GM TRAINING CTR  --
9203,CENTENNIAL COLLEGE - ASHTONBEE  --
9204,CENTENNIAL COLLEGE - COWDRAY COURT  --
9205,CENTENNIAL COLLEGE - MIDLAND  --
9206,CENTENNIAL COLLEGE - PROGRESS  --
9208,CENTENNIAL COLLEGE - WARDEN WOODS  --
9209,ROYAL CONSERVATORY OF MUSIC  --
921,INDIA RAINBOW COMMUNITY CENTRE  --
9210,SPANISH CENTRE
9211,AFRICAN TRAINING & EMPLOYMENT CENTRE  --
9214,VINCENT MASSEY CHILD CARE CENTRE  --
9215,DANCE STUDIO 1  --
9216,PEEL DISTRICT SCHOOL BOARD-ELM/HURONT  --
9217,UNIVERSITY OF VICTORIA  --
9218,ST GEORGE INTERNATIONAL COLLEGE  --
922,INSTITUTE-THE LANGUAGE  --
9221,COLLEGE DES GRANDS LACS  --
9224,CALVIN COLLEGE  --
9225,ART WORKS ART SCHOOL  --
9229,PHILOPATEER CHRISTIAN COLLEGE  --
923,JAPANESE CANADIAN CULTURAL CENTRE  --
9230,YIPS CANADA - MUSIC AND MONTESSORI SCHOOLS  --
9231,UOIT MAIN CAMPUS - DURHAM COLLEGE  --
9234,WILDWOOD ACADEMY  --
9235,DURHAM COLLEGE - WHITBY (SKILL TRAINING CTR)  --
9236,BARRIE COLLEGE OF HAIR AND ESTHETICS  --
9238,OXFORD LEARNING CENTRE - SPRINGDALE  --
9239,TORONTO REHABILITATION INSTITUTE
924,LILAND INSURANCE  --
9240,THE LEARNING ANNEX  --
9241,GEORGE BROWN COLLEGE - ADMINISTRATION  --
9242,GEORGE BROWN COLLEGE - CASA LOMA  --
9243,GEORGE BROWN COLLEGE - HOSPITALITY & TOURISM  --
9244,GEORGE BROWN COLLEGE - ST JAMES  --
9247,GEORGE BROWN COLLEGE - THEATRE  --
9248,TADDLE CREEK MONTESSORI SCHOOL  --
9249,OXFORD LEARNING CENTRE - HURONTARIO  --
925,NIAGARA ACADEMY OF TENNIS
9250,TORONTO INSTITUTE FOR RELATIONAL PSYCHOTHERAPHY  --
9251,GEORGIAN COLLEGE - BARRIE MAIN  --
9252,GEORGIAN COLLEGE - COLLINGWOOD  --
9253,GEORGIAN COLLEGE - MIDLAND  --
9254,GEORGIAN COLLEGE - ORANGEVILLE  --
9255,GEORGIAN COLLEGE - ORILLIA  --
9256,GEORGIAN COLLEGE - BARRIE KEMPENFELT  --
9257,TORONTO GENERAL HOSPITAL  --
926,ONTARIO COLLEGE OF HOMEOPATHIC MEDICINE  --
9261,HUMBER COLLEGE - NORTH CAMPUS  --
9262,OXFORD LEARNING CENTRE - CONESTOGA SQUARE  --
9263,JEWISH IMMIGRATION AID SERVICES JIAS  --
9264,PARKWAY LEARNING CENTRE  --
9267,PIANOFORTE SCHOOL OF MUSIC  --
9268,SQUARE ONE ADULT LEARNING CENTRE  --
9269,OSHAWA CENTRE DENTAL OFFICE  --
9270,MOHAWK COLLEGE - STONEY CREEK  --
9271,MOHAWK COLLEGE - CHEDOKE  --
9272,ST CHARLES ADULT EDUCATION CENTRE  --
9273,MOHAWK COLLEGE - FENNELL  --
9274,HILLFIELD-STRATHALLAN COLLEGE  --
9275,SENECA COLLEGE - YORKGATE  --
9278,SENECA COLLEGE - JANE  --
928,SAFA & MARWA ISLAMIC SCHOOL  --
9280,OPEN SHOP CONTRACTORS ASSOCIATION  --
9281,NIAGARA COLLEGE - WELLAND  --
9282,NIAGARA COLLEGE - GLENDALE  --
9284,NIAGARA COLLEGE - MAID OF THE MIST CENTRE  --
9287,SENECA COLLEGE - NEWMARKET  --
9289,ONTARIO TRUCK TRAINING ACADEMY
9290,SENECA COLLEGE - KING  --
9291,SENECA COLLEGE - NEWNHAM  --
9292,ON THE MOVE (MT PLEASANT)  --
9293,HURON PARK PUBLIC SCHOOL  --
9294,MIDLAND SECONDARY SCHOOL  --
9295,MONSIGNOR CASTEX SEPARATE SCHOOL  --
9296,PARKVIEW SCHOOL  --
9297,REGENT PUBLIC SCHOOL  --
9298,ADULT LEARNING PROGRAM FOR STUDENTS  --
9299,SACRED HEART SEPARATE SCHOOL  --
93,COMMUNITY EDUCATION SERVICES  --
930,BOWMANVILLE CSI (CENTRE FOR INDIVIDUAL STUDIES)  --
9300,ST THERESAS SEPARATE SCHOOL  --
9301,SHERIDAN COLLEGE - TRAFALGAR ROAD  --
9302,SHERIDAN COLLEGE - DAVIS  --
9303,SHERIDAN COLLEGE - SKILLS TRAINING CENTRE  --
9305,ADULT LEARNING CENTRE - ORILLIA  --
9309,SHERIDAN COLLEGE - MISSISSAUGA  --
931,CBC BROADCASTING CENTRE  --
9310,SIR SANDFORD FLEMING COLLEGE - BREALEY  --
9311,SIR SANDFORD FLEMING COLLEGE - MCRAE  --
9312,SIR SANDFORD FLEMING COLLEGE - LINDSAY (FROST)  --
9316,UNIVERSITY OF WESTERN ONTARIO  --
9317,LAKEFIELD SCHOOL OF FINE ARTS
932,BLESSED JOHN PAUL II CES  --
933,TORONTO FRENCH SCHOOL - MISSISSAUGA  --
934,TORONTO MONTESSORI SCHOOL  --
936,CENTRAL MONTESSORI SCHOOL  --
937,CHOICES FOR YOUTH  --
938,COSTI EMPLOYMENT SERVICES - MISSISSAUGA  --
939,EMPLOYMENT RESOURCE CENTRE - NORTHERN LIGHTS SERVICES
9392,BP FLIGHT TRAINING  --
9393,VITA COMMUNITY LIVING SERVICES OF TORONTO  --
9394,ROYAL CROWN COLLEGE OF BUSINESS & TECHNOLOGY INC  --
9395,CABBAGETOWN EARLY LEARNING CENTRE  --
9396,J-WAVE ART & DESIGN  --
9398,ONTARIO ASSOCIATION OF ACUPUNCTURE  --
94,CONTINUING EDUCATION - MISSISSAUGA  --
940,KIOSK INTERNATIONAL COLLEGE  --
9404,RICHMOND HILL COMMUNITY CENTRE  --
9405,ETOBICOKE CIVIC CENTRE  --
9406,ILAC-INTERNATIONAL LANGUAGE ACADEMY  --
9407,OXFORD LEARNING CENTRE  --
