Code,Name
4145,PARKLAND PUBLIC SCHOOL  --
4147,RAMER WOOD PUBLIC SCHOOL  --
4148,RANDALL PUBLIC SCHOOL  --
4149,REESOR PARK PUBLIC SCHOOL  --
415,PRESTIGE SCHOOL  --
4150,ROY H CROSBY PUBLIC SCHOOL  --
4151,SIR RICHARD W SCOTT ELEMENTARY SCHOOL  --
4152,ST EDWARD SEPARATE SCHOOL  --
4153,ST FRANCIS XAVIER CATHOLIC SCHOOL  --
4154,ST JOSEPH CATHOLIC ELEMENTARY SCHOOL  --
4155,ST PATRICK CATHOLIC SCHOOL  --
4156,ST VINCENT DE PAUL SEPARATE SCHOOL  --
4157,WILCLAY PUBLIC SCHOOL  --
4158,WILLIAM ARMSTRONG PUBLIC SCHOOL  --
4159,BOXWOOD PUBLIC SCHOOL  --
4160,ALL SAINTS MONTESSORI SCHOOL  --
4161,WISHING WELL MONTESSORI SCHOOLS  --
4162,CASTLEMORE ELEMENTARY PUBLIC SCHOOL  --
417,WILMINGTON ELEMENTARY SCHOOL  --
419,HOPE FOR TOMORROW THEOLGICAL EDUCATION  --
42,BAKERSFIELD PUBLIC SCHOOL  --
420,HUMBERSIDE MONTESSORI SCHOOL  --
4201,MOUNT ALBERT PUBLIC SCHOOL  --
4204,ARMITAGE VILLAGE PUBLIC SCHOOL  --
4205,BOGART PUBLIC SCHOOL  --
4207,CANADIAN MARTYRS SEPARATE SCHOOL - NEWMARKET  --
421,ORCHARD PARK PUBLIC SCHOOL  --
4210,CROSSLAND PUBLIC SCHOOL  --
4211,DENNE PUBLIC SCHOOL  --
4212,DR JOHN M DENISON SECONDARY SCHOOL  --
4214,FIRST INTERACTIVE COMPUTER COLLEGE - NEW  --
4215,GLEN CEDAR PUBLIC SCHOOL  --
4216,GOOD SHEPHERD CATHOLIC ELEMENTARY SCHOOL  --
4217,HURON HEIGHTS SECONDARY SCHOOL  --
4218,J L R BELL PUBLIC SCHOOL  --
422,EMILY CARR SECONDARY SCHOOL  --
4220,MAPLE LEAF PUBLIC SCHOOL  --
4221,MAZO DE LA ROCHE PUBLIC SCHOOL  --
4222,MEADOWBROOK PUBLIC SCHOOL  --
4224,NEWMARKET HIGH SCHOOL  --
4225,NOTRE DAME CATHOLIC SCHOOL  --
4226,PRINCE CHARLES PUBLIC SCHOOL  --
4227,ROGERS PUBLIC SCHOOL  --
4229,SACRED HEART CATHOLIC HIGH SCHOOL  --
423,J ADDISON PRIVATE SCHOOL  --
4230,ST ELIZABETH SETON SEPARATE SCHOOL  --
4231,ST NICHOLAS CATHOLIC SCHOOL  --
4232,ST PAUL SEPARATE SCHOOL  --
4233,STONEHAVEN ELEMENTARY SCHOOL  --
4234,STUART SCOTT PUBLIC SCHOOL  --
4235,TORONTO SCHOOL OF BUSINESS - NEWMARKET  --
4236,CLEARMEADOW PUBLIC SCHOOL  --
424,LYNN ROSE HEIGHTS PRIVATE SCHOOL  --
4241,NOBLETON JUNIOR PUBLIC SCHOOL  --
4242,NOBLETON SENIOR PUBLIC SCHOOL  --
4243,ST MARY CATHOLIC SCHOOL  --
425,WISMER PUBLIC SCHOOL  --
426,GATESTONE ELEMENTARY PUBLIC SCHOOL  --
4261,QUEENSVILLE PUBLIC SCHOOL  --
427,ST EDMUND CAMPION SECONDARY SCHOOL  --
428,SILVER STREAM PUBLIC SCHOOL  --
429,VELLORE WOODS PUBLIC SCHOOL
43,BAYVIEW PUBLIC SCHOOL  --
430,LAMP COMMUNITY CENTRE  --
4302,JEFFERSON LEARNING CENTRE  --
4303,SCHOOL FOR ADVANCED LEARNING - AESTHETIC  --
4304,ALEXANDER MACKENZIE HIGH SCHOOL  --
4305,BAYVIEW HILL ELEMENTARY SCHOOL  --
4306,BAYVIEW SECONDARY SCHOOL  --
4307,BEVERLEY ACRES PUBLIC SCHOOL  --
4309,CHARLES HOWITT PUBLIC SCHOOL  --
431,ELLEN FAIRCLOUGH PUBLIC SCHOOL  --
4310,CHRIST THE KING CATHOLIC ELEMENTARY-RICHMOND HILL  --
4311,CORPUS CHRISTI CATHOLIC ELEMENTARY SCHOOL  --
4313,DONCREST PUBLIC SCHOOL  --
4314,FATHER HENRI J M NOUWEN SCHOOL  --
4316,H G BERNARD PUBLIC SCHOOL  --
4317,LAKE WILCOX PUBLIC SCHOOL  --
4318,LANGSTAFF SECONDARY SCHOOL  --
4319,O M MACKILLOP PUBLIC SCHOOL  --
432,STEPHEN LEWIS SECONDARY SCHOOL  --
4320,OAK RIDGES PUBLIC SCHOOL  --
4322,OUR LADY OF THE ANNUNCIATION SEPARATE SCHOOL  --
4323,PLEASANTVILLE PUBLIC SCHOOL  --
4324,RICHMOND HILL HIGH SCHOOL  --
4325,RICHMOND ROSE PUBLIC SCHOOL  --
4326,ROSELAWN PUBLIC SCHOOL  --
4327,ROSS DOAN PUBLIC SCHOOL  --
4329,SILVER PINES PUBLIC SCHOOL  --
433,GUARDIAN ANGELS CATHOLIC ELEMENTARY SCHOOL  --
4330,16TH AVENUE PUBLIC SCHOOL  --
4331,SKIN CARE ACADEMY  --
4332,ST ANNE SEPARATE SCHOOL  --
4333,ST CHARLES GARNIER CATHOLIC SCHOOL  --
4334,ST JOSEPH CATHOLIC ELEMENTARY SCHOOL  --
4335,ST MARY IMMACULATE SEPARATE SCHOOL  --
4336,YORK CENTRE FOR CHILDREN YOUTH & FAMILY  --
4337,YORK CENTRE YOUTH PROGRAM ELEMENTARY SCHOOL  --
4338,TORONTO SCHOOL OF BUSINESS - RICHMOND HILL  --
434,POPE JOHN PAUL II ELEMENTARY  --
4341,WALTER SCOTT PUBLIC SCHOOL  --
4342,ACADEMY FOR GIFTED CHILDREN (PACE)  --
4343,HOLY TRINITY SCHOOL  --
4344,ECOLE ELEMENTAIRE ACADEMIE DE LA MORAINE  --
435,TRAFALGAR RIDGE MONTESSORI SCHOOL  --
436,WEST MONTROSE PAROCHIAL SCHOOL  --
437,TRILLIUM COLLEGE - PICKERING SQUARE  --
438,MADINATUL ULOOM ACADEMY
440,NACI SCHOOL  --
4401,SCHOMBERG PUBLIC SCHOOL  --
4402,ST PATRICK CATHOLIC ELEMENTARY SCHOOL  --
4411,MORNING GLORY PUBLIC SCHOOL
4421,BALLANTRAE PUBLIC SCHOOL  --
4422,GLAD PARK PUBLIC SCHOOL  --
4423,KERRYS PLACE  --
4425,ST MARK CATHOLIC ELEMENTARY SCHOOL  --
4427,SUMMITVIEW PUBLIC SCHOOL  --
4428,WHITCHURCH HIGHLANDS PUBLIC SCHOOL  --
4429,ST BRIGID CATHOLIC ELEMENTARY SCHOOL  --
443,THOMAS L WELLS PUBLIC SCHOOL  --
444,ROYAL ORCHARD MIDDLE SCHOOL  --
4441,OUR LADY OF GOOD COUNSEL SEPARATE SCHOOL  --
4442,SHARON PUBLIC SCHOOL  --
445,HOLY SPIRIT CATHOLIC ELEMENTARY SCHOOL  --
4451,BLACK RIVER PUBLIC SCHOOL  --
446,FOREST RUN ELEMENTARY SCHOOL  --
4461,ST BERNADETTES SEPARATE SCHOOL  --
4462,SUTTON DISTRICT HIGH SCHOOL  --
4463,SUTTON PUBLIC SCHOOL  --
447,BURNHAMTHORPE ADULT LEARNING CENTRE  --
448,ST JOAN OF ARC  --
449,PARKDALE LIBRARY ESL  --
45,BENNETTO ELEMENTARY SCHOOL  --
4501,AS-SADIQ ISLAMIC SCHOOL  --
4503,BAYTHORN PUBLIC SCHOOL  --
4504,BAYVIEW FAIRWAYS PUBLIC SCHOOL  --
4505,BAYVIEW GLEN PUBLIC SCHOOL  --
4507,BROWNRIDGE PUBLIC SCHOOL  --
4508,CHARLTON PUBLIC SCHOOL  --
4509,E J SAND PUBLIC SCHOOL  --
451,ST LUCY CATHOLIC ELEMENTARY SCHOOL  --
4510,FLOWERVALE PUBLIC SCHOOL  --
4511,GERMAN MILLS PUBLIC SCHOOL  --
4512,HENDERSON AVENUE PUBLIC SCHOOL  --
4513,HOLY FAMILY CATHOLIC SCHOOL  --
4514,JOHNSVIEW VILLAGE PUBLIC SCHOOL  --
4515,LOUIS HONORE FRECHETTE SCHOOL
4517,ROSEDALE HEIGHTS PUBLIC SCHOOL
4518,ROYAL ORCHARD PUBLIC SCHOOL  --
4519,ST ANTHONY CATHOLIC SCHOOL  --
4520,ST ELIZABETH CATHOLIC HIGH SCHOOL
4521,ST JOSEPH THE WORKER ELEMENTARY SCHOOL  --
4523,ST MICHAEL CATHOLIC ACADEMY  --
4524,ST RENE GOUPIL SEPARATE SCHOOL  --
4525,ST ROBERT CATHOLIC HIGH SCHOOL  --
4526,STORNOWAY CRESCENT PUBLIC SCHOOL  --
4527,THISTLETOWN INTERFACE  --
4528,THORNHILL PUBLIC SCHOOL  --
4529,THORNHILL SECONDARY SCHOOL  --
453,ALEXANDERS GROUP WELDER TRAINING
4530,THORNLEA SECONDARY SCHOOL  --
4532,VAUGHAN SECONDARY SCHOOL  --
4533,VENTURA PARK PUBLIC SCHOOL  --
4534,WESTMINSTER PUBLIC SCHOOL  --
4535,WESTMOUNT COLLEGIATE INSTITUTE  --
4536,WILLOWBROOK PUBLIC SCHOOL  --
4537,WOODLAND PUBLIC SCHOOL
4538,YORKHILL ELEMENTARY SCHOOL  --
454,COMMUNITY LIVING FOR SOUTH SIMCOE  --
4541,ASSOCIATED HEBREW SCHOOLS OF TORONTO - KAMIN CAMPUS  --
4543,LEO BAECK DAY SCHOOL  --
455,ACHIEVEMENT SOLUTIONS (CAMBRIDGE)  --
456,FOLK ARTS COUNCIL MULTICULTURAL CENTRE  --
457,ADULT EDUCATION CENTRE  --
458,PATHWAY EDUCATION SERVICE  --
459,COMMUNITY CLASS CONNECTION CENTRE
46,BEVERLEY SCHOOL  --
460,GREAT LAKES HELICOPTOR SCHOOL  --
4601,ALDERGROVE PUBLIC SCHOOL  --
4602,BUTTONVILLE PUBLIC SCHOOL  --
4603,ECOLE SEPAREE SAINTE MARGUERITE BOURGEOYS  --
4604,JOHN XXIII SEPARATE SCHOOL  --
4605,MILLIKEN MILLS PUBLIC SCHOOL
4606,PARKVIEW PUBLIC SCHOOL  --
4607,ST BENEDICT SEPARATE SCHOOL  --
4608,ST JUSTIN MARTYR SCHOOL  --
4609,ST MATTHEW SEPARATE SCHOOL  --
461,GEORGIAN TRIANGLE LIFE LONG LEARNING INSTUTE  --
4610,UNIONVILLE HIGH SCHOOL  --
4611,UNIONVILLE PUBLIC SCHOOL  --
4612,WILLIAM BERCZY PUBLIC SCHOOL  --
4613,ALL SAINTS CATHOLIC ELEMENTARY SCHOOL  --
463,LIAISON COLLEGE  --
464,NIAGARA COLLEGE-SAILING SCHOOL  --
465,ONTARIO ASSOCIATION OF HOME INSPECTORS  --
466,DOWNTOWN COMMUNITY CENTRE  --
467,KAWARTHA PINE RIDGE DISTRICT SCHOOLBOARD  --
468,BALSAM GROVE PAROCHIAL SCHOOL
47,BEVERLY CENTRAL PUBLIC SCHOOL  --
470,CHURCH OF SPIRITUAL WISDOM  --
4701,TORONTO SCHOOL OF AESTHETICS - VAUGHAN  --
4702,WILSHIRE ELEMENTARY SCHOOL  --
471,CND ACADEMY OF OSTEOPATHY & HOLISTIC HEALTH SCI  --
4712,FATHER BRESSANI CATHOLIC HIGH SCHOOL  --
4713,HOLY CROSS CATHOLIC ACADEMY HIGH SCHOOL  --
4714,IMMACULATE CONCEPTION CATHOLIC ELEMENTARY SCHOOL  --
4715,OUR LADY OF FATIMA SEPARATE SCHOOL  --
4716,PINE GROVE PUBLIC SCHOOL  --
4717,SAN MARCO CATHOLIC SCHOOL  --
4718,ST CATHERINE OF SIENA SEPARATE SCHOOL  --
4719,ST CLARE CATHOLIC ELEMENTARY SCHOOL  --
472,CATHY WEAVER ELEMENTARY SCHOOL
4720,ST CLEMENT SEPARATE SCHOOL  --
4721,ST FRANCIS OF ASSISI SEPARATE SCHOOL  --
4722,ST GABRIEL THE ARCHANGEL SCHOOL CATHOLIC ELEMENTORY SCHOOL  --
4723,ST GREGORY THE GREAT CATHOLIC ACADEMY  --
4724,ST JOHN BOSCO CATHOLIC SCHOOL  --
4725,ST MARGARET MARY CATHOLIC SCHOOL  --
4726,ST PETER SEPARATE SCHOOL  --
4727,WOODBRIDGE COLLEGE  --
4729,WOODBRIDGE PUBLIC SCHOOL  --
4730,TORONTO DISTRICT CHRISTIAN HIGH SCHOOL  --
4731,BLUE WILLOW PUBLIC SCHOOL  --
4732,ST ANGELA MERICI CATHOLIC ELEMENTARY SCHOOL  --
474,OUR LADY OF MOUNT CARMEL CATHOLIC SCHOOL  --
475,CARLETON UNIVERSITY  --
476,WOMENS COLLEGE HOSPITAL  --
477,SILVER CREEK PUBLIC SCHOOL  --
478,E C DRURY SCHOOL FOR THE DEAF  --
479,OXFORD LEARNING CENTRE  --
480,NATIONAL INSTITUTE OF ESTHESTICS  --
481,CORNERSTONE CHRISTIAN SCHOOL  --
482,NIAGARA COLLEGE OF APPLIED ARTS AND TECHNOLOGY  --
483,SOUTHERN ONTARIO DENTAL COLLEGE
484,COLUMBIA UNIVERSITY  --
485,CALDERSTONE MIDDLE SCHOOL  --
486,ST AGNES OF ASSISI ELEMENTARY SCHOOL  --
487,TRILLIUM WOODS ELEMENTARY P.S.  --
488,CENTRE DE LANGUES VERBALEZE  --
489,TORONTO POLYTECHNIC INSTITUTE  --
49,BISHOP TONNOS CATHOLIC SECONDARY SCHOOL  --
490,BRAMPTON CALEDON COMMUNITY LIVING  --
491,ST PADRE PIO  --
492,JULIA CENTRE INC  --
493,CEDARBRAE LIBRARY  --
494,ST WORDEN PUBLIC SCHOOL  --
495,JULLIARD PUBLIC SCHOOL  --
496,NORTH HILL PRIVATE SCHOOL  --
497,HAWTHORNE VILLAGE PUBLIC SCHOOL  --
499,THISTLETOWN COMMUNITY CENTRE  --
5,CENTRE DUFFERIN DISTRICT HIGH SCHOOL  --
50,BOBBY ORR PUBLIC SCHOOL  --
500,ESL - FELLOWSHIP BAPTIST CHURCH IN MARKHAM  --
5001,ALTON PUBLIC SCHOOL  --
501,MILES NADAL JEWISH COMMUNITY CENTRE  --
5011,BELFOUNTAIN PUBLIC SCHOOL  --
502,STONEBRIDGE PUBLIC SCHOOL  --
5021,ELLWOOD MEMORIAL PUBLIC SCHOOL  --
5022,HOLY FAMILY ELEMENTARY SCHOOL
5023,JAMES BOLTON PUBLIC SCHOOL  --
5024,MACVILLE PUBLIC SCHOOL  --
5025,POPE JOHN PAUL II SEPARATE SCHOOL
5026,ST JOHN THE BAPTIST ELEMENTARY SCHOOL  --
5027,HUMBERVIEW ELEMENTARY SCHOOL  --
5028,HUMBERVIEW SECONDARY SCHOOL  --
5029,ALLAN DRIVE MIDDLE SCHOOL  --
503,SENECA COLLEGE - MARKHAM CAMPUS  --
504,COLLEGE BOREAL  --
505,GOLDEN ORCHARD MONTESSORI SCHOOL  --
5051,DORSET DRIVE PUBLIC SCHOOL  --
5052,ST ANTHONY CATHOLIC SCHOOL  --
506,EAGLES NEST CHRISTIAN ACADEMY  --
507,TWENTIETH STREET JUNIOR SCHOOL  --
508,FOREST HEIGHTS COMMUNITY CENTER  --
509,COMMUNITY LIVING DISTRICT SCHOOL BOARD  --
51,BOLTON C FALBY PUBLIC SCHOOL  --
510,CALVARY BAPTIST SEMINARY  --
5100,STANLEY MILLS PUBLIC SCHOOL  --
5102,AGNES TAYLOR PUBLIC SCHOOL  --
5103,ALLOA PUBLIC SCHOOL  --
5104,ALOMA CRESCENT PUBLIC SCHOOL  --
5105,ARNOTT CHARLTON PUBLIC SCHOOL  --
5106,BALMORAL DRIVE SENIOR PUBLIC SCHOOL  --
5107,BEATTY-FLEMING SENIOR PUBLIC SCHOOL  --
5108,BIRCHBANK PUBLIC SCHOOL  --
5109,BISHOP FRANCIS ALLEN SCHOOL  --
511,PORT CARES
5110,B-PRO DOG GROOMING ACADEMY  --
5111,BRAMALEA SECONDARY SCHOOL  --
5112,BRAMPTON CENTENNIAL SECONDARY SCHOOL  --
5114,CARDINAL LEGER SECONDARY SCHOOL  --
5115,CARDINAL NEWMAN CATHOLIC SCHOOL - BRAMPTON  --
5118,CENTENNIAL SENIOR PUBLIC SCHOOL  --
5119,CENTRAL PEEL SECONDARY SCHOOL  --
512,INTERNATIONAL SCHOOL OF INTERDISCIPLINARY STUDIES  --
5120,CHERRYTREE ELEMENTARY SCHOOL  --
5121,CHILDRENS AID SOCIETY - PEEL
5122,CHILDRENS AID SOCIETY - BRAMPTON SECTION 19
5123,CHINGUACOUSY SECONDARY SCHOOL  --
5124,CLARK BOULEVARD PUBLIC SCHOOL  --
5125,CONESTOGA PUBLIC SCHOOL  --
5128,DIGS FOR KIDS I  --
5129,DIGS FOR KIDS II  --
513,OMNICOM SCHOOL OF LANGUAGES  --
5130,DIGS FOR KIDS III (ELEMENTARY)  --
5131,AL IMAN SCHOOL  --
5132,EASTBOURNE DRIVE PUBLIC SCHOOL  --
5133,ECOLE SAINTE JEANNE DARC  --
5135,ESKER LAKE PUBLIC SCHOOL  --
5136,FALLINGDALE PUBLIC SCHOOL  --
5137,FATHER C W SULLIVAN SCHOOL  --
5138,FATHER CLAIR TIPPING SCHOOL  --
5139,FAZCOM TRAINING LIMITED
514,HITHERFIELD PRIVATE SCHOOL  --
5140,FERNFOREST PUBLIC SCHOOL  --
5141,FLETCHERS CREEK PUBLIC SCHOOL  --
5142,FOLKSTONE PUBLIC SCHOOL  --
5143,GEORGES VANIER CATHOLIC SCHOOL  --
5144,GLENDALE PUBLIC SCHOOL  --
5145,GOLDCREST PUBLIC SCHOOL  --
5146,GORDON GRAYDON SENIOR PUBLIC SCHOOL  --
5147,GREENBRIAR SENIOR PUBLIC SCHOOL  --
5148,GRENOBLE PUBLIC SCHOOL  --
5149,HANOVER PUBLIC SCHOOL  --
5150,HAROLD F LOUGHIN PUBLIC SCHOOL  --
5152,HELEN WILSON PUBLIC SCHOOL  --
5153,HICKORY WOOD PUBLIC SCHOOL  --
5154,HILLDALE PUBLIC SCHOOL  --
5155,INDIVIDUAL EDUCATION CENTRE NORTH  --
5156,INTERNATIONAL INSTITUTE OF TRAVEL - BRAMPTON  --
5157,JEFFERSON PUBLIC SCHOOL  --
5158,KINGSWOOD DRIVE PUBLIC SCHOOL  --
5159,LESTER B PEARSON CATHOLIC SCHOOL  --
516,STUDY ENGLISH IN CANADA INC  --
5160,MADOC DRIVE PUBLIC SCHOOL  --
5162,MASSEY STREET PUBLIC SCHOOL  --
5163,MAYFIELD SECONDARY SCHOOL  --
5164,MCHUGH PUBLIC SCHOOL  --
5165,MELLENNIA INSTITUTE OF AESTHETICS  --
5166,MORTON WAY PUBLIC SCHOOL  --
5167,MOTHER MARY WARD SCHOOL  --
5168,NORTH PARK SECONDARY SCHOOL  --
5169,NORTH PEEL SECONDARY SCHOOL  --
517,MASSEY PUBLIC SCHOOL  --
5170,NORTHWOOD PUBLIC SCHOOL  --
5171,NOTRE DAME SECONDARY SCHOOL  --
5172,ONTARIO CORRECTIONAL INSTITUTE  --
5173,OUR LADY OF FATIMA CATHOLIC SCHOOL  --
5174,OUR LADY OF PEACE SCHOOL  --
5175,OUR LADY OF PROVIDENCE ELEMENTARY SCHOOL  --
5176,PARKHOLME SCHOOL  --
5177,PARKWAY PUBLIC SCHOOL  --
5178,PAULINE VANIER CATHOLIC ELEMENTARY SCHOOL  --
518,RCC INSTITUTE OF TECHNOLOGY  --
5180,PEEL MEMORIAL HOSPITAL  --
5181,RIDGEVIEW PUBLIC SCHOOL  --
5182,ROBERT H LAGERQUIST PUBLIC SCHOOL  --
5183,CASTLEMORE & ROBERT J LEE PUBLIC SCHOOL  --
5184,RUSSELL D BARBER PUBLIC SCHOOL  --
5185,SACRED HEART SEPARATE SCHOOL  --
5186,SAFETY TRUCK TRAINING SCHOOL
5187,SIR JOHN A MACDONALD MIDDLE SCHOOL  --
5188,SIR WILFRID LAURIER PUBLIC SCHOOL  --
5189,SIR WINSTON CHURCHILL PUBLIC SCHOOL  --
519,PAULINE JOHNSON ELEMENTARY SCHOOL  --
5190,SOMERSET DRIVE PUBLIC SCHOOL  --
5191,ST AGNES SEPARATE SCHOOL  --
5192,ST ANNE SEPARATE SCHOOL  --
5193,ST AUGUSTINE SECONDARY SCHOOL  --
5194,ST BRIGID SEPARATE SCHOOL  --
5195,ST CECILIA ELEMENTARY SCHOOL  --
5196,ST FRANCIS XAVIER ELEMENTARY SCHOOL  --
5197,ST JEAN BREBEUF SEPARATE SCHOOL  --
5198,ST JOACHIM SEPARATE SCHOOL  --
5199,ST JOHN BOSCO CATHOLIC SCHOOL  --
52,BRANT HALDIMAND NORFOLK CONTINUING ED CATH SCH BD  --
520,ANCASTER MEADOW ELEMENTARY SCHOOL  --
5200,ST JOHN FISHER SEPARATE SCHOOL  --
5201,ST JOSEPH SEPARATE SCHOOL  --
5202,ST KEVIN SEPARATE SCHOOL  --
5203,ST LEONARD SEPARATE SCHOOL  --
5204,ST MARGUERITE BOURGEOYS SEPARATE SCHOOL  --
5206,ST MARIA GORETTI ELEMENTARY SCHOOL  --
5207,ST MARY SEPARATE SCHOOL  --
5208,ST MONICA ELEMENTARY SCHOOL  --
5209,ST PATRICK SCHOOL  --
5210,ST STEPHEN SEPARATE SCHOOL  --
5211,ST THOMAS AQUINAS SECONDARY SCHOOL  --
5212,TERRY FOX PUBLIC SCHOOL  --
5213,TORONTO SCHOOL OF BUSINESS - BRAMPTON  --
5214,TURNER FENTON SECONDARY SCHOOL  --
5215,EARNSCLIFFE SENIOR SCHOOL  --
5216,VANIER SCHOOL FOR YOUNG OFFENDERS  --
5217,WESTERVELTS CORNERS PUBLIC SCHOOL  --
5218,WILLIAM GRENVILLE DAVIS SENIOR PUBLIC SCHOOL  --
5219,WILLIAMS PARKWAY SENIOR PUBLIC SCHOOL  --
522,SIR OLIVER MOWAT COLLEGIATE INSTITUTE  --
5221,GREAT LAKES PUBLIC SCHOOL  --
5223,BRAMPTON CHRISTIAN SCHOOL  --
5224,BRAMPTON MONTESSORI SCHOOL  --
5225,MARANATHA CHRISTIAN ACADEMY  --
5226,JOHN KNOX CHRISTIAN SCHOOL  --
5227,TREELINE PUBLIC SCHOOL  --
5228,LOCAL 787 REFRIGERATION WORKERS  --
524,MILLIKEN CHINESE CHURCH-ESL  --
526,WINDHAM RIDGE PUBLIC SCHOOL  --
527,BRAEMAR HOUSE SCHOOL  --
528,CANADIAN CHRISTIAN COLLEGE  --
529,CAREER ESSENTIALS  --
530,GARY ALLAN HIGH SCHOOL  --
5301,CHARLESTOWN RESIDENTIAL SCHOOL  --
531,HUNTINGTON PARK SCHOOL  --
5311,CALEDON EAST PUBLIC SCHOOL  --
5312,ROBERT F HALL CATHOLIC SECONDARY SCHOOL  --
5313,ST CORNELIUS SCHOOL  --
532,IQRA ISLAMIC SCHOOL  --
5321,CREDIT VIEW PUBLIC SCHOOL  --
533,W-K UNITED MENNONITE CHURCH  --
5331,HUTTONVILLE PUBLIC SCHOOL  --
534,MASTERS COLLEGE AND SEMINARY  --
5341,HERB CAMPBELL PUBLIC SCHOOL  --
5342,PEEL CHILDRENS CENTRE - INGLEWOOD  --
535,METRO TORONTO MOVEMENT FOR LITERACY  --
536,ONTARIO MUSEUM ASSOCIATION  --
537,PETERBOROUGH NATIVE LEARNING  --
538,PHD AUTOMATION TRAINING CENTRE  --
539,POPE JOHN PAUL II CATHOLIC ELEMENTARY SCHOOL  --
5401,BRONTE COLLEGE OF CANADA  --
5402,JOHAL TRUCK TRAINING SCHOOL  --
5404,ACADEMY OF LEARNING - MISSISSAUGA  --
5405,FAITH ALIVE CHRISTIAN SCHOOL  --
5407,ALL SAINTS SCHOOL - MISSISSAUGA  --
5408,ALLAN A MARTIN SENIOR PUBLIC SCHOOL  --
541,REAL ESTATE BOARD  --
5410,APPLEWOOD HEIGHTS SECONDARY SCHOOL  --
5411,ASCENSION OF OUR LORD SECONDARY SCHOOL  --
5412,ASHGROVE PUBLIC SCHOOL  --
5413,BARONDALE PUBLIC SCHOOL  --
5414,BISHOP SCALABRINI SEPARATE SCHOOL  --
5415,BLESSED TRINITY CATHOLIC SCHOOL - MISSISSAUGA  --
5416,BRANDON GATE PUBLIC SCHOOL  --
5417,BRIARWOOD PUBLIC SCHOOL  --
5418,BRITAIN INSTITUTE OF ESTHETICS & ELECTRO
5419,BRITANNIA PUBLIC SCHOOL  --
542,RICHARD IVEY SCHOOL OF BUSINESS  --
5420,BROOKMEDE PUBLIC SCHOOL  --
5421,BURNHAMTHORPE PUBLIC SCHOOL  --
5423,CAMILLA ROAD SENIOR PUBLIC SCHOOL  --
5424,CANADIAN AESTHETIC ACADEMY INC - MISSISS
5425,OUR LADY OF MERCY ELEMENTARY SCHOOL  --
5426,CANADIAN MARTYRS CATHOLIC SCHOOL - MISSISSAUGA  --
5428,CASHMERE AVENUE PUBLIC SCHOOL  --
5429,CAWTHRA PARK SECONDARY SCHOOL  --
543,RICHMOND GREEN SECONDARY SCHOOL  --
5430,CDI COLLEGE OF BUSINESS & TECHNOLOGY - MISSISSAUGA  --
5431,CENTRE FOR EDUCATION & TRAINING  --
5432,CHAMPLAIN TRAIL PUBLIC SCHOOL  --
5433,CHERRY HILL PUBLIC SCHOOL  --
5434,MENTOR COLLEGE  --
5435,CLARKSON PUBLIC SCHOOL  --
5436,CLARKSON SECONDARY SCHOOL  --
5437,CLIFTON PUBLIC SCHOOL  --
5438,COMMERCIAL BUSINESS COLLEGE - MISSISSAUGA  --
544,ROBERTA BONDAR PUBLIC SCHOOL  --
5440,CORLISS PUBLIC SCHOOL  --
5441,CORPUS CHRISTI SEPARATE SCHOOL - MISSISSAUGA  --
5442,CORSAIR PUBLIC SCHOOL  --
5443,CREDIT VALLEY PUBLIC SCHOOL  --
5444,DATA TECH TRAINING CENTRE  --
5445,DARCEL AVENUE SENIOR PUBLIC SCHOOL  --
5446,DEVRY INSTITUTE OF TECHNOLOGY - MISSISSAUGA  --
5447,DIVINE MERCY ELEMENTARY SCHOOL  --
5448,DIXIE PUBLIC SCHOOL
5449,DOLPHIN SENIOR PUBLIC SCHOOL  --
545,ST ANNE SETTLEMENT  --
5450,DUNRANKIN DRIVE PUBLIC SCHOOL  --
5451,ACADEMY OF LEARNING - DUNDAS  --
5452,ECOLE RENE LAMOUREUX  --
5453,ECOLE SECONDAIRE SAINTE FAMILLE  --
5454,ECOLE SEPAREE SAINT JEAN BAPTISTE  --
5455,EDENROSE PUBLIC SCHOOL  --
5456,EDENWOOD SENIOR SCHOOL  --
5457,ELLENGALE PUBLIC SCHOOL  --
5458,ELMCREST PUBLIC SCHOOL  --
5459,ERIN MILLS SENIOR PUBLIC SCHOOL  --
546,ST EMILY ELEMENTARY SCHOOL  --
5460,ERINDALE SECONDARY SCHOOL  --
5461,FAIRVIEW PUBLIC SCHOOL  --
5462,FAIRWIND SENIOR PUBLIC SCHOOL  --
5463,FALLINGBROOK MIDDLE SCHOOL  --
5464,FATHER DANIEL ZANON SCHOOL  --
5465,FATHER MICHAEL GOETZ SEPARATE SCHOOL  --
5466,FLORADALE PUBLIC SCHOOL  --
5467,FOREST AVENUE PUBLIC SCHOOL  --
5468,FOREST GLEN PUBLIC SCHOOL  --
5469,GARTHWOOD PARK PUBLIC SCHOOL  --
5470,GINAS SCHOOL OF AESTHETICS - MISSISSAUGA  --
5471,GLENFOREST SECONDARY SCHOOL  --
5472,GLENHAVEN SENIOR PUBLIC SCHOOL  --
5473,GORDON GRAYDON MEMORIAL SECONDARY SCHOOL  --
5474,GREEN GLADE SENIOR PUBLIC SCHOOL  --
5475,HAVENWOOD PUBLIC SCHOOL  --
5476,HAWTHORN PUBLIC SCHOOL  --
5477,HAZEL MCCALLION SENIOR PUBLIC SCHOOL  --
