,HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Dist,PD
15862,402,327,9261,22,F,Y,S,P,S,2,3,3,2,20.3,D,700,13.1036,10
15864,271,70,2450,20,F,Y,O,O,S,1,2,4,2,30.64,9,-1,4.918142,6
15865,116,70,2450,18,M,Y,O,O,S,2,5,3,1,11.35,B,2100,4.948467000000001,2
15867,3373,70,2450,25,F,Y,P,F,P,4,7,2,0,41.57,9,-1,32.58284,35
15869,443,70,2450,25,F,Y,P,F,P,1,7,2,0,17.01,9,-1,12.84645,11
15870,455,70,9209,88,F,N,O,O,P,0,3,1,0,5.07,9,-1,12.64247,11
15871,77,70,2450,28,F,Y,O,O,S,1,5,2,0,18.29,D,830,2.596989,1
15872,2435,70,2450,20,M,Y,O,O,S,3,4,4,0,25.07,9,-1,34.51126,31
15878,469,70,2450,18,M,Y,O,O,S,1,2,2,1,15.26,9,-1,18.02709,12
15885,252,71,9028,39,F,Y,P,P,P,1,4,2,1,18.12,9,-1,9.718271000000001,6
15888,480,476,9291,32,M,Y,P,F,P,4,4,5,0,27.38,D,1815,1.7348329999999998,12
15889,5110,2376,797,23,F,Y,S,P,P,2,5,3,0,54.03,9,-1,97.55895,46
15891,506,476,9291,28,M,Y,O,O,P,2,2,5,0,92.16,9,-1,8.327941,13
15892,4018,2140,E0480,38,F,N,S,H,P,2,6,3,2,19.7,9,-1,48.8913,39
15894,527,273,S089,27,F,N,O,O,S,0,7,2,0,29.49,B,820,7.79684,13
15895,346,331,447,20,M,N,O,O,S,0,2,3,0,45.96,B,700,4.119205,8
15897,347,331,447,34,F,Y,O,O,P,1,1,2,4,26.87,9,-1,4.294991,8
15898,39,42,S294,37,F,Y,G,F,P,0,4,2,0,11.38,9,-1,0.859107,1
15899,2434,582,A319,60,F,Y,O,O,P,2,1,2,1,13.51,D,845,14.414219999999998,31
15900,373,331,447,25,M,Y,O,O,P,0,1,3,0,78.66,B,700,10.45458,9
15901,537,228,1386,27,M,Y,S,P,P,1,4,3,2,28.95,B,1215,14.29417,13
15902,368,293,C236,18,M,Y,O,O,S,1,7,3,1,34.3,B,830,15.32076,9
15906,3694,3325,9302,26,M,Y,O,O,S,1,2,3,0,13.7,P,730,8.056626999999999,36
15907,3685,3850,770,39,M,Y,O,O,S,1,2,2,1,37.17,D,830,4.996965,36
15908,3712,3325,9302,19,F,N,O,O,S,1,7,3,1,15.08,B,800,11.951049999999999,36
15909,3691,3325,9302,24,M,Y,P,P,S,2,4,2,0,19.15,9,-1,9.806094000000002,36
15911,3606,3325,9302,18,M,Y,M,P,S,3,4,6,0,76.78,9,-1,8.507226999999999,36
15913,515,515,493,49,F,N,O,O,P,0,1,3,2,48.45,9,-1,0.0,13
15914,3366,3325,9302,20,F,N,S,P,S,1,4,5,2,104.78,P,835,2.1633920000000004,35
15915,3694,3325,9302,17,M,N,O,O,S,2,2,2,3,51.8,9,-1,8.056626999999999,36
15916,3349,3325,9302,25,F,N,O,O,S,0,2,2,0,13.22,B,710,4.860915,35
15917,3672,3325,9302,22,M,Y,O,O,S,0,3,2,0,48.06,B,1100,12.35297,36
15918,3830,3325,9302,32,F,Y,O,O,S,1,1,1,1,26.84,D,1025,12.94968,36
15920,3011,3325,9302,19,M,Y,O,O,S,3,6,4,1,28.19,D,730,13.21259,34
15921,2423,2396,9429,61,F,Y,O,O,S,1,5,3,0,25.43,P,820,6.5584560000000005,31
15922,3373,3325,9302,21,M,N,S,P,S,2,7,3,0,35.43,B,1100,10.96691,35
15923,3495,3325,9302,21,M,Y,O,O,S,2,7,3,0,30.37,9,-1,1.718214,35
15925,3429,3325,9302,33,F,Y,S,P,P,3,5,4,2,20.24,9,-1,5.7375430000000005,35
15927,522,70,2450,20,F,N,O,O,S,1,2,5,2,24.01,9,-1,16.6696,13
15929,433,446,C269,47,M,9,M,P,P,2,7,4,0,23.74,W,1800,0.996125,11
15931,84,70,2450,25,M,Y,S,P,P,1,2,1,0,23.39,D,820,4.108909000000001,1
15934,123,70,2450,55,F,Y,P,P,S,0,3,1,0,19.76,9,-1,7.947184,2
15935,181,70,2450,22,F,Y,O,O,S,2,5,4,0,22.97,9,-1,8.484445,4
15936,3354,70,2450,20,M,Y,O,O,S,2,6,3,1,8.69,B,815,35.86806,35
15937,1313,70,2450,42,M,Y,P,F,P,2,6,2,0,24.94,9,-1,69.68006,18
15940,3447,70,2450,40,F,Y,P,P,S,2,4,2,2,23.87,B,940,34.31135,35
15941,353,70,2450,25,F,N,O,O,S,1,5,6,2,84.07,B,630,15.29913,8
15942,353,70,2450,20,F,N,O,O,S,1,5,6,2,84.07,9,-1,15.29913,8
15946,322,215,9522,22,F,Y,O,O,S,2,6,2,0,23.5,D,740,18.53666,8
15948,452,70,2450,28,F,Y,P,F,P,1,5,2,0,43.62,9,-1,11.810459999999999,11
15950,250,70,2450,61,F,Y,P,P,P,1,3,2,1,4.8,9,-1,9.020786,6
15952,3385,3466,E0631,30,F,N,O,O,S,3,6,6,0,48.84,B,1200,5.840056,35
15953,250,476,9291,29,F,Y,S,F,P,2,6,2,0,16.47,9,-1,14.447239999999999,6
15954,383,476,9291,38,F,Y,P,F,P,1,5,3,2,29.22,9,-1,20.15185,9
15955,2388,476,9291,18,M,Y,O,O,S,1,3,3,2,40.67,9,-1,8.885112,31
15959,3863,3672,996,57,F,Y,O,O,P,0,1,2,0,23.98,W,835,1.118671,36
15960,3671,3842,9309,42,F,Y,P,F,P,2,6,3,0,15.04,9,-1,1.7954229999999998,36
15961,3429,3349,5156,37,F,Y,P,F,P,2,4,2,2,13.57,9,-1,4.017543,35
15963,150,218,9091,20,F,Y,O,O,S,1,7,4,0,20.57,B,1000,9.620684,3
15965,509,578,29,56,F,Y,O,O,S,0,1,1,0,6.39,B,800,8.068825,13
15966,196,218,9091,76,F,Y,O,O,P,1,7,1,0,8.27,9,-1,3.4413979999999995,4
15967,3674,3842,9309,23,M,Y,S,P,S,2,5,3,0,11.89,9,-1,5.352351,36
15968,223,218,9091,20,F,N,O,O,S,0,2,2,0,79.55,9,-1,5.487465,5
15969,3669,218,9091,21,M,Y,P,P,S,3,4,3,0,12.47,D,940,24.71864,36
15970,202,218,9091,58,F,N,G,F,P,0,3,1,0,20.05,B,1630,4.823275,4
15972,3607,3820,974,58,F,9,O,O,P,1,7,2,0,3.48,9,-1,8.557243,36
15973,520,218,9528,86,M,N,O,O,P,0,2,1,0,22.4,9,-1,12.597,13
15974,1060,526,9203,18,M,Y,O,O,S,2,7,6,0,34.53,B,645,25.25912,21
15976,2101,546,9454,27,F,Y,P,F,P,3,6,4,0,25.51,9,-1,36.86583,33
15977,2569,218,9091,20,F,N,O,O,S,1,4,2,2,9.35,J,700,33.75191,28
15978,3620,3842,9309,40,F,Y,S,F,P,3,5,2,2,25.44,9,-1,7.648774,36
15979,1189,218,9091,25,F,Y,S,P,P,3,4,4,0,30.15,9,-1,50.61146,23
15983,524,508,A090,37,F,N,O,O,P,0,2,3,1,39.84,W,910,2.167955,13
15985,113,273,C376,27,M,Y,S,P,S,0,2,2,0,33.59,9,-1,11.07315,2
15989,369,331,9112,20,M,N,O,O,S,1,2,3,1,12.66,9,-1,9.507529,9
15991,184,437,C354,41,F,Y,S,F,P,0,3,3,0,39.42,9,-1,8.102854,4
15994,3877,3666,E0150,33,F,Y,S,P,P,1,7,2,2,38.67,P,845,4.662012,36
15997,239,238,552,41,F,Y,O,O,P,1,3,2,0,14.03,B,800,2.797481,5
16002,3379,3325,9302,43,F,Y,G,F,P,1,3,1,2,11.85,9,-1,12.37954,35
16003,25,78,A332,26,M,Y,O,O,S,0,4,2,0,12.31,C,830,2.587136,1
16004,3810,3325,9302,35,M,Y,M,P,P,3,3,4,2,41.53,B,830,15.66813,36
16005,3355,3325,9302,20,M,9,O,O,S,2,4,3,0,23.23,P,1630,7.467098000000001,35
16009,4050,3325,9302,21,F,Y,S,P,S,3,6,3,1,24.44,D,730,49.43701,40
16010,3719,3612,E0349,60,F,N,O,O,P,1,2,2,2,12.49,B,830,1.618704,36
16012,3841,3850,770,39,M,Y,P,F,S,1,4,2,1,15.07,D,1900,1.366581,36
16013,3691,3325,9302,19,M,Y,O,O,S,1,2,5,1,37.6,D,1000,9.806094000000002,36
16018,3449,3325,9302,37,F,Y,S,F,P,2,3,2,0,49.12,9,-1,15.15793,35
16022,270,94,A376,31,F,Y,P,F,P,1,5,2,0,8.67,9,-1,7.776196999999999,6
16023,531,579,1697,46,M,N,M,F,S,0,1,2,2,47.97,9,-1,8.795444999999999,13
16024,2028,3325,9302,20,F,Y,S,P,S,5,6,4,1,45.68,D,1100,19.0117,33
16025,3840,3850,770,52,F,Y,S,P,S,2,2,2,1,30.42,D,845,7.464486999999999,36
16029,119,70,2450,18,F,N,G,P,S,1,3,3,2,67.69,P,745,5.521743000000001,2
16031,98,71,9028,29,M,Y,P,F,P,0,6,2,0,4.8,9,-1,4.0954369999999995,2
16032,2100,476,9291,19,M,Y,S,P,S,2,6,3,2,22.1,D,800,21.54353,33
16033,220,476,9291,39,M,N,S,P,S,0,2,2,1,28.51,B,935,10.700520000000001,4
16035,449,476,9291,31,F,N,P,J,P,1,6,5,0,35.12,B,1730,5.320645000000001,11
16037,243,476,9291,31,F,Y,O,O,P,1,3,2,2,35.3,9,-1,8.718613000000001,5
16038,233,424,A337,61,F,Y,O,O,S,1,2,2,0,21.75,9,-1,10.29734,5
16039,2405,476,9291,25,F,Y,O,O,S,1,1,2,0,29.08,P,1450,8.168463000000001,31
16040,101,476,9291,29,M,N,S,P,S,0,3,2,0,38.89,9,-1,21.19889,2
16041,400,476,9291,36,M,Y,O,O,P,1,5,2,2,34.82,D,1730,14.57043,10
16042,389,476,9291,48,M,Y,O,O,P,2,4,4,0,18.73,9,-1,14.875200000000001,10
16043,3515,3360,E0492,35,F,Y,O,O,S,0,2,1,4,36.92,B,830,1.00729,35
16044,3866,3672,996,32,F,Y,O,O,S,1,7,2,5,24.51,D,845,1.025397,36
16045,519,476,9291,20,M,N,S,P,S,2,2,4,1,60.35,B,1055,14.726899999999999,13
16046,606,476,9291,25,M,Y,O,O,S,1,3,4,0,36.45,9,-1,7.287031999999999,16
16049,592,476,9291,21,F,N,G,P,S,2,3,5,1,34.49,B,700,3.8841129999999997,16
16052,2135,476,9291,24,F,Y,G,F,P,2,6,4,0,22.2,D,1830,15.20567,33
16054,4159,3499,E0083,42,F,Y,O,O,S,2,3,2,0,62.38,D,715,14.726629999999998,37
16055,608,476,9291,24,F,N,O,O,P,1,7,3,0,17.13,B,1740,8.519878,16
16056,431,476,9291,32,M,Y,P,J,S,2,6,2,0,55.76,D,900,9.08222,11
16057,2140,476,9291,40,F,Y,O,O,S,1,2,2,0,31.48,B,1120,7.8807290000000005,33
16058,515,476,9291,19,F,N,O,O,S,1,7,3,2,22.86,9,-1,15.24972,13
16059,467,23,9511,24,M,Y,O,O,S,2,2,3,0,32.81,9,-1,15.95267,12
16060,238,476,9291,32,F,N,G,P,P,0,1,2,0,22.02,9,-1,6.473383000000001,5
16061,4016,4012,844,39,F,N,O,O,P,1,2,2,0,16.43,9,-1,1.774558,39
16062,105,71,9028,28,F,Y,P,F,P,1,4,2,0,74.12,9,-1,4.072479,2
16063,2366,476,9291,55,M,Y,P,F,P,2,7,2,1,8.48,B,1630,3.0990830000000003,31
16066,119,476,9291,40,F,Y,O,O,S,1,1,2,1,24.62,B,700,22.704349999999998,2
16070,483,476,9291,46,M,Y,G,P,S,1,2,2,4,37.67,D,905,2.715611,12
16073,14,476,9291,24,M,N,O,O,S,0,1,1,0,45.71,9,-1,17.930799999999998,1
16076,536,476,9291,20,M,Y,S,P,S,2,5,4,1,65.34,9,-1,13.68357,13
16077,79,67,9021,28,F,Y,9,F,P,1,3,2,0,18.77,9,-1,2.520667,1
16078,600,67,9021,19,F,Y,S,P,S,1,7,5,3,55.4,B,700,26.824060000000003,16
16079,61,67,9021,23,M,Y,O,O,P,3,6,3,0,14.23,9,-1,2.15377,1
16082,312,67,9021,18,F,N,P,P,S,1,3,3,0,12.76,B,1715,12.872819999999999,8
16086,106,67,9021,18,F,N,O,O,S,1,4,3,0,17.27,B,800,5.992331999999999,2
16087,447,157,9524,25,M,N,O,O,S,1,4,6,0,51.64,B,800,11.2826,11
16088,2706,67,9021,19,M,N,O,O,S,2,6,5,0,18.96,9,-1,40.65259,30
16089,2419,67,9021,21,F,Y,S,P,S,3,7,5,0,37.49,9,-1,31.87154,31
16090,467,67,9021,19,M,N,S,P,S,1,4,6,0,22.67,B,1030,18.096970000000002,12
16092,3680,391,9092,21,M,Y,O,O,S,2,5,3,0,30.94,B,1100,26.99302,36
16093,2121,391,E0471,27,M,Y,O,O,S,0,2,1,0,61.19,B,1010,4.144365,33
16094,483,391,9092,17,M,N,O,O,S,0,3,1,1,30.89,B,900,14.90143,12
16095,2420,391,9092,27,M,Y,P,P,S,2,3,3,0,11.96,B,1100,22.04037,31
16096,4176,391,9092,50,M,Y,O,O,S,1,3,2,4,36.58,D,635,49.5787,37
16097,452,391,E0471,18,M,N,O,O,S,1,3,4,0,34.74,B,730,9.153450000000001,11
16098,5144,391,9092,50,F,Y,P,F,P,3,6,3,0,45.86,9,-1,76.46391,46
16099,3365,391,9092,26,M,Y,S,F,P,3,5,4,0,23.87,9,-1,28.8244,35
16100,209,391,9092,26,F,N,P,F,P,0,4,2,0,21.78,9,-1,14.51471,4
16101,2232,391,9092,33,M,Y,P,F,P,2,4,2,0,40.7,9,-1,22.8051,29
16102,2449,391,9092,18,F,Y,S,P,S,2,7,4,1,89.26,B,715,21.99648,31
16103,443,391,9092,22,F,Y,O,O,S,1,7,3,0,14.38,B,930,7.787525,11
16104,3628,391,9092,23,M,Y,O,O,S,2,5,3,1,17.92,B,730,16.34328,36
16105,3456,391,9092,21,M,Y,S,P,S,2,5,4,0,11.54,9,-1,32.81334,35
16106,403,391,9092,25,M,Y,S,P,S,2,4,3,0,20.15,B,1800,6.219446999999999,10
16107,153,391,9092,18,F,Y,G,P,S,4,5,4,0,14.67,B,800,8.375458,3
16108,2433,391,9092,23,M,9,O,O,S,0,1,3,1,23.37,9,-1,24.867900000000002,31
16109,3356,391,9092,27,F,Y,S,P,S,4,4,8,0,22.67,9,-1,20.62177,35
16110,374,391,9092,22,F,Y,S,P,S,1,3,4,1,11.76,9,-1,8.604383,9
16113,2383,67,9021,24,F,Y,O,O,S,2,2,3,0,17.04,D,700,29.39702,31
16115,3686,4069,E0328,25,F,Y,O,O,S,1,4,2,0,18.71,P,730,31.13886,36
16117,212,157,9524,21,F,N,S,P,S,0,2,5,1,13.49,B,800,7.33976,4
16118,139,157,9524,19,M,N,O,O,S,1,4,6,0,60.27,B,730,4.68821,3
16119,3100,67,9021,20,F,Y,O,O,S,3,7,5,1,39.1,D,600,55.72622,34
16125,250,67,9021,21,F,Y,S,P,S,2,3,5,0,16.66,P,730,10.148209999999999,6
16128,509,600,987,52,M,Y,O,O,S,2,5,3,2,4.67,D,1230,9.657472,13
16129,106,67,9021,20,F,N,S,P,S,1,5,5,0,24.11,9,-1,5.992331999999999,2
16132,266,67,9021,31,F,N,O,O,S,1,7,2,0,6.88,9,-1,6.263946999999999,6
16133,177,157,9524,22,M,N,O,O,S,2,7,5,2,16.17,B,700,3.205906,3
16137,2222,391,9092,25,M,Y,O,O,S,3,6,3,1,21.56,D,900,20.86027,29
16138,2098,391,9092,19,F,N,O,O,S,1,4,3,1,18.37,9,-1,9.253344,33
16139,23,391,C405,38,M,Y,S,F,P,1,3,3,1,58.3,9,-1,18.82589,1
16140,150,391,9092,20,M,N,S,P,S,1,3,4,0,30.8,P,1045,10.43147,3
16141,3629,391,9092,19,M,Y,O,O,S,2,6,3,1,8.25,B,1100,14.32403,36
16144,537,391,9092,21,M,Y,P,F,S,2,2,4,0,28.42,9,-1,24.334130000000002,13
16145,3419,391,9092,21,M,Y,O,O,S,2,3,5,1,34.08,9,-1,23.405900000000003,35
16146,459,391,9092,21,M,Y,O,O,S,3,6,4,0,32.11,D,800,8.739983,11
16147,2110,391,9092,18,F,N,O,O,S,2,3,5,1,34.52,9,-1,8.369716,33
16148,536,391,9092,21,F,Y,O,O,S,1,4,3,1,15.44,B,900,25.58331,13
16149,2098,391,9092,19,F,Y,G,P,S,3,4,3,1,21.75,D,1030,9.253344,33
16150,2202,391,9092,23,F,Y,S,P,S,3,5,3,0,26.51,D,1100,9.963359,29
16151,113,391,9092,34,M,Y,S,P,S,0,4,2,0,4.33,9,-1,16.22673,2
16152,2123,391,9092,22,M,Y,O,O,S,2,3,3,1,28.54,P,800,5.074627,33
16153,441,391,9092,23,F,N,S,P,P,1,6,3,2,32.17,9,-1,8.679727,11
16154,3694,391,9092,19,M,Y,O,O,S,2,7,3,3,15.67,D,1140,29.9816,36
16155,398,391,9092,23,F,Y,O,O,S,0,2,8,0,22.91,W,800,1.7730339999999998,10
16156,582,391,9092,29,F,Y,P,F,P,1,1,2,0,17.52,9,-1,19.84845,16
16157,155,391,9092,19,M,Y,O,O,P,3,7,3,2,12.38,D,1000,6.801571999999999,3
16158,2430,476,9291,45,M,Y,P,F,P,2,6,2,2,18.77,D,1630,13.188709999999999,31
16160,390,402,S586,26,M,N,O,O,S,0,2,4,0,22.39,B,930,4.264774999999999,10
16162,412,476,9291,19,F,Y,S,P,S,3,7,4,0,11.95,9,-1,13.6409,10
16163,513,476,9291,25,F,N,G,P,S,2,3,3,0,13.03,B,900,14.40996,13
16165,467,476,9291,30,F,Y,O,O,P,2,2,2,1,28.86,9,-1,2.890688,12
16166,5229,5073,9481,20,F,Y,O,O,S,3,6,3,3,49.17,9,-1,19.70742,41
16167,534,476,9291,18,F,N,S,P,S,2,7,5,1,40.39,B,1000,12.836649999999999,13
16168,212,476,9291,38,F,Y,O,O,S,1,1,1,0,13.28,D,1630,12.62271,4
16169,2386,476,9291,20,F,Y,O,O,S,1,7,2,2,27.33,D,720,9.32493,31
16171,233,476,9291,24,F,N,O,O,S,0,2,3,0,31.9,9,-1,6.095023,5
16172,2251,476,9291,35,F,Y,P,P,P,1,3,2,2,8.35,P,1030,7.897340999999999,29
16173,2423,476,9291,20,F,Y,S,P,S,3,1,4,1,61.5,9,-1,10.99846,31
16174,2405,476,9291,26,M,Y,P,P,S,1,3,2,0,22.21,9,-1,8.168463000000001,31
16175,513,402,S586,29,F,N,M,P,P,2,5,6,1,17.36,P,1830,30.089959999999998,13
16177,2443,476,9291,24,M,Y,G,P,S,3,7,3,0,26.38,D,800,16.143,31
16178,63,71,9028,28,F,Y,P,F,P,2,6,2,0,15.39,B,1730,3.421836,1
16179,2454,476,9291,22,M,Y,G,F,P,3,5,3,0,30.17,9,-1,17.79968,31
16181,491,67,9021,22,M,N,O,O,S,1,4,3,0,17.44,9,-1,21.69719,13
16183,194,157,9524,50,M,Y,O,O,P,3,1,3,0,4.6,D,1000,4.1236880000000005,4
16186,463,67,9021,18,F,N,O,O,S,2,6,3,2,27.31,U,1505,15.29686,11
16187,4037,4069,E0328,19,F,Y,O,O,S,4,7,4,0,26.74,P,700,14.63185,39
16188,3690,4124,9407,22,M,Y,O,O,S,4,5,5,0,27.48,D,720,24.590970000000002,36
16189,464,157,9524,52,M,Y,O,O,P,1,4,3,0,19.23,D,1000,9.46383,11
16190,5166,4069,E0328,34,M,Y,P,F,P,1,4,1,0,48.26,9,-1,21.2605,46
16191,4055,4069,E0328,28,F,N,P,J,P,1,5,2,1,16.39,9,-1,7.851611999999999,40
16192,431,157,9524,42,F,Y,O,O,P,1,1,2,1,11.86,9,-1,9.470365,11
16194,2248,67,9021,19,F,N,O,O,S,2,3,3,1,26.7,B,1000,23.16195,29
16196,134,67,9021,20,F,N,S,P,S,1,4,2,0,19.41,B,1100,13.35778,3
16198,3683,67,9021,23,F,Y,O,O,S,1,6,3,1,24.12,9,-1,31.3021,36
16201,3637,4069,E0328,20,F,Y,O,O,S,3,5,4,0,16.37,9,-1,28.394299999999998,36
16202,3684,4069,E0328,21,M,Y,S,J,S,4,7,4,0,42.02,B,800,27.032400000000003,36
16204,571,67,9021,19,M,N,O,O,S,2,5,3,1,36.67,9,-1,27.21863,15
16205,191,391,9092,21,F,Y,S,P,S,1,3,4,0,26.3,B,730,11.77978,4
16206,153,391,9092,22,F,Y,P,P,S,3,4,4,0,17.15,B,825,8.375458,3
16207,2440,391,9092,19,F,N,S,P,S,2,6,4,0,37.12,B,1500,28.364240000000002,31
16208,585,391,9092,40,F,Y,G,F,P,2,6,2,2,18.2,9,-1,17.14446,16
16209,613,577,886,57,F,N,O,O,S,0,2,2,0,47.5,W,815,2.4783530000000003,16
16211,182,391,9092,19,M,Y,O,O,S,2,7,5,1,79.51,B,1100,9.256995000000002,4
16212,2013,391,9092,17,M,Y,S,P,S,3,7,4,2,29.9,B,715,20.077090000000002,33
16213,229,391,C405,20,M,N,S,P,S,2,4,3,2,29.44,9,-1,12.7202,5
16214,3459,391,9092,21,M,Y,O,O,S,3,5,4,1,54.48,B,945,32.4962,35
16215,2397,391,9092,22,M,Y,O,O,S,3,5,4,2,29.55,D,900,15.70284,31
16216,3716,391,9092,23,M,N,S,P,S,3,7,4,0,11.9,9,-1,35.32466,36
16217,2127,391,9092,27,F,Y,O,O,S,4,2,5,0,61.52,D,730,7.059514,33
16218,2058,391,9092,19,F,N,P,P,S,1,2,3,0,27.41,P,800,8.632058,33
16219,130,391,9092,19,M,N,S,P,S,0,3,2,0,9.95,9,-1,12.66252,3
16221,439,391,9092,22,F,Y,O,O,S,4,6,4,0,18.16,9,-1,7.631019,11
16222,443,391,9092,30,M,Y,P,F,P,1,3,1,0,23.76,9,-1,7.787525,11
16223,2123,391,9092,18,F,Y,S,P,S,2,7,3,1,16.53,P,1230,5.074627,33
16224,66,70,2450,24,F,Y,P,F,S,0,4,2,0,22.11,9,-1,2.6725100000000004,1
16225,542,70,2450,37,F,Y,P,P,P,2,6,2,2,19.35,9,-1,11.47728,14
16227,21,70,9209,23,M,Y,O,O,S,0,1,1,0,62.4,C,1215,2.353902,1
16229,374,402,S586,29,F,N,O,O,P,1,7,2,0,22.13,9,-1,4.290266,9
16231,2440,476,9291,31,F,N,G,F,P,3,5,5,0,37.07,9,-1,18.11532,31
16234,2120,476,9291,35,M,Y,M,F,P,1,4,2,3,26.52,9,-1,12.60242,33
16236,415,476,9291,32,M,Y,P,P,S,1,4,2,0,42.85,D,800,15.272020000000001,10
16238,2382,476,9291,21,M,Y,O,O,S,5,6,6,0,34.76,U,630,11.961379999999998,31
16239,245,476,9291,21,M,N,S,P,S,0,2,2,0,45.33,B,830,9.354184000000002,5
16240,3371,476,9291,28,F,Y,O,O,P,1,4,2,0,29.81,9,-1,38.40486,35
16241,592,476,9291,31,F,Y,P,F,P,1,3,2,1,18.41,9,-1,3.8841129999999997,16
16242,550,476,9291,24,F,N,O,O,S,0,3,3,2,19.95,B,1200,16.11435,14
16243,133,71,9037,19,M,N,O,O,S,1,4,3,2,5.9,B,1300,12.07712,3
16244,384,476,9291,22,F,Y,S,P,S,2,5,3,0,12.53,9,-1,19.50766,10
16245,3354,476,9291,21,F,Y,S,P,S,2,3,3,0,14.58,B,720,40.67077,35
16246,2449,476,9291,28,M,Y,G,F,P,2,4,6,0,72.75,B,1700,11.63452,31
16247,411,476,9291,23,M,Y,S,P,S,3,2,4,0,22.54,D,730,15.958290000000002,10
16248,2143,476,9291,21,M,Y,O,O,P,5,6,5,0,66.02,9,-1,10.43978,33
16249,3364,3499,E0083,19,F,N,O,O,S,3,4,3,2,43.71,P,1145,4.5191490000000005,35
16250,480,476,9291,54,F,Y,S,F,P,1,7,1,0,18.22,9,-1,1.7348329999999998,12
16251,2022,476,9291,36,F,Y,P,F,P,2,5,2,2,15.46,9,-1,26.56548,33
16253,2244,476,9291,24,M,Y,G,F,P,2,2,2,0,26.54,9,-1,11.98933,29
16254,468,2140,E0480,26,M,N,M,P,P,1,6,6,0,30.23,9,-1,6.998109,12
16256,577,476,9291,19,M,Y,O,O,S,1,1,4,2,28.14,B,805,13.318629999999999,16
16257,472,476,9291,21,F,N,O,O,S,2,6,3,2,42.76,B,725,2.061842,12
16258,3358,476,9291,28,M,Y,P,F,P,3,5,3,0,3.59,9,-1,32.24109,35
16259,515,476,9291,21,M,N,S,P,S,1,7,3,2,22.86,9,-1,15.24972,13
16260,390,402,S586,26,M,N,O,O,S,0,3,4,0,22.39,9,-1,4.264774999999999,10
16261,223,476,9291,32,F,N,O,O,P,1,4,2,3,46.52,B,1700,9.461292,5
16262,3724,3672,9216,43,F,N,O,O,P,0,7,6,2,72.17,9,-1,0.8495830000000001,36
16263,25,71,9028,29,F,Y,P,F,S,1,6,2,0,12.31,B,1600,4.174835,1
16264,2611,476,9291,25,F,Y,G,F,P,2,3,2,0,23.38,9,-1,34.201449999999994,27
16265,621,476,9291,22,F,Y,9,P,S,3,7,5,0,53.25,B,820,12.0389,16
16266,135,476,9291,40,F,Y,S,F,P,2,3,3,1,12.76,9,-1,19.674709999999997,3
16267,518,476,9291,33,F,Y,O,O,S,1,3,2,2,46.82,D,1015,15.34938,13
16268,414,408,S508,37,F,N,O,O,S,2,4,5,1,39.5,B,800,2.5888079999999998,10
16269,2209,476,9291,26,M,Y,O,O,S,1,3,3,0,31.3,9,-1,12.756530000000001,29
16270,442,476,9291,36,M,Y,P,P,S,1,7,2,0,21.54,B,700,7.041489,11
16271,385,476,9291,21,M,Y,O,O,S,4,7,4,0,11.79,D,800,18.15791,10
16272,1060,476,9291,23,M,Y,O,O,S,2,2,6,3,28.75,B,720,29.92932,21
16273,435,476,9291,26,M,Y,P,F,P,3,6,5,0,28.25,D,830,7.053828,11
16274,432,67,9021,24,F,Y,O,O,S,2,4,2,0,16.05,D,730,16.72747,11
16275,3691,4069,E0328,20,M,Y,S,P,S,3,5,4,0,29.94,B,800,31.48378,36
16276,4035,67,9021,21,F,N,S,P,S,1,5,2,0,17.43,9,-1,35.310199999999995,39
16280,2128,67,9021,26,F,Y,O,O,S,3,2,5,0,39.1,B,1040,22.071930000000002,33
16282,165,35,679,26,F,Y,O,O,S,2,7,4,2,29.25,P,1100,7.6169080000000005,3
16284,436,157,9524,23,F,N,S,P,S,0,2,2,0,63.02,B,730,7.6671830000000005,11
16285,591,600,987,58,F,9,O,O,S,2,7,3,0,22.88,P,900,2.443806,16
16286,1206,157,9524,36,F,Y,O,O,P,2,3,3,3,16.23,D,805,51.113910000000004,23
16287,3355,67,9021,24,M,Y,S,P,S,1,3,4,0,28.93,9,-1,31.268099999999997,35
16290,134,141,S167,39,F,N,O,O,S,1,7,3,0,14.8,P,830,3.2906009999999997,3
16294,2120,70,2450,20,F,N,O,O,S,2,4,4,0,31.46,B,700,16.87003,33
16299,25,70,2450,32,F,Y,P,F,P,1,6,2,0,12.31,9,-1,3.782598,1
16302,131,141,S167,60,F,Y,O,O,S,1,7,1,5,57.37,D,900,1.861665,3
16303,51,71,S455,30,F,Y,P,P,S,0,2,1,0,21.0,9,-1,2.027829,1
16304,479,476,9291,19,F,N,O,O,S,3,4,4,0,28.57,W,830,0.40474,12
16308,389,476,9291,19,F,Y,S,P,P,1,3,3,1,28.02,9,-1,14.875200000000001,10
16309,592,476,9291,21,F,N,O,O,S,2,7,4,0,9.96,9,-1,3.8841129999999997,16
16311,2435,476,9291,20,F,Y,O,O,S,2,1,4,3,31.71,B,1155,16.67413,31
16312,232,476,9291,21,M,N,S,F,P,0,2,5,2,55.27,9,-1,4.039748,5
16313,476,476,9291,21,F,Y,O,O,S,1,1,2,0,29.0,W,925,0.0,12
