,HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Dist,PD
2014,2251,2667,9290,37,M,Y,M,F,P,1,4,2,2,13.83,9,-1,20.86866,29
2015,3379,38,9031,54,F,Y,P,F,P,2,5,2,0,6.99,9,-1,37.90907,35
2016,1072,38,9031,21,M,Y,P,P,S,3,2,3,1,14.22,P,1530,38.016059999999996,21
2017,4139,5119,9270,19,M,Y,M,P,S,4,6,4,0,10.67,D,605,42.97957,38
2018,5175,5198,9011,19,M,Y,P,P,S,1,1,4,0,10.18,W,800,0.7319249999999999,46
2019,230,25,9244,24,M,N,S,P,S,1,4,4,0,31.52,9,-1,13.09675,5
2020,1200,25,9244,22,F,Y,O,O,S,4,7,6,0,47.56,9,-1,51.28522,23
2021,3190,38,9031,23,F,Y,O,O,S,3,3,4,1,46.41,9,-1,40.72624,34
2022,3810,25,9244,20,F,N,S,P,S,3,6,6,1,13.71,J,630,36.32829,36
2023,200,25,9244,20,F,N,O,O,S,1,5,3,0,17.85,B,2125,7.718081999999999,4
2024,2363,25,9244,36,F,9,O,O,S,2,3,4,0,8.49,B,725,20.20067,31
2025,383,25,9244,29,F,9,O,O,P,2,1,4,0,48.47,B,1500,23.80311,9
2026,412,25,9244,28,M,Y,O,O,P,1,2,2,1,14.11,9,-1,18.07676,10
2027,3363,2667,9290,29,F,Y,O,O,S,2,3,2,3,50.92,D,645,40.17485,35
2028,411,38,C201,27,F,N,O,O,S,3,6,4,0,10.71,B,920,16.83878,10
2029,65,25,9244,21,F,N,S,P,S,1,6,3,0,14.12,9,-1,1.8508339999999999,1
2031,363,38,9031,31,M,Y,P,F,P,1,3,1,0,5.3,9,-1,19.18336,9
2032,278,25,9244,19,F,Y,O,O,S,2,7,3,0,17.78,B,1130,3.693043,6
2033,25,38,9031,20,F,Y,S,P,S,0,3,2,0,17.79,9,-1,1.52949,1
2034,4103,25,9244,19,M,Y,O,O,S,1,4,3,2,9.88,J,1920,52.045730000000006,38
2035,2434,5198,9011,18,M,N,S,P,S,4,6,4,3,52.43,9,-1,98.99395,31
2036,606,57,A512,30,M,Y,M,F,P,2,7,3,0,22.28,9,-1,24.20312,16
2037,400,25,9244,20,M,Y,O,O,S,2,4,4,0,12.76,B,740,19.81746,10
2038,4041,5198,9011,21,M,Y,O,O,S,2,6,2,0,26.03,9,-1,28.18893,39
2039,167,25,9244,19,F,Y,O,O,S,2,3,4,0,31.3,B,630,6.715553000000001,3
2040,1075,25,9244,65,F,N,O,O,S,1,3,4,0,20.5,J,630,34.33632,21
2041,2363,5198,9011,21,F,Y,P,F,S,1,7,2,0,43.67,9,-1,84.67016000000001,31
2042,381,25,9244,20,F,Y,O,O,S,1,2,4,0,24.49,B,1045,24.00047,9
2043,3630,38,9031,42,M,Y,P,F,P,1,4,3,0,9.75,9,-1,25.111759999999997,36
2044,34,25,9244,22,M,9,O,O,S,0,1,2,0,21.35,9,-1,0.9276639999999999,1
2046,114,69,9103,30,F,Y,P,P,S,1,5,1,0,32.57,9,-1,4.981547000000001,2
2047,264,25,9244,19,M,N,O,O,S,0,7,3,0,11.97,B,830,5.801714,6
2048,2208,38,9031,23,M,Y,S,F,P,3,4,4,0,42.02,9,-1,24.93629,29
2049,251,38,9031,22,F,9,O,O,S,1,4,3,1,18.15,B,600,7.994742,6
2050,250,22,817,29,M,Y,P,F,P,2,6,2,0,16.47,9,-1,7.716546999999999,6
2051,177,38,9031,18,F,N,O,O,S,1,2,3,1,14.87,B,710,8.345644,3
2052,38,38,9031,18,F,Y,O,O,S,0,1,1,0,25.23,W,1345,0.0,1
2053,5060,5198,9011,21,F,N,O,O,S,2,2,5,0,60.81,9,-1,11.730799999999999,46
2054,1153,25,9244,18,F,Y,S,P,S,1,4,3,1,17.33,J,700,41.67155,22
2055,552,38,9031,24,F,Y,S,P,S,1,3,3,1,17.76,B,1105,17.13507,14
2056,133,38,9031,35,M,Y,P,F,P,2,4,2,0,48.95,9,-1,14.489469999999999,3
2057,464,25,9243,19,F,N,O,O,P,1,5,3,0,80.81,B,1430,14.2113,11
2058,185,38,9031,32,M,Y,O,O,P,0,6,2,0,22.68,9,-1,5.836634,4
2059,1072,38,C201,25,M,Y,O,O,S,3,4,4,0,27.34,9,-1,38.016059999999996,21
2060,67,38,9031,39,M,Y,P,F,P,2,6,2,0,8.1,W,1800,1.6134779999999997,1
2061,5129,5198,9011,23,M,Y,O,O,S,3,6,4,0,92.07,P,1300,6.428893,46
2063,491,25,9244,21,M,Y,S,P,S,1,5,3,0,18.32,B,1025,20.04392,13
2064,441,38,9031,19,F,Y,S,P,S,4,4,5,0,13.17,9,-1,12.02725,11
2065,3863,5198,9011,51,M,Y,P,F,P,1,5,3,1,33.17,9,-1,48.89369,36
2066,5166,25,9244,31,F,Y,P,F,P,1,3,1,0,48.32,9,-1,68.91422,46
2067,46,38,9031,22,F,Y,O,O,S,0,1,2,0,28.93,P,1330,1.368845,1
2068,3518,25,9244,32,M,Y,P,F,P,1,2,2,0,19.67,9,-1,31.44126,35
2069,1,22,817,57,F,Y,P,H,P,1,6,1,0,7.63,9,-1,6.044089,1
2070,21,25,9244,51,M,Y,S,P,S,0,4,2,0,16.79,C,1030,2.057186,1
2071,2022,38,9031,20,M,Y,S,P,S,2,5,4,2,19.88,G,700,31.11033,33
2072,5157,5198,7290,18,M,N,S,P,S,1,5,3,1,82.91,B,830,8.140342,46
2074,271,38,C201,25,F,N,G,P,P,1,7,3,1,59.01,B,800,3.0265570000000004,6
2075,3688,38,9031,19,M,Y,O,O,S,3,7,4,0,30.08,9,-1,29.93094,36
2076,2235,5198,9011,41,F,Y,S,F,P,2,6,2,2,25.28,9,-1,93.95102,29
2077,36,38,9031,38,M,Y,O,O,S,1,3,2,0,10.08,W,900,1.14567,1
2078,555,38,9031,27,M,N,G,J,P,2,6,5,0,18.61,9,-1,19.55397,14
2079,2417,38,9031,20,F,Y,O,O,S,1,5,3,0,34.82,B,700,32.46816,31
2080,2363,2667,9290,44,F,Y,O,O,S,1,5,2,2,19.63,B,900,22.989369999999997,31
2081,110,25,9244,26,M,N,S,P,S,0,2,2,0,39.65,B,530,5.570017,2
2082,5171,5198,9011,25,F,Y,P,P,S,1,2,1,0,24.81,D,700,4.395624,46
2083,407,25,9244,27,F,N,M,P,S,1,3,3,3,8.99,B,730,17.43086,10
2085,467,465,550,25,F,Y,O,O,S,1,7,1,0,49.36,W,930,1.745751,12
2086,535,25,9244,21,M,N,O,O,S,1,4,4,1,43.97,B,700,11.996319999999999,13
2087,64,57,9093,26,F,Y,O,O,S,1,3,1,0,18.42,W,900,1.4208589999999999,1
2088,521,25,9244,21,M,Y,P,P,S,3,4,4,1,43.62,D,800,17.01084,13
2089,464,25,9244,21,M,Y,O,O,S,1,4,3,0,19.23,B,1200,14.2113,11
2090,2107,25,9244,18,F,Y,S,P,S,3,6,4,0,8.54,G,900,27.48195,33
2091,1325,2667,9290,22,M,Y,S,P,S,1,1,3,0,20.36,P,645,77.025,17
2093,3370,38,9031,28,F,Y,S,P,S,2,4,3,1,59.77,9,-1,37.439989999999995,35
2094,374,38,9031,23,F,N,O,O,S,0,4,4,0,13.24,9,-1,20.61088,9
2095,2122,25,9244,18,M,Y,O,O,S,3,7,5,0,60.07,9,-1,20.36108,33
2096,200,44,9406,27,F,9,O,O,S,0,7,2,0,29.78,B,815,4.161764,4
2097,1060,38,9031,22,F,Y,O,O,S,2,2,4,1,75.26,G,645,37.134800000000006,21
2098,226,25,9244,22,M,N,O,O,S,7,6,8,0,34.87,9,-1,10.56377,5
2099,5139,5198,9011,27,M,Y,P,J,S,3,6,3,0,18.15,9,-1,8.199741,46
2100,3442,38,9031,18,M,Y,O,O,S,2,5,4,1,46.03,B,600,38.0283,35
2101,1096,25,9244,21,M,N,O,O,S,2,4,4,0,31.05,J,525,37.01779,21
2102,3672,38,9031,33,M,Y,P,F,P,1,5,1,0,22.18,9,-1,24.31043,36
2103,595,25,9244,21,F,Y,G,P,S,2,6,4,0,14.3,9,-1,20.02858,16
2104,150,25,9244,18,F,N,S,P,S,2,5,4,1,42.81,B,1300,11.013219999999999,3
2105,17,25,9244,19,F,N,O,O,S,1,3,6,2,29.86,B,800,1.255547,1
2106,131,38,9031,29,M,N,O,O,S,1,1,3,3,24.79,B,400,12.59639,3
2108,411,25,9244,21,F,Y,9,P,S,2,3,4,0,14.61,9,-1,18.21988,10
2109,434,38,9031,19,F,Y,O,O,S,2,3,2,0,62.97,B,1100,15.80719,11
2110,23,38,9031,26,M,Y,O,O,S,0,7,2,0,43.39,W,800,1.111839,1
2111,5198,5198,9011,26,F,Y,O,O,S,1,2,4,0,37.18,W,1500,0.0,46
2112,3519,371,9261,25,F,Y,O,O,P,2,4,7,1,57.35,9,-1,6.685555,35
2113,2229,391,9092,38,M,Y,P,F,P,3,4,4,2,33.9,9,-1,25.07877,29
2114,3810,391,9092,20,F,Y,O,O,S,2,7,4,0,26.18,9,-1,37.3834,36
2115,469,391,9092,21,M,Y,S,P,S,1,7,5,0,45.88,B,810,12.27826,12
2116,413,391,9092,24,M,Y,S,P,S,2,6,3,1,12.11,9,-1,4.1414409999999995,10
2117,3337,391,E0471,20,M,Y,O,O,S,2,7,3,0,30.27,B,920,16.97054,35
2118,2457,391,S118,19,F,Y,O,O,S,2,5,3,0,4.63,9,-1,28.73363,31
2119,175,391,9092,47,F,Y,P,F,P,12,6,6,2,29.56,D,1545,11.69102,3
2120,3668,391,9092,23,F,Y,S,P,S,3,6,5,0,50.29,D,1630,26.92862,36
2122,2124,391,9092,19,F,Y,S,P,S,0,4,3,0,17.02,B,1000,6.082037,33
2123,454,452,E0605,67,F,N,O,O,P,0,1,2,0,9.4,W,900,0.538553,11
2124,600,391,9092,20,F,Y,O,O,S,1,4,3,0,10.45,P,800,18.81172,16
2126,2139,391,9092,21,F,Y,S,P,S,1,4,2,0,46.37,9,-1,5.4508280000000005,33
2127,254,391,9092,67,F,Y,O,O,S,1,5,2,0,22.45,9,-1,25.54136,6
2128,38,391,C405,23,M,Y,O,O,S,0,7,1,0,36.78,B,1030,18.29141,1
2129,384,391,9092,19,M,Y,S,P,S,3,6,5,0,20.56,D,1100,7.910512,10
2131,467,391,S118,36,F,Y,P,P,S,1,2,1,2,20.57,D,930,13.55043,12
2132,3013,391,9092,20,F,Y,O,O,S,3,3,4,0,42.19,9,-1,28.5984,34
2133,368,391,9092,20,M,N,S,P,S,2,7,3,1,22.31,B,900,11.54389,9
