HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime
3636,391,9092,20,F,Y,O,O,S,1,4,4,0,43.2,B,955
3324,391,9092,20,M,Y,S,P,S,2,7,5,0,170.24,B,830
2014,391,E0471,18,M,Y,G,P,S,2,5,4,1,41.52,P,815
490,391,9092,30,M,Y,G,F,P,2,7,3,0,17.71,B,1700
592,391,E0471,23,F,Y,S,P,S,1,2,2,0,26.57,B,1000
3867,391,9092,19,M,Y,O,O,S,1,3,3,0,49.1,B,900
288,391,9092,26,F,Y,P,P,S,1,4,2,0,34.21,B,915
592,391,9092,24,M,Y,O,O,S,1,2,4,0,22.05,B,900
2122,391,9092,21,F,Y,O,O,S,3,7,5,0,60.07,B,900
3371,391,9092,20,F,Y,O,O,S,0,7,4,2,57.88,B,1205
450,391,9092,32,F,Y,P,P,S,0,2,1,0,28.78,B,1305
415,391,9092,30,M,Y,O,O,S,1,3,2,0,42.85,D,830
2618,391,9092,43,M,Y,O,O,S,1,2,2,1,17.47,D,820
460,391,9092,26,M,Y,O,O,S,1,1,3,0,9.44,B,1200
2248,391,9092,18,M,Y,S,P,S,1,4,2,1,25.52,B,1000
184,391,9092,23,M,N,S,P,S,0,2,3,0,25.38,B,1035
4045,391,9092,23,M,Y,S,P,S,2,2,3,1,22.76,B,1100
3417,391,9092,19,M,Y,M,P,S,2,4,4,0,19.56,B,1210
2449,391,9092,18,F,Y,O,O,S,1,7,3,4,42.55,B,900
2108,391,9092,18,F,N,O,O,S,1,4,3,0,19.46,B,700
2206,391,E0471,18,F,N,S,P,S,2,6,5,0,20.61,B,1100
3372,391,9092,20,M,Y,O,O,S,2,4,3,1,26.09,B,700
2013,391,9092,22,F,Y,O,O,S,3,7,4,2,29.9,B,715
401,391,9092,24,F,Y,S,P,S,3,7,6,1,34.74,B,1330
62,69,9103,18,F,N,O,O,S,1,6,4,0,25.89,B,900
71,69,9103,21,F,Y,O,O,S,0,4,2,0,13.36,W,920
452,69,9103,22,F,N,O,O,S,1,3,4,0,34.74,B,1030
48,69,9103,18,F,Y,S,P,S,0,1,3,0,32.01,W,845
452,69,9103,29,M,9,9,F,S,1,1,3,0,33.97,B,800
3724,3867,5613,19,F,N,O,O,P,0,7,6,2,72.17,W,730
3864,69,9103,25,F,Y,O,O,S,2,6,2,1,34.3,D,700
42,69,9103,24,F,Y,9,P,S,0,2,1,0,25.6,W,1150
48,69,9103,20,M,Y,O,O,S,0,7,2,0,19.38,W,920
506,69,9103,18,M,9,O,O,S,2,4,4,0,18.76,B,745
46,69,9103,22,F,Y,O,O,S,0,1,2,0,22.65,W,835
3378,69,9103,20,F,Y,S,P,S,2,4,4,1,14.23,J,740
3007,371,9261,18,F,Y,S,P,S,2,5,3,1,15.59,B,900
3640,3851,9309,17,F,Y,G,P,S,2,7,3,1,11.56,B,1200
3360,371,384,20,F,Y,S,P,S,4,5,5,0,39.03,D,800
478,69,9103,25,M,Y,P,P,S,1,2,2,0,44.85,B,1100
435,69,9103,35,F,Y,O,O,S,1,6,3,0,16.24,P,740
3622,69,9103,20,F,Y,S,P,S,3,7,4,0,18.85,B,600
2209,371,9261,24,F,Y,G,P,S,4,5,3,0,29.35,D,800
2058,69,9103,20,F,Y,P,P,S,4,7,4,0,18.01,B,1100
230,69,9103,21,F,Y,O,O,S,3,7,4,2,24.06,B,800
264,69,9103,23,M,9,S,P,S,0,4,4,0,28.71,B,815
3636,69,9103,21,F,Y,O,O,S,2,4,3,0,17.76,B,655
212,69,9103,19,F,N,O,O,S,2,6,3,3,13.67,B,800
210,69,9103,21,M,N,O,O,S,0,7,2,0,42.52,C,950
38,371,9261,38,M,Y,P,F,S,1,5,2,0,11.07,B,630
3419,371,9261,19,M,Y,S,P,S,6,6,4,0,14.18,D,700
452,69,9103,21,M,Y,O,O,S,1,2,2,0,14.44,B,1110
72,69,9103,26,M,Y,O,O,S,0,2,1,0,42.9,W,1330
565,69,9103,25,F,N,O,O,S,2,4,4,0,29.54,B,900
3680,69,9103,18,M,N,O,O,S,2,5,5,0,10.5,B,700
233,69,9103,24,F,Y,P,F,S,2,3,3,0,14.36,B,1105
2133,69,9103,20,F,Y,O,O,S,2,3,4,0,22.6,B,700
2448,391,9092,30,M,Y,P,J,P,2,3,3,0,8.36,D,800
3854,397,9989,19,M,Y,O,O,S,2,4,4,0,44.73,B,745
510,391,9092,24,F,N,O,O,P,1,1,4,2,45.49,B,1100
560,391,9092,17,F,Y,O,O,S,2,4,3,2,28.52,B,1000
3694,391,9092,19,F,Y,O,O,S,4,6,5,0,30.65,P,730
2054,391,9092,18,F,Y,O,O,S,3,4,3,0,30.23,D,730
382,391,9092,18,F,Y,S,P,S,0,7,4,0,53.53,B,800
2133,391,9092,27,F,Y,S,P,P,2,4,4,0,20.46,P,1055
3385,391,9092,22,M,9,S,P,S,1,7,3,0,22.06,B,1000
475,391,9092,19,M,Y,O,O,S,0,2,2,0,97.9,B,900
38,391,9092,18,M,N,O,O,S,0,3,3,0,20.68,B,730
3842,391,9092,27,M,Y,O,O,S,1,7,2,0,23.01,B,735
4103,391,9092,20,F,N,O,O,S,2,6,4,0,16.07,B,810
2246,391,C405,18,M,Y,S,P,S,2,4,3,0,23.7,B,930
3680,391,E0471,31,F,Y,O,O,S,1,2,4,0,52.18,B,700
407,391,9092,19,M,Y,S,P,S,2,2,4,0,14.95,B,1200
2255,391,9092,33,M,Y,P,J,P,2,7,3,0,22.6,D,730
2098,391,9092,18,F,Y,S,P,S,3,5,3,1,22.37,B,1100
513,391,9092,23,M,Y,O,O,S,0,7,3,0,9.24,B,900
1241,1206,E0296,43,M,Y,S,P,P,2,3,2,0,19.71,D,730
4033,391,9092,27,F,Y,P,P,S,2,6,2,0,25.39,D,1410
471,391,9092,18,M,Y,O,O,S,1,2,2,1,15.48,B,820
441,391,9092,24,M,N,O,O,S,2,6,3,0,13.16,B,930
2061,391,9092,26,F,Y,S,P,S,2,2,2,0,27.86,D,905
3363,391,9092,21,M,Y,O,O,S,1,3,2,1,16.7,B,1000
2141,391,9092,20,M,N,O,O,S,2,7,4,0,28.43,P,800
3619,397,9989,27,F,Y,S,P,S,4,3,4,1,35.18,D,1600
66,69,9103,21,M,Y,O,O,S,0,1,1,0,41.73,B,1030
366,44,9406,23,M,N,O,O,S,3,7,6,0,20.07,B,730
46,38,9031,23,M,Y,O,O,S,1,1,1,0,58.23,W,1005
5171,5198,9011,26,F,Y,P,F,S,0,1,1,0,24.81,B,840
90,25,9244,31,F,Y,O,O,P,1,6,2,0,3.58,C,1700
46,38,9031,24,F,N,P,P,S,0,1,1,0,36.75,W,900
50,25,9244,37,M,Y,O,O,S,0,7,3,0,10.83,W,1615
5068,5198,9011,22,F,Y,O,O,S,1,2,3,0,63.04,D,925
619,38,9031,21,F,Y,O,O,S,1,2,4,0,47.68,B,930
196,44,9406,33,F,N,S,H,P,0,6,3,1,19.37,B,1730
1039,25,9244,20,F,Y,P,P,S,2,4,2,0,46.54,G,520
59,38,9031,22,F,Y,S,P,S,0,7,2,0,14.25,P,800
249,25,9244,20,F,N,O,O,S,1,4,4,0,36.46,B,1700
2607,2667,9290,24,F,Y,S,P,S,2,6,5,0,112.18,P,915
223,38,9031,19,F,N,O,O,S,1,3,3,0,19.05,B,1000
4051,5198,9011,19,M,Y,O,O,S,3,4,3,1,14.23,B,1030
447,25,9244,19,F,Y,O,O,S,2,5,4,0,21.18,P,700
402,38,9031,22,M,N,O,O,S,1,1,3,0,41.67,B,700
158,25,9244,21,M,Y,O,O,S,4,6,6,0,23.42,B,800
2108,38,9031,22,M,Y,O,O,P,2,3,4,1,11.86,D,705
521,38,9031,20,M,N,S,P,S,1,6,4,0,16.08,B,800
131,25,9244,24,F,Y,O,O,S,0,4,4,0,18.23,B,645
396,25,9244,20,F,Y,O,O,S,1,4,3,1,7.2,B,710
5166,5198,9011,20,F,Y,O,O,S,2,2,7,0,28.93,B,930
5166,5198,9011,23,M,Y,O,O,S,2,2,7,0,28.93,B,800
353,25,9244,20,F,Y,O,O,P,1,2,2,0,22.23,B,1655
363,38,9031,23,M,Y,G,P,S,1,1,5,1,23.11,B,700
3669,38,9031,19,F,Y,O,O,S,3,6,4,0,16.8,B,700
4088,5198,9011,19,F,Y,S,P,S,3,7,3,0,51.77,D,730
134,231,9022,44,M,Y,P,F,P,2,5,2,0,14.79,D,1620
3720,38,9031,20,M,N,O,O,S,2,7,4,1,34.59,G,800
448,38,9031,21,F,Y,S,P,S,0,7,2,0,15.67,B,815
445,465,550,36,F,Y,O,O,S,0,4,2,0,15.67,C,800
3335,25,9244,25,F,Y,O,O,S,3,4,6,0,33.39,D,1000
524,38,9031,18,F,Y,O,O,S,1,3,3,1,32.93,B,910
383,38,9031,23,F,N,O,O,S,2,7,4,0,45.53,B,1200
4064,38,9031,20,M,N,O,O,S,1,2,3,1,25.34,G,600
233,25,9244,19,F,N,O,O,S,1,2,6,1,43.21,B,800
4023,38,9031,23,M,Y,O,O,S,2,5,3,0,20.84,G,800
2026,391,9092,18,F,Y,S,P,S,3,7,3,2,22.76,D,730
400,391,9092,22,M,Y,P,P,S,1,1,1,0,59.41,D,1215
454,69,9103,32,F,Y,P,F,P,0,5,1,0,24.26,B,1110
282,69,9103,19,M,Y,O,O,S,1,3,3,1,38.88,B,1010
543,69,9103,26,M,Y,O,O,S,2,2,3,0,14.41,B,1030
211,69,9103,18,M,N,O,O,S,1,2,3,1,69.4,B,1100
127,371,9261,19,M,Y,M,P,S,2,5,4,0,20.51,D,1305
172,69,9103,25,M,Y,O,O,S,2,3,6,3,33.44,C,1030
46,69,9103,29,M,Y,O,O,S,0,7,2,0,17.57,W,1040
431,371,9261,22,F,Y,G,P,S,3,4,4,0,14.02,D,745
2022,69,9103,22,M,Y,S,P,P,4,5,5,0,31.89,B,1030
2122,69,9103,32,F,Y,P,P,P,1,4,4,1,40.8,B,715
139,69,9103,22,M,Y,O,O,S,2,5,4,0,16.77,B,905
71,69,9103,22,M,N,O,O,S,0,7,1,0,47.23,W,840
2224,69,9103,23,F,Y,O,O,S,2,6,3,0,43.07,B,530
3518,371,9261,17,M,Y,S,P,S,4,4,4,3,68.2,P,730
72,69,9103,66,F,Y,O,O,P,1,5,1,0,26.07,W,1100
3620,69,9103,17,F,Y,O,O,S,3,3,6,2,40.03,B,810
3650,69,9103,33,F,Y,P,F,P,2,6,2,0,11.82,B,1600
442,69,9103,18,M,Y,O,O,S,0,1,1,0,13.37,B,900
95,69,9103,18,M,Y,O,O,S,1,5,4,0,14.54,B,1145
485,69,9103,38,F,Y,O,O,P,2,4,4,2,21.56,B,1000
586,69,9103,20,F,9,O,O,S,0,2,3,0,12.52,B,810
3420,371,9261,20,M,N,S,P,S,0,4,4,1,50.76,B,1315
454,69,9103,25,F,Y,O,O,S,0,2,1,0,24.26,B,800
285,69,9103,30,F,Y,O,O,S,1,7,2,0,25.19,B,935
1125,1199,E0297,22,F,Y,O,O,S,4,6,4,0,44.41,D,820
282,278,9108,41,F,Y,S,P,S,1,2,2,0,25.96,D,1200
189,69,9103,56,F,Y,O,O,S,2,6,2,0,13.95,D,1220
37,69,9103,24,F,Y,O,O,S,0,3,2,0,43.57,B,645
3669,371,9261,21,M,Y,S,P,S,3,7,3,1,10.38,D,745
400,69,9103,23,M,Y,S,P,S,1,6,5,0,18.71,B,1225
3324,371,9261,19,M,Y,O,O,S,2,3,4,1,8.0,B,745
3675,371,9261,24,M,N,O,O,S,1,3,4,0,20.01,P,800
2131,69,9103,19,F,Y,O,O,S,1,4,3,0,6.16,J,815
68,371,9261,21,M,Y,O,O,S,1,2,2,0,24.35,B,600
3362,69,9103,22,F,Y,O,O,S,2,3,4,2,28.92,B,730
3371,391,9092,19,F,Y,G,P,S,2,7,3,2,30.87,B,900
326,391,9092,21,F,Y,S,P,S,2,2,4,2,55.43,B,900
2455,391,9092,35,M,9,P,P,P,2,7,6,0,27.6,B,600
3354,391,E0471,20,M,Y,O,O,S,2,5,3,1,27.25,B,700
398,391,9092,24,F,9,O,O,S,2,5,6,0,35.09,W,800
2425,391,9092,20,F,Y,O,O,S,2,2,3,0,20.76,P,1130
606,391,9092,20,F,Y,O,O,S,1,7,3,1,19.29,B,700
194,391,9092,21,F,N,O,O,S,5,7,5,0,68.15,B,830
552,532,1654,46,M,Y,S,J,S,1,3,2,3,37.67,D,700
3810,391,9092,31,F,Y,O,O,P,2,5,3,2,29.82,B,930
143,391,9092,20,M,Y,O,O,S,1,4,4,0,23.53,B,915
173,391,9092,40,M,Y,O,O,S,1,4,2,0,12.36,B,1030
21,391,9092,29,M,Y,S,P,S,0,1,3,0,27.92,B,1215
3604,156,A219,59,F,Y,O,O,S,3,7,5,0,31.17,B,800
373,391,9092,19,F,N,O,O,S,1,2,3,1,36.12,B,830
3369,391,E0471,19,M,Y,9,P,S,3,7,4,1,75.75,B,700
2618,391,9092,21,M,Y,O,O,S,2,3,3,2,36.88,B,940
3375,391,9092,19,F,Y,S,P,S,3,6,3,0,9.35,B,1000
2111,391,9092,22,M,Y,O,O,S,2,4,3,1,24.71,D,900
1097,391,9092,20,F,N,G,P,S,2,6,3,1,29.31,B,700
3386,391,9092,23,F,Y,S,P,S,2,4,3,0,14.57,B,800
441,391,9092,24,M,Y,O,O,S,1,7,2,0,30.33,D,1025
3518,391,9092,21,M,9,O,O,S,2,4,4,0,48.62,B,1010
38,391,E0471,25,M,Y,S,F,P,2,4,2,0,13.32,D,900
266,391,9092,32,M,Y,O,O,S,1,6,3,2,17.91,B,1400
400,391,9092,22,M,N,O,O,S,1,2,3,0,12.55,P,645
407,391,9092,39,F,Y,M,H,P,1,4,1,0,4.6,D,700
547,532,1654,21,F,Y,O,O,S,1,2,3,0,14.33,B,730
390,391,C405,23,M,Y,O,O,S,1,7,4,0,16.19,W,830
1057,391,E0471,24,M,Y,O,O,S,3,6,4,0,13.37,D,710
383,391,9092,20,F,N,S,P,S,1,3,3,0,27.72,B,700
621,391,9092,21,M,N,G,P,P,2,3,7,2,37.72,B,730
114,391,9092,21,M,Y,S,P,S,1,4,3,0,15.69,P,1030
241,391,9092,19,F,N,S,P,S,1,7,3,0,14.99,B,940
434,391,9092,30,M,Y,G,J,S,2,7,3,0,9.93,D,830
4160,391,9092,22,M,Y,O,O,S,3,4,6,0,16.85,J,645
3620,391,E0471,24,M,Y,G,P,S,3,3,6,2,40.03,D,1540
177,391,9092,29,M,Y,P,P,S,0,2,2,0,44.61,B,1000
21,391,9092,30,M,Y,O,O,S,1,6,2,0,5.06,B,1030
2060,391,9092,18,M,Y,O,O,S,2,4,3,1,24.05,B,730
2435,391,9092,18,F,N,O,O,S,1,4,3,1,10.24,B,745
3465,391,E0471,22,F,Y,P,P,P,2,6,3,0,16.89,P,1805
3325,391,9092,17,F,Y,O,O,S,1,4,3,1,5.13,P,1030
2351,391,9092,29,F,Y,P,P,S,0,1,1,0,21.95,B,745
618,391,9092,22,M,Y,O,O,S,1,3,5,1,34.43,B,1005
297,391,9092,18,M,Y,O,O,S,1,4,2,1,38.5,B,645
507,391,9092,26,M,Y,S,P,P,1,7,4,0,18.86,B,800
3622,391,9092,20,M,Y,O,O,S,3,7,4,0,18.85,D,800
3325,391,9092,19,F,N,O,O,S,1,7,4,0,4.69,B,705
2434,69,9103,21,M,N,O,O,S,1,4,5,0,26.51,B,1100
257,371,9261,27,M,Y,S,P,S,2,6,3,1,15.37,D,1100
148,371,9261,19,M,Y,O,O,S,2,5,3,0,39.79,D,700
383,371,384,24,F,Y,S,P,S,2,5,5,0,41.89,P,1200
2556,371,9261,19,F,Y,S,P,S,2,4,3,0,20.57,P,700
262,69,9103,20,F,Y,O,O,S,2,6,3,1,24.42,B,915
3809,3851,845,39,F,N,O,O,S,1,4,2,1,55.66,P,700
3420,371,384,20,M,Y,O,O,S,2,5,5,0,43.55,B,1040
3641,69,9103,23,M,Y,O,O,S,2,3,4,0,20.62,J,1235
36,69,9103,26,M,Y,P,P,S,0,6,2,0,13.32,W,800
366,69,9103,18,M,N,O,O,S,0,7,3,0,25.09,B,800
2139,371,9261,24,M,9,O,O,S,2,5,4,0,27.57,B,1100
281,69,9103,20,M,Y,O,O,S,3,7,5,0,30.16,B,1100
320,371,9261,22,F,Y,S,P,S,2,7,3,0,21.46,P,710
2023,371,9261,26,M,Y,O,O,S,3,7,3,0,13.6,D,800
1075,1199,1556,21,M,Y,S,P,S,3,6,5,0,51.24,B,705
62,69,9103,20,M,Y,O,O,S,1,6,4,0,25.89,C,1000
371,371,9261,24,F,Y,S,P,S,0,1,2,0,20.38,W,815
169,69,9103,34,M,Y,P,F,P,1,5,1,0,70.12,B,1800
2417,69,9103,22,F,Y,S,P,S,3,3,3,1,30.7,J,720
241,69,9103,21,F,N,O,O,S,1,6,3,0,25.69,B,900
3667,371,9261,26,M,Y,M,P,P,2,7,4,1,29.03,D,1000
454,69,9103,23,M,9,O,O,S,1,4,3,0,30.33,B,820
3820,371,9261,23,M,Y,O,O,S,1,1,2,0,40.92,D,700
3810,69,9103,20,F,Y,S,P,S,2,5,2,1,28.25,D,900
3722,371,9261,18,M,N,S,P,S,2,4,3,0,11.91,B,1000
336,371,9261,37,M,Y,P,F,P,1,4,1,0,15.85,D,1745
3669,69,9103,41,M,Y,P,P,P,1,4,2,1,6.62,B,810
482,69,9103,22,F,Y,O,O,S,1,1,4,1,17.65,B,710
3325,371,9261,28,M,Y,M,P,P,2,2,4,0,70.37,D,900
3664,69,9103,23,F,Y,O,O,S,2,4,3,0,48.58,B,1620
5163,69,9103,33,M,Y,P,P,S,1,6,4,1,29.08,W,1200
41,69,9103,26,M,Y,P,F,P,0,4,1,0,37.35,C,1745
3867,69,9103,21,M,Y,O,O,S,1,7,3,1,18.52,J,1150
3456,69,9103,21,F,N,O,O,S,3,6,5,0,21.69,J,730
73,69,9103,18,M,Y,O,O,S,0,1,1,0,6.23,W,850
43,69,9103,23,F,Y,O,O,S,1,1,3,0,26.92,B,1600
3368,371,9261,20,F,Y,O,O,S,4,6,5,1,67.46,B,900
512,278,9108,18,M,N,O,O,P,1,2,3,0,53.46,B,815
405,38,9031,23,M,Y,O,O,S,2,4,4,0,8.37,B,1030
2122,38,9031,24,F,Y,S,P,P,1,4,3,0,24.85,D,1500
406,371,9261,25,F,Y,O,O,S,1,7,2,1,17.81,B,700
3680,371,384,19,F,N,O,O,S,1,2,4,0,52.18,B,900
3680,3851,9309,33,M,Y,S,P,P,3,7,5,1,14.49,B,900
44,69,9103,19,M,Y,O,O,S,0,7,1,0,11.96,B,900
203,69,9103,24,M,Y,O,O,S,0,1,1,0,15.98,W,830
549,69,9103,31,M,Y,O,O,S,0,5,2,0,8.45,B,1400
46,69,9103,19,M,N,O,O,S,0,7,2,0,34.14,W,1000
325,371,9261,23,M,Y,M,P,S,3,5,3,0,12.97,D,720
1047,69,9103,26,M,Y,O,O,S,2,6,3,0,26.02,G,540
467,371,9261,39,M,Y,O,O,S,1,1,2,1,16.11,D,650
2133,69,9103,20,M,Y,S,P,S,3,3,3,1,25.39,D,1000
3386,371,9261,18,F,Y,O,O,S,2,2,5,0,31.63,P,800
2207,371,369,23,F,Y,S,P,S,4,6,4,0,19.03,D,745
588,69,9103,19,F,Y,O,O,S,1,3,2,0,20.0,B,930
230,69,9103,18,F,Y,O,O,S,2,7,3,0,11.94,D,1000
3376,3368,195,17,M,Y,S,P,S,2,7,3,2,39.73,P,815
2357,371,9261,20,M,Y,O,O,S,3,7,4,0,79.68,D,715
2128,69,9103,25,F,N,S,P,S,3,6,7,0,27.48,P,800
1125,1199,E0297,23,F,N,S,P,S,1,4,2,0,24.99,B,900
37,69,9103,19,M,N,O,O,S,0,7,2,0,7.31,W,1100
3460,371,9261,32,F,Y,O,O,S,1,4,4,0,45.71,B,830
341,371,9261,24,F,Y,O,O,S,1,1,3,0,25.32,B,800
341,371,9261,20,M,N,O,O,S,1,1,3,0,25.32,B,700
3337,371,369,19,M,Y,O,O,S,2,3,4,1,19.6,D,800
478,69,9103,25,M,Y,O,O,S,1,6,4,0,36.62,B,1330
77,69,9103,22,M,Y,O,O,S,0,2,1,0,41.73,B,1130
47,69,9103,19,F,Y,O,O,S,0,7,2,0,21.26,W,1225
3670,371,9261,21,M,Y,O,O,S,2,4,3,0,25.73,B,1300
65,69,9103,20,F,Y,O,O,S,0,1,3,0,22.8,B,1030
442,69,9103,21,F,Y,O,O,S,0,5,2,0,21.76,B,805
307,371,9261,21,M,Y,O,O,S,3,4,5,0,28.33,B,800
201,25,9244,21,M,N,S,P,S,2,7,3,1,33.62,B,1700
251,38,9031,38,M,Y,O,O,S,1,2,2,2,69.14,D,1700
2560,391,9092,42,M,Y,P,F,P,2,5,2,1,24.71,D,1730
2607,391,9092,22,F,N,O,O,S,3,4,5,0,44.43,B,750
2408,391,9092,18,F,Y,S,P,S,2,3,3,2,17.32,D,750
3417,391,9092,21,F,Y,M,P,P,3,3,4,0,17.21,B,1345
3719,391,9092,37,F,Y,O,O,S,1,1,3,3,8.8,G,720
2411,391,9092,23,F,N,O,O,S,1,7,2,0,6.43,P,855
2142,391,E0471,20,F,Y,O,O,S,3,6,6,0,31.37,D,715
237,391,E0471,19,M,Y,O,O,S,1,6,3,1,16.49,B,830
143,391,9092,21,M,Y,S,P,S,3,6,4,0,6.64,B,1100
2570,391,9092,22,M,Y,O,O,S,1,2,3,0,22.25,D,930
3418,391,9092,18,M,N,O,O,S,2,7,3,1,12.81,B,830
524,391,9092,24,M,Y,P,P,S,1,2,2,0,61.23,B,800
398,391,9092,30,F,Y,O,O,S,0,2,1,0,10.35,W,1030
398,391,9092,22,F,9,P,P,S,0,1,1,0,16.93,W,1700
591,391,9092,18,M,Y,O,O,S,1,4,3,1,8.67,B,1000
2122,391,9092,21,F,Y,O,O,S,1,6,3,0,32.34,B,900
587,391,9092,26,M,N,S,P,S,2,6,4,0,10.46,B,1130
585,391,C405,34,F,Y,O,O,S,1,4,2,1,69.79,B,730
1187,391,9092,19,F,N,O,O,S,0,3,3,0,27.54,B,1000
366,391,9092,19,M,N,S,P,S,1,4,4,0,20.27,B,925
3429,391,9092,23,F,Y,G,P,S,4,6,4,0,31.89,D,700
3337,391,9092,21,M,Y,O,O,S,3,3,6,0,16.7,D,1400
402,391,9092,19,F,Y,O,O,S,2,7,4,0,25.55,B,910
536,391,9092,18,M,Y,O,O,S,1,4,3,1,10.32,B,1200
3493,391,9092,23,F,Y,P,P,S,3,5,3,0,6.82,B,800
3458,391,9092,19,M,Y,G,P,S,2,4,4,0,19.19,B,900
571,391,9092,24,M,Y,S,P,S,4,6,5,0,37.77,D,900
333,391,9092,19,F,Y,O,O,S,1,4,3,0,28.18,P,940
3496,391,C405,23,F,Y,O,O,S,2,3,3,0,8.63,B,800
2132,391,9092,21,F,Y,S,P,S,4,6,4,1,23.33,D,845
3431,391,E0471,21,F,Y,O,O,S,2,7,4,0,8.88,J,800
143,391,E0471,24,F,Y,O,O,S,1,2,4,0,93.23,P,930
3448,391,9092,20,M,Y,O,O,S,3,7,4,0,30.81,B,1005
2432,391,9092,18,F,N,S,P,S,0,2,2,0,14.51,B,800
413,397,1326,19,M,N,O,O,S,1,1,2,0,32.2,P,1145
2569,391,9092,22,F,Y,G,P,S,2,7,3,1,6.98,J,740
82,391,9092,22,M,Y,O,O,S,0,3,2,0,17.62,B,755
2208,391,9092,19,F,N,S,P,P,2,7,4,0,13.05,B,700
348,391,9092,18,F,Y,S,P,S,2,6,3,0,20.97,P,930
422,391,9092,19,M,Y,O,O,S,0,2,3,1,23.11,B,1220
460,391,9092,19,M,Y,O,O,S,2,3,4,0,14.29,P,725
545,391,9092,40,F,Y,P,P,P,1,2,2,3,72.61,B,930
3809,391,9092,18,F,Y,O,O,S,2,4,3,1,39.76,B,650
448,442,A108,35,F,Y,O,O,S,1,1,3,1,25.07,W,900
230,391,9092,19,F,N,S,P,S,1,4,4,0,31.52,B,1345
37,391,S118,32,F,Y,P,F,P,1,4,1,0,20.58,D,1615
2258,391,9092,19,M,N,O,O,S,1,4,3,0,5.57,B,700
370,391,9092,18,F,Y,O,O,S,1,4,3,0,47.16,B,830
2108,391,9092,20,M,Y,O,O,S,2,7,4,0,19.25,P,830
624,391,9092,23,M,Y,S,P,S,2,4,5,0,21.55,B,800
397,391,9092,22,F,N,S,P,S,1,6,2,0,13.82,W,1210
2398,391,9092,19,M,Y,O,O,S,2,7,3,0,9.92,P,650
3385,391,9092,22,M,Y,O,O,S,2,4,3,0,34.32,B,800
3443,391,9092,22,M,Y,M,P,S,4,7,4,0,55.57,D,800
400,391,9092,24,F,Y,O,O,S,1,3,2,4,51.83,B,800
438,391,9092,20,F,Y,O,O,S,2,4,3,1,21.61,U,750
212,391,9092,21,F,Y,O,O,S,0,7,1,0,18.08,B,1500
43,391,9092,46,M,N,M,P,S,0,4,2,0,24.79,W,840
2257,391,9092,24,M,Y,G,F,S,1,3,2,0,20.38,D,1710
3511,391,9092,19,M,Y,O,O,S,2,5,4,0,30.32,B,730
1069,1206,E0296,21,M,N,O,O,S,3,4,4,0,25.41,P,1345
454,391,9092,39,M,Y,P,F,P,1,7,1,0,6.12,B,1600
3516,391,9092,22,M,Y,P,P,S,2,4,7,0,17.85,B,730
370,391,9092,20,F,Y,O,O,S,3,4,4,0,15.24,B,730
2040,391,9092,19,M,Y,O,O,S,2,4,5,0,32.3,B,1200
3688,391,9092,26,M,Y,S,P,S,1,7,3,0,28.05,B,800
348,391,9092,23,F,Y,P,P,S,2,7,3,0,16.04,D,1400
3346,391,E0471,41,F,Y,G,F,S,1,4,2,2,13.97,D,1705
22,69,9103,31,M,Y,P,F,S,1,6,2,0,19.52,B,1815
374,69,9103,40,M,9,O,O,S,0,2,1,0,9.37,B,830
3654,69,9103,23,M,Y,S,P,S,2,5,3,0,27.27,B,815
3337,69,9103,18,F,Y,O,O,S,1,3,5,1,14.72,P,1015
2224,69,9103,22,M,Y,O,O,S,2,6,3,0,43.07,B,530
254,69,9103,49,M,Y,P,P,S,1,6,2,2,15.33,C,845
452,69,9103,27,F,Y,O,O,S,0,3,2,0,19.7,B,940
21,69,9103,20,M,N,O,O,S,0,5,4,2,125.16,B,900
74,69,9103,19,M,Y,O,O,S,1,6,4,2,16.03,W,820
447,69,9103,20,F,Y,S,J,S,2,3,4,0,35.58,B,1010
266,69,9103,37,F,Y,P,F,S,0,2,2,1,11.78,B,915
49,69,9103,21,M,Y,O,O,S,0,1,3,0,46.94,W,850
21,371,9261,32,M,9,S,P,S,0,6,3,0,6.18,B,1540
71,69,9103,21,M,N,O,O,S,0,1,1,0,47.23,W,1030
3690,371,384,18,M,N,O,O,S,1,4,3,0,24.36,P,600
3722,69,9103,22,M,Y,O,O,S,2,2,3,1,25.14,P,1000
48,69,9103,20,F,Y,O,O,S,0,7,1,1,21.96,W,830
446,371,9261,29,M,Y,O,O,S,1,7,3,0,18.54,B,615
2709,69,9103,22,F,N,G,P,S,1,6,3,0,51.65,P,705
173,69,9103,43,M,Y,P,F,P,0,5,2,1,5.93,W,945
537,278,9108,19,F,N,O,O,S,0,2,3,0,24.08,B,1015
2108,69,9103,23,F,Y,O,O,S,2,5,4,0,14.84,B,930
37,69,9103,23,F,Y,O,O,S,0,3,2,0,43.57,B,645
3516,371,9261,25,F,Y,O,O,S,3,5,6,0,21.02,B,1000
3468,3851,9309,23,F,Y,S,P,S,1,7,7,1,39.59,B,500
2435,69,9103,21,F,Y,O,O,S,2,4,3,0,16.8,G,800
2108,69,9103,20,M,N,G,P,S,1,4,4,0,21.87,B,800
446,69,9103,22,F,N,O,O,S,1,1,3,0,33.92,B,1500
