HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime
560,371,9261,61,M,Y,M,F,P,1,6,2,0,43.6,9,-1
22,69,9103,39,M,Y,P,F,P,0,4,1,0,11.13,9,-1
3384,371,9261,20,M,Y,G,P,S,2,4,3,2,54.11,9,-1
99,69,9103,24,M,Y,P,P,S,0,3,2,0,26.08,C,1000
95,69,9103,21,M,Y,O,O,S,1,5,4,0,14.54,B,845
4105,4123,E0569,18,F,N,P,P,P,2,7,3,2,21.86,9,-1
79,69,9103,20,F,N,O,O,S,0,7,1,0,51.06,B,945
549,69,9103,22,M,Y,P,P,P,0,2,4,1,29.11,9,-1
538,371,9261,23,F,Y,S,P,S,0,2,2,0,36.21,B,705
24,371,9261,37,F,Y,P,F,P,1,4,2,0,23.01,9,-1
2129,371,9261,18,F,N,O,O,S,1,2,2,0,11.5,B,720
107,69,9103,27,F,Y,G,F,P,1,6,2,1,4.68,9,-1
72,69,9103,25,M,Y,O,O,S,0,2,1,0,42.9,W,1000
286,371,9261,20,F,N,P,J,S,0,7,1,0,76.27,B,1325
3619,371,9261,19,F,Y,S,P,S,2,3,4,1,25.44,B,700
377,371,9261,21,F,Y,S,P,S,3,3,5,0,10.29,B,1300
46,69,9103,31,M,Y,S,P,S,1,3,2,0,17.57,W,1030
343,69,9103,17,F,Y,S,P,S,3,6,2,1,20.97,9,-1
22,69,9103,48,M,Y,O,O,S,1,6,1,0,25.3,W,820
20,69,9103,40,M,Y,P,H,P,1,7,2,0,3.25,9,-1
3493,3851,9309,32,F,Y,P,P,P,1,3,3,0,7.3,B,815
442,69,9103,21,F,N,O,O,S,1,7,3,0,24.7,B,1315
3629,391,C405,19,F,Y,S,P,S,2,7,3,3,35.09,9,-1
346,391,9092,22,F,Y,S,P,S,1,3,2,0,24.66,B,840
2605,391,S118,36,M,Y,P,F,P,2,4,2,2,8.25,G,1645
2110,371,9261,44,M,Y,M,F,P,4,4,4,1,24.88,9,-1
490,69,9103,28,M,Y,S,P,S,1,4,2,0,28.91,B,900
75,69,9103,21,M,Y,P,F,P,1,6,3,0,72.5,9,-1
38,69,9103,23,F,Y,P,P,S,1,1,2,0,30.18,W,1250
191,69,9103,22,M,Y,P,F,P,1,1,2,0,20.68,9,-1
346,371,9261,18,F,N,O,O,S,1,5,5,1,66.9,9,-1
263,69,9103,30,F,Y,P,H,P,0,4,2,0,3.72,9,-1
216,69,9103,30,M,Y,P,P,S,0,5,2,0,20.85,9,-1
68,69,9103,21,M,N,O,O,S,1,2,2,0,23.94,W,1400
71,69,9103,21,F,Y,O,O,S,0,1,2,0,22.71,W,1000
4163,371,9261,39,F,Y,O,O,P,2,6,2,0,14.8,9,-1
122,69,9103,24,F,Y,O,O,S,3,6,5,0,73.6,B,1000
48,69,9103,24,F,Y,O,O,P,0,7,2,0,20.39,9,-1
444,69,9103,22,M,Y,O,O,S,0,3,3,1,42.55,B,930
119,69,9103,32,F,Y,P,J,S,1,4,2,0,26.77,9,-1
2418,69,9103,18,M,Y,O,O,S,1,1,2,1,31.83,B,710
3672,3851,9309,24,M,Y,M,P,P,2,4,3,0,26.06,P,1000
42,69,9103,23,M,Y,O,O,S,0,2,2,0,25.07,W,1300
5093,3851,9309,23,F,Y,S,P,S,2,5,4,0,12.35,9,-1
3418,3851,9309,23,F,Y,S,P,S,4,7,5,2,27.86,B,1400
5179,69,9103,30,F,Y,O,O,S,1,2,2,0,33.48,B,800
596,69,9103,22,M,Y,S,P,S,3,4,4,0,6.85,B,1300
24,69,9103,23,M,Y,O,O,S,0,3,2,0,43.39,W,800
3617,69,9103,29,M,Y,P,F,P,4,6,5,1,46.98,9,-1
3669,3674,5410,17,F,Y,O,O,S,2,5,3,3,16.58,W,800
3865,3851,9309,41,M,Y,P,F,P,1,5,2,1,16.55,9,-1
233,236,C350,32,F,Y,O,O,P,1,3,2,2,4.9,B,900
65,69,9103,20,F,Y,O,O,S,0,1,3,0,22.8,W,835
3719,69,9103,23,F,Y,O,O,S,2,5,4,1,67.34,B,805
173,278,9108,23,M,Y,S,P,S,0,3,2,0,23.41,9,-1
588,1199,E0297,23,M,Y,O,O,S,0,1,3,0,21.1,J,1130
72,69,9103,30,M,Y,P,F,S,0,3,2,0,31.42,9,-1
38,69,9103,24,F,9,O,O,S,0,1,3,0,39.76,W,1030
313,69,9103,28,M,Y,P,P,S,1,4,2,0,26.41,B,900
325,69,9103,21,F,Y,S,P,S,1,3,4,0,30.64,B,900
3103,371,9261,41,F,Y,O,O,S,2,7,2,1,29.79,9,-1
281,69,9103,38,F,N,O,O,P,1,3,2,0,37.02,9,-1
400,371,9261,20,M,Y,O,O,S,1,4,4,0,33.69,B,715
243,69,9103,19,M,Y,S,P,S,2,4,4,0,38.26,B,1015
3323,371,9261,22,M,Y,9,P,S,4,7,4,0,45.05,9,-1
518,516,1534,19,F,9,O,O,S,0,2,3,0,10.57,B,820
46,69,9103,35,M,Y,S,P,S,0,4,2,0,15.34,9,-1
47,69,9103,21,F,Y,O,O,S,0,7,2,0,28.93,W,1645
2055,69,9103,45,M,Y,P,F,P,2,6,2,2,16.6,9,-1
46,69,9103,32,F,N,O,O,S,0,2,2,1,13.81,9,-1
66,69,9103,30,M,Y,P,F,S,1,6,2,0,18.29,B,1800
554,278,C026,19,F,N,G,P,P,0,7,3,0,22.71,9,-1
198,371,9261,20,M,N,S,P,P,2,7,4,1,48.94,B,930
3354,69,9103,22,M,Y,M,P,S,3,5,4,0,11.1,J,730
402,69,9103,19,M,N,O,O,S,2,7,4,0,25.55,B,930
2226,371,9261,22,M,N,O,O,S,1,2,3,0,27.08,9,-1
1099,69,9103,34,F,Y,P,H,P,2,6,2,0,17.79,9,-1
1121,1199,E0297,21,F,Y,S,P,S,3,6,3,0,26.93,D,905
2101,371,384,20,M,Y,S,P,S,2,7,4,1,18.82,9,-1
3657,371,9261,18,M,N,O,O,S,1,3,5,0,78.82,B,630
306,69,9103,57,F,Y,G,F,P,3,6,2,0,16.53,9,-1
389,1199,E0297,44,F,Y,P,F,P,1,3,2,2,59.03,D,900
335,371,9261,21,F,Y,S,P,P,3,5,4,0,22.93,D,745
3505,3851,9309,20,F,Y,M,P,S,2,3,3,1,19.24,D,730
613,69,9103,24,F,Y,9,J,P,2,5,3,1,20.53,B,900
3690,371,384,21,F,Y,S,P,S,2,4,4,1,40.22,P,1030
460,69,9103,20,M,Y,O,O,S,2,6,5,0,16.5,B,800
3622,69,9103,26,M,Y,O,O,S,2,6,3,0,16.66,B,715
346,345,1160,17,M,N,O,O,S,1,3,2,2,43.94,W,845
4032,4029,9301,35,F,Y,P,P,S,1,4,3,2,51.45,D,745
4039,4029,9301,26,F,Y,S,F,P,2,5,3,0,23.33,9,-1
3812,3644,5436,18,F,N,O,O,S,1,2,2,3,64.29,S,735
4037,4029,9301,19,M,Y,S,P,S,2,4,3,0,40.18,D,1445
3355,493,9206,18,M,Y,O,O,S,1,2,4,0,21.9,B,600
3879,4029,9301,22,F,N,O,O,S,2,3,3,1,41.24,B,1000
5174,5203,7369,17,F,Y,O,O,S,1,3,1,1,79.42,W,815
4189,4029,9301,18,M,Y,S,P,S,2,6,3,1,23.83,J,1400
202,493,9206,39,M,Y,O,O,S,0,7,2,1,36.07,B,700
1254,1253,90,17,F,N,S,P,S,2,6,4,3,15.09,P,800
4183,4029,9301,46,M,Y,G,F,P,2,3,3,3,26.96,9,-1
4183,4029,9301,18,M,N,S,P,S,2,3,3,3,26.96,B,820
1241,493,9206,18,M,Y,S,P,S,3,4,3,1,35.85,9,-1
4160,5142,9273,18,F,Y,S,P,S,3,6,3,2,23.09,D,800
570,493,9206,19,M,Y,S,P,S,3,4,3,1,23.18,D,800
4189,4029,9301,38,M,Y,P,F,P,2,4,2,2,24.81,9,-1
405,493,9206,21,F,Y,S,P,S,1,7,3,1,4.9,9,-1
5166,5142,9273,23,F,Y,O,O,S,0,1,1,2,60.08,B,730
5204,5142,9273,32,F,Y,S,P,P,1,2,2,0,28.83,P,1215
571,493,9206,21,F,N,O,O,S,2,7,3,3,23.43,9,-1
21,493,9206,41,M,Y,O,O,S,0,7,2,2,38.26,B,1300
5115,5142,9273,61,F,Y,G,F,P,3,4,3,0,21.15,9,-1
3665,499,678,41,F,Y,O,O,P,1,7,2,2,21.21,D,1200
568,493,9206,42,F,Y,O,O,S,1,7,2,3,20.94,9,-1
5195,5142,9273,23,M,Y,O,O,S,0,7,2,0,57.96,9,-1
533,509,1706,46,F,Y,O,O,S,2,2,5,2,11.89,D,905
4079,4029,9301,18,M,Y,O,O,S,2,6,3,2,69.98,D,1400
5137,5142,9273,25,M,Y,S,P,S,2,5,4,0,45.07,D,1230
403,493,9206,21,M,Y,S,P,S,2,7,4,1,31.74,9,-1
182,2131,C328,20,M,Y,O,O,S,2,6,4,3,42.75,9,-1
53,36,9534,28,F,Y,P,F,P,0,4,1,0,21,9,-1
297,287,S082,41,F,N,O,O,P,1,7,2,0,10.71,B,820
572,493,9206,20,M,N,O,O,S,2,5,4,0,30.71,B,930
5116,5142,9273,20,F,N,O,O,S,3,7,4,0,69.99,B,830
3811,4029,9301,48,F,Y,G,F,P,2,2,4,0,29.31,9,-1
223,493,9206,21,M,Y,P,P,S,1,2,4,0,27.66,B,700
4089,5142,9273,20,M,Y,O,O,S,2,3,3,1,62.54,B,700
2232,2225,E0251,44,M,Y,O,O,S,1,1,2,1,31.1,D,910
3855,5142,9273,18,M,Y,S,P,S,1,7,3,0,43.82,9,-1
4033,4029,9301,59,F,Y,P,F,P,2,6,2,0,18.6,9,-1
5132,5142,9273,22,F,Y,O,O,S,1,6,2,0,27.81,9,-1
524,493,9206,18,M,N,O,O,P,2,5,3,1,12.9,9,-1
497,493,9206,21,M,Y,S,P,S,2,2,3,1,63.86,D,830
5179,5142,9273,34,F,Y,O,O,S,0,1,1,0,24.14,B,845
469,470,1223,18,F,9,O,O,S,2,4,5,0,23.37,W,815
565,1179,9231,18,M,Y,O,O,S,2,6,3,0,26.1,B,630
101,20,E0057,18,M,N,O,O,S,1,6,3,1,21.55,B,805
1190,1179,9231,23,M,N,S,P,P,1,3,3,1,13.22,P,920
3640,290,S397,20,M,N,S,P,S,3,4,4,0,32,B,900
3674,65,E0372,33,M,Y,P,F,S,1,6,2,0,31.16,9,-1
528,20,C428,17,M,N,O,O,S,1,4,1,5,11.19,B,800
368,290,S397,21,F,N,O,O,S,2,6,7,0,28.17,B,700
1072,1179,9231,32,M,Y,O,O,S,3,3,5,0,51.17,B,715
3648,290,S397,22,F,Y,S,P,S,3,7,3,0,13.67,D,1000
480,470,1223,17,F,Y,S,P,S,2,3,2,1,53.64,P,840
3654,290,S397,22,M,Y,M,P,S,3,7,4,0,26.26,D,800
1097,1179,9231,30,M,Y,G,P,P,2,7,3,0,11.37,9,-1
1240,1179,9231,22,F,Y,S,P,S,2,4,3,2,42.51,B,600
1125,1179,9231,22,F,Y,O,O,S,4,6,3,0,26.32,D,840
1039,1179,9231,22,M,Y,O,O,S,2,7,4,0,64.14,D,1200
177,290,S397,33,F,Y,O,O,S,0,2,2,0,20.76,B,800
1182,1179,C507,19,M,Y,S,P,S,3,6,3,2,26.99,B,730
1185,1179,9231,18,M,Y,S,P,S,3,6,4,0,18.52,B,900
1117,1179,9231,35,F,Y,O,O,S,2,5,2,1,8.53,D,805
1182,1179,9231,21,F,N,S,P,S,2,4,6,0,45.75,B,745
71,69,9103,27,F,Y,O,O,S,0,4,2,0,29.28,W,910
4186,69,9103,41,M,Y,P,F,P,1,4,1,0,5.63,B,1700
99,69,9103,33,M,Y,O,O,S,0,1,2,0,30.2,C,710
415,391,E0471,26,F,Y,P,J,S,0,2,1,0,25.55,B,930
3610,391,9092,20,F,Y,S,P,S,2,7,5,0,11.49,9,-1
3380,391,9092,23,F,Y,O,O,S,3,6,7,0,29.69,B,800
254,391,9092,45,F,Y,O,O,S,1,7,2,0,5.27,D,1045
3189,391,9092,21,M,Y,M,P,S,4,3,5,0,38.09,D,1300
3419,391,9092,18,M,Y,O,O,S,2,4,4,0,17.55,D,800
468,391,C405,27,M,Y,O,O,S,1,2,4,0,20.16,B,730
398,391,9092,21,F,9,O,O,S,2,5,6,0,35.09,9,-1
295,391,C405,17,M,N,O,O,S,3,5,3,2,7.88,B,1400
249,249,9998,45,F,Y,O,O,P,1,2,2,3,53.55,9,-1
122,391,9092,42,F,Y,O,O,P,2,6,2,3,13.61,D,730
2110,391,9092,23,M,Y,O,O,S,2,7,5,0,23.77,P,1000
477,397,9989,20,M,Y,O,O,S,2,2,6,0,28.3,B,1020
3517,391,S118,22,M,Y,O,O,P,2,4,3,0,31.21,9,-1
3380,391,9092,21,F,N,S,P,S,1,3,2,1,34.89,9,-1
304,304,9998,22,M,N,S,F,P,0,2,3,0,53.72,9,-1
233,532,1654,29,F,N,O,O,S,0,7,2,0,34.48,9,-1
3432,391,9092,19,M,Y,O,O,S,2,5,3,2,20.86,B,730
4120,391,9092,21,F,Y,O,O,S,2,3,5,0,14.79,J,750
1136,1135,3502,18,M,N,O,O,S,2,4,3,1,38.08,P,830
405,391,9092,18,M,Y,G,P,S,2,7,3,2,17.38,9,-1
483,391,9092,37,F,Y,P,F,P,1,4,2,0,17.33,9,-1
137,391,9092,22,M,Y,O,O,S,0,2,4,0,37.73,B,700
559,391,9092,48,M,Y,O,O,S,1,1,2,2,51.72,B,710
319,391,9092,30,M,N,O,O,P,1,4,3,0,18.96,B,810
3369,391,9092,20,M,Y,S,P,S,3,5,6,1,50.2,9,-1
397,391,9092,30,M,Y,P,F,P,1,3,2,0,40.76,9,-1
3628,391,9092,22,M,Y,O,O,S,2,4,5,0,65.75,9,-1
154,391,9092,19,F,N,O,O,S,4,6,8,1,11.72,B,1330
420,391,9092,31,M,N,O,O,S,1,2,2,0,16.15,B,1135
3864,391,9092,31,M,Y,O,O,S,1,3,2,0,14.55,B,1030
3689,391,9092,25,M,Y,O,O,S,1,4,2,0,10.89,9,-1
21,391,9092,30,M,N,S,P,S,0,7,2,0,38.33,B,1330
3811,391,9092,29,F,Y,S,P,S,3,7,3,0,26.14,9,-1
3664,391,9092,52,M,Y,P,F,P,1,4,2,0,20.67,9,-1
470,500,9205,43,F,Y,O,O,S,1,2,2,1,29.65,9,-1
2054,2055,409,17,F,Y,G,P,S,4,5,3,2,82.01,D,800
3370,391,9092,19,M,Y,O,O,S,2,3,3,1,9.38,B,730
403,391,C405,23,M,Y,S,P,S,3,3,5,0,29.18,D,1400
2054,391,9092,37,F,Y,O,O,S,2,6,2,2,17.63,D,550
304,304,9998,35,M,Y,P,F,P,1,4,1,0,22.56,9,-1
389,391,9092,20,F,Y,S,P,S,2,5,4,1,41.75,B,1600
411,397,9989,27,F,N,O,O,S,2,7,7,1,19.26,9,-1
482,452,2704,17,M,Y,O,O,S,1,2,1,1,16.63,B,750
2257,391,9092,22,F,9,O,O,S,1,4,3,0,11.71,B,930
3470,391,9092,37,M,Y,S,F,P,2,7,1,0,51.24,9,-1
398,391,9092,22,M,Y,O,O,S,1,7,1,0,67.74,9,-1
350,336,1163,17,M,N,S,P,S,2,6,2,2,8.57,B,800
3194,391,9092,48,M,Y,P,F,P,2,7,4,1,18.34,9,-1
198,391,9092,23,M,Y,S,P,P,2,7,4,1,48.94,9,-1
223,391,9092,19,M,Y,O,O,S,0,7,3,0,24.11,B,745
3484,391,9092,27,M,9,O,O,S,0,5,3,1,16.63,9,-1
134,391,9092,21,F,Y,S,P,S,2,4,3,2,17.56,9,-1
4110,4110,9998,47,F,Y,O,O,P,2,3,2,1,11.78,9,-1
42,391,9092,22,M,N,S,P,S,0,2,2,0,33.82,9,-1
410,391,9092,18,F,Y,S,P,S,1,6,3,1,14.08,B,1400
478,391,9092,32,M,Y,O,O,P,1,2,2,0,44.85,9,-1
2216,391,9092,20,M,Y,O,O,S,2,6,4,0,37.63,D,1000
457,391,9092,22,M,Y,O,O,S,2,7,5,0,31.18,D,1305
2013,391,9092,19,M,Y,S,P,S,3,7,4,2,29.9,B,1030
3467,391,9092,32,M,Y,P,P,S,2,4,3,0,18.29,B,800
3380,391,9092,22,M,Y,S,P,S,1,2,5,0,31.47,B,700
2212,391,S118,52,F,Y,P,J,P,2,6,3,1,28.65,9,-1
3337,391,E0471,23,F,Y,O,O,S,2,4,3,0,36.11,B,630
463,391,9092,23,M,9,O,O,S,0,7,4,0,51.89,B,1030
82,391,9092,23,F,Y,P,F,S,0,4,2,0,49.95,9,-1
257,69,9103,59,M,Y,P,H,P,2,6,2,1,16.39,C,1400
65,69,9103,26,M,Y,P,F,P,1,4,5,0,34.99,D,1730
3337,371,9261,30,F,Y,P,F,P,2,4,2,1,18.94,9,-1
3344,3494,5112,17,M,Y,S,P,S,2,7,2,1,4.09,W,820
16,69,9103,22,F,Y,O,O,S,0,7,1,0,53.08,B,1400
3665,69,9103,19,F,Y,O,O,S,2,4,3,1,7.04,J,815
37,69,9103,25,M,Y,P,P,S,0,3,2,0,15.44,9,-1
463,69,9103,48,F,Y,O,O,S,2,6,3,2,10.62,9,-1
438,69,9103,19,M,Y,O,O,S,1,7,3,0,27.45,B,1200
173,69,9103,30,M,N,S,P,S,0,4,2,0,16.52,B,1200
5086,69,9103,22,F,Y,G,P,S,3,3,3,0,37.21,J,620
3337,371,9261,32,F,Y,G,F,P,1,4,4,2,19.44,9,-1
4069,69,9103,21,M,Y,O,O,S,3,4,2,0,35.51,9,-1
2127,371,9261,18,M,Y,S,P,S,2,6,3,1,20.39,9,-1
382,69,9103,19,F,N,O,O,S,3,6,4,1,24.98,B,830
2025,371,9261,24,M,Y,P,F,P,3,7,3,0,19.98,9,-1
2080,69,9103,19,F,N,S,P,S,2,5,3,1,22.16,B,800
236,69,9103,18,M,Y,O,O,S,2,2,3,0,10.9,D,915
407,69,9103,22,M,Y,O,O,S,2,7,3,0,59.75,9,-1
44,69,9103,24,M,Y,P,P,S,0,1,2,0,121.43,9,-1
24,69,9103,27,F,Y,P,P,S,1,1,1,0,48.27,9,-1
335,371,9261,33,F,Y,G,H,P,1,4,2,1,17.94,B,630
2080,371,384,22,M,Y,G,P,S,2,5,2,0,20.21,9,-1
3853,3867,5613,17,F,Y,S,P,S,1,1,4,1,99.21,P,820
371,371,9261,22,F,Y,S,P,S,1,2,2,0,93.63,9,-1
79,236,A189,23,M,Y,O,O,S,1,1,1,0,92.69,D,1100
71,69,9103,25,F,Y,P,P,S,1,3,2,0,29.28,9,-1
48,69,9103,19,F,Y,O,O,S,0,1,3,0,32.01,W,1045
70,69,9103,21,M,Y,G,F,P,0,2,3,0,4.08,9,-1
372,371,9261,19,M,N,O,O,S,1,3,5,0,26.41,W,1000
3628,371,9261,20,F,Y,O,O,S,1,4,6,0,18.21,B,700
51,69,9103,21,F,N,G,P,S,0,4,3,0,39.14,W,1400
79,69,9103,28,F,Y,O,O,S,0,5,2,0,17.66,B,915
65,69,9103,21,M,Y,O,O,S,0,1,1,0,41.73,9,-1
50,69,9103,23,M,Y,S,J,S,0,1,1,0,46.42,W,1330
3864,3864,9998,31,F,Y,P,F,S,1,4,1,0,22.15,9,-1
23,69,9103,39,M,Y,P,P,S,0,3,1,0,63.36,9,-1
97,69,9103,22,F,N,S,P,P,2,6,3,0,7.41,C,1000
42,69,9103,24,M,9,O,O,S,1,7,1,0,42.48,W,940
2244,371,9261,21,M,Y,O,O,S,1,2,2,0,26.54,B,1210
5231,3851,9309,20,F,Y,O,O,S,1,2,2,0,45.84,D,800
194,371,9261,20,M,N,O,O,S,3,6,4,0,52.63,B,900
402,371,9261,21,M,Y,P,P,P,4,5,4,1,19.84,9,-1
71,69,9103,20,F,Y,O,O,S,1,1,2,0,29.96,W,940
3691,3851,9309,27,F,Y,S,F,P,5,4,3,0,26.69,9,-1
258,69,9103,38,M,N,O,O,S,1,2,2,0,10.34,B,805
3646,371,9261,22,F,Y,O,O,S,4,6,4,0,23.38,D,800
4045,371,9261,20,M,Y,S,P,S,3,6,3,0,13.85,D,1020
398,69,9103,24,M,Y,O,O,S,1,7,4,0,20.2,B,1000
2144,371,9261,29,F,Y,G,F,P,3,7,3,1,49.04,9,-1
34,69,9103,33,M,Y,S,P,P,1,2,3,0,19.42,9,-1
320,69,9103,19,F,Y,O,O,S,2,4,3,0,10.95,B,830
2022,371,9261,19,M,Y,P,P,S,2,5,4,1,31.39,U,915
297,69,9103,26,M,Y,G,F,P,2,5,4,0,38.39,B,900
545,69,9103,22,F,Y,O,O,S,1,3,3,1,11.27,B,800
2235,1199,E0297,23,F,Y,O,O,S,4,4,4,1,49.18,9,-1
3668,371,9261,25,F,Y,S,F,P,1,3,4,0,17.3,9,-1
3436,371,9261,22,F,Y,S,P,S,1,4,4,1,45.99,B,630
371,371,9261,20,F,Y,O,O,S,2,7,5,0,32.27,9,-1
4124,371,384,21,M,Y,O,O,S,3,4,4,0,18.35,D,1300
594,484,E0454,22,M,Y,O,O,S,3,1,3,0,25.65,9,-1
173,371,384,19,M,Y,O,O,S,1,4,3,1,38.01,9,-1
3678,371,9261,23,M,Y,O,O,S,1,1,3,1,23.35,P,900
309,69,9103,22,M,Y,O,O,S,2,6,4,0,25.81,B,845
43,69,9103,21,F,Y,O,O,S,1,1,3,0,26.92,W,1000
307,371,9261,22,M,N,O,O,S,1,4,3,0,9.62,9,-1
343,336,1163,17,M,Y,O,O,S,5,5,4,1,30.53,B,730
2222,391,9092,19,M,Y,O,O,S,3,6,3,0,29.72,D,730
2442,391,9092,21,M,N,O,O,S,1,3,3,0,32.87,9,-1
2760,2616,9287,46,M,Y,O,O,P,1,7,2,0,20.96,9,-1
1032,391,E0471,34,M,9,O,O,S,4,7,4,0,13.66,9,-1
590,590,9998,30,F,Y,O,O,P,1,2,1,1,89.96,9,-1
1130,391,E0471,20,F,Y,O,O,S,2,4,3,1,24.92,9,-1
324,336,1163,17,M,Y,O,O,S,3,6,3,1,18.67,B,800
1069,391,E0471,26,M,Y,O,O,S,5,6,4,1,44.83,D,1030
2411,391,9092,29,M,Y,O,O,S,1,7,2,0,6.43,D,855
447,426,1100,17,F,N,O,O,S,1,7,1,2,29.95,P,800
2108,391,9092,23,F,Y,S,F,P,4,6,5,0,14.7,9,-1
2442,391,9092,29,M,Y,S,P,P,2,5,3,0,26.18,9,-1
400,391,9092,23,F,N,S,P,S,0,1,3,0,29.11,B,805
3653,391,9092,32,F,9,O,O,P,0,1,2,1,61.82,B,1010
2426,391,9092,20,M,Y,O,O,S,3,4,4,0,29.2,9,-1
2257,391,E0471,19,M,Y,P,P,S,3,4,4,1,31.82,B,1000
252,391,9092,20,F,N,O,O,S,1,5,3,1,18.68,B,900
2670,391,9092,25,F,Y,O,O,S,3,4,3,1,21.8,D,645
3636,391,9092,20,F,Y,O,O,S,1,4,4,0,43.2,B,955
209,391,9092,42,F,Y,P,F,P,1,5,2,1,50.92,9,-1
3324,391,9092,20,M,Y,S,P,S,2,7,5,0,170.24,B,830
1173,391,9092,30,M,Y,G,F,P,2,4,4,0,16.54,9,-1
2014,391,E0471,18,M,Y,G,P,S,2,5,4,1,41.52,P,815
490,391,9092,30,M,Y,G,F,P,2,7,3,0,17.71,B,1700
3628,3629,5500,17,F,N,S,P,S,1,7,2,1,13.3,W,815
592,391,E0471,23,F,Y,S,P,S,1,2,2,0,26.57,B,1000
444,452,E0605,26,F,Y,O,O,P,0,7,2,0,34.49,B,830
3867,391,9092,19,M,Y,O,O,S,1,3,3,0,49.1,B,900
288,391,9092,26,F,Y,P,P,S,1,4,2,0,34.21,B,915
162,391,9092,34,M,Y,P,F,P,1,5,2,1,13.75,9,-1
592,391,9092,24,M,Y,O,O,S,1,2,4,0,22.05,B,900
381,336,1163,17,M,Y,O,O,S,2,3,2,2,27.35,9,-1
3459,3459,9998,32,F,Y,P,F,P,3,6,5,0,29.94,9,-1
2122,391,9092,21,F,Y,O,O,S,3,7,5,0,60.07,B,900
3371,391,9092,20,F,Y,O,O,S,0,7,4,2,57.88,B,1205
450,391,9092,32,F,Y,P,P,S,0,2,1,0,28.78,B,1305
183,391,9092,17,M,Y,O,O,S,0,3,1,2,72.94,9,-1
415,391,9092,30,M,Y,O,O,S,1,3,2,0,42.85,D,830
2127,391,9092,21,M,Y,S,P,S,2,6,3,1,35.06,9,-1
570,391,9092,77,F,Y,O,O,P,0,3,1,0,17.69,9,-1
177,391,9092,26,F,Y,O,O,S,0,2,2,0,28.83,9,-1
2618,391,9092,43,M,Y,O,O,S,1,2,2,1,17.47,D,820
460,391,9092,26,M,Y,O,O,S,1,1,3,0,9.44,B,1200
2036,391,9092,22,F,Y,G,P,S,2,5,4,0,19.92,9,-1
2248,391,9092,18,M,Y,S,P,S,1,4,2,1,25.52,B,1000
184,391,9092,23,M,N,S,P,S,0,2,3,0,25.38,B,1035
4045,391,9092,23,M,Y,S,P,S,2,2,3,1,22.76,B,1100
3863,391,9092,19,F,Y,S,P,S,1,7,3,1,14.11,9,-1
123,391,9092,67,M,Y,O,O,P,2,3,2,0,13.87,9,-1
3417,391,9092,19,M,Y,M,P,S,2,4,4,0,19.56,B,1210
2055,391,9092,22,M,Y,S,P,S,4,4,3,2,20.05,9,-1
2449,391,9092,18,F,Y,O,O,S,1,7,3,4,42.55,B,900
2108,391,9092,18,F,N,O,O,S,1,4,3,0,19.46,B,700
389,391,9092,28,M,Y,O,O,S,1,2,3,0,48.14,9,-1
162,391,9092,23,M,Y,O,O,S,2,2,4,0,56.52,9,-1
2202,391,9092,18,M,N,O,O,S,3,3,4,0,33.58,9,-1
2206,391,E0471,18,F,N,S,P,S,2,6,5,0,20.61,B,1100
3372,391,9092,20,M,Y,O,O,S,2,4,3,1,26.09,B,700
2013,391,9092,22,F,Y,O,O,S,3,7,4,2,29.9,B,715
2353,391,9092,21,F,Y,S,P,S,3,2,5,0,106.7,9,-1
150,391,9092,22,F,Y,P,P,S,2,4,3,1,32.11,9,-1
325,336,1163,17,F,Y,O,O,S,1,4,2,1,30.18,P,800
4110,4110,9998,41,M,Y,M,F,P,2,3,2,2,13.83,9,-1
401,391,9092,24,F,Y,S,P,S,3,7,6,1,34.74,B,1330
3484,391,9092,28,M,Y,P,F,P,2,6,3,0,9.58,9,-1
62,69,9103,18,F,N,O,O,S,1,6,4,0,25.89,B,900
2555,69,9103,46,M,Y,P,F,S,2,2,2,1,19.39,9,-1
71,69,9103,21,F,Y,O,O,S,0,4,2,0,13.36,W,920
4184,4030,6354,17,M,N,O,O,S,0,3,2,1,16.99,S,730
452,69,9103,22,F,N,O,O,S,1,3,4,0,34.74,B,1030
48,69,9103,18,F,Y,S,P,S,0,1,3,0,32.01,W,845
452,69,9103,29,M,9,9,F,S,1,1,3,0,33.97,B,800
3724,3867,5613,19,F,N,O,O,P,0,7,6,2,72.17,W,730
3864,69,9103,25,F,Y,O,O,S,2,6,2,1,34.3,D,700
42,69,9103,24,F,Y,9,P,S,0,2,1,0,25.6,W,1150
108,69,9103,22,M,Y,S,P,S,1,7,5,1,30.24,9,-1
3418,371,9261,23,F,Y,P,P,P,3,6,3,1,14.54,9,-1
48,69,9103,20,M,Y,O,O,S,0,7,2,0,19.38,W,920
3376,3368,5485,19,M,N,O,O,P,2,4,4,1,85.87,9,-1
506,69,9103,18,M,9,O,O,S,2,4,4,0,18.76,B,745
46,69,9103,22,F,Y,O,O,S,0,1,2,0,22.65,W,835
4036,4030,6354,17,M,Y,O,O,S,2,4,2,2,29.48,P,754
3668,3674,5410,17,F,Y,O,O,S,1,2,2,2,24.66,P,740
3378,69,9103,20,F,Y,S,P,S,2,4,4,1,14.23,J,740
403,69,9103,24,M,Y,O,O,S,3,6,4,0,23.37,9,-1
