HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime
620,493,9206,31,F,Y,O,O,S,1,1,1,1,34.27,D,825
4076,5142,9273,22,M,Y,M,P,S,2,4,4,0,25.75,9,-1
534,493,9206,45,F,Y,G,F,P,1,4,4,2,15.4,9,-1
4108,5142,9273,23,F,Y,O,O,S,3,4,3,0,21.6,D,800
2451,2451,9998,20,F,N,O,O,S,2,3,3,0,10.16,9,-1
1180,1179,9231,22,M,Y,O,O,S,1,7,5,0,78.45,W,920
285,290,S397,20,F,Y,S,P,S,0,1,1,0,76.27,B,800
232,242,9516,47,F,Y,O,O,S,0,3,2,1,49.35,B,730
1287,1179,9231,22,M,Y,O,O,S,6,6,4,0,11.14,D,830
1067,1179,9231,21,M,N,O,O,S,2,6,4,0,11.68,B,650
590,290,S397,28,M,Y,O,O,S,2,3,3,0,18.35,B,800
1181,1179,9231,20,M,N,S,P,P,1,2,5,0,34.07,9,-1
1124,1179,C507,22,M,Y,S,P,S,3,6,3,0,14.8,D,700
3345,290,S397,29,F,Y,O,O,S,1,3,1,0,86.76,9,-1
1028,1179,9231,33,M,Y,P,F,S,1,4,1,0,5.49,D,1200
1130,1179,9231,46,F,N,S,P,S,1,4,2,0,25.37,B,700
3675,290,S397,19,F,N,S,P,S,1,6,3,1,20.35,B,1030
1095,1179,9231,22,F,Y,P,P,S,2,5,3,1,62.28,D,700
89,290,S397,26,F,Y,P,F,P,1,3,1,0,21.56,9,-1
1286,1179,9231,18,M,Y,O,O,S,3,6,5,2,23.03,D,715
1096,1179,9231,21,F,Y,O,O,S,2,6,2,0,29.97,B,800
1106,1179,9231,22,F,Y,S,P,S,3,5,3,1,33.96,D,800
1229,1179,C507,22,F,Y,O,O,S,5,4,6,1,44.8,9,-1
1216,1179,9231,19,M,Y,S,P,S,2,7,5,0,19.36,B,1400
1089,1179,9231,20,M,Y,S,P,S,1,4,4,0,36.04,B,800
154,599,C403,23,M,Y,S,P,S,2,7,4,0,33.84,D,800
22,20,2308,20,F,N,O,O,S,0,1,3,0,15.91,9,-1
1035,1179,9231,19,M,Y,O,O,S,2,7,4,0,20.7,P,800
3676,290,S397,24,F,Y,S,F,S,5,7,5,0,42.37,D,700
110,110,2277,17,F,N,O,O,S,1,1,2,2,97.28,P,815
467,187,9242,38,M,Y,O,O,P,1,2,2,2,21.12,9,-1
3456,3638,5511,17,F,N,S,P,S,1,5,1,1,7.66,P,830
4062,4003,E0424,18,M,Y,M,P,S,3,4,3,2,58.83,D,730
2621,200,A093,48,F,Y,P,F,P,1,2,1,1,48.49,9,-1
282,271,182,17,F,N,O,O,S,1,7,1,1,45.41,9,-1
383,383,9998,22,F,9,O,O,S,2,1,4,0,48.47,9,-1
3620,3631,9101,20,F,Y,S,P,S,1,3,3,0,22.33,9,-1
3719,3631,9101,20,M,Y,O,O,S,1,7,3,0,8.12,P,830
3662,3631,9101,24,M,Y,O,O,S,1,3,3,0,27.8,B,830
431,187,9242,26,M,Y,O,O,S,1,3,2,0,68.73,B,730
441,441,9998,49,M,Y,O,O,P,1,2,2,1,15.3,9,-1
72,187,9242,50,F,Y,O,O,P,2,7,4,0,8.6,9,-1
1125,1125,9998,44,M,Y,S,F,P,2,5,2,2,31.59,9,-1
3603,3631,9101,19,M,N,S,P,S,2,6,3,2,79.01,B,1300
5105,5193,C126,45,M,Y,P,F,P,1,6,1,0,10.89,9,-1
249,187,9242,25,M,9,S,F,P,1,3,1,0,31.08,B,1730
383,383,9998,40,M,Y,P,F,P,1,4,2,3,36.72,9,-1
3354,3631,9101,21,F,Y,S,P,S,4,4,5,0,50.53,D,1405
2622,2621,4217,17,M,N,S,P,S,2,6,2,1,19.63,P,1030
389,383,1426,17,F,N,O,O,S,1,3,2,2,59.03,P,900
372,3631,9101,23,F,Y,S,P,S,2,4,5,0,9.48,B,1130
3664,187,9242,43,M,Y,O,O,S,2,7,2,0,42.3,D,730
4105,3631,9101,20,F,N,S,P,S,1,7,2,2,29.7,B,1200
3830,3628,5411,17,F,N,G,J,S,2,4,3,1,37.64,P,800
3691,3631,9101,20,F,Y,S,P,S,2,4,3,1,19.87,9,-1
3679,3631,9101,24,M,Y,O,O,S,1,7,2,0,59.56,D,1630
2030,2122,4532,17,M,N,S,P,S,2,5,2,2,20.44,B,600
3371,3631,9101,19,M,N,O,O,S,1,2,5,0,55.97,9,-1
3694,3638,5511,17,M,N,O,O,S,2,6,2,2,7.04,S,750
2061,187,9241,25,F,N,P,P,S,1,4,4,0,23.51,9,-1
4084,3631,9101,21,M,Y,S,P,S,7,6,5,0,47.84,D,700
3685,3631,9101,18,M,Y,S,P,S,2,4,3,2,27.37,D,730
3635,3631,9101,21,F,Y,S,P,S,3,5,3,0,30.93,D,900
469,187,9241,32,F,Y,O,O,S,3,6,5,2,11.15,D,800
3685,3631,9101,19,F,N,O,O,S,1,2,4,2,57.55,9,-1
3680,3631,9101,18,F,Y,O,O,S,2,4,3,1,22.21,B,830
3719,3631,9101,19,M,N,O,O,S,2,3,4,0,28.72,B,1245
342,187,9242,25,M,Y,O,O,S,2,3,6,0,35.64,B,830
2772,2621,4217,17,M,N,O,O,S,3,6,2,4,74.81,S,830
383,187,9242,46,M,Y,G,F,P,2,3,2,1,23.19,9,-1
2871,2868,E0490,21,M,Y,O,O,S,2,7,4,0,16.62,P,630
3678,3631,9101,25,M,Y,P,F,S,4,4,4,0,14.72,D,920
2383,2383,S126,17,M,N,S,J,S,1,7,1,1,23.46,P,800
2419,2383,S126,17,F,Y,O,O,S,2,4,2,1,26.25,P,745
3714,3631,9101,19,F,Y,O,O,S,2,7,3,0,39.17,P,1130
2107,69,9103,25,F,Y,P,P,P,4,5,5,0,52.94,9,-1
2078,371,9261,25,F,Y,O,O,S,3,4,3,0,38.04,D,1100
2204,69,9103,28,M,Y,P,F,P,4,6,5,0,66.37,D,1900
2388,236,A189,23,M,Y,O,O,S,3,3,4,1,42.07,D,1215
452,69,9103,19,M,Y,O,O,S,1,7,3,0,34.42,B,1105
374,371,9261,20,M,Y,O,O,S,2,2,5,1,57.52,W,1000
363,371,9261,53,F,Y,G,F,P,1,1,1,0,20.39,9,-1
105,69,9103,34,F,Y,G,F,P,1,5,2,0,74.12,9,-1
3387,69,9103,26,M,Y,G,P,S,3,6,4,0,13.26,D,900
3417,371,9261,23,F,N,S,P,S,2,3,4,1,12.85,B,815
2364,69,9103,18,F,Y,O,O,S,4,4,3,1,38.51,P,630
3335,69,9103,19,F,Y,O,O,S,1,3,4,1,42.64,9,-1
309,69,9103,27,M,Y,O,O,S,2,6,4,0,25.81,B,1000
3602,3870,A026,45,F,Y,O,O,S,1,2,2,1,6.1,9,-1
2030,371,9261,21,F,Y,S,P,S,3,4,3,0,28.57,9,-1
3358,371,384,32,F,Y,P,F,P,4,5,4,0,33.5,9,-1
373,371,9261,36,F,Y,S,F,P,1,7,2,1,40.82,D,1700
538,69,9103,26,M,Y,S,P,S,1,6,4,0,12.2,B,840
50,69,9103,20,F,Y,O,O,S,0,1,1,0,40.49,W,950
38,69,9103,34,M,Y,O,O,S,2,3,3,1,20.52,9,-1
407,69,9103,29,F,Y,P,F,S,1,6,2,0,30.3,B,1645
110,110,9998,27,F,Y,9,F,P,1,3,1,0,48.62,9,-1
21,290,S397,33,M,Y,O,O,S,0,1,3,0,27.92,B,610
349,290,S397,20,F,Y,S,P,S,2,4,2,0,17.17,D,830
298,290,1149,17,F,N,O,O,S,2,3,3,2,61.32,B,935
104,20,2308,17,F,N,S,P,S,0,3,3,2,11.23,C,800
65,290,S397,22,F,9,O,O,S,0,2,2,0,13.67,B,1200
3356,290,S397,51,M,Y,P,J,S,2,4,2,0,17.05,D,940
407,1179,9231,24,F,N,S,P,P,1,4,3,1,92.04,9,-1
390,390,S515,62,F,N,O,O,P,0,4,3,0,19.98,B,840
3810,290,S397,25,M,N,O,O,S,1,7,2,0,22.14,B,1130
1068,1179,9231,20,M,N,O,O,S,2,6,3,1,21.2,9,-1
1096,1179,9231,19,F,Y,O,O,S,2,5,5,0,43.14,B,915
1125,1179,9231,22,M,N,O,O,S,0,7,4,0,31.49,B,1320
479,1179,9231,18,F,N,O,O,S,2,5,3,0,4.05,B,615
3194,290,S397,21,F,N,O,O,S,1,6,3,0,25.37,9,-1
2216,290,2385,20,F,N,O,O,S,2,6,4,0,37.63,P,730
4045,4045,9998,52,F,Y,O,O,P,1,2,3,0,6.6,9,-1
306,306,2032,17,F,Y,S,P,S,3,4,2,2,28.32,W,810
1032,1179,C507,20,M,N,S,P,S,3,6,5,0,21.92,B,1200
510,1179,9231,19,M,N,O,O,S,2,2,4,0,70.14,B,1315
335,290,S397,19,F,Y,S,P,S,3,1,5,0,34.26,B,730
2351,448,A257,62,F,Y,O,O,P,1,2,2,0,27.92,9,-1
3431,290,S397,22,M,Y,S,P,S,6,4,6,0,31.74,D,1120
587,290,S397,19,M,Y,O,O,S,1,4,4,0,11.87,9,-1
272,20,S247,18,F,N,O,O,S,1,6,3,0,27.46,C,750
3354,3367,C298,32,F,Y,O,O,P,2,5,4,1,30.33,D,800
5073,290,S397,43,F,Y,S,F,P,1,4,2,4,95.67,9,-1
45,290,S397,32,F,Y,O,O,S,2,6,3,0,27.9,B,830
591,599,C403,32,F,Y,O,O,S,2,2,4,0,25.34,9,-1
242,242,9998,17,M,Y,O,O,S,1,6,2,2,12.06,9,-1
5065,5059,49,17,M,Y,S,P,S,2,6,2,1,28.5,9,-1
1254,1179,C507,20,F,Y,S,P,S,3,6,3,2,18.79,9,-1
5065,5059,49,17,F,N,S,P,S,1,4,1,1,73.17,S,800
257,290,S397,21,M,N,O,O,S,3,4,4,0,20.74,B,800
1237,1179,9231,18,M,Y,S,P,S,4,7,3,1,36.21,D,900
1318,1179,9231,19,F,Y,O,O,S,3,6,3,1,22.7,9,-1
1028,65,C095,36,F,Y,S,F,P,1,5,2,2,11.59,9,-1
4084,290,S397,43,F,N,O,O,S,0,1,1,5,34.43,J,920
574,1179,9231,21,M,Y,O,O,S,3,4,5,0,33.69,9,-1
1183,1179,9231,22,F,Y,O,O,S,4,7,3,0,15.33,P,1150
2563,187,9242,19,F,Y,P,P,S,2,5,3,1,36.82,9,-1
161,187,9242,22,M,Y,M,P,S,2,4,4,0,15.49,B,645
3810,3631,9101,25,M,Y,O,O,S,3,5,4,0,10.86,D,830
2131,187,9242,29,M,Y,M,F,P,2,4,3,0,28.22,9,-1
3607,3631,9101,19,F,Y,P,P,S,2,4,5,0,11.3,B,730
3688,3631,9101,22,M,Y,O,O,S,6,6,3,1,32.22,M,1100
2058,187,9242,19,M,Y,O,O,S,2,7,3,1,10.64,B,1000
2619,2621,4217,18,M,N,O,O,P,1,4,3,0,34.29,9,-1
363,187,9242,22,M,Y,S,P,S,1,7,6,0,51.7,B,730
5116,5193,S546,21,F,Y,S,P,S,2,7,3,0,81.54,9,-1
3364,3631,9101,21,M,Y,O,O,S,2,7,4,0,22.29,B,845
2423,3631,9101,24,M,Y,O,O,S,1,1,1,0,90.79,9,-1
2222,187,9242,20,M,Y,S,P,S,3,5,3,0,31.86,B,630
3863,3631,9101,36,M,Y,P,J,P,1,2,2,1,34,9,-1
2412,2383,S126,17,F,Y,O,O,S,2,4,2,2,19.6,P,800
243,187,9242,28,M,Y,M,F,P,1,7,2,0,19.9,9,-1
2614,2602,179,18,M,Y,S,P,S,1,5,3,0,28.02,W,730
2560,2560,9998,21,F,N,O,O,P,3,6,5,0,34.24,9,-1
3810,3631,9101,23,M,Y,P,P,S,2,2,5,0,60.73,9,-1
3434,3631,9101,18,F,N,O,O,S,2,7,6,1,24,B,1015
3448,3631,9101,18,M,Y,P,P,S,2,4,5,1,17.12,B,1245
3436,3631,9101,21,M,Y,S,P,S,2,4,3,1,37.04,B,805
390,3631,9101,20,F,Y,O,O,S,2,6,3,0,14.22,D,830
74,3631,9101,23,M,Y,O,O,S,0,2,2,0,22.12,C,845
99,187,9242,26,M,N,S,P,S,1,5,4,0,18.73,W,645
3674,3631,9101,18,M,Y,S,P,S,1,4,3,0,20.54,B,900
3448,3337,E0339,17,M,N,O,O,S,3,4,3,2,25.16,P,800
2022,52,870,19,F,Y,S,P,S,3,7,4,1,36.66,B,915
572,52,870,20,M,N,S,P,S,3,6,4,0,14.41,G,645
1047,566,9102,20,M,Y,O,O,S,2,5,3,1,24.6,9,-1
284,566,9102,21,M,N,O,O,S,3,5,3,0,17.82,9,-1
467,566,9102,28,M,Y,O,O,S,2,6,3,0,22.47,9,-1
5247,5142,9273,20,F,Y,S,P,S,4,4,4,0,29.82,D,730
3607,493,9206,24,F,Y,O,O,S,3,4,3,1,21.33,9,-1
415,36,9534,33,M,Y,S,P,P,1,1,2,2,50.97,9,-1
5116,5142,9273,22,F,Y,S,P,S,2,7,3,0,81.54,D,900
209,493,9206,27,F,Y,G,P,S,1,4,2,0,21.78,B,700
233,493,9206,29,F,N,G,P,S,0,2,2,1,84.26,B,800
4120,5142,9273,19,M,Y,S,P,S,2,3,5,0,14.79,9,-1
5120,5142,9273,30,F,Y,G,F,P,2,5,2,1,56.61,9,-1
4076,5142,9273,23,M,Y,G,P,P,2,5,4,0,20.36,9,-1
4004,4029,9301,18,F,N,O,O,S,1,6,4,1,20.95,9,-1
4029,4029,9301,24,F,Y,O,O,S,0,2,2,0,21.22,W,745
467,493,9464,20,F,N,O,O,S,2,6,3,1,16.5,9,-1
5110,5142,9273,23,M,Y,O,O,S,2,4,2,0,32.64,D,900
3719,4029,9301,21,F,Y,O,O,S,4,6,4,0,14.95,9,-1
603,493,9206,18,M,Y,O,O,S,1,7,3,1,24.86,D,815
5143,5142,9273,19,M,Y,S,P,S,3,7,4,0,62.29,P,1000
495,509,1706,19,M,N,O,O,S,1,4,4,1,23.57,B,725
521,493,9206,22,M,Y,M,P,P,1,3,4,2,30.51,9,-1
533,493,9206,20,M,N,S,P,S,1,7,4,3,12.12,9,-1
3690,4029,9301,19,M,Y,O,O,S,2,7,3,1,17.3,D,730
3654,4029,9301,20,F,Y,G,P,S,3,6,3,0,24.16,D,845
3484,3484,9998,25,M,Y,G,F,P,5,2,6,0,28.78,9,-1
5135,5142,9273,21,M,Y,M,P,S,2,4,3,1,40.41,9,-1
241,223,221,38,F,N,O,O,P,0,1,2,1,41.45,B,850
3641,4029,9301,33,F,Y,P,H,P,1,4,2,3,30.33,D,1800
3865,36,9534,26,F,Y,P,F,P,2,5,2,0,22.9,9,-1
1089,493,9206,29,F,Y,P,F,P,5,6,2,2,24.45,9,-1
5158,5142,9273,42,F,Y,P,F,P,2,6,2,0,28.05,9,-1
181,210,C242,18,M,N,O,O,S,2,3,4,0,20,9,-1
523,46,978,31,F,N,O,O,S,1,3,2,1,45.55,B,900
3838,4029,9301,51,F,Y,G,F,P,1,3,1,0,3.53,9,-1
624,46,978,45,F,Y,O,O,S,2,1,2,0,31.23,B,1150
71,4029,9301,21,M,N,O,O,S,0,2,2,0,12.39,J,620
3853,4029,9301,18,M,Y,S,P,S,2,2,3,1,25.72,D,700
90,493,9206,42,F,Y,O,O,S,1,1,1,0,16.92,9,-1
2237,2225,E0251,17,M,Y,S,P,P,1,2,1,1,8.93,B,1145
4026,4026,9998,20,F,Y,O,O,S,2,6,3,1,16.36,9,-1
4158,5142,9273,19,F,Y,S,P,S,4,7,5,0,32.76,D,700
2214,493,9464,21,M,Y,M,J,P,4,5,6,0,20.29,B,1330
5066,5142,9273,19,F,N,S,P,S,1,2,4,0,32.7,B,830
2617,422,9190,47,F,Y,S,H,P,2,4,2,1,7.38,D,645
2036,2041,4727,20,F,N,G,P,S,2,4,4,1,19.97,P,845
2053,210,C094,25,F,Y,O,O,S,2,3,3,0,15.92,D,930
2108,4029,9301,32,M,Y,O,O,S,2,6,3,0,7.02,G,730
3683,4029,9301,27,F,Y,O,O,P,1,4,3,1,11.64,9,-1
5164,5142,9273,23,F,Y,S,P,S,2,4,4,2,37.63,B,730
5063,5142,9273,18,M,N,O,O,S,2,7,4,0,40.28,B,1100
3467,4029,9301,23,F,Y,S,P,S,2,2,4,0,47.99,9,-1
271,46,C074,17,M,Y,O,O,S,1,3,2,1,29.36,B,800
5052,5142,9273,18,F,Y,S,P,S,3,4,3,1,21.91,D,820
5074,5142,9273,18,M,Y,S,P,P,1,4,3,1,41.15,P,1730
2022,2225,E0251,18,M,Y,M,P,S,3,6,3,1,31.03,D,1000
5090,5203,7369,17,F,Y,S,P,S,2,6,3,1,48.56,B,700
122,5142,9273,50,F,Y,G,P,P,0,7,2,0,6.78,9,-1
5208,5142,9273,40,F,Y,S,P,S,1,3,4,0,106.19,B,900
5135,5142,9273,36,M,Y,M,P,S,1,3,1,0,54.36,D,1430
553,493,9206,18,M,N,S,P,S,1,4,4,1,25.24,9,-1
5052,5142,9273,19,F,N,S,P,P,3,7,6,0,37.16,9,-1
4001,5142,9273,20,M,Y,P,P,S,4,7,3,1,42.15,D,800
1069,599,C403,24,M,Y,O,O,S,3,4,4,0,41.18,D,900
560,509,1706,17,M,Y,O,O,P,1,6,3,2,23.19,P,1815
4029,4029,9301,23,F,Y,O,O,S,0,7,5,0,69.07,P,1450
4085,5142,9273,23,M,Y,S,P,S,3,6,3,0,29,D,1000
4076,5142,9273,21,M,Y,M,F,P,3,5,3,1,23.93,9,-1
5164,5142,9273,25,F,Y,O,O,S,2,3,4,1,71.82,9,-1
531,531,9998,28,F,Y,G,F,P,1,5,2,0,99.24,9,-1
2241,2241,9998,43,M,Y,M,F,S,2,7,2,2,52.41,9,-1
524,493,9206,18,M,Y,S,P,S,2,3,3,1,19.79,B,1000
5133,5142,9273,19,M,Y,S,P,S,3,7,4,1,46.64,9,-1
1046,493,9206,27,M,Y,O,O,S,3,5,3,0,15.37,D,800
233,210,C484,39,M,N,O,O,P,0,3,3,0,18.58,9,-1
36,36,9998,25,M,N,O,O,P,0,3,3,0,20.98,9,-1
3842,4029,9301,25,F,Y,S,P,S,1,1,1,0,24.35,D,815
3678,4029,9301,22,M,N,O,O,S,3,4,5,0,50.26,S,700
562,493,9206,28,F,Y,S,P,P,1,2,2,1,54.08,9,-1
5046,5142,9273,36,F,9,G,F,P,1,4,2,2,30.21,9,-1
4110,4029,9301,18,F,Y,G,P,S,2,5,3,3,22.14,P,700
4124,4029,9301,28,M,Y,O,O,P,2,7,2,0,23.43,9,-1
3667,3667,9998,29,M,N,M,J,P,0,2,3,0,15.64,9,-1
2141,493,9206,44,M,Y,O,O,S,1,3,2,1,28.92,B,845
287,4029,9301,17,M,Y,O,O,S,2,4,2,1,23.22,P,955
5091,5142,9273,38,F,N,G,P,S,1,3,2,0,56.89,9,-1
502,493,9206,20,M,N,O,O,S,0,2,3,0,54.77,B,700
4108,4029,9301,37,M,Y,S,F,P,2,6,1,0,15.61,9,-1
3646,4029,9301,21,M,N,O,O,P,2,6,4,0,66.36,B,830
5102,5142,9273,29,F,Y,O,O,P,2,3,2,0,38.78,9,-1
2257,2225,E0251,46,F,Y,O,O,S,2,2,2,2,26.54,D,820
559,493,9206,19,M,Y,O,O,S,2,2,5,0,26.83,B,700
3812,4029,9301,19,M,Y,O,O,S,2,7,3,1,11.52,9,-1
515,493,9206,51,F,Y,P,F,P,2,4,2,0,10.16,9,-1
487,493,9464,18,F,N,S,J,P,1,4,3,0,6.28,B,830
345,345,1160,17,F,N,O,O,S,2,7,2,1,14.27,P,830
5191,4029,9301,25,F,Y,O,O,S,1,3,2,0,23.75,P,800
4031,4029,9301,24,M,9,O,O,S,1,3,4,0,81.05,9,-1
3668,4029,9301,23,M,N,M,P,P,1,2,3,0,12.51,B,700
570,493,9206,25,M,N,O,O,S,0,2,2,0,32.06,9,-1
5179,5142,9273,28,F,Y,P,F,P,1,3,1,0,24.14,9,-1
496,493,9206,19,M,N,S,P,S,1,4,3,0,8.22,9,-1
3669,5142,9273,18,M,Y,O,O,S,3,3,6,0,28.11,D,710
3620,4029,9301,20,F,Y,O,O,S,2,3,3,0,22.33,P,705
1060,4029,9301,25,F,N,O,O,S,2,5,3,0,5.71,G,520
184,4029,9301,21,F,Y,O,O,S,3,7,3,1,64.29,D,710
124,493,9206,21,F,Y,O,O,S,3,7,3,0,21.97,D,835
5109,5142,9273,27,F,Y,O,O,S,4,7,5,0,39.93,D,800
568,493,9464,19,F,Y,S,F,S,0,3,4,0,81.33,B,1325
271,46,C074,18,M,Y,S,P,S,1,6,4,0,9.04,B,800
487,4029,9301,24,M,N,S,F,P,2,4,3,1,32.65,9,-1
5187,5142,9273,57,M,Y,O,O,S,0,1,1,0,49.2,9,-1
1194,1179,9231,61,M,Y,P,F,P,3,6,4,0,10.9,9,-1
4158,290,S397,22,M,Y,M,P,S,4,6,4,1,29.42,9,-1
595,1179,C507,19,M,Y,O,O,S,2,3,4,2,41.19,D,900
3420,290,S397,19,F,N,O,O,S,2,7,4,0,18.86,B,915
1183,1179,9231,20,M,Y,S,P,S,3,4,3,0,28.78,D,1000
1067,1179,C507,25,F,Y,S,P,S,2,7,4,1,50.63,9,-1
2222,65,E0372,45,M,Y,G,F,P,2,5,2,2,7.45,9,-1
1061,1179,C507,20,M,Y,O,O,S,2,4,4,0,23.94,D,1730
1328,1179,9231,24,F,Y,O,O,S,4,4,4,0,13.56,D,900
295,290,S397,24,M,N,S,J,S,1,7,2,0,19.67,W,730
403,409,9278,20,M,Y,O,O,S,1,2,4,2,59.57,9,-1
1068,1179,9231,23,M,Y,S,J,P,3,4,2,0,4,9,-1
1,216,577,17,F,Y,O,O,S,2,6,2,1,4.35,9,-1
2560,1179,C507,18,F,Y,O,O,S,3,6,5,0,34.24,9,-1
287,290,S397,31,F,N,P,F,P,1,6,2,2,11.16,9,-1
401,290,S397,26,M,Y,P,F,P,1,3,2,0,43.02,9,-1
3375,3351,5114,17,M,Y,O,O,S,2,4,3,2,47.24,S,730
1188,1179,9231,21,M,Y,S,P,S,3,6,4,0,41.21,B,815
5241,5142,9273,43,M,Y,P,J,S,1,2,2,2,33.13,B,625
4078,5142,9273,22,F,Y,S,P,S,2,7,4,0,21.79,D,800
578,493,9464,33,F,Y,O,O,P,1,4,3,2,61.86,9,-1
565,493,9206,20,M,N,O,O,S,2,7,5,0,42.92,P,800
4085,5142,9273,17,M,Y,O,O,S,2,4,2,1,69.58,D,900
3610,4029,9301,20,M,Y,O,O,P,2,4,3,1,44.52,9,-1
1292,1292,9998,20,F,9,O,O,P,5,5,7,1,30.39,9,-1
3486,59,E0508,23,F,N,P,F,P,2,7,4,0,10.17,9,-1
5068,5142,9273,21,M,N,O,O,S,2,6,3,2,55.38,B,830
5158,5142,9273,19,M,N,O,O,S,2,6,3,0,31,9,-1
2042,59,E0508,34,F,Y,P,F,P,2,6,2,0,18.56,9,-1
4183,4029,9301,20,F,Y,O,O,S,1,3,3,0,31.37,B,1540
487,4029,9301,21,M,Y,G,P,S,1,2,2,0,28.74,9,-1
621,493,9206,35,F,Y,P,F,P,2,5,3,2,51.28,9,-1
46,46,9998,40,F,Y,P,F,P,1,4,1,0,34.49,9,-1
247,493,9206,47,F,Y,P,F,P,1,2,2,1,18.47,9,-1
5086,5142,9273,24,F,Y,O,O,S,3,6,4,0,52.39,P,630
5148,5142,9273,36,M,Y,O,O,S,1,1,2,3,71.42,9,-1
5151,5142,9273,19,F,Y,S,P,S,1,4,3,0,92.09,B,900
496,493,9206,59,M,Y,M,F,P,2,3,2,0,16.74,9,-1
1122,493,9206,19,F,Y,O,O,S,4,6,6,0,34.87,D,1340
5176,5142,9273,34,F,Y,O,O,S,1,2,2,2,41.55,P,1100
247,493,9206,25,F,Y,O,O,S,3,4,4,1,46.57,9,-1
518,557,2512,19,M,N,O,O,S,0,2,2,1,23.88,S,740
3607,5142,9273,18,M,N,M,P,S,2,6,4,0,8.55,9,-1
5096,5142,9273,27,F,Y,S,P,S,2,7,2,0,32.62,D,1505
4120,4119,E0217,17,M,N,O,O,S,2,3,3,1,26.86,P,815
439,2131,S222,29,F,Y,O,O,P,2,7,2,1,37.34,9,-1
3716,4029,9301,30,F,Y,P,P,P,2,5,3,0,4.14,9,-1
504,493,9206,24,F,N,S,P,S,1,4,4,3,19.13,B,600
4053,4029,9301,36,F,Y,O,O,S,3,4,2,2,17.81,D,830
5141,5142,9273,20,M,Y,S,P,S,2,5,3,0,33.08,B,1000
2226,2225,E0251,18,F,N,O,O,P,1,5,3,2,34.35,9,-1
5167,5142,9273,32,F,N,O,O,S,1,3,2,0,33.48,B,905
2022,36,A200,18,F,N,O,O,S,2,4,5,0,19.54,9,-1
244,509,1706,41,M,Y,O,O,P,1,1,2,3,30.79,D,1840
244,509,1706,34,F,N,S,F,P,1,1,2,3,30.79,P,1840
587,493,9206,40,M,N,9,P,S,0,1,2,2,29.21,B,1215
5238,5142,9273,28,M,Y,M,F,P,2,6,2,0,28.39,9,-1
4041,4029,9301,28,F,N,S,F,P,1,4,4,0,20.59,9,-1
3380,210,C242,20,M,N,O,O,P,2,4,5,1,33.01,9,-1
2417,493,9206,17,M,Y,O,O,S,1,7,2,3,39.15,B,910
463,393,E0596,30,F,Y,O,O,P,1,2,2,1,15.83,P,1130
515,493,9206,19,F,N,O,O,S,1,2,3,0,64.11,B,815
5181,5142,9273,17,M,N,O,O,S,1,7,1,2,103.78,B,1100
3810,4029,9301,19,M,Y,S,P,S,2,7,4,1,60.51,D,1030
531,531,9998,33,F,Y,O,O,P,2,7,2,3,15.51,9,-1
4125,5142,9273,19,F,Y,S,P,S,2,4,3,3,27.54,J,730
5044,5142,9273,27,M,Y,P,P,S,3,6,3,0,25.52,D,800
3377,3377,9998,49,F,Y,S,P,P,3,7,3,0,20.21,9,-1
3505,4029,9301,18,M,N,O,O,S,1,5,3,2,27.08,B,600
494,493,9206,19,F,Y,O,O,S,3,7,5,1,22.45,P,815
531,531,9998,56,M,Y,M,F,P,1,2,2,0,8.69,9,-1
579,493,9206,18,M,N,O,O,S,1,2,4,0,11.95,9,-1
4119,4029,9301,18,M,Y,O,O,S,2,4,5,1,50.46,D,645
5044,5142,9273,24,F,Y,S,P,S,2,5,2,0,14.6,D,1100
5181,5142,9273,56,F,9,G,P,P,0,1,1,0,36.83,9,-1
1181,1179,9231,26,M,Y,P,F,P,2,6,4,0,9.69,9,-1
600,1179,9231,19,M,N,O,O,S,2,7,4,0,60.58,9,-1
3607,3631,9101,20,F,Y,G,P,S,2,7,4,0,19.33,B,810
3711,3628,5411,17,M,Y,O,O,S,1,2,1,2,17.36,9,-1
3466,187,9242,19,F,Y,O,O,P,2,5,3,2,7.4,9,-1
595,187,9242,50,F,9,P,F,P,0,7,1,0,8.38,9,-1
3863,3631,9101,21,M,N,S,P,S,1,5,3,1,33.17,B,1300
3623,3631,9101,23,F,N,S,P,S,2,5,5,0,57.18,B,1110
438,197,2222,17,M,N,O,O,S,1,5,3,1,17.31,B,840
3607,3688,5545,17,M,N,O,O,S,2,4,3,3,14.84,B,800
2428,566,9102,20,M,N,O,O,S,1,3,4,1,56.14,B,800
269,52,870,18,F,N,S,P,S,0,7,3,1,36.52,B,705
2423,566,9102,20,F,N,O,O,S,2,5,3,1,31.43,P,1300
5030,5142,9273,19,M,Y,S,H,P,2,4,4,2,56.21,9,-1
4029,4029,9301,20,F,N,O,O,S,1,4,3,0,49.15,W,735
4075,4029,9301,20,F,Y,S,P,S,2,6,3,0,43.83,D,1605
5123,5142,9273,34,F,N,O,O,S,1,2,2,1,19.84,B,700
531,531,9998,28,F,9,O,O,P,1,3,2,1,77.17,9,-1
580,493,9206,47,F,Y,S,F,P,1,2,4,0,35.19,9,-1
4127,5142,9273,50,F,Y,P,J,S,2,4,2,0,9.36,D,715
