"","0","1","2","3","4","5","6"
"B_DIST",-0.0831717027479842,-0.0620843251709402,-0.169176758565295,-0.0729828553096519,-0.0514097420358225,-0.0813203912137914,-0.0631365186643723
"B_ENROL",0.809103885747308,0.820155088943063,0.85016713734379,0.954792810009063,0.952900889658933,0.865842886087148,0.832533791015165
"D_ENR_LHOOD",-454.800377009481,-10890.2428186689,-3681.18210023433,-1028.00735653651,-880.644918501691,-2058.81181705659,-369.121650612131
"REF_LHOOD",-602.172841820387,-13309.7527775982,-5871.32768640866,-1246.14524641852,-1143.78775485212,-2625.35328910728,-497.951787935852
"ENR_LHOOD",-506.503718211165,-11698.9413850702,-5633.57739175901,-1123.31640413898,-906.297588727874,-2216.55369696317,-386.433985966298
"R^2",0.244734492451362,0.18178474081064,0.373023905861057,0.175050132004228,0.230062645131611,0.215796279457434,0.258720101915404
