Family?,Home Zone,Cars,Children,Adults,Income,Gender,Age,Status,License,Distance,Employment,Mode
0,565,0,0,6,1,1,18,2,0,0.5,0,10
0,254,0,0,4,0,1,34,2,0,8.0,0,2
0,73,0,0,2,1,2,29,2,0,0.75,0,2
1,3644,1,2,3,0,1,18,2,0,4.75,2,1
0,109,0,0,5,0,1,28,2,1,3.5,0,2
0,170,1,0,2,1,2,21,2,1,3.0,0,1
1,1190,1,1,2,1,1,20,2,0,48.75,0,5
1,555,2,0,3,0,1,20,2,1,18.5,0,1
1,459,2,1,3,0,1,22,2,1,14.5,1,1
0,69,0,0,2,0,1,19,2,0,0.5,0,10
0,150,1,0,7,0,2,24,2,1,6.5,0,1
0,47,0,0,1,0,1,20,2,1,0.75,0,10
0,47,0,0,4,1,2,20,2,0,0.5,0,2
1,4105,2,2,4,1,1,19,2,0,17.75,0,4
0,410,1,0,2,0,1,28,2,0,10.5,1,1
0,490,0,0,3,0,1,22,2,0,6.0,0,1
0,102,0,0,3,0,1,25,2,1,2.5,0,2
0,50,0,0,2,1,1,23,2,1,1.25,0,10
1,3617,2,2,4,1,1,20,2,0,11.25,0,1
1,3629,2,0,4,0,1,21,2,1,20.75,0,1
0,2072,1,1,2,0,1,28,1,1,23.0,3,1
1,370,1,1,3,0,1,21,2,1,19.75,0,1
0,70,0,0,3,0,1,22,2,1,0.5,0,10
1,3607,2,1,3,0,1,20,2,0,23.5,0,1
0,42,1,0,3,1,1,20,2,1,1.25,1,10
0,306,3,0,2,2,1,56,1,1,10.0,0,1
1,2251,3,3,4,0,1,17,2,1,20.0,1,1
0,71,1,0,6,0,1,24,2,0,0.75,0,10
1,459,3,0,4,1,2,27,2,1,14.75,0,2
0,47,0,0,4,2,1,19,2,1,0.75,0,10
0,95,1,0,2,1,1,24,2,1,2.25,0,2
1,533,2,0,4,2,2,19,2,0,9.25,0,1
0,79,0,0,1,2,2,24,2,1,2.5,0,2
1,3367,2,0,5,0,1,21,2,1,27.25,0,1
1,184,2,1,3,0,1,21,2,1,5.25,2,1
0,75,0,0,3,0,1,24,2,1,1.0,0,10
0,170,0,0,4,0,1,28,2,1,3.0,0,2
0,95,0,0,2,2,1,38,2,1,2.5,0,2
1,555,1,0,4,1,1,21,2,1,20.0,0,1
1,2042,3,0,4,0,1,21,2,0,19.75,2,1
0,68,0,0,2,1,1,21,2,1,0.75,0,10
0,44,0,0,2,0,1,23,2,1,1.5,0,10
0,72,0,0,3,0,1,22,2,1,1.75,0,1
1,621,1,2,3,0,2,20,2,0,4.5,0,1
0,25,0,0,2,0,1,27,2,1,2.5,0,1
1,2434,2,0,3,1,1,22,2,1,14.25,0,8
0,3631,1,0,2,1,2,23,2,1,0.25,1,10
1,3851,1,0,3,0,1,26,2,1,21.25,0,4
0,3631,3,0,4,0,1,20,2,1,0.25,0,10
1,2424,2,2,2,1,1,17,2,1,21.75,0,1
1,3863,0,1,3,1,1,18,2,0,5.75,0,1
1,3833,1,0,2,0,1,21,2,1,21.75,2,1
1,241,1,1,2,1,1,18,2,0,8.75,0,1
1,40,1,0,2,1,1,19,2,0,1.0,0,10
1,3714,2,0,4,2,2,19,2,1,6.0,0,1
0,23,0,0,2,0,2,21,2,1,2.0,0,10
0,210,1,0,2,2,2,19,2,0,4.75,1,1
1,272,1,0,3,0,1,24,2,1,3.5,0,1
0,41,0,0,2,2,2,30,1,1,1.5,0,10
0,3636,0,1,3,0,1,20,2,1,5.25,0,1
0,251,1,1,2,2,1,36,1,1,7.75,3,2
1,624,2,2,3,2,2,20,2,1,23.5,0,1
0,3664,2,0,6,0,1,26,2,0,1.0,0,1
1,2425,2,0,5,1,1,20,2,1,21.25,0,1
1,3602,1,1,2,0,1,20,2,0,28.75,0,5
1,266,1,0,3,0,2,19,2,1,5.5,0,1
0,313,1,0,1,0,1,20,2,1,15.5,0,3
1,2238,2,0,4,2,1,23,2,1,26.25,0,1
1,524,1,0,4,0,1,20,2,0,8.75,0,1
0,79,0,0,3,0,1,19,2,0,2.5,1,1
0,48,1,0,2,0,1,24,2,1,0.75,0,10
1,468,1,2,4,0,1,20,2,1,14.25,0,1
0,5203,1,0,2,0,1,22,2,1,60.0,0,5
1,5115,3,0,6,2,2,21,2,1,63.75,0,5
1,594,1,0,5,0,1,18,2,0,15.25,2,1
0,46,0,0,2,0,1,27,2,1,1.0,2,10
1,385,1,1,4,1,1,21,2,1,17.0,0,1
0,37,2,0,3,0,1,23,2,1,1.75,2,10
1,2417,3,0,4,0,1,19,2,1,15.25,1,3
1,66,0,0,2,1,1,22,2,0,1.75,0,10
1,439,0,1,6,0,2,19,2,0,29.25,0,7
1,2214,2,1,3,2,1,19,2,0,26.0,0,1
0,94,0,0,3,2,2,45,1,0,1.75,2,10
0,97,0,0,1,0,1,24,2,0,2.0,0,2
1,1036,2,1,3,2,1,18,2,0,7.0,0,8
1,2449,2,2,3,1,1,21,2,0,7.5,0,1
0,71,1,0,3,0,1,21,2,1,1.25,0,2
1,3685,1,1,3,1,1,21,2,1,25.0,0,1
0,75,0,0,3,0,1,24,2,1,1.25,0,10
1,3691,2,1,3,0,1,18,2,0,26.0,2,8
1,2408,1,0,4,0,1,23,2,1,22.0,0,1
1,176,1,0,3,2,2,47,1,1,5.5,0,3
0,3663,2,0,4,1,1,21,2,1,1.0,0,10
0,71,0,0,2,0,2,20,2,1,1.5,1,10
0,79,1,0,2,2,2,26,2,1,2.5,0,10
1,4108,1,2,3,2,1,18,2,0,15.5,0,1
1,477,1,0,3,0,1,22,2,1,15.75,0,1
1,482,0,0,4,0,1,22,2,0,14.5,0,1
1,257,1,0,6,2,1,20,2,1,6.75,0,1
1,3460,3,0,3,0,1,21,2,0,33.75,2,5
0,3631,0,0,4,0,1,24,2,1,0.25,0,10
0,483,0,0,3,0,1,26,2,0,13.0,0,1
0,70,0,0,6,0,2,27,2,1,0.75,0,10
1,3686,2,0,3,0,1,18,2,0,22.0,0,1
1,3480,1,1,2,1,1,20,2,0,31.5,0,1
0,53,0,0,1,0,1,26,2,1,1.25,2,10
1,618,2,2,3,0,1,20,2,1,5.25,0,3
1,3691,1,2,4,0,2,19,2,1,6.5,0,8
0,71,0,0,1,1,2,24,2,1,1.0,0,2
1,2607,3,0,5,0,2,24,2,1,44.25,0,3
1,448,1,2,3,0,2,18,2,1,13.0,0,1
0,2243,1,0,1,0,1,19,2,1,22.25,2,1
0,71,1,0,2,1,1,24,2,1,0.75,0,10
0,105,0,0,3,0,2,26,2,0,4.0,0,2
0,8553,5,0,2,2,1,47,1,1,76.5,0,3
1,595,2,0,5,0,1,22,2,1,8.75,2,1
0,271,0,0,2,0,1,19,2,0,3.5,0,1
1,223,0,1,2,0,2,18,2,0,8.25,0,1
0,42,1,0,2,2,2,31,2,1,1.0,0,2
1,569,2,1,4,0,1,21,2,1,22.75,0,1
1,462,2,1,3,1,1,23,2,1,13.25,0,1
1,2705,3,0,2,0,2,21,2,1,40.25,1,5
0,70,0,0,6,0,1,18,2,0,0.5,0,10
0,565,0,0,1,1,2,19,2,0,0.75,0,10
1,161,1,0,4,0,1,19,2,0,24.25,1,1
1,3810,1,3,3,0,1,18,2,1,6.75,2,1
1,236,1,0,4,0,2,21,2,0,11.0,0,1
1,601,2,0,3,0,1,18,2,0,19.5,0,1
0,94,1,0,3,1,1,28,2,1,2.0,0,2
0,53,0,2,0,0,2,17,2,0,1.25,0,10
1,565,1,0,3,2,2,18,2,0,22.5,0,1
1,450,1,0,4,0,2,18,2,0,18.25,0,1
1,3615,1,0,5,2,1,20,2,1,8.5,0,1
1,424,1,1,3,0,1,18,2,0,9.5,0,1
0,69,0,0,1,0,2,18,2,0,0.25,0,10
0,266,1,0,2,2,1,36,1,1,5.75,3,2
0,72,0,0,2,1,1,24,2,1,1.5,0,2
1,2423,3,0,3,0,1,22,2,1,23.0,2,5
1,517,2,0,4,0,1,18,2,0,16.5,0,1
1,6006,1,0,3,1,1,26,2,1,40.25,0,5
0,94,0,0,2,1,2,36,2,1,1.5,0,10
1,3362,2,1,3,0,1,21,2,1,19.0,0,1
1,105,1,0,2,2,2,25,2,1,3.25,1,1
0,53,0,0,1,2,2,20,2,1,1.25,0,10
1,3620,2,3,4,0,2,19,2,1,9.5,0,1
1,2248,2,1,3,0,1,20,2,0,20.5,0,1
0,3814,0,0,3,1,1,20,2,0,1.25,2,1
0,46,0,0,2,1,1,24,2,0,1.0,0,2
1,3506,2,1,5,1,1,21,2,1,19.0,0,1
0,41,0,0,1,0,1,32,2,0,1.5,0,2
1,192,2,0,3,2,1,26,0,1,6.75,0,1
0,73,0,0,2,0,2,19,2,0,0.5,0,2
1,3657,2,1,4,2,2,18,2,1,4.5,0,1
0,67,0,0,3,1,1,19,2,0,1.0,2,10
1,3418,2,0,3,2,1,20,2,1,46.0,0,1
1,3722,2,1,3,0,2,18,2,1,10.75,0,1
0,69,0,0,1,0,1,18,2,0,0.25,0,10
1,153,1,0,2,0,1,30,1,0,7.75,0,1
0,51,1,0,2,1,1,25,2,1,1.0,1,10
0,72,0,0,2,0,1,21,2,0,1.0,0,2
0,172,0,0,1,1,3,29,2,1,4.0,0,1
1,2024,2,0,4,0,2,26,2,1,23.5,0,3
0,79,0,0,1,1,2,23,2,1,2.75,0,1
1,2426,2,0,4,1,1,18,2,0,21.75,0,1
0,538,1,0,2,0,2,25,2,0,9.25,1,1
0,68,0,0,3,0,2,22,2,1,0.75,0,10
1,414,0,0,2,1,2,20,2,0,25.25,0,7
1,3357,2,0,3,2,1,46,1,1,26.75,0,3
0,73,1,0,1,1,1,26,2,1,1.25,0,10
1,3718,2,0,3,0,2,30,2,1,8.25,0,3
0,272,0,0,2,0,2,32,0,1,3.75,0,2
1,115,2,0,4,0,1,25,2,1,4.75,0,1
0,115,1,0,2,0,1,28,2,1,4.75,2,2
1,436,1,1,2,1,1,18,2,0,13.0,0,1
0,70,1,0,2,0,1,18,2,0,0.5,0,10
1,8704,1,1,3,0,2,18,2,1,92.5,0,1
1,459,2,0,3,2,2,29,2,1,15.0,1,1
1,495,1,0,4,1,1,18,2,0,19.0,0,1
0,3667,1,0,3,1,1,21,2,1,19.75,2,3
1,613,1,1,3,2,1,24,2,0,19.5,0,1
1,176,3,0,4,0,1,24,2,1,5.0,0,1
0,21,1,0,3,0,1,22,2,1,2.0,1,2
1,3683,2,0,4,1,2,23,0,1,27.5,0,3
0,71,0,0,6,2,1,21,2,1,0.75,0,10
1,4023,5,0,8,0,1,18,2,1,28.25,0,5
0,249,2,0,3,2,1,24,2,1,7.75,2,1
1,1202,2,1,3,0,1,18,2,1,31.75,0,1
1,3617,2,1,5,0,2,18,2,0,11.25,1,1
1,105,1,0,3,0,2,20,2,0,4.25,0,1
1,3623,2,1,4,0,1,18,2,0,24.75,0,5
1,535,1,1,4,0,1,24,2,0,12.0,0,1
0,73,1,0,2,1,1,26,2,0,0.5,0,7
0,8021,1,0,2,2,1,43,2,1,67.5,2,8
0,454,0,0,1,0,2,25,1,1,11.0,0,1
0,540,1,0,1,2,1,49,0,1,9.5,0,3
0,50,0,0,3,0,1,20,2,1,1.0,0,10
0,105,0,0,3,1,1,26,2,1,3.75,2,2
0,38,0,0,2,0,1,22,2,1,1.0,0,10
1,512,1,0,2,1,1,22,2,0,5.0,0,1
1,3510,2,0,3,0,1,20,2,0,27.5,0,1
1,1222,1,0,2,1,2,21,1,1,50.0,0,3
0,124,0,0,1,1,1,23,2,0,7.5,0,1
1,450,1,0,4,0,1,24,1,1,12.25,1,1
1,3371,2,1,3,2,1,18,2,1,21.0,0,1
0,38,0,0,2,0,2,26,1,1,1.5,0,2
0,4040,2,0,3,2,1,20,2,1,12.25,2,3
1,165,1,1,3,0,1,24,2,0,23.0,0,7
0,122,0,0,1,0,1,59,2,1,7.25,0,2
1,50,1,0,2,0,2,20,2,0,1.0,0,10
0,53,0,0,2,0,2,18,2,1,1.25,0,10
0,78,1,0,2,2,1,30,2,1,2.0,2,1
0,490,0,0,2,0,1,20,2,1,5.75,0,1
0,21,0,0,2,0,1,20,2,1,1.5,0,10
1,66,1,0,3,2,1,22,2,1,1.75,0,10
1,223,0,1,4,2,2,18,2,0,14.0,2,1
1,316,2,0,4,0,1,34,2,1,9.25,0,1
1,193,1,0,5,0,2,21,2,1,7.5,0,1
0,173,1,0,2,0,1,33,0,1,3.25,0,1
0,4025,1,0,2,2,1,22,2,1,31.0,0,5
1,412,2,1,3,0,1,18,2,0,26.25,0,1
1,617,2,0,6,1,2,20,2,1,6.0,0,1
0,53,1,0,1,2,1,22,1,1,1.25,2,10
0,41,1,0,1,0,1,22,2,1,20.25,0,1
1,560,0,0,1,0,2,18,2,0,2.25,0,1
1,106,1,0,3,1,1,21,2,0,4.25,0,1
1,555,1,0,3,0,1,19,2,1,19.0,0,1
1,452,1,1,3,0,1,20,2,0,11.75,0,1
0,209,0,0,2,1,1,24,2,1,4.0,1,1
0,490,1,0,2,1,2,19,2,0,6.25,0,1
1,3371,1,2,3,0,1,19,2,0,31.0,0,1
1,3617,1,1,3,0,1,19,2,0,11.0,0,1
1,3620,3,0,3,0,1,24,2,1,26.25,0,5
1,275,1,0,3,0,1,20,2,0,5.25,2,1
0,4060,2,0,2,0,1,23,2,1,49.0,0,4
1,591,1,0,4,2,2,20,2,1,11.5,0,1
1,507,3,0,4,2,2,21,2,1,12.0,0,1
1,113,1,0,4,0,1,20,2,0,20.25,2,1
0,44,0,0,1,0,1,33,2,1,1.75,0,2
1,18,1,1,3,0,1,20,2,0,2.5,2,1
0,8816,2,0,2,2,1,61,1,1,109.0,0,1
1,257,2,0,4,0,1,20,2,0,7.0,0,1
1,348,2,0,4,0,1,19,2,1,11.75,0,1
1,559,3,0,4,2,1,21,2,0,2.0,0,1
0,46,1,1,1,1,1,19,2,0,0.75,0,2
1,368,1,0,3,0,1,18,2,0,16.0,2,1
0,4091,2,0,2,2,1,24,2,1,55.0,0,1
1,4037,2,1,3,0,1,20,2,1,9.75,0,3
0,103,0,1,3,2,1,46,1,0,3.0,0,2
1,243,1,0,2,0,1,18,2,0,9.25,0,1
1,3462,2,0,5,0,1,20,2,0,21.5,2,1
1,2202,3,2,4,0,2,19,2,1,20.75,0,1
1,345,3,0,3,2,1,22,2,1,13.0,0,1
0,5180,3,0,3,1,1,27,2,1,60.75,0,1
1,3601,2,0,3,0,1,18,2,0,4.75,0,1
0,47,0,0,1,0,1,18,2,0,0.5,0,1
1,3470,3,1,4,0,2,20,2,0,29.25,0,1
1,363,0,0,2,0,1,31,2,0,14.75,0,1
0,3669,0,0,3,1,1,20,2,0,7.75,0,1
0,51,1,0,2,1,2,25,2,1,1.0,1,10
0,349,0,0,1,1,2,26,2,0,11.0,0,1
1,497,1,0,3,1,2,22,2,0,4.75,0,1
1,463,0,0,3,0,1,19,2,0,16.0,0,1
0,53,0,0,2,0,1,19,2,0,1.25,0,10
1,2442,0,0,2,0,1,18,2,0,12.75,0,1
0,53,0,0,1,1,2,20,2,0,1.25,0,2
0,46,0,0,2,0,2,19,2,0,0.75,0,10
0,175,1,0,5,0,2,23,2,0,5.75,1,1
0,42,1,0,2,0,2,25,2,1,1.0,0,2
0,202,0,0,1,1,1,70,1,1,20.25,0,1
0,117,0,0,4,0,1,21,2,1,5.25,0,1
1,468,2,0,3,0,1,19,2,0,13.75,0,1
0,84,1,0,1,0,2,22,2,1,2.75,1,3
1,3375,1,1,3,0,1,18,2,0,20.25,0,1
0,567,0,1,0,1,2,17,0,1,0.25,0,10
0,102,0,0,3,0,1,25,2,1,2.5,0,2
1,3639,1,0,3,0,2,19,2,0,5.75,0,1
1,572,2,0,5,0,1,28,2,1,24.75,1,1
0,96,0,0,3,1,2,25,2,1,2.25,0,2
1,3484,2,1,5,2,1,21,2,0,14.0,0,1
1,305,1,0,3,0,1,23,2,1,9.0,0,2
1,504,1,0,4,0,2,23,2,0,12.25,0,1
1,607,1,1,4,1,1,22,2,1,7.0,0,1
0,70,0,0,6,2,1,18,2,0,0.5,1,10
1,563,1,1,3,0,1,21,2,0,2.0,0,1
1,594,1,0,3,0,2,19,2,0,9.0,0,1
1,4186,2,2,2,0,1,17,2,0,38.0,0,5
1,2258,3,0,5,0,1,20,2,0,21.5,0,8
1,320,3,0,3,0,1,51,1,1,10.75,0,1
0,562,3,0,4,2,2,18,2,1,1.0,1,10
0,94,1,0,3,0,2,28,2,1,2.0,0,2
0,442,0,0,2,0,1,25,2,0,11.5,0,1
1,46,0,1,1,1,1,48,1,0,1.0,0,10
1,3615,1,1,2,2,1,18,2,0,32.25,0,1
0,250,0,1,2,1,2,40,2,0,8.25,2,1
0,4159,1,0,1,0,1,29,1,1,39.5,0,3
1,2609,2,2,3,0,1,18,2,0,44.0,0,5
0,84,1,0,2,2,1,24,2,1,3.0,2,2
1,8591,2,1,4,0,1,20,2,1,80.5,0,3
1,132,1,2,4,1,2,19,2,1,28.5,0,1
1,531,1,0,3,0,1,18,2,0,8.75,0,1
0,69,0,0,2,2,2,18,2,0,0.25,0,10
0,64,1,0,2,2,1,23,2,1,2.5,1,1
0,48,1,0,3,1,1,23,2,1,1.0,0,10
0,1213,4,0,6,2,1,30,2,0,48.25,0,4
1,613,1,1,3,0,1,18,2,1,4.5,0,1
0,173,0,0,3,0,1,20,2,1,3.25,2,1
0,65,1,0,1,1,1,27,2,1,2.25,0,10
0,103,1,0,2,2,1,30,2,1,2.5,0,2
0,22,0,0,1,2,1,53,1,0,1.75,0,10
0,3672,1,0,1,2,2,23,2,1,4.75,0,3
0,75,0,0,4,0,1,22,2,0,1.25,0,10
1,2457,1,1,3,0,1,21,2,1,29.75,0,1
1,2705,4,1,3,2,1,19,2,1,40.0,1,3
1,1032,2,1,4,2,2,19,2,0,11.5,0,1
0,119,0,0,2,0,1,23,2,1,19.75,0,1
1,618,1,2,3,0,1,20,2,0,5.5,0,1
1,2072,2,0,2,0,1,24,2,1,22.0,0,1
0,491,1,0,2,0,1,22,2,0,17.0,1,1
0,47,0,0,1,2,1,21,2,1,0.75,0,10
1,222,1,0,6,0,1,23,2,0,6.25,0,1
0,50,1,0,1,0,2,22,2,1,1.0,0,10
1,2425,2,0,3,0,2,21,2,0,20.25,0,1
0,50,0,0,2,0,2,19,2,1,1.25,1,10
0,69,0,0,2,0,1,18,2,0,0.25,0,10
0,230,2,1,2,0,1,35,1,1,10.5,0,1
0,73,0,0,1,2,1,29,2,1,0.75,0,10
1,3809,1,0,4,0,1,18,2,0,6.75,1,1
0,69,0,0,1,0,1,18,2,1,0.5,0,10
0,46,0,0,2,1,2,27,2,1,1.0,0,10
1,1060,2,0,5,1,1,18,2,1,36.75,0,5
0,74,0,0,3,0,1,21,1,0,1.0,0,10
1,2427,2,0,5,1,2,23,2,1,22.25,0,1
0,91,0,0,3,0,1,23,2,1,1.75,2,10
0,260,1,1,4,0,2,28,2,1,9.25,0,1
1,2083,3,0,3,0,1,26,1,1,19.5,3,1
1,3715,2,3,4,0,1,19,2,1,6.5,0,1
1,3619,2,1,0,0,1,17,2,0,27.25,0,1
0,72,0,0,3,1,2,21,2,0,1.0,2,2
0,452,0,0,2,1,1,23,2,1,18.25,0,1
1,119,0,0,2,0,1,21,2,0,5.75,0,1
0,71,0,0,2,0,1,21,2,1,1.75,0,10
1,579,1,1,2,1,2,0,2,0,4.75,0,1
1,330,1,1,4,2,2,18,2,0,33.5,1,1
1,601,1,0,2,0,2,18,2,1,18.5,0,1
1,1222,1,0,4,0,1,19,2,0,29.5,0,1
0,79,0,0,3,0,2,19,2,0,2.75,0,10
1,75,1,0,2,0,1,21,2,0,0.75,0,2
0,203,0,0,1,0,2,18,2,1,2.25,0,2
0,47,1,0,1,1,1,19,2,0,0.5,1,10
0,211,0,0,1,0,1,22,2,0,5.5,0,1
1,592,3,0,5,0,1,19,2,0,39.75,0,1
1,531,1,1,3,0,1,18,2,0,9.25,1,1
0,46,1,0,2,0,2,35,2,1,1.0,0,10
1,3686,3,0,4,0,2,24,2,1,22.25,2,5
0,453,0,0,1,0,1,18,2,0,11.75,0,1
1,494,1,0,3,2,1,18,2,0,3.75,0,1
0,42,0,0,2,2,2,19,2,1,1.25,0,10
1,238,0,0,2,1,1,23,2,0,9.0,0,1
0,62,1,0,2,2,1,25,2,1,2.75,1,1
0,93,1,0,2,1,1,26,2,1,1.5,0,10
0,48,0,0,2,0,1,21,2,1,0.75,0,10
0,68,0,0,4,1,1,21,1,1,0.75,0,2
0,68,0,0,3,0,1,20,2,1,1.0,0,10
1,496,3,4,5,0,1,22,2,1,18.75,2,1
0,41,0,0,2,1,2,20,2,0,1.5,0,10
0,2435,0,0,2,0,2,22,2,0,28.75,0,1
0,67,0,0,2,1,1,25,2,1,1.25,0,2
1,116,1,0,4,0,1,22,2,0,4.75,1,1
0,47,0,0,1,0,2,21,2,1,0.5,0,10
1,143,1,1,2,0,2,21,2,0,27.0,0,1
0,166,2,0,4,0,1,25,2,1,3.5,0,1
0,128,1,0,2,2,1,31,2,1,8.0,0,2
0,115,0,0,2,1,1,28,2,1,4.75,0,2
0,43,0,0,2,0,1,21,2,0,1.25,1,10
0,68,0,0,3,0,1,23,2,0,0.75,0,10
1,244,1,0,3,0,1,19,2,0,10.25,0,1
1,141,1,1,4,0,1,21,2,0,7.75,0,1
0,62,0,1,2,2,2,30,2,1,2.75,0,1
0,44,1,0,2,0,1,60,1,1,1.75,1,10
0,165,0,0,1,0,1,31,1,0,4.0,3,2
0,79,0,0,1,0,2,25,2,1,2.5,0,1
1,2022,3,1,4,0,2,23,2,1,25.5,0,1
0,46,1,0,2,1,1,29,2,1,0.75,0,10
1,365,1,2,6,0,1,18,2,0,14.5,2,1
1,210,1,0,2,0,1,23,2,1,5.0,0,1
0,71,0,0,2,2,2,26,2,1,0.75,0,10
0,204,0,0,2,0,2,20,2,0,19.75,0,1
0,69,0,0,1,1,2,19,2,0,0.5,1,10
1,2435,2,0,3,0,1,20,2,1,15.25,0,1
1,48,0,0,3,0,2,20,2,0,0.75,0,2
1,2424,2,0,3,0,1,26,2,1,23.0,0,1
0,69,0,0,2,0,1,18,2,0,0.25,1,10
0,70,0,0,2,2,1,18,2,0,0.5,0,10
0,47,0,0,2,0,1,21,2,1,0.75,0,10
0,3664,1,1,2,0,1,22,2,1,2.5,1,1
1,8073,3,0,4,0,2,22,2,1,65.25,0,5
0,70,0,0,1,0,1,20,2,1,0.25,0,10
0,73,0,0,1,0,1,24,2,0,0.75,0,10
0,51,0,0,2,1,2,21,2,0,1.0,0,10
0,47,0,1,1,0,2,17,2,1,0.5,0,10
1,448,1,0,2,0,1,21,2,0,13.5,0,1
1,2440,2,1,5,1,1,20,0,0,28.75,0,5
0,66,0,0,1,0,2,26,2,1,1.75,0,10
1,2435,2,0,3,0,1,19,2,1,27.75,1,5
1,71,1,2,3,2,1,18,2,1,1.0,0,10
1,403,2,2,6,1,2,18,2,0,16.0,0,1
1,309,1,0,2,0,1,22,2,1,14.0,0,1
0,469,2,1,3,0,2,19,2,1,15.0,1,1
1,294,0,1,1,1,1,40,2,0,13.75,0,1
1,3604,2,0,4,0,2,24,2,1,26.5,0,5
1,370,3,0,5,0,1,22,2,1,19.5,0,1
0,538,1,0,2,1,2,43,2,1,10.25,2,1
1,3643,2,0,5,0,2,19,2,1,16.25,0,4
1,2142,2,0,4,2,2,20,2,0,19.75,0,1
1,590,1,0,3,0,1,22,1,1,17.75,0,1
1,2409,2,0,3,0,1,23,2,1,23.75,0,4
0,188,0,0,1,0,1,20,2,0,2.75,1,10
1,3814,1,3,1,0,1,17,2,0,24.5,0,7
0,45,0,0,1,0,1,21,2,0,1.25,0,10
1,48,2,0,3,2,2,18,2,1,0.75,0,2
0,281,0,0,2,0,1,22,2,1,5.25,0,2
1,2133,2,1,3,1,2,19,2,1,22.0,0,1
1,3679,1,0,4,2,1,23,2,0,4.5,2,1
1,312,2,0,3,0,2,20,2,0,11.5,0,1
0,3679,2,0,2,0,2,47,2,1,22.25,0,1
0,46,1,2,2,0,1,40,2,1,1.0,0,10
0,68,0,0,3,0,1,19,2,1,1.0,0,2
1,3716,2,0,3,0,1,26,2,0,29.25,0,5
1,3659,2,1,3,2,2,21,2,0,5.5,2,1
1,409,2,1,3,2,1,20,2,1,10.75,0,1
0,77,0,0,2,0,1,26,2,1,1.75,0,1
0,3655,0,0,1,1,2,24,2,0,1.0,1,3
0,313,1,0,5,0,2,26,2,0,11.0,0,1
0,70,0,0,1,0,1,20,2,0,0.5,1,10
0,94,0,0,3,1,1,20,2,1,1.5,0,10
1,1075,2,1,4,0,2,18,2,1,35.5,0,1
0,47,0,1,1,2,1,18,2,0,0.5,0,10
0,212,1,0,2,0,1,27,2,1,5.25,0,1
0,26,0,0,1,1,2,30,2,1,2.5,0,10
1,571,2,1,4,2,1,21,2,1,26.0,2,1
1,3436,2,1,3,2,1,20,2,1,21.5,0,1
1,3436,1,1,3,0,1,18,2,0,34.75,0,5
1,343,1,5,3,1,1,19,2,1,11.75,0,1
0,71,0,0,5,0,1,22,0,1,1.0,0,10
0,533,0,0,2,0,2,33,2,0,11.5,0,1
1,3460,1,1,3,2,1,21,2,0,32.75,0,1
1,4031,1,0,4,0,2,21,1,1,33.5,0,5
0,71,0,0,2,0,1,31,2,1,1.25,0,2
1,475,1,0,2,0,2,24,2,1,14.75,0,1
0,69,0,0,2,0,2,24,2,1,22.25,0,1
1,407,2,0,3,0,1,22,2,1,12.5,1,1
1,607,2,1,4,0,1,18,2,0,19.75,0,1
1,90,0,0,2,0,1,21,2,0,2.75,0,3
0,25,2,0,2,1,1,23,2,1,2.5,2,2
1,324,0,0,2,2,1,21,2,1,15.0,0,1
1,2398,2,3,4,0,1,17,2,0,11.75,0,1
1,368,2,0,5,0,1,22,2,1,16.0,2,1
0,43,0,0,2,0,1,24,2,1,1.25,0,10
0,281,1,0,2,2,1,32,2,1,5.25,0,1
1,18,1,0,2,1,1,18,2,0,20.0,0,1
0,71,0,0,6,0,2,29,0,0,0.75,0,10
0,229,1,0,2,0,1,52,2,1,11.0,0,1
1,3376,2,2,4,1,2,19,2,1,20.5,0,3
1,3686,2,0,4,2,1,18,2,1,22.75,0,1
1,2268,2,0,4,0,1,21,2,1,21.25,1,8
1,455,1,1,3,0,1,18,2,0,11.25,0,1
1,2232,2,0,4,0,1,21,2,1,31.25,0,3
0,38,0,0,2,0,1,34,2,0,1.25,0,10
1,3607,1,0,3,1,1,28,2,1,24.75,0,1
1,1125,4,0,5,0,1,18,2,0,25.5,0,1
1,317,2,0,4,0,1,20,2,1,9.0,2,1
1,3675,2,0,4,0,1,28,2,1,10.25,0,3
0,3657,0,0,1,2,1,19,2,1,4.5,0,1
1,451,1,0,3,0,1,18,2,1,12.0,0,1
0,71,1,0,2,0,2,22,2,1,1.0,1,10
0,92,0,0,1,1,1,22,2,0,1.25,0,10
1,2351,3,1,6,1,1,20,2,0,15.25,0,1
1,176,1,0,2,0,2,25,2,0,5.25,0,1
1,2385,1,0,4,1,2,19,2,1,15.5,0,2
1,193,1,0,2,0,1,24,2,1,6.75,2,1
1,249,3,0,4,2,1,20,2,1,13.0,0,1
1,494,0,0,3,0,1,24,2,0,2.75,0,1
0,42,0,0,3,0,1,23,2,1,1.0,0,10
1,3672,1,0,2,0,2,20,2,1,21.5,1,5
0,101,1,0,4,0,2,23,2,1,2.75,0,2
0,443,0,0,1,0,2,32,2,0,13.0,2,1
0,47,0,0,2,0,1,21,1,0,0.75,0,10
0,38,0,0,1,2,1,22,2,1,1.25,0,10
0,76,4,3,5,0,1,28,2,0,1.25,0,10
0,563,2,0,2,0,1,59,2,1,1.75,0,10
0,51,0,0,2,1,1,18,2,0,1.0,1,10
0,209,1,0,1,2,1,66,1,1,4.0,0,10
0,21,0,0,1,0,1,33,2,0,1.5,0,1
