Family?,Home Zone,Cars,Children,Adults,Income,Gender,Age,Status,License,Distance,Employment,Mode
1,477,1,0,3,0,1,22,2,1,15.5,0,1
0,67,0,0,2,1,1,25,2,1,1.0,0,10
0,72,0,0,3,1,2,26,2,1,1.0,0,2
1,2423,2,2,2,2,1,17,2,0,23.5,2,1
0,72,0,0,4,0,2,23,2,0,1.25,0,10
0,103,0,0,1,0,2,27,1,1,2.75,0,1
0,95,0,0,2,0,1,26,2,1,2.75,0,2
0,268,1,0,2,1,1,21,2,0,4.25,0,1
0,410,0,0,2,2,2,28,2,1,11.25,0,1
0,42,1,0,2,0,1,23,2,1,1.25,1,10
0,69,0,0,1,2,2,19,2,1,0.5,0,10
1,548,2,0,4,0,1,26,2,0,15.5,0,1
0,92,0,0,1,0,1,22,2,1,23.5,0,7
1,579,1,0,3,1,1,21,2,1,41.75,2,7
1,472,1,0,4,1,1,19,2,1,17.0,0,1
1,497,1,2,3,1,1,21,2,1,4.0,0,1
0,71,0,0,2,0,2,19,2,0,0.75,1,10
0,165,2,0,1,2,1,34,1,1,3.5,0,2
0,217,2,0,2,0,1,58,1,1,5.0,0,2
1,1052,1,1,4,0,1,20,2,1,9.5,0,7
1,588,1,0,2,0,1,21,2,1,16.25,0,1
1,583,1,0,3,0,1,22,2,1,15.75,0,1
1,3371,2,0,3,0,1,18,2,0,21.25,1,1
0,490,2,0,2,1,2,25,2,1,6.0,0,3
1,21,1,0,1,0,1,21,2,1,2.25,0,2
1,46,0,0,2,0,2,24,2,1,0.75,0,10
1,507,1,1,3,1,1,19,2,0,10.0,0,1
1,551,1,1,3,0,2,20,2,0,5.75,2,1
0,3631,1,0,2,2,1,25,1,1,0.5,0,7
1,155,2,2,3,0,1,18,2,0,8.75,1,1
1,2418,1,0,3,1,2,18,2,1,14.5,0,8
0,47,0,0,1,0,1,20,2,0,0.5,0,10
0,49,0,0,2,0,1,23,2,1,0.5,1,10
1,4120,2,2,3,0,1,18,2,0,15.5,0,1
0,97,0,0,4,0,2,18,2,0,2.75,0,10
0,47,0,0,2,0,2,26,2,0,0.75,0,10
0,41,0,0,2,0,2,19,2,0,1.5,0,10
1,18,0,0,3,1,1,21,2,1,3.0,1,1
0,47,0,0,1,1,2,21,2,1,0.75,0,10
0,490,0,0,3,0,2,18,2,0,6.25,0,1
0,42,1,0,2,1,1,21,2,0,1.0,1,10
1,330,2,1,3,2,1,21,2,0,12.5,0,1
1,538,1,0,4,2,2,25,2,0,10.25,0,1
0,170,0,0,2,1,1,29,2,1,3.0,0,2
1,6090,2,1,4,2,1,20,2,1,52.75,0,3
0,281,1,0,2,0,2,24,2,1,5.25,1,1
1,3615,1,1,3,0,1,19,2,0,7.75,0,1
1,334,2,0,4,2,2,22,2,1,36.0,0,1
0,72,0,0,3,0,1,22,2,1,1.25,0,10
1,3652,1,1,2,0,2,19,2,0,4.75,1,1
0,47,1,0,1,0,1,20,2,1,0.75,0,10
0,47,0,0,2,1,2,18,2,0,0.5,0,10
0,8684,2,0,2,2,1,30,2,1,104.5,0,3
0,52,0,0,3,0,1,20,2,0,1.25,2,10
1,3653,2,2,3,0,1,18,2,0,18.0,0,1
0,464,1,0,2,1,2,34,2,1,11.5,1,1
1,207,1,0,4,0,1,21,2,0,3.5,0,1
1,139,0,1,2,1,2,18,2,0,9.5,0,1
1,383,3,0,5,0,1,21,2,1,17.75,0,1
1,343,2,1,4,0,2,18,2,1,11.0,0,1
1,3326,2,1,3,0,2,19,2,1,14.75,1,1
1,2704,3,0,4,0,2,23,2,1,41.0,0,5
0,491,0,1,2,0,1,18,2,0,5.0,0,1
0,173,0,0,1,1,1,32,2,1,3.75,0,1
0,202,0,0,2,0,2,28,2,1,3.75,0,1
0,22,0,0,2,0,1,33,2,0,1.5,0,10
0,173,0,0,3,2,1,38,0,1,3.25,0,2
1,506,1,0,2,1,2,22,2,1,11.25,0,1
1,150,2,0,3,0,1,21,2,1,6.5,0,1
1,249,2,0,4,2,2,25,2,1,9.0,0,1
1,5073,1,0,3,0,1,20,2,1,43.5,0,1
0,69,0,0,2,0,2,18,2,0,0.25,1,10
1,574,2,1,3,0,1,18,2,0,1.5,0,1
0,3655,2,0,1,0,3,29,2,1,2.0,0,3
1,616,2,0,4,0,1,20,2,0,22.5,0,1
1,3417,3,0,3,0,2,19,2,1,23.25,1,3
1,2454,2,1,3,2,2,20,2,1,28.25,0,5
0,263,1,0,1,0,1,21,2,1,6.25,0,1
0,51,0,0,1,0,1,26,2,1,25.5,0,7
0,566,0,0,1,0,1,18,1,0,0.0,1,10
0,110,2,0,2,0,2,55,2,1,4.5,0,6
1,574,2,0,4,0,2,18,2,1,1.5,1,10
1,306,2,0,4,0,1,21,2,0,15.5,0,1
0,49,0,0,2,1,1,21,2,1,0.75,0,10
1,2711,3,0,5,0,1,19,2,1,37.5,0,1
1,3689,1,1,3,0,1,21,2,1,22.5,2,1
0,42,0,0,3,0,1,22,2,0,1.25,0,10
1,3674,2,1,3,0,2,18,2,1,8.25,0,1
1,250,0,0,7,0,1,18,2,0,13.5,0,1
1,3375,1,0,4,0,2,25,2,0,35.5,0,5
0,3663,0,0,1,0,2,21,2,0,1.5,0,1
0,46,1,0,2,0,2,29,1,1,1.0,2,10
0,69,0,0,1,2,1,18,2,0,0.25,0,10
0,72,0,0,6,1,2,20,2,0,1.25,0,10
0,15,0,0,4,2,2,28,2,1,3.25,0,2
0,63,1,0,1,0,1,24,2,1,2.5,0,1
0,93,1,0,2,0,1,26,2,1,1.25,1,10
0,24,0,0,3,0,2,26,2,1,2.25,0,1
0,265,0,0,2,0,2,21,1,0,17.0,0,1
1,590,1,1,2,0,1,19,2,0,12.0,0,1
0,72,0,0,3,0,2,21,2,0,1.25,0,10
1,522,2,0,4,0,1,21,2,1,14.75,0,1
1,4037,2,1,3,0,1,19,2,1,9.75,2,1
0,119,0,0,2,1,2,24,2,1,5.5,1,2
0,70,0,0,3,0,2,25,2,1,0.5,0,10
1,128,1,0,3,1,1,24,1,0,8.75,3,1
1,3372,2,1,3,0,1,18,2,1,21.75,0,3
0,70,0,0,1,0,1,18,2,0,0.5,0,10
0,188,0,0,2,1,1,24,2,1,3.25,2,2
0,50,1,1,3,2,2,19,2,1,1.0,1,10
1,420,1,0,2,0,1,19,2,1,11.25,0,1
0,45,0,0,3,2,1,22,2,0,0.75,0,10
0,71,0,0,4,1,2,21,2,1,0.75,0,10
1,3664,2,0,4,0,1,18,2,1,1.5,0,1
1,1075,4,1,7,0,1,20,2,0,35.75,1,5
1,3685,3,0,5,0,1,58,1,1,25.5,3,4
1,621,2,0,3,1,2,19,2,0,22.75,1,1
1,2388,1,1,3,0,1,19,2,0,14.75,0,1
0,40,1,0,1,2,2,57,2,1,1.0,0,10
1,286,2,1,3,0,1,17,2,0,8.75,0,1
0,76,1,0,4,2,2,21,2,1,1.75,2,2
1,3691,2,1,4,0,1,20,2,1,6.0,0,1
0,4110,2,1,3,0,2,19,2,1,39.0,0,1
0,70,0,0,1,0,1,23,2,0,0.25,0,10
1,177,0,0,3,0,1,20,2,0,22.5,2,1
0,53,0,0,2,0,2,23,2,0,1.25,0,2
1,383,0,0,3,1,2,26,2,1,18.75,0,1
1,2711,1,1,4,0,1,20,2,1,22.5,0,8
1,2672,2,0,3,2,1,33,2,1,31.0,0,1
0,46,0,0,3,1,1,21,2,0,0.75,0,10
0,147,1,0,2,1,1,28,2,0,4.75,2,1
0,70,2,0,1,0,1,18,2,1,0.5,0,10
1,535,1,0,4,0,1,22,1,0,10.25,2,1
0,67,0,0,3,1,1,21,2,0,1.25,0,10
1,275,2,0,3,0,1,38,2,1,5.25,0,1
1,569,2,0,4,0,1,22,2,1,23.5,0,1
0,114,1,2,2,2,2,50,1,1,4.5,0,2
1,2219,3,1,3,0,1,19,2,1,25.5,1,1
0,65,0,0,3,1,1,23,2,0,2.25,0,1
1,3671,3,2,6,0,1,20,2,1,3.5,2,1
0,47,0,0,1,1,2,18,2,1,0.75,0,10
1,344,2,0,4,0,1,22,1,1,11.75,0,1
0,71,0,0,6,0,1,20,2,1,0.75,0,10
0,3631,0,0,4,1,1,18,2,1,0.25,1,10
0,202,0,0,2,0,1,22,2,1,3.25,2,1
1,3482,3,0,4,2,1,23,2,1,18.5,0,3
0,110,0,0,2,0,1,31,2,1,3.75,0,2
1,191,1,1,3,0,1,19,2,0,5.25,2,7
1,561,3,0,6,0,2,21,2,0,0.75,0,1
0,3866,0,0,1,2,2,22,1,1,4.75,2,1
1,232,2,1,4,2,2,22,2,0,12.0,0,1
1,437,2,0,3,0,1,22,1,1,13.0,0,3
0,70,1,0,1,0,2,18,2,0,0.25,1,10
1,442,1,0,2,0,1,21,2,0,11.0,1,1
1,244,1,1,5,1,1,20,2,0,11.25,0,1
1,3493,1,0,4,1,2,21,2,1,26.5,0,1
0,313,0,0,2,1,2,21,2,0,11.25,2,1
1,223,1,1,3,2,1,19,2,1,7.75,1,1
0,47,0,0,2,0,1,18,2,0,0.75,1,10
0,69,0,0,1,0,2,18,2,1,0.25,0,10
1,560,2,0,3,2,1,20,2,1,1.75,1,1
1,2365,2,0,4,0,1,20,2,0,17.5,0,1
0,60,0,0,2,0,1,23,2,1,2.75,0,1
0,426,2,0,2,2,2,34,1,1,10.75,3,1
0,70,0,0,4,0,1,21,2,1,0.5,2,10
0,93,0,0,2,0,2,20,2,1,1.5,0,10
1,3417,2,0,4,0,2,18,2,1,23.0,1,3
0,68,0,0,3,1,2,24,2,0,0.75,0,10
0,65,0,0,1,0,1,22,2,1,2.25,1,10
0,40,0,0,1,1,2,20,2,1,1.0,1,2
0,115,0,0,1,0,2,26,2,0,4.75,0,1
1,291,0,1,2,1,2,51,2,0,11.25,0,1
0,560,0,0,3,1,2,21,2,0,1.25,0,10
0,69,0,0,1,0,1,19,2,0,0.5,2,10
0,170,1,0,3,0,2,51,2,1,3.5,1,2
0,313,0,0,2,1,1,22,2,1,11.25,0,1
1,2553,3,0,6,0,2,27,2,1,36.5,0,1
1,491,1,0,2,2,1,19,2,1,18.0,0,1
1,470,1,0,4,0,2,21,2,1,15.5,1,1
0,2352,2,0,3,0,2,30,2,1,15.5,0,1
0,102,0,0,3,0,2,26,2,1,2.5,1,1
1,482,1,0,3,0,3,21,2,0,14.0,0,1
0,3879,1,0,2,0,2,27,2,1,4.5,0,1
0,51,1,0,3,1,1,26,2,1,1.25,1,2
0,68,0,0,1,1,2,28,2,0,0.5,0,10
0,42,0,0,1,1,1,25,2,1,1.25,1,10
1,345,2,1,3,0,1,19,2,0,15.75,0,1
0,71,1,0,16,0,1,21,2,1,1.0,0,10
1,229,2,1,3,0,1,19,2,1,9.5,1,1
0,48,1,0,2,2,2,22,2,1,0.75,2,10
0,490,1,0,1,0,1,22,2,1,6.25,0,3
1,3614,1,0,3,0,2,22,2,1,26.5,1,5
1,585,1,0,3,0,1,25,2,0,13.75,0,1
1,192,1,0,4,0,1,28,2,1,6.75,2,1
1,3810,2,2,4,2,2,22,2,1,6.0,0,3
0,40,1,0,1,1,1,22,2,1,1.0,0,10
1,3325,1,0,3,0,1,20,2,0,27.0,0,1
1,280,0,0,4,0,2,20,2,0,4.0,0,1
1,597,1,0,3,0,1,28,2,1,16.0,2,1
1,3810,2,2,3,1,2,19,2,1,6.25,0,3
0,442,0,0,2,0,2,28,2,1,11.5,0,1
1,51,0,0,2,2,1,20,2,0,1.0,0,10
0,4084,1,0,1,0,1,36,2,1,46.0,0,5
0,68,0,0,5,0,1,21,2,1,0.75,1,10
1,2427,1,2,4,0,1,20,2,1,9.25,0,1
1,4032,2,0,3,0,2,22,2,0,32.25,0,5
0,4027,1,0,3,0,3,19,2,0,9.25,2,1
1,3690,2,0,3,0,1,19,2,1,20.75,0,1
1,447,1,0,5,0,2,18,2,1,15.25,2,1
1,491,2,0,3,0,1,19,2,0,5.25,0,8
0,71,0,0,2,0,1,22,2,1,1.5,0,10
1,3646,3,0,3,0,2,28,1,1,20.25,0,4
1,3505,1,1,5,1,2,22,2,1,22.75,2,1
0,566,0,1,5,0,1,18,2,1,0.0,0,10
1,2247,2,0,6,0,1,19,2,1,20.0,0,1
1,2671,1,1,2,0,1,18,2,0,31.5,2,5
1,447,2,0,4,0,2,23,2,1,18.25,0,3
1,295,1,0,4,1,1,20,2,0,14.25,2,1
1,3628,2,0,6,0,2,21,2,0,21.25,0,1
1,3607,3,0,4,0,2,18,2,1,5.5,2,8
0,197,0,0,1,0,2,18,2,1,6.75,0,1
1,2428,2,0,4,2,2,18,2,0,9.0,0,1
1,2419,4,0,4,0,1,53,1,1,25.0,1,3
0,104,1,0,3,0,1,21,2,1,3.25,1,2
0,70,0,0,4,0,1,25,2,1,0.5,0,10
1,259,1,1,3,0,2,51,1,1,6.5,0,3
0,21,0,0,3,0,1,24,2,1,20.0,0,1
1,478,2,0,3,0,1,60,1,1,13.75,3,1
0,69,0,0,1,2,1,18,2,0,0.5,0,10
1,3841,1,0,2,0,1,20,2,0,42.5,2,1
1,120,1,1,4,0,1,21,2,1,6.75,0,1
0,62,0,0,3,0,1,19,2,1,2.75,0,1
0,46,0,0,1,1,1,28,2,0,0.75,0,10
1,3604,2,0,5,0,1,18,2,0,26.5,1,7
1,231,1,1,3,0,2,18,2,0,11.25,0,10
1,482,1,0,3,1,1,19,2,0,14.25,1,1
1,572,1,1,4,1,1,20,2,0,2.75,2,1
1,538,1,0,3,0,1,20,2,1,10.75,0,1
1,3378,2,0,4,0,1,19,2,1,31.25,0,5
0,79,2,0,1,1,2,25,2,1,2.5,0,2
1,223,2,1,6,1,2,20,2,1,7.75,2,1
1,2366,2,0,4,0,1,25,2,1,17.0,0,1
1,2430,3,2,3,0,2,18,2,1,26.0,0,1
1,2380,2,0,4,0,1,18,2,0,25.0,1,5
1,2448,2,0,3,2,2,20,2,0,24.5,0,5
1,499,1,2,3,0,1,21,2,0,7.0,0,1
1,494,1,1,2,1,2,22,2,1,3.5,2,1
0,5201,0,0,2,0,1,24,2,1,58.75,0,5
0,278,0,0,2,0,1,29,2,1,3.25,3,10
1,234,2,0,3,2,2,21,2,0,11.5,0,1
0,566,4,0,5,2,1,19,2,1,0.25,2,10
1,390,0,2,4,2,2,23,1,0,14.5,0,1
0,3868,1,0,2,0,1,20,1,1,1.75,0,8
1,2434,2,0,3,2,1,18,2,1,26.5,0,1
0,48,0,0,1,0,2,21,2,0,1.0,1,10
0,567,0,0,5,0,1,19,2,0,0.75,2,1
0,107,1,0,1,0,2,35,2,1,3.5,0,2
1,429,1,0,2,0,1,30,2,1,13.25,0,1
0,485,0,0,4,0,2,23,2,0,10.5,0,1
0,490,0,0,3,1,2,20,2,0,6.0,0,1
0,3867,0,0,3,0,1,19,2,1,5.0,1,1
0,42,1,0,2,2,1,21,2,1,1.25,0,8
0,443,1,0,2,0,1,24,2,0,13.0,0,1
0,220,0,3,2,1,2,39,2,1,6.25,2,1
0,3686,0,0,2,0,1,20,2,1,4.5,1,1
0,3813,1,0,3,1,1,20,2,0,2.5,0,1
1,3662,2,1,3,0,1,18,2,0,1.25,0,1
1,84,0,0,3,1,1,23,2,0,3.0,0,2
0,47,0,0,2,2,1,18,1,1,0.5,0,10
0,50,0,0,2,0,2,24,2,1,1.0,3,10
1,3672,2,0,4,0,2,21,2,0,4.5,1,1
0,171,0,0,3,0,2,22,0,0,4.0,0,1
1,102,2,0,4,0,2,23,1,0,2.75,0,1
0,171,0,0,1,1,1,27,2,1,4.25,2,1
0,22,0,0,1,1,1,28,2,1,20.25,0,1
1,2100,2,0,3,0,1,21,2,0,24.5,0,5
0,119,0,0,3,0,1,21,2,0,5.5,0,1
0,74,0,0,1,1,1,22,2,1,0.75,0,10
1,1295,5,0,5,2,1,20,2,1,39.0,3,3
0,211,1,0,1,2,1,25,1,1,5.0,3,3
0,47,0,1,1,2,1,17,2,1,0.5,1,10
0,262,0,0,1,2,1,39,2,1,6.5,0,1
0,74,0,0,8,0,2,21,2,0,1.0,0,2
1,2141,4,2,3,0,1,25,2,1,16.5,0,3
1,385,0,4,2,1,1,16,2,0,16.5,0,1
1,3674,1,1,5,1,1,21,2,0,9.25,0,1
0,71,1,0,1,1,1,27,2,1,1.75,1,10
1,237,2,1,4,2,2,19,2,0,10.25,1,1
0,71,0,0,6,0,1,21,2,0,0.75,0,10
1,494,1,0,4,0,2,21,2,0,3.75,1,1
0,420,0,0,1,0,1,23,2,0,11.25,0,1
0,313,1,0,1,0,1,58,1,1,10.75,3,1
0,450,1,0,2,0,1,32,2,1,13.0,0,1
1,4079,2,0,4,0,2,22,2,1,43.5,0,5
1,223,1,1,3,0,1,19,2,0,7.25,0,1
1,173,1,1,3,0,1,18,2,0,22.25,0,1
0,74,0,0,1,0,1,21,2,0,0.5,1,10
0,45,1,0,2,0,2,30,1,1,1.0,0,10
0,186,0,0,2,1,2,21,2,0,2.0,0,1
1,3436,2,0,4,0,2,18,2,0,52.0,1,1
1,3650,3,0,5,0,1,21,2,0,3.0,0,3
1,502,1,0,2,2,1,24,2,1,13.5,0,1
1,3622,3,1,5,2,2,19,2,0,17.5,0,1
0,47,0,0,1,0,2,20,2,1,0.75,1,10
0,564,1,1,3,1,1,18,2,1,0.5,2,10
0,76,0,0,3,0,2,22,2,0,1.25,0,10
1,472,1,0,3,0,1,20,2,0,14.25,0,1
0,452,1,0,2,0,1,28,2,1,11.75,2,1
1,241,1,0,5,0,1,18,2,0,13.5,0,1
1,102,0,0,4,0,1,22,1,0,2.75,0,2
0,51,0,0,1,2,2,30,2,1,1.0,1,10
0,71,1,0,1,1,2,26,0,1,1.0,0,10
0,74,0,0,2,0,2,22,2,0,0.5,0,10
0,72,1,0,2,0,2,31,2,1,1.5,2,10
1,4127,1,0,3,0,1,18,2,0,43.5,0,5
1,2142,2,0,4,0,1,21,2,1,16.0,2,8
1,2133,1,0,4,2,2,20,2,0,21.25,0,5
0,68,0,0,2,0,2,22,2,1,0.5,1,10
1,616,1,0,3,0,2,23,2,1,6.25,1,1
1,444,0,1,3,1,2,22,1,0,13.5,0,1
0,71,0,0,3,2,1,19,2,1,1.25,0,10
0,48,0,0,2,0,1,21,2,1,1.0,0,10
1,568,1,0,4,2,1,25,2,0,1.25,2,1
0,53,0,0,2,0,2,18,2,0,1.25,1,1
0,79,0,0,3,1,2,19,2,1,2.5,0,1
1,422,1,1,4,1,1,18,2,0,9.25,0,1
0,38,0,0,2,1,1,29,2,0,1.25,0,10
0,72,0,0,3,0,2,19,2,1,1.0,0,10
1,302,2,1,3,0,2,19,2,1,16.25,1,1
1,234,0,0,2,0,2,18,2,0,12.25,0,1
1,3606,3,1,5,0,1,18,2,0,6.5,0,8
0,68,2,1,1,2,1,16,2,1,0.75,0,10
0,70,0,0,2,1,1,24,2,1,0.25,0,10
0,75,0,0,2,0,1,23,2,1,1.0,0,2
1,313,0,0,4,1,1,19,2,0,10.75,1,1
1,288,2,0,3,2,1,22,0,1,15.25,2,5
0,148,1,0,2,1,1,21,1,0,5.5,0,1
0,22,0,0,2,0,3,31,2,1,1.75,0,10
0,91,0,0,1,0,2,21,2,0,1.75,0,2
0,46,0,0,3,1,1,20,2,1,0.75,0,10
1,366,2,0,4,0,1,19,2,0,21.0,0,1
1,328,1,1,3,0,1,18,2,0,13.25,0,1
1,98,2,2,3,0,2,19,2,0,2.5,2,3
0,3631,0,0,4,0,2,20,2,0,0.5,1,10
0,3663,0,0,4,0,1,22,2,1,1.5,0,10
0,78,0,0,2,1,1,25,2,1,2.25,0,2
0,197,0,0,1,0,1,20,2,0,6.75,0,1
0,3813,0,0,1,1,1,29,2,1,2.5,2,1
1,3357,1,1,3,0,2,18,2,0,26.75,2,8
0,189,1,0,2,1,1,30,2,1,3.5,0,1
1,571,1,0,3,1,1,22,2,0,3.75,0,1
0,22,0,0,1,0,2,57,2,1,1.5,0,10
0,3620,2,2,3,1,2,20,2,1,11.75,2,1
1,2710,3,0,4,0,1,18,2,1,20.25,0,3
1,3685,2,0,3,2,2,20,2,1,24.25,1,5
0,227,0,0,2,1,2,23,2,1,8.75,0,10
0,204,2,0,2,1,1,28,2,1,3.0,0,1
0,71,0,0,1,0,2,22,2,1,1.0,1,10
1,348,0,1,3,0,1,25,2,1,12.25,1,1
1,2233,1,1,2,2,1,20,2,1,31.0,0,1
0,2402,1,1,2,2,2,41,1,1,21.5,0,3
1,3651,2,3,3,2,1,20,2,1,1.25,2,1
0,104,0,0,5,0,1,21,2,1,3.5,0,1
0,47,0,0,4,0,1,20,2,0,0.75,0,10
0,5094,1,0,2,2,1,19,2,1,43.0,1,8
0,184,0,0,2,2,2,28,2,0,5.25,0,1
1,593,0,1,3,1,1,19,2,1,16.25,2,1
0,20,0,0,1,0,1,73,1,1,2.25,2,10
0,115,1,1,2,0,1,33,2,1,4.75,0,1
1,458,3,0,3,2,1,19,2,1,14.25,0,1
0,95,0,0,2,1,1,24,2,1,2.5,0,10
0,37,0,0,1,1,1,25,2,1,1.75,0,1
1,3670,1,0,5,0,1,24,2,0,15.75,0,1
1,2617,2,1,2,0,2,19,2,1,56.75,1,5
1,1096,2,0,3,0,1,22,2,0,36.0,3,5
1,621,3,0,4,2,1,21,2,1,4.25,0,8
0,67,0,0,2,0,1,21,2,1,1.0,0,10
1,596,2,1,5,0,2,18,2,1,16.5,1,1
0,41,0,0,2,0,1,26,2,1,1.5,0,10
1,79,1,1,2,0,1,19,2,0,2.5,2,1
1,531,1,0,5,0,1,22,2,1,9.75,0,1
1,617,3,1,4,0,1,17,2,1,6.5,0,8
1,277,1,0,2,0,2,23,1,0,4.0,2,2
0,45,0,0,1,1,1,24,2,1,1.25,0,10
0,3371,1,0,2,1,1,20,2,1,20.75,2,1
0,68,0,0,3,1,1,21,2,0,0.75,0,10
0,64,1,0,3,1,2,21,1,0,2.25,0,1
1,3517,2,1,4,2,2,18,2,1,24.75,1,1
1,456,3,0,5,0,2,20,2,1,12.0,0,1
1,2444,3,2,3,2,2,19,2,1,11.5,2,3
1,3675,2,1,4,0,1,19,2,1,9.5,0,1
0,69,0,0,1,1,1,25,2,1,0.25,0,10
0,70,0,1,5,0,1,18,2,0,0.5,1,10
1,505,2,0,4,0,1,22,2,1,10.75,0,1
1,210,1,0,2,1,1,27,2,0,4.75,0,1
0,3714,2,1,1,2,1,16,1,1,6.0,0,3
0,3866,1,0,1,2,2,27,1,1,21.75,0,5
1,3372,2,0,3,2,1,19,2,0,30.25,1,5
1,4018,6,0,6,0,1,22,2,1,29.75,0,5
1,3810,2,1,4,0,1,19,2,1,5.75,2,3
0,101,0,0,4,0,1,21,2,0,2.75,0,1
0,4186,0,0,1,0,2,18,2,0,14.25,1,8
1,3363,2,0,4,0,2,24,2,0,27.75,0,1
0,53,0,0,2,0,2,18,2,1,1.25,0,2
1,342,2,0,4,2,2,23,2,0,10.0,2,1
0,109,0,0,2,1,1,26,2,1,4.25,0,2
1,2230,3,0,3,0,1,25,2,1,32.25,0,5
0,4004,1,1,2,2,1,33,1,1,38.5,0,5
0,71,0,0,5,0,2,21,2,0,0.75,1,10
0,420,2,0,5,1,1,21,2,1,11.25,0,1
1,2372,1,1,3,0,1,18,2,0,15.25,0,8
1,113,1,0,1,0,1,29,2,1,4.75,0,2
0,53,0,0,1,0,1,20,2,0,1.25,1,10
1,4127,2,1,4,2,1,20,2,1,19.5,2,3
0,95,1,0,2,1,1,30,2,1,2.25,0,10
1,3374,1,1,4,1,2,19,2,0,29.0,2,1
1,2558,2,0,3,0,2,20,2,1,38.75,0,1
0,242,2,0,1,0,1,20,2,1,9.0,1,1
1,532,1,0,2,0,1,20,2,0,13.5,1,1
0,104,0,0,4,0,2,33,2,1,3.25,0,2
0,72,0,0,3,0,1,25,2,1,1.75,0,10
0,64,0,0,2,0,1,27,2,1,2.25,0,1
1,119,2,0,4,0,1,23,2,0,5.75,0,1
1,621,1,0,4,0,1,21,2,1,4.5,1,1
1,538,1,3,4,1,2,19,2,1,12.5,2,1
0,72,0,0,2,0,1,30,2,1,1.75,0,10
0,3655,1,0,3,0,1,19,2,0,0.75,0,10
1,570,2,0,5,0,1,18,2,0,3.25,0,1
1,205,1,0,3,0,2,20,2,0,2.25,0,2
1,3847,2,0,3,2,2,24,2,1,21.5,0,1
0,46,0,0,3,0,1,18,2,0,0.75,1,10
0,51,1,0,2,2,1,27,2,1,1.0,2,10
0,76,0,0,1,0,2,25,2,0,1.25,0,2
1,601,2,0,3,0,2,19,2,1,8.5,0,3
0,342,1,0,2,0,2,20,2,1,10.0,0,3
0,187,2,0,2,0,2,25,2,1,1.75,2,2
1,498,1,0,2,0,1,21,2,0,6.25,0,1
0,46,0,0,2,1,1,20,2,1,0.75,2,10
0,61,0,0,2,1,1,18,2,0,3.0,0,7
1,490,0,0,2,1,1,18,2,0,6.0,0,1
0,72,2,0,2,1,2,25,2,1,1.75,0,10
1,437,0,0,3,0,2,20,2,0,13.0,2,1
1,3668,1,0,4,1,1,23,2,1,18.75,1,1
1,3689,1,0,3,0,2,20,2,1,6.25,0,1
1,3606,3,2,3,1,2,19,2,1,24.0,0,1
0,440,0,0,1,1,2,26,2,0,9.5,0,1
0,100,1,0,4,0,1,39,2,0,22.0,0,1
0,3664,0,0,2,1,1,22,2,1,0.75,1,1
1,105,0,2,8,0,2,21,2,0,3.5,1,1
0,26,1,0,3,0,1,26,2,1,20.75,0,3
1,3809,2,2,3,0,1,19,2,0,52.0,0,1
0,171,0,0,1,1,2,36,2,1,4.0,2,2
0,253,0,0,2,0,1,24,2,0,8.0,1,1
1,450,1,1,2,1,1,19,2,0,13.0,0,1
0,75,0,0,4,1,1,20,2,0,1.0,2,10
0,72,0,0,1,1,1,23,2,1,1.25,0,10
0,53,0,0,2,0,1,18,2,0,1.25,0,10
1,606,1,0,4,0,1,21,2,1,6.75,2,1
1,2060,1,0,3,0,1,23,2,1,19.5,2,1
0,71,0,0,4,0,1,23,2,1,1.5,0,10
1,3380,2,1,5,1,1,23,2,1,24.0,0,3
0,72,0,0,2,1,1,28,2,0,1.0,0,7
1,257,2,0,3,2,1,25,2,1,31.5,0,1
1,66,1,0,4,2,1,20,2,0,1.75,2,1
1,560,1,0,6,2,1,21,1,0,20.0,0,1
0,125,1,0,3,0,3,37,2,1,6.75,0,1
1,2432,2,0,3,1,1,21,2,1,26.25,0,1
0,48,0,0,2,0,1,21,2,0,1.0,1,10
0,173,1,0,2,0,1,31,2,1,3.5,0,1
0,47,0,0,2,2,2,24,2,1,0.75,0,10
1,373,1,0,4,2,2,22,2,1,17.75,0,1
0,1219,3,0,3,0,1,21,2,1,49.25,0,5
0,40,0,0,1,1,2,26,2,1,1.0,0,10
0,2375,2,0,2,0,1,41,1,1,22.75,0,3
0,223,0,0,3,1,2,26,2,0,8.25,1,1
0,202,1,0,1,0,1,27,2,1,2.75,0,1
1,2214,2,0,5,0,1,20,2,1,25.25,0,3
0,562,2,0,5,1,2,20,2,0,1.0,0,10
0,40,1,0,1,0,1,26,2,1,1.25,0,10
1,2100,4,0,4,0,2,21,1,1,24.75,1,5
0,129,1,0,2,2,1,65,1,1,8.25,2,1
0,48,0,0,2,2,2,22,2,1,0.75,0,10
1,3682,5,2,6,0,1,22,2,1,37.25,0,3
1,2203,4,0,4,0,1,23,2,1,20.25,2,1
0,564,1,0,7,1,1,20,2,0,0.75,0,10
1,600,1,0,4,0,1,22,0,1,20.0,0,1
1,2385,2,0,3,0,1,23,0,0,21.5,1,1
0,50,0,0,1,0,1,29,2,1,1.0,0,10
1,222,1,0,5,0,2,20,2,0,6.75,1,1
0,173,0,0,1,0,2,28,2,0,3.25,0,1
0,41,0,0,2,1,2,22,1,1,1.5,3,10
1,461,0,0,4,1,2,21,2,1,14.25,0,1
1,288,2,1,4,0,1,18,2,1,10.0,0,1
