,School_Type,PD,Age,Closest_Type,Income_High,Income_Low,Family_True,Family_False,Cars2+,Cars1,Cars0,Licence_True,Licence_False
9861,University,38,19.0,0,0,0,1,0,1,0,0,0,1
8137,University,39,22.0,0,0,0,1,0,1,0,0,1,0
1048,College,22,17.0,0,0,0,1,0,1,0,0,0,1
14820,University,1,29.0,1,0,0,0,1,0,1,0,1,0
3393,University,46,20.0,0,0,0,0,0,0,0,0,0,1
14036,University,1,20.0,1,0,1,0,1,0,0,1,0,1
13105,University,1,22.0,0,0,0,0,1,0,0,1,1,0
14866,University,4,24.0,0,0,1,0,1,0,1,0,0,1
149,College,15,21.0,1,0,0,0,0,0,0,0,1,0
207,College,13,22.0,0,0,1,0,1,0,0,1,1,0
2567,University,46,19.0,0,0,0,0,0,0,0,0,1,0
3567,College,46,32.0,1,0,0,0,0,0,0,0,1,0
5893,University,23,20.0,0,1,0,1,0,1,0,0,0,1
8610,University,36,19.0,1,0,1,1,0,1,0,0,0,1
11777,University,1,25.0,1,0,1,0,1,1,0,0,1,0
14276,University,2,28.0,1,0,0,0,0,0,0,0,1,0
15093,University,10,19.0,1,0,0,1,0,1,0,0,0,1
2651,University,38,20.0,0,0,0,0,0,0,0,0,1,0
9393,College,35,19.0,0,0,1,1,0,1,0,0,1,0
10840,University,2,41.0,1,0,0,0,1,0,1,0,1,0
14119,University,36,21.0,1,0,1,1,0,0,1,0,0,1
11744,University,3,26.0,0,0,0,0,1,0,0,1,1,0
9528,College,35,19.0,0,0,0,0,0,0,0,0,0,1
4917,University,23,28.0,0,0,0,0,1,1,0,0,0,1
12013,University,1,27.0,1,0,1,0,1,0,1,0,1,0
3371,University,8,19.0,1,1,0,1,0,1,0,0,1,0
14883,University,4,23.0,0,0,0,0,1,0,1,0,1,0
10762,University,35,23.0,1,0,0,1,0,1,0,0,1,0
10761,University,14,19.0,0,0,0,1,0,0,0,0,1,0
10993,University,14,43.0,0,1,0,0,1,1,0,0,1,0
6632,University,13,20.0,0,0,0,0,0,0,0,0,1,0
227,College,31,21.0,1,0,0,0,0,0,0,0,1,0
3113,University,36,21.0,1,0,0,0,0,0,0,0,0,1
3838,College,46,19.0,0,0,0,1,0,1,0,0,1,0
7318,University,33,21.0,1,1,0,1,0,0,1,0,1,0
1728,College,23,28.0,0,0,0,0,0,0,0,0,1,0
6106,University,1,19.0,1,0,0,0,0,0,0,0,1,0
6391,University,9,18.0,1,0,0,1,0,0,1,0,0,1
15544,University,12,19.0,1,0,0,0,0,0,0,0,0,0
1071,College,23,21.0,1,1,0,0,1,1,0,0,1,0
191,College,2,32.0,1,0,1,1,0,0,1,0,0,1
11620,University,36,19.0,0,0,0,0,0,0,0,0,0,1
6459,University,16,30.0,0,0,0,0,0,0,0,0,1,0
7570,University,4,20.0,1,0,0,0,0,0,0,0,0,0
15029,University,35,18.0,0,0,0,1,0,1,0,0,1,0
5561,University,16,20.0,0,0,0,1,0,1,0,0,1,0
9949,University,36,21.0,1,0,1,0,1,1,0,0,1,0
4392,University,35,19.0,1,0,0,0,0,0,0,0,1,0
11063,University,36,21.0,1,1,0,0,1,0,0,1,0,1
8109,University,2,20.0,1,0,1,0,1,0,0,1,1,0
13344,University,16,19.0,0,0,1,1,0,1,0,0,0,1
11212,University,1,18.0,1,0,0,0,0,0,0,0,0,1
10483,University,35,18.0,0,0,1,1,0,1,0,0,0,1
13579,University,5,21.0,1,0,1,1,0,0,1,0,1,0
15262,University,10,23.0,1,0,1,0,1,0,0,1,0,1
14253,University,1,31.0,1,0,0,0,1,0,1,0,1,0
11466,University,6,30.0,0,0,0,1,0,1,0,0,0,1
6257,University,35,29.0,1,0,0,1,0,1,0,0,1,0
15513,University,10,21.0,1,0,1,0,1,0,1,0,0,1
11474,University,1,19.0,1,0,0,0,1,0,0,1,0,1
1739,College,21,20.0,0,0,0,0,0,0,0,0,1,0
8047,University,1,35.0,0,0,0,0,0,0,0,0,0,0
11588,University,1,21.0,1,1,0,0,1,0,0,1,0,1
14043,University,8,19.0,1,0,1,1,0,1,0,0,1,0
6075,University,2,24.0,1,0,0,0,1,0,1,0,0,1
6756,University,20,19.0,0,0,1,1,0,0,1,0,0,1
10783,University,2,30.0,1,0,0,0,0,0,0,0,0,1
3805,College,46,19.0,0,0,0,0,0,0,0,0,1,0
15842,University,31,21.0,0,0,1,1,0,1,0,0,0,1
2039,University,43,28.0,0,0,0,0,0,0,0,0,1,0
4765,University,23,21.0,0,0,0,0,1,1,0,0,1,0
2636,University,46,20.0,1,0,1,0,1,0,0,1,1,0
9021,College,36,20.0,1,0,0,0,0,0,0,0,0,1
6059,University,33,18.0,1,0,1,1,0,1,0,0,1,0
15784,University,26,21.0,1,0,1,1,0,0,1,0,1,0
5657,University,3,26.0,0,0,0,0,1,1,0,0,1,0
14196,University,1,23.0,1,0,1,0,1,0,0,1,1,0
3209,University,46,28.0,0,0,0,0,1,0,1,0,1,0
9037,College,9,20.0,1,0,1,1,0,0,1,0,0,1
7958,University,29,20.0,1,0,0,1,0,1,0,0,0,1
11368,University,36,18.0,1,0,0,1,0,1,0,0,0,1
3414,University,46,19.0,0,0,0,0,0,0,0,0,0,0
6341,University,23,25.0,0,0,0,1,0,1,0,0,1,0
4768,University,35,24.0,0,0,0,1,0,1,0,0,1,0
2844,University,46,21.0,0,1,0,1,0,1,0,0,1,0
3791,College,44,19.0,0,0,0,0,0,0,0,0,1,0
1922,College,35,24.0,0,0,0,0,0,0,0,0,0,0
5604,University,12,28.0,1,0,0,0,0,0,0,0,0,1
34,College,13,22.0,0,0,0,0,1,0,0,1,0,1
16467,University,36,22.0,1,0,0,0,0,0,0,0,0,1
2485,University,46,25.0,0,0,0,0,1,0,0,1,0,1
9628,College,36,19.0,1,1,0,1,0,1,0,0,1,0
3518,University,36,23.0,1,0,1,1,0,0,1,0,0,1
1481,College,16,18.0,0,0,0,0,0,0,0,0,0,1
1216,College,36,20.0,1,1,0,1,0,1,0,0,1,0
7456,University,6,31.0,0,0,1,0,1,0,0,1,1,0
2330,University,46,27.0,0,0,1,1,0,1,0,0,1,0
1246,College,23,20.0,0,0,0,1,0,1,0,0,0,1
3099,University,36,20.0,1,1,0,1,0,1,0,0,1,0
8542,University,30,20.0,1,0,0,0,0,0,0,0,1,0
9409,College,40,23.0,1,0,0,1,0,1,0,0,0,1
9325,College,36,20.0,1,0,0,1,0,0,1,0,1,0
14233,University,36,18.0,1,0,1,0,1,0,1,0,1,0
12692,University,36,21.0,1,0,0,1,0,0,1,0,1,0
1816,College,23,20.0,0,0,1,0,1,0,0,1,0,1
10731,University,11,22.0,0,1,0,0,1,0,0,1,1,0
10062,University,12,21.0,1,0,1,1,0,0,1,0,0,1
3396,University,8,34.0,1,0,0,0,0,0,0,0,0,1
5397,University,31,19.0,0,0,0,0,0,0,0,0,1,0
9957,University,15,19.0,1,0,0,0,1,0,0,1,1,0
12188,University,35,21.0,0,0,1,1,0,0,1,0,1,0
7602,University,35,26.0,0,0,0,1,0,0,0,1,1,0
826,College,13,26.0,0,0,1,0,1,0,1,0,1,0
14575,University,1,20.0,0,1,0,1,0,0,1,0,1,0
5699,University,20,21.0,1,0,0,1,0,1,0,0,1,0
7225,University,41,25.0,1,0,1,1,0,1,0,0,1,0
2408,University,33,20.0,1,0,0,1,0,1,0,0,1,0
1960,College,23,25.0,0,0,1,0,1,0,0,1,0,1
9801,University,38,25.0,1,1,0,1,0,1,0,0,1,0
14938,University,36,29.0,1,0,0,0,0,0,0,0,1,0
2288,University,23,41.0,0,0,1,1,0,0,1,0,1,0
16518,University,31,23.0,1,0,0,0,0,0,0,0,1,0
16903,University,36,22.0,1,0,1,1,0,1,0,0,1,0
589,College,3,32.0,0,0,0,0,0,0,0,0,1,0
3830,College,46,18.0,0,0,0,0,0,0,0,0,1,0
4767,University,23,21.0,0,0,1,0,1,0,0,1,1,0
2400,University,40,48.0,1,0,0,1,0,0,1,0,1,0
11066,University,12,20.0,0,0,0,0,0,0,0,0,0,1
10090,University,5,30.0,0,0,1,0,1,0,1,0,1,0
6908,University,2,31.0,1,0,0,0,0,0,0,0,1,0
13900,University,1,22.0,1,0,0,0,1,0,0,1,1,0
4526,University,14,19.0,0,0,0,0,0,0,0,0,0,1
8804,College,36,21.0,1,0,0,1,0,0,1,0,1,0
8463,University,4,26.0,0,0,1,0,1,0,0,1,0,1
11772,University,6,26.0,0,0,0,0,1,0,0,1,1,0
10590,University,36,17.0,0,0,1,1,0,1,0,0,0,1
12277,University,1,22.0,1,0,0,0,1,0,0,1,0,1
3144,University,46,23.0,0,0,1,0,1,0,0,1,0,1
751,College,21,54.0,0,0,0,0,0,0,0,0,1,0
7200,University,20,19.0,1,0,0,0,0,0,0,0,1,0
12436,University,36,18.0,1,0,1,0,1,0,1,0,1,0
6126,University,33,23.0,1,0,0,0,0,0,0,0,1,0
1230,College,22,27.0,0,0,0,0,0,0,0,0,0,1
12437,University,1,25.0,1,0,1,0,1,0,0,1,1,0
15236,University,20,20.0,0,0,0,1,0,1,0,0,1,0
3366,University,46,27.0,0,0,0,0,1,0,0,1,0,1
5330,University,34,21.0,1,0,1,1,0,1,0,0,1,0
13606,University,31,27.0,0,0,0,1,0,1,0,0,1,0
3137,University,46,22.0,0,1,0,0,1,0,1,0,1,0
12767,University,13,21.0,0,0,1,0,1,0,0,1,0,1
690,College,15,19.0,1,0,0,1,0,0,1,0,0,1
6776,University,29,18.0,1,0,0,1,0,1,0,0,0,1
2646,University,46,20.0,0,0,0,0,1,0,1,0,0,1
11337,University,1,19.0,1,1,0,0,1,0,0,1,1,0
9317,College,31,18.0,0,0,0,1,0,1,0,0,1,0
7395,University,1,20.0,1,0,0,0,0,0,0,0,0,0
1636,College,23,35.0,0,0,0,0,1,0,1,0,1,0
5488,University,11,18.0,1,0,0,0,0,0,0,0,0,1
1668,College,22,34.0,0,0,1,0,1,1,0,0,1,0
3023,University,46,29.0,0,0,0,0,0,0,0,0,0,0
13722,University,8,24.0,1,0,1,1,0,1,0,0,1,0
10148,University,1,28.0,1,1,0,0,1,0,0,1,1,0
1891,College,17,43.0,1,0,0,0,1,0,1,0,1,0
5306,University,33,24.0,1,0,0,1,0,1,0,0,1,0
13707,University,8,18.0,1,0,0,1,0,0,0,0,1,0
650,College,1,21.0,1,0,1,0,1,0,0,1,0,1
7841,University,12,22.0,1,0,1,0,1,1,0,0,1,0
16834,University,1,21.0,1,0,0,1,0,0,1,0,0,1
15930,University,33,21.0,1,1,0,0,1,0,0,1,0,1
6595,University,5,18.0,0,0,0,1,0,0,1,0,1,0
15289,University,10,23.0,1,0,1,0,1,0,0,1,0,1
11441,University,26,20.0,0,0,0,0,0,0,0,0,1,0
14507,University,2,24.0,1,0,0,0,1,1,0,0,1,0
15392,University,36,20.0,1,0,0,0,0,0,0,0,1,0
3610,College,40,23.0,1,0,0,0,0,0,0,0,0,1
8543,University,6,999.0,0,0,0,0,0,0,0,0,0,0
6421,University,1,20.0,1,0,0,1,0,1,0,0,1,0
14109,University,1,17.0,1,0,1,0,1,0,0,1,1,0
14830,University,11,22.0,1,0,1,1,0,1,0,0,0,1
6228,University,20,55.0,0,0,0,0,1,0,1,0,1,0
8959,College,35,19.0,0,0,1,0,1,0,0,0,1,0
8887,College,36,25.0,0,0,0,0,0,0,0,0,1,0
5509,University,1,18.0,1,1,0,0,1,0,0,1,1,0
2654,University,36,24.0,1,0,0,1,0,0,1,0,1,0
11280,University,4,23.0,0,0,1,0,1,0,0,1,0,1
15712,University,33,24.0,1,0,0,0,0,0,0,0,0,1
8697,University,1,23.0,1,1,0,0,1,0,0,1,0,1
10508,University,13,20.0,0,0,1,0,1,0,1,0,0,1
16587,University,35,21.0,0,0,0,0,0,0,0,0,1,0
5027,University,23,24.0,0,0,0,0,0,0,0,0,1,0
6474,University,6,20.0,0,0,0,0,1,0,0,1,0,1
16445,University,31,21.0,1,0,1,1,0,1,0,0,1,0
5534,University,35,18.0,0,0,0,1,0,0,1,0,1,0
11622,University,11,24.0,0,1,0,1,0,1,0,0,1,0
8948,College,4,18.0,0,0,0,0,1,0,0,1,1,0
9670,College,36,22.0,1,0,1,1,0,1,0,0,1,0
13761,University,2,20.0,1,0,0,0,0,0,0,0,1,0
7795,University,36,21.0,1,0,0,0,0,0,0,0,1,0
9205,College,41,18.0,0,0,0,1,0,1,0,0,1,0
3757,College,46,44.0,0,0,0,0,0,0,0,0,0,1
4573,University,20,17.0,0,0,0,0,0,0,0,0,0,1
10543,University,22,18.0,0,0,0,1,0,1,0,0,0,1
11706,University,1,22.0,1,0,1,1,0,0,0,1,0,1
2304,University,36,18.0,1,0,1,1,0,0,1,0,0,1
2461,University,40,22.0,1,0,1,1,0,1,0,0,1,0
5693,University,35,999.0,0,0,0,0,0,0,0,0,0,0
710,College,6,43.0,0,0,0,0,0,0,0,0,1,0
12432,University,4,28.0,1,0,0,0,0,0,0,0,1,0
16427,University,1,25.0,1,0,0,0,1,0,0,1,1,0
8598,University,4,24.0,0,0,0,0,0,0,0,0,1,0
7385,University,31,20.0,0,0,0,0,0,0,0,0,1,0
4540,University,3,18.0,0,0,0,0,0,0,0,0,1,0
15267,University,10,18.0,1,0,0,0,0,0,0,0,1,0
8569,University,4,24.0,0,0,0,0,0,0,0,0,0,1
9326,College,46,21.0,0,0,1,1,0,1,0,0,0,1
9424,College,39,18.0,0,0,0,0,0,0,0,0,1,0
3611,College,46,19.0,0,0,1,0,1,0,0,1,0,1
10399,University,8,25.0,0,0,0,0,1,0,0,1,0,1
11847,University,1,21.0,1,0,0,0,1,0,0,1,1,0
2334,University,31,19.0,0,1,0,0,1,0,0,1,0,1
6007,University,35,20.0,1,1,0,1,0,1,0,0,1,0
16737,University,31,23.0,0,0,1,1,0,1,0,0,1,0
9405,College,35,25.0,0,0,1,0,1,0,1,0,0,1
9515,College,35,19.0,0,0,1,0,1,0,1,0,1,0
6557,University,1,20.0,1,1,0,0,1,0,0,1,1,0
11652,University,1,33.0,1,0,0,0,1,0,0,1,1,0
14766,University,20,18.0,0,0,0,0,0,0,0,0,1,0
14097,University,1,24.0,1,0,0,0,1,0,0,1,0,1
13729,University,1,22.0,1,1,0,0,1,0,1,0,1,0
4306,University,1,19.0,1,1,0,0,1,0,0,1,1,0
7443,University,23,28.0,1,0,0,0,0,0,0,0,0,0
11565,University,1,20.0,1,0,0,0,0,0,0,0,0,1
3616,College,46,23.0,0,0,1,0,1,0,0,1,1,0
4621,University,16,23.0,0,1,0,1,0,1,0,0,1,0
9868,University,3,23.0,0,0,0,0,1,0,0,1,1,0
4486,University,36,26.0,0,0,0,0,0,0,0,0,1,0
12192,University,36,18.0,1,0,0,0,0,0,0,0,0,1
4790,University,31,21.0,0,0,1,1,0,1,0,0,1,0
13430,University,39,20.0,0,1,0,1,0,0,1,0,0,1
240,College,27,42.0,1,0,0,0,0,0,0,0,1,0
13195,University,13,23.0,0,0,1,1,0,0,1,0,0,1
698,College,5,31.0,1,0,0,0,0,0,0,0,1,0
7254,University,3,21.0,0,0,0,0,0,0,0,0,0,1
8339,University,40,28.0,1,0,0,0,0,0,0,0,1,0
4593,University,23,25.0,0,0,0,0,0,0,0,0,0,1
5957,University,2,32.0,1,0,0,0,0,0,0,0,1,0
13073,University,36,23.0,1,1,0,1,0,1,0,0,1,0
4123,University,2,21.0,1,1,0,1,0,1,0,0,0,1
16125,University,11,22.0,1,0,0,0,0,0,0,0,0,1
15845,University,4,18.0,1,0,0,0,1,0,0,1,0,1
3288,University,21,18.0,0,0,0,0,0,0,0,0,0,1
14209,University,2,29.0,1,0,0,0,1,0,0,1,0,1
3190,University,46,17.0,1,0,0,0,1,0,0,1,1,0
899,College,15,29.0,1,0,0,0,0,0,0,0,0,1
16321,University,33,19.0,1,0,0,0,0,0,0,0,0,0
8449,University,1,20.0,1,0,1,0,1,0,0,1,0,1
14795,University,21,19.0,0,0,0,0,0,0,0,0,0,1
1839,College,21,18.0,0,0,1,1,0,0,1,0,0,1
718,College,16,26.0,0,0,0,0,0,0,0,0,0,1
15939,University,33,18.0,1,0,0,1,0,1,0,0,1,0
426,College,16,21.0,0,0,0,0,0,0,0,0,0,1
892,College,34,25.0,0,0,1,1,0,1,0,0,0,1
15774,University,16,18.0,0,0,1,1,0,1,0,0,1,0
911,College,15,26.0,0,0,0,0,0,0,0,0,0,1
5718,University,16,19.0,0,0,0,0,0,0,0,0,1,0
806,College,31,23.0,1,0,0,0,0,0,0,0,1,0
4723,University,13,23.0,0,0,0,1,0,1,0,0,1,0
4857,University,22,18.0,0,0,0,1,0,1,0,0,0,1
8732,University,3,20.0,0,0,0,0,0,0,0,0,0,1
13906,University,1,21.0,1,0,0,0,0,0,0,0,1,0
12404,University,4,29.0,0,0,0,0,1,0,0,1,1,0
12007,University,39,18.0,0,0,0,1,0,1,0,0,0,1
7591,University,31,20.0,1,0,0,1,0,1,0,0,1,0
6484,University,39,29.0,0,0,0,1,0,1,0,0,1,0
1680,College,22,32.0,0,0,0,0,0,0,0,0,1,0
11924,University,1,30.0,1,0,0,0,1,0,0,1,1,0
731,College,21,23.0,0,0,0,0,0,0,0,0,0,1
6566,University,1,18.0,1,0,0,1,0,0,1,0,0,1
3418,University,36,18.0,1,0,0,1,0,1,0,0,1,0
14954,University,6,33.0,0,0,1,1,0,1,0,0,1,0
12726,University,12,32.0,1,0,0,0,0,0,0,0,1,0
695,College,16,19.0,0,0,0,0,0,0,0,0,0,1
6666,University,13,21.0,0,0,1,1,0,1,0,0,1,0
9059,College,36,18.0,1,0,1,1,0,1,0,0,0,1
13318,University,1,21.0,1,0,0,0,0,0,0,0,0,1
12454,University,1,18.0,1,1,0,0,1,0,0,1,0,1
5221,University,5,23.0,0,0,0,1,0,0,1,0,1,0
6755,University,11,23.0,1,0,0,1,0,0,1,0,1,0
7235,University,3,22.0,0,0,0,0,1,0,1,0,1,0
4700,University,27,22.0,1,0,0,0,0,0,0,0,1,0
11209,University,11,19.0,0,0,1,1,0,1,0,0,0,1
10932,University,15,22.0,1,1,0,0,1,0,0,1,1,0
12406,University,1,22.0,1,0,0,0,0,0,0,0,1,0
6620,University,1,21.0,1,0,0,0,1,0,0,0,1,0
8138,University,3,25.0,0,0,0,0,1,0,0,1,1,0
11328,University,27,22.0,1,1,0,1,0,1,0,0,1,0
15033,University,11,20.0,0,0,0,0,0,0,0,0,0,0
8317,University,1,20.0,1,0,0,0,1,0,0,1,1,0
9399,College,39,19.0,0,0,0,0,0,0,0,0,0,1
820,College,16,24.0,0,0,1,0,1,0,1,0,1,0
5551,University,36,18.0,0,0,0,0,0,0,0,0,0,1
10928,University,1,18.0,1,0,0,0,0,0,0,0,1,0
9701,College,39,18.0,0,0,1,0,1,0,0,1,0,1
2885,University,46,23.0,0,0,0,0,1,1,0,0,1,0
4499,University,23,18.0,0,0,1,0,0,0,0,0,0,1
113,College,13,27.0,0,1,0,1,0,0,1,0,1,0
6834,University,33,18.0,1,0,0,0,0,0,0,0,0,1
4191,University,1,20.0,1,0,1,0,1,0,0,1,0,1
4606,University,16,19.0,0,0,0,1,0,0,0,0,1,0
12857,University,35,19.0,0,1,0,1,0,1,0,0,1,0
3390,University,46,21.0,0,0,0,0,0,0,0,0,1,0
14736,University,46,20.0,0,0,0,0,0,0,0,0,0,1
11491,University,1,18.0,1,0,0,0,1,0,0,1,0,1
8000,University,36,19.0,1,0,0,1,0,1,0,0,1,0
10754,University,1,18.0,1,0,1,0,1,0,0,1,0,1
11891,University,1,17.0,1,1,0,0,1,0,0,1,0,1
4960,University,23,24.0,0,0,0,0,1,0,1,0,1,0
3252,University,46,40.0,0,0,0,0,1,1,0,0,1,0
3806,College,42,20.0,0,0,0,0,0,0,0,0,1,0
13286,University,1,18.0,1,1,0,0,1,0,0,1,1,0
3143,University,46,22.0,0,1,0,0,1,1,0,0,1,0
2243,University,43,19.0,0,0,1,1,0,0,1,0,1,0
11050,University,1,24.0,1,0,0,0,1,0,0,1,0,1
774,College,31,19.0,1,0,0,0,0,0,0,0,0,1
15886,University,2,27.0,1,0,0,0,1,0,0,1,1,0
2835,University,39,18.0,0,0,0,0,0,0,0,0,1,0
5781,University,35,19.0,0,0,0,1,0,1,0,0,1,0
3325,University,3,21.0,0,1,0,1,0,1,0,0,1,0
4286,University,2,19.0,1,0,1,0,1,0,0,1,1,0
15168,University,14,23.0,0,0,0,0,0,0,0,0,1,0
5057,University,21,26.0,0,1,0,1,0,1,0,0,1,0
3287,University,46,19.0,0,0,1,0,1,0,1,0,1,0
5144,University,22,22.0,0,1,0,1,0,1,0,0,1,0
9728,College,35,39.0,0,0,0,0,1,1,0,0,1,0
11749,University,31,18.0,0,0,1,1,0,1,0,0,1,0
12640,University,1,18.0,1,1,0,0,1,0,0,1,1,0
7151,University,13,22.0,0,0,0,1,0,0,1,0,0,1
7247,University,2,34.0,1,0,0,0,0,0,0,0,0,1
12297,University,1,19.0,1,0,0,0,0,0,0,0,1,0
8209,University,12,19.0,0,0,0,0,1,1,0,0,0,1
9761,College,36,20.0,1,0,1,1,0,1,0,0,1,0
5157,University,31,22.0,0,0,0,1,0,1,0,0,1,0
430,College,12,30.0,1,0,0,0,0,0,0,0,1,0
3555,College,46,24.0,0,0,0,0,1,0,1,0,0,1
333,College,11,21.0,0,1,0,1,0,1,0,0,1,0
10603,University,36,18.0,0,0,1,1,0,0,1,0,0,1
15566,University,38,22.0,1,1,0,1,0,1,0,0,1,0
1867,College,20,22.0,0,0,0,1,0,1,0,0,1,0
4969,University,31,19.0,0,0,0,0,0,0,0,0,1,0
10159,University,1,20.0,1,0,0,0,0,0,0,0,1,0
5668,University,2,19.0,1,0,1,1,0,0,1,0,0,1
12513,University,6,22.0,0,0,0,0,0,0,0,0,0,1
6626,University,7,20.0,1,0,1,1,0,0,1,0,1,0
550,College,31,34.0,0,0,0,0,0,0,0,0,1,0
13267,University,20,21.0,0,0,0,1,0,1,0,0,1,0
959,College,13,23.0,0,0,0,0,1,0,0,0,0,1
16079,University,46,18.0,0,0,0,0,0,0,0,0,0,1
9582,College,35,19.0,0,0,0,0,0,0,0,0,1,0
12771,University,31,23.0,1,0,0,0,0,0,0,0,1,0
11579,University,29,23.0,1,0,0,0,0,0,0,0,0,1
14312,University,2,19.0,1,0,1,0,1,0,0,1,0,1
8285,University,36,22.0,0,0,0,1,0,0,0,1,0,1
1441,College,23,19.0,0,0,0,0,0,0,0,0,1,0
1650,College,23,18.0,0,0,1,0,1,0,1,0,1,0
1390,College,23,23.0,0,0,0,0,1,1,0,0,0,1
15383,University,9,47.0,1,0,0,1,0,0,0,1,1,0
4907,University,31,20.0,0,0,0,0,0,0,0,0,1,0
14142,University,9,22.0,1,0,0,1,0,0,1,0,1,0
8875,College,39,36.0,0,0,0,0,0,0,0,0,0,1
13272,University,2,22.0,1,0,1,0,1,0,0,1,0,1
15102,University,1,24.0,1,0,0,0,0,0,0,0,0,1
1160,College,23,32.0,0,0,0,0,0,0,0,0,0,1
4963,University,3,26.0,0,0,0,0,1,0,1,0,1,0
954,College,13,23.0,0,0,0,0,1,0,1,0,1,0
13403,University,1,20.0,1,0,0,1,0,1,0,0,1,0
9504,College,36,26.0,0,0,0,0,0,0,0,0,0,1
4226,University,34,18.0,0,1,0,1,0,1,0,0,1,0
3679,College,46,18.0,0,0,1,0,1,0,1,0,0,1
10659,University,16,45.0,0,0,0,1,0,0,1,0,0,1
4279,University,1,17.0,0,0,0,0,0,0,0,0,1,0
16755,University,9,20.0,1,0,0,0,0,0,0,0,1,0
5208,University,35,19.0,0,0,0,0,0,0,0,0,1,0
9717,College,36,22.0,1,0,0,1,0,1,0,0,1,0
4769,University,22,22.0,0,0,0,1,0,1,0,0,1,0
10136,University,33,17.0,1,0,0,0,0,0,0,0,1,0
7195,University,22,17.0,0,0,1,1,0,1,0,0,0,1
4105,University,20,21.0,1,0,0,0,0,0,0,0,1,0
14516,University,1,18.0,1,1,0,0,1,0,0,1,1,0
2549,University,41,17.0,0,0,0,1,0,0,1,0,0,1
1622,College,22,23.0,0,0,0,1,0,1,0,0,1,0
8572,University,1,18.0,1,0,0,0,0,0,0,0,0,1
7382,University,1,18.0,1,0,0,1,0,0,0,0,0,1
13031,University,1,33.0,1,0,0,0,1,0,1,0,1,0
8205,University,31,18.0,0,0,1,1,0,1,0,0,1,0
4672,University,22,20.0,0,0,0,0,0,0,0,0,0,1
2719,University,46,18.0,0,0,0,0,1,1,0,0,0,1
5441,University,30,21.0,1,0,0,0,0,0,0,0,1,0
2566,University,40,18.0,1,0,0,1,0,1,0,0,1,0
1702,College,23,23.0,0,0,1,0,1,0,0,1,1,0
7278,University,21,21.0,0,0,0,1,0,1,0,0,1,0
14896,University,9,22.0,1,0,1,1,0,0,1,0,1,0
2347,University,46,23.0,0,0,0,0,0,0,0,0,1,0
517,College,16,23.0,0,0,1,1,0,0,0,1,0,1
13469,University,1,23.0,1,0,0,0,1,0,0,0,0,1
10464,University,36,18.0,1,0,0,0,0,0,0,0,1,0
14413,University,4,20.0,0,0,0,0,0,0,0,0,0,1
14230,University,1,28.0,1,0,0,0,0,0,0,0,1,0
993,College,23,19.0,0,0,1,1,0,0,1,0,0,1
7719,University,2,33.0,1,0,1,0,1,0,1,0,1,0
7430,University,11,20.0,1,1,0,0,1,1,0,0,0,1
13115,University,21,20.0,0,0,0,1,0,1,0,0,0,1
6158,University,33,18.0,1,0,0,1,0,1,0,0,1,0
2543,University,46,19.0,0,0,0,0,0,0,0,0,1,0
16592,University,44,1.0,0,0,0,0,0,0,0,0,0,0
10827,University,33,19.0,1,0,0,1,0,1,0,0,1,0
3606,College,46,21.0,0,0,0,0,1,0,1,0,1,0
3904,College,35,25.0,0,0,0,0,1,0,0,1,0,1
5340,University,1,32.0,1,0,1,0,1,0,1,0,1,0
2720,University,38,30.0,1,0,0,0,1,0,1,0,1,0
9587,College,35,23.0,0,0,0,0,0,0,0,0,0,1
14334,University,36,22.0,0,0,1,0,1,0,0,1,1,0
4518,University,21,19.0,0,0,0,0,0,0,0,0,1,0
15720,University,33,24.0,1,0,0,0,1,1,0,0,1,0
12313,University,8,23.0,1,1,0,1,0,1,0,0,1,0
16368,University,33,18.0,1,1,0,1,0,1,0,0,1,0
688,College,35,18.0,1,0,0,0,0,0,0,0,0,1
5801,University,36,22.0,0,1,0,1,0,1,0,0,1,0
14054,University,1,20.0,0,1,0,0,1,0,0,1,1,0
5102,University,36,20.0,1,0,1,0,1,1,0,0,0,1
4032,College,45,19.0,0,0,1,1,0,1,0,0,1,0
9166,College,35,18.0,0,0,0,0,0,0,0,0,0,1
8568,University,31,23.0,1,0,0,1,0,1,0,0,0,1
16818,University,10,18.0,1,0,0,0,0,0,0,0,0,1
13467,University,2,19.0,1,0,1,0,1,0,0,1,1,0
14466,University,4,35.0,0,0,0,0,1,0,0,1,1,0
4503,University,22,35.0,0,0,0,0,1,1,0,0,1,0
13181,University,16,20.0,0,0,1,1,0,0,1,0,0,1
3218,University,46,22.0,0,0,0,0,0,0,0,0,1,0
5462,University,1,22.0,1,0,0,0,0,0,0,0,1,0
8025,University,36,20.0,1,0,0,1,0,0,1,0,0,1
3958,College,46,18.0,0,0,0,0,0,0,0,0,0,0
15209,University,35,26.0,0,0,0,0,0,0,0,0,1,0
8485,University,36,18.0,1,0,0,1,0,0,1,0,0,1
414,College,16,27.0,0,0,1,0,1,0,0,1,0,1
5503,University,4,23.0,0,0,0,1,0,1,0,0,0,1
3441,University,46,20.0,0,0,0,0,0,0,0,0,0,0
6271,University,1,19.0,1,0,0,0,1,0,0,0,0,1
14847,University,16,23.0,0,0,0,1,0,0,1,0,1,0
1784,College,15,25.0,0,0,0,0,0,0,0,0,1,0
1649,College,24,23.0,0,0,1,1,0,1,0,0,1,0
