,School_Type,PD,Age,Closest_Type,Income_High,Income_Low,Family_True,Family_False,Cars2+,Cars1,Cars0,Licence_True,Licence_False
9933,University,1,22.0,1,0,0,0,0,0,0,0,0,1
5211,University,15,24.0,1,0,0,0,0,0,0,0,0,0
12267,University,13,34.0,0,0,1,0,1,0,0,1,0,1
12789,University,13,27.0,0,0,1,0,1,0,0,1,0,1
8996,College,35,18.0,0,0,0,0,1,0,0,1,1,0
10819,University,15,19.0,1,0,0,0,1,0,0,1,1,0
1304,College,31,18.0,0,0,1,1,0,1,0,0,0,1
9498,College,39,28.0,0,0,0,0,0,0,0,0,1,0
3155,University,46,18.0,0,0,0,0,1,0,0,1,0,1
7359,University,0,25.0,1,0,0,0,0,0,0,0,0,1
11812,University,3,45.0,0,0,0,0,0,0,0,0,1,0
15840,University,1,19.0,1,0,0,0,0,0,0,0,0,1
12989,University,1,29.0,1,0,0,0,1,0,0,1,1,0
12717,University,13,24.0,0,1,0,1,0,1,0,0,1,0
497,College,13,20.0,0,0,0,0,0,0,0,0,0,0
16786,University,11,43.0,0,0,1,0,1,0,0,1,1,0
533,College,12,37.0,1,0,0,0,1,0,0,1,0,1
15109,University,36,21.0,1,0,0,0,0,0,0,0,1,0
5320,University,33,21.0,1,0,0,1,0,0,1,0,1,0
11684,University,6,19.0,0,0,1,1,0,0,1,0,0,1
4853,University,23,33.0,0,0,0,0,0,0,0,0,1,0
4019,College,45,22.0,0,0,1,1,0,0,1,0,1,0
3117,University,46,17.0,0,0,1,1,0,1,0,0,0,1
5938,University,22,24.0,0,0,0,0,1,1,0,0,1,0
8775,University,11,42.0,0,0,0,0,1,0,1,0,0,1
8937,College,5,19.0,1,0,0,0,0,0,0,0,0,1
10871,University,40,22.0,1,0,0,0,0,0,0,0,1,0
15958,University,2,19.0,1,0,1,0,1,0,0,1,1,0
313,College,27,18.0,1,0,0,0,0,0,0,0,1,0
12918,University,11,23.0,0,1,0,1,0,0,1,0,1,0
3546,College,16,18.0,0,0,0,0,0,0,0,0,1,0
3148,University,46,19.0,0,0,1,0,1,0,0,1,0,1
16243,University,11,20.0,0,0,1,0,1,0,0,1,0,1
11239,University,35,19.0,0,0,0,0,0,0,0,0,1,0
4602,University,16,17.0,0,0,1,1,0,0,1,0,0,1
12234,University,46,24.0,0,0,1,1,0,0,1,0,1,0
8141,University,35,24.0,0,0,0,0,0,0,0,0,1,0
2439,University,46,19.0,0,1,0,0,1,0,0,1,0,1
3383,University,41,41.0,0,0,0,0,1,1,0,0,1,0
1868,College,23,21.0,0,0,0,0,1,0,0,1,0,1
12727,University,16,20.0,0,0,0,1,0,0,1,0,1,0
9839,University,36,25.0,1,0,0,1,0,1,0,0,1,0
15277,University,11,18.0,1,0,1,1,0,0,1,0,0,1
12697,University,1,24.0,0,0,0,0,1,0,0,1,1,0
1764,College,14,19.0,0,0,0,0,0,0,0,0,0,1
12805,University,24,20.0,1,0,0,1,0,1,0,0,0,1
16023,University,33,18.0,1,0,0,1,0,1,0,0,1,0
4251,University,2,23.0,1,0,0,1,0,0,1,0,0,1
1271,College,23,18.0,0,0,0,0,0,0,0,0,0,1
2687,University,46,18.0,0,0,0,0,1,0,0,1,1,0
16678,University,33,19.0,1,1,0,1,0,1,0,0,1,0
16123,University,1,21.0,1,0,0,0,1,0,0,1,0,1
5349,University,13,20.0,0,0,0,1,0,0,1,0,0,1
5687,University,9,30.0,1,0,0,0,1,0,0,1,1,0
6981,University,33,26.0,1,0,0,0,0,0,0,0,1,0
9523,College,36,22.0,0,0,0,0,0,0,0,0,1,0
2048,University,46,27.0,0,0,0,0,1,0,0,1,0,1
5926,University,12,19.0,1,0,0,0,0,0,0,0,1,0
5974,University,1,18.0,1,0,1,0,1,0,0,1,0,1
6670,University,1,24.0,1,0,1,0,1,0,0,1,0,1
13717,University,16,21.0,0,0,1,1,0,0,1,0,1,0
13651,University,36,22.0,1,0,0,1,0,1,0,0,1,0
11294,University,4,21.0,0,0,0,0,0,0,0,0,1,0
9648,College,39,17.0,0,0,1,0,1,0,1,0,0,1
3871,College,46,36.0,0,0,0,0,0,0,0,0,1,0
8113,University,36,21.0,0,0,0,0,0,0,0,0,1,0
16488,University,10,18.0,0,1,0,1,0,1,0,0,0,1
14577,University,10,20.0,0,0,0,1,0,1,0,0,1,0
10059,University,16,19.0,0,0,0,0,0,0,0,0,0,1
5970,University,36,21.0,0,0,1,1,0,0,1,0,1,0
15013,University,33,23.0,1,0,0,1,0,1,0,0,0,1
11083,University,31,19.0,0,0,1,1,0,1,0,0,0,1
9145,College,39,18.0,0,0,1,0,1,0,0,1,0,1
12967,University,1,17.0,1,0,1,0,1,0,0,1,0,1
12294,University,11,25.0,1,0,1,1,0,1,0,0,1,0
8257,University,33,22.0,1,0,0,0,0,0,0,0,1,0
12172,University,2,25.0,1,0,0,0,1,0,0,1,1,0
9533,College,38,20.0,0,0,1,0,1,0,0,1,0,1
10813,University,8,23.0,1,0,0,0,0,0,0,0,1,0
9681,College,39,26.0,0,0,1,0,1,0,0,1,0,1
13657,University,1,27.0,1,0,0,0,1,0,0,1,0,1
1468,College,26,20.0,0,0,0,1,0,0,1,0,1,0
2840,University,46,19.0,0,0,0,0,0,0,0,0,0,1
1826,College,15,19.0,1,0,0,0,0,0,0,0,1,0
12543,University,1,27.0,1,0,0,0,1,0,0,1,1,0
9516,College,39,20.0,0,0,1,0,1,0,0,1,0,1
12672,University,35,39.0,1,0,0,1,0,1,0,0,1,0
14215,University,1,21.0,1,0,0,0,0,0,0,0,0,1
12182,University,36,19.0,1,0,0,0,1,0,0,1,0,1
10438,University,14,24.0,0,1,0,1,0,1,0,0,0,1
13114,University,1,20.0,1,0,0,0,1,0,0,1,1,0
15328,University,31,20.0,0,0,1,1,0,1,0,0,0,1
7138,University,8,18.0,1,0,0,0,0,0,0,0,0,1
11853,University,39,23.0,0,1,0,1,0,1,0,0,1,0
4070,University,2,24.0,1,0,0,0,0,0,0,0,0,1
206,College,31,22.0,0,0,0,0,0,0,0,0,1,0
15021,University,12,17.0,1,0,0,0,0,0,0,0,1,0
1021,College,23,18.0,0,0,1,1,0,1,0,0,0,1
3026,University,36,23.0,0,0,1,1,0,1,0,0,1,0
8168,University,1,21.0,1,0,0,0,0,0,0,0,1,0
872,College,6,18.0,0,0,1,1,0,1,0,0,0,1
7043,University,1,17.0,1,0,0,0,1,0,0,1,1,0
14146,University,13,19.0,0,1,0,0,1,0,0,1,0,1
16735,University,23,18.0,0,0,1,1,0,1,0,0,0,1
10125,University,1,19.0,1,0,0,0,0,0,0,0,1,0
5236,University,2,18.0,1,0,0,0,0,0,0,0,0,0
15534,University,2,25.0,1,0,0,0,1,1,0,0,1,0
7246,University,31,18.0,0,0,1,1,0,0,1,0,0,1
10678,University,8,23.0,1,0,0,0,0,0,0,0,0,0
1879,College,23,28.0,0,0,0,0,0,0,0,0,1,0
2800,University,46,20.0,0,0,0,0,0,0,0,0,1,0
9860,University,1,18.0,1,0,0,0,1,0,0,1,0,1
6531,University,8,34.0,1,0,0,0,0,0,0,0,1,0
7543,University,38,20.0,0,0,0,0,0,0,0,0,1,0
15956,University,35,30.0,0,0,0,0,0,0,0,0,1,0
1595,College,21,19.0,0,0,0,0,0,0,0,0,1,0
13576,University,31,20.0,1,1,0,1,0,1,0,0,1,0
12435,University,2,23.0,1,1,0,1,0,0,1,0,1,0
2077,University,39,18.0,0,0,0,0,0,0,0,0,1,0
7175,University,36,19.0,1,1,0,1,0,0,1,0,0,1
1969,College,23,17.0,0,0,0,0,1,0,0,0,1,0
11752,University,1,29.0,1,0,0,0,1,0,0,1,0,1
10622,University,1,20.0,1,0,0,0,1,0,0,1,1,0
4389,University,6,18.0,0,0,0,0,0,0,0,0,0,1
10137,University,31,20.0,1,0,1,1,0,1,0,0,1,0
10257,University,36,22.0,1,0,1,1,0,1,0,0,1,0
2798,University,35,19.0,0,1,0,1,0,1,0,0,1,0
10023,University,1,21.0,1,0,0,0,1,0,0,1,0,1
15628,University,10,22.0,1,0,0,0,0,0,0,0,0,1
13953,University,30,18.0,1,0,0,1,0,1,0,0,1,0
5984,University,1,19.0,1,1,0,1,0,1,0,0,1,0
4026,College,36,20.0,1,0,1,1,0,1,0,0,1,0
10270,University,5,19.0,0,0,1,1,0,0,0,1,0,1
4444,University,1,20.0,0,0,0,0,1,0,0,1,1,0
13364,University,39,22.0,0,0,1,1,0,1,0,0,0,1
15295,University,6,75.0,0,0,0,0,0,0,0,0,1,0
12322,University,4,19.0,0,1,0,0,1,0,0,1,1,0
3036,University,36,22.0,1,0,0,1,0,1,0,0,1,0
15316,University,13,19.0,0,0,0,1,0,0,1,0,1,0
7806,University,31,21.0,0,0,0,1,0,1,0,0,0,1
14567,University,35,20.0,0,0,0,0,0,0,0,0,0,1
14467,University,1,18.0,1,0,0,0,1,0,0,1,1,0
15639,University,35,21.0,0,0,0,0,0,0,0,0,0,1
11538,University,1,23.0,1,0,0,0,1,0,0,1,1,0
4799,University,23,30.0,1,0,0,0,1,0,1,0,1,0
8914,College,39,24.0,0,0,0,0,0,0,0,0,1,0
7623,University,35,20.0,0,0,0,1,0,0,0,0,1,0
10298,University,13,22.0,0,0,0,1,0,0,1,0,1,0
1494,College,9,30.0,1,0,0,0,0,0,0,0,1,0
11264,University,2,20.0,1,0,0,0,0,0,0,0,0,1
12312,University,11,21.0,1,0,0,0,1,0,0,1,1,0
15028,University,35,19.0,0,0,0,0,0,0,0,0,1,0
15668,University,27,20.0,1,0,0,1,0,1,0,0,1,0
11957,University,6,26.0,0,1,0,1,0,0,1,0,0,1
7655,University,36,18.0,1,0,0,0,0,0,0,0,0,0
7453,University,1,20.0,1,0,1,0,1,0,0,1,1,0
13190,University,11,19.0,0,0,0,0,1,0,0,1,0,1
8060,University,1,22.0,1,0,0,0,0,0,0,0,1,0
10576,University,4,24.0,0,0,1,0,1,0,0,1,1,0
15520,University,27,19.0,1,1,0,1,0,1,0,0,1,0
7596,University,33,2.0,1,0,0,1,0,1,0,0,1,0
9475,College,36,22.0,1,0,0,0,0,0,0,0,1,0
8817,College,36,26.0,1,0,0,0,1,0,0,1,0,1
2344,University,40,20.0,1,0,0,0,0,0,0,0,0,1
3159,University,46,23.0,0,0,0,0,0,0,0,0,1,0
9429,College,36,29.0,0,0,0,0,0,0,0,0,0,1
15475,University,35,34.0,0,0,1,0,1,1,0,0,0,1
14983,University,29,20.0,1,0,0,0,0,0,0,0,1,0
7614,University,38,20.0,1,0,0,1,0,1,0,0,1,0
863,College,16,19.0,0,0,0,0,0,0,0,0,0,1
7358,University,39,21.0,0,0,1,1,0,0,1,0,0,1
437,College,9,19.0,1,0,0,1,0,0,0,1,0,1
291,College,3,18.0,0,0,0,1,0,0,1,0,0,1
7475,University,46,44.0,0,0,0,0,0,0,0,0,0,0
16136,University,29,19.0,1,0,0,1,0,1,0,0,0,1
11360,University,13,28.0,0,0,0,0,1,0,1,0,1,0
1669,College,23,21.0,0,0,0,0,0,0,0,0,0,1
6363,University,35,20.0,0,1,0,1,0,1,0,0,1,0
4292,University,31,18.0,0,0,1,1,0,1,0,0,0,1
13399,University,16,29.0,0,0,1,0,1,1,0,0,1,0
3460,University,46,17.0,0,0,0,0,1,0,0,1,0,1
13726,University,33,18.0,1,0,0,0,0,0,0,0,0,1
3153,University,34,19.0,1,1,0,0,1,0,0,1,0,1
11755,University,22,32.0,0,0,0,0,1,0,0,1,1,0
9633,College,35,24.0,0,0,0,0,0,0,0,0,0,1
15606,University,8,20.0,1,1,0,1,0,1,0,0,0,1
1413,College,23,26.0,0,0,0,1,0,1,0,0,1,0
14441,University,2,18.0,1,0,0,1,0,0,1,0,0,1
9444,College,39,19.0,0,0,0,0,0,0,0,0,0,1
10623,University,8,24.0,1,1,0,1,0,1,0,0,1,0
8177,University,6,24.0,0,0,0,0,0,0,0,0,0,1
11073,University,4,23.0,0,0,0,0,0,0,0,0,1,0
10818,University,9,21.0,1,0,0,1,0,1,0,0,1,0
9259,College,36,42.0,1,0,0,1,0,0,1,0,1,0
13880,University,1,18.0,1,0,0,0,1,0,0,1,1,0
9913,University,10,23.0,1,0,0,0,0,0,0,0,1,0
10224,University,39,18.0,0,0,0,0,0,0,0,0,0,1
13270,University,6,22.0,0,0,0,0,0,0,0,0,0,1
1094,College,22,27.0,0,0,0,0,1,1,0,0,1,0
14546,University,1,27.0,1,0,0,0,0,0,0,0,0,1
2002,University,46,18.0,0,0,0,0,1,1,0,0,1,0
14981,University,11,28.0,0,0,0,0,1,1,0,0,1,0
16390,University,35,20.0,0,0,1,1,0,1,0,0,1,0
1091,College,23,19.0,0,0,0,0,0,0,0,0,0,1
9386,College,36,17.0,1,0,1,1,0,0,1,0,0,1
7873,University,11,999.0,0,0,0,0,0,0,0,0,0,0
11136,University,1,18.0,1,0,0,0,0,0,0,0,1,0
9268,College,7,55.0,1,0,1,0,1,1,0,0,1,0
12035,University,7,22.0,1,0,0,1,0,0,0,1,1,0
10861,University,1,24.0,1,1,0,0,1,0,1,0,1,0
5385,University,1,19.0,1,1,0,0,1,0,0,1,0,1
13814,University,1,20.0,1,0,0,0,1,0,0,1,0,1
2603,University,40,17.0,0,0,0,0,0,0,0,0,0,1
2398,University,45,19.0,0,0,0,1,0,0,1,0,0,1
12860,University,36,17.0,1,0,1,1,0,1,0,0,0,1
11724,University,35,18.0,0,0,0,1,0,1,0,0,0,1
5487,University,13,19.0,0,0,0,0,0,0,0,0,0,1
14256,University,16,23.0,0,0,1,1,0,1,0,0,1,0
16714,University,11,19.0,1,0,0,0,0,0,0,0,0,1
7284,University,33,18.0,1,0,0,0,0,0,0,0,1,0
12317,University,15,20.0,1,0,0,0,1,0,0,1,1,0
3629,College,1,26.0,1,0,0,0,1,0,0,1,1,0
4393,University,33,23.0,1,0,0,0,0,0,0,0,0,1
13198,University,42,25.0,1,0,0,0,1,0,1,0,1,0
10440,University,36,21.0,1,0,1,1,0,1,0,0,1,0
6131,University,1,18.0,1,0,0,0,0,0,0,0,1,0
1670,College,20,29.0,0,0,0,0,0,0,0,0,0,1
8386,University,6,22.0,0,0,0,1,0,0,0,1,0,1
12922,University,1,25.0,0,0,0,0,0,0,0,0,1,0
3076,University,46,21.0,0,0,1,1,0,0,1,0,1,0
6173,University,1,31.0,1,0,0,0,0,0,0,0,1,0
5078,University,2,25.0,1,0,1,1,0,0,1,0,1,0
7110,University,35,21.0,1,0,1,1,0,1,0,0,1,0
6911,University,36,20.0,0,0,1,1,0,1,0,0,1,0
7638,University,2,25.0,1,0,0,0,0,0,0,0,1,0
8672,University,10,19.0,0,0,0,1,0,0,1,0,0,1
10285,University,21,24.0,0,0,0,0,0,0,0,0,0,1
10429,University,1,18.0,1,1,0,0,1,0,0,1,1,0
7573,University,33,20.0,1,0,1,1,0,0,1,0,0,1
13873,University,13,22.0,0,0,0,0,1,0,1,0,1,0
12376,University,1,24.0,1,0,0,0,1,0,1,0,1,0
16821,University,8,19.0,1,0,0,1,0,0,1,0,0,1
10072,University,29,19.0,1,1,0,1,0,0,1,0,1,0
1336,College,23,33.0,0,0,0,0,0,0,0,0,1,0
2931,University,46,19.0,0,0,1,0,1,1,0,0,0,1
9596,College,35,18.0,0,0,0,0,0,0,0,0,1,0
7928,University,36,19.0,0,0,0,0,0,0,0,0,0,1
6988,University,6,41.0,0,0,0,0,0,0,0,0,1,0
15685,University,3,20.0,0,0,0,0,0,0,0,0,0,1
10265,University,1,22.0,0,0,1,1,0,0,0,1,0,1
15597,University,11,20.0,0,0,0,0,1,1,0,0,0,1
13480,University,2,21.0,1,0,0,0,0,0,0,0,1,0
15096,University,35,21.0,0,0,0,1,0,0,1,0,1,0
2916,University,43,18.0,0,1,0,1,0,0,1,0,1,0
10505,University,1,20.0,1,0,1,0,1,0,0,1,0,1
2227,University,46,20.0,0,0,0,0,1,0,1,0,1,0
14298,University,16,26.0,0,0,0,1,0,1,0,0,1,0
8660,University,4,30.0,0,0,0,1,0,0,1,0,0,1
4400,University,29,23.0,1,0,0,0,1,1,0,0,1,0
3021,University,36,19.0,1,0,0,0,0,0,0,0,1,0
16757,University,36,18.0,0,0,0,0,0,0,0,0,0,1
16135,University,35,18.0,1,0,0,0,0,0,0,0,0,1
9632,College,35,18.0,0,1,0,0,1,0,1,0,1,0
12184,University,33,20.0,1,0,0,1,0,0,0,0,1,0
16647,University,10,20.0,1,1,0,0,1,0,0,1,0,1
10445,University,11,24.0,0,1,0,1,0,1,0,0,1,0
15693,University,35,29.0,0,1,0,1,0,1,0,0,1,0
3736,College,46,38.0,0,0,1,1,0,0,1,0,0,1
1726,College,22,22.0,0,1,0,1,0,1,0,0,0,1
8565,University,13,24.0,0,1,0,0,1,0,0,1,1,0
10067,University,1,19.0,1,0,0,0,0,0,0,0,1,0
16174,University,33,18.0,1,0,0,1,0,0,1,0,0,1
15643,University,13,18.0,0,0,1,1,0,0,1,0,0,1
11689,University,5,23.0,1,0,0,0,0,0,0,0,0,0
12903,University,10,18.0,1,0,0,1,0,0,0,0,1,0
15611,University,10,21.0,0,0,0,0,0,0,0,0,0,1
6613,University,3,53.0,1,0,0,0,0,0,0,0,0,0
10455,University,1,18.0,1,0,0,0,1,0,0,1,1,0
12707,University,1,21.0,1,0,0,0,1,0,0,1,1,0
6760,University,1,18.0,0,0,0,1,0,0,1,0,0,1
6273,University,6,33.0,0,0,0,0,1,0,1,0,1,0
11447,University,36,20.0,1,0,0,0,0,0,0,0,1,0
639,College,14,22.0,1,0,0,0,0,0,0,0,0,1
10246,University,1,43.0,1,0,0,0,0,0,0,0,1,0
9619,College,36,30.0,0,0,0,1,0,0,1,0,1,0
949,College,15,22.0,1,0,1,1,0,0,1,0,0,1
14100,University,15,19.0,1,0,0,0,0,0,0,0,0,1
7668,University,35,18.0,0,0,0,0,0,0,0,0,1,0
242,College,14,25.0,0,0,0,1,0,1,0,0,0,1
13189,University,1,21.0,1,0,0,0,0,0,0,0,1,0
1513,College,23,28.0,0,0,0,0,0,0,0,0,0,1
9090,College,46,21.0,0,0,0,0,0,0,0,0,0,0
10913,University,36,18.0,1,0,1,0,1,0,1,0,0,1
13989,University,28,19.0,1,0,0,0,0,0,0,0,1,0
2832,University,46,17.0,1,0,0,1,0,0,1,0,1,0
1002,College,34,23.0,0,0,1,1,0,1,0,0,1,0
11750,University,13,19.0,0,0,1,1,0,0,1,0,0,1
2884,University,36,20.0,1,0,0,0,0,0,0,0,1,0
4430,University,1,20.0,1,0,0,0,1,0,0,1,0,1
16166,University,35,22.0,0,0,1,1,0,1,0,0,1,0
5776,University,46,24.0,0,0,0,0,0,0,0,0,0,1
6091,University,5,23.0,1,0,0,0,0,0,0,0,1,0
13676,University,2,26.0,1,0,0,0,1,0,1,0,1,0
12604,University,16,24.0,0,0,0,0,0,0,0,0,1,0
150,College,35,19.0,1,0,1,0,1,0,1,0,0,1
12094,University,1,23.0,1,1,0,0,1,0,1,0,1,0
13884,University,38,24.0,0,0,0,0,1,0,1,0,1,0
1150,College,23,19.0,0,0,0,1,0,1,0,0,0,1
14134,University,13,17.0,0,0,0,0,0,0,0,0,1,0
1994,College,23,19.0,0,0,0,0,0,0,0,0,1,0
13308,University,1,20.0,1,0,0,0,1,0,0,1,1,0
8619,University,6,25.0,0,0,0,1,0,0,1,0,0,1
16148,University,36,28.0,1,0,0,1,0,1,0,0,1,0
10810,University,1,28.0,0,0,0,0,1,0,1,0,1,0
2328,University,46,20.0,0,0,0,0,1,0,1,0,1,0
14662,University,36,22.0,1,0,0,0,0,0,0,0,1,0
8225,University,31,18.0,0,0,1,1,0,0,1,0,0,1
12240,University,1,18.0,1,1,0,0,1,0,0,1,1,0
12691,University,36,29.0,1,0,0,1,0,1,0,0,1,0
13366,University,36,25.0,1,0,0,1,0,1,0,0,1,0
16847,University,31,29.0,1,0,1,0,1,0,1,0,0,1
1792,College,23,31.0,0,0,0,1,0,1,0,0,1,0
11585,University,1,25.0,1,0,0,0,1,0,0,1,1,0
10299,University,36,18.0,1,0,0,0,0,0,0,0,1,0
4301,University,1,19.0,1,0,0,0,0,0,0,0,0,1
12154,University,7,26.0,1,0,0,0,0,0,0,0,1,0
15528,University,36,19.0,1,0,0,0,0,0,0,0,1,0
9564,College,39,25.0,0,0,0,0,1,0,0,1,0,1
169,College,13,20.0,0,0,0,0,1,0,0,1,1,0
6978,University,39,21.0,0,1,0,1,0,1,0,0,1,0
13614,University,22,18.0,0,0,1,1,0,0,1,0,0,1
13087,University,15,23.0,1,0,0,0,0,0,0,0,0,1
11071,University,16,19.0,0,0,1,1,0,0,1,0,0,1
9792,University,36,17.0,1,1,0,0,1,0,1,0,1,0
11497,University,36,25.0,1,0,0,1,0,0,1,0,1,0
1570,College,23,19.0,0,0,0,0,0,0,0,0,1,0
70,College,2,19.0,1,0,0,0,0,0,0,0,1,0
13106,University,1,19.0,1,0,1,0,1,0,1,0,0,1
6268,University,13,18.0,0,0,1,1,0,1,0,0,0,1
16568,University,20,29.0,0,0,0,0,0,0,0,0,1,0
834,College,13,21.0,0,0,1,0,1,0,0,1,0,1
9238,College,37,18.0,0,0,1,1,0,1,0,0,1,0
3337,University,46,27.0,0,0,0,0,0,0,0,0,1,0
2605,University,46,22.0,0,0,1,1,0,1,0,0,1,0
371,College,16,20.0,0,0,1,0,1,0,0,1,1,0
5823,University,35,19.0,0,0,1,1,0,1,0,0,1,0
14860,University,20,19.0,0,0,0,1,0,1,0,0,1,0
6611,University,22,24.0,0,0,0,1,0,1,0,0,1,0
3052,University,46,32.0,0,0,0,0,1,0,0,1,1,0
8847,College,35,20.0,0,0,0,0,0,0,0,0,1,0
917,College,13,26.0,0,0,1,0,1,0,0,1,1,0
3154,University,31,20.0,0,0,0,0,0,0,0,0,0,1
15634,University,33,17.0,1,1,0,1,0,1,0,0,0,1
4563,University,23,19.0,0,0,0,0,0,0,0,0,0,1
6898,University,3,41.0,1,0,0,0,1,0,1,0,1,0
14590,University,36,21.0,1,0,0,0,0,0,0,0,0,1
9078,College,36,27.0,1,0,0,1,0,1,0,0,0,1
11637,University,21,22.0,0,0,1,1,0,1,0,0,1,0
10697,University,35,21.0,0,0,1,1,0,1,0,0,1,0
1691,College,24,26.0,1,0,0,0,0,0,0,0,1,0
5486,University,46,22.0,0,0,0,1,0,1,0,0,0,1
4632,University,15,22.0,1,0,0,0,0,0,0,0,1,0
12252,University,38,18.0,0,0,0,0,0,0,0,0,0,1
15716,University,36,20.0,1,0,0,0,0,0,0,0,1,0
14495,University,36,19.0,1,0,1,1,0,1,0,0,1,0
4139,University,3,20.0,0,0,0,0,0,0,0,0,0,1
5764,University,24,24.0,1,0,0,0,1,1,0,0,1,0
6614,University,1,30.0,1,0,0,0,1,0,1,0,1,0
6231,University,2,29.0,1,0,0,0,1,0,0,1,1,0
5996,University,20,20.0,0,0,0,1,0,1,0,0,1,0
16613,University,29,19.0,1,0,1,1,0,1,0,0,1,0
10408,University,1,19.0,1,0,1,0,1,0,0,1,1,0
4451,University,23,21.0,0,0,0,0,0,0,0,0,1,0
16425,University,10,19.0,1,0,1,0,1,0,0,1,1,0
5160,University,1,21.0,0,0,0,1,0,0,1,0,0,1
1775,College,22,32.0,0,0,0,0,0,0,0,0,1,0
7754,University,1,20.0,1,0,1,0,1,0,0,1,1,0
12639,University,36,21.0,0,0,0,0,0,0,0,0,1,0
3850,College,46,21.0,0,0,0,1,0,0,1,0,1,0
13490,University,35,20.0,0,0,1,1,0,1,0,0,1,0
2340,University,46,21.0,0,0,0,0,1,0,1,0,1,0
5594,University,35,23.0,0,1,0,1,0,1,0,0,1,0
12318,University,4,26.0,0,0,0,0,0,0,0,0,1,0
16022,University,6,51.0,0,0,1,0,1,0,1,0,1,0
9049,College,39,18.0,0,0,1,0,1,0,0,1,0,1
2004,University,46,20.0,0,0,0,0,1,0,0,1,0,1
12880,University,11,22.0,1,0,0,0,0,0,0,0,1,0
6705,University,1,24.0,1,0,1,0,1,0,0,1,1,0
7065,University,2,31.0,1,0,0,0,0,0,0,0,1,0
12316,University,29,27.0,1,0,1,0,1,0,1,0,1,0
15655,University,33,26.0,1,0,0,1,0,1,0,0,1,0
9591,College,35,21.0,1,0,1,0,1,0,0,1,0,1
2529,University,46,21.0,1,0,0,0,0,0,0,0,0,1
12171,University,11,28.0,0,0,0,1,0,0,1,0,1,0
3823,College,38,23.0,0,0,1,1,0,1,0,0,1,0
6065,University,11,22.0,1,0,0,0,0,0,0,0,1,0
14308,University,3,21.0,0,0,1,0,1,0,0,1,1,0
14168,University,1,18.0,1,0,1,0,1,0,0,1,0,1
2573,University,46,25.0,0,0,0,0,1,0,0,1,1,0
16102,University,3,20.0,0,0,1,1,0,0,1,0,1,0
7391,University,39,24.0,0,0,0,1,0,1,0,0,1,0
15752,University,10,18.0,0,0,0,0,0,0,0,0,1,0
14423,University,1,19.0,1,0,0,0,1,0,0,1,0,1
8309,University,1,21.0,1,0,0,0,1,0,0,1,1,0
5606,University,1,19.0,1,0,0,0,1,0,0,1,1,0
7957,University,31,21.0,0,0,1,1,0,0,1,0,0,1
15457,University,16,18.0,0,0,0,0,0,0,0,0,0,1
1453,College,23,33.0,0,0,0,0,1,1,0,0,0,1
13226,University,36,18.0,1,0,1,0,1,0,0,1,0,1
2943,University,46,20.0,0,0,1,0,1,0,1,0,1,0
8924,College,45,19.0,0,0,0,0,0,0,0,0,1,0
16002,University,35,21.0,0,0,0,1,0,0,0,1,0,1
13892,University,11,22.0,1,0,1,1,0,0,0,1,1,0
5206,University,35,18.0,0,0,0,0,0,0,0,0,0,0
4151,University,1,23.0,1,0,0,0,0,0,0,0,1,0
9127,College,1,40.0,1,0,0,0,0,0,0,0,0,0
3726,College,46,35.0,0,0,0,0,0,0,0,0,0,1
3651,College,46,20.0,0,0,0,0,1,1,0,0,1,0
16008,University,16,21.0,0,0,0,1,0,0,1,0,0,1
6354,University,1,22.0,1,0,1,0,1,0,0,1,0,1
1332,College,18,42.0,1,0,1,1,0,0,1,0,1,0
15834,University,2,31.0,1,0,0,0,1,0,0,1,1,0
9871,University,22,19.0,0,0,0,1,0,0,1,0,0,1
16376,University,9,19.0,1,0,0,0,0,0,0,0,1,0
16281,University,4,18.0,0,0,1,0,1,0,0,1,0,1
13936,University,1,19.0,1,0,0,0,1,0,0,1,0,1
13083,University,1,27.0,1,0,0,0,1,0,0,1,1,0
8883,College,36,21.0,1,0,0,0,1,1,0,0,1,0
9491,College,2,20.0,1,0,1,0,1,0,0,1,0,1
3676,College,46,20.0,0,0,0,1,0,0,1,0,1,0
7987,University,1,36.0,1,0,0,0,0,0,0,0,0,1
541,College,16,24.0,0,0,0,1,0,1,0,0,0,1
11369,University,16,20.0,0,0,1,1,0,0,1,0,0,1
864,College,1,34.0,1,0,0,0,1,0,0,1,0,1
10014,University,1,20.0,1,0,0,0,0,0,0,0,1,0
861,College,4,29.0,0,0,0,0,0,0,0,0,0,1
16459,University,21,18.0,0,0,0,1,0,1,0,0,0,1
5183,University,16,18.0,0,0,1,1,0,1,0,0,0,1
6933,University,16,18.0,0,0,0,1,0,1,0,0,0,1
7176,University,12,22.0,1,1,0,1,0,0,1,0,0,1
10201,University,36,18.0,1,0,0,0,0,0,0,0,1,0
10914,University,20,21.0,1,0,0,1,0,0,1,0,1,0
11736,University,1,22.0,1,0,1,0,1,0,0,1,1,0
6157,University,4,18.0,0,0,0,0,0,0,0,0,1,0
1261,College,23,23.0,0,0,0,0,0,0,0,0,0,1
8693,University,16,18.0,0,0,0,0,0,0,0,0,0,1
3018,University,46,18.0,1,0,0,0,1,0,0,1,1,0
10767,University,16,20.0,0,0,1,1,0,1,0,0,1,0
15883,University,33,17.0,1,0,0,1,0,1,0,0,0,1
2422,University,39,20.0,0,0,0,1,0,1,0,0,0,1
