Home Zone,Age,Gender,License,Employment,Status,Cars,Income,Adults,Children,Mode,Distance
1200,20,1,0,2,2,2,2,3,0,8,5.488453000000001
3324,25,2,1,2,1,3,0,3,1,3,24.728080000000002
1189,28,2,1,3,2,3,0,3,0,3,5.177034000000001
1093,24,1,1,2,2,1,2,4,1,0,22.65245
571,22,2,1,2,2,3,2,4,0,3,31.451790000000003
3469,17,1,0,1,2,1,2,5,2,4,36.91512
364,19,1,1,2,2,2,2,4,1,1,18.308049999999998
3628,18,1,1,1,2,1,0,4,0,1,26.50138
2104,21,1,0,2,2,2,2,3,1,1,29.91351
2457,17,2,1,2,2,3,2,5,1,4,35.5889
105,26,2,0,1,2,1,2,4,0,1,6.318127
124,45,1,1,3,1,1,2,2,3,0,9.112834000000001
596,19,2,0,1,2,1,1,3,0,0,10.90479
2410,31,1,1,1,2,2,2,3,0,1,29.111639999999998
495,20,2,1,1,2,2,2,3,1,1,3.2548520000000005
522,22,2,1,2,2,1,2,4,0,0,16.78911
119,36,2,1,1,2,0,2,2,0,1,7.413879
2362,22,2,1,1,2,2,2,5,0,1,22.67838
592,26,2,0,1,2,1,1,4,0,1,12.276299999999999
454,31,1,1,1,2,1,2,2,2,0,19.738400000000002
547,22,2,1,2,2,2,2,3,1,3,7.994908000000001
467,17,2,1,2,2,2,1,3,1,1,17.30645
241,31,1,1,3,1,1,1,2,0,0,11.74575
1125,22,2,0,1,2,2,2,3,0,8,7.5392209999999995
497,19,2,1,1,2,0,2,4,0,1,4.99155
271,21,2,1,2,2,0,2,4,0,0,20.111549999999998
519,18,1,1,2,2,1,2,3,1,0,16.22444
3357,34,2,1,1,1,1,1,2,2,0,0.0
2072,20,1,0,1,2,1,2,3,1,0,37.75718
2422,21,2,1,3,1,1,2,4,0,0,15.25926
606,18,1,0,1,2,3,2,3,1,1,8.68651
450,22,1,1,3,1,2,2,2,0,1,13.86458
553,17,1,1,2,2,1,0,3,1,8,8.776292999999999
2451,22,2,1,1,2,2,1,6,0,3,11.10591
575,19,1,0,2,2,1,2,3,0,0,3.4612220000000002
4159,39,1,1,3,1,2,2,2,1,0,46.76988
478,23,2,1,1,2,1,2,3,1,3,16.55666
3376,20,2,0,2,2,1,2,3,1,5,39.4865
521,19,2,0,1,2,1,1,4,2,1,7.582325
498,30,1,1,1,1,3,1,7,2,0,5.7949269999999995
608,21,2,1,2,2,4,1,4,0,3,10.01426
2447,21,1,1,1,2,4,2,3,0,3,12.239930000000001
438,19,1,0,2,2,1,0,4,1,1,21.9719
472,24,2,0,1,2,1,2,4,0,0,17.986919999999998
3809,18,1,0,1,1,1,1,3,1,0,55.46943
1075,23,2,1,1,2,2,2,3,0,0,13.1841
2408,27,2,1,3,1,3,2,3,0,0,0.0
2408,21,2,0,1,2,2,1,4,0,1,27.46493
3365,66,1,0,1,1,2,2,4,2,1,8.181678000000002
475,24,1,1,1,2,0,0,2,0,1,16.96762
592,23,2,0,2,1,1,2,3,0,8,12.276299999999999
484,19,2,1,1,2,1,0,2,0,8,12.97333
199,27,2,1,1,1,2,2,3,0,8,21.14931
1047,18,1,1,2,2,3,1,4,0,5,28.29052
566,18,1,0,1,2,0,0,5,1,10,0.0
566,18,1,0,1,2,0,0,5,1,10,0.0
383,19,1,1,2,2,1,2,3,0,0,35.77061
322,21,2,1,2,2,2,2,3,0,1,14.48085
560,20,1,1,1,2,1,2,5,0,1,1.7609670000000002
374,20,2,1,1,2,3,1,3,2,3,33.78065
276,24,1,1,2,2,1,2,4,0,1,18.2736
2449,23,1,1,3,1,2,2,4,1,0,9.562073
195,22,2,1,1,1,3,2,3,1,0,19.5039
606,17,2,0,1,2,2,0,2,2,8,9.824059000000002
5166,22,2,0,1,1,1,2,2,0,0,8.213998
498,22,1,1,1,2,1,1,5,1,8,6.256161
4023,21,1,1,2,2,1,2,2,0,0,31.300939999999997
216,42,1,1,3,1,2,2,5,2,0,6.267510000000001
2455,20,2,1,1,2,3,2,5,1,8,13.83508
620,18,2,1,2,2,2,1,4,2,0,25.35228
496,25,2,1,2,2,3,2,3,0,3,8.245814000000001
5208,37,1,1,1,2,2,2,2,3,1,4.323729
533,50,1,1,2,1,2,2,3,0,3,3.254955
4028,31,1,1,3,1,3,2,2,0,0,35.497080000000004
483,39,2,0,1,2,0,1,2,0,1,10.4428
2455,18,2,0,2,2,2,1,4,0,1,13.6525
4045,21,1,1,2,2,3,2,3,1,3,9.263003000000001
2419,24,2,1,1,2,3,0,3,0,3,13.78045
5133,28,1,1,2,2,3,2,4,0,0,4.194589
3691,20,1,1,2,2,2,2,3,2,0,17.79711
4134,20,2,1,1,2,5,2,5,0,3,30.13729
5084,46,1,1,1,2,2,1,2,2,1,2.928741
487,38,1,1,3,1,0,2,2,2,1,4.7995209999999995
3674,35,2,1,3,1,1,1,2,1,0,20.62233
552,23,2,0,1,2,0,2,4,0,1,4.981178
65,25,2,1,3,1,2,2,3,0,0,7.473985
2435,25,2,1,1,2,2,1,5,0,1,14.55209
552,31,2,1,1,2,1,2,3,0,1,4.981178
287,29,2,1,3,1,1,2,2,0,0,0.0
342,49,1,1,1,2,0,1,3,0,1,16.949810000000003
3809,20,2,1,1,2,3,0,5,0,1,13.36029
5155,60,1,1,3,1,1,1,1,0,0,3.9507070000000004
3369,22,2,1,1,2,2,1,4,0,5,31.22296
5232,64,1,1,2,1,2,2,2,0,0,12.72568
2227,24,2,1,3,1,1,1,3,1,0,1.565313
2702,20,2,1,1,2,2,0,3,0,3,10.24503
5051,24,1,1,2,2,2,1,2,0,0,5.146630999999999
2257,38,1,1,1,1,1,2,2,1,3,10.526909999999999
559,32,2,1,2,2,0,1,1,0,1,6.537005
365,21,2,0,1,1,0,0,3,0,1,28.005860000000002
2455,23,1,1,2,2,3,2,5,0,0,13.6525
491,22,1,9,1,2,1,1,2,0,8,1.885449
543,22,1,1,1,1,1,1,2,0,0,9.317453000000002
348,69,2,1,1,1,3,2,3,0,3,10.36776
4036,18,2,1,1,2,1,2,3,0,7,2.250988
624,21,1,0,1,2,2,2,4,1,1,5.645316
4110,20,2,1,2,2,2,2,3,2,3,15.62098
560,58,2,1,1,2,1,1,2,1,3,5.884126999999999
5065,74,2,1,1,1,2,0,2,0,0,11.33041
375,32,2,1,1,2,3,1,5,0,0,68.57421000000001
2710,31,1,1,2,1,3,1,2,3,0,22.4894
4040,23,2,1,2,2,6,2,5,0,0,31.224529999999998
5099,48,2,1,2,1,1,2,2,0,3,11.821549999999998
586,46,1,1,3,1,2,2,2,0,0,8.087062
4023,41,1,1,3,1,2,2,4,2,0,0.0
3694,24,2,0,1,2,2,0,4,2,1,46.7752
624,37,1,1,1,1,1,2,2,2,8,3.726797
3653,21,2,1,1,1,3,0,4,0,0,21.01113
1047,20,1,1,1,2,3,2,3,0,3,6.57503
535,25,1,0,2,2,1,2,3,1,8,10.39315
2428,20,2,0,1,2,1,1,4,1,1,10.10833
425,31,1,1,3,1,1,2,2,0,0,13.60804
3812,19,2,1,2,1,2,2,3,0,3,8.177679
3615,23,2,1,2,1,4,0,4,0,3,44.6908
600,22,1,0,1,2,3,2,4,1,1,7.786918000000001
34,32,2,1,1,2,1,0,1,0,3,21.94866
153,20,2,1,2,2,4,2,4,1,3,35.466
3337,30,2,1,3,1,2,2,2,0,0,31.715439999999997
4186,40,1,1,2,1,2,2,3,2,3,7.74358
524,18,2,1,1,2,0,2,3,1,10,1.4745279999999998
5187,26,2,1,1,2,1,1,2,0,1,2.9811820000000004
2213,28,2,1,1,2,2,2,2,0,1,7.506016
1233,22,1,1,1,2,4,0,3,1,0,92.49544999999999
3616,21,2,1,3,1,2,2,3,0,0,16.685419999999997
3354,25,1,1,1,2,3,1,4,0,3,49.603790000000004
255,21,2,0,1,2,0,0,3,0,0,42.110339999999994
3380,21,2,1,2,1,4,0,7,1,0,70.16042
1028,19,1,1,2,2,3,2,5,0,1,19.0165
499,59,2,1,1,1,2,2,3,0,0,0.0
2659,17,1,1,1,2,2,2,2,1,0,40.80919
513,59,2,1,3,1,1,1,4,0,1,2.8449359999999997
3864,25,1,1,3,1,1,1,2,0,0,24.240479999999998
4059,22,1,1,2,2,4,2,5,0,3,19.92695
2449,42,2,1,3,1,1,2,3,2,0,7.050944
249,37,2,0,2,2,0,1,2,1,0,12.376629999999999
559,18,2,1,1,2,2,2,5,0,1,6.537005
5061,21,1,1,2,2,4,1,4,0,3,40.96701
5241,20,2,1,2,1,2,2,4,1,1,10.84272
5237,22,2,1,1,2,5,2,4,1,0,15.74199
554,44,2,1,1,2,3,0,2,0,1,17.63045
4160,22,2,1,2,2,4,2,4,0,3,24.8994
1035,38,1,1,3,1,2,2,2,1,0,80.5602
5176,19,2,0,1,2,3,1,3,3,8,6.7889409999999994
5092,28,1,1,2,1,6,0,4,0,0,3.154868
4023,45,1,1,3,1,1,2,2,1,0,5.811121
3716,21,1,1,1,2,3,1,4,0,3,46.004709999999996
5002,19,1,1,3,1,2,1,2,0,0,23.58371
509,18,2,0,1,2,1,1,3,1,0,0.0
2390,43,2,1,2,1,1,0,2,0,0,0.0
5181,20,2,1,1,2,0,2,2,0,1,3.576673
5195,18,2,0,1,2,1,0,3,0,1,3.2036420000000003
249,22,1,1,2,2,2,2,4,0,4,45.80657
1068,18,1,0,2,2,1,0,2,1,0,18.523880000000002
572,22,2,0,2,2,0,2,2,0,5,62.265589999999996
3811,27,2,1,1,2,2,0,5,0,0,11.31683
5046,19,2,1,1,2,2,2,4,0,1,7.056196
2708,21,2,1,2,2,5,2,5,0,3,22.15518
5133,18,2,0,2,2,2,2,3,1,1,4.194589
5144,18,2,1,2,2,2,2,3,0,8,0.96273
5226,22,2,1,1,2,4,2,4,0,3,27.64914
5191,19,1,1,1,2,1,0,2,0,1,8.180845999999999
497,49,1,1,1,1,2,2,3,1,0,2.1159250000000003
4060,19,1,1,2,2,2,2,3,1,8,17.07669
3810,40,1,1,1,1,2,1,3,1,0,53.108959999999996
1045,26,1,1,2,2,3,2,3,0,3,21.60512
1173,20,2,1,2,2,1,2,2,0,10,1.9134289999999998
5206,22,2,1,1,2,1,2,2,0,1,7.171815
61,45,2,1,3,1,1,2,1,0,0,1.7897120000000002
401,23,2,1,1,2,0,1,3,1,0,19.037830000000003
407,19,2,1,1,2,1,1,3,1,0,68.26872999999999
376,19,2,1,1,2,2,1,3,0,1,21.94623
40,20,1,1,1,2,1,1,2,0,0,2.147775
1067,21,1,0,2,2,2,0,4,1,0,14.78698
2426,22,2,1,1,2,1,2,2,0,1,12.24468
457,21,2,1,1,2,3,0,4,0,0,19.511080000000003
620,17,1,0,1,1,1,2,4,3,8,3.503784
512,20,1,1,1,2,0,2,4,0,0,5.867625
2449,18,2,1,1,2,2,2,4,0,3,9.562073
487,18,2,1,1,2,2,1,3,0,1,8.672678
4036,28,1,1,3,1,2,1,2,0,0,40.500389999999996
5130,21,2,1,3,2,3,2,4,0,3,5.303856
2099,21,1,1,2,2,2,2,3,1,0,26.71612
166,29,2,1,2,2,0,1,2,0,0,6.807613
249,20,1,1,1,2,1,2,3,0,1,13.61466
600,20,1,1,1,2,1,0,2,0,1,11.499559999999999
122,22,2,1,2,2,2,2,3,0,1,8.717846
2218,20,2,1,1,2,3,2,5,1,3,34.50612
549,23,1,1,2,2,0,1,1,0,1,6.659538
494,18,2,1,1,2,1,1,4,0,1,3.6607270000000005
3486,30,2,1,3,1,1,2,2,0,0,0.0
2121,17,1,0,1,2,2,2,2,1,0,26.19775
222,19,1,1,1,2,0,2,4,2,0,17.23502
2441,24,1,1,2,2,3,0,4,1,5,34.72587
177,21,2,1,1,2,1,2,4,0,1,8.704758
2426,20,2,1,1,2,1,1,2,0,0,12.24468
410,33,2,0,2,1,1,2,4,0,0,15.767959999999999
2058,25,1,1,3,1,2,2,3,0,0,26.74728
239,23,2,1,1,2,0,0,5,0,1,12.64465
405,19,1,1,2,2,1,2,3,1,0,17.50854
490,19,2,1,1,2,1,2,3,0,0,6.413879
2398,20,1,1,1,2,2,2,4,1,1,24.61594
3356,22,1,1,2,2,3,2,4,0,0,30.50078
606,20,2,1,2,2,2,2,4,1,0,23.60776
4078,20,1,1,2,2,3,2,4,1,3,22.51077
558,21,2,1,2,2,1,1,2,0,1,3.1902579999999996
3380,31,2,1,1,2,3,2,5,1,3,37.42543
1035,20,1,1,1,2,2,2,4,0,1,8.733318
596,21,1,1,1,2,1,2,5,0,0,10.90479
600,18,2,0,1,2,3,2,5,0,1,11.499559999999999
2216,18,1,0,1,2,2,0,4,0,0,33.284620000000004
265,18,2,1,2,2,1,2,2,0,1,5.498485
2380,22,1,1,2,2,2,0,3,1,0,24.04241
608,20,1,1,1,2,2,1,3,0,0,10.01426
4029,20,1,1,1,2,0,0,5,0,10,0.0
4186,20,2,1,2,2,2,2,3,0,3,29.89547
2408,24,2,1,1,1,2,2,5,0,3,19.294900000000002
2100,27,1,0,1,1,3,0,4,0,0,31.622709999999998
255,21,2,1,1,2,2,2,4,0,3,16.7112
590,20,1,0,1,2,1,2,3,1,1,14.94201
274,29,2,0,1,2,1,2,4,0,1,17.88292
543,19,2,1,1,2,3,2,3,1,3,10.55548
1063,22,1,1,2,2,3,2,4,1,1,19.02387
271,21,1,0,2,2,1,2,4,0,10,2.993354
506,17,2,0,1,2,1,2,3,2,10,1.328697
1311,25,2,1,3,1,5,2,5,0,0,76.46687
5075,31,1,1,1,2,3,1,4,2,3,3.3231979999999997
1258,31,1,1,1,1,2,2,2,2,0,114.172
287,30,1,1,3,2,1,2,1,0,0,0.0
188,17,2,0,1,2,3,2,2,3,10,3.0293190000000005
3673,26,2,1,2,2,3,2,4,0,0,18.784470000000002
5192,36,1,1,3,1,2,2,2,0,0,3.8427379999999998
4075,61,2,1,1,1,2,0,1,0,0,14.13206
1118,25,1,1,2,2,3,2,3,0,3,84.10305
413,20,2,1,2,1,3,0,4,1,3,23.819380000000002
559,20,2,1,1,2,1,1,2,0,1,6.537005
483,27,1,1,1,2,0,1,2,0,1,10.4428
502,19,1,0,1,2,0,2,2,0,1,6.879719
4026,17,2,1,1,2,2,1,1,1,3,2.494048
4170,22,1,1,2,2,4,2,4,0,3,30.4247
575,23,1,0,1,2,0,1,5,0,0,6.110535
3496,19,2,1,1,2,4,0,6,1,0,33.05299
183,39,1,0,1,2,1,2,4,1,1,20.67779
513,20,2,0,1,2,1,1,4,0,0,2.8449359999999997
5084,19,2,0,1,2,2,2,3,0,1,2.928741
4191,26,2,1,1,1,5,2,4,0,3,13.7204
5098,35,2,1,1,2,1,0,2,4,8,4.43082
5172,28,1,0,2,2,1,2,4,0,1,2.667772
2615,18,2,1,1,2,2,2,3,0,0,44.12069
4029,23,1,1,1,2,0,1,2,0,10,0.0
4039,22,2,1,2,1,3,2,4,0,0,5.8841149999999995
562,26,1,1,1,1,1,2,1,1,0,4.040545
520,56,1,0,2,1,2,2,2,1,1,2.583622
5113,17,2,1,2,2,2,2,3,3,3,13.950520000000001
487,18,2,1,2,2,1,2,3,1,0,2.933131
2418,36,2,1,1,1,1,1,2,2,3,15.17177
5127,19,2,0,3,2,3,2,4,0,0,8.014468
5104,40,1,1,2,2,1,1,2,0,1,1.69357
4105,19,2,1,1,2,2,2,3,2,0,37.46054
250,20,2,0,1,2,3,2,3,0,1,13.67773
4031,20,2,9,2,2,1,1,4,0,0,2.8474369999999998
3691,33,1,1,2,1,1,2,2,2,0,48.35047
4089,20,2,1,2,2,3,2,5,2,1,18.95187
545,45,1,0,1,2,1,0,5,2,1,14.22302
3607,20,1,1,1,2,1,2,3,0,1,18.56556
5046,20,2,1,3,2,3,2,3,1,0,7.056196
580,24,2,1,2,2,0,1,3,0,1,3.124656
261,21,2,1,1,1,1,1,3,0,0,0.0
5075,23,2,1,2,2,3,2,4,1,3,3.3231979999999997
5075,47,1,1,1,2,3,2,4,1,8,3.3231979999999997
5170,42,2,1,1,2,2,0,2,0,6,4.306970000000001
3420,28,1,1,1,1,3,2,4,0,0,46.12074
1082,18,1,1,2,2,2,2,3,2,3,16.890040000000003
5044,20,1,1,2,1,2,2,4,0,0,10.82929
5059,21,2,1,2,2,3,0,4,0,0,10.91005
4167,28,2,1,1,1,3,2,4,0,0,28.33418
4036,19,1,1,2,2,5,2,4,1,0,2.250988
1254,20,2,1,3,1,4,0,5,0,0,44.688069999999996
582,34,1,0,1,2,0,2,2,0,1,5.429971999999999
2760,21,1,1,2,2,3,2,3,0,3,83.21359
263,19,1,0,2,2,0,0,4,0,0,15.653799999999999
212,22,2,0,2,2,1,0,3,0,1,17.77929
114,31,1,1,1,2,1,2,2,0,3,31.05125
444,29,2,1,1,2,0,0,2,0,1,17.6455
212,49,1,0,2,1,0,0,2,0,0,8.540524999999999
2258,22,2,1,2,2,2,1,3,0,0,61.69557
4110,18,1,1,2,2,2,2,4,0,1,15.62098
5115,56,1,1,3,1,3,2,3,0,0,2.8768540000000002
3386,18,2,1,1,2,1,2,3,1,1,42.415690000000005
4183,50,1,1,1,1,2,2,2,1,3,6.061681999999999
5063,20,2,0,2,2,3,0,4,0,8,5.107315
4158,19,1,1,2,2,4,0,5,0,8,55.24597
5232,26,2,0,2,1,3,2,6,0,0,25.67466
559,22,2,0,2,1,3,2,4,0,0,17.84686
4029,26,2,1,1,2,0,1,2,0,10,0.0
3466,18,2,1,1,2,2,1,3,2,1,37.05899
4100,21,2,1,1,2,3,0,3,2,3,15.02852
560,29,1,1,1,2,1,2,1,2,3,5.884126999999999
535,38,2,1,1,2,0,2,2,1,1,9.155125
513,20,2,1,2,2,2,0,7,2,3,2.8449359999999997
120,28,2,1,3,1,1,2,1,0,0,0.0
5098,22,1,1,1,2,2,0,2,0,0,4.43082
5176,32,1,1,3,1,1,1,1,0,0,0.0
600,24,2,1,2,1,1,2,3,0,8,7.786918000000001
195,23,1,1,1,2,1,2,2,0,1,16.44775
4186,21,1,0,1,1,1,1,3,0,0,7.74358
601,26,2,1,1,2,0,1,2,0,1,6.177674
5075,24,2,1,2,2,3,2,4,1,3,3.3231979999999997
5132,22,2,1,1,2,2,2,2,0,0,7.055936
3719,19,2,1,2,2,1,2,2,0,3,47.80854
512,22,2,0,1,2,3,2,6,1,1,2.992
5063,21,1,0,2,2,2,0,4,0,8,5.107315
4029,24,2,1,2,2,2,2,4,0,0,0.0
5114,28,2,1,3,1,4,2,4,0,0,5.317133000000001
620,31,1,1,1,2,1,1,1,1,3,3.6444050000000003
4076,22,2,1,2,2,2,2,4,0,0,23.16292
534,45,1,1,3,1,1,2,4,2,0,9.706498999999999
4108,23,1,1,1,2,3,2,3,0,3,38.17266
2451,20,1,0,1,2,2,1,3,0,0,0.0
1180,22,2,1,1,2,1,0,5,0,10,1.2168219999999998
285,20,1,1,2,2,0,1,1,0,1,4.760331
232,47,1,1,1,2,0,1,2,1,1,3.907664
1287,22,2,1,1,2,6,2,4,0,3,28.445
1067,21,2,0,1,2,2,2,4,0,1,18.93519
590,28,2,1,1,2,2,1,3,0,1,35.585620000000006
1181,20,2,0,2,1,1,2,5,0,0,2.862317
1124,22,2,1,2,2,3,2,3,0,3,6.560541
3345,29,1,1,1,2,1,1,1,0,0,25.801650000000002
1028,33,2,1,3,2,1,2,1,0,3,19.88617
1130,46,1,0,2,2,1,2,2,0,1,9.672884
3675,19,1,0,2,2,1,2,3,1,1,9.768806
1095,22,1,1,2,2,2,2,3,1,3,20.016330000000004
89,26,1,1,3,1,1,1,1,0,0,10.14929
1286,18,2,1,1,2,3,2,5,2,3,29.19026
1096,21,1,1,1,2,2,2,2,0,1,21.76952
1106,22,1,1,2,2,3,2,3,1,3,7.349117
1229,22,1,1,1,2,5,2,6,1,0,17.81898
1216,19,2,1,2,2,2,0,5,0,1,10.47496
1089,20,2,1,2,2,1,2,4,0,1,19.2777
154,23,2,1,2,2,2,0,4,0,3,22.19883
1035,19,2,1,1,2,2,0,4,0,8,27.15098
3676,24,1,1,3,2,5,0,5,0,3,19.416349999999998
467,38,2,1,1,1,1,2,2,2,0,15.350530000000001
4062,18,2,1,2,2,3,2,3,2,3,10.96581
282,17,1,0,1,2,1,0,1,1,0,3.21106
3620,20,1,1,2,2,1,1,3,0,0,12.90776
3719,20,2,1,1,2,1,0,3,0,8,10.457540000000002
3662,24,2,1,1,2,1,1,3,0,1,3.421196
431,26,2,1,1,2,1,1,2,0,1,13.2553
441,49,2,1,1,1,1,2,2,1,0,0.0
72,50,1,1,1,1,2,0,4,0,0,1.3014469999999998
1125,44,2,1,3,1,2,2,2,2,0,0.0
3603,19,2,0,2,2,2,2,3,2,1,4.4880070000000005
5105,45,2,1,3,1,1,2,1,0,0,10.51359
249,25,2,9,3,1,1,1,1,0,1,11.31397
3354,21,1,1,2,2,4,2,5,0,3,17.68868
372,23,1,1,2,2,2,2,5,0,1,25.122580000000003
3664,43,2,1,1,2,2,0,2,0,3,25.553639999999998
4105,20,1,0,2,2,1,0,2,2,1,23.27108
3691,20,1,1,2,2,2,2,3,1,0,6.985564
3679,24,2,1,1,2,1,0,2,0,3,5.180334
3371,19,2,0,1,2,1,2,5,0,0,24.57912
2061,25,1,0,2,2,1,2,4,0,0,21.220599999999997
4084,21,2,1,2,2,7,2,5,0,3,24.49614
3685,18,2,1,2,2,2,2,3,2,3,4.336323
3635,21,1,1,2,2,3,2,3,0,3,4.860382
469,32,1,1,1,2,3,2,5,2,3,16.87299
3685,19,1,0,1,2,1,2,4,2,0,4.336323
3680,18,1,1,1,2,2,2,3,1,1,7.9660519999999995
3719,19,2,0,1,2,2,1,4,0,1,10.457540000000002
342,25,2,1,1,2,2,1,6,0,1,10.33918
383,46,2,1,3,1,2,1,2,1,0,19.08278
3678,25,2,1,3,2,4,2,4,0,3,3.9623540000000004
3714,19,1,1,1,2,2,0,3,0,8,6.943656
2107,25,1,1,2,1,4,2,5,0,0,24.502110000000002
2078,25,1,1,1,2,3,2,3,0,3,19.958560000000002
2204,28,2,1,3,1,4,2,5,0,3,21.92194
2388,23,2,1,1,2,3,1,4,1,3,13.93609
452,19,2,1,1,2,1,0,3,0,1,12.26375
374,20,2,1,1,2,2,2,5,1,10,3.57044
363,53,1,1,3,1,1,1,1,0,0,4.87993
105,34,1,1,3,1,1,2,2,0,0,4.35171
3387,26,2,1,2,2,3,2,4,0,3,34.121430000000004
3417,23,1,0,2,2,2,1,4,1,1,16.94216
2364,18,1,1,1,2,4,2,3,1,8,18.487509999999997
3335,19,1,1,1,2,1,1,4,1,0,31.49429
309,27,2,1,1,2,2,2,4,0,1,15.99942
3602,45,1,1,1,2,1,2,2,1,0,6.964488
2030,21,1,1,2,2,3,2,3,0,0,7.2152769999999995
3358,32,1,1,3,1,4,2,4,0,0,10.711409999999999
373,36,1,1,3,1,1,0,2,1,3,2.3595610000000002
538,26,2,1,2,2,1,2,4,0,1,10.696639999999999
50,20,1,1,1,2,0,1,1,0,10,1.5870020000000002
38,34,2,1,1,2,2,1,3,1,0,1.9160979999999999
407,29,1,1,3,2,1,2,2,0,1,14.533209999999999
21,33,2,1,1,2,0,1,3,0,1,15.98275
349,20,1,1,2,2,2,2,2,0,3,12.71951
298,17,1,0,1,2,2,1,3,2,1,3.2232009999999995
65,22,1,9,1,2,0,2,2,0,1,12.949950000000001
3356,51,2,1,2,2,2,2,2,0,3,22.84261
407,24,1,0,2,1,1,2,3,1,0,60.6565
390,62,1,0,1,1,0,2,3,0,1,0.0
3810,25,2,0,1,2,1,0,2,0,1,24.23221
1068,20,2,0,1,2,2,2,3,1,0,17.452959999999997
1096,19,1,1,1,2,2,2,5,0,1,21.76952
1125,22,2,0,1,2,0,0,4,0,1,5.098755
479,18,1,0,1,2,2,2,3,0,1,44.150800000000004
3194,21,1,0,1,2,1,2,3,0,0,38.40728
2216,20,1,0,1,2,2,2,4,0,8,39.22132
4045,52,1,1,1,1,1,2,3,0,0,0.0
1032,20,2,0,2,2,3,2,5,0,1,21.71295
510,19,2,0,1,2,2,2,4,0,1,40.75938
335,19,1,1,2,2,3,1,5,0,1,11.1519
2351,62,1,1,1,1,1,2,2,0,0,2.282529
3431,22,2,1,2,2,6,2,6,0,3,33.27837
587,19,2,1,1,2,1,2,4,0,0,33.59472
3354,32,1,1,1,1,2,2,4,1,3,4.725954000000001
5073,43,1,1,3,1,1,2,2,4,0,60.7265
45,32,1,1,1,2,2,2,3,0,1,15.19549
591,32,1,1,1,2,2,2,4,0,0,1.6560929999999998
242,17,2,1,1,2,1,2,2,2,0,0.0
1254,20,1,1,2,2,3,2,3,2,0,18.67856
257,21,2,0,1,2,3,2,4,0,1,19.92946
1237,18,2,1,2,2,4,0,3,1,3,9.677572
1318,19,1,1,1,2,3,2,3,1,0,32.5632
1028,36,1,1,3,1,1,2,2,2,0,37.90082
4084,43,1,0,1,2,0,1,1,5,5,38.4369
574,21,2,1,1,2,3,2,5,0,0,31.734150000000003
1183,22,1,1,1,2,4,0,3,0,8,4.3298000000000005
2563,19,1,1,2,2,2,2,3,1,0,38.297839999999994
161,22,2,1,2,2,2,2,4,0,1,5.421161999999999
3810,25,2,1,1,2,3,2,4,0,3,8.172212
2131,29,2,1,3,1,2,2,3,0,0,19.61789
3607,19,1,1,2,2,2,2,5,0,1,7.754017
3688,22,2,1,1,2,6,2,3,1,6,5.941493
2058,19,2,1,1,2,2,0,3,1,1,23.045060000000003
363,22,2,1,2,2,1,0,6,0,1,15.66529
5116,21,1,1,2,2,2,0,3,0,0,4.865554
3364,21,2,1,1,2,2,0,4,0,1,25.921290000000003
2423,24,2,1,1,2,1,1,1,0,0,54.106190000000005
2222,20,2,1,2,2,3,2,3,0,1,30.822740000000003
3863,36,2,1,2,1,1,2,2,1,0,6.912115
243,28,2,1,3,1,1,0,2,0,0,9.865915999999999
2560,21,1,0,1,1,3,2,5,0,0,0.0
3810,23,2,1,2,2,2,2,5,0,0,8.172212
3434,18,1,0,1,2,2,0,6,1,1,23.27279
3448,18,2,1,2,2,2,2,5,1,1,31.16439
3436,21,2,1,2,2,2,2,3,1,1,23.90914
390,20,1,1,1,2,2,2,3,0,3,31.36243
74,23,2,1,1,2,0,2,2,0,2,27.95182
99,26,2,0,2,2,1,2,4,0,10,5.172799
3674,18,2,1,2,2,1,2,3,0,1,10.241040000000002
2022,19,1,1,2,2,3,0,4,1,1,31.062990000000003
572,20,2,0,2,2,3,2,4,0,4,26.63783
1047,20,2,1,1,2,2,2,3,1,0,6.57503
284,21,2,0,1,2,3,2,3,0,0,19.01457
467,28,2,1,1,2,2,2,3,0,0,15.46483
5247,20,1,1,2,2,4,2,4,0,3,13.34099
3607,24,1,1,1,2,3,2,3,1,0,46.04358
415,33,2,1,2,1,1,1,2,2,0,15.03935
5116,22,1,1,2,2,2,0,3,0,3,2.362241
209,27,1,1,2,2,1,2,2,0,1,19.220959999999998
233,29,1,0,2,2,0,2,2,1,1,8.980289
4120,19,2,1,2,2,2,1,5,0,0,39.464769999999994
5120,30,1,1,3,1,2,2,2,1,0,8.5792
4076,23,2,1,2,1,2,2,4,0,0,23.16292
4004,18,1,0,1,2,1,2,4,1,0,9.211943999999999
4029,24,1,1,1,2,0,2,2,0,10,0.0
467,20,1,0,1,2,2,2,3,1,0,11.538879999999999
5110,23,2,1,1,2,2,2,2,0,3,3.256844
3719,21,1,1,1,2,4,2,4,0,0,17.81142
603,18,2,1,1,2,1,0,3,1,3,4.75792
5143,19,2,1,2,2,3,0,4,0,8,2.454243
495,19,2,0,1,2,1,2,4,1,1,6.86095
521,22,2,1,2,1,1,1,4,2,0,5.212983
533,20,2,0,2,2,1,0,4,3,0,8.08937
3690,19,2,1,1,2,2,0,3,1,3,20.661900000000003
3654,20,1,1,2,2,3,2,3,0,3,18.195439999999998
3484,25,2,1,3,1,5,2,6,0,0,0.0
5135,21,2,1,2,2,2,2,3,1,0,3.5330100000000004
