Unnamed: 0,HomeZone,Age,Gender,License,Employment,Status,Cars,Income,Adults,Children,Mode,Dist,Distance
10936,285,27,1,1,3,1,0,1,1,0,1,8.730464,8.730464
10938,3820,36,1,1,3,2,2,2,4,0,0,81.28726999999999,81.28726999999999
10947,229,43,1,1,1,1,1,1,2,1,0,7.305109000000002,7.305109000000002
10950,3678,19,2,0,2,2,2,0,4,0,1,3.962354,3.962354
10951,3669,21,1,0,2,2,0,2,3,0,1,10.39211,10.39211
10952,3607,20,1,1,2,2,2,2,3,1,0,7.754017,7.754017
10953,588,21,2,1,1,2,2,2,3,1,1,19.70186,19.70186
10954,3653,41,1,0,1,1,1,1,2,2,5,21.81145,21.81145
10956,327,44,2,1,3,1,1,2,1,0,0,14.502429999999999,14.502429999999999
10958,65,22,1,1,1,2,2,0,2,0,3,28.06753,28.06753
10959,3723,18,1,1,1,2,1,2,4,0,1,6.720872999999999,6.720872999999999
10960,2205,20,2,1,1,2,4,0,4,0,3,20.03118,20.03118
10961,3431,18,1,1,1,2,3,2,3,2,3,19.04812,19.04812
10962,544,24,1,1,2,2,2,1,4,0,1,14.06135,14.06135
10963,455,23,1,1,2,2,1,2,2,0,0,11.488370000000002,11.488370000000002
10964,3365,21,1,0,2,2,1,1,4,1,1,17.45672,17.45672
10965,177,20,2,1,1,2,2,2,5,0,1,4.950856,4.950856
10967,5090,47,2,1,1,2,3,1,2,1,3,116.7126,116.7126
10968,3812,21,1,1,1,2,3,2,5,0,1,5.0888160000000005,5.0888160000000005
10969,3505,21,2,1,2,2,2,2,4,1,1,27.20371,27.20371
10970,4158,20,1,1,1,2,4,2,4,1,3,22.096120000000003,22.096120000000003
10971,3602,21,2,1,2,2,2,1,5,0,0,5.5906080000000005,5.5906080000000005
10972,3720,20,1,1,2,2,3,2,4,0,1,11.39095,11.39095
10973,2028,19,1,0,1,2,1,1,3,0,0,31.447429999999997,31.447429999999997
10974,232,20,2,1,1,2,1,1,3,2,1,15.28609,15.28609
10975,446,26,1,1,2,1,2,2,3,0,0,16.045469999999998,16.045469999999998
10977,228,21,1,1,1,2,1,2,3,0,1,10.64668,10.64668
10978,110,49,1,0,1,2,0,1,2,0,0,5.461931,5.461931
10979,490,28,2,1,1,2,1,1,2,0,1,20.55478,20.55478
10980,173,23,2,1,1,2,1,2,2,0,0,4.036773999999999,4.036773999999999
10981,371,19,1,1,1,2,2,0,5,0,10,0.0,0.0
10982,3688,17,2,1,2,2,2,2,2,3,10,4.780035,4.780035
10983,450,31,2,1,3,1,1,2,2,0,1,13.409070000000002,13.409070000000002
10985,375,20,1,1,2,2,1,0,3,0,0,4.989452999999999,4.989452999999999
10986,4042,66,1,1,1,1,1,2,1,0,0,42.32398000000001,42.32398000000001
10987,468,17,1,0,1,2,1,2,2,2,0,18.042920000000002,18.042920000000002
10988,3518,20,2,1,2,2,2,1,4,0,0,28.72246,28.72246
10989,4127,19,2,1,2,2,3,0,3,0,3,37.63909,37.63909
10990,169,23,1,0,2,2,1,2,3,0,1,3.4102490000000003,3.4102490000000003
10991,281,52,1,1,1,2,1,2,3,0,10,6.1052040000000005,6.1052040000000005
10992,3347,21,1,1,1,2,1,0,2,1,1,16.49993,16.49993
10993,150,22,2,1,1,2,2,2,4,0,1,14.38076,14.38076
10994,120,60,1,1,3,1,1,2,2,0,0,6.9356979999999995,6.9356979999999995
10995,2206,26,2,1,2,2,1,2,3,0,1,23.20223,23.20223
10996,239,19,1,1,1,2,2,0,4,1,1,14.4257,14.4257
10997,26,58,2,1,1,2,0,2,1,0,1,24.61821,24.61821
10998,3337,22,2,1,1,2,2,2,5,0,1,9.106767999999999,9.106767999999999
10999,126,26,1,1,2,2,1,2,2,0,1,7.585483,7.585483
11000,307,63,2,1,2,1,2,2,2,0,0,14.090160000000001,14.090160000000001
11001,596,25,1,1,3,1,2,0,5,0,0,21.61315,21.61315
11002,3861,22,1,1,2,2,1,2,3,0,7,6.6283850000000015,6.6283850000000015
11003,46,19,2,1,1,2,0,1,2,0,10,1.297744,1.297744
11004,46,19,2,0,1,2,0,1,2,0,10,1.297744,1.297744
11009,105,34,2,1,2,2,1,0,3,0,1,8.403945,8.403945
11014,544,22,1,1,1,2,4,2,7,1,0,19.59472,19.59472
11015,4041,19,2,1,1,2,3,2,5,0,0,40.23829,40.23829
11017,3487,21,2,1,2,2,2,2,4,0,3,17.616770000000002,17.616770000000002
11018,77,23,2,1,1,2,0,2,3,0,1,2.222833,2.222833
11019,285,38,1,1,3,2,1,2,1,0,0,9.322863000000002,9.322863000000002
11020,2130,17,1,1,2,2,2,0,2,2,8,20.940929999999998,20.940929999999998
11021,5168,24,2,1,1,2,1,2,2,0,1,66.42324,66.42324
11022,582,38,1,1,3,1,2,2,2,0,0,20.594900000000006,20.594900000000006
11024,214,63,2,1,1,1,1,2,1,0,1,8.423377,8.423377
11025,46,23,2,1,1,2,0,1,1,0,10,1.297744,1.297744
11026,46,25,1,1,1,2,0,2,2,0,2,1.297744,1.297744
11027,42,23,1,1,1,2,0,0,2,0,2,1.572915,1.572915
11028,506,18,1,0,1,2,1,0,3,1,1,13.44961,13.44961
11030,47,22,2,1,1,2,0,2,1,0,10,1.063099,1.063099
11031,191,25,1,1,1,2,0,0,2,0,1,5.659206,5.659206
11032,200,36,2,1,2,2,0,2,2,2,0,5.894508999999999,5.894508999999999
11033,2128,41,1,1,1,1,1,2,1,1,3,17.15887,17.15887
11034,371,19,2,1,1,2,0,1,2,0,10,0.0,0.0
11035,46,30,2,1,3,2,0,2,1,0,10,1.297744,1.297744
11036,47,21,1,1,1,2,1,0,1,0,10,1.063099,1.063099
11037,94,32,1,9,1,2,0,2,3,0,0,2.215019,2.215019
11038,67,25,2,1,1,2,0,1,2,0,1,1.897934,1.897934
11040,540,55,2,1,2,1,1,0,2,2,0,11.051210000000001,11.051210000000001
11041,71,30,2,1,1,2,0,2,2,0,10,1.132351,1.132351
11042,40,24,2,1,1,2,0,2,1,0,10,1.461703,1.461703
11043,3864,40,2,1,3,1,1,2,2,2,1,22.704179999999997,22.704179999999997
11044,48,20,1,1,1,2,0,1,2,0,10,1.199355,1.199355
11045,2625,46,2,1,3,1,2,2,2,3,0,47.20228,47.20228
11047,3655,21,1,1,2,2,2,1,4,0,1,23.50017,23.50017
11048,249,42,2,0,1,2,1,2,2,0,1,6.498804,6.498804
11049,40,26,1,0,3,1,0,0,2,0,1,1.461703,1.461703
11051,38,52,2,0,3,1,0,2,2,0,0,1.916098,1.916098
11052,344,24,2,1,1,2,5,2,5,0,0,9.374253999999999,9.374253999999999
11053,467,21,1,0,1,2,0,0,2,0,1,16.957929999999998,16.957929999999998
11054,211,24,1,1,1,2,2,2,3,0,1,5.960171999999999,5.960171999999999
11055,209,33,2,1,2,2,0,2,2,0,1,4.8866809999999985,4.8866809999999985
11056,3810,29,2,1,2,2,2,0,4,0,1,34.868410000000004,34.868410000000004
11057,3419,19,2,1,2,2,1,1,5,0,5,34.332089999999994,34.332089999999994
11058,3604,24,1,1,1,2,2,0,2,0,1,30.0376,30.0376
11059,186,24,2,1,1,2,2,0,3,0,2,2.957752,2.957752
11060,328,24,1,1,1,2,1,2,3,0,3,14.59425,14.59425
11063,185,87,1,1,1,1,1,0,1,0,0,4.3495610000000005,4.3495610000000005
11064,3010,40,1,1,3,1,1,2,2,0,0,40.657709999999994,40.657709999999994
11065,122,41,2,1,1,2,2,2,2,0,1,16.906010000000002,16.906010000000002
11066,118,22,1,0,1,2,0,2,2,0,0,6.853555999999998,6.853555999999998
11067,531,28,1,1,2,1,1,2,3,1,0,14.738470000000001,14.738470000000001
11068,107,69,2,0,1,1,1,2,3,0,0,4.265618,4.265618
11069,3689,23,2,1,1,2,2,2,5,0,1,74.55403000000001,74.55403000000001
11070,270,32,1,1,1,2,1,2,2,0,2,5.530276000000001,5.530276000000001
11071,2238,30,1,1,1,2,2,0,3,0,0,29.01875,29.01875
11072,591,17,2,1,2,2,2,2,2,2,1,23.617330000000006,23.617330000000006
11073,586,20,1,1,1,2,1,2,3,0,1,18.29773,18.29773
11074,2427,20,2,1,1,2,2,2,4,0,8,28.51629,28.51629
11075,3719,24,1,1,2,2,1,2,3,0,0,22.523629999999997,22.523629999999997
11076,2569,21,2,1,1,2,2,0,4,0,5,41.84251,41.84251
11077,73,23,2,1,2,2,0,2,1,0,10,1.013806,1.013806
11080,271,20,1,0,2,2,1,2,3,1,1,5.30237,5.30237
11082,313,19,2,0,2,2,1,2,3,0,1,17.23338,17.23338
11083,5067,23,1,1,1,2,4,2,5,0,0,12.53828,12.53828
11084,3863,21,2,1,2,2,1,2,6,1,1,6.912114999999999,6.912114999999999
11085,3465,22,2,1,1,2,2,2,3,1,0,37.88421,37.88421
11086,270,30,1,1,3,1,1,2,2,0,0,7.357760999999999,7.357760999999999
11087,443,48,1,1,2,2,1,2,4,0,0,11.69234,11.69234
11088,282,53,2,1,2,2,1,2,1,0,2,6.2427779999999995,6.2427779999999995
11089,2216,18,2,0,2,2,1,2,4,1,0,49.74123,49.74123
11090,3687,21,1,1,1,2,0,1,2,0,1,8.83432,8.83432
11092,211,32,2,1,2,2,1,2,2,0,1,4.352773,4.352773
11093,165,18,1,0,2,2,1,2,3,2,1,2.966119,2.966119
11094,297,22,2,1,2,2,2,2,4,0,0,17.17915,17.17915
11097,3429,21,1,1,1,2,2,2,4,0,1,18.82398,18.82398
11098,3689,20,2,9,1,2,1,0,2,0,1,8.237819,8.237819
11099,545,19,2,1,2,2,0,2,4,0,1,16.18271,16.18271
11100,3809,19,1,0,1,2,2,2,5,1,1,8.993708,8.993708
11101,3841,20,1,1,2,2,1,1,3,1,0,7.758025999999999,7.758025999999999
11103,3685,21,1,1,1,2,1,2,4,2,0,4.336323,4.336323
11104,3691,22,1,1,1,2,2,2,4,0,1,6.985564,6.985564
11105,351,23,1,1,1,2,3,2,3,0,1,21.49284,21.49284
11106,3386,21,1,1,2,2,2,0,3,2,0,32.4124,32.4124
11109,1044,45,2,1,3,1,2,2,3,0,0,47.82482,47.82482
11110,211,33,1,1,3,1,1,2,2,0,0,5.960171999999999,5.960171999999999
11111,272,36,1,1,1,1,1,2,2,2,0,4.736917999999998,4.736917999999998
11112,450,23,2,1,1,2,1,0,5,0,1,13.409070000000002,13.409070000000002
11113,41,20,1,0,2,2,0,0,2,0,10,1.84044,1.84044
11114,282,27,1,1,3,1,0,1,1,0,1,5.4178239999999995,5.4178239999999995
11115,390,18,1,0,2,1,2,2,5,0,1,9.406616,9.406616
11116,25,40,2,1,3,2,1,2,1,0,1,3.4157599999999997,3.4157599999999997
11117,2376,36,2,1,3,1,2,2,2,2,0,28.21476,28.21476
11118,41,21,1,1,2,2,0,1,2,0,0,1.84044,1.84044
11119,3373,23,2,1,2,2,2,2,4,0,8,14.43493,14.43493
11120,315,23,1,0,2,2,1,2,3,0,1,10.056519999999999,10.056519999999999
11121,371,19,1,1,1,2,2,0,5,0,10,0.0,0.0
11122,230,33,1,0,1,1,1,2,3,0,8,13.03885,13.03885
11123,400,21,1,1,2,2,2,1,4,2,3,9.433747,9.433747
11124,47,22,1,1,2,2,1,1,2,0,0,1.063099,1.063099
11125,182,32,2,1,1,2,1,0,2,5,1,7.817142,7.817142
11126,4123,19,1,1,2,2,3,2,3,1,0,34.82734,34.82734
11129,363,66,1,1,1,1,2,0,3,0,3,4.87993,4.87993
11130,363,29,2,0,1,1,2,0,3,0,8,4.87993,4.87993
11131,223,18,2,0,1,2,1,2,4,0,1,9.718259,9.718259
11132,3460,32,2,1,3,1,2,2,2,1,0,20.57997,20.57997
11133,3638,25,2,1,1,2,4,0,4,0,0,36.72307,36.72307
11134,3671,24,2,1,1,2,1,1,2,0,3,24.36926,24.36926
11136,211,31,1,0,1,2,0,2,3,0,0,5.960171999999999,5.960171999999999
11138,290,18,2,1,1,2,5,2,7,0,8,14.077520000000002,14.077520000000002
11139,271,24,2,0,1,1,1,2,3,0,2,4.551304,4.551304
11140,177,21,1,9,1,2,0,0,4,0,1,6.746917,6.746917
11141,211,18,1,0,1,2,0,2,2,0,1,5.960171999999999,5.960171999999999
11142,3719,18,2,1,1,2,0,2,2,0,5,36.01426,36.01426
11143,67,25,2,1,3,1,0,2,2,0,0,1.897934,1.897934
11144,592,32,1,1,2,1,2,2,3,0,0,21.83349,21.83349
11145,1117,21,1,1,1,2,2,2,3,2,0,47.58052,47.58052
11146,3459,21,1,1,2,2,2,2,2,0,3,22.87155,22.87155
11147,622,21,2,1,1,2,2,2,4,0,3,27.39453,27.39453
11148,3680,42,1,1,2,1,2,0,2,2,3,12.38035,12.38035
11149,3691,18,1,1,1,2,2,0,4,0,0,6.985564,6.985564
11152,396,39,2,0,1,2,1,0,3,0,0,13.85002,13.85002
11154,3610,22,1,0,2,2,3,2,5,0,8,9.300239999999999,9.300239999999999
11155,39,25,2,1,1,2,0,1,1,0,0,1.7455710000000002,1.7455710000000002
11156,147,32,2,1,2,1,1,2,1,0,0,15.82044,15.82044
11157,173,32,1,1,3,1,1,2,1,0,1,4.036773999999999,4.036773999999999
11158,2022,20,1,1,2,2,2,0,4,0,0,11.96176,11.96176
11159,560,22,2,0,1,2,1,2,2,1,1,21.93175,21.93175
11160,97,35,1,1,3,1,1,2,2,0,0,2.707659,2.707659
11161,48,19,2,1,3,1,0,1,2,0,0,1.199355,1.199355
11162,3648,19,2,1,1,2,2,2,3,1,1,20.91687,20.91687
11164,2553,24,1,1,1,2,2,2,3,1,4,38.1278,38.1278
11165,4085,31,2,1,1,2,1,2,1,0,3,51.18339,51.18339
11166,46,21,1,1,1,2,1,0,1,0,3,1.297744,1.297744
11167,2362,21,2,9,1,2,1,1,3,0,1,20.907329999999998,20.907329999999998
11168,312,29,2,1,3,1,1,2,2,0,0,12.5059,12.5059
11169,118,28,1,1,2,2,0,1,2,0,2,6.853555999999998,6.853555999999998
11170,239,30,1,1,2,1,2,2,2,1,0,26.36887,26.36887
11171,265,23,1,1,1,2,0,2,2,0,0,6.776885999999998,6.776885999999998
11172,282,19,1,0,1,2,3,2,4,0,1,5.4178239999999995,5.4178239999999995
11173,72,21,1,0,2,2,0,2,2,0,1,1.595176,1.595176
11174,2022,17,1,0,2,2,4,2,2,2,0,11.96176,11.96176
11175,3616,25,1,1,1,1,3,2,3,1,5,37.68912,37.68912
11176,2054,23,1,1,2,2,4,2,4,0,1,28.196630000000006,28.196630000000006
11177,230,21,2,1,2,2,2,2,4,1,1,13.03885,13.03885
11178,45,22,1,1,2,2,3,2,3,0,3,21.6959,21.6959
11179,428,22,2,0,1,2,0,0,1,0,0,13.73261,13.73261
11180,280,22,2,0,1,2,1,2,4,0,1,4.771491999999999,4.771491999999999
11181,3645,26,2,1,1,2,3,2,4,0,0,27.48647,27.48647
11182,2022,19,1,1,2,2,3,2,4,0,0,11.96176,11.96176
11183,3615,20,1,1,2,2,3,2,3,1,3,25.65904,25.65904
11184,2099,23,2,1,2,2,2,2,4,1,0,18.94128,18.94128
11185,2241,24,2,1,2,2,3,0,3,0,3,26.42425,26.42425
11186,563,23,2,1,3,1,3,0,3,1,0,35.83124,35.83124
11187,479,50,2,0,2,2,0,1,3,0,1,18.282420000000002,18.282420000000002
11188,2055,20,2,1,2,2,3,2,3,0,3,15.94602,15.94602
11189,390,18,1,0,1,2,2,1,5,0,1,18.08285,18.08285
11190,110,19,1,1,1,2,1,1,4,0,1,5.461931,5.461931
11191,2122,20,2,1,1,2,2,2,3,0,1,16.46508,16.46508
11192,3653,36,2,1,3,2,1,2,2,2,1,21.311020000000003,21.311020000000003
11193,3385,18,1,1,2,2,1,1,2,2,1,14.866979999999998,14.866979999999998
11194,3668,21,2,1,2,2,1,1,3,0,3,3.3082870000000004,3.3082870000000004
11195,2390,21,2,1,3,1,0,1,1,0,0,26.41662,26.41662
11196,345,25,1,1,2,1,2,2,2,0,0,13.20151,13.20151
11197,3622,23,1,1,1,2,2,2,4,0,1,18.75543,18.75543
11198,2022,19,2,1,2,2,2,0,3,0,0,11.96176,11.96176
11199,383,18,1,0,1,2,1,1,5,0,8,3.944377,3.944377
11200,5242,20,1,1,2,2,4,2,6,0,1,74.39889000000001,74.39889000000001
11201,3365,21,2,1,3,1,2,2,3,0,0,36.45528,36.45528
11202,437,36,2,1,3,1,1,2,2,4,2,5.52768,5.52768
11203,607,21,2,1,1,2,2,0,3,0,1,25.18584,25.18584
11204,26,31,2,1,1,2,1,2,2,1,2,3.800471,3.800471
11205,239,20,1,1,2,2,2,2,3,0,1,14.4257,14.4257
11207,507,21,2,0,1,2,1,2,2,0,1,14.21573,14.21573
11208,2055,18,2,1,2,2,2,0,4,0,3,15.94602,15.94602
11210,247,31,1,1,1,1,1,2,2,1,0,11.84223,11.84223
11212,487,33,1,0,2,1,1,2,2,0,0,19.15704,19.15704
11213,1125,20,2,1,2,2,1,2,3,1,1,4.7342640000000005,4.7342640000000005
11214,119,18,2,0,1,2,1,2,3,1,0,22.66522,22.66522
11215,2448,26,1,1,1,2,2,2,5,0,0,30.490129999999997,30.490129999999997
11217,3653,21,1,1,1,2,2,2,3,0,0,8.571874000000001,8.571874000000001
11218,37,22,2,0,1,2,0,1,3,0,1,4.528201999999999,4.528201999999999
11219,3667,45,1,1,3,1,2,1,2,0,3,7.68657,7.68657
11220,3657,18,1,1,1,2,1,2,3,1,1,6.874922,6.874922
11222,3466,20,2,1,1,2,3,0,5,1,0,36.39594,36.39594
11223,3615,17,2,1,2,2,2,2,2,2,0,10.8173,10.8173
11225,353,19,1,1,2,2,2,2,3,2,8,21.722520000000003,21.722520000000003
11226,241,18,2,0,1,2,1,2,2,0,0,37.998490000000004,37.998490000000004
11227,4110,37,1,1,3,1,1,2,2,0,0,19.31544,19.31544
11228,4110,28,1,1,1,2,2,2,3,0,0,19.31544,19.31544
11229,334,23,2,1,1,2,2,2,3,1,1,13.54577,13.54577
11230,531,24,2,1,1,2,1,2,4,2,0,14.943929999999998,14.943929999999998
11231,3419,18,2,1,1,2,1,2,3,0,1,29.28312,29.28312
11232,4119,23,1,1,2,2,2,2,4,2,5,44.460359999999994,44.460359999999994
11233,3864,21,1,1,1,2,1,0,3,0,3,6.473039000000001,6.473039000000001
11237,50,36,1,1,3,1,1,0,2,0,0,1.5870020000000002,1.5870020000000002
11238,68,32,2,1,3,1,0,2,1,0,0,0.97324,0.97324
11239,400,19,2,1,1,2,2,2,5,0,1,9.433747,9.433747
11240,3418,21,1,1,2,2,3,0,6,0,3,16.07141,16.07141
11241,70,20,1,1,1,2,0,0,2,0,10,0.7401139999999999,0.7401139999999999
11242,3348,19,2,1,2,2,2,2,3,1,8,16.37814,16.37814
11243,230,23,2,1,1,2,2,2,4,0,1,13.03885,13.03885
11244,3877,20,1,1,2,2,1,2,3,0,1,6.989636999999999,6.989636999999999
11245,441,20,1,1,1,2,2,0,4,0,3,12.084769999999999,12.084769999999999
11246,3419,35,2,1,3,1,2,2,4,1,0,14.157160000000001,14.157160000000001
11247,213,19,2,0,1,2,3,0,4,1,1,7.645786,7.645786
11248,1065,23,1,1,1,2,4,2,5,1,3,13.653529999999998,13.653529999999998
11249,223,19,2,0,1,2,1,2,3,2,1,9.718259,9.718259
11250,2423,23,2,1,1,2,2,0,4,0,5,29.183190000000003,29.183190000000003
11251,3377,28,2,1,2,1,3,0,4,0,0,19.59315,19.59315
11252,38,22,2,1,3,1,0,2,1,0,0,1.916098,1.916098
11253,3820,24,2,1,1,2,1,1,1,0,3,23.57372,23.57372
11256,2455,19,1,1,2,2,2,2,4,0,5,35.36309,35.36309
11257,507,18,1,0,2,2,3,0,4,0,0,28.886999999999997,28.886999999999997
11258,2132,24,2,1,1,2,4,2,4,0,3,20.72186,20.72186
11259,2256,18,1,0,1,2,1,0,3,0,0,27.064359999999997,27.064359999999997
11260,3691,57,2,1,3,1,2,2,4,0,0,21.63294,21.63294
11261,3192,29,2,1,3,1,4,2,5,2,0,19.83171,19.83171
11262,46,27,1,0,1,2,0,2,2,0,10,1.297744,1.297744
11263,3493,21,1,1,1,2,1,2,7,0,1,15.86836,15.86836
11265,154,32,1,1,1,2,2,2,1,3,0,15.08835,15.08835
11266,588,20,2,1,1,2,2,1,5,0,1,21.026580000000006,21.026580000000006
11267,3813,39,1,1,2,1,1,1,2,3,0,32.56426,32.56426
11269,1180,40,1,1,2,1,4,0,3,0,0,7.887633000000001,7.887633000000001
11270,2602,38,1,1,3,1,1,2,1,0,0,28.84569,28.84569
11271,1261,28,1,1,1,2,2,1,3,0,3,18.63219,18.63219
11272,287,29,1,0,1,2,0,1,2,0,0,0.7457239999999999,0.7457239999999999
11274,30,24,2,1,1,2,1,1,2,0,10,0.6670510000000001,0.6670510000000001
11277,62,22,2,1,1,2,0,2,3,0,2,1.7608409999999999,1.7608409999999999
11278,2231,50,1,1,1,1,2,2,1,1,3,18.27979,18.27979
11279,4090,37,2,1,3,1,3,2,2,2,0,53.809709999999995,53.809709999999995
11280,183,25,1,1,2,2,1,2,4,0,3,18.53043,18.53043
11282,138,42,1,0,1,2,1,1,2,2,0,14.20204,14.20204
11283,350,21,1,0,1,2,1,1,3,3,1,12.40353,12.40353
11284,3649,19,2,1,2,2,3,2,3,1,3,6.068933000000001,6.068933000000001
11285,4037,21,1,1,1,2,3,2,4,0,5,25.566370000000003,25.566370000000003
11286,3520,21,1,0,2,1,1,2,4,0,0,27.93172,27.93172
11288,3810,20,2,1,2,2,2,2,3,1,3,24.232210000000002,24.232210000000002
11289,142,34,1,0,1,2,1,2,2,1,0,9.939111,9.939111
11290,435,24,2,1,2,1,1,2,4,2,1,12.779710000000001,12.779710000000001
11292,5032,44,1,1,1,2,2,1,2,2,3,15.49308,15.49308
11293,130,22,2,1,1,1,2,1,3,0,3,8.633178,8.633178
11295,541,19,2,1,2,2,2,2,3,0,8,13.16259,13.16259
11296,3366,19,2,1,1,2,1,1,3,1,8,16.4102,16.4102
11298,536,46,2,1,2,1,1,2,3,1,1,13.447460000000001,13.447460000000001
11301,3664,20,2,1,2,2,2,1,2,0,3,4.087808,4.087808
11302,3618,21,1,1,1,2,2,2,2,0,3,10.46727,10.46727
11303,555,32,2,1,1,1,2,2,5,0,1,20.76274,20.76274
11305,3496,24,1,1,3,1,4,2,4,0,0,22.61405,22.61405
11306,3604,21,2,1,1,2,0,2,3,0,3,6.463058999999999,6.463058999999999
11307,3606,20,1,1,0,2,2,0,4,0,3,7.763864999999999,7.763864999999999
11308,40,24,1,9,2,2,0,0,5,0,0,29.88014,29.88014
11310,2382,32,2,1,1,2,4,2,5,0,0,29.0806,29.0806
11311,497,35,2,1,1,2,1,2,2,1,1,21.15622,21.15622
11312,268,23,1,1,2,2,0,2,2,0,1,6.9852630000000016,6.9852630000000016
11314,99,32,1,1,3,1,1,1,2,0,0,5.1727989999999995,5.1727989999999995
11315,5177,22,1,1,1,2,3,2,3,1,0,21.25893,21.25893
11316,466,24,2,1,1,2,3,2,3,0,3,40.586,40.586
11317,3449,19,1,1,2,2,2,2,3,1,7,29.557840000000002,29.557840000000002
11318,428,23,2,0,1,1,1,2,4,1,0,11.95481,11.95481
11319,3337,20,1,1,1,2,2,2,3,1,8,32.87944,32.87944
11320,212,33,1,1,3,1,0,2,1,0,0,5.512861,5.512861
11321,3664,21,2,1,2,2,2,2,3,0,1,4.087808,4.087808
11322,3867,18,1,0,1,2,2,2,5,0,0,6.880664,6.880664
11324,228,19,2,1,1,2,1,2,3,0,0,36.036,36.036
11325,3679,22,1,1,1,2,1,0,2,0,0,5.180333999999999,5.180333999999999
11326,380,20,1,1,2,2,1,2,3,2,1,27.516060000000003,27.516060000000003
11327,3347,19,2,0,2,2,1,2,3,0,5,31.821340000000003,31.821340000000003
11328,3604,19,1,0,2,2,3,0,5,0,8,6.463058999999999,6.463058999999999
11331,41,21,1,0,1,2,0,0,2,0,1,1.84044,1.84044
11333,3662,32,1,0,1,1,2,2,3,0,0,8.737030999999998,8.737030999999998
11334,3715,44,1,1,3,2,1,2,1,1,0,31.51502,31.51502
11335,47,22,1,1,1,2,0,1,1,0,10,1.063099,1.063099
11336,2255,22,2,1,1,2,2,2,4,0,3,25.095270000000003,25.095270000000003
11337,203,28,2,1,2,2,0,1,1,0,10,2.972123,2.972123
11338,4035,18,2,0,1,2,2,0,3,0,8,15.54304,15.54304
11339,3500,29,1,1,3,1,3,2,2,0,0,18.60466,18.60466
11340,2419,22,2,1,1,2,1,2,4,0,4,30.88587,30.88587
11341,1238,20,2,1,1,2,3,2,4,0,0,56.05591,56.05591
11342,593,19,1,1,1,2,0,2,3,1,1,20.78115,20.78115
11343,382,18,1,1,1,2,2,2,4,0,1,21.5446,21.5446
11344,301,18,1,1,1,2,2,2,3,0,1,11.214089999999999,11.214089999999999
11345,21,22,2,1,2,2,1,2,3,0,1,2.04452,2.04452
11346,398,19,1,0,2,2,1,2,4,0,1,15.06485,15.06485
11348,3628,19,1,1,2,1,2,2,5,0,1,24.21416,24.21416
11349,2412,18,2,1,1,2,5,2,5,0,3,30.48753,30.48753
11350,600,21,1,1,2,1,1,2,3,0,0,24.76544,24.76544
11352,17,19,1,0,2,2,1,2,3,0,1,30.572,30.572
11353,342,47,1,1,3,1,2,2,2,0,0,10.33918,10.33918
11354,591,19,2,1,2,1,2,2,3,0,1,22.380229999999997,22.380229999999997
11355,3811,20,1,1,2,2,2,2,3,1,3,6.702856,6.702856
11357,4186,19,2,1,2,2,3,0,3,2,3,16.44538,16.44538
11358,3686,21,2,1,2,2,3,2,4,1,0,6.640639999999999,6.640639999999999
11360,3617,21,2,1,1,2,2,0,4,1,1,12.99335,12.99335
11361,3360,21,1,1,3,1,2,2,3,1,0,22.368370000000002,22.368370000000002
11362,1125,37,1,1,1,1,2,2,2,1,0,0.0,0.0
11363,3679,21,1,1,1,2,0,0,1,0,0,5.180333999999999,5.180333999999999
11364,3645,25,1,1,2,2,4,2,3,0,3,28.177159999999997,28.177159999999997
11365,401,25,1,0,1,2,1,1,3,0,1,69.19444,69.19444
11366,3385,19,1,0,1,2,2,0,3,1,1,30.692559999999997,30.692559999999997
11367,79,24,1,1,2,1,0,1,2,0,0,5.119373,5.119373
11368,3653,22,1,1,3,1,2,2,4,0,3,8.571874000000001,8.571874000000001
11369,3656,29,1,1,3,1,3,0,3,0,0,5.870874,5.870874
11370,3614,18,1,1,2,2,1,2,5,1,0,6.319879,6.319879
11374,3641,23,1,1,1,2,2,2,5,0,3,9.156249,9.156249
11375,3663,20,2,1,1,2,1,2,3,0,0,1.6815379999999998,1.6815379999999998
11377,282,32,2,1,2,2,0,2,2,0,0,6.2427779999999995,6.2427779999999995
11380,3691,20,1,1,2,2,4,0,4,0,3,6.985564,6.985564
11381,4124,21,1,9,1,2,3,2,4,0,5,46.52832,46.52832
11382,5094,18,2,1,1,2,4,0,3,1,0,48.87942,48.87942
11383,3638,24,2,1,3,1,3,2,3,1,0,35.29126,35.29126
11384,5069,22,1,1,1,2,3,1,5,0,1,72.82542,72.82542
11386,3387,17,2,1,1,2,4,0,3,1,3,32.11991,32.11991
11388,3669,35,1,1,1,1,2,0,2,1,3,10.39211,10.39211
11390,2023,19,2,1,2,2,2,0,5,0,8,32.826519999999995,32.826519999999995
11391,2705,19,2,1,2,2,3,2,3,1,4,44.67774,44.67774
11392,2621,21,2,1,1,2,2,2,4,0,1,45.68937,45.68937
11393,270,21,2,0,2,2,2,2,3,1,1,7.357760999999999,7.357760999999999
11394,3334,22,1,1,2,2,2,2,4,0,1,29.429990000000004,29.429990000000004
11395,3866,21,2,1,2,2,0,0,2,0,1,5.3966449999999995,5.3966449999999995
11396,3362,21,1,1,2,2,3,2,3,0,0,14.12602,14.12602
11397,4039,56,1,1,2,1,2,0,2,1,0,20.8578,20.8578
