,Mode,Licence,Family,Cars,Time.Auto,Time.Transit,Time.Active,Cost.Auto,Cost.Transit
3105,Active,1,Other,0,2.924953,24.128386,16.985265000000002,0.1054589,2.22
3106,Active,0,Other,0,3.320328,31.447038,28.74147,0.1391828,2.22
3107,Transit,1,Other,0,7.594738,37.915189,55.39156499999999,0.2496424,2.22
3108,Transit,1,Family,3,87.67603000000001,113.10173,779.8929,3.6754379999999998,12.585410000000001
3109,Transit,0,Family,0,34.37495,60.94746800000001,234.52575,1.131593,2.22
3110,Transit,1,Family,1,26.31516,57.828805,159.70020000000002,0.7464201,2.22
3111,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
3112,Active,1,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
3113,Transit,0,Family,0,22.60608,67.353645,145.773885,0.7216607,4.44
3114,Active,1,Other,0,6.41246,36.009248,56.021294999999995,0.2543252,2.22
3115,Transit,0,Family,1,9.07656,44.284079,124.20957000000001,0.5644698,2.22
3116,Transit,0,Family,1,35.04476,93.38803399999999,228.08745000000002,1.063743,2.22
3117,Transit,0,Family,1,9.218005,45.254911,150.7788,0.7045564999999999,2.22
3118,Transit,0,Family,1,23.7902,98.9388,204.6681,0.9645706000000001,1.98
3119,Active,0,Other,1,1.15247,17.169234,11.262285,0.05075763,2.22
3120,Transit,1,Family,1,48.7416,106.430771,354.25995,1.6874040000000001,4.44
3121,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
3122,Transit,1,Family,1,52.80562,153.063493,328.8291,1.5513290000000002,6.218488
3123,Active,0,Other,1,2.776623,26.813798,23.593725,0.10633379999999999,2.22
3124,Transit,0,Other,1,5.704483,36.318000000000005,56.28550500000001,0.2553585,2.22
3125,Transit,0,Family,1,46.48872,111.408811,288.59085,1.328676,5.22
3126,Transit,1,Other,0,4.289724,29.3483,30.6678,0.13821570000000002,2.22
3127,Auto,1,Other,1,1.464106,25.325449,14.598600000000001,0.06579395,2.22
3128,Transit,1,Other,1,2.510406,26.944984,21.925545,0.09881553,2.22
3129,Active,0,Other,0,9.638221000000001,34.536596,55.197585000000004,0.25476309999999996,2.22
3130,Transit,0,Family,1,14.22119,74.749112,127.60604999999998,0.5832246999999999,1.98
3131,Transit,0,Family,2,25.88474,109.56773700000001,231.97665000000003,1.076401,1.98
3132,Transit,1,Other,1,17.36111,37.486876,89.375625,0.4238017,2.22
3133,Transit,0,Family,1,48.56919,135.888826,331.77645,1.7085709999999998,6.246023999999999
3134,Auto,1,Family,2,35.27213,75.841301,215.54579999999999,1.0169620000000001,4.44
3135,Transit,0,Family,2,57.64091,131.823943,341.45294999999993,1.553964,6.873212
3136,Active,1,Other,1,2.014925,20.126511999999998,15.20709,0.071525,2.22
3137,Auto,1,Other,1,28.7208,94.510112,363.78915,2.133759,4.44
3138,Transit,1,Family,3,66.02668,198.88733,795.8772,4.061545,9.591536999999999
3139,Auto,0,Family,1,8.411788,40.810186,104.002785,0.46879709999999997,2.22
3140,Active,1,Other,1,5.409577,28.036396999999997,39.210119999999996,0.19537420000000003,2.22
3141,Transit,1,Family,2,58.51306999999999,156.08578899999998,431.42310000000003,2.1226689999999997,3.316759
3142,Transit,1,Family,1,83.62243000000001,98.737611,708.7952999999999,3.397856,11.63302
3143,Transit,0,Family,0,13.0839,43.443395,85.07454,0.38429759999999996,2.22
3144,Active,0,Other,0,1.464106,25.325449,14.598600000000001,0.06579395,2.22
3145,Transit,1,Family,2,38.36255,84.56743700000001,250.5978,1.267672,4.44
3146,Active,1,Other,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
3147,Auto,1,Other,1,29.26424,58.554793999999994,168.21135,0.778029,4.44
3148,Transit,1,Family,2,2.589752,29.554871000000002,31.180934999999998,0.1449446,1.98
3149,Transit,0,Family,0,11.09483,47.819502,140.56422,0.634322,2.22
3150,Transit,0,Family,1,67.71508,124.64318,495.53444999999994,2.5234970000000003,10.57944
3151,Transit,1,Other,0,4.372437000000001,25.162232,31.4544,0.1449876,2.22
3152,Transit,1,Family,2,60.90274,169.91838900000005,443.75939999999997,2.1779919999999997,6.1036470000000005
3153,Transit,0,Family,2,10.66795,47.679045,110.51138999999999,0.50217,2.22
3154,Active,1,Other,2,1.117177,20.195869,11.101709999999999,0.05003393,2.22
3155,Active,1,Other,1,2.776623,26.813798,23.593725,0.10633379999999999,2.22
3156,Transit,1,Family,2,66.44991,212.79339,516.1437,5.829321,7.3541479999999995
3157,Active,1,Other,0,2.649222,20.927781,23.086634999999998,0.1040484,2.22
3158,Transit,0,Other,1,12.84653,55.432228,177.651,0.8110915,2.22
3159,Auto,1,Family,2,22.215729999999997,64.565371,212.2908,0.9661462,4.2
3160,Transit,1,Family,1,30.450940000000003,58.182047,184.32285000000002,0.8617219,2.22
3161,Transit,0,Other,1,19.9148,40.306127000000004,101.20375499999999,0.5008943,2.22
3162,Active,0,Other,0,2.649222,20.927781,23.086634999999998,0.1040484,2.22
3163,Transit,1,Other,1,9.51093,33.826613,60.55161000000001,0.2813271,2.22
3164,Transit,0,Family,2,7.685006,40.442318,99.89307000000001,0.45032479999999997,2.22
3165,Transit,0,Other,0,36.87577,91.10881299999998,392.4213,2.228112,4.44
3166,Transit,0,Family,0,28.746740000000003,58.22035,160.44959999999998,0.8351439,2.22
3167,Transit,0,Family,2,27.15697,108.14416999999999,247.71105,1.168218,1.98
3168,Active,1,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
3169,Transit,1,Family,2,77.5156,150.38863999999998,490.44314999999995,2.404616,10.370619999999999
3170,Transit,1,Other,1,52.774190000000004,137.40805799999998,392.8428,2.00122,4.43686
3171,Active,1,Other,1,1.117177,20.195869,11.101709999999999,0.05003393,2.22
3172,Active,1,Other,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
3173,Transit,0,Family,1,52.15059,121.930535,377.7876,1.8166470000000001,3.644657
3174,Transit,1,Other,2,32.11626,62.785047,199.4961,0.9301059000000002,2.22
3175,Transit,1,Family,2,15.119439999999999,72.1691,193.8381,0.8738502,2.399841
3176,Active,1,Other,0,1.049121,16.675728,10.491209999999999,0.04728249,2.22
3177,Active,1,Family,1,11.27827,44.993718,74.18136,0.3438902,2.2784560000000003
3178,Auto,1,Family,2,54.03226,120.68021999999999,583.0166999999999,4.123966,9.719868
3179,Transit,0,Other,1,25.88474,109.56773700000001,231.97665000000003,1.076401,1.98
3180,Transit,0,Family,1,69.83469000000001,119.72922,497.1432,2.398564,9.672261
3181,Transit,1,Family,2,10.66795,47.679045,110.51138999999999,0.50217,2.22
3182,Active,0,Family,2,2.49745,26.741172,26.414505000000002,0.11904669999999999,2.22
3183,Active,1,Other,0,3.792585,18.826039,22.924049999999998,0.11826389999999999,2.22
3184,Transit,1,Family,1,35.5638,63.514132999999994,248.26334999999997,1.202191,2.22
3185,Active,1,Other,0,2.595157,27.40234,23.805030000000002,0.1169349,2.22
3186,Transit,1,Other,2,94.10014,128.6115,691.1805,3.538168,12.02369
3187,Active,1,Other,0,4.911077,31.749745,33.225285,0.1521652,2.22
3188,Auto,1,Family,2,2.49745,26.741172,26.414505000000002,0.11904669999999999,2.22
3189,Transit,1,Other,1,33.62622,107.62008,354.05025,1.7056220000000002,7.683057000000001
3190,Active,1,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
3191,Active,1,Other,2,2.510406,26.944984,21.925545,0.09881553,2.22
3192,Transit,1,Family,2,18.20356,76.82068000000001,195.28920000000002,0.9105416999999999,4.0910839999999995
3193,Transit,0,Family,1,29.707390000000004,68.75461,171.6285,0.8679802,2.22
3194,Transit,1,Family,2,39.72245,86.720699,267.16095,1.308386,6.135604
3195,Transit,0,Family,2,87.64281,224.71952000000002,778.77,3.8925730000000005,11.20111
3196,Active,1,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
3197,Transit,1,Family,1,4.568655000000001,25.714773,69.50356500000001,0.322282,3.5881260000000004
3198,Transit,0,Family,0,7.175169,35.198069,80.321865,0.3681238,2.22
3199,Transit,1,Family,1,45.13859,99.652433,286.6914,1.427748,4.474334
3200,Transit,1,Family,1,62.625840000000004,168.90482,490.9734,2.421456,6.146504
3201,Transit,1,Family,4,71.37033000000001,178.71033799999995,417.2568,2.0733669999999997,6.278818
3202,Transit,0,Family,2,55.922509999999996,103.93626,388.9065,2.081929,10.381269999999999
3203,Active,0,Other,0,1.3311520000000001,20.977919,13.21644,0.05956474,2.22
3204,Active,1,Other,2,6.703013,35.563364,40.687425,0.1944688,2.22
3205,Active,0,Other,0,28.00161,75.27226300000002,332.2557,1.9497330000000002,4.44
3206,Transit,1,Family,3,50.61098,140.931509,365.71139999999997,1.878942,4.2
3207,Auto,1,Family,3,23.29298,69.476302,224.76795,1.041507,4.2
3208,Transit,1,Family,1,30.68608,76.58456000000002,419.0487,5.146743,8.585594
3209,Active,0,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
3210,Transit,1,Other,0,15.6506,39.913033,81.81193499999999,0.3801321,2.22
3211,Transit,0,Family,1,120.5917,198.59562,1119.4095,5.491632,14.361889999999999
3212,Transit,0,Family,0,32.58916,110.201881,283.27830000000006,1.36963,2.48
3213,Active,1,Other,0,2.014925,20.126511999999998,15.20709,0.071525,2.22
3214,Transit,0,Family,2,15.119439999999999,72.1691,193.8381,0.8738502,2.399841
3215,Transit,1,Other,0,19.93025,43.890155,117.25713,0.5435425,2.22
3216,Auto,1,Family,3,21.0366,79.19663100000001,287.49435000000005,1.377525,2.22
3217,Transit,1,Other,2,23.35117,109.77859299999999,207.8721,0.9681911,1.98
3218,Transit,1,Family,2,51.66085,107.55228999999999,376.22325,1.995888,4.2
3219,Active,1,Other,0,2.523888,24.493026999999998,28.469009999999997,0.1283061,2.22
3220,Transit,0,Family,0,22.60608,67.353645,145.773885,0.7216607,4.44
3221,Active,1,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
3222,Active,0,Other,0,2.523888,24.493026999999998,28.469009999999997,0.1283061,2.22
3223,Transit,1,Family,1,39.1112,111.93630900000001,267.12075,1.303563,2.619508
3224,Transit,0,Family,2,27.31692,72.508976,369.39405,3.370998,11.4556
3225,Active,0,Family,0,5.409577,28.036396999999997,39.210119999999996,0.19537420000000003,2.22
3226,Active,0,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
3227,Transit,1,Other,0,13.89458,45.228945,89.40257999999999,0.4038035,2.22
3228,Auto,1,Family,2,19.97917,80.593622,278.53634999999997,1.337153,2.22
3229,Active,1,Other,0,3.26011,24.446958,27.480359999999997,0.1238503,2.22
3230,Active,0,Other,0,1.464106,25.325449,14.598600000000001,0.06579395,2.22
3231,Transit,0,Family,2,28.13911,113.1979,262.77840000000003,1.365211,4.7920169999999995
3232,Transit,1,Family,0,7.238408,33.868265,48.907455,0.24019949999999998,3.22202
3233,Transit,1,Family,1,43.50997,116.70968899999998,286.4151,1.368398,4.417686
3234,Active,1,Other,0,31.37902,91.455128,354.8451,1.9321970000000002,4.44
3235,Transit,1,Family,0,5.704483,36.318000000000005,56.28550500000001,0.2553585,2.22
3236,Transit,1,Family,2,71.15941,229.84832999999998,514.22235,2.554302,7.0067639999999995
3237,Transit,1,Family,2,63.621790000000004,130.33914,496.6725,2.447141,9.503559
3238,Active,1,Other,1,7.396661,47.590354999999995,66.518745,0.3173767,2.22017
3239,Transit,1,Other,0,32.16529,83.886673,357.6954,2.005039,4.44
3240,Transit,0,Family,1,35.55063,117.83185300000001,323.89425,1.579332,2.48
3241,Transit,0,Family,1,46.32949,112.127768,324.19725,1.547135,3.371233
3242,Active,1,Other,0,4.372437000000001,25.162232,31.4544,0.1449876,2.22
3243,Transit,1,Family,2,22.53878,103.93525,253.90679999999998,4.659193,2.48
3244,Transit,1,Family,2,7.284984,42.439563,67.7613,0.3147624,1.98
3245,Auto,1,Family,2,10.57137,51.113878,105.77124,0.5081591,1.98
3246,Transit,0,Other,0,3.582849,26.620447,34.36824,0.1645419,2.22
3247,Auto,1,Family,2,27.403940000000002,194.87996,249.00179999999997,1.41507,5.22
3248,Transit,1,Family,2,49.34155,143.975722,339.98490000000004,1.7558529999999999,6.072925
3249,Transit,0,Family,1,23.22107,81.50922,206.84475,0.9840392,1.98
3250,Active,0,Other,0,4.289724,29.3483,30.6678,0.13821570000000002,2.22
3251,Transit,0,Family,1,37.20624,83.107073,237.0531,1.277807,4.412992
3252,Transit,0,Family,2,66.44991,212.79339,516.1437,5.829321,7.3541479999999995
3253,Transit,0,Other,0,4.124194,32.019829,36.336405,0.17479879999999998,2.22
3254,Active,1,Other,0,2.924953,24.128386,16.985265000000002,0.1054589,2.22
3255,Auto,0,Family,2,6.79443,39.439299,61.570800000000006,0.2877755,1.98
3256,Transit,0,Other,1,7.717772999999999,37.877319,75.9915,0.3424836,1.98
3257,Active,1,Other,0,4.289724,29.3483,30.6678,0.13821570000000002,2.22
3258,Transit,1,Family,1,41.12407,116.126551,265.4394,1.3380290000000001,4.269526
3259,Active,1,Other,0,2.924953,24.128386,16.985265000000002,0.1054589,2.22
3260,Active,1,Other,0,3.320328,31.447038,28.74147,0.1391828,2.22
3261,Auto,1,Family,2,39.9832,100.459592,261.19469999999995,1.3660780000000001,5.337063
3262,Transit,1,Family,2,4.614781,24.989461,59.37669,0.26760290000000003,2.22
3263,Transit,1,Family,2,86.60611999999999,115.41664099999998,753.3549,3.585377,12.21918
3264,Transit,1,Family,2,21.53976,99.999714,196.7325,0.9060295,1.98
3265,Transit,0,Other,0,44.36845,89.370525,308.32169999999996,1.5029,4.293241
3266,Active,1,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
3267,Auto,1,Other,1,24.55442,87.873853,307.791,1.507945,4.2
3268,Active,0,Other,0,2.924953,24.128386,16.985265000000002,0.1054589,2.22
3269,Active,0,Other,0,3.068723,25.742024,23.927640000000004,0.1104144,2.22
3270,Transit,0,Family,1,7.284984,42.439563,67.7613,0.3147624,1.98
3271,Transit,1,Family,1,9.900758999999999,45.887638,110.07012,0.49806709999999993,1.98
3272,Auto,1,Family,2,44.13864,118.01751000000002,539.96055,6.969124000000001,11.18942
3273,Active,1,Other,2,2.014925,20.126511999999998,15.20709,0.071525,2.22
3274,Transit,0,Other,2,25.4311,93.208403,318.8895,1.558975,2.22
3275,Auto,1,Family,3,102.0341,152.89974999999995,783.2985,3.990543,12.43559
3276,Transit,1,Other,2,29.571479999999998,78.82431700000002,174.38145,0.8352607,4.44
3277,Transit,1,Other,2,13.505370000000001,50.292203,88.41763499999999,0.3984866,2.254712
3278,Active,0,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
3279,Transit,1,Family,3,28.38883,109.02091999999999,252.28875,1.1954559999999999,1.98
3280,Transit,0,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
3281,Transit,1,Family,1,41.58893,86.392252,248.8128,1.1954360000000002,2.22
3282,Active,0,Other,0,2.595157,27.40234,23.805030000000002,0.1169349,2.22
3283,Transit,1,Family,1,54.03615,113.973174,343.029,1.7243169999999999,4.44
3284,Auto,1,Family,3,81.4153,241.047772,686.14875,3.2638380000000002,11.7166
3285,Transit,0,Family,1,40.75735,88.509969,269.95754999999997,1.316594,2.230554
3286,Transit,1,Family,2,36.86589,89.723727,226.9317,1.0507870000000001,2.385196
3287,Active,1,Other,0,6.764482000000001,30.980590000000003,44.172135000000004,0.22113760000000002,2.22
3288,Transit,1,Family,1,31.237240000000003,50.903516,187.5885,0.8581165000000001,2.22
3289,Transit,1,Other,1,30.99768,116.94476600000002,373.65105,1.838958,4.802547
3290,Transit,1,Other,1,21.00414,52.122901,126.350655,0.5826848000000001,2.22
3291,Auto,0,Family,2,15.85454,47.83985300000001,92.782125,0.430946,3.649378
3292,Transit,1,Family,2,13.53396,48.425969,81.98245499999999,0.38420970000000004,2.484439
3293,Transit,1,Other,0,5.499556,35.577191,46.45101000000001,0.20934850000000002,2.22
3294,Transit,0,Family,1,10.57137,51.113878,105.77124,0.5081591,1.98
3295,Active,0,Other,0,5.848496,35.80122,44.581845,0.20092449999999998,2.22
3296,Transit,1,Family,2,9.900758999999999,45.887638,110.07012,0.49806709999999993,1.98
3297,Transit,1,Family,2,62.60901,102.119446,478.66875,2.655239,9.994683
3298,Active,0,Other,1,2.845125,24.990155,27.043575,0.1315306,2.22
3299,Transit,1,Other,0,30.450940000000003,58.182047,184.32285000000002,0.8617219,2.22
3300,Transit,1,Family,2,48.28058,121.59628,518.93145,4.555086,10.07024
3301,Transit,1,Other,0,15.32311,55.670007999999996,101.65329,0.4842059,2.22
3302,Active,1,Other,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
3303,Active,1,Other,0,3.320328,31.447038,28.74147,0.1391828,2.22
3304,Transit,0,Family,2,36.48935,179.10426,414.43395000000004,4.801883999999999,3.233937
3305,Active,1,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
3306,Active,1,Other,0,2.649222,20.927781,23.086634999999998,0.1040484,2.22
3307,Transit,0,Family,1,46.32949,112.127768,324.19725,1.547135,3.371233
3308,Transit,0,Family,1,37.11399,83.27644599999998,254.36895,1.233031,2.22
3309,Transit,1,Other,0,52.30806,115.741767,387.57585,1.8711900000000001,4.2903139999999995
3310,Active,1,Other,0,1.049121,16.675728,10.491209999999999,0.04728249,2.22
3311,Active,0,Other,0,9.756631,40.781066,62.930460000000004,0.29676959999999997,2.220956
3312,Transit,1,Other,1,5.848496,35.80122,44.581845,0.20092449999999998,2.22
3313,Transit,1,Family,2,16.55058,71.42394,147.04341,0.6717187,1.98
3314,Active,0,Other,0,3.4422599999999997,30.10613,27.606600000000004,0.1244193,2.22
3315,Transit,1,Family,2,39.94034,119.516938,277.43055,1.428174,6.065591
3316,Transit,1,Family,3,58.45073000000001,129.344132,397.50044999999994,1.969813,5.208179
3317,Active,0,Other,1,1.464106,25.325449,14.598600000000001,0.06579395,2.22
3318,Active,0,Other,0,1.9089990000000001,17.573247000000002,19.08999,0.08603605,2.22
3319,Active,1,Other,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
3320,Transit,1,Family,2,40.20146,129.935349,435.90945,1.998098,6.42
3321,Transit,0,Family,1,72.91148000000001,89.830179,630.2511,2.9990200000000002,10.90053
3322,Transit,1,Family,2,53.6249,127.044329,366.55080000000004,1.8364349999999998,4.44
3323,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
3324,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
3325,Transit,1,Family,3,92.14265999999999,117.14335,728.06325,3.7191629999999996,12.61143
3326,Transit,1,Family,3,61.644819999999996,82.80569200000001,395.96610000000004,1.875561,9.972425
3327,Active,0,Other,0,1.710853,20.776487,15.946485,0.07186870000000001,2.22
3328,Transit,1,Other,0,6.41246,36.009248,56.021294999999995,0.2543252,2.22
3329,Active,0,Other,0,1.117177,20.195869,11.101709999999999,0.05003393,2.22
3330,Active,1,Other,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
3331,Active,1,Other,1,0.0,0.0,0.0,0.0,0.0
3332,Auto,0,Other,0,81.23857,89.30984000000001,584.4760500000001,3.124644,11.638860000000001
3333,Transit,1,Family,1,73.5301,223.07982,642.72675,3.0033790000000002,11.20111
3334,Transit,1,Family,2,40.25282,138.0609,363.65385,1.8788200000000002,3.971078
3335,Active,1,Other,0,9.638221000000001,34.536596,55.197585000000004,0.25476309999999996,2.22
3336,Active,1,Other,1,3.792585,18.826039,22.924049999999998,0.11826389999999999,2.22
3337,Active,1,Other,0,2.776623,26.813798,23.593725,0.10633379999999999,2.22
3338,Transit,0,Other,0,27.338929999999998,112.92883,252.7752,1.191042,1.98
3339,Transit,1,Family,1,62.03702,175.64164,462.6513,2.215952,6.0472220000000005
3340,Transit,1,Family,1,19.2651,65.687483,204.56069999999997,0.9219279,1.98
3341,Auto,1,Other,1,15.891110000000001,45.144366,87.02386499999999,0.4009995,2.22
3342,Transit,1,Family,2,54.19216,158.46284000000003,404.32965,2.058958,4.842041
3343,Active,1,Other,1,3.4422599999999997,30.10613,27.606600000000004,0.1244193,2.22
3344,Active,1,Other,0,3.5209309999999996,24.122092,29.256284999999995,0.1318542,2.22
3345,Active,0,Other,0,9.638221000000001,34.536596,55.197585000000004,0.25476309999999996,2.22
3346,Auto,1,Other,2,8.975986,48.053511,70.44898500000001,0.3366864,2.305401
3347,Auto,0,Family,3,29.025990000000004,108.38193000000001,284.65215,1.454867,5.22
3348,Transit,1,Other,0,7.6280600000000005,40.215032,56.57064,0.293257,2.270059
3349,Active,0,Other,0,1.117177,20.195869,11.101709999999999,0.05003393,2.22
3350,Transit,0,Family,1,52.30806,115.741767,387.57585,1.8711900000000001,4.2903139999999995
3351,Transit,0,Other,0,12.56505,41.092905,74.442345,0.35432659999999994,4.08781
3352,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
3353,Transit,1,Family,1,55.09788,149.461346,358.03515,1.7680619999999998,6.4175
3354,Transit,1,Family,1,28.929440000000003,112.53192,247.47645,1.410562,5.22
3355,Transit,1,Family,2,89.64832,125.939757,639.45435,3.2635400000000003,11.27369
3356,Transit,1,Other,1,69.02234,118.05191699999999,542.1165,2.664191,10.88805
3357,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
3358,Transit,1,Other,1,94.98806,114.68300499999998,863.59725,4.0862169999999995,12.38695
3359,Transit,1,Family,1,31.22921,77.724175,185.11065,0.8779566999999999,4.44
3360,Transit,1,Other,1,12.180769999999999,33.250977,63.06081,0.298387,2.22
3361,Transit,0,Other,0,7.238408,33.868265,48.907455,0.24019949999999998,3.22202
3362,Transit,1,Family,1,45.85244,117.24273799999999,316.2645,1.530086,3.948554
3363,Active,1,Other,0,26.226440000000004,84.640528,305.9868,1.5772549999999999,4.2
3364,Active,0,Other,0,4.289724,29.3483,30.6678,0.13821570000000002,2.22
3365,Transit,1,Other,1,6.174181,32.236828,50.646045,0.2420591,2.22
3366,Transit,1,Other,1,19.30037,44.767979,104.03547,0.4802907,2.22
3367,Active,1,Other,1,17.36541,58.415310999999996,101.76636,0.5016189,2.22
3368,Transit,1,Family,1,76.7355,209.84826,472.38284999999996,2.370892,8.008311
3369,Transit,1,Family,2,47.137229999999995,158.181103,355.08540000000005,1.647023,3.225356
3370,Active,1,Other,1,2.168042,23.855995999999998,19.46616,0.0877314,2.22
3371,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
3372,Transit,0,Family,1,51.068529999999996,100.729792,359.68755,1.7572419999999997,4.44
3373,Transit,1,Family,1,35.022870000000005,66.209338,219.42225,1.01991,2.22
3374,Active,1,Other,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
3375,Transit,0,Other,0,4.289724,29.3483,30.6678,0.13821570000000002,2.22
3376,Transit,1,Family,1,25.16722,54.063669,142.86569999999998,0.6552933000000001,2.22
3377,Auto,1,Other,1,92.86774,131.88917999999998,686.8901999999999,3.4832440000000005,12.02369
3378,Transit,1,Family,1,86.14214,155.81231,612.6934500000001,3.1180369999999997,12.19988
3379,Active,1,Other,0,3.320328,31.447038,28.74147,0.1391828,2.22
3380,Active,1,Other,0,1.117177,20.195869,11.101709999999999,0.05003393,2.22
3381,Active,1,Other,0,26.1017,77.25282200000002,269.8938,1.3977680000000001,4.2
3382,Active,0,Other,0,2.776623,26.813798,23.593725,0.10633379999999999,2.22
3383,Active,1,Other,2,6.087903,30.921263000000003,50.659200000000006,0.2283143,2.22
3384,Transit,0,Family,2,11.417910000000001,64.48275799999999,98.16511499999999,0.4772611,1.98
3385,Transit,1,Other,1,10.911489999999999,42.701539000000004,73.300215,0.3312323,2.22
3386,Transit,1,Family,2,94.07484000000001,152.32133000000002,747.9565499999999,4.039871,12.02369
3387,Transit,1,Other,1,23.7902,98.9388,204.6681,0.9645706000000001,1.98
3388,Transit,1,Family,1,49.678020000000004,85.109091,298.2465,1.375797,7.865789
3389,Transit,0,Family,2,18.206,67.200422,126.93099,0.6280559,3.218146
3390,Transit,1,Family,2,95.01441,216.840082,783.9496499999999,4.064293,11.566089999999999
3391,Transit,1,Family,1,66.32047,152.42185600000002,412.84095,2.123389,7.086113
3392,Transit,1,Family,3,33.12872,72.856184,204.84825,0.969571,4.44
3393,Transit,0,Other,0,18.12525,54.445133,105.14041499999999,0.4925965,3.072796
3394,Transit,0,Family,1,44.54497,95.91998000000001,296.0691,1.472286,4.44
3395,Transit,1,Family,3,72.05293,114.80056,759.16815,3.8812,11.46937
3396,Transit,1,Family,2,71.41673,117.60752,510.20580000000007,2.6764669999999997,9.672261
3397,Active,1,Other,1,4.788604,29.702709,45.37711499999999,0.21542199999999997,2.22
3398,Active,1,Other,0,3.892384,28.438384000000003,39.42108,0.1848082,2.22
3399,Transit,1,Family,3,90.74693,134.581277,755.80335,3.722113,12.36382
3400,Transit,1,Family,2,10.48288,48.144551,130.29765,0.6517606,2.22
3401,Auto,1,Family,3,42.51247,130.454,484.43775,8.193674,8.775795
3402,Transit,0,Other,0,7.019825999999999,31.444467,96.208185,0.4335975,2.22
3403,Transit,0,Other,0,5.995709,26.360793,46.053975,0.2075592,2.22
3404,Auto,1,Family,2,12.77515,61.89555,123.62919000000001,0.5978314,1.98
3405,Auto,1,Family,2,51.415859999999995,126.76337,566.7429000000001,4.820544,9.638597
3406,Active,1,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
3407,Transit,1,Family,2,88.53589000000001,125.59295,626.6408999999999,3.1808970000000003,11.9309
3408,Transit,1,Family,2,47.908359999999995,115.525933,283.80060000000003,1.310691,6.1581410000000005
3409,Transit,1,Family,3,35.76352,104.554086,338.0775,4.409725,7.285360000000001
3410,Active,0,Other,1,0.0,0.0,0.0,0.0,0.0
3411,Auto,1,Family,3,80.69296,109.89646,588.7999500000001,3.136835,12.214160000000001
3412,Active,1,Family,0,2.595157,27.40234,23.805030000000002,0.1169349,2.22
3413,Transit,1,Family,2,35.76352,104.554086,338.0775,4.409725,7.285360000000001
3414,Transit,1,Family,1,46.42052,126.274569,361.91235000000006,1.747686,4.750401
3415,Transit,0,Family,1,46.48872,111.408811,288.59085,1.328676,5.22
3416,Transit,0,Family,2,30.098329999999997,59.264849,178.31969999999998,0.8267585,4.44
3417,Transit,0,Family,2,16.05378,68.201255,224.13015,1.083792,2.22
3418,Active,1,Other,0,1.049121,16.675728,10.491209999999999,0.04728249,2.22
3419,Active,1,Other,0,9.51093,33.826613,60.55161000000001,0.2813271,2.22
3420,Transit,0,Family,2,31.778470000000002,101.73866,293.9421,1.4177389999999999,2.039592
3421,Transit,0,Other,0,2.845125,24.990155,27.043575,0.1315306,2.22
3422,Transit,0,Family,1,45.5605,101.915254,309.8571,1.535744,2.723626
3423,Active,1,Other,0,1.117177,20.195869,11.101709999999999,0.05003393,2.22
3424,Transit,0,Family,1,39.07776,75.283992,248.9379,1.2650569999999999,4.016113
3425,Transit,1,Family,1,40.6925,116.478907,289.56794999999994,1.400743,2.808682
3426,Auto,1,Family,2,40.89498,115.18533400000001,359.87685000000005,1.734029,2.57
3427,Active,0,Other,0,2.168042,23.855995999999998,19.46616,0.0877314,2.22
3428,Transit,1,Other,0,39.60913,106.86290600000001,430.94264999999996,2.2859830000000003,4.946898
3429,Active,0,Family,0,0.0,0.0,0.0,0.0,0.0
3430,Transit,0,Family,2,47.76812,101.56075,451.92,5.00635,8.517479
3431,Transit,1,Family,3,65.03635,180.46927,484.01025,2.3412610000000003,5.778986
3432,Transit,0,Other,0,6.632627,33.425859,41.7591,0.191554,2.22
3433,Transit,0,Family,2,20.50572,53.92663,113.78224499999999,0.525507,3.8580879999999995
3434,Transit,0,Family,1,28.00275,96.577332,250.38615,1.186963,1.98
3435,Active,0,Other,0,2.776623,26.813798,23.593725,0.10633379999999999,2.22
