,Mode,Licence,Family,Cars,Time.Auto,Time.Transit,Time.Active,Cost.Auto,Cost.Transit
8878,Transit,1,Other,0,24.06234,55.120048,136.928835,0.6728976,2.22
8879,Transit,0,Family,2,50.93802,116.076697,332.8977,1.6813369999999999,4.44
8880,Transit,1,Family,0,35.04773,71.479164,228.8727,1.156375,2.22
8881,Transit,1,Family,1,26.469359999999998,70.85813399999999,161.49705,0.8035228,2.22
8882,Transit,1,Family,2,31.697490000000002,70.837347,203.1687,0.9986510000000001,3.9124220000000003
8883,Transit,0,Family,2,45.7671,108.38023799999999,327.13575,1.810325,4.2
8884,Transit,1,Family,2,38.4832,85.761623,240.53310000000002,1.149167,6.058123
8885,Transit,1,Family,3,54.47383000000001,136.138886,406.31534999999997,2.107996,6.797163
8886,Transit,1,Family,1,56.5683,129.981171,395.0073,2.098642,5.826557
8887,Transit,1,Family,2,41.070240000000005,101.657658,285.86625,1.5434139999999998,6.08744
8888,Transit,0,Family,2,83.60468,132.33451000000002,608.0383499999999,3.1318799999999998,11.470289999999999
8889,Transit,1,Family,2,78.8534,104.691076,603.8673,3.315472,12.1831
8890,Transit,1,Other,1,7.0575149999999995,46.746213,53.61813,0.24298409999999998,2.22
8891,Active,0,Other,0,3.6963470000000003,23.779004999999998,33.706245,0.1543106,2.22
8892,Transit,1,Family,1,66.4193,176.26190400000004,491.33729999999997,3.471371,8.396688000000001
8893,Active,1,Other,0,3.0726400000000003,15.230342000000002,26.296184999999998,0.1185134,2.22
8894,Active,0,Other,0,8.044621000000001,33.439492,49.50084,0.22589160000000003,2.22
8895,Transit,1,Family,3,30.879140000000003,71.635689,201.7845,0.9448325999999999,2.779451
8896,Transit,0,Family,1,51.71439,137.77813600000002,390.38294999999994,2.184743,6.123746
8897,Transit,0,Family,2,46.34386,111.57448400000001,310.84560000000005,1.5152459999999999,2.250016
8898,Transit,1,Family,3,86.23008,109.27236,726.4626,3.503039,12.05016
8899,Transit,1,Family,3,78.8208,123.79769,560.4658499999999,2.89573,11.66258
8900,Transit,0,Family,2,41.97025,96.131099,271.34639999999996,1.3378,4.44
8901,Active,1,Other,0,11.573,44.198042,70.26836999999999,0.3263758,2.22
8902,Transit,0,Family,1,73.64004,203.547101,454.3968,2.472444,7.084588
8903,Transit,0,Other,0,26.698359999999997,49.310818,150.17280000000002,0.7782015,2.22
8904,Transit,1,Family,3,33.47417,81.11152299999999,222.86325,1.046294,2.24818
8905,Active,1,Family,2,22.966720000000002,53.83805200000001,128.17535999999998,0.6373875,2.22
8906,Active,1,Other,0,11.573,44.198042,70.26836999999999,0.3263758,2.22
8907,Transit,0,Family,2,24.89705,75.37999599999999,143.70952499999999,0.7278359999999999,4.44
8908,Active,0,Other,0,64.57381,147.74582,411.97814999999997,2.243065,7.150386
8909,Transit,1,Family,2,31.299290000000003,61.530852,185.4867,0.9667190000000001,5.60674
8910,Transit,1,Other,1,7.0575149999999995,46.746213,53.61813,0.24298409999999998,2.22
8911,Transit,1,Family,2,50.53774,129.420413,356.4195,1.784138,4.44
8912,Transit,1,Family,1,41.68728,84.829825,296.15205000000003,1.459635,7.947436
8913,Active,1,Other,1,2.5647919999999997,22.41667,20.430345,0.09207685,2.22
8914,Transit,1,Other,0,14.19382,54.891289,85.59525,0.3977945,2.22
8915,Transit,0,Family,2,51.365840000000006,132.401792,373.94759999999997,1.983654,6.188427
8916,Transit,0,Family,2,32.36742,66.304965,186.81435000000002,0.8634028,2.22
8917,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
8918,Transit,0,Family,5,65.09177,128.13599,488.64014999999995,2.673293,10.27093
8919,Transit,1,Other,1,60.495419999999996,127.63403899999999,361.1247,1.7602830000000003,6.933704
8920,Active,0,Other,1,5.748302,31.74921,40.12759499999999,0.1916964,2.22
8921,Transit,1,Family,1,39.69207,116.74814099999999,286.6515,1.3981629999999998,2.76966
8922,Transit,0,Other,0,7.241153999999999,36.467044,52.821419999999996,0.24233049999999998,2.22
8923,Transit,1,Family,2,37.070809999999994,80.651749,237.12765,1.172556,2.22
8924,Transit,1,Family,2,48.011509999999994,108.935584,319.30965000000003,1.6492529999999999,6.9869710000000005
8925,Transit,1,Family,1,32.188759999999995,67.746567,206.72639999999998,0.9609938,2.22
8926,Transit,0,Family,2,34.98377,76.404289,232.20344999999998,1.207092,2.970471
8927,Transit,1,Family,5,76.57369,146.972616,603.8967,3.08006,11.873560000000001
8928,Transit,1,Family,3,80.23362,337.34369,646.1091000000001,3.306829,10.87992
8929,Active,0,Other,2,2.596013,25.225413,22.942349999999998,0.1085633,2.22
8930,Transit,1,Family,2,41.02733,122.14518100000001,284.59770000000003,1.4870450000000002,6.08744
8931,Active,0,Family,1,3.7520599999999997,22.197995000000002,33.63918,0.1540842,2.22
8932,Transit,0,Family,1,30.80381,79.477046,178.8459,0.8593997,4.44
8933,Transit,0,Family,1,44.868,101.574088,311.53365,1.55697,4.44
8934,Transit,0,Family,2,65.64793,152.00765,429.89279999999997,2.2673669999999997,6.955266
8935,Transit,1,Other,0,8.044621000000001,33.439492,49.50084,0.22589160000000003,2.22
8936,Transit,0,Other,0,29.821070000000002,70.18956999999999,183.83355,0.9215646000000001,3.571561
8937,Transit,0,Family,2,55.3474,126.967254,388.5405,2.0181080000000002,4.472644
8938,Transit,1,Other,0,86.23008,109.27236,726.4626,3.503039,12.05016
8939,Transit,1,Family,3,93.58475,114.26087,804.384,3.9497400000000003,12.585410000000001
8940,Transit,1,Family,1,48.09714,102.83330600000001,349.55625,1.730013,4.44
8941,Transit,1,Other,0,39.67022,118.049392,292.47015,1.469653,2.9736689999999997
8942,Transit,0,Other,0,12.98596,49.400237,83.26324500000001,0.38107729999999995,2.22
8943,Auto,1,Family,2,41.5248,98.71355799999999,288.84,1.536805,6.08744
8944,Active,0,Other,0,2.494198,18.939634,20.361300000000004,0.09401726,2.22
8945,Transit,0,Family,1,29.80957,71.61322200000002,181.74135,0.9157045,3.211186
8946,Active,0,Family,0,3.9364510000000004,24.16477,33.825975,0.1524492,2.22
8947,Transit,0,Family,3,70.59515,144.58142,536.1522000000001,2.947207,10.61115
8948,Transit,1,Other,2,24.89548,56.102924,158.8374,0.7451645,2.22
8949,Transit,1,Other,1,13.36575,53.225811,90.472275,0.41352089999999997,2.22
8950,Transit,0,Family,0,33.52187,73.57524599999999,220.23495,1.076652,4.44
8951,Active,1,Family,3,97.0305,173.00603999999996,992.39925,4.633811,14.05485
8952,Transit,1,Family,2,49.8713,135.897633,377.4444,1.8427900000000002,3.035182
8953,Transit,1,Other,0,13.732870000000002,43.503065,88.539765,0.4372313,2.22
8954,Transit,1,Family,2,56.16718,151.714665,447.40080000000006,2.4204,7.084623
8955,Transit,0,Family,1,38.3,76.384548,250.43475000000004,1.25014,2.22
8956,Transit,0,Other,0,8.658781,43.668362,58.220310000000005,0.2821945,2.22
8957,Active,0,Other,0,2.682757,21.009613,24.20217,0.10907599999999999,2.22
8958,Transit,0,Family,1,46.283640000000005,140.092702,344.1285,1.677016,3.051643
8959,Transit,0,Family,1,34.98377,76.404289,232.20344999999998,1.207092,2.970471
8960,Transit,1,Other,3,57.28929,82.974204,426.5571,2.1893380000000002,10.01395
8961,Transit,1,Family,2,86.54186,98.21452,629.4114000000001,3.5682370000000003,11.638860000000001
8962,Transit,0,Family,0,24.91453,73.414497,144.481785,0.7078453,4.184966
8963,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
8964,Transit,0,Other,0,23.32844,60.783997,129.92512499999998,0.6054103,2.22
8965,Transit,0,Family,1,33.3424,84.32119900000002,187.52505,0.9177029000000001,4.47649
8966,Auto,1,Family,3,72.17278,124.92124,597.79335,3.104123,11.45243
8967,Transit,0,Family,5,54.30285,119.286102,375.09,1.871493,6.3320419999999995
8968,Active,1,Other,0,3.9364510000000004,24.16477,33.825975,0.1524492,2.22
8969,Transit,0,Family,1,35.127159999999996,86.52791599999998,207.85875,1.005699,4.801691
8970,Active,1,Other,1,1.974818,15.242671,17.185050000000004,0.07745074,2.22
8971,Active,1,Other,1,9.083789,42.504307,62.467155,0.28384149999999997,2.22
8972,Transit,0,Family,1,50.71116,129.88505899999998,370.5693,1.970043,4.228386
8973,Transit,1,Family,2,60.88308000000001,160.10795000000005,457.71105,2.2582139999999997,6.0190410000000005
8974,Transit,1,Family,3,79.52875999999999,119.27742,589.75125,3.027054,11.470289999999999
8975,Active,1,Family,0,3.187325,25.946049,24.311085,0.11059389999999998,2.22
8976,Transit,1,Family,1,32.65868,94.849368,228.63254999999998,1.141996,4.44
8977,Active,1,Other,0,2.214657,28.156289,20.8431,0.09393708,2.22
8978,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
8979,Transit,1,Family,2,46.76034,117.52212099999998,308.2215,1.445756,5.22
8980,Transit,1,Family,2,27.9286,72.121095,185.93204999999998,0.8513622999999999,4.44
8981,Transit,1,Family,0,16.8578,60.537877,107.102445,0.5257918,2.22
8982,Transit,1,Family,3,73.99847,80.063136,637.41825,3.057891,10.90053
8983,Transit,1,Family,3,79.01836,111.25455,581.72835,2.9792970000000003,11.470289999999999
8984,Transit,1,Family,5,90.98464,122.292389,702.25815,3.7926040000000003,11.72671
8985,Transit,1,Other,0,31.15673,62.398617,200.27325,0.9319105999999999,2.22
8986,Transit,1,Other,2,6.608511,47.133278000000004,56.227275,0.2534089,2.22
8987,Transit,0,Family,2,81.14357,117.94884,588.00195,3.118629,11.470289999999999
8988,Transit,1,Family,2,66.17406,206.04047,522.9987,5.893636,7.5481
8989,Active,1,Other,1,1.360328,16.237123999999998,11.563034999999998,0.05211307,2.22
8990,Transit,0,Family,0,23.19735,55.4311,128.707095,0.5999208,2.22
8991,Transit,0,Family,0,25.27797,70.138775,147.203835,0.746815,2.338379
8992,Transit,1,Family,2,32.672990000000006,79.60588200000002,193.06545,0.9533171999999999,4.5833699999999995
8993,Transit,1,Family,2,23.32844,60.783997,129.92512499999998,0.6054103,2.22
8994,Active,0,Other,0,3.7520599999999997,22.197995000000002,33.63918,0.1540842,2.22
8995,Auto,1,Family,2,27.96084,56.024586000000006,175.29254999999998,0.8193256,2.22
8996,Transit,1,Family,3,51.297540000000005,133.261851,386.11785,1.911498,6.139304
8997,Transit,0,Family,2,86.62356,133.090768,670.1193000000001,3.6673050000000003,11.437000000000001
8998,Transit,0,Family,0,32.93085,64.800504,213.42615,1.1183450000000001,2.22
8999,Transit,0,Family,1,48.101490000000005,109.792241,311.57564999999994,1.584152,4.44
9000,Transit,0,Family,2,59.85957,81.76607299999999,457.4901,2.194909,10.26747
9001,Transit,1,Family,2,66.17406,206.04047,522.9987,5.893636,7.5481
9002,Transit,0,Family,2,51.82558,135.636423,375.72405,1.885682,4.44
9003,Transit,1,Other,1,7.604680999999999,31.171448,53.400839999999995,0.29009070000000003,2.22
9004,Active,0,Other,0,2.214657,28.156289,20.8431,0.09393708,2.22
9005,Transit,0,Family,1,38.19147,90.732939,254.02169999999998,1.244325,2.22
9006,Transit,1,Other,3,69.83139,100.41553,448.70264999999995,2.613394,10.92032
9007,Transit,0,Family,1,20.27264,46.294093,116.61462000000002,0.5647191,2.22
9008,Transit,0,Other,1,51.71439,137.77813600000002,390.38294999999994,2.184743,6.123746
9009,Transit,1,Family,3,87.16331,136.81828000000002,673.33395,3.982196,11.638860000000001
9010,Transit,0,Family,1,20.609939999999998,52.273371000000004,127.348785,0.6162824,2.22
9011,Transit,1,Other,1,10.717889999999999,43.634091,71.787645,0.3288704,2.22
9012,Transit,1,Family,1,92.0519,151.90685,765.1985999999999,4.021145,13.17201
9013,Transit,1,Family,2,70.80639000000001,129.535079,548.7717,2.9466810000000003,9.717193
9014,Transit,1,Family,0,32.672990000000006,79.60588200000002,193.06545,0.9533171999999999,4.5833699999999995
9015,Transit,1,Family,2,89.0045,124.43027,682.38585,3.704158,15.826310000000001
9016,Transit,1,Family,5,48.520759999999996,134.68443399999998,370.28595,1.8210279999999999,6.761239999999999
9017,Transit,1,Family,2,93.58221,165.32393000000005,820.2013499999999,5.2215050000000005,12.24255
9018,Transit,1,Family,3,61.60726999999999,93.153612,457.218,2.825898,9.511797999999999
9019,Transit,0,Family,2,78.33768,95.368103,598.71,3.2922290000000003,12.11462
9020,Transit,1,Family,2,45.53631,103.307343,326.83245,1.654078,8.179598
9021,Transit,0,Family,1,37.32827,105.49545,265.44945,1.302547,2.3595639999999998
9022,Transit,1,Family,2,63.154019999999996,85.845389,391.3314,1.8761560000000002,9.972425
9023,Transit,1,Family,2,50.93802,116.076697,332.8977,1.6813369999999999,4.44
9024,Transit,1,Family,1,76.57369,146.972616,603.8967,3.08006,11.873560000000001
9025,Active,1,Other,1,2.596013,25.225413,22.942349999999998,0.1085633,2.22
9026,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
9027,Transit,1,Family,2,33.52151,76.404787,208.21515,1.1143100000000001,2.22
9028,Transit,1,Family,1,67.10338,97.133818,494.2479,2.533131,10.35242
9029,Active,0,Other,0,1.21066,19.928102000000006,11.835765000000002,0.05334222,2.22
9030,Transit,1,Other,0,4.252633,34.289085,38.224695,0.1777279,2.22
9031,Transit,1,Family,1,34.629459999999995,81.550567,248.9805,1.245227,2.22
9032,Transit,0,Family,2,79.29135,141.97805,506.10465,2.8456919999999997,10.48969
9033,Transit,1,Family,1,38.07648,84.54393,261.34725000000003,1.307947,2.749971
9034,Transit,1,Family,2,76.57369,146.972616,603.8967,3.08006,11.873560000000001
9035,Transit,0,Family,3,82.09076999999999,184.103807,563.0764499999999,3.273305,8.475202000000001
9036,Active,1,Other,1,1.360328,16.237123999999998,11.563034999999998,0.05211307,2.22
9037,Active,1,Other,0,9.75173,35.99451,52.929404999999996,0.2634218,2.22
9038,Transit,0,Family,1,77.9269,120.47668999999999,557.022,2.919675,11.6311
9039,Transit,0,Family,2,94.94518000000001,177.50629000000004,782.7561,4.289518,11.12359
9040,Active,1,Other,0,2.551053,26.932397,23.320065000000003,0.1051004,2.22
9041,Transit,1,Family,3,50.79473,138.846615,370.35165,1.9719950000000002,6.204626
9042,Transit,1,Family,2,41.5248,98.71355799999999,288.84,1.536805,6.08744
9043,Active,0,Other,0,1.360328,16.237123999999998,11.563034999999998,0.05211307,2.22
9044,Transit,1,Family,1,63.8849,143.95112,515.6451,2.733891,9.107533
9045,Transit,1,Family,2,43.878659999999996,119.291862,314.0658,1.530685,3.031809
9046,Transit,1,Other,0,13.83755,47.490178,81.03960000000001,0.3794208,2.22
9047,Transit,0,Family,1,41.82145,121.482054,301.58595,1.476732,2.894846
9048,Transit,0,Family,2,31.96789,74.31190500000001,209.26785,1.0671059999999999,4.44
9049,Transit,1,Family,2,66.82117,130.68900000000002,496.5415499999999,2.8393029999999997,10.31864
9050,Transit,0,Other,1,4.76811,21.273948,34.710119999999996,0.15741529999999998,2.22
9051,Transit,1,Family,3,59.945980000000006,92.58513,412.88745,2.184614,10.83925
9052,Transit,0,Family,1,46.283640000000005,140.092702,344.1285,1.677016,3.051643
9053,Transit,1,Family,1,28.99195,66.98948399999999,179.20620000000002,0.9066,2.22
9054,Active,0,Other,0,0.8042355,15.527982000000002,8.042354999999999,0.03624583,2.22
9055,Active,0,Family,0,3.23726,27.978108,28.713015,0.134749,2.22
9056,Transit,0,Family,1,68.51611,84.44517900000001,558.9331500000001,2.707649,10.49642
9057,Transit,1,Family,2,13.21866,52.53408200000001,91.71936,0.4367055,2.22
9058,Active,1,Other,0,1.80267,17.925469,16.677585,0.07741525,2.22
9059,Transit,1,Family,2,48.36949,109.601358,318.84479999999996,1.592909,4.44
9060,Transit,0,Family,0,2.214657,28.156289,20.8431,0.09393708,2.22
9061,Transit,1,Family,2,56.80992,121.511696,346.66125,1.631167,6.919744000000001
9062,Transit,1,Family,1,48.101490000000005,109.792241,311.57564999999994,1.584152,4.44
9063,Transit,1,Other,0,1.360328,16.237123999999998,11.563034999999998,0.05211307,2.22
9064,Transit,0,Family,1,76.71002,333.02212899999995,655.4712000000001,6.180443,7.294641
9065,Transit,0,Family,0,70.84606,187.65665,547.72095,3.067221,8.454986
9066,Transit,1,Family,1,67.10338,97.133818,494.2479,2.533131,10.35242
9067,Transit,1,Family,2,25.42326,66.243154,149.90590499999996,0.7405663,4.414019000000001
9068,Transit,1,Family,3,16.31079,68.08022199999999,114.275895,0.5969241999999999,3.4623839999999997
9069,Transit,0,Family,1,30.016309999999997,101.395399,206.25405,1.020027,3.155583
9070,Transit,1,Family,1,24.88044,86.231675,169.05584999999996,0.8749716000000001,3.095313
9071,Transit,1,Family,2,69.87671,156.92417,536.8935,3.018811,11.663739999999999
9072,Transit,1,Family,1,67.94941999999999,91.528284,547.78545,2.878743,10.751669999999999
9073,Auto,1,Other,1,24.98263,112.979596,147.010065,0.7995898,3.4074419999999996
9074,Transit,1,Family,2,30.32372,74.08041800000002,191.80155000000002,0.9293113000000002,2.796251
9075,Transit,1,Family,1,112.6803,125.25313,1012.1646,4.820498000000001,13.597620000000001
9076,Transit,1,Family,3,66.77528000000001,187.397929,541.0119,2.5514229999999998,9.232957
9077,Active,1,Family,0,0.0,0.0,0.0,0.0,0.0
9078,Transit,1,Family,2,86.38412,145.268351,668.98515,3.6342769999999995,10.98155
9079,Transit,1,Family,0,32.209920000000004,70.069197,229.73084999999998,1.162929,2.22
9080,Transit,1,Family,3,49.00979,130.079386,355.96169999999995,1.820516,6.241282
9081,Transit,1,Family,4,58.147830000000006,165.76782,464.0595,2.538082,6.6760470000000005
9082,Transit,1,Family,2,53.3695,145.84842,352.64669999999995,1.872205,6.537399
9083,Active,1,Other,0,2.682757,21.009613,24.20217,0.10907599999999999,2.22
9084,Active,1,Other,0,3.714261,22.32553,31.60407,0.14243540000000002,2.22
9085,Transit,1,Other,1,2.5647919999999997,22.41667,20.430345,0.09207685,2.22
9086,Transit,0,Family,3,43.763999999999996,105.90272900000001,302.71695,1.6903830000000002,5.598161
9087,Transit,1,Other,1,39.93678,89.61050999999999,246.60344999999998,1.194515,2.259737
9088,Transit,0,Family,2,43.209540000000004,120.39322299999999,303.477,1.602771,5.7241919999999995
9089,Transit,0,Family,1,86.08225999999999,161.22675999999996,618.4993499999999,3.52682,9.586807
9090,Transit,1,Other,0,25.27797,70.138775,147.203835,0.746815,2.338379
9091,Transit,0,Other,2,36.9106,75.83892399999998,222.9372,1.097238,2.22
9092,Active,1,Other,1,2.214657,28.156289,20.8431,0.09393708,2.22
9093,Active,1,Other,0,2.5647919999999997,22.41667,20.430345,0.09207685,2.22
9094,Transit,0,Family,0,26.816159999999996,69.756151,162.88485,0.8697155000000001,4.44
9095,Active,1,Family,2,56.00656,128.19895,428.8854,2.35765,7.787541
9096,Transit,1,Family,3,66.73611,213.68807999999999,507.18240000000003,2.511405,6.9884059999999995
9097,Transit,1,Family,3,35.93655,78.393333,214.35285000000002,1.0055049999999999,2.74139
9098,Transit,0,Family,2,25.52355,60.323864,150.31815,0.7580771,2.22
9099,Active,1,Other,0,1.3160399999999999,18.911142,12.88956,0.05809153,2.22
9100,Transit,1,Family,2,93.57738,125.15167,738.26625,3.684792,12.56218
9101,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
9102,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
9103,Transit,1,Other,1,7.7354,33.823765,62.729699999999994,0.2906276,2.22
9104,Transit,1,Family,2,52.5036,116.332617,335.37645000000003,1.623974,5.22
9105,Transit,1,Family,3,119.056,185.68259,1036.10205,4.9932,13.47494
9106,Transit,1,Family,2,40.09047,94.175972,284.8233000000001,1.630441,4.44
9107,Transit,1,Other,2,47.55237,114.87319699999999,351.89504999999997,1.904536,4.2
9108,Transit,1,Family,2,118.3495,214.29175,1291.32105,6.408691,20.40008
9109,Transit,0,Family,0,54.38981,117.585282,349.57439999999997,1.830191,4.44
9110,Transit,1,Family,2,78.8208,123.79769,560.4658499999999,2.89573,11.66258
9111,Active,0,Family,0,0.0,0.0,0.0,0.0,0.0
9112,Active,1,Other,0,10.5257,44.08935099999999,71.00097,0.32343879999999997,2.22
9113,Active,0,Other,1,0.0,0.0,0.0,0.0,0.0
9114,Transit,0,Family,2,60.86306999999999,156.600979,361.6671,2.058261,6.4175
9115,Transit,1,Family,1,48.101490000000005,109.792241,311.57564999999994,1.584152,4.44
9116,Transit,1,Other,0,15.26152,57.291107999999994,87.54951,0.4285576,2.22
9117,Transit,1,Family,2,90.23313,171.946704,685.14225,3.7890910000000004,9.539527
9118,Transit,1,Family,4,92.85576,159.05407,733.9131,4.050431,14.23356
9119,Transit,1,Other,2,43.994659999999996,95.005413,320.8047,1.574911,4.652001
9120,Transit,0,Family,2,78.99925999999999,124.3572,562.2504,2.903772,12.85645
9121,Transit,1,Family,3,90.98464,122.292389,702.25815,3.7926040000000003,11.72671
9122,Transit,0,Family,0,43.31906,132.812084,317.37104999999997,1.563964,2.917417
9123,Transit,1,Other,1,11.97034,56.492251,83.396355,0.37699520000000003,2.22
9124,Transit,0,Family,2,31.33219,96.061123,219.5784,1.080078,4.44
9125,Transit,0,Family,1,42.60838,104.018778,299.72580000000005,1.4773969999999998,2.723626
9126,Transit,0,Family,1,24.91453,73.414497,144.481785,0.7078453,4.184966
9127,Auto,1,Family,3,81.27766,144.29041,673.6002,3.700448,14.31148
9128,Active,0,Other,0,0.621459,15.787367000000001,6.21459,0.02800833,2.22
9129,Transit,0,Family,2,53.877590000000005,127.397815,417.51435000000004,2.3070209999999998,7.201602
9130,Transit,0,Family,2,45.53631,103.307343,326.83245,1.654078,8.179598
9131,Transit,0,Family,1,30.016309999999997,101.395399,206.25405,1.020027,3.155583
9132,Transit,0,Family,2,69.59804,107.99508999999999,574.6316999999999,3.7280290000000003,11.45792
9133,Transit,1,Family,1,43.31906,132.812084,317.37104999999997,1.563964,2.917417
9134,Transit,1,Family,2,70.80639000000001,129.535079,548.7717,2.9466810000000003,9.717193
9135,Transit,0,Family,0,36.28391,57.32651300000001,217.34205,1.044648,7.624613
9136,Transit,0,Family,2,76.57369,146.972616,603.8967,3.08006,11.873560000000001
9137,Transit,0,Family,2,54.544909999999994,98.752255,410.27535,2.038322,8.15629
9138,Transit,1,Family,2,63.154019999999996,85.845389,391.3314,1.8761560000000002,9.972425
9139,Transit,0,Other,0,7.241153999999999,36.467044,52.821419999999996,0.24233049999999998,2.22
9140,Transit,0,Family,2,47.55237,114.87319699999999,351.89504999999997,1.904536,4.2
9141,Auto,1,Family,1,70.28139,108.284884,566.78805,2.976626,10.88805
9142,Transit,0,Other,1,13.258770000000002,69.462287,88.98762,0.4037375,2.22
9143,Transit,1,Family,1,72.51994,136.683475,553.30545,2.756629,10.729330000000001
9144,Transit,0,Family,0,25.483420000000002,85.839465,177.14084999999997,0.9215693000000001,2.99649
9145,Transit,1,Family,1,41.04307,95.63350599999998,279.26264999999995,1.385152,4.44
9146,Transit,1,Family,1,82.22258000000001,108.15606000000001,689.44605,3.3320239999999997,11.32761
9147,Transit,1,Family,2,106.76,143.26338,1001.5543499999999,4.722722,13.940520000000001
9148,Active,1,Other,1,9.083789,42.504307,62.467155,0.28384149999999997,2.22
9149,Transit,0,Family,2,50.56974,128.14160099999998,364.11075,1.929688,6.419315
9150,Transit,0,Family,0,38.05604,84.124877,259.59254999999996,1.304024,2.5741240000000003
9151,Transit,1,Family,2,46.72126,116.042382,341.08004999999997,1.6932650000000002,4.44
9152,Active,1,Family,1,3.23726,27.978108,28.713015,0.134749,2.22
9153,Transit,1,Family,2,58.03162,129.15167,431.8437,2.118359,7.784016
9154,Transit,0,Family,1,48.27309,102.439817,355.1988,1.77417,8.893542
9155,Active,1,Family,1,9.120213,33.492638,57.55099499999999,0.2595734,2.22
9156,Transit,1,Family,2,103.5557,296.20602,952.51725,4.865318,12.61143
9157,Active,0,Other,1,21.17325,51.002669,115.08270000000002,0.5385174,2.22
9158,Transit,0,Family,1,16.8578,60.537877,107.102445,0.5257918,2.22
9159,Transit,1,Other,0,27.96084,56.024586000000006,175.29254999999998,0.8193256,2.22
9160,Active,0,Other,0,2.214657,28.156289,20.8431,0.09393708,2.22
9161,Transit,1,Other,0,13.67019,52.977856,81.44665499999998,0.41788980000000003,2.22
9162,Transit,0,Family,1,33.67013,78.889864,227.09595,1.122356,2.616346
9163,Active,1,Other,0,12.42118,44.861038,72.25291499999999,0.33788609999999997,2.22
9164,Transit,0,Family,3,56.09933,162.798081,424.78245000000004,2.2291630000000002,6.484457
9165,Transit,1,Family,1,43.86327,145.166773,331.95345000000003,1.590518,2.8038540000000003
9166,Active,1,Other,0,2.2499919999999998,17.489981,20.610945,0.0928908,2.22
9167,Active,1,Other,0,2.596013,25.225413,22.942349999999998,0.1085633,2.22
9168,Active,1,Other,0,4.76811,21.273948,34.710119999999996,0.15741529999999998,2.22
9169,Transit,1,Other,0,11.28899,52.604075,73.90253999999999,0.34955640000000004,2.22
9170,Transit,1,Family,1,40.13867,89.48553000000003,265.872,1.527547,4.4254809999999996
9171,Transit,1,Other,0,37.41405,76.91115500000002,237.10785,1.1011440000000001,2.23457
9172,Transit,1,Family,2,69.87671,156.92417,536.8935,3.018811,11.663739999999999
9173,Auto,1,Family,3,70.84606,187.65665,547.72095,3.067221,8.454986
9174,Transit,1,Other,1,4.398345,31.082957,34.24404,0.15433339999999998,2.22
9175,Transit,0,Family,2,87.19798,106.36501,664.32075,3.6227400000000003,15.826310000000001
9176,Transit,1,Family,3,86.54186,98.21452,629.4114000000001,3.5682370000000003,11.638860000000001
9177,Active,1,Other,4,13.258770000000002,69.462287,88.98762,0.4037375,2.22
9178,Transit,1,Other,0,9.084063,33.748057,58.315785000000005,0.27998979999999996,2.22
9179,Transit,0,Family,1,11.86532,38.702312000000006,69.207825,0.314334,2.22
9180,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
9181,Transit,1,Family,2,12.029580000000001,44.663225,73.901835,0.36946540000000005,2.22
9182,Active,1,Other,0,5.435143,37.626767,48.17742,0.220239,2.22
9183,Transit,1,Family,1,82.01254,85.220945,609.2364,4.167128,10.83886
9184,Active,0,Other,0,2.5647919999999997,22.41667,20.430345,0.09207685,2.22
9185,Transit,0,Family,1,38.19384,94.569532,243.58545,1.4471559999999999,4.313827
9186,Auto,1,Family,2,24.70572,77.92552599999998,174.44145,0.7995759,4.44
9187,Transit,0,Family,2,51.03212,142.69821299999998,375.61305,1.9143580000000002,6.241282
9188,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
9189,Transit,1,Family,3,69.87671,156.92417,536.8935,3.018811,11.663739999999999
9190,Active,1,Other,1,18.66589,55.709598,104.836695,0.49107629999999997,2.22
9191,Active,1,Other,0,4.879104,35.635127000000004,44.29260000000001,0.202801,2.22
9192,Active,0,Other,0,1.3160399999999999,18.911142,12.88956,0.05809153,2.22
9193,Transit,0,Family,2,48.36103,114.754496,350.1528,1.790202,4.7163260000000005
9194,Transit,1,Family,2,48.36949,109.601358,318.84479999999996,1.592909,4.44
9195,Auto,1,Other,1,24.98263,112.979596,147.010065,0.7995898,3.4074419999999996
9196,Transit,1,Family,1,56.79591,91.41440300000001,442.19025,2.418231,10.04145
9197,Transit,1,Family,1,24.89705,75.37999599999999,143.70952499999999,0.7278359999999999,4.44
9198,Transit,1,Family,1,57.974680000000006,136.734364,356.90729999999996,2.034732,7.183110000000001
9199,Transit,1,Family,1,43.574870000000004,115.42541499999999,268.38360000000006,1.274686,4.5439
9200,Transit,1,Family,1,27.9286,72.121095,185.93204999999998,0.8513622999999999,4.44
9201,Transit,1,Family,2,77.78685,200.050379,554.25915,3.121083,8.265165
9202,Transit,1,Family,1,86.76629,155.655582,665.40705,3.596628,10.623280000000001
9203,Transit,1,Family,2,75.45076999999999,101.1788,553.6398,2.861884,11.470289999999999
